"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","professional_cultural_exchange","security_cooperation","security_force_facility_presence","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","addisfortune.news","addisstandard.com","capitalethiopia.com","thereporterethiopia.com","ethiopianmonitor.com"
"2014-07-01","Ethiopia",5,1,0,0,8,6,0,3,8,0,0,2,1,1,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0446428571428571,0.00892857142857143,0,0,0.0714285714285714,0.0535714285714286,0,0.0267857142857143,0.0714285714285714,0,0,0.0178571428571429,0.00892857142857143,0.00892857142857143,0.00892857142857143,0.00892857142857143,0,0,0,0.0267857142857143,0,0,0,0,0,0,0.0178571428571429,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,1,0,0.0178571428571429,0.00892857142857143,0,0,0.0267857142857143,0,0,0,0,0.00892857142857143,0,112,72,110,7.74275114959553,0,0.0178571428571429,112,0,1,1,0,0
"2014-08-01","Ethiopia",1,2,0,0,10,0,0,4,5,0,0,0,2,0,0,1,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00813008130081301,0.016260162601626,0,0,0.0813008130081301,0,0,0.032520325203252,0.040650406504065,0,0,0,0.016260162601626,0,0,0.00813008130081301,0.00813008130081301,0.024390243902439,0.016260162601626,0.016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0.00813008130081301,0,1,5,0,0,0,1,0,0,0,0,0,0.00813008130081301,0.040650406504065,0,0,0,0.00813008130081301,0,0,0,0,0,123,83,122,7.22348642992765,0,0.016260162601626,123,0,1,1,0,0
"2014-09-01","Ethiopia",1,0,0,0,3,0,0,4,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.00757575757575758,0,0,0,0.0227272727272727,0,0,0.0303030303030303,0.00757575757575758,0.0227272727272727,0,0,0.00757575757575758,0,0,0,0,0.00757575757575758,0,0,0,0,0,0,0,0.00757575757575758,0,0.0151515151515152,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0.0151515151515152,0,0,0.00757575757575758,0.00757575757575758,0,0,0,0,0,132,114,129,2.85356600501284,0.0151515151515152,0.0151515151515152,132,0,1,1,0,0
"2014-10-01","Ethiopia",0,1,0,0,4,0,1,2,3,0,0,0,0,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00641025641025641,0,0,0.0256410256410256,0,0.00641025641025641,0.0128205128205128,0.0192307692307692,0,0,0,0,0.00641025641025641,0.0128205128205128,0.00641025641025641,0,0.0192307692307692,0.00641025641025641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,3,1,0,0,1,0,0,0.0128205128205128,0.0448717948717949,0.00641025641025641,0,0.0192307692307692,0.00641025641025641,0,0,0.00641025641025641,0,0,156,124,156,3.84482399689512,0,0.0128205128205128,156,0,1,1,0,0
"2014-11-01","Ethiopia",1,3,1,2,11,2,0,1,6,1,0,0,2,3,1,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0.0194805194805195,0.00649350649350649,0.012987012987013,0.0714285714285714,0.012987012987013,0,0.00649350649350649,0.038961038961039,0.00649350649350649,0,0,0.012987012987013,0.0194805194805195,0.00649350649350649,0.00649350649350649,0,0.012987012987013,0.0194805194805195,0.012987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,0,0,0.0194805194805195,0.00649350649350649,0,0,0.012987012987013,0,0,0,0,0,0,154,108,154,5.38507502075774,0,0.012987012987013,154,0,1,1,0,0
"2014-12-01","Ethiopia",3,1,3,2,7,0,0,0,6,1,0,3,2,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205479452054795,0.00684931506849315,0.0205479452054795,0.0136986301369863,0.0479452054794521,0,0,0,0.0410958904109589,0.00684931506849315,0,0.0205479452054795,0.0136986301369863,0,0.0136986301369863,0,0,0,0.0205479452054795,0.00684931506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,3,0,0,0,1,0,0,0.0205479452054795,0.00684931506849315,0,0.00684931506849315,0.0205479452054795,0,0,0,0.00684931506849315,0,146,105,146,5.47800567808588,0,0.00684931506849315,146,0,1,1,0,0
"2015-01-01","Ethiopia",3,0,6,3,9,0,0,5,7,1,0,4,5,2,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0144927536231884,0,0.0289855072463768,0.0144927536231884,0.0434782608695652,0,0,0.0241545893719807,0.0338164251207729,0.00483091787439614,0,0.0193236714975845,0.0241545893719807,0.00966183574879227,0.00483091787439614,0,0,0,0.00966183574879227,0.0241545893719807,0,0,0,0,0,0,0,0,0,0,0.00966183574879227,0,0,0,0,2,1,0,4,4,0,0,0,1,0,0,0.00966183574879227,0.00483091787439614,0,0.0193236714975845,0.0193236714975845,0,0,0,0.00483091787439614,0,207,144,205,5.2107397838899,0,0.0144927536231884,207,0,1,1,0,0
"2015-02-01","Ethiopia",0,0,4,4,13,1,0,3,0,3,0,3,2,3,2,2,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.023121387283237,0.023121387283237,0.0751445086705202,0.00578034682080925,0,0.0173410404624277,0,0.0173410404624277,0,0.0173410404624277,0.0115606936416185,0.0173410404624277,0.0115606936416185,0.0115606936416185,0,0.0115606936416185,0.023121387283237,0.0115606936416185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115606936416185,0,2,1,0,3,3,0,0,0,0,0,0,0.0115606936416185,0.00578034682080925,0,0.0173410404624277,0.0173410404624277,0,0,0,0,0,173,118,171,4.30078986252127,0,0.023121387283237,173,0,1,1,0,0
"2015-03-01","Ethiopia",2,1,3,2,22,0,0,2,4,1,0,1,2,0,1,1,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00854700854700855,0.00427350427350427,0.0128205128205128,0.00854700854700855,0.094017094017094,0,0,0.00854700854700855,0.0170940170940171,0.00427350427350427,0,0.00427350427350427,0.00854700854700855,0,0.00427350427350427,0.00427350427350427,0,0.0128205128205128,0.00854700854700855,0.0170940170940171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,6,2,1,0,0,0,0,0,0.0341880341880342,0.00427350427350427,0,0.0256410256410256,0.00854700854700855,0.00427350427350427,0,0,0,0,234,168,234,4.49259674048332,0.00427350427350427,0.00427350427350427,234,0,1,1,0,0
"2015-04-01","Ethiopia",0,2,7,0,0,0,0,2,1,1,0,0,1,0,23,0,1,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00985221674876847,0.0344827586206897,0,0,0,0,0.00985221674876847,0.00492610837438424,0.00492610837438424,0,0,0.00492610837438424,0,0.113300492610837,0,0.00492610837438424,0,0.0640394088669951,0.00985221674876847,0,0,0,0.00985221674876847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0.00492610837438424,0,0,0,0.00492610837438424,0,0,0.00492610837438424,0.00492610837438424,0,203,147,201,5.75662870995271,0,0.0147783251231527,203,0,1,1,0,0
"2015-05-01","Ethiopia",1,0,32,6,1,0,0,2,2,0,0,0,0,3,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00613496932515337,0,0.196319018404908,0.0368098159509202,0.00613496932515337,0,0,0.0122699386503067,0.0122699386503067,0,0,0,0,0.0184049079754601,0.0122699386503067,0,0,0.00613496932515337,0.00613496932515337,0.00613496932515337,0,0,0,0,0,0.00613496932515337,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0.0122699386503067,0,0,0.0122699386503067,0.00613496932515337,0,0,0,0,0,163,106,162,3.15278510560653,0,0.0184049079754601,163,0,1,1,0,0
"2015-06-01","Ethiopia",0,1,14,0,7,0,0,4,1,1,0,1,1,1,2,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00680272108843537,0.0952380952380952,0,0.0476190476190476,0,0,0.0272108843537415,0.00680272108843537,0.00680272108843537,0,0.00680272108843537,0.00680272108843537,0.00680272108843537,0.0136054421768707,0,0,0,0.0204081632653061,0.00680272108843537,0,0,0,0,0,0,0,0.00680272108843537,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,1,0,0.0136054421768707,0,0,0.00680272108843537,0.00680272108843537,0,0.00680272108843537,0.00680272108843537,0,0.00680272108843537,147,104,146,3.28134079904741,0,0.0136054421768707,147,0,1,1,0,0
"2015-07-01","Ethiopia",1,0,4,0,18,0,0,1,13,1,0,1,2,2,3,0,0,6,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00346020761245675,0,0.013840830449827,0,0.0622837370242214,0,0,0.00346020761245675,0.0449826989619377,0.00346020761245675,0,0.00346020761245675,0.0069204152249135,0.0069204152249135,0.0103806228373702,0,0,0.0207612456747405,0.013840830449827,0.00346020761245675,0,0,0,0,0,0,0,0.00346020761245675,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0.0173010380622837,0,0,0,0.0069204152249135,0,0,0,0,0,289,227,288,4.97436831912708,0,0.0069204152249135,289,0,1,1,0,0
"2015-08-01","Ethiopia",2,0,1,0,37,0,0,5,4,3,0,1,2,0,2,0,0,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109289617486339,0,0.00546448087431694,0,0.202185792349727,0,0,0.0273224043715847,0.0218579234972678,0.0163934426229508,0,0.00546448087431694,0.0109289617486339,0,0.0109289617486339,0,0,0.00546448087431694,0.0163934426229508,0.0382513661202186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0163934426229508,0,0,0,0,0,0,0,0,0,183,113,183,4.66619805401157,0,0,183,0,1,0,0,0
"2015-09-01","Ethiopia",2,0,0,0,3,1,0,5,3,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224719101123595,0,0,0,0.0337078651685393,0.0112359550561798,0,0.0561797752808989,0.0337078651685393,0,0,0,0.0112359550561798,0.0224719101123595,0,0,0,0.0112359550561798,0,0.0224719101123595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0.0112359550561798,0.0112359550561798,0,0,0,0,0,0.0112359550561798,0,0,0.0112359550561798,89,66,89,4.93771696766943,0,0,89,0,1,1,1,0
"2015-10-01","Ethiopia",1,1,0,0,2,0,0,10,4,1,0,7,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763358778625954,0.00763358778625954,0,0,0.0152671755725191,0,0,0.0763358778625954,0.0305343511450382,0.00763358778625954,0,0.0534351145038168,0,0,0.00763358778625954,0,0,0.00763358778625954,0,0.0152671755725191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,0,0,0,0.00763358778625954,0.00763358778625954,0.0229007633587786,0,0.0152671755725191,0.00763358778625954,0,0,0,0,0,131,96,131,5.57007627682955,0,0,131,0,1,1,0,0
"2015-11-01","Ethiopia",0,1,1,0,4,0,0,10,1,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078740157480315,0.0078740157480315,0,0.031496062992126,0,0,0.078740157480315,0.0078740157480315,0.031496062992126,0,0,0,0.0078740157480315,0.0078740157480315,0,0,0,0.0078740157480315,0.0078740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0.0078740157480315,0,0.0078740157480315,0,0.0078740157480315,0,0,0,0,0.0078740157480315,0,127,98,127,2.36649244788369,0,0,127,0,1,0,1,0
"2015-12-01","Ethiopia",3,0,0,0,3,0,0,11,5,1,0,6,3,2,7,0,0,2,12,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0193548387096774,0,0,0,0.0193548387096774,0,0,0.0709677419354839,0.032258064516129,0.00645161290322581,0,0.0387096774193548,0.0193548387096774,0.0129032258064516,0.0451612903225806,0,0,0.0129032258064516,0.0774193548387097,0.0258064516129032,0,0,0,0,0,0,0,0,0.00645161290322581,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0.00645161290322581,0.0258064516129032,0,0,0.00645161290322581,0,0,0,0,0,0,155,92,154,7.95939242135663,0.00645161290322581,0.00645161290322581,155,0,1,1,0,0
"2016-01-01","Ethiopia",2,0,2,0,10,1,0,18,2,2,0,5,1,2,5,3,1,1,6,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.00615384615384615,0,0.00615384615384615,0,0.0307692307692308,0.00307692307692308,0,0.0553846153846154,0.00615384615384615,0.00615384615384615,0,0.0153846153846154,0.00307692307692308,0.00615384615384615,0.0153846153846154,0.00923076923076923,0.00307692307692308,0.00307692307692308,0.0184615384615385,0.00923076923076923,0,0,0,0,0,0,0,0.00615384615384615,0.00307692307692308,0,0,0,0,0,0,8,1,0,1,2,0,1,0,1,0,0,0.0246153846153846,0.00307692307692308,0,0.00307692307692308,0.00615384615384615,0,0.00307692307692308,0,0.00307692307692308,0,325,248,322,4.42330151630574,0,0.0215384615384615,325,0,1,1,0,0
"2016-02-01","Ethiopia",1,1,1,0,6,0,0,12,3,1,0,1,0,1,5,0,0,3,8,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.00373134328358209,0.00373134328358209,0.00373134328358209,0,0.0223880597014925,0,0,0.0447761194029851,0.0111940298507463,0.00373134328358209,0,0.00373134328358209,0,0.00373134328358209,0.0186567164179104,0,0,0.0111940298507463,0.0298507462686567,0.0111940298507463,0,0,0,0.00373134328358209,0,0,0,0.00746268656716418,0.00373134328358209,0,0,0,0,0,1,7,0,0,1,4,0,0,0,0,0,0.00373134328358209,0.0261194029850746,0,0,0.00373134328358209,0.0149253731343284,0,0,0,0,0,268,209,264,4.08916573734698,0,0.0298507462686567,268,0,1,1,1,0
"2016-03-01","Ethiopia",0,2,2,0,6,0,0,13,3,0,0,1,3,0,8,2,0,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.00892857142857143,0.00892857142857143,0,0.0267857142857143,0,0,0.0580357142857143,0.0133928571428571,0,0,0.00446428571428571,0.0133928571428571,0,0.0357142857142857,0.00892857142857143,0,0.0133928571428571,0.00446428571428571,0.00892857142857143,0,0,0,0,0,0,0,0.00446428571428571,0,0,0.00446428571428571,0,0,0.00446428571428571,1,2,1,0,5,0,1,0,0,1,1,0.00446428571428571,0.00892857142857143,0.00446428571428571,0,0.0223214285714286,0,0.00446428571428571,0,0,0.00446428571428571,0.00446428571428571,224,169,221,4.74845718222761,0,0.0267857142857143,224,0,1,1,1,0
"2016-04-01","Ethiopia",2,1,2,1,6,0,0,17,6,3,0,3,3,2,1,3,0,2,21,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.00778210116731518,0.00389105058365759,0.00778210116731518,0.00389105058365759,0.0233463035019455,0,0,0.066147859922179,0.0233463035019455,0.0116731517509728,0,0.0116731517509728,0.0116731517509728,0.00778210116731518,0.00389105058365759,0.0116731517509728,0,0.00778210116731518,0.0817120622568093,0.0155642023346304,0,0,0,0,0,0,0,0.0116731517509728,0,0,0,0,0,0,1,4,1,0,3,5,1,0,0,0,1,0.00389105058365759,0.0155642023346304,0.00389105058365759,0,0.0116731517509728,0.0194552529182879,0.00389105058365759,0,0,0,0.00389105058365759,257,167,254,5.80521693269574,0,0.0155642023346304,257,0,1,1,1,0
"2016-05-01","Ethiopia",0,0,0,1,2,0,1,6,4,3,0,0,1,3,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00609756097560976,0.0121951219512195,0,0.00609756097560976,0.0365853658536585,0.024390243902439,0.0182926829268293,0,0,0.00609756097560976,0.0182926829268293,0.0182926829268293,0,0,0,0,0.0182926829268293,0,0,0,0,0,0,0,0.0121951219512195,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,1,0,0,0,0.00609756097560976,0,0.024390243902439,0.00609756097560976,0,0,0,0.00609756097560976,0,164,133,162,2.868161549584,0,0.0182926829268293,164,0,1,0,1,0
"2016-06-01","Ethiopia",2,1,7,0,8,0,0,6,10,4,0,2,1,0,2,0,0,3,10,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.00796812749003984,0.00398406374501992,0.0278884462151394,0,0.0318725099601594,0,0,0.0239043824701195,0.0398406374501992,0.0159362549800797,0,0.00796812749003984,0.00398406374501992,0,0.00796812749003984,0,0,0.0119521912350598,0.0398406374501992,0.047808764940239,0,0,0,0,0,0,0.00398406374501992,0,0.00398406374501992,0,0,0,0,0,3,5,1,0,4,3,0,0,0,1,0,0.0119521912350598,0.0199203187250996,0.00398406374501992,0,0.0159362549800797,0.0119521912350598,0,0,0,0.00398406374501992,0,251,168,249,5.79711101322707,0.00398406374501992,0.00796812749003984,251,0,1,0,1,0
"2016-07-01","Ethiopia",1,6,0,0,4,0,0,5,2,1,0,3,2,0,6,1,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.00440528634361234,0.026431718061674,0,0,0.0176211453744493,0,0,0.0220264317180617,0.00881057268722467,0.00440528634361234,0,0.013215859030837,0.00881057268722467,0,0.026431718061674,0.00440528634361234,0,0,0.0352422907488987,0,0,0,0,0,0,0,0,0.00881057268722467,0,0,0,0.00440528634361234,0,0,1,7,0,0,1,3,0,0,1,0,1,0.00440528634361234,0.0308370044052863,0,0,0.00440528634361234,0.013215859030837,0,0,0.00440528634361234,0,0.00440528634361234,227,176,224,4.57835209340648,0.013215859030837,0.026431718061674,227,0,1,0,1,0
"2016-08-01","Ethiopia",1,1,3,0,13,1,0,5,8,2,4,11,3,1,27,2,0,1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268817204301075,0.00268817204301075,0.00806451612903226,0,0.0349462365591398,0.00268817204301075,0,0.0134408602150538,0.021505376344086,0.00537634408602151,0.010752688172043,0.0295698924731183,0.00806451612903226,0.00268817204301075,0.0725806451612903,0.00537634408602151,0,0.00268817204301075,0.0698924731182796,0.0161290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0.010752688172043,0,0,0.00268817204301075,0.00268817204301075,0,0,0,0,0,372,254,372,6.65611305503744,0.00268817204301075,0.00537634408602151,372,0,1,1,1,0
"2016-09-01","Ethiopia",1,0,1,1,11,0,1,5,3,3,0,1,0,2,15,2,0,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00364963503649635,0,0.00364963503649635,0.00364963503649635,0.0401459854014599,0,0.00364963503649635,0.0182481751824818,0.0109489051094891,0.0109489051094891,0,0.00364963503649635,0,0.0072992700729927,0.0547445255474453,0.0072992700729927,0,0.00364963503649635,0.0109489051094891,0.0145985401459854,0,0,0,0,0,0,0,0.00364963503649635,0,0,0,0,0,0,0,8,0,0,0,2,2,0,0,0,0,0,0.0291970802919708,0,0,0,0.0072992700729927,0.0072992700729927,0,0,0,0,274,209,273,3.83945670342903,0,0.0109489051094891,274,0,1,1,1,0
"2016-10-01","Ethiopia",8,9,1,1,6,1,0,9,6,10,35,6,0,1,18,0,1,3,26,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0185614849187935,0.0208816705336427,0.00232018561484919,0.00232018561484919,0.0139211136890951,0.00232018561484919,0,0.0208816705336427,0.0139211136890951,0.0232018561484919,0.0812064965197216,0.0139211136890951,0,0.00232018561484919,0.0417633410672854,0,0.00232018561484919,0.00696055684454756,0.0603248259860789,0.0324825986078886,0,0,0,0,0,0,0,0.00696055684454756,0,0,0,0,0,0,1,11,2,0,1,2,1,0,0,2,1,0.00232018561484919,0.0255220417633411,0.00464037122969838,0,0.00232018561484919,0.00464037122969838,0.00232018561484919,0,0,0.00464037122969838,0.00232018561484919,431,257,428,7.99281178958978,0,0.00696055684454756,431,0,1,1,1,0
"2016-11-01","Ethiopia",8,3,3,0,6,0,1,4,10,4,2,3,4,1,3,6,0,0,1,3,0,0,0,0,0,0,0,2,1,1,1,0,0,2,0.0291970802919708,0.0109489051094891,0.0109489051094891,0,0.0218978102189781,0,0.00364963503649635,0.0145985401459854,0.0364963503649635,0.0145985401459854,0.0072992700729927,0.0109489051094891,0.0145985401459854,0.00364963503649635,0.0109489051094891,0.0218978102189781,0,0,0.00364963503649635,0.0109489051094891,0,0,0,0,0,0,0,0.0072992700729927,0.00364963503649635,0.00364963503649635,0.00364963503649635,0,0,0.0072992700729927,2,5,0,0,2,1,0,0,0,1,0,0.0072992700729927,0.0182481751824818,0,0,0.0072992700729927,0.00364963503649635,0,0,0,0.00364963503649635,0,274,206,267,5.79686377844567,0.0109489051094891,0.0255474452554745,274,0,1,1,1,0
"2016-12-01","Ethiopia",12,3,4,0,9,0,0,7,8,0,2,2,4,1,4,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.038961038961039,0.00974025974025974,0.012987012987013,0,0.0292207792207792,0,0,0.0227272727272727,0.025974025974026,0,0.00649350649350649,0.00649350649350649,0.012987012987013,0.00324675324675325,0.012987012987013,0.00324675324675325,0,0.00974025974025974,0,0,0,0,0,0,0,0,0,0.00974025974025974,0,0,0,0,0,0,0,8,0,0,2,5,2,0,0,0,0,0,0.025974025974026,0,0,0.00649350649350649,0.0162337662337662,0.00649350649350649,0,0,0,0,308,235,305,5.65930753499976,0.00324675324675325,0.0292207792207792,308,0,1,1,1,0
"2017-01-01","Ethiopia",4,1,6,0,12,2,0,6,8,5,1,2,4,1,4,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0123076923076923,0.00307692307692308,0.0184615384615385,0,0.0369230769230769,0.00615384615384615,0,0.0184615384615385,0.0246153846153846,0.0153846153846154,0.00307692307692308,0.00615384615384615,0.0123076923076923,0.00307692307692308,0.0123076923076923,0.00615384615384615,0,0.00307692307692308,0.00307692307692308,0.00307692307692308,0,0,0,0,0,0,0,0.00307692307692308,0,0,0,0,0,0,1,3,2,1,4,3,1,0,0,0,0,0.00307692307692308,0.00923076923076923,0.00615384615384615,0.00307692307692308,0.0123076923076923,0.00923076923076923,0.00307692307692308,0,0,0,0,325,255,324,4.22819150585781,0,0.0215384615384615,325,0,1,1,1,0
"2017-02-01","Ethiopia",2,1,1,0,6,1,0,6,8,7,1,1,3,3,0,2,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.00732600732600733,0.00366300366300366,0.00366300366300366,0,0.021978021978022,0.00366300366300366,0,0.021978021978022,0.0293040293040293,0.0256410256410256,0.00366300366300366,0.00366300366300366,0.010989010989011,0.010989010989011,0,0.00732600732600733,0,0.00366300366300366,0.00732600732600733,0.010989010989011,0,0,0,0,0,0,0,0,0.00366300366300366,0,0,0,0,0.0146520146520147,0,1,0,0,1,3,1,0,2,0,0,0,0.00366300366300366,0,0,0.00366300366300366,0.010989010989011,0.00366300366300366,0,0.00732600732600733,0,0,273,219,268,3.9838420297329,0.0146520146520147,0.021978021978022,273,0,1,1,1,0
"2017-03-01","Ethiopia",1,0,3,2,11,3,1,55,10,2,10,0,5,2,1,1,0,0,6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0.0026525198938992,0,0.00795755968169761,0.00530503978779841,0.0291777188328912,0.00795755968169761,0.0026525198938992,0.145888594164456,0.026525198938992,0.00530503978779841,0.026525198938992,0,0.013262599469496,0.00530503978779841,0.0026525198938992,0.0026525198938992,0,0,0.0159151193633952,0.013262599469496,0,0,0,0,0,0,0,0.00795755968169761,0,0,0,0,0,0.00530503978779841,2,6,0,0,1,2,1,0,0,0,1,0.00530503978779841,0.0159151193633952,0,0,0.0026525198938992,0.00530503978779841,0.0026525198938992,0,0,0,0.0026525198938992,377,253,372,4.2544786905245,0.00530503978779841,0.026525198938992,377,0,1,1,1,0
"2017-04-01","Ethiopia",5,1,1,0,9,0,0,8,4,2,2,0,1,4,2,2,0,1,6,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0.0168350168350168,0.00336700336700337,0.00336700336700337,0,0.0303030303030303,0,0,0.0269360269360269,0.0134680134680135,0.00673400673400673,0.00673400673400673,0,0.00336700336700337,0.0134680134680135,0.00673400673400673,0.00673400673400673,0,0.00336700336700337,0.0202020202020202,0.0101010101010101,0,0.00336700336700337,0,0,0,0,0,0.00673400673400673,0,0,0,0,0,0,1,6,0,1,2,5,1,0,0,1,1,0.00336700336700337,0.0202020202020202,0,0.00336700336700337,0.00673400673400673,0.0168350168350168,0.00336700336700337,0,0,0.00336700336700337,0.00336700336700337,297,230,294,4.06880099050525,0.00673400673400673,0.0168350168350168,297,0,1,1,1,0
"2017-05-01","Ethiopia",10,5,6,0,4,0,0,5,16,1,1,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0294117647058824,0.0147058823529412,0.0176470588235294,0,0.0117647058823529,0,0,0.0147058823529412,0.0470588235294118,0.00294117647058824,0.00294117647058824,0,0.00294117647058824,0.00294117647058824,0,0.00588235294117647,0,0,0,0.00588235294117647,0,0,0,0,0,0,0,0.00294117647058824,0,0,0,0.00294117647058824,0,0,0,3,1,0,2,4,2,0,0,1,1,0,0.00882352941176471,0.00294117647058824,0,0.00588235294117647,0.0117647058823529,0.00588235294117647,0,0,0.00294117647058824,0.00294117647058824,340,274,338,4.91256128763854,0,0.0147058823529412,340,0,1,1,1,0
