"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","investment","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","investmentNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles"
"2012-11-01","Jamaica",3,0,11,1,9,0,0,50,14,10,6,6,6,1,1,6,0,2,2,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0.00234741784037559,0,0.00860719874804382,0.000782472613458529,0.00704225352112676,0,0,0.0391236306729265,0.0109546165884194,0.00782472613458529,0.00469483568075117,0.00469483568075117,0.00469483568075117,0.000782472613458529,0.000782472613458529,0.00469483568075117,0,0.00156494522691706,0.00156494522691706,0.00312989045383412,0,0,0,0,0,0.000782472613458529,0.000782472613458529,0,0,0,0.000782472613458529,0,0,29,14,8,0,77,30,3,4,1,30,9,0.0226917057902973,0.0109546165884194,0.00625978090766823,0,0.0602503912363067,0.0234741784037559,0.00234741784037559,0.00312989045383412,0.000782472613458529,0.0234741784037559,0.00704225352112676,1278,955,6,3.0336595408434,0,0.00312989045383412,1278
"2012-12-01","Jamaica",5,0,4,1,3,1,1,19,16,7,6,0,15,4,4,3,0,1,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0.00441696113074205,0,0.00353356890459364,0.00088339222614841,0.00265017667844523,0.00088339222614841,0.00088339222614841,0.0167844522968198,0.0141342756183746,0.00618374558303887,0.00530035335689046,0,0.0132508833922261,0.00353356890459364,0.00353356890459364,0.00265017667844523,0,0.00088339222614841,0.00353356890459364,0.00176678445229682,0,0,0,0,0,0.00088339222614841,0,0,0,0,0.00088339222614841,0,0,23,9,13,1,75,25,1,5,2,35,6,0.0203180212014134,0.00795053003533569,0.0114840989399293,0.00088339222614841,0.0662544169611307,0.0220848056537102,0.00088339222614841,0.00441696113074205,0.00176678445229682,0.0309187279151943,0.00530035335689046,1132,870,12,4.99611575840794,0,0.00176678445229682,1132
"2013-01-01","Jamaica",2,0,3,0,7,0,0,28,19,2,3,8,11,0,3,6,1,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016273393002441,0,0.00244100895036615,0,0.00569568755085435,0,0,0.0227827502034174,0.015459723352319,0.0016273393002441,0.00244100895036615,0.0065093572009764,0.00895036615134255,0,0.00244100895036615,0.0048820179007323,0.00081366965012205,0,0.0105777054515867,0.00081366965012205,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,16,0,69,19,3,6,0,39,9,0.0227827502034174,0.016273393002441,0.0130187144019528,0,0.0561432058584215,0.015459723352319,0.00244100895036615,0.0048820179007323,0,0.03173311635476,0.00732302685109845,1229,940,4,3.7040198122853,0,0,1229
"2013-02-01","Jamaica",0,0,4,0,14,0,0,24,15,15,0,1,7,1,2,4,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00338409475465313,0,0.011844331641286,0,0,0.0203045685279188,0.0126903553299492,0.0126903553299492,0,0.000846023688663283,0.00592216582064298,0.000846023688663283,0.00169204737732657,0.00338409475465313,0,0.000846023688663283,0.00253807106598985,0.00338409475465313,0,0,0,0,0,0,0.000846023688663283,0,0,0,0,0,0,36,18,18,0,82,22,5,5,1,20,11,0.0304568527918782,0.0152284263959391,0.0152284263959391,0,0.0693739424703892,0.0186125211505922,0.00423011844331641,0.00423011844331641,0.000846023688663283,0.0169204737732657,0.00930626057529611,1182,894,4,3.58368637831946,0,0.000846023688663283,1182
"2013-03-01","Jamaica",5,1,5,0,7,0,1,38,30,10,0,1,18,5,0,3,1,1,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0.00388500388500389,0.000777000777000777,0.00388500388500389,0,0.00543900543900544,0,0.000777000777000777,0.0295260295260295,0.0233100233100233,0.00777000777000777,0,0.000777000777000777,0.013986013986014,0.00388500388500389,0,0.00233100233100233,0.000777000777000777,0.000777000777000777,0.00233100233100233,0.00155400155400155,0,0,0.00155400155400155,0,0,0,0.000777000777000777,0,0,0,0,0,0,36,14,35,0,96,22,1,5,0,22,10,0.027972027972028,0.0108780108780109,0.0271950271950272,0,0.0745920745920746,0.0170940170940171,0.000777000777000777,0.00388500388500389,0,0.0170940170940171,0.00777000777000777,1287,969,10,5.98917613566671,0.00233100233100233,0,1287
"2013-04-01","Jamaica",5,0,1,0,11,1,0,24,23,5,1,4,19,3,12,9,1,0,4,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00358166189111748,0,0.000716332378223496,0,0.00787965616045845,0.000716332378223496,0,0.0171919770773639,0.0164756446991404,0.00358166189111748,0.000716332378223496,0.00286532951289398,0.0136103151862464,0.00214899713467049,0.00859598853868195,0.00644699140401146,0.000716332378223496,0,0.00286532951289398,0.00214899713467049,0,0,0,0,0,0.00143266475644699,0,0,0,0,0,0,0,24,24,33,0,93,22,1,4,1,25,7,0.0171919770773639,0.0171919770773639,0.0236389684813754,0,0.0666189111747851,0.0157593123209169,0.000716332378223496,0.00286532951289398,0.000716332378223496,0.0179083094555874,0.00501432664756447,1396,1087,5,5.90032058679957,0,0.00143266475644699,1396
"2013-05-01","Jamaica",3,0,4,0,11,2,0,29,24,6,0,1,9,3,8,2,1,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205020920502,0,0.00278940027894003,0,0.00767085076708508,0.00139470013947001,0,0.0202231520223152,0.0167364016736402,0.00418410041841004,0,0.000697350069735007,0.00627615062761506,0.00209205020920502,0.00557880055788006,0.00139470013947001,0.000697350069735007,0.000697350069735007,0.00697350069735007,0.00348675034867503,0,0,0,0,0,0,0,0,0,0,0,0,0,54,24,34,1,110,23,4,7,1,28,12,0.0376569037656904,0.0167364016736402,0.0237099023709902,0.000697350069735007,0.0767085076708508,0.0160390516039052,0.00278940027894003,0.00488145048814505,0.000697350069735007,0.0195258019525802,0.00836820083682008,1434,1061,8,4.91595310149005,0,0,1434
"2013-06-01","Jamaica",0,0,10,2,5,0,0,21,31,14,2,7,16,3,8,7,1,0,10,6,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.00749063670411985,0.00149812734082397,0.00374531835205993,0,0,0.0157303370786517,0.0232209737827715,0.0104868913857678,0.00149812734082397,0.0052434456928839,0.0119850187265918,0.00224719101123596,0.00599250936329588,0.0052434456928839,0.000749063670411985,0,0.00749063670411985,0.00449438202247191,0,0,0,0,0,0,0.00149812734082397,0,0,0,0.000749063670411985,0,0,36,22,17,1,76,36,5,2,2,22,16,0.0269662921348315,0.0164794007490637,0.0127340823970037,0.000749063670411985,0.0569288389513109,0.0269662921348315,0.00374531835205993,0.00149812734082397,0.00149812734082397,0.0164794007490637,0.0119850187265918,1335,991,35,6.22565783951336,0,0.00224719101123596,1335
"2013-07-01","Jamaica",3,2,6,0,8,1,1,38,25,16,7,4,11,5,10,7,0,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00220426157237326,0.0014695077149155,0.00440852314474651,0,0.00587803085966201,0.000734753857457752,0.000734753857457752,0.0279206465833946,0.0183688464364438,0.011756061719324,0.00514327700220426,0.00293901542983101,0.00808229243203527,0.00367376928728876,0.00734753857457752,0.00514327700220426,0,0.00293901542983101,0.00220426157237326,0.0014695077149155,0,0,0,0,0,0,0.000734753857457752,0,0,0,0,0,0,23,20,17,0,96,43,4,9,4,18,9,0.0168993387215283,0.014695077149155,0.0124908155767818,0,0.0705363703159442,0.0315944158706833,0.00293901542983101,0.00661278471711976,0.00293901542983101,0.0132255694342395,0.00661278471711976,1361,992,60,6.20682377170431,0,0.000734753857457752,1361
"2013-08-01","Jamaica",2,1,14,2,16,0,0,36,12,4,1,7,3,5,2,1,0,1,4,4,0,0,1,1,3,5,2,0,0,0,1,0,0,0.00153491941673062,0.000767459708365311,0.0107444359171144,0.00153491941673062,0.012279355333845,0,0,0.0276285495011512,0.00920951650038373,0.00306983883346124,0.000767459708365311,0.00537221795855718,0.00230237912509593,0.00383729854182655,0.00153491941673062,0.000767459708365311,0,0.000767459708365311,0.00306983883346124,0.00306983883346124,0,0,0.000767459708365311,0.000767459708365311,0.00230237912509593,0.00383729854182655,0.00153491941673062,0,0,0,0.000767459708365311,0,0,44,20,30,0,52,14,2,4,1,24,12,0.0337682271680737,0.0153491941673062,0.0230237912509593,0,0.0399079048349962,0.0107444359171144,0.00153491941673062,0.00306983883346124,0.000767459708365311,0.0184190330007675,0.00920951650038373,1303,1017,144,1.93375871971256,0.00383729854182655,0.0069071373752878,1303
"2013-09-01","Jamaica",5,1,15,0,4,2,0,28,12,14,0,1,11,2,16,5,0,2,2,5,0,0,0,1,0,1,1,0,0,0,0,0,0,0.00406173842404549,0.000812347684809098,0.0121852152721365,0,0.00324939073923639,0.0016246953696182,0,0.0227457351746548,0.00974817221770918,0.0113728675873274,0,0.000812347684809098,0.00893582453290008,0.0016246953696182,0.0129975629569456,0.00406173842404549,0,0.0016246953696182,0.0016246953696182,0.00406173842404549,0,0,0,0.000812347684809098,0,0.000812347684809098,0.000812347684809098,0,0,0,0,0,0,29,6,18,1,60,9,4,2,1,26,9,0.0235580828594639,0.00487408610885459,0.0146222583265638,0.000812347684809098,0.0487408610885459,0.00731112916328188,0.00324939073923639,0.0016246953696182,0.000812347684809098,0.0211210398050366,0.00731112916328188,1231,971,10,6.57200507749607,0.000812347684809098,0.0016246953696182,1231
"2013-10-01","Jamaica",3,1,16,1,5,0,2,22,27,15,2,4,6,0,6,4,1,3,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00205198358413133,0.000683994528043776,0.0109439124487004,0.000683994528043776,0.00341997264021888,0,0.00136798905608755,0.0150478796169631,0.0184678522571819,0.0102599179206566,0.00136798905608755,0.0027359781121751,0.00410396716826265,0,0.00410396716826265,0.0027359781121751,0.000683994528043776,0.00205198358413133,0.0027359781121751,0.0027359781121751,0,0,0,0,0,0,0.000683994528043776,0,0,0,0,0,0,36,23,31,0,98,23,1,7,1,36,12,0.0246238030095759,0.0157318741450068,0.021203830369357,0,0.06703146374829,0.0157318741450068,0.000683994528043776,0.00478796169630643,0.000683994528043776,0.0246238030095759,0.00820793433652531,1462,1106,8,5.49620457804714,0,0.000683994528043776,1462
"2013-11-01","Jamaica",1,3,33,4,15,0,2,9,25,15,1,2,5,2,9,20,0,2,4,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.000706214689265537,0.00211864406779661,0.0233050847457627,0.00282485875706215,0.0105932203389831,0,0.00141242937853107,0.00635593220338983,0.0176553672316384,0.0105932203389831,0.000706214689265537,0.00141242937853107,0.00353107344632768,0.00141242937853107,0.00635593220338983,0.0141242937853107,0,0.00141242937853107,0.00282485875706215,0.00353107344632768,0,0,0,0,0,0,0.00141242937853107,0,0,0,0,0,0,25,15,17,1,100,30,2,0,3,21,16,0.0176553672316384,0.0105932203389831,0.0120056497175141,0.000706214689265537,0.0706214689265537,0.0211864406779661,0.00141242937853107,0,0.00211864406779661,0.0148305084745763,0.0112994350282486,1416,1054,12,6.46946692198039,0.00141242937853107,0,1416
"2013-12-01","Jamaica",1,2,6,0,9,3,1,13,23,10,1,1,13,2,10,4,1,0,4,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0.000803212851405623,0.00160642570281125,0.00481927710843374,0,0.0072289156626506,0.00240963855421687,0.000803212851405623,0.0104417670682731,0.0184738955823293,0.00803212851405622,0.000803212851405623,0.000803212851405623,0.0104417670682731,0.00160642570281125,0.00803212851405622,0.00321285140562249,0.000803212851405623,0,0.00321285140562249,0.00240963855421687,0,0,0,0,0.00160642570281125,0,0,0,0,0,0,0,0,23,20,17,0,58,24,1,4,2,20,8,0.0184738955823293,0.0160642570281124,0.0136546184738956,0,0.0465863453815261,0.0192771084337349,0.000803212851405623,0.00321285140562249,0.00160642570281125,0.0160642570281124,0.00642570281124498,1245,991,8,6.70751664552912,0,0.00160642570281125,1245
"2014-01-01","Jamaica",2,2,7,2,5,0,0,28,18,10,3,1,9,2,12,6,0,0,3,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0.0015625,0.0015625,0.00546875,0.0015625,0.00390625,0,0,0.021875,0.0140625,0.0078125,0.00234375,0.00078125,0.00703125,0.0015625,0.009375,0.0046875,0,0,0.00234375,0.0015625,0,0,0,0,0,0.0015625,0.0015625,0,0,0,0,0,0,37,19,23,0,96,25,2,4,3,19,7,0.02890625,0.01484375,0.01796875,0,0.075,0.01953125,0.0015625,0.003125,0.00234375,0.01484375,0.00546875,1280,964,8,4.30256293828477,0.0015625,0.0015625,1280
"2014-02-01","Jamaica",2,1,2,0,12,2,0,16,24,16,4,4,15,2,7,2,0,0,2,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0.0016246953696182,0.000812347684809098,0.0016246953696182,0,0.00974817221770918,0.0016246953696182,0,0.0129975629569456,0.0194963444354184,0.0129975629569456,0.00324939073923639,0.00324939073923639,0.0121852152721365,0.0016246953696182,0.00568643379366369,0.0016246953696182,0,0,0.0016246953696182,0.000812347684809098,0,0,0.00406173842404549,0,0,0,0,0,0,0,0,0,0,25,22,22,0,96,27,7,4,2,28,15,0.0203086921202275,0.0178716490658002,0.0178716490658002,0,0.0779853777416734,0.0219333874898457,0.00568643379366369,0.00324939073923639,0.0016246953696182,0.0227457351746548,0.0121852152721365,1231,907,13,5.400154876564,0,0.00406173842404549,1231
"2014-03-01","Jamaica",2,1,6,0,6,0,1,25,38,10,1,3,17,1,7,7,0,1,1,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0.00147710487444609,0.000738552437223043,0.00443131462333826,0,0.00443131462333826,0,0.000738552437223043,0.0184638109305761,0.0280649926144756,0.00738552437223043,0.000738552437223043,0.00221565731166913,0.0125553914327917,0.000738552437223043,0.0051698670605613,0.0051698670605613,0,0.000738552437223043,0.000738552437223043,0.00147710487444609,0,0,0,0,0,0.00147710487444609,0.000738552437223043,0,0,0,0,0,0,27,18,30,1,105,23,3,2,3,19,12,0.0199409158050222,0.0132939438700148,0.0221565731166913,0.000738552437223043,0.0775480059084195,0.01698670605613,0.00221565731166913,0.00147710487444609,0.00221565731166913,0.0140324963072378,0.00886262924667651,1354,1030,12,6.17480020085872,0.000738552437223043,0.00221565731166913,1354
"2014-04-01","Jamaica",2,0,3,0,4,1,0,22,24,12,1,3,13,1,15,4,1,7,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00154798761609907,0,0.00232198142414861,0,0.00309597523219814,0.000773993808049536,0,0.0170278637770898,0.0185758513931889,0.00928792569659443,0.000773993808049536,0.00232198142414861,0.010061919504644,0.000773993808049536,0.011609907120743,0.00309597523219814,0.000773993808049536,0.00541795665634675,0.00232198142414861,0.00154798761609907,0,0,0,0,0,0,0,0,0,0,0.000773993808049536,0,0,19,26,11,0,76,29,0,2,4,17,11,0.0147058823529412,0.0201238390092879,0.00851393188854489,0,0.0588235294117647,0.0224458204334365,0,0.00154798761609907,0.00309597523219814,0.0131578947368421,0.00851393188854489,1292,1003,9,7.24127104715339,0,0.000773993808049536,1292
"2014-05-01","Jamaica",1,0,6,0,6,1,0,29,18,10,0,2,13,5,5,5,0,2,6,4,0,0,0,0,0,1,1,0,0,0,1,0,0,0.000715819613457409,0,0.00429491768074445,0,0.00429491768074445,0.000715819613457409,0,0.0207587687902649,0.0128847530422334,0.00715819613457409,0,0.00143163922691482,0.00930565497494631,0.00357909806728704,0.00357909806728704,0.00357909806728704,0,0.00143163922691482,0.00429491768074445,0.00286327845382963,0,0,0,0,0,0.000715819613457409,0.000715819613457409,0,0,0,0.000715819613457409,0,0,18,26,13,0,64,28,4,4,0,28,21,0.0128847530422334,0.0186113099498926,0.00930565497494631,0,0.0458124552612742,0.0200429491768074,0.00286327845382963,0.00286327845382963,0,0.0200429491768074,0.0150322118826056,1397,1104,8,4.23487922108905,0,0.00214745884037223,1397
"2014-06-01","Jamaica",2,0,9,1,5,3,1,17,20,10,1,2,13,2,21,4,0,1,6,6,0,1,0,0,2,2,2,0,0,0,0,0,0,0.00137741046831956,0,0.00619834710743802,0.00068870523415978,0.0034435261707989,0.00206611570247934,0.00068870523415978,0.0117079889807163,0.0137741046831956,0.0068870523415978,0.00068870523415978,0.00137741046831956,0.00895316804407714,0.00137741046831956,0.0144628099173554,0.00275482093663912,0,0.00068870523415978,0.00413223140495868,0.00413223140495868,0,0.00068870523415978,0,0,0.00137741046831956,0.00137741046831956,0.00137741046831956,0,0,0,0,0,0,32,28,20,1,62,44,0,1,1,18,6,0.0220385674931129,0.0192837465564738,0.0137741046831956,0.00068870523415978,0.0426997245179063,0.0303030303030303,0,0.00068870523415978,0.00068870523415978,0.012396694214876,0.00413223140495868,1452,1149,11,6.32771146014861,0.00137741046831956,0.0034435261707989,1452
