"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","rs.n1info.com","insajder.net"
2012-11-01,"Serbia",7,4,10,0,23,1,0,6,45,5,1,1,18,3,11,5,1,4,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00467601870407482,0.00267201068804275,0.00668002672010688,0,0.0153640614562458,0.000668002672010688,0,0.00400801603206413,0.030060120240481,0.00334001336005344,0.000668002672010688,0.000668002672010688,0.0120240480961924,0.00200400801603206,0.00734802939211757,0.00334001336005344,0.000668002672010688,0.00267201068804275,0.000668002672010688,0.00601202404809619,0,0,0,0.000668002672010688,0,0,0,0,0,0,0,0,0,0.000668002672010688,0,0,0,0,0,0,0,9,11,10,0,21,12,3,2,2,2,7,0.00601202404809619,0.00734802939211757,0.00668002672010688,0,0.0140280561122244,0.00801603206412826,0.00200400801603206,0.00133600534402138,0.00133600534402138,0.00133600534402138,0.00467601870407482,1497,1286,1495,11.0210252766618,0.00267201068804275,0.000668002672010688,1497,0,1
2012-12-01,"Serbia",13,1,15,4,16,1,2,12,17,13,3,0,14,4,15,8,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0100541376643465,0.000773395204949729,0.0116009280742459,0.00309358081979892,0.0123743232791957,0.000773395204949729,0.00154679040989946,0.00928074245939675,0.0131477184841454,0.0100541376643465,0.00232018561484919,0,0.0108275328692962,0.00309358081979892,0.0116009280742459,0.00618716163959783,0,0.00232018561484919,0,0.00154679040989946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773395204949729,0,0,0,0,0,0,0,11,6,7,0,19,13,0,0,1,1,8,0.00850734725444702,0.00464037122969838,0.00541376643464811,0,0.0146945088940449,0.0100541376643465,0,0,0.000773395204949729,0.000773395204949729,0.00618716163959783,1293,1104,1292,10.1661898253812,0.00464037122969838,0,1293,0,1
2013-01-01,"Serbia",2,3,17,1,18,1,1,3,26,8,1,0,9,4,21,8,4,3,1,8,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0015220700152207,0.00228310502283105,0.012937595129376,0.00076103500761035,0.0136986301369863,0.00076103500761035,0.00076103500761035,0.00228310502283105,0.0197869101978691,0.0060882800608828,0.00076103500761035,0,0.00684931506849315,0.0030441400304414,0.0159817351598174,0.0060882800608828,0.0030441400304414,0.00228310502283105,0.00076103500761035,0.0060882800608828,0,0,0,0,0,0,0,0.0030441400304414,0,0.00076103500761035,0,0,0,0,0,0,0,0,0,0,0,10,11,5,0,21,7,0,4,0,3,16,0.0076103500761035,0.00837138508371385,0.00380517503805175,0,0.0159817351598174,0.00532724505327245,0,0.0030441400304414,0,0.00228310502283105,0.0121765601217656,1314,1109,1309,11.3702184645028,0.0045662100456621,0,1314,0,0
2013-02-01,"Serbia",4,0,24,1,17,7,3,19,29,9,2,1,11,4,9,6,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00342465753424658,0,0.0205479452054795,0.000856164383561644,0.0145547945205479,0.00599315068493151,0.00256849315068493,0.0162671232876712,0.0248287671232877,0.00770547945205479,0.00171232876712329,0.000856164383561644,0.00941780821917808,0.00342465753424658,0.00770547945205479,0.00513698630136986,0,0.000856164383561644,0,0.00256849315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000856164383561644,15,8,2,0,14,5,1,0,0,3,4,0.0128424657534247,0.00684931506849315,0.00171232876712329,0,0.011986301369863,0.00428082191780822,0.000856164383561644,0,0,0.00256849315068493,0.00342465753424658,1168,982,1167,10.7078264943463,0.00171232876712329,0,1168,0,0
2013-03-01,"Serbia",9,0,21,1,29,1,1,9,24,8,0,1,11,1,10,11,0,3,3,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00649350649350649,0,0.0151515151515152,0.000721500721500722,0.0209235209235209,0.000721500721500722,0.000721500721500722,0.00649350649350649,0.0173160173160173,0.00577200577200577,0,0.000721500721500722,0.00793650793650794,0.000721500721500722,0.00721500721500722,0.00793650793650794,0,0.00216450216450216,0.00216450216450216,0.00288600288600289,0,0,0,0,0,0,0,0.000721500721500722,0,0.00144300144300144,0,0,0,0,0,0,0,0,0,0,0,9,9,6,0,16,4,1,0,1,2,7,0.00649350649350649,0.00649350649350649,0.00432900432900433,0,0.0115440115440115,0.00288600288600289,0.000721500721500722,0,0.000721500721500722,0.00144300144300144,0.00505050505050505,1386,1197,1383,9.15245006882293,0.00144300144300144,0.00144300144300144,1386,0,0
2013-04-01,"Serbia",4,0,24,1,62,0,0,8,19,7,1,2,6,6,16,8,1,4,10,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00257234726688103,0,0.0154340836012862,0.000643086816720257,0.0398713826366559,0,0,0.00514469453376206,0.0122186495176849,0.0045016077170418,0.000643086816720257,0.00128617363344051,0.00385852090032154,0.00385852090032154,0.0102893890675241,0.00514469453376206,0.000643086816720257,0.00257234726688103,0.00643086816720257,0.0045016077170418,0,0,0,0,0,0,0,0.00128617363344051,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,2,0,23,11,1,0,1,15,5,0.0115755627009646,0.00578778135048231,0.00128617363344051,0,0.0147909967845659,0.00707395498392283,0.000643086816720257,0,0.000643086816720257,0.00964630225080386,0.00321543408360129,1555,1291,1553,9.29332384381281,0.00257234726688103,0,1555,0,0
2013-05-01,"Serbia",10,1,20,3,10,1,0,14,23,7,0,2,9,3,12,7,0,5,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00707714083510262,0.000707714083510262,0.0141542816702052,0.00212314225053079,0.00707714083510262,0.000707714083510262,0,0.00990799716914367,0.016277423920736,0.00495399858457183,0,0.00141542816702052,0.00636942675159236,0.00212314225053079,0.00849256900212314,0.00495399858457183,0,0.00353857041755131,0.000707714083510262,0.00353857041755131,0.000707714083510262,0,0,0,0,0.000707714083510262,0,0,0,0,0,0,0,0.00141542816702052,0,0,0,0,0,0,0,9,8,3,0,15,11,2,0,1,1,12,0.00636942675159236,0.0056617126680821,0.00212314225053079,0,0.0106157112526539,0.00778485491861288,0.00141542816702052,0,0.000707714083510262,0.000707714083510262,0.00849256900212314,1413,1227,1409,9.43330276566851,0.00353857041755131,0,1413,0,0
2013-06-01,"Serbia",9,1,8,2,23,0,1,13,22,8,0,0,15,2,12,8,0,2,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.00658857979502196,0.000732064421669107,0.00585651537335286,0.00146412884333821,0.0168374816983895,0,0.000732064421669107,0.00951683748169839,0.0161054172767204,0.00585651537335286,0,0,0.0109809663250366,0.00146412884333821,0.00878477306002928,0.00585651537335286,0,0.00146412884333821,0,0.00366032210834553,0,0,0,0,0,0,0.000732064421669107,0,0,0.000732064421669107,0,0,0,0.000732064421669107,0,0,0,0,0,0.000732064421669107,0,15,8,5,1,20,10,3,3,2,4,13,0.0109809663250366,0.00585651537335286,0.00366032210834553,0.000732064421669107,0.0146412884333821,0.00732064421669107,0.00219619326500732,0.00219619326500732,0.00146412884333821,0.00292825768667643,0.00951683748169839,1366,1167,1362,9.23941244715037,0.00292825768667643,0,1366,0,0
2013-07-01,"Serbia",8,0,12,0,15,5,0,10,23,8,0,1,10,6,12,16,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0.00833333333333333,0,0.0104166666666667,0.00347222222222222,0,0.00694444444444444,0.0159722222222222,0.00555555555555556,0,0.000694444444444444,0.00694444444444444,0.00416666666666667,0.00833333333333333,0.0111111111111111,0,0,0,0.00277777777777778,0,0,0,0,0.000694444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,0,11,4,7,1,1,4,9,0.0131944444444444,0.00972222222222222,0.00347222222222222,0,0.00763888888888889,0.00277777777777778,0.00486111111111111,0.000694444444444444,0.000694444444444444,0.00277777777777778,0.00625,1440,1246,1439,9.22492295280795,0.00138888888888889,0,1440,0,0
2013-08-01,"Serbia",5,0,15,1,11,1,0,20,15,4,1,1,10,2,11,6,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00394944707740916,0,0.0118483412322275,0.000789889415481833,0.00868878357030016,0.000789889415481833,0,0.0157977883096366,0.0118483412322275,0.00315955766192733,0.000789889415481833,0.000789889415481833,0.00789889415481832,0.00157977883096367,0.00868878357030016,0.004739336492891,0,0.000789889415481833,0.000789889415481833,0.00315955766192733,0,0,0,0,0,0,0,0,0,0.000789889415481833,0,0,0,0,0,0,0,0,0,0,0,7,10,2,0,13,8,2,0,2,2,8,0.00552922590837283,0.00789889415481832,0.00157977883096367,0,0.0102685624012638,0.00631911532385466,0.00157977883096367,0,0.00157977883096367,0.00157977883096367,0.00631911532385466,1266,1114,1265,8.20230864214058,0.00157977883096367,0,1266,0,0
2013-09-01,"Serbia",7,1,15,2,12,4,0,4,18,13,1,2,16,6,14,9,0,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0.00547302580140735,0.000781860828772478,0.0117279124315872,0.00156372165754496,0.00938232994526974,0.00312744331508991,0,0.00312744331508991,0.0140734949179046,0.0101641907740422,0.000781860828772478,0.00156372165754496,0.0125097732603597,0.00469116497263487,0.0109460516028147,0.00703674745895231,0,0.00234558248631744,0.00312744331508991,0.000781860828772478,0,0,0,0,0,0,0,0,0,0.00156372165754496,0,0,0,0.00156372165754496,0,0,0,0,0,0,0,9,13,3,0,4,5,0,0,1,5,2,0.00703674745895231,0.0101641907740422,0.00234558248631744,0,0.00312744331508991,0.00390930414386239,0,0,0.000781860828772478,0.00390930414386239,0.00156372165754496,1279,1120,1275,10.4919714963178,0.00234558248631744,0.00156372165754496,1279,0,1
2013-10-01,"Serbia",3,1,20,4,17,0,1,4,23,9,1,2,14,4,6,8,0,8,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0.0021291696238467,0.0007097232079489,0.014194464158978,0.0028388928317956,0.0120652945351313,0,0.0007097232079489,0.0028388928317956,0.0163236337828247,0.0063875088715401,0.0007097232079489,0.0014194464158978,0.0099361249112846,0.0028388928317956,0.0042583392476934,0.0056777856635912,0,0.0056777856635912,0.0007097232079489,0.0042583392476934,0,0,0,0,0,0,0,0.0007097232079489,0,0,0,0,0,0.0014194464158978,0,0,0,0.0007097232079489,0,0,0,6,8,7,0,16,10,0,0,1,3,18,0.0042583392476934,0.0056777856635912,0.0049680624556423,0,0.0113555713271824,0.007097232079489,0,0,0.0007097232079489,0.0021291696238467,0.0127750177430802,1409,1223,1405,9.74004895905978,0.0049680624556423,0.0028388928317956,1409,0,1
2013-11-01,"Serbia",6,0,33,11,14,0,0,11,27,13,1,0,8,7,11,6,1,4,2,15,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0.00448430493273543,0,0.0246636771300448,0.00822122571001495,0.0104633781763827,0,0,0.00822122571001495,0.0201793721973094,0.00971599402092676,0.000747384155455904,0,0.00597907324364723,0.00523168908819133,0.00822122571001495,0.00448430493273543,0.000747384155455904,0.00298953662182362,0.00149476831091181,0.0112107623318386,0.000747384155455904,0,0,0,0,0,0,0,0.000747384155455904,0.00149476831091181,0,0,0,0.000747384155455904,0,0,0,0,0,0,0,10,5,7,0,17,7,1,0,2,6,16,0.00747384155455904,0.00373692077727952,0.00523168908819133,0,0.0127055306427504,0.00523168908819133,0.000747384155455904,0,0.00149476831091181,0.00448430493273543,0.0119581464872945,1338,1112,1333,10.4835458521421,0.00523168908819133,0.000747384155455904,1338,0,0
2013-12-01,"Serbia",2,1,24,4,24,2,0,3,12,14,0,0,10,4,6,12,2,1,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00150262960180316,0.000751314800901578,0.0180315552216379,0.00300525920360631,0.0180315552216379,0.00150262960180316,0,0.00225394440270473,0.00901577761081893,0.0105184072126221,0,0,0.00751314800901578,0.00300525920360631,0.00450788880540947,0.00901577761081893,0.00150262960180316,0.000751314800901578,0.000751314800901578,0.0067618332081142,0,0,0,0,0,0,0,0.000751314800901578,0,0,0,0,0,0.000751314800901578,0,0,0,0,0,0,0,6,14,3,0,13,9,5,3,0,5,10,0.00450788880540947,0.0105184072126221,0.00225394440270473,0,0.00976709241172051,0.0067618332081142,0.00375657400450789,0.00225394440270473,0,0.00375657400450789,0.00751314800901578,1331,1142,1329,9.51108114214166,0.00225394440270473,0,1331,0,1
2014-01-01,"Serbia",10,1,52,4,11,3,0,9,29,15,0,3,5,1,16,8,0,2,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773395204949729,0.000773395204949729,0.0402165506573859,0.00309358081979892,0.00850734725444702,0.00232018561484919,0,0.00696055684454756,0.0224284609435422,0.0116009280742459,0,0.00232018561484919,0.00386697602474865,0.000773395204949729,0.0123743232791957,0.00618716163959783,0,0.00154679040989946,0.000773395204949729,0.00618716163959783,0,0,0,0,0.000773395204949729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,9,10,3,0,2,7,15,0.00928074245939675,0.000773395204949729,0,0,0.00696055684454756,0.00773395204949729,0.00232018561484919,0,0.00154679040989946,0.00541376643464811,0.0116009280742459,1293,1061,1292,9.93985996359989,0.000773395204949729,0.000773395204949729,1293,0,0
2014-02-01,"Serbia",8,1,44,0,6,1,0,5,17,7,1,0,8,4,26,2,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072926162260711,0.000911577028258888,0.0401093892433911,0,0.00546946216955333,0.000911577028258888,0,0.00455788514129444,0.0154968094804011,0.00638103919781222,0.000911577028258888,0,0.0072926162260711,0.00364630811303555,0.0237010027347311,0.00182315405651778,0,0.000911577028258888,0.00182315405651778,0.00364630811303555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,2,0,15,6,1,0,0,3,5,0.00820419325432999,0.00546946216955333,0.00182315405651778,0,0.0136736554238833,0.00546946216955333,0.000911577028258888,0,0,0.00273473108477666,0.00455788514129444,1097,922,1097,9.66478962932149,0,0,1097,0,0
2014-03-01,"Serbia",3,1,84,2,9,0,0,9,19,8,0,4,10,1,14,7,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.00221238938053097,0.000737463126843658,0.0619469026548673,0.00147492625368732,0.00663716814159292,0,0,0.00663716814159292,0.0140117994100295,0.00589970501474926,0,0.00294985250737463,0.00737463126843658,0.000737463126843658,0.0103244837758112,0.0051622418879056,0.000737463126843658,0.00147492625368732,0.000737463126843658,0.00368731563421829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000737463126843658,0,0.000737463126843658,0,0,0,0.000737463126843658,0,16,10,11,0,24,10,2,1,2,2,5,0.0117994100294985,0.00737463126843658,0.00811209439528024,0,0.0176991150442478,0.00737463126843658,0.00147492625368732,0.000737463126843658,0.00147492625368732,0.00147492625368732,0.00368731563421829,1356,1107,1353,8.75505199278008,0.00368731563421829,0.000737463126843658,1356,0,0
2014-04-01,"Serbia",3,3,10,0,11,0,2,21,23,9,2,2,12,1,10,3,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.00255754475703325,0.00255754475703325,0.00852514919011083,0,0.00937766410912191,0,0.00170502983802217,0.0179028132992327,0.0196078431372549,0.00767263427109974,0.00170502983802217,0.00170502983802217,0.010230179028133,0.000852514919011083,0.00852514919011083,0.00255754475703325,0,0.00170502983802217,0,0.00255754475703325,0,0,0,0,0.000852514919011083,0,0,0,0,0,0,0,0,0,0,0.000852514919011083,0,0,0,0.000852514919011083,0,11,6,6,2,12,10,6,0,1,3,8,0.00937766410912191,0.0051150895140665,0.0051150895140665,0.00170502983802217,0.010230179028133,0.00852514919011083,0.0051150895140665,0,0.000852514919011083,0.00255754475703325,0.00682011935208866,1173,1010,1170,9.64748330310997,0.00255754475703325,0,1173,0,0
2014-05-01,"Serbia",6,4,12,4,12,0,0,128,12,9,2,3,8,13,7,2,0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0043731778425656,0.00291545189504373,0.0087463556851312,0.00291545189504373,0.0087463556851312,0,0,0.0932944606413994,0.0087463556851312,0.0065597667638484,0.00145772594752187,0.0021865889212828,0.00583090379008746,0.00947521865889213,0.00510204081632653,0.00145772594752187,0,0.000728862973760933,0.00291545189504373,0.000728862973760933,0,0,0,0,0,0,0,0.000728862973760933,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,19,8,2,1,0,4,11,0.0087463556851312,0.0043731778425656,0.0043731778425656,0,0.0138483965014577,0.00583090379008746,0.00145772594752187,0.000728862973760933,0,0.00291545189504373,0.00801749271137026,1372,1085,1371,9.82109419004475,0.00145772594752187,0.00291545189504373,1372,0,0
2014-06-01,"Serbia",1,3,11,3,12,0,0,26,20,8,0,1,4,4,10,14,0,3,2,2,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0.000707213578500707,0.00212164073550212,0.00777934936350778,0.00212164073550212,0.00848656294200849,0,0,0.0183875530410184,0.0141442715700141,0.00565770862800566,0,0.000707213578500707,0.00282885431400283,0.00282885431400283,0.00707213578500707,0.0099009900990099,0,0.00212164073550212,0.00141442715700141,0.00141442715700141,0,0,0,0,0,0,0,0,0,0.00424328147100424,0.000707213578500707,0,0,0.000707213578500707,0,0,0,0,0,0.000707213578500707,0,12,6,5,0,24,14,1,1,3,4,6,0.00848656294200849,0.00424328147100424,0.00353606789250354,0,0.016973125884017,0.0099009900990099,0.000707213578500707,0.000707213578500707,0.00212164073550212,0.00282885431400283,0.00424328147100424,1414,1222,1405,8.42315179694564,0.00848656294200849,0.00212164073550212,1414,0,0
2014-07-01,"Serbia",6,1,6,0,6,1,0,23,22,21,0,2,16,4,15,14,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045662100456621,0.00076103500761035,0.0045662100456621,0,0.0045662100456621,0.00076103500761035,0,0.0175038051750381,0.0167427701674277,0.0159817351598174,0,0.0015220700152207,0.0121765601217656,0.0030441400304414,0.0114155251141553,0.0106544901065449,0.00076103500761035,0.0015220700152207,0.00228310502283105,0.0015220700152207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,1,0,13,6,3,0,1,2,4,0.0045662100456621,0.0076103500761035,0.00076103500761035,0,0.00989345509893455,0.0045662100456621,0.00228310502283105,0,0.00076103500761035,0.0015220700152207,0.0030441400304414,1314,1135,1314,10.2071448668731,0.00380517503805175,0.00076103500761035,1314,0,0
2014-08-01,"Serbia",4,0,17,0,4,1,0,15,15,6,2,2,5,6,12,7,0,1,3,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0.00349344978165939,0,0.0148471615720524,0,0.00349344978165939,0.000873362445414847,0,0.0131004366812227,0.0131004366812227,0.00524017467248908,0.00174672489082969,0.00174672489082969,0.00436681222707424,0.00524017467248908,0.0104803493449782,0.00611353711790393,0,0.000873362445414847,0.00262008733624454,0.00349344978165939,0,0,0,0,0,0,0.000873362445414847,0,0,0.000873362445414847,0.000873362445414847,0,0,0,0,0,0,0,0,0.00436681222707424,0,4,4,6,0,16,7,0,1,0,3,7,0.00349344978165939,0.00349344978165939,0.00524017467248908,0,0.0139737991266376,0.00611353711790393,0,0.000873362445414847,0,0.00262008733624454,0.00611353711790393,1145,1001,1137,8.84832160464415,0.00960698689956332,0,1145,0,0
2014-09-01,"Serbia",6,2,9,0,13,1,0,11,11,3,1,1,11,1,31,6,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0.00459770114942529,0.00153256704980843,0.00689655172413793,0,0.00996168582375479,0.000766283524904215,0,0.00842911877394636,0.00842911877394636,0.00229885057471264,0.000766283524904215,0.000766283524904215,0.00842911877394636,0.000766283524904215,0.0237547892720306,0.00459770114942529,0,0.000766283524904215,0,0.00229885057471264,0,0,0,0,0,0,0,0,0,0.00153256704980843,0,0,0,0.000766283524904215,0,0,0,0,0,0.00153256704980843,0,7,6,6,0,20,7,6,0,2,2,9,0.0053639846743295,0.00459770114942529,0.00459770114942529,0,0.0153256704980843,0.0053639846743295,0.00459770114942529,0,0.00153256704980843,0.00153256704980843,0.00689655172413793,1305,1142,1300,8.54467481671402,0.00306513409961686,0.00383141762452107,1305,1,0
2014-10-01,"Serbia",4,1,24,1,17,1,0,12,22,7,1,2,7,1,41,14,0,4,1,10,0,0,0,0,1,2,1,1,0,2,0,0,0,2,0,0,0,0,0,2,0,0.00243013365735115,0.000607533414337789,0.0145808019441069,0.000607533414337789,0.0103280680437424,0.000607533414337789,0,0.00729040097205346,0.0133657351154313,0.00425273390036452,0.000607533414337789,0.00121506682867558,0.00425273390036452,0.000607533414337789,0.0249088699878493,0.00850546780072904,0,0.00243013365735115,0.000607533414337789,0.00607533414337789,0,0,0,0,0.000607533414337789,0.00121506682867558,0.000607533414337789,0.000607533414337789,0,0.00121506682867558,0,0,0,0.00121506682867558,0,0,0,0,0,0.00121506682867558,0,12,13,1,0,9,7,1,0,0,10,20,0.00729040097205346,0.00789793438639125,0.000607533414337789,0,0.0054678007290401,0.00425273390036452,0.000607533414337789,0,0,0.00607533414337789,0.0121506682867558,1646,1410,1635,8.70843493184007,0.00911300121506683,0.00121506682867558,1646,1,1
2014-11-01,"Serbia",8,2,14,0,28,3,0,6,28,9,0,1,16,6,24,4,0,7,3,2,1,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0,0,0,0,3,0,0.00530503978779841,0.0013262599469496,0.00928381962864721,0,0.0185676392572944,0.0019893899204244,0,0.00397877984084881,0.0185676392572944,0.00596816976127321,0,0.000663129973474801,0.0106100795755968,0.00397877984084881,0.0159151193633952,0.0026525198938992,0,0.00464190981432361,0.0019893899204244,0.0013262599469496,0.000663129973474801,0,0,0,0,0,0,0,0,0.000663129973474801,0.00530503978779841,0,0,0.000663129973474801,0,0,0,0,0,0.0019893899204244,0,21,7,8,0,26,17,2,0,2,4,13,0.0139257294429708,0.00464190981432361,0.00530503978779841,0,0.0172413793103448,0.0112732095490716,0.0013262599469496,0,0.0013262599469496,0.0026525198938992,0.00862068965517241,1508,1263,1494,10.5549431565496,0.00994694960212202,0.0019893899204244,1508,1,0
2014-12-01,"Serbia",9,5,17,2,24,1,1,13,32,20,4,1,23,6,23,10,0,2,1,4,1,0,0,0,0,2,1,1,0,16,0,0,0,0,0,0,0,2,0,1,0,0.00561797752808989,0.0031210986267166,0.0106117353308365,0.00124843945068664,0.0149812734082397,0.000624219725343321,0.000624219725343321,0.00811485642946317,0.0199750312109863,0.0124843945068664,0.00249687890137328,0.000624219725343321,0.0143570536828964,0.00374531835205993,0.0143570536828964,0.00624219725343321,0,0.00124843945068664,0.000624219725343321,0.00249687890137328,0.000624219725343321,0,0,0,0,0.00124843945068664,0.000624219725343321,0.000624219725343321,0,0.00998751560549313,0,0,0,0,0,0,0,0.00124843945068664,0,0.000624219725343321,0,21,12,4,1,20,26,1,0,1,6,11,0.0131086142322097,0.00749063670411985,0.00249687890137328,0.000624219725343321,0.0124843945068664,0.0162297128589263,0.000624219725343321,0,0.000624219725343321,0.00374531835205993,0.00686641697877653,1602,1317,1578,10.9071564828543,0.00624219725343321,0.0118601747815231,1602,1,0
2015-01-01,"Serbia",5,1,11,1,24,2,0,17,29,13,2,0,12,2,25,10,1,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00350385423966363,0.000700770847932726,0.00770847932725999,0.000700770847932726,0.0168185003503854,0.00140154169586545,0,0.0119131044148563,0.0203223545900491,0.00911002102312544,0.00140154169586545,0,0.00840925017519271,0.00140154169586545,0.0175192711983181,0.00700770847932726,0.000700770847932726,0.0028030833917309,0,0.00490539593552908,0,0,0,0,0,0,0,0,0,0.000700770847932726,0,0,0,0,0,0,0,0,0,0.000700770847932726,0,9,11,7,0,14,13,1,2,0,2,8,0.00630693763139453,0.00770847932725999,0.00490539593552908,0,0.00981079187105816,0.00911002102312544,0.000700770847932726,0.00140154169586545,0,0.00140154169586545,0.00560616678346181,1427,1208,1425,9.89307302833327,0.000700770847932726,0.00140154169586545,1427,1,0
2015-02-01,"Serbia",6,6,6,0,14,0,0,21,43,10,1,4,14,0,9,6,1,3,3,4,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0.00418702023726448,0.00418702023726448,0.00418702023726448,0,0.00976971388695045,0,0,0.0146545708304257,0.0300069783670621,0.00697836706210747,0.000697836706210747,0.00279134682484299,0.00976971388695045,0,0.00628053035589672,0.00418702023726448,0.000697836706210747,0.00209351011863224,0.00209351011863224,0.00279134682484299,0,0,0,0,0,0.000697836706210747,0,0,0,0.00139567341242149,0.000697836706210747,0,0,0,0,0,0.000697836706210747,0,0,0,0,8,17,5,1,27,20,3,1,1,3,7,0.00558269364968597,0.0118632240055827,0.00348918353105373,0.000697836706210747,0.0188415910676902,0.0139567341242149,0.00209351011863224,0.000697836706210747,0.000697836706210747,0.00209351011863224,0.00488485694347523,1433,1208,1428,10.7951689308073,0.00488485694347523,0.000697836706210747,1433,1,0
