"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","lahora.gt"
"2015-07-01","Guatemala",18,0,51,12,8,0,0,26,75,48,2,0,44,3,24,6,5,5,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0122532334921715,0,0.034717494894486,0.00816882232811436,0.00544588155207624,0,0,0.0176991150442478,0.0510551395507148,0.0326752893124575,0.00136147038801906,0,0.0299523485364193,0.00204220558202859,0.0163376446562287,0.00408441116405718,0.00340367597004765,0.00340367597004765,0.0068073519400953,0.00476514635806671,0,0,0,0,0,0,0,0,0.00068073519400953,0,0,0,0,0,25,11,17,0,30,9,1,4,1,10,11,0.0170183798502383,0.00748808713410483,0.011572498298162,0,0.0204220558202859,0.00612661674608577,0.00068073519400953,0.00272294077603812,0.00068073519400953,0.0068073519400953,0.00748808713410483,1469,1058,5,6.8580579952999,0,0.00068073519400953,1469,1
"2015-08-01","Guatemala",11,0,37,10,5,8,0,38,96,19,2,5,75,3,36,34,2,5,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0.0262784090909091,0.00710227272727273,0.00355113636363636,0.00568181818181818,0,0.0269886363636364,0.0681818181818182,0.0134943181818182,0.00142045454545455,0.00355113636363636,0.0532670454545455,0.00213068181818182,0.0255681818181818,0.0241477272727273,0.00142045454545455,0.00355113636363636,0.0078125,0.00426136363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,12,0,22,12,3,3,1,7,13,0.015625,0.00355113636363636,0.00852272727272727,0,0.015625,0.00852272727272727,0.00213068181818182,0.00213068181818182,0.000710227272727273,0.00497159090909091,0.00923295454545455,1408,976,4,10.1200686110007,0,0,1408,1
"2015-09-01","Guatemala",25,0,139,17,7,12,1,22,88,27,2,2,106,4,12,56,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0149164677804296,0,0.0829355608591885,0.0101431980906921,0.00417661097852029,0.00715990453460621,0.000596658711217184,0.013126491646778,0.0525059665871122,0.016109785202864,0.00119331742243437,0.00119331742243437,0.0632458233890215,0.00238663484486874,0.00715990453460621,0.0334128878281623,0.000596658711217184,0.000596658711217184,0.0035799522673031,0.00238663484486874,0,0,0,0,0,0,0,0,0,0,0,0,0.000596658711217184,0,24,6,13,0,31,11,2,3,0,14,5,0.0143198090692124,0.0035799522673031,0.00775656324582339,0,0.0184964200477327,0.00656324582338902,0.00119331742243437,0.00178997613365155,0,0.00835322195704057,0.00298329355608592,1676,1151,4,10.7560864110325,0,0.000596658711217184,1676,1
"2015-10-01","Guatemala",19,1,75,5,14,1,1,97,67,19,6,4,54,8,6,12,3,3,22,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0115995115995116,0.000610500610500611,0.0457875457875458,0.00305250305250305,0.00854700854700855,0.000610500610500611,0.000610500610500611,0.0592185592185592,0.0409035409035409,0.0115995115995116,0.00366300366300366,0.00244200244200244,0.032967032967033,0.00488400488400488,0.00366300366300366,0.00732600732600733,0.00183150183150183,0.00183150183150183,0.0134310134310134,0.00732600732600733,0,0,0,0,0,0,0,0,0,0,0.000610500610500611,0,0.000610500610500611,0,25,7,4,0,26,11,1,4,0,17,4,0.0152625152625153,0.00427350427350427,0.00244200244200244,0,0.0158730158730159,0.00671550671550672,0.000610500610500611,0.00244200244200244,0,0.0103785103785104,0.00244200244200244,1638,1164,11,5.59178426482659,0.000610500610500611,0.000610500610500611,1638,1
"2015-11-01","Guatemala",9,0,14,1,5,0,0,22,48,14,3,3,34,5,5,7,2,1,15,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00740740740740741,0,0.011522633744856,0.000823045267489712,0.00411522633744856,0,0,0.0181069958847737,0.0395061728395062,0.011522633744856,0.00246913580246914,0.00246913580246914,0.0279835390946502,0.00411522633744856,0.00411522633744856,0.00576131687242798,0.00164609053497942,0.000823045267489712,0.0123456790123457,0.00246913580246914,0,0,0,0,0,0,0,0,0.000823045267489712,0,0,0,0,0,24,11,6,0,34,38,1,2,1,14,14,0.0197530864197531,0.00905349794238683,0.00493827160493827,0,0.0279835390946502,0.0312757201646091,0.000823045267489712,0.00164609053497942,0.000823045267489712,0.011522633744856,0.011522633744856,1215,912,4,5.0368094868165,0,0.000823045267489712,1215,1
"2015-12-01","Guatemala",11,1,15,0,4,0,0,20,42,5,2,3,35,1,8,11,2,4,11,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.0107843137254902,0.000980392156862745,0.0147058823529412,0,0.00392156862745098,0,0,0.0196078431372549,0.0411764705882353,0.00490196078431373,0.00196078431372549,0.00294117647058824,0.0343137254901961,0.000980392156862745,0.00784313725490196,0.0107843137254902,0.00196078431372549,0.00392156862745098,0.0107843137254902,0.000980392156862745,0,0,0,0,0,0,0.000980392156862745,0,0,0.000980392156862745,0,0.000980392156862745,0.000980392156862745,0,29,8,7,0,20,17,3,2,1,12,5,0.0284313725490196,0.00784313725490196,0.00686274509803922,0,0.0196078431372549,0.0166666666666667,0.00294117647058824,0.00196078431372549,0.000980392156862745,0.0117647058823529,0.00490196078431373,1020,777,4,6.20328121387086,0.00196078431372549,0.00196078431372549,1020,1
"2016-01-01","Guatemala",21,0,22,2,15,1,0,34,82,19,1,2,34,3,30,17,2,3,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0137524557956778,0,0.014407334643091,0.00130975769482646,0.00982318271119843,0.000654878847413229,0,0.0222658808120498,0.0537000654878847,0.0124426981008513,0.000654878847413229,0.00130975769482646,0.0222658808120498,0.00196463654223969,0.0196463654223969,0.0111329404060249,0.00130975769482646,0.00196463654223969,0.00785854616895874,0.00196463654223969,0.00130975769482646,0,0,0,0,0,0,0,0,0,0,0,0,0.000654878847413229,25,12,7,0,27,16,1,1,0,9,8,0.0163719711853307,0.00785854616895874,0.0045841519318926,0,0.0176817288801572,0.0104780615586117,0.000654878847413229,0.000654878847413229,0,0.00589390962671906,0.00523903077930583,1527,1152,4,6.4593093858319,0,0.00196463654223969,1527,1
"2016-02-01","Guatemala",10,1,22,3,7,1,1,52,80,44,4,2,57,1,14,9,0,1,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00613873542050338,0.000613873542050338,0.0135052179251074,0.00184162062615101,0.00429711479435236,0.000613873542050338,0.000613873542050338,0.0319214241866176,0.049109883364027,0.0270104358502149,0.00245549416820135,0.00122774708410068,0.0349907918968692,0.000613873542050338,0.00859422958870473,0.00552486187845304,0,0.000613873542050338,0.00552486187845304,0.00122774708410068,0.000613873542050338,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,12,1,35,53,0,1,1,11,14,0.0147329650092081,0.00613873542050338,0.00736648250460405,0.000613873542050338,0.0214855739717618,0.0325352977286679,0,0.000613873542050338,0.000613873542050338,0.00675260896255371,0.00859422958870473,1629,1212,8,6.21649575914548,0,0.000613873542050338,1629,1
"2016-03-01","Guatemala",15,0,29,1,5,1,0,44,61,38,0,0,33,6,13,6,2,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0101419878296146,0,0.0196078431372549,0.000676132521974307,0.00338066260987153,0.000676132521974307,0,0.0297498309668695,0.0412440838404327,0.0256930358350237,0,0,0.0223123732251521,0.00405679513184584,0.00878972278566599,0.00405679513184584,0.00135226504394861,0.000676132521974307,0.00473292765382015,0.00676132521974307,0,0,0,0,0,0,0,0,0,0,0,0,0.000676132521974307,0,33,6,12,0,45,28,2,4,1,14,15,0.0223123732251521,0.00405679513184584,0.00811359026369168,0,0.0304259634888438,0.0189317106152806,0.00135226504394861,0.00270453008789723,0.000676132521974307,0.0094658553076403,0.0101419878296146,1479,1089,2,5.08908012460192,0,0.000676132521974307,1479,1
"2016-04-01","Guatemala",14,1,25,1,13,0,0,34,68,36,0,13,41,2,20,13,3,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0094658553076403,0.000676132521974307,0.0169033130493577,0.000676132521974307,0.00878972278566599,0,0,0.0229885057471264,0.0459770114942529,0.0243407707910751,0,0.00878972278566599,0.0277214334009466,0.00135226504394861,0.0135226504394861,0.00878972278566599,0.00202839756592292,0.000676132521974307,0.00473292765382015,0.00405679513184584,0,0,0,0,0,0,0,0,0,0,0,0,0.000676132521974307,0,28,9,17,0,44,28,7,5,1,9,14,0.0189317106152806,0.00608519269776876,0.0114942528735632,0,0.0297498309668695,0.0189317106152806,0.00473292765382015,0.00338066260987153,0.000676132521974307,0.00608519269776876,0.0094658553076403,1479,1068,3,6.60564329478718,0,0.000676132521974307,1479,1
"2016-05-01","Guatemala",21,1,18,1,21,1,0,31,120,39,1,2,53,4,8,14,2,8,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140093395597065,0.00066711140760507,0.0120080053368913,0.00066711140760507,0.0140093395597065,0.00066711140760507,0,0.0206804536357572,0.0800533689126084,0.0260173448965977,0.00066711140760507,0.00133422281521014,0.0353569046030687,0.00266844563042028,0.00533689126084056,0.00933955970647098,0.00133422281521014,0.00533689126084056,0.00133422281521014,0.00533689126084056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,17,0,43,24,3,2,0,10,10,0.0253502334889927,0.00533689126084056,0.0113408939292862,0,0.028685790527018,0.0160106737825217,0.00200133422281521,0.00133422281521014,0,0.0066711140760507,0.0066711140760507,1499,1054,4,8.01204574694721,0,0,1499,1
"2016-06-01","Guatemala",18,0,11,2,11,0,1,39,106,22,7,5,76,4,9,17,4,1,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119601328903654,0,0.00730897009966777,0.00132890365448505,0.00730897009966777,0,0.000664451827242525,0.0259136212624585,0.0704318936877076,0.0146179401993355,0.00465116279069767,0.00332225913621262,0.0504983388704319,0.0026578073089701,0.00598006644518272,0.0112956810631229,0.0026578073089701,0.000664451827242525,0.0053156146179402,0.00730897009966777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,20,0,50,29,3,2,0,12,5,0.0159468438538206,0.0079734219269103,0.0132890365448505,0,0.0332225913621262,0.0192691029900332,0.00199335548172757,0.00132890365448505,0,0.0079734219269103,0.00332225913621262,1505,1086,3,8.14989892607644,0,0,1505,1
"2016-07-01","Guatemala",9,0,10,1,7,3,2,24,62,26,4,3,28,5,10,19,2,2,13,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00709779179810726,0,0.00788643533123028,0.000788643533123028,0.0055205047318612,0.00236593059936909,0.00157728706624606,0.0189274447949527,0.0488958990536278,0.0205047318611987,0.00315457413249211,0.00236593059936909,0.0220820189274448,0.00394321766561514,0.00788643533123028,0.0149842271293375,0.00157728706624606,0.00157728706624606,0.0102523659305994,0.00394321766561514,0,0,0,0,0,0,0,0,0,0,0,0.000788643533123028,0.000788643533123028,0,19,12,8,0,36,13,3,1,3,17,11,0.0149842271293375,0.00946372239747634,0.00630914826498423,0,0.028391167192429,0.0102523659305994,0.00236593059936909,0.000788643533123028,0.00236593059936909,0.0134069400630915,0.00867507886435331,1268,940,2,6.81670031408546,0.000788643533123028,0.000788643533123028,1268,1
"2016-08-01","Guatemala",12,0,9,1,22,1,0,47,69,36,3,2,18,3,21,5,4,3,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00857755539671194,0,0.00643316654753395,0.000714796283059328,0.0157255182273052,0.000714796283059328,0,0.0335954253037884,0.0493209435310936,0.0257326661901358,0.00214438884917798,0.00142959256611866,0.0128663330950679,0.00214438884917798,0.0150107219442459,0.00357398141529664,0.00285918513223731,0.00214438884917798,0.0128663330950679,0.00142959256611866,0.000714796283059328,0,0,0,0,0,0,0,0,0,0,0,0,0.000714796283059328,41,11,9,0,39,28,1,2,0,17,18,0.0293066476054325,0.00786275911365261,0.00643316654753395,0,0.0278770550393138,0.0200142959256612,0.000714796283059328,0.00142959256611866,0,0.0121515368120086,0.0128663330950679,1399,980,2,5.68535069269492,0.000714796283059328,0.000714796283059328,1399,1
"2016-09-01","Guatemala",20,1,20,5,11,0,0,49,64,15,11,0,31,4,4,11,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0147819660014782,0.00073909830007391,0.0147819660014782,0.00369549150036955,0.00813008130081301,0,0,0.0362158167036216,0.0473022912047302,0.0110864745011086,0.00813008130081301,0,0.0229120473022912,0.00295639320029564,0.00295639320029564,0.00813008130081301,0.00147819660014782,0.00147819660014782,0.00443458980044346,0.00073909830007391,0,0,0,0,0,0,0,0,0,0,0,0.00073909830007391,0,0,27,5,13,0,33,23,3,4,3,11,14,0.0199556541019956,0.00369549150036955,0.00960827790096083,0,0.024390243902439,0.0169992609016999,0.00221729490022173,0.00295639320029564,0.00221729490022173,0.00813008130081301,0.0103473762010347,1353,999,4,5.12636946053466,0.00073909830007391,0,1353,1
"2016-10-01","Guatemala",26,0,28,7,4,0,0,16,80,21,1,2,33,6,19,3,3,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018664752333094,0,0.0201005025125628,0.0050251256281407,0.00287150035893754,0,0,0.0114860014357502,0.0574300071787509,0.0150753768844221,0.000717875089734386,0.00143575017946877,0.0236898779612347,0.00430725053840632,0.0136396267049533,0.00215362526920316,0.00215362526920316,0.00430725053840632,0.00789662598707825,0.00861450107681263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,13,0,36,18,0,1,4,14,15,0.0337401292175162,0.00430725053840632,0.00933237616654702,0,0.0258435032304379,0.012921751615219,0,0.000717875089734386,0.00287150035893754,0.0100502512562814,0.0107681263460158,1393,1003,3,6.06829114188309,0,0,1393,1
"2016-11-01","Guatemala",13,1,21,2,20,1,0,9,71,65,2,4,37,3,17,5,5,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984848484848485,0.000757575757575758,0.0159090909090909,0.00151515151515152,0.0151515151515152,0.000757575757575758,0,0.00681818181818182,0.0537878787878788,0.0492424242424242,0.00151515151515152,0.00303030303030303,0.028030303030303,0.00227272727272727,0.0128787878787879,0.00378787878787879,0.00378787878787879,0.00227272727272727,0.0053030303030303,0.00303030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,8,0,32,21,4,3,0,20,6,0.0204545454545455,0.0106060606060606,0.00606060606060606,0,0.0242424242424242,0.0159090909090909,0.00303030303030303,0.00227272727272727,0,0.0151515151515152,0.00454545454545455,1320,939,2,7.34413900167752,0,0,1320,1
"2016-12-01","Guatemala",9,0,8,3,4,3,0,37,54,18,1,6,32,0,6,12,0,3,7,2,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0.00669642857142857,0,0.00595238095238095,0.00223214285714286,0.00297619047619048,0.00223214285714286,0,0.0275297619047619,0.0401785714285714,0.0133928571428571,0.000744047619047619,0.00446428571428571,0.0238095238095238,0,0.00446428571428571,0.00892857142857143,0,0.00223214285714286,0.00520833333333333,0.00148809523809524,0,0,0,0.000744047619047619,0.00148809523809524,0,0,0,0,0,0,0,0.000744047619047619,0.000744047619047619,34,3,6,0,30,17,2,7,3,8,15,0.025297619047619,0.00223214285714286,0.00446428571428571,0,0.0223214285714286,0.0126488095238095,0.00148809523809524,0.00520833333333333,0.00223214285714286,0.00595238095238095,0.0111607142857143,1344,1044,8,5.79293351803218,0,0.0037202380952381,1344,1
"2017-01-01","Guatemala",31,1,4,2,12,2,0,32,109,24,0,2,44,4,10,17,1,6,13,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0195460277427491,0.000630517023959647,0.00252206809583859,0.00126103404791929,0.00756620428751576,0.00126103404791929,0,0.0201765447667087,0.0687263556116015,0.0151324085750315,0,0.00126103404791929,0.0277427490542245,0.00252206809583859,0.00630517023959647,0.010718789407314,0.000630517023959647,0.00378310214375788,0.00819672131147541,0.00819672131147541,0,0,0,0,0.000630517023959647,0,0,0,0,0,0,0,0,0,34,7,14,0,44,10,2,2,0,11,16,0.021437578814628,0.00441361916771753,0.00882723833543506,0,0.0277427490542245,0.00630517023959647,0.00126103404791929,0.00126103404791929,0,0.00693568726355612,0.0100882723833544,1586,1173,8,7.08921623417742,0,0.000630517023959647,1586,1
"2017-02-01","Guatemala",14,0,26,4,12,7,0,19,71,42,2,2,40,2,18,7,2,6,10,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00824985268120212,0,0.0153211549793754,0.00235710076605775,0.00707130229817325,0.00412492634060106,0,0.0111962286387743,0.041838538597525,0.0247495580436064,0.00117855038302887,0.00117855038302887,0.0235710076605775,0.00117855038302887,0.0106069534472599,0.00412492634060106,0.00117855038302887,0.00353565114908662,0.00589275191514437,0.0100176782557454,0,0,0,0,0,0,0,0,0,0,0,0.000589275191514437,0,0,32,7,13,0,43,23,0,5,3,7,18,0.018856806128462,0.00412492634060106,0.00766057748968768,0,0.0253388332351208,0.0135533294048321,0,0.00294637595757219,0.00176782557454331,0.00412492634060106,0.0106069534472599,1697,1294,4,5.93416080251886,0.000589275191514437,0,1697,1
"2017-03-01","Guatemala",31,1,14,2,11,4,0,101,84,38,1,2,41,4,38,14,1,6,26,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.014078110808356,0.000454132606721163,0.00635785649409628,0.000908265213442325,0.00499545867393279,0.00181653042688465,0,0.0458673932788374,0.0381471389645777,0.0172570390554042,0.000454132606721163,0.000908265213442325,0.0186194368755677,0.00181653042688465,0.0172570390554042,0.00635785649409628,0.000454132606721163,0.00272479564032698,0.0118074477747502,0.00772025431425976,0,0,0,0.000454132606721163,0,0,0,0,0,0,0,0,0,0,44,10,9,0,44,32,6,3,3,20,18,0.0199818346957312,0.00454132606721163,0.00408719346049046,0,0.0199818346957312,0.0145322434150772,0.00272479564032698,0.00136239782016349,0.00136239782016349,0.00908265213442325,0.00817438692098093,2202,1621,0,5.28559543621179,0.000454132606721163,0,2202,1
"2017-04-01","Guatemala",34,1,16,1,4,2,1,35,60,28,8,4,36,4,11,8,1,3,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.021104903786468,0.000620732464307883,0.00993171942892613,0.000620732464307883,0.00248292985723153,0.00124146492861577,0.000620732464307883,0.0217256362507759,0.037243947858473,0.0173805090006207,0.00496585971446307,0.00248292985723153,0.0223463687150838,0.00248292985723153,0.00682805710738672,0.00496585971446307,0.000620732464307883,0.00186219739292365,0.0037243947858473,0.00434512725015518,0,0,0,0,0,0,0,0,0,0,0,0.000620732464307883,0,0,22,5,4,0,26,20,2,1,0,17,16,0.0136561142147734,0.00310366232153942,0.00248292985723153,0,0.016139044072005,0.0124146492861577,0.00124146492861577,0.000620732464307883,0,0.010552451893234,0.00993171942892613,1611,1264,2,5.55253791544195,0.000620732464307883,0,1611,1
"2017-05-01","Guatemala",19,1,17,1,12,1,0,35,82,51,6,4,40,6,19,20,1,5,14,20,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.00999473961073119,0.000526038926880589,0.00894266175697002,0.000526038926880589,0.00631246712256707,0.000526038926880589,0,0.0184113624408206,0.0431351920042083,0.02682798527091,0.00315623356128353,0.00210415570752236,0.0210415570752236,0.00315623356128353,0.00999473961073119,0.0105207785376118,0.000526038926880589,0.00263019463440295,0.00736454497632825,0.0105207785376118,0,0,0,0,0,0,0,0,0,0,0,0.00105207785376118,0,0,44,12,13,0,35,25,3,7,2,15,9,0.0231457127827459,0.00631246712256707,0.00683850604944766,0,0.0184113624408206,0.0131509731720147,0.00157811678064177,0.00368227248816412,0.00105207785376118,0.00789058390320884,0.0047343503419253,1901,1424,6,5.30800133770348,0.000526038926880589,0.000526038926880589,1901,1
"2017-06-01","Guatemala",12,0,14,2,14,1,0,84,89,17,5,3,44,3,15,9,3,4,11,8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.00643776824034335,0,0.00751072961373391,0.00107296137339056,0.00751072961373391,0.000536480686695279,0,0.0450643776824034,0.0477467811158798,0.00912017167381974,0.00268240343347639,0.00160944206008584,0.0236051502145923,0.00160944206008584,0.00804721030042918,0.00482832618025751,0.00160944206008584,0.00214592274678112,0.00590128755364807,0.00429184549356223,0,0,0,0,0,0,0,0,0.000536480686695279,0,0,0,0.000536480686695279,0,29,9,7,1,31,17,4,4,1,12,12,0.0155579399141631,0.00482832618025751,0.00375536480686695,0.000536480686695279,0.0166309012875536,0.00912017167381974,0.00214592274678112,0.00214592274678112,0.000536480686695279,0.00643776824034335,0.00643776824034335,1864,1440,5,5.20931325164251,0,0.00107296137339056,1864,1
"2017-07-01","Guatemala",13,0,19,2,17,1,1,44,112,9,14,2,73,7,12,17,2,4,18,14,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00663942798774259,0,0.00970377936670072,0.00102145045965271,0.00868232890704801,0.000510725229826353,0.000510725229826353,0.0224719101123595,0.0572012257405516,0.00459652706843718,0.00715015321756895,0.00102145045965271,0.0372829417773238,0.00357507660878447,0.00612870275791624,0.00868232890704801,0.00102145045965271,0.00204290091930541,0.00919305413687436,0.00715015321756895,0.00153217568947906,0,0,0,0,0,0,0,0.000510725229826353,0,0,0,0,0,35,4,11,0,40,20,2,3,2,17,18,0.0178753830439224,0.00204290091930541,0.00561797752808989,0,0.0204290091930541,0.0102145045965271,0.00102145045965271,0.00153217568947906,0.00102145045965271,0.00868232890704801,0.00919305413687436,1958,1503,6,5.85785998006074,0,0.00204290091930541,1958,1
"2017-08-01","Guatemala",18,1,24,5,16,4,1,37,126,22,2,2,92,7,24,57,4,5,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838379133674895,0.000465766185374942,0.0111783884489986,0.00232883092687471,0.00745225896599907,0.00186306474149977,0.000465766185374942,0.0172333488588728,0.0586865393572427,0.0102468560782487,0.000931532370749884,0.000931532370749884,0.0428504890544946,0.00326036329762459,0.0111783884489986,0.0265486725663717,0.00186306474149977,0.00232883092687471,0.00791802515137401,0.00605496040987424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,20,0,47,17,4,4,3,18,25,0.016301816488123,0.00232883092687471,0.00931532370749884,0,0.0218910107126223,0.00791802515137401,0.00186306474149977,0.00186306474149977,0.00139729855612483,0.00838379133674895,0.0116441546343735,2147,1591,4,8.26884046926464,0,0,2147,1
"2017-09-01","Guatemala",16,0,22,3,13,1,0,106,114,78,3,8,76,5,62,51,4,3,8,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763723150357995,0,0.0105011933174224,0.00143198090692124,0.00620525059665871,0.000477326968973747,0,0.0505966587112172,0.0544152744630072,0.0372315035799523,0.00143198090692124,0.00381861575178998,0.0362768496420048,0.00238663484486874,0.0295942720763723,0.0243436754176611,0.00190930787589499,0.00143198090692124,0.00381861575178998,0.00525059665871122,0.00143198090692124,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,5,0,30,26,2,3,1,7,22,0.0109785202863962,0.00525059665871122,0.00238663484486874,0,0.0143198090692124,0.0124105011933174,0.000954653937947494,0.00143198090692124,0.000477326968973747,0.00334128878281623,0.0105011933174224,2095,1443,7,8.51870709992027,0,0.00143198090692124,2095,1
"2017-10-01","Guatemala",30,0,20,3,19,0,0,54,119,33,5,3,76,8,14,19,3,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163398692810458,0,0.0108932461873638,0.00163398692810458,0.0103485838779956,0,0,0.0294117647058824,0.0648148148148148,0.0179738562091503,0.00272331154684096,0.00163398692810458,0.0413943355119826,0.00435729847494553,0.00762527233115468,0.0103485838779956,0.00163398692810458,0.00326797385620915,0.00544662309368192,0.00108932461873638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,11,4,0,32,25,0,6,0,10,17,0.0201525054466231,0.00599128540305011,0.00217864923747277,0,0.0174291938997821,0.0136165577342048,0,0.00326797385620915,0,0.00544662309368192,0.00925925925925926,1836,1337,3,7.66711573991757,0,0,1836,1
"2017-11-01","Guatemala",19,1,30,5,19,1,0,27,85,31,1,4,44,4,27,11,4,3,11,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0110851808634772,0.00058343057176196,0.0175029171528588,0.0029171528588098,0.0110851808634772,0.00058343057176196,0,0.0157526254375729,0.0495915985997666,0.0180863477246208,0.00058343057176196,0.00233372228704784,0.0256709451575263,0.00233372228704784,0.0157526254375729,0.00641773628938156,0.00233372228704784,0.00175029171528588,0.00641773628938156,0.00758459743290548,0,0,0,0,0,0,0,0,0.00058343057176196,0,0,0,0,0,48,9,1,0,34,19,1,4,2,11,22,0.0280046674445741,0.00525087514585764,0.00058343057176196,0,0.0198366394399067,0.0110851808634772,0.00058343057176196,0.00233372228704784,0.00116686114352392,0.00641773628938156,0.0128354725787631,1714,1258,0,5.99571803466048,0,0.00058343057176196,1714,1
"2017-12-01","Guatemala",14,2,25,3,14,1,0,30,73,13,1,5,41,6,6,4,2,2,10,11,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0.00817279626386457,0.00116754232340922,0.0145942790426153,0.00175131348511384,0.00817279626386457,0.000583771161704612,0,0.0175131348511384,0.0426152948044367,0.00758902510215995,0.000583771161704612,0.00291885580852306,0.0239346176298891,0.00350262697022767,0.00350262697022767,0.00233508464681845,0.00116754232340922,0.00116754232340922,0.00583771161704612,0.00642148277875073,0.000583771161704612,0.00116754232340922,0,0,0,0,0,0,0,0,0.000583771161704612,0,0,0,59,7,17,0,42,11,2,4,1,9,17,0.0344424985405721,0.00408639813193228,0.0099241097489784,0,0.0245183887915937,0.00642148277875073,0.00116754232340922,0.00233508464681845,0.000583771161704612,0.00525394045534151,0.0099241097489784,1713,1317,5,4.43732712641727,0.00233508464681845,0,1713,1
