"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","journalducameroun.com","camerounweb.com","X237actu.com","X237online.com","cameroonvoice.com","lebledparle.com","thesunnewspaper.cm"
"2013-09-01","Cameroon",3,1,12,0,1,0,0,3,1,2,0,0,0,3,1,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0119047619047619,0.00396825396825397,0.0476190476190476,0,0.00396825396825397,0,0,0.0119047619047619,0.00396825396825397,0.00793650793650794,0,0,0,0.0119047619047619,0.00396825396825397,0,0,0,0.0119047619047619,0.00793650793650794,0,0,0,0,0,0,0,0.00396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00396825396825397,1,1,0,0,0,0,0,0,0,1,0,0.00396825396825397,0.00396825396825397,0,0,0,0,0,0,0,0.00396825396825397,0,252,217,3,5.79996573780333,0,0.00793650793650794,252,1,0,0,0,1,1,0
"2013-10-01","Cameroon",2,0,26,2,10,1,0,2,4,5,0,0,2,0,2,5,1,1,3,3,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00680272108843537,0,0.0884353741496599,0.00680272108843537,0.0340136054421769,0.00340136054421769,0,0.00680272108843537,0.0136054421768707,0.0170068027210884,0,0,0.00680272108843537,0,0.00680272108843537,0.0170068027210884,0.00340136054421769,0.00340136054421769,0.0102040816326531,0.0102040816326531,0,0,0,0,0,0.00340136054421769,0.00340136054421769,0.00680272108843537,0,0,0,0,0,0,0,0,0,0,0,0,0.00340136054421769,0.00340136054421769,2,1,3,0,5,1,0,0,0,0,0,0.00680272108843537,0.00340136054421769,0.0102040816326531,0,0.0170068027210884,0.00340136054421769,0,0,0,0,0,294,216,15,6.61140469343474,0.0102040816326531,0.0102040816326531,294,1,0,0,0,1,1,0
"2013-11-01","Cameroon",5,2,2,0,3,0,0,1,10,3,2,3,1,0,0,0,0,0,5,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162866449511401,0.00651465798045603,0.00651465798045603,0,0.00977198697068404,0,0,0.00325732899022801,0.0325732899022801,0.00977198697068404,0.00651465798045603,0.00977198697068404,0.00325732899022801,0,0,0,0,0,0.0162866449511401,0.0879478827361563,0,0,0,0,0,0,0,0.00325732899022801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,0,0,1,0,0.0130293159609121,0,0,0.0130293159609121,0.00325732899022801,0,0,0,0,0.00325732899022801,307,234,1,3.95975713999455,0.00325732899022801,0,307,1,0,0,0,1,1,0
"2013-12-01","Cameroon",1,0,3,0,6,1,0,8,4,6,0,15,10,0,2,2,2,1,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0.00151975683890578,0,0.00455927051671732,0,0.00911854103343465,0.00151975683890578,0,0.0121580547112462,0.0060790273556231,0.00911854103343465,0,0.0227963525835866,0.0151975683890578,0,0.00303951367781155,0.00303951367781155,0.00303951367781155,0.00151975683890578,0.0182370820668693,0.0151975683890578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151975683890578,0,0,0,0,0.00151975683890578,0.00303951367781155,0,1,3,0,0,2,3,0,0,1,1,1,0.00151975683890578,0.00455927051671732,0,0,0.00303951367781155,0.00455927051671732,0,0,0.00151975683890578,0.00151975683890578,0.00151975683890578,658,564,0,3.47535614160141,0.00151975683890578,0.00455927051671732,658,1,0,0,1,1,1,1
"2014-01-01","Cameroon",2,3,4,1,1,0,0,3,9,2,0,11,5,1,5,0,1,1,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.003125,0.0046875,0.00625,0.0015625,0.0015625,0,0,0.0046875,0.0140625,0.003125,0,0.0171875,0.0078125,0.0015625,0.0078125,0,0.0015625,0.0015625,0.0078125,0.0140625,0,0,0,0,0,0,0,0,0,0,0.0015625,0,0,0,0,0,0.0015625,0,0,0,0,0,5,2,2,0,5,2,1,0,0,1,1,0.0078125,0.003125,0.003125,0,0.0078125,0.003125,0.0015625,0,0,0.0015625,0.0015625,640,565,1,4.68303425605887,0,0.003125,640,1,0,0,1,1,0,0
"2014-02-01","Cameroon",0,1,3,0,3,0,0,3,7,2,0,5,6,2,2,0,0,1,14,5,0,0,0,0,1,0,2,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.00149700598802395,0.00449101796407186,0,0.00449101796407186,0,0,0.00449101796407186,0.0104790419161677,0.0029940119760479,0,0.00748502994011976,0.00898203592814371,0.0029940119760479,0.0029940119760479,0,0,0.00149700598802395,0.0209580838323353,0.00748502994011976,0,0,0,0,0.00149700598802395,0,0.0029940119760479,0.0029940119760479,0,0,0.0029940119760479,0,0,0,0,0.0029940119760479,0,0,0,0,0,0,4,4,1,0,4,1,0,0,0,0,0,0.00598802395209581,0.00598802395209581,0.00149700598802395,0,0.00598802395209581,0.00149700598802395,0,0,0,0,0,668,606,1,5.38697607754194,0.00598802395209581,0.00748502994011976,668,1,1,0,1,1,1,0
"2014-03-01","Cameroon",3,1,6,2,5,0,0,6,9,1,0,6,6,0,5,2,1,0,6,5,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,0,0,1,1,0,4,0,0.00394736842105263,0.00131578947368421,0.00789473684210526,0.00263157894736842,0.00657894736842105,0,0,0.00789473684210526,0.0118421052631579,0.00131578947368421,0,0.00789473684210526,0.00789473684210526,0,0.00657894736842105,0.00263157894736842,0.00131578947368421,0,0.00789473684210526,0.00657894736842105,0,0,0.00131578947368421,0,0,0,0,0,0.00394736842105263,0,0.00263157894736842,0,0.00131578947368421,0,0,0,0,0.00131578947368421,0.00131578947368421,0,0.00526315789473684,0,1,4,2,0,10,3,5,0,0,1,4,0.00131578947368421,0.00526315789473684,0.00263157894736842,0,0.0131578947368421,0.00394736842105263,0.00657894736842105,0,0,0.00131578947368421,0.00526315789473684,760,671,2,5.46152470305827,0.00526315789473684,0.0118421052631579,760,1,0,0,1,1,1,0
"2014-04-01","Cameroon",1,0,6,0,1,0,0,5,13,4,0,0,6,1,4,4,0,0,8,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182815356489945,0,0.0109689213893967,0,0.00182815356489945,0,0,0.00914076782449726,0.0237659963436929,0.00731261425959781,0,0,0.0109689213893967,0.00182815356489945,0.00731261425959781,0.00731261425959781,0,0,0.0146252285191956,0.0329067641681901,0,0,0,0,0.00182815356489945,0.00182815356489945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,1,0,0,1,6,0.00548446069469835,0.0036563071297989,0,0,0.0036563071297989,0.0036563071297989,0.00182815356489945,0,0,0.00182815356489945,0.0109689213893967,547,463,0,6.52018752154059,0,0.0036563071297989,547,1,1,0,1,1,1,0
"2014-05-01","Cameroon",5,0,3,1,9,1,0,5,7,2,1,10,1,3,2,1,0,4,24,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0.0093984962406015,0,0.0056390977443609,0.0018796992481203,0.0169172932330827,0.0018796992481203,0,0.0093984962406015,0.0131578947368421,0.0037593984962406,0.0018796992481203,0.018796992481203,0.0018796992481203,0.0056390977443609,0.0037593984962406,0.0018796992481203,0,0.0075187969924812,0.0451127819548872,0.0639097744360902,0,0,0,0,0,0,0.0018796992481203,0.0018796992481203,0,0,0,0,0,0,0,0.0056390977443609,0.0056390977443609,0,0.0018796992481203,0,0,0,4,0,0,0,6,1,1,0,0,3,1,0.0075187969924812,0,0,0,0.0112781954887218,0.0018796992481203,0.0018796992481203,0,0,0.0056390977443609,0.0018796992481203,532,403,15,2.99290973579888,0.0018796992481203,0.0150375939849624,532,1,1,0,1,1,1,0
"2014-06-01","Cameroon",9,0,2,0,7,0,1,2,7,1,0,0,0,0,7,0,0,1,19,13,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0.0204081632653061,0,0.00453514739229025,0,0.0158730158730159,0,0.00226757369614512,0.00453514739229025,0.0158730158730159,0.00226757369614512,0,0,0,0,0.0158730158730159,0,0,0.00226757369614512,0.0430839002267574,0.0294784580498866,0.00226757369614512,0,0,0,0,0,0.00226757369614512,0.00453514739229025,0,0,0.00226757369614512,0,0,0,0,0.00680272108843537,0,0,0,0,0.00226757369614512,0,4,2,1,0,1,3,0,0,0,1,2,0.0090702947845805,0.00453514739229025,0.00226757369614512,0,0.00226757369614512,0.00680272108843537,0,0,0,0.00226757369614512,0.00453514739229025,441,360,2,5.53073700143521,0.0090702947845805,0.0113378684807256,441,1,1,0,0,1,1,0
"2014-07-01","Cameroon",7,0,9,0,4,0,0,8,11,10,0,6,4,1,14,9,1,5,8,27,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0.00882723833543506,0,0.0113493064312736,0,0.00504413619167718,0,0,0.0100882723833544,0.0138713745271122,0.0126103404791929,0,0.00756620428751576,0.00504413619167718,0.00126103404791929,0.0176544766708701,0.0113493064312736,0.00126103404791929,0.00630517023959647,0.0100882723833544,0.0340479192938209,0.00252206809583859,0,0,0,0,0,0,0,0,0,0.00378310214375788,0,0,0,0,0.00252206809583859,0,0,0,0,0,0,6,2,4,0,6,4,0,0,0,2,4,0.00756620428751576,0.00252206809583859,0.00504413619167718,0,0.00756620428751576,0.00504413619167718,0,0,0,0.00252206809583859,0.00504413619167718,793,646,1,5.62302273023359,0,0.00882723833543506,793,1,1,0,1,1,1,0
"2014-08-01","Cameroon",5,1,0,0,4,0,0,35,5,1,1,5,3,2,5,4,0,0,20,25,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0.00657894736842105,0.00131578947368421,0,0,0.00526315789473684,0,0,0.0460526315789474,0.00657894736842105,0.00131578947368421,0.00131578947368421,0.00657894736842105,0.00394736842105263,0.00263157894736842,0.00657894736842105,0.00526315789473684,0,0,0.0263157894736842,0.0328947368421053,0,0,0,0,0.00131578947368421,0.00263157894736842,0.00131578947368421,0,0,0,0.00131578947368421,0,0,0,0,0.00131578947368421,0,0,0.00131578947368421,0,0,0.00394736842105263,10,2,6,0,11,3,0,1,0,4,3,0.0131578947368421,0.00263157894736842,0.00789473684210526,0,0.0144736842105263,0.00394736842105263,0,0.00131578947368421,0,0.00526315789473684,0.00394736842105263,760,608,1,4.54266552020621,0.00131578947368421,0.0118421052631579,760,1,1,0,1,1,0,0
"2014-09-01","Cameroon",4,0,7,0,3,0,0,6,11,2,0,6,5,2,3,0,1,2,30,29,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0.00512163892445583,0,0.0089628681177977,0,0.00384122919334187,0,0,0.00768245838668374,0.0140845070422535,0.00256081946222791,0,0.00768245838668374,0.00640204865556978,0.00256081946222791,0.00384122919334187,0,0.00128040973111396,0.00256081946222791,0.0384122919334187,0.0371318822023047,0,0,0,0,0.00128040973111396,0,0,0,0,0,0.00128040973111396,0.00128040973111396,0,0,0,0.00384122919334187,0,0,0,0,0,0,4,1,0,0,5,3,0,0,0,5,3,0.00512163892445583,0.00128040973111396,0,0,0.00640204865556978,0.00384122919334187,0,0,0,0.00640204865556978,0.00384122919334187,781,654,1,4.00788181614555,0.00384122919334187,0.00512163892445583,781,1,1,0,1,1,0,0
"2014-10-01","Cameroon",7,1,4,0,6,1,1,12,11,3,0,4,2,0,5,2,0,1,26,24,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.00886075949367089,0.00126582278481013,0.00506329113924051,0,0.00759493670886076,0.00126582278481013,0.00126582278481013,0.0151898734177215,0.0139240506329114,0.00379746835443038,0,0.00506329113924051,0.00253164556962025,0,0.00632911392405063,0.00253164556962025,0,0.00126582278481013,0.0329113924050633,0.030379746835443,0.00126582278481013,0,0,0,0,0.00126582278481013,0.00886075949367089,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0.00126582278481013,0,9,4,1,1,4,1,0,1,0,6,4,0.0113924050632911,0.00506329113924051,0.00126582278481013,0.00126582278481013,0.00506329113924051,0.00126582278481013,0,0.00126582278481013,0,0.00759493670886076,0.00506329113924051,790,651,6,5.11143377424587,0,0.0139240506329114,790,1,1,0,1,1,1,0
"2014-11-01","Cameroon",4,1,17,0,2,1,0,5,7,3,0,2,3,4,3,3,1,0,14,19,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0.00753295668549906,0.00188323917137476,0.032015065913371,0,0.00376647834274953,0.00188323917137476,0,0.00941619585687382,0.0131826741996234,0.00564971751412429,0,0.00376647834274953,0.00564971751412429,0.00753295668549906,0.00564971751412429,0.00564971751412429,0.00188323917137476,0,0.0263653483992467,0.0357815442561205,0,0,0,0,0,0,0,0.00188323917137476,0,0,0.00376647834274953,0,0,0,0.00188323917137476,0.00188323917137476,0,0,0,0,0.00188323917137476,0.00188323917137476,4,2,2,0,7,2,0,0,0,1,0,0.00753295668549906,0.00376647834274953,0.00376647834274953,0,0.0131826741996234,0.00376647834274953,0,0,0,0.00188323917137476,0,531,428,2,5.04889703622151,0.00188323917137476,0.0112994350282486,531,1,1,0,1,1,1,0
"2014-12-01","Cameroon",7,0,13,0,3,2,0,2,12,21,0,3,1,0,3,3,2,1,31,29,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0.0110935023771791,0,0.0206022187004754,0,0.00475435816164818,0.00316957210776545,0,0.00316957210776545,0.0190174326465927,0.0332805071315372,0,0.00475435816164818,0.00158478605388273,0,0.00475435816164818,0.00475435816164818,0.00316957210776545,0.00158478605388273,0.0491283676703645,0.045958795562599,0,0.00158478605388273,0,0,0.00316957210776545,0,0,0,0,0,0.00158478605388273,0,0,0,0,0.00158478605388273,0,0,0.00316957210776545,0,0,0,6,8,1,0,10,1,1,0,0,1,1,0.00950871632329636,0.0126782884310618,0.00158478605388273,0,0.0158478605388273,0.00158478605388273,0.00158478605388273,0,0,0.00158478605388273,0.00158478605388273,631,470,2,2.83743592918003,0.00158478605388273,0.00950871632329636,631,1,1,0,1,1,1,1
"2015-01-01","Cameroon",10,0,3,1,8,0,0,6,3,4,0,24,4,1,11,2,1,3,35,76,3,0,0,0,1,0,5,2,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0.0117785630153121,0,0.00353356890459364,0.00117785630153121,0.0094228504122497,0,0,0.00706713780918728,0.00353356890459364,0.00471142520612485,0,0.0282685512367491,0.00471142520612485,0.00117785630153121,0.0129564193168433,0.00235571260306243,0.00117785630153121,0.00353356890459364,0.0412249705535925,0.0895170789163722,0.00353356890459364,0,0,0,0.00117785630153121,0,0.00588928150765607,0.00235571260306243,0,0,0.00235571260306243,0,0.00117785630153121,0,0,0.00235571260306243,0,0,0,0,0,0,1,0,3,0,9,3,0,0,0,1,0,0.00117785630153121,0,0.00353356890459364,0,0.0106007067137809,0.00353356890459364,0,0,0,0.00117785630153121,0,849,643,1,0.618886817203435,0.00353356890459364,0.0153121319199058,849,1,1,0,1,1,1,0
"2015-02-01","Cameroon",4,1,10,3,9,0,0,7,11,4,0,22,5,4,18,4,1,3,80,70,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00475059382422803,0.00118764845605701,0.0118764845605701,0.00356294536817102,0.0106888361045131,0,0,0.00831353919239905,0.0130641330166271,0.00475059382422803,0,0.0261282660332542,0.00593824228028504,0.00475059382422803,0.0213776722090261,0.00475059382422803,0.00118764845605701,0.00356294536817102,0.0950118764845606,0.0831353919239905,0,0,0,0,0.00118764845605701,0,0.00118764845605701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,3,0,0,0,3,5,0.00356294536817102,0.00712589073634204,0,0,0.00475059382422803,0.00356294536817102,0,0,0,0.00356294536817102,0.00593824228028504,842,566,1,0.320312704833585,0.00118764845605701,0.00118764845605701,842,1,1,0,1,1,1,0
"2015-03-01","Cameroon",4,2,9,1,10,1,0,12,10,2,0,16,4,1,9,3,0,1,14,32,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00508905852417303,0.00254452926208651,0.0114503816793893,0.00127226463104326,0.0127226463104326,0.00127226463104326,0,0.0152671755725191,0.0127226463104326,0.00254452926208651,0,0.0203562340966921,0.00508905852417303,0.00127226463104326,0.0114503816793893,0.00381679389312977,0,0.00127226463104326,0.0178117048346056,0.0407124681933842,0.00508905852417303,0,0,0,0,0,0,0.00127226463104326,0,0,0.00127226463104326,0,0,0,0,0.00127226463104326,0,0,0,0,0,0,6,1,2,0,3,0,0,0,0,3,3,0.00763358778625954,0.00127226463104326,0.00254452926208651,0,0.00381679389312977,0,0,0,0,0.00381679389312977,0.00381679389312977,786,639,2,3.87309673661412,0.00508905852417303,0.00381679389312977,786,1,1,0,1,1,1,0
"2015-04-01","Cameroon",4,2,15,0,4,3,1,18,6,4,0,5,4,5,5,2,1,1,26,19,3,0,0,0,0,0,3,0,2,0,1,0,0,0,1,6,0,0,0,0,0,0,0.00425531914893617,0.00212765957446809,0.0159574468085106,0,0.00425531914893617,0.00319148936170213,0.00106382978723404,0.0191489361702128,0.00638297872340425,0.00425531914893617,0,0.00531914893617021,0.00425531914893617,0.00531914893617021,0.00531914893617021,0.00212765957446809,0.00106382978723404,0.00106382978723404,0.0276595744680851,0.0202127659574468,0.00319148936170213,0,0,0,0,0,0.00319148936170213,0,0.00212765957446809,0,0.00106382978723404,0,0,0,0.00106382978723404,0.00638297872340425,0,0,0,0,0,0,5,7,2,0,13,3,0,0,0,4,5,0.00531914893617021,0.0074468085106383,0.00212765957446809,0,0.0138297872340426,0.00319148936170213,0,0,0,0.00425531914893617,0.00531914893617021,940,781,0,5.19678887461435,0.00106382978723404,0.0159574468085106,940,1,1,0,1,1,1,0
"2015-05-01","Cameroon",4,0,15,0,7,1,0,9,13,2,0,2,7,1,10,10,0,0,13,15,1,0,0,0,1,1,2,3,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0.00416666666666667,0,0.015625,0,0.00729166666666667,0.00104166666666667,0,0.009375,0.0135416666666667,0.00208333333333333,0,0.00208333333333333,0.00729166666666667,0.00104166666666667,0.0104166666666667,0.0104166666666667,0,0,0.0135416666666667,0.015625,0.00104166666666667,0,0,0,0.00104166666666667,0.00104166666666667,0.00208333333333333,0.003125,0,0,0.003125,0,0,0,0.00104166666666667,0.00208333333333333,0,0,0,0,0,0,10,4,1,0,12,2,1,0,0,5,2,0.0104166666666667,0.00416666666666667,0.00104166666666667,0,0.0125,0.00208333333333333,0.00104166666666667,0,0,0.00520833333333333,0.00208333333333333,960,817,2,6.50244576555282,0.00625,0.00833333333333333,960,1,1,0,1,1,1,0
"2015-06-01","Cameroon",12,5,11,1,18,0,1,26,28,2,0,3,11,1,10,5,1,2,16,24,0,0,0,0,1,0,0,2,1,0,8,0,0,0,5,3,1,0,3,0,0,0,0.00855310049893086,0.00356379187455453,0.00784034212401996,0.000712758374910905,0.0128296507483963,0,0.000712758374910905,0.0185317177476835,0.0199572344975053,0.00142551674982181,0,0.00213827512473272,0.00784034212401996,0.000712758374910905,0.00712758374910905,0.00356379187455453,0.000712758374910905,0.00142551674982181,0.0114041339985745,0.0171062009978617,0,0,0,0,0.000712758374910905,0,0,0.00142551674982181,0.000712758374910905,0,0.00570206699928724,0,0,0,0.00356379187455453,0.00213827512473272,0.000712758374910905,0,0.00213827512473272,0,0,0,15,11,5,1,12,13,3,0,0,12,5,0.0106913756236636,0.00784034212401996,0.00356379187455453,0.000712758374910905,0.00855310049893086,0.00926585887384177,0.00213827512473272,0,0,0.00855310049893086,0.00356379187455453,1403,1163,0,6.76810227984163,0.000712758374910905,0.0163934426229508,1403,1,1,0,1,1,1,0
"2015-07-01","Cameroon",23,0,12,2,22,0,0,31,16,9,6,15,15,2,9,8,2,4,89,57,0,1,0,0,0,0,0,0,0,0,6,0,0,0,4,1,0,0,1,0,1,0,0.0126234906695939,0,0.00658616904500549,0.00109769484083425,0.0120746432491767,0,0,0.0170142700329308,0.00878155872667398,0.00493962678375412,0.00329308452250274,0.00823271130625686,0.00823271130625686,0.00109769484083425,0.00493962678375412,0.00439077936333699,0.00109769484083425,0.0021953896816685,0.048847420417124,0.0312843029637761,0,0.000548847420417124,0,0,0,0,0,0,0,0,0.00329308452250274,0,0,0,0.0021953896816685,0.000548847420417124,0,0,0.000548847420417124,0,0.000548847420417124,0,32,6,1,0,16,13,0,1,0,14,21,0.017563117453348,0.00329308452250274,0.000548847420417124,0,0.00878155872667398,0.00713501646542261,0,0.000548847420417124,0,0.00768386388583974,0.0115257958287596,1822,1400,1,3.89595618992893,0.000548847420417124,0.00713501646542261,1822,1,1,0,1,1,1,0
"2015-08-01","Cameroon",14,8,10,1,7,1,0,18,13,2,1,15,4,3,6,6,8,5,41,24,3,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,1,0,1,0,1,0,0.00945307224848076,0.00540175557056043,0.00675219446320054,0.000675219446320054,0.00472653612424038,0.000675219446320054,0,0.012153950033761,0.0087778528021607,0.00135043889264011,0.000675219446320054,0.0101282916948008,0.00270087778528022,0.00202565833896016,0.00405131667792032,0.00405131667792032,0.00540175557056043,0.00337609723160027,0.0276839972991222,0.0162052667116813,0.00202565833896016,0,0,0,0,0,0,0.000675219446320054,0.00135043889264011,0,0.00135043889264011,0,0,0,0.000675219446320054,0,0.000675219446320054,0,0.000675219446320054,0,0.000675219446320054,0,19,8,3,0,12,2,0,0,1,7,11,0.012829169480081,0.00540175557056043,0.00202565833896016,0,0.00810263335584065,0.00135043889264011,0,0,0.000675219446320054,0.00472653612424038,0.00742741390952059,1481,1235,1,3.94489131470566,0.00202565833896016,0.00607697501688049,1481,1,1,0,1,1,1,0
"2015-09-01","Cameroon",22,0,13,1,8,3,1,8,20,7,0,6,4,7,12,6,2,3,69,36,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0.014030612244898,0,0.00829081632653061,0.000637755102040816,0.00510204081632653,0.00191326530612245,0.000637755102040816,0.00510204081632653,0.0127551020408163,0.00446428571428571,0,0.0038265306122449,0.00255102040816327,0.00446428571428571,0.0076530612244898,0.0038265306122449,0.00127551020408163,0.00191326530612245,0.0440051020408163,0.0229591836734694,0,0,0,0,0,0.00127551020408163,0,0,0,0,0.00127551020408163,0,0,0,0,0.000637755102040816,0,0,0.00127551020408163,0,0,0,10,8,4,0,20,6,1,0,1,13,11,0.00637755102040816,0.00510204081632653,0.00255102040816327,0,0.0127551020408163,0.0038265306122449,0.000637755102040816,0,0.000637755102040816,0.00829081632653061,0.00701530612244898,1568,1270,2,4.93178587870931,0.000637755102040816,0.0038265306122449,1568,1,1,0,1,1,0,0
"2015-10-01","Cameroon",13,5,21,3,6,1,0,19,17,3,1,43,4,8,5,6,1,3,41,58,0,0,0,0,0,0,1,1,0,0,7,0,0,1,1,2,0,0,5,0,0,0,0.00734463276836158,0.00282485875706215,0.011864406779661,0.00169491525423729,0.00338983050847458,0.000564971751412429,0,0.0107344632768362,0.0096045197740113,0.00169491525423729,0.000564971751412429,0.0242937853107345,0.00225988700564972,0.00451977401129944,0.00282485875706215,0.00338983050847458,0.000564971751412429,0.00169491525423729,0.0231638418079096,0.0327683615819209,0,0,0,0,0,0,0.000564971751412429,0.000564971751412429,0,0,0.00395480225988701,0,0,0.000564971751412429,0.000564971751412429,0.00112994350282486,0,0,0.00282485875706215,0,0,0,11,8,4,0,14,5,0,0,1,14,4,0.00621468926553672,0.00451977401129944,0.00225988700564972,0,0.00790960451977401,0.00282485875706215,0,0,0.000564971751412429,0.00790960451977401,0.00225988700564972,1770,1454,1,3.2801969446381,0.000564971751412429,0.0101694915254237,1770,1,1,0,1,1,1,0
"2015-11-01","Cameroon",15,1,26,4,5,1,2,18,23,7,6,8,18,8,13,5,0,5,62,24,1,0,1,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0.0097911227154047,0.000652741514360313,0.0169712793733681,0.00261096605744125,0.00326370757180157,0.000652741514360313,0.00130548302872063,0.0117493472584856,0.0150130548302872,0.00456919060052219,0.00391644908616188,0.00522193211488251,0.0117493472584856,0.00522193211488251,0.00848563968668407,0.00326370757180157,0,0.00326370757180157,0.0404699738903394,0.0156657963446475,0.000652741514360313,0,0.000652741514360313,0,0,0,0,0,0.000652741514360313,0,0.00195822454308094,0,0,0,0,0.000652741514360313,0,0,0,0,0.000652741514360313,0.000652741514360313,20,3,2,0,10,11,1,0,1,9,12,0.0130548302872063,0.00195822454308094,0.00130548302872063,0,0.00652741514360313,0.00718015665796345,0.000652741514360313,0,0.000652741514360313,0.00587467362924282,0.00783289817232376,1532,1224,2,6.15587493625136,0.00130548302872063,0.00456919060052219,1532,1,1,0,1,1,1,0
