"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","journalducameroun.com","camerounweb.com","X237actu.com","X237online.com","cameroonvoice.com","lebledparle.com","thesunnewspaper.cm"
"2015-12-01","Cameroon",13,4,28,4,7,2,0,15,26,8,0,8,27,7,6,2,1,1,51,38,0,0,0,0,0,2,1,0,0,0,7,0,0,0,1,8,0,0,2,1,1,1,0.00825921219822109,0.00254129606099111,0.0177890724269377,0.00254129606099111,0.00444726810673443,0.00127064803049555,0,0.00952986022871665,0.0165184243964422,0.00508259212198221,0,0.00508259212198221,0.01715374841169,0.00444726810673443,0.00381194409148666,0.00127064803049555,0.000635324015247776,0.000635324015247776,0.0324015247776366,0.0241423125794155,0,0,0,0,0,0.00127064803049555,0.000635324015247776,0,0,0,0.00444726810673443,0,0,0,0.000635324015247776,0.00508259212198221,0,0,0.00127064803049555,0.000635324015247776,0.000635324015247776,0.000635324015247776,9,8,3,0,15,15,4,0,0,15,14,0.00571791613722999,0.00508259212198221,0.00190597204574333,0,0.00952986022871665,0.00952986022871665,0.00254129606099111,0,0,0.00952986022871665,0.00889453621346887,1574,1256,1,5.86489337609474,0.00508259212198221,0.0101651842439644,1574,1,1,0,1,1,1,0
"2016-01-01","Cameroon",10,2,23,6,7,0,1,7,17,8,0,8,18,3,9,4,0,2,91,47,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,4,0,0,1,0,0,1,0.00598802395209581,0.00119760479041916,0.0137724550898204,0.00359281437125748,0.00419161676646707,0,0.000598802395209581,0.00419161676646707,0.0101796407185629,0.00479041916167665,0,0.00479041916167665,0.0107784431137725,0.00179640718562874,0.00538922155688623,0.00239520958083832,0,0.00119760479041916,0.0544910179640719,0.0281437125748503,0,0.000598802395209581,0,0,0,0,0,0.000598802395209581,0,0,0.0029940119760479,0,0,0,0,0.00239520958083832,0,0,0.000598802395209581,0,0,0.000598802395209581,10,6,4,0,18,7,0,1,2,7,6,0.00598802395209581,0.00359281437125748,0.00239520958083832,0,0.0107784431137725,0.00419161676646707,0,0.000598802395209581,0.00119760479041916,0.00419161676646707,0.00359281437125748,1670,1353,0,4.65289418135413,0.000598802395209581,0.00718562874251497,1670,1,1,0,1,1,1,0
"2016-02-01","Cameroon",2,1,38,6,5,2,0,19,13,11,0,4,4,5,10,2,1,0,67,31,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0.00140252454417952,0.000701262272089762,0.0266479663394109,0.00420757363253857,0.00350631136044881,0.00140252454417952,0,0.0133239831697055,0.0091164095371669,0.00771388499298738,0,0.00280504908835905,0.00280504908835905,0.00350631136044881,0.00701262272089762,0.00140252454417952,0.000701262272089762,0,0.046984572230014,0.0217391304347826,0,0,0,0,0,0,0,0,0,0,0.00140252454417952,0,0,0,0.00210378681626928,0,0,0,0,0,0.000701262272089762,0,10,13,3,0,13,2,2,0,0,8,7,0.00701262272089762,0.0091164095371669,0.00210378681626928,0,0.0091164095371669,0.00140252454417952,0.00140252454417952,0,0,0.00561009817671809,0.00490883590462833,1426,1153,0,4.05578343284103,0,0.00420757363253857,1426,1,1,0,1,1,1,0
"2016-03-01","Cameroon",15,7,37,3,10,1,2,14,33,13,0,4,8,2,17,10,1,12,24,22,0,0,0,0,0,1,0,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0.00952380952380952,0.00444444444444444,0.0234920634920635,0.0019047619047619,0.00634920634920635,0.000634920634920635,0.00126984126984127,0.00888888888888889,0.020952380952381,0.00825396825396825,0,0.00253968253968254,0.00507936507936508,0.00126984126984127,0.0107936507936508,0.00634920634920635,0.000634920634920635,0.00761904761904762,0.0152380952380952,0.013968253968254,0,0,0,0,0,0.000634920634920635,0,0,0.0019047619047619,0,0.0019047619047619,0,0,0,0.000634920634920635,0,0,0,0,0,0,0,22,10,6,0,24,3,0,0,0,5,6,0.013968253968254,0.00634920634920635,0.00380952380952381,0,0.0152380952380952,0.0019047619047619,0,0,0,0.00317460317460317,0.00380952380952381,1575,1277,0,7.44572178674129,0.000634920634920635,0.00444444444444444,1575,1,1,0,1,1,1,0
"2016-04-01","Cameroon",14,2,15,2,12,0,0,12,22,8,0,2,16,2,6,6,0,2,16,35,0,0,0,0,0,1,0,3,0,0,5,0,0,0,2,0,0,0,3,0,0,0,0.0089171974522293,0.00127388535031847,0.00955414012738853,0.00127388535031847,0.00764331210191083,0,0,0.00764331210191083,0.0140127388535032,0.00509554140127389,0,0.00127388535031847,0.0101910828025478,0.00127388535031847,0.00382165605095541,0.00382165605095541,0,0.00127388535031847,0.0101910828025478,0.0222929936305732,0,0,0,0,0,0.000636942675159236,0,0.00191082802547771,0,0,0.00318471337579618,0,0,0,0.00127388535031847,0,0,0,0.00191082802547771,0,0,0,12,5,11,0,30,5,3,0,0,6,6,0.00764331210191083,0.00318471337579618,0.00700636942675159,0,0.0191082802547771,0.00318471337579618,0.00191082802547771,0,0,0.00382165605095541,0.00382165605095541,1570,1338,0,6.35007454439856,0,0.0089171974522293,1570,1,1,1,1,1,1,0
"2016-05-01","Cameroon",18,5,7,0,15,1,0,36,18,6,0,3,16,4,11,4,3,1,20,26,0,0,0,0,0,0,0,0,0,1,6,0,1,0,3,1,0,0,0,1,1,1,0.0106508875739645,0.0029585798816568,0.00414201183431953,0,0.00887573964497041,0.000591715976331361,0,0.021301775147929,0.0106508875739645,0.00355029585798817,0,0.00177514792899408,0.00946745562130178,0.00236686390532544,0.00650887573964497,0.00236686390532544,0.00177514792899408,0.000591715976331361,0.0118343195266272,0.0153846153846154,0,0,0,0,0,0,0,0,0,0.000591715976331361,0.00355029585798817,0,0.000591715976331361,0,0.00177514792899408,0.000591715976331361,0,0,0,0.000591715976331361,0.000591715976331361,0.000591715976331361,10,9,7,2,21,6,0,0,2,6,7,0.00591715976331361,0.00532544378698225,0.00414201183431953,0.00118343195266272,0.0124260355029586,0.00355029585798817,0,0,0.00118343195266272,0.00355029585798817,0.00414201183431953,1690,1439,3,5.91829576394621,0,0.00887573964497041,1690,1,1,1,1,1,1,0
"2016-06-01","Cameroon",14,1,18,0,8,1,2,48,32,29,1,6,19,11,7,3,1,1,26,15,0,0,0,0,0,1,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0078740157480315,0.000562429696287964,0.0101237345331834,0,0.00449943757030371,0.000562429696287964,0.00112485939257593,0.0269966254218223,0.0179977502812148,0.016310461192351,0.000562429696287964,0.00337457817772778,0.0106861642294713,0.0061867266591676,0.00393700787401575,0.00168728908886389,0.000562429696287964,0.000562429696287964,0.0146231721034871,0.00843644544431946,0,0,0,0,0,0.000562429696287964,0.00112485939257593,0,0.000562429696287964,0,0.000562429696287964,0,0,0,0.000562429696287964,0.000562429696287964,0,0,0,0,0,0.000562429696287964,12,5,10,1,30,23,1,3,2,10,13,0.00674915635545557,0.00281214848143982,0.00562429696287964,0.000562429696287964,0.0168728908886389,0.0129358830146232,0.000562429696287964,0.00168728908886389,0.00112485939257593,0.00562429696287964,0.00731158605174353,1778,1447,1,6.49089434404308,0.00168728908886389,0.00281214848143982,1778,1,1,1,1,1,1,0
"2016-07-01","Cameroon",11,2,14,1,8,3,0,16,25,10,3,9,13,2,9,5,0,4,18,26,0,1,0,0,0,3,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,1,0.00779036827195467,0.00141643059490085,0.00991501416430595,0.000708215297450425,0.0056657223796034,0.00212464589235127,0,0.0113314447592068,0.0177053824362606,0.00708215297450425,0.00212464589235127,0.00637393767705382,0.00920679886685552,0.00141643059490085,0.00637393767705382,0.00354107648725212,0,0.0028328611898017,0.0127478753541076,0.018413597733711,0,0.000708215297450425,0,0,0,0.00212464589235127,0,0,0,0,0.00141643059490085,0,0,0,0.00141643059490085,0.000708215297450425,0,0,0,0,0.000708215297450425,0.000708215297450425,15,4,5,1,24,9,1,2,1,7,9,0.0106232294617564,0.0028328611898017,0.00354107648725212,0.000708215297450425,0.0169971671388102,0.00637393767705382,0.000708215297450425,0.00141643059490085,0.000708215297450425,0.00495750708215297,0.00637393767705382,1412,1167,0,6.17657285719289,0,0.00779036827195467,1412,1,1,0,1,1,0,0
"2016-08-01","Cameroon",15,1,17,1,8,2,0,8,24,4,3,3,9,11,7,2,1,2,25,23,0,0,1,0,0,0,1,1,3,0,2,0,0,0,0,0,0,0,3,4,0,0,0.00920810313075507,0.000613873542050338,0.0104358502148557,0.000613873542050338,0.0049109883364027,0.00122774708410068,0,0.0049109883364027,0.0147329650092081,0.00245549416820135,0.00184162062615101,0.00184162062615101,0.00552486187845304,0.00675260896255371,0.00429711479435236,0.00122774708410068,0.000613873542050338,0.00122774708410068,0.0153468385512584,0.0141190914671578,0,0,0.000613873542050338,0,0,0,0.000613873542050338,0.000613873542050338,0.00184162062615101,0,0.00122774708410068,0,0,0,0,0,0,0,0.00184162062615101,0.00245549416820135,0,0,23,6,14,0,20,6,4,0,3,11,10,0.0141190914671578,0.00368324125230203,0.00859422958870473,0,0.0122774708410068,0.00368324125230203,0.00245549416820135,0,0.00184162062615101,0.00675260896255371,0.00613873542050338,1629,1379,1,6.0601165603796,0,0.00920810313075507,1629,1,1,0,1,1,1,0
"2016-09-01","Cameroon",11,1,18,4,3,0,0,25,18,3,0,7,9,7,13,9,0,1,22,11,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,1,0,1,3,0,0,0,0.00751366120218579,0.000683060109289617,0.0122950819672131,0.00273224043715847,0.00204918032786885,0,0,0.0170765027322404,0.0122950819672131,0.00204918032786885,0,0.00478142076502732,0.00614754098360656,0.00478142076502732,0.00887978142076503,0.00614754098360656,0,0.000683060109289617,0.0150273224043716,0.00751366120218579,0,0,0,0,0,0.000683060109289617,0.000683060109289617,0.000683060109289617,0,0,0.00136612021857923,0,0,0,0.000683060109289617,0.000683060109289617,0,0.000683060109289617,0.00204918032786885,0,0,0,9,3,2,0,13,9,1,0,0,7,2,0.00614754098360656,0.00204918032786885,0.00136612021857923,0,0.00887978142076503,0.00614754098360656,0.000683060109289617,0,0,0.00478142076502732,0.00136612021857923,1464,1259,0,6.22994079168497,0,0.00751366120218579,1464,1,1,0,1,1,1,0
"2016-10-01","Cameroon",7,2,14,0,8,0,0,76,34,3,1,6,14,2,17,4,0,3,16,13,1,1,0,0,0,0,0,2,0,0,2,0,0,1,2,1,0,0,1,1,0,2,0.00437773608505316,0.00125078173858662,0.00875547217010632,0,0.00500312695434647,0,0,0.0475297060662914,0.0212632895559725,0.00187617260787992,0.000625390869293308,0.00375234521575985,0.00875547217010632,0.00125078173858662,0.0106316447779862,0.00250156347717323,0,0.00187617260787992,0.0100062539086929,0.00813008130081301,0.000625390869293308,0.000625390869293308,0,0,0,0,0,0.00125078173858662,0,0,0.00125078173858662,0,0,0.000625390869293308,0.00125078173858662,0.000625390869293308,0,0,0.000625390869293308,0.000625390869293308,0,0.00125078173858662,11,11,4,0,19,4,1,0,2,4,8,0.00687929956222639,0.00687929956222639,0.00250156347717323,0,0.0118824265165729,0.00250156347717323,0.000625390869293308,0,0.00125078173858662,0.00250156347717323,0.00500312695434647,1599,1326,1,6.68484590971389,0.00500312695434647,0.00375234521575985,1599,1,1,0,1,1,1,0
"2016-11-01","Cameroon",14,1,18,0,9,0,0,21,22,11,0,7,12,6,48,11,2,2,27,30,0,2,1,1,0,1,1,0,0,0,4,0,0,0,1,2,0,1,4,0,0,0,0.0103321033210332,0.000738007380073801,0.0132841328413284,0,0.00664206642066421,0,0,0.0154981549815498,0.0162361623616236,0.00811808118081181,0,0.00516605166051661,0.00885608856088561,0.0044280442804428,0.0354243542435424,0.00811808118081181,0.0014760147601476,0.0014760147601476,0.0199261992619926,0.022140221402214,0,0.0014760147601476,0.000738007380073801,0.000738007380073801,0,0.000738007380073801,0.000738007380073801,0,0,0,0.0029520295202952,0,0,0,0.000738007380073801,0.0014760147601476,0,0.000738007380073801,0.0029520295202952,0,0,0,8,6,3,0,13,9,0,0,2,3,6,0.00590405904059041,0.0044280442804428,0.0022140221402214,0,0.00959409594095941,0.00664206642066421,0,0,0.0014760147601476,0.0022140221402214,0.0044280442804428,1355,1070,0,5.84758450858278,0.0022140221402214,0.011070110701107,1355,1,1,0,1,1,1,0
"2016-12-01","Cameroon",9,6,9,2,21,1,1,14,25,6,0,4,13,10,31,2,1,4,26,20,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00748752079866889,0.00499168053244592,0.00748752079866889,0.00166389351081531,0.0174708818635607,0.000831946755407654,0.000831946755407654,0.0116472545757072,0.0207986688851913,0.00499168053244592,0,0.00332778702163062,0.0108153078202995,0.00831946755407654,0.0257903494176373,0.00166389351081531,0.000831946755407654,0.00332778702163062,0.021630615640599,0.0166389351081531,0.00166389351081531,0,0.000831946755407654,0,0,0.00166389351081531,0,0,0,0,0,0,0,0,0,0.000831946755407654,0,0,0,0,0,0,5,7,3,0,8,7,2,1,2,3,2,0.00415973377703827,0.00582362728785358,0.00249584026622296,0,0.00665557404326123,0.00582362728785358,0.00166389351081531,0.000831946755407654,0.00166389351081531,0.00249584026622296,0.00166389351081531,1202,967,5,7.03606116618125,0,0.00499168053244592,1202,1,1,1,1,1,1,1
"2017-01-01","Cameroon",8,15,20,1,11,1,0,18,19,10,0,1,12,2,14,5,0,4,23,10,2,0,0,0,3,0,1,1,3,0,2,0,1,0,1,3,0,0,0,0,1,0,0.00655200655200655,0.0122850122850123,0.0163800163800164,0.000819000819000819,0.00900900900900901,0.000819000819000819,0,0.0147420147420147,0.0155610155610156,0.00819000819000819,0,0.000819000819000819,0.00982800982800983,0.00163800163800164,0.0114660114660115,0.0040950040950041,0,0.00327600327600328,0.0188370188370188,0.00819000819000819,0.00163800163800164,0,0,0,0.00245700245700246,0,0.000819000819000819,0.000819000819000819,0.00245700245700246,0,0.00163800163800164,0,0.000819000819000819,0,0.000819000819000819,0.00245700245700246,0,0,0,0,0.000819000819000819,0,4,1,6,0,8,11,1,0,2,0,4,0.00327600327600328,0.000819000819000819,0.00491400491400491,0,0.00655200655200655,0.00900900900900901,0.000819000819000819,0,0.00163800163800164,0,0.00327600327600328,1221,1019,2,7.283633556583,0.00573300573300573,0.00900900900900901,1221,1,1,1,1,1,1,1
"2017-02-01","Cameroon",9,11,8,1,14,0,0,10,27,3,0,1,8,6,9,4,0,4,23,5,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4,1,1,1,0,0.00718276137270551,0.00877893056664006,0.00638467677573823,0.000798084596967279,0.0111731843575419,0,0,0.00798084596967279,0.0215482841181165,0.00239425379090184,0,0.000798084596967279,0.00638467677573823,0.00478850758180367,0.00718276137270551,0.00319233838786911,0,0.00319233838786911,0.0183559457302474,0.00399042298483639,0,0,0.000798084596967279,0,0,0,0,0,0.000798084596967279,0,0.00159616919393456,0,0.000798084596967279,0,0,0,0,0.00319233838786911,0.000798084596967279,0.000798084596967279,0.000798084596967279,0,11,5,2,1,13,5,1,0,3,2,9,0.00877893056664006,0.00399042298483639,0.00159616919393456,0.000798084596967279,0.0103750997605746,0.00399042298483639,0.000798084596967279,0,0.00239425379090184,0.00159616919393456,0.00718276137270551,1253,1065,3,7.444884519556,0.00159616919393456,0.00798084596967279,1253,1,1,0,1,1,1,1
"2017-03-01","Cameroon",7,6,11,1,9,1,0,32,27,2,3,2,3,3,24,9,1,2,10,18,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0.00603968938740293,0.00517687661777394,0.0094909404659189,0.000862812769628991,0.00776531492666091,0.000862812769628991,0,0.0276100086281277,0.0232959447799827,0.00172562553925798,0.00258843830888697,0.00172562553925798,0.00258843830888697,0.00258843830888697,0.0207075064710958,0.00776531492666091,0.000862812769628991,0.00172562553925798,0.00862812769628991,0.0155306298533218,0,0,0,0.000862812769628991,0,0.000862812769628991,0,0.00172562553925798,0,0,0,0,0,0,0,0.000862812769628991,0,0,0.000862812769628991,0,0.000862812769628991,0.000862812769628991,19,7,5,0,13,6,1,0,2,9,9,0.0163934426229508,0.00603968938740293,0.00431406384814495,0,0.0112165660051769,0.00517687661777394,0.000862812769628991,0,0.00172562553925798,0.00776531492666091,0.00776531492666091,1159,923,0,6.88908508724064,0.00172562553925798,0.00517687661777394,1159,1,1,0,1,1,1,1
"2017-04-01","Cameroon",4,13,21,1,4,1,1,14,44,1,0,3,18,1,24,4,0,6,15,13,0,0,0,0,2,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,0.0039564787339268,0.0128585558852621,0.0207715133531157,0.000989119683481701,0.0039564787339268,0.000989119683481701,0.000989119683481701,0.0138476755687438,0.0435212660731949,0.000989119683481701,0,0.0029673590504451,0.0178041543026706,0.000989119683481701,0.0237388724035608,0.0039564787339268,0,0.00593471810089021,0.0148367952522255,0.0128585558852621,0,0,0,0,0.0019782393669634,0.000989119683481701,0,0,0.000989119683481701,0,0.0029673590504451,0,0.000989119683481701,0,0.000989119683481701,0,0,0,0,0,0.000989119683481701,0,4,3,6,2,11,1,3,1,1,10,9,0.0039564787339268,0.0029673590504451,0.00593471810089021,0.0019782393669634,0.0108803165182987,0.000989119683481701,0.0029673590504451,0.000989119683481701,0.000989119683481701,0.00989119683481701,0.00890207715133531,1011,793,1,9.6732241881458,0.000989119683481701,0.00890207715133531,1011,1,1,0,1,1,1,1
"2017-05-01","Cameroon",8,4,19,1,7,0,0,12,23,7,1,5,17,5,30,8,0,3,20,19,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,5,0,0.00693240901213172,0.00346620450606586,0.0164644714038128,0.000866551126516464,0.00606585788561525,0,0,0.0103986135181976,0.0199306759098787,0.00606585788561525,0.000866551126516464,0.00433275563258232,0.0147313691507799,0.00433275563258232,0.0259965337954939,0.00693240901213172,0,0.00259965337954939,0.0173310225303293,0.0164644714038128,0,0,0,0,0,0,0.000866551126516464,0,0,0,0.00346620450606586,0,0,0,0,0,0.000866551126516464,0,0,0,0.00433275563258232,0,16,11,7,0,16,5,1,1,1,11,11,0.0138648180242634,0.00953206239168111,0.00606585788561525,0,0.0138648180242634,0.00433275563258232,0.000866551126516464,0.000866551126516464,0.000866551126516464,0.00953206239168111,0.00953206239168111,1154,902,2,7.13256178615727,0,0.00953206239168111,1154,1,1,0,1,1,1,1
"2017-06-01","Cameroon",6,0,26,7,6,0,1,16,32,4,0,6,21,3,14,4,0,4,46,12,1,0,0,0,1,0,0,1,1,0,0,0,0,0,2,3,1,0,1,1,1,0,0.00449438202247191,0,0.0194756554307116,0.0052434456928839,0.00449438202247191,0,0.000749063670411985,0.0119850187265918,0.0239700374531835,0.00299625468164794,0,0.00449438202247191,0.0157303370786517,0.00224719101123596,0.0104868913857678,0.00299625468164794,0,0.00299625468164794,0.0344569288389513,0.00898876404494382,0.000749063670411985,0,0,0,0.000749063670411985,0,0,0.000749063670411985,0.000749063670411985,0,0,0,0,0,0.00149812734082397,0.00224719101123596,0.000749063670411985,0,0.000749063670411985,0.000749063670411985,0.000749063670411985,0,14,14,10,0,18,4,1,0,0,12,9,0.0104868913857678,0.0104868913857678,0.00749063670411985,0,0.0134831460674157,0.00299625468164794,0.000749063670411985,0,0,0.00898876404494382,0.00674157303370787,1335,1064,12,6.87518233838322,0.00449438202247191,0.0052434456928839,1335,1,1,0,1,1,1,1
"2017-07-01","Cameroon",7,1,21,1,4,2,0,37,27,8,1,1,11,11,6,14,0,3,51,17,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,1,0,0,0,1,0,0,0.00497159090909091,0.000710227272727273,0.0149147727272727,0.000710227272727273,0.00284090909090909,0.00142045454545455,0,0.0262784090909091,0.0191761363636364,0.00568181818181818,0.000710227272727273,0.000710227272727273,0.0078125,0.0078125,0.00426136363636364,0.00994318181818182,0,0.00213068181818182,0.0362215909090909,0.0120738636363636,0,0,0,0,0,0.000710227272727273,0.000710227272727273,0,0,0,0.00284090909090909,0.000710227272727273,0,0,0,0.000710227272727273,0,0,0,0.000710227272727273,0,0,8,3,5,0,15,2,4,2,0,10,10,0.00568181818181818,0.00213068181818182,0.00355113636363636,0,0.0106534090909091,0.00142045454545455,0.00284090909090909,0.00142045454545455,0,0.00710227272727273,0.00710227272727273,1408,1132,4,6.78458696510689,0.000710227272727273,0.00568181818181818,1408,1,1,0,1,1,1,1
"2017-08-01","Cameroon",12,4,22,3,2,7,0,20,29,2,0,7,9,6,3,12,3,5,25,17,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0.00888888888888889,0.00296296296296296,0.0162962962962963,0.00222222222222222,0.00148148148148148,0.00518518518518519,0,0.0148148148148148,0.0214814814814815,0.00148148148148148,0,0.00518518518518519,0.00666666666666667,0.00444444444444444,0.00222222222222222,0.00888888888888889,0.00222222222222222,0.0037037037037037,0.0185185185185185,0.0125925925925926,0,0,0,0,0,0,0,0,0.000740740740740741,0,0.00222222222222222,0,0,0,0,0.000740740740740741,0,0,0,0,0.000740740740740741,0,14,1,7,2,18,4,5,0,1,7,10,0.0103703703703704,0.000740740740740741,0.00518518518518519,0.00148148148148148,0.0133333333333333,0.00296296296296296,0.0037037037037037,0,0.000740740740740741,0.00518518518518519,0.00740740740740741,1350,1105,1,6.90157673019299,0.000740740740740741,0.0037037037037037,1350,1,1,0,1,1,1,1
"2017-09-01","Cameroon",8,10,14,3,7,1,0,61,27,7,10,7,14,8,31,10,1,3,28,28,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0.0060882800608828,0.0076103500761035,0.0106544901065449,0.00228310502283105,0.00532724505327245,0.00076103500761035,0,0.0464231354642314,0.0205479452054795,0.00532724505327245,0.0076103500761035,0.00532724505327245,0.0106544901065449,0.0060882800608828,0.0235920852359209,0.0076103500761035,0.00076103500761035,0.00228310502283105,0.0213089802130898,0.0213089802130898,0,0,0,0,0.00076103500761035,0,0,0,0,0,0.0015220700152207,0,0,0,0,0.00076103500761035,0,0,0,0,0,0.00076103500761035,11,9,6,0,13,2,5,0,5,2,6,0.00837138508371385,0.00684931506849315,0.0045662100456621,0,0.00989345509893455,0.0015220700152207,0.00380517503805175,0,0.00380517503805175,0.0015220700152207,0.0045662100456621,1314,991,3,6.58222428574106,0.0015220700152207,0.00228310502283105,1314,0,1,1,1,1,0,1
"2017-10-01","Cameroon",11,5,29,3,21,5,2,27,27,4,2,14,24,4,44,8,3,10,47,17,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0.00632183908045977,0.0028735632183908,0.0166666666666667,0.00172413793103448,0.0120689655172414,0.0028735632183908,0.00114942528735632,0.0155172413793103,0.0155172413793103,0.00229885057471264,0.00114942528735632,0.00804597701149425,0.0137931034482759,0.00229885057471264,0.0252873563218391,0.00459770114942529,0.00172413793103448,0.00574712643678161,0.0270114942528736,0.00977011494252874,0.000574712643678161,0,0,0,0,0,0,0.000574712643678161,0.000574712643678161,0,0.000574712643678161,0,0,0,0.000574712643678161,0,0,0,0.000574712643678161,0,0,0,20,10,7,0,15,5,4,0,2,14,12,0.0114942528735632,0.00574712643678161,0.00402298850574713,0,0.00862068965517241,0.0028735632183908,0.00229885057471264,0,0.00114942528735632,0.00804597701149425,0.00689655172413793,1740,1364,2,6.70496451767515,0.00114942528735632,0.00229885057471264,1740,0,1,1,1,1,1,1
"2017-11-01","Cameroon",18,1,12,2,13,3,2,99,23,8,6,7,12,3,22,15,4,4,53,34,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0100278551532033,0.000557103064066852,0.00668523676880223,0.0011142061281337,0.00724233983286908,0.00167130919220056,0.0011142061281337,0.0551532033426184,0.0128133704735376,0.00445682451253482,0.00334261838440111,0.00389972144846797,0.00668523676880223,0.00167130919220056,0.0122562674094708,0.00835654596100279,0.00222841225626741,0.00222841225626741,0.0295264623955432,0.018941504178273,0,0,0,0,0,0.0011142061281337,0.000557103064066852,0,0.000557103064066852,0,0.000557103064066852,0,0,0,0,0.000557103064066852,0,0,0.000557103064066852,0,0,0.000557103064066852,20,5,7,0,18,16,2,2,3,28,17,0.011142061281337,0.00278551532033426,0.00389972144846797,0,0.0100278551532033,0.00891364902506964,0.0011142061281337,0.0011142061281337,0.00167130919220056,0.0155988857938719,0.00947075208913649,1795,1348,6,5.70699035546949,0,0.00445682451253482,1795,0,1,1,1,1,0,1
"2017-12-01","Cameroon",23,7,17,0,13,3,3,16,37,5,2,19,17,6,9,9,0,2,33,28,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,1,0,1,0,0.0151915455746367,0.00462351387054161,0.0112285336856011,0,0.00858652575957728,0.00198150594451783,0.00198150594451783,0.0105680317040951,0.0244385733157199,0.00330250990752972,0.00132100396301189,0.0125495376486129,0.0112285336856011,0.00396301188903567,0.0059445178335535,0.0059445178335535,0,0.00132100396301189,0.0217965653896962,0.0184940554821664,0,0,0,0,0,0,0.000660501981505945,0,0.00264200792602378,0,0.00198150594451783,0,0,0,0,0,0,0,0.000660501981505945,0,0.000660501981505945,0,25,8,6,0,17,9,0,0,0,9,12,0.0165125495376486,0.00528401585204756,0.00396301188903567,0,0.0112285336856011,0.0059445178335535,0,0,0,0.0059445178335535,0.00792602377807133,1514,1192,2,7.08707210421489,0,0.00660501981505945,1514,0,1,1,1,1,1,1
