"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","professional_cultural_exchange","security_cooperation","security_force_facility_presence","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","sudantribune.com","paanluelwel.com","onecitizendaily.com","eyeradio.org"
"2013-01-01","South Sudan",10,4,1,0,45,0,0,10,7,3,0,15,3,3,6,7,2,1,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316455696202532,0.0126582278481013,0.00316455696202532,0,0.142405063291139,0,0,0.0316455696202532,0.0221518987341772,0.00949367088607595,0,0.0474683544303797,0.00949367088607595,0.00949367088607595,0.0189873417721519,0.0221518987341772,0.00632911392405063,0.00316455696202532,0.0443037974683544,0.0379746835443038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,2,3,0,0,0,5,2,0.00949367088607595,0.0126582278481013,0,0,0.00632911392405063,0.00949367088607595,0,0,0,0.0158227848101266,0.00632911392405063,316,157,316,8.13282461271097,0,0,316,1,1,0,0
"2013-02-01","South Sudan",3,0,1,1,18,2,0,11,3,6,0,13,3,3,0,8,0,4,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106007067137809,0,0.00353356890459364,0.00353356890459364,0.0636042402826855,0.00706713780918728,0,0.03886925795053,0.0106007067137809,0.0212014134275618,0,0.0459363957597173,0.0106007067137809,0.0106007067137809,0,0.0282685512367491,0,0.0141342756183746,0.0742049469964664,0.0848056537102474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,2,0,6,3,0.00706713780918728,0.00353356890459364,0,0,0,0.00706713780918728,0,0.00706713780918728,0,0.0212014134275618,0.0106007067137809,283,149,283,6.75265048918393,0,0.00353356890459364,283,1,1,0,0
"2013-03-01","South Sudan",1,0,2,1,43,1,0,5,8,5,3,24,6,4,2,12,1,1,16,24,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0.0026525198938992,0,0.00530503978779841,0.0026525198938992,0.114058355437666,0.0026525198938992,0,0.013262599469496,0.0212201591511936,0.013262599469496,0.00795755968169761,0.0636604774535809,0.0159151193633952,0.0106100795755968,0.00530503978779841,0.0318302387267905,0.0026525198938992,0.0026525198938992,0.0424403183023873,0.0636604774535809,0,0,0,0,0.00530503978779841,0,0.0026525198938992,0.0026525198938992,0,0,0,0,0,0,3,6,0,0,3,2,0,0,0,3,1,0.00795755968169761,0.0159151193633952,0,0,0.00795755968169761,0.00530503978779841,0,0,0,0.00795755968169761,0.0026525198938992,377,206,373,7.39979279682193,0.0026525198938992,0.0106100795755968,377,1,1,0,0
"2013-04-01","South Sudan",9,0,1,0,34,8,0,7,19,8,0,5,8,3,1,6,0,3,26,17,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0254957507082153,0,0.0028328611898017,0,0.0963172804532578,0.0226628895184136,0,0.0198300283286119,0.0538243626062323,0.0226628895184136,0,0.0141643059490085,0.0226628895184136,0.0084985835694051,0.0028328611898017,0.0169971671388102,0,0.0084985835694051,0.0736543909348442,0.0481586402266289,0,0,0,0,0,0,0,0.0056657223796034,0,0,0,0,0,0,3,2,0,0,3,1,0,1,0,3,4,0.0084985835694051,0.0056657223796034,0,0,0.0084985835694051,0.0028328611898017,0,0.0028328611898017,0,0.0084985835694051,0.0113314447592068,353,190,351,8.4789959479976,0.0028328611898017,0.0141643059490085,353,1,1,0,1
"2013-05-01","South Sudan",9,2,3,0,25,1,0,11,16,6,0,8,6,1,5,5,0,18,19,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0190677966101695,0.00423728813559322,0.00635593220338983,0,0.0529661016949153,0.00211864406779661,0,0.0233050847457627,0.0338983050847458,0.0127118644067797,0,0.0169491525423729,0.0127118644067797,0.00211864406779661,0.0105932203389831,0.0105932203389831,0,0.038135593220339,0.0402542372881356,0.048728813559322,0,0,0,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,10,2,0,0,6,6,1,4,0,10,9,0.0211864406779661,0.00423728813559322,0,0,0.0127118644067797,0.0127118644067797,0.00211864406779661,0.00847457627118644,0,0.0211864406779661,0.0190677966101695,472,273,471,8.05748512338268,0,0.00423728813559322,472,1,1,0,1
"2013-06-01","South Sudan",6,3,3,0,38,1,0,4,12,1,0,6,13,3,5,16,1,5,18,17,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0.0145631067961165,0.00728155339805825,0.00728155339805825,0,0.0922330097087379,0.00242718446601942,0,0.00970873786407767,0.029126213592233,0.00242718446601942,0,0.0145631067961165,0.0315533980582524,0.00728155339805825,0.0121359223300971,0.0388349514563107,0.00242718446601942,0.0121359223300971,0.0436893203883495,0.0412621359223301,0,0.00242718446601942,0,0,0,0.00485436893203883,0,0.00485436893203883,0,0,0,0,0,0,0,8,1,0,4,2,1,1,1,7,2,0,0.0194174757281553,0.00242718446601942,0,0.00970873786407767,0.00485436893203883,0.00242718446601942,0.00242718446601942,0.00242718446601942,0.0169902912621359,0.00485436893203883,412,246,407,8.69813284735854,0,0.0364077669902913,412,1,1,0,1
"2013-07-01","South Sudan",3,6,1,0,28,7,0,12,15,10,0,7,22,6,5,37,0,5,4,23,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.00662251655629139,0.0132450331125828,0.0022075055187638,0,0.0618101545253863,0.0154525386313466,0,0.0264900662251656,0.033112582781457,0.022075055187638,0,0.0154525386313466,0.0485651214128035,0.0132450331125828,0.011037527593819,0.0816777041942605,0,0.011037527593819,0.00883002207505519,0.0507726269315673,0,0,0,0,0,0.0022075055187638,0,0.0022075055187638,0,0,0,0,0,0.0022075055187638,7,0,1,0,0,0,0,0,0,9,3,0.0154525386313466,0,0.0022075055187638,0,0,0,0,0,0,0.0198675496688742,0.00662251655629139,453,264,450,11.7047834813777,0,0.0198675496688742,453,1,1,0,1
"2013-08-01","South Sudan",3,3,1,2,26,1,1,16,16,4,0,3,6,5,5,13,0,3,11,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0087719298245614,0.0087719298245614,0.00292397660818713,0.00584795321637427,0.0760233918128655,0.00292397660818713,0.00292397660818713,0.0467836257309941,0.0467836257309941,0.0116959064327485,0,0.0087719298245614,0.0175438596491228,0.0146198830409357,0.0146198830409357,0.0380116959064327,0,0.0087719298245614,0.0321637426900585,0.0350877192982456,0,0.00292397660818713,0.00292397660818713,0,0,0,0,0,0,0.00292397660818713,0,0,0,0,0,4,2,0,3,2,0,0,0,0,0,0,0.0116959064327485,0.00584795321637427,0,0.0087719298245614,0.00584795321637427,0,0,0,0,0,342,208,338,7.75892737275854,0.00292397660818713,0.0116959064327485,342,1,1,0,1
"2013-09-01","South Sudan",1,0,5,4,24,2,0,14,10,6,0,3,9,5,10,15,2,7,13,5,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.00318471337579618,0,0.0159235668789809,0.0127388535031847,0.0764331210191083,0.00636942675159236,0,0.0445859872611465,0.0318471337579618,0.0191082802547771,0,0.00955414012738853,0.0286624203821656,0.0159235668789809,0.0318471337579618,0.0477707006369427,0.00636942675159236,0.0222929936305732,0.0414012738853503,0.0159235668789809,0,0,0,0,0.00318471337579618,0,0,0.00955414012738853,0,0,0,0,0,0,3,4,0,0,0,4,0,1,0,3,1,0.00955414012738853,0.0127388535031847,0,0,0,0.0127388535031847,0,0.00318471337579618,0,0.00955414012738853,0.00318471337579618,314,172,310,9.33766860618585,0,0.0191082802547771,314,1,1,0,1
"2013-10-01","South Sudan",9,1,18,1,33,6,0,31,13,11,3,4,4,4,7,10,1,3,16,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.02,0.00222222222222222,0.04,0.00222222222222222,0.0733333333333333,0.0133333333333333,0,0.0688888888888889,0.0288888888888889,0.0244444444444444,0.00666666666666667,0.00888888888888889,0.00888888888888889,0.00888888888888889,0.0155555555555556,0.0222222222222222,0.00222222222222222,0.00666666666666667,0.0355555555555556,0.0222222222222222,0,0,0,0,0,0,0,0.00222222222222222,0,0,0,0,0,0,2,6,1,0,4,3,0,0,1,7,2,0.00444444444444444,0.0133333333333333,0.00222222222222222,0,0.00888888888888889,0.00666666666666667,0,0,0.00222222222222222,0.0155555555555556,0.00444444444444444,450,245,448,7.09380781523835,0.00222222222222222,0.00888888888888889,450,1,1,0,1
"2013-11-01","South Sudan",0,0,6,1,36,0,0,23,5,4,1,3,1,6,1,13,2,5,11,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0158311345646438,0.00263852242744063,0.0949868073878628,0,0,0.0606860158311346,0.0131926121372032,0.0105540897097625,0.00263852242744063,0.0079155672823219,0.00263852242744063,0.0158311345646438,0.00263852242744063,0.0343007915567282,0.00527704485488127,0.0131926121372032,0.029023746701847,0.0131926121372032,0,0,0,0,0,0,0.00263852242744063,0.00527704485488127,0,0,0,0,0,0,3,3,0,0,1,1,1,0,0,2,1,0.0079155672823219,0.0079155672823219,0,0,0.00263852242744063,0.00263852242744063,0.00263852242744063,0,0,0.00527704485488127,0.00263852242744063,379,244,376,5.27376107036363,0,0.0158311345646438,379,1,1,0,1
"2013-12-01","South Sudan",17,1,3,0,131,49,0,28,6,6,9,45,7,4,5,10,4,26,76,170,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0.0163776493256262,0.000963391136801541,0.00289017341040462,0,0.126204238921002,0.0472061657032755,0,0.0269749518304432,0.00578034682080925,0.00578034682080925,0.00867052023121387,0.0433526011560694,0.00674373795761079,0.00385356454720617,0.00481695568400771,0.00963391136801541,0.00385356454720617,0.0250481695568401,0.0732177263969171,0.163776493256262,0,0.00192678227360308,0,0,0.00192678227360308,0,0,0.000963391136801541,0,0,0,0,0,0,2,5,0,0,0,3,0,0,0,4,1,0.00192678227360308,0.00481695568400771,0,0,0,0.00289017341040462,0,0,0,0.00385356454720617,0.000963391136801541,1038,431,1033,9.07872843887528,0.00192678227360308,0.00963391136801541,1038,1,1,0,1
"2014-01-01","South Sudan",9,4,0,1,188,14,0,29,16,4,10,22,1,5,8,4,1,19,45,124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00943396226415094,0.00419287211740042,0,0.0010482180293501,0.19706498951782,0.0146750524109015,0,0.030398322851153,0.0167714884696017,0.00419287211740042,0.010482180293501,0.0230607966457023,0.0010482180293501,0.00524109014675052,0.00838574423480084,0.00419287211740042,0.0010482180293501,0.019916142557652,0.0471698113207547,0.129979035639413,0,0,0,0,0,0,0.0010482180293501,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,2,3,0.00419287211740042,0.00314465408805031,0,0,0.0010482180293501,0,0,0,0,0.00209643605870021,0.00314465408805031,954,440,953,6.90723866900024,0,0.00314465408805031,954,1,1,0,1
"2014-02-01","South Sudan",3,0,2,0,51,3,0,21,13,4,2,20,7,9,7,23,3,10,24,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00469483568075117,0,0.00312989045383412,0,0.07981220657277,0.00469483568075117,0,0.0328638497652582,0.0203442879499218,0.00625978090766823,0.00312989045383412,0.0312989045383412,0.0109546165884194,0.0140845070422535,0.0109546165884194,0.0359937402190923,0.00469483568075117,0.0156494522691706,0.0375586854460094,0.123630672926448,0,0,0,0,0,0,0,0.00156494522691706,0,0,0,0,0,0,4,3,0,0,6,1,1,2,0,4,4,0.00625978090766823,0.00469483568075117,0,0,0.00938967136150235,0.00156494522691706,0.00156494522691706,0.00312989045383412,0,0.00625978090766823,0.00625978090766823,639,342,638,7.95157718625425,0,0.00782472613458529,639,1,1,0,1
"2014-03-01","South Sudan",5,1,0,0,63,14,0,27,19,5,0,23,2,4,13,12,1,8,48,55,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0.00732064421669107,0.00146412884333821,0,0,0.0922401171303075,0.020497803806735,0,0.0395314787701318,0.0278184480234261,0.00732064421669107,0,0.0336749633967789,0.00292825768667643,0.00585651537335286,0.0190336749633968,0.0175695461200586,0.00146412884333821,0.0117130307467057,0.0702781844802343,0.0805270863836018,0,0.00146412884333821,0,0,0,0,0.00439238653001464,0,0,0,0,0,0,0,2,6,0,0,11,4,2,4,0,14,1,0.00292825768667643,0.00878477306002928,0,0,0.0161054172767204,0.00585651537335286,0.00292825768667643,0.00585651537335286,0,0.020497803806735,0.00146412884333821,683,346,679,7.69847809073237,0.00292825768667643,0.00585651537335286,683,1,1,0,1
"2014-04-01","South Sudan",4,4,4,2,56,18,0,23,25,4,2,17,1,4,3,12,2,21,82,83,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0.00526315789473684,0.00526315789473684,0.00526315789473684,0.00263157894736842,0.0736842105263158,0.0236842105263158,0,0.0302631578947368,0.0328947368421053,0.00526315789473684,0.00263157894736842,0.0223684210526316,0.00131578947368421,0.00526315789473684,0.00394736842105263,0.0157894736842105,0.00263157894736842,0.0276315789473684,0.107894736842105,0.109210526315789,0,0,0,0,0,0.00131578947368421,0.00131578947368421,0.00131578947368421,0,0,0,0,0.00131578947368421,0,2,4,1,0,2,4,0,2,2,4,3,0.00263157894736842,0.00526315789473684,0.00131578947368421,0,0.00263157894736842,0.00526315789473684,0,0.00263157894736842,0.00263157894736842,0.00526315789473684,0.00394736842105263,760,378,756,7.91201034772529,0,0.00657894736842105,760,1,1,0,1
"2014-05-01","South Sudan",3,1,2,7,118,0,1,42,13,1,0,16,5,10,2,11,0,25,21,50,1,0,0,0,0,2,0,3,0,0,1,0,0,0,0.00359712230215827,0.00119904076738609,0.00239808153477218,0.00839328537170264,0.141486810551559,0,0.00119904076738609,0.0503597122302158,0.0155875299760192,0.00119904076738609,0,0.0191846522781775,0.00599520383693046,0.0119904076738609,0.00239808153477218,0.013189448441247,0,0.0299760191846523,0.0251798561151079,0.0599520383693046,0.00119904076738609,0,0,0,0,0.00239808153477218,0,0.00359712230215827,0,0,0.00119904076738609,0,0,0,7,7,0,0,1,1,1,1,2,4,3,0.00839328537170264,0.00839328537170264,0,0,0.00119904076738609,0.00119904076738609,0.00119904076738609,0.00119904076738609,0.00239808153477218,0.00479616306954436,0.00359712230215827,834,483,826,5.7271548199767,0.00719424460431655,0.013189448441247,834,1,1,0,1
"2014-06-01","South Sudan",5,3,4,1,63,3,0,22,15,6,0,8,10,6,8,22,1,6,14,16,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.00796178343949045,0.00477707006369427,0.00636942675159236,0.00159235668789809,0.10031847133758,0.00477707006369427,0,0.035031847133758,0.0238853503184713,0.00955414012738853,0,0.0127388535031847,0.0159235668789809,0.00955414012738853,0.0127388535031847,0.035031847133758,0.00159235668789809,0.00955414012738853,0.0222929936305732,0.0254777070063694,0,0,0,0,0.00318471337579618,0.00318471337579618,0,0,0,0,0,0,0,0,11,8,0,0,3,3,0,1,0,6,3,0.017515923566879,0.0127388535031847,0,0,0.00477707006369427,0.00477707006369427,0,0.00159235668789809,0,0.00955414012738853,0.00477707006369427,628,389,623,7.32922173628026,0,0.0127388535031847,628,1,1,0,1
"2014-07-01","South Sudan",7,6,2,0,53,3,0,50,12,7,3,12,7,5,5,5,2,20,26,53,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0.00973574408901252,0.00834492350486787,0.00278164116828929,0,0.0737134909596662,0.00417246175243394,0,0.0695410292072323,0.0166898470097357,0.00973574408901252,0.00417246175243394,0.0166898470097357,0.00973574408901252,0.00695410292072323,0.00695410292072323,0.00695410292072323,0.00278164116828929,0.0278164116828929,0.0361613351877608,0.0737134909596662,0.00278164116828929,0,0,0,0.00139082058414465,0,0.00139082058414465,0,0,0,0,0,0,0,1,4,0,0,1,6,1,0,1,1,4,0.00139082058414465,0.00556328233657858,0,0,0.00139082058414465,0.00834492350486787,0.00139082058414465,0,0.00139082058414465,0.00139082058414465,0.00556328233657858,719,428,715,7.15039418205235,0.00278164116828929,0.0125173852573018,719,1,1,0,1
"2014-08-01","South Sudan",10,8,4,1,76,4,0,57,15,6,1,7,3,7,7,18,2,15,31,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0131061598951507,0.0104849279161206,0.00524246395806029,0.00131061598951507,0.0996068152031455,0.00524246395806029,0,0.0747051114023591,0.0196592398427261,0.00786369593709043,0.00131061598951507,0.00917431192660551,0.00393184796854522,0.00917431192660551,0.00917431192660551,0.0235910878112713,0.00262123197903014,0.0196592398427261,0.0406290956749672,0.0694626474442988,0,0,0,0,0,0,0,0,0,0,0,0,0.00131061598951507,0,4,2,0,0,2,3,0,0,0,3,4,0.00524246395806029,0.00262123197903014,0,0,0.00262123197903014,0.00393184796854522,0,0,0,0.00393184796854522,0.00524246395806029,763,422,762,7.12257725456587,0,0.00524246395806029,763,1,1,0,1
"2014-09-01","South Sudan",11,3,10,3,53,0,0,52,16,27,1,21,8,10,13,12,3,22,33,24,1,0,0,0,0,0,2,0,1,0,12,0,0,0,0.0147651006711409,0.00402684563758389,0.0134228187919463,0.00402684563758389,0.0711409395973154,0,0,0.0697986577181208,0.0214765100671141,0.036241610738255,0.00134228187919463,0.0281879194630872,0.010738255033557,0.0134228187919463,0.0174496644295302,0.0161073825503356,0.00402684563758389,0.0295302013422819,0.0442953020134228,0.0322147651006711,0.00134228187919463,0,0,0,0,0,0.00268456375838926,0,0.00134228187919463,0,0.0161073825503356,0,0,0,4,4,0,0,1,1,0,0,1,8,4,0.00536912751677852,0.00536912751677852,0,0,0.00134228187919463,0.00134228187919463,0,0,0.00134228187919463,0.010738255033557,0.00536912751677852,745,405,729,7.65181631298416,0,0.0228187919463087,745,1,1,0,1
"2014-10-01","South Sudan",9,4,16,4,70,3,0,42,15,26,1,10,5,6,17,13,2,12,24,40,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0.0120643431635389,0.00536193029490617,0.0214477211796247,0.00536193029490617,0.0938337801608579,0.00402144772117962,0,0.0563002680965147,0.0201072386058981,0.0348525469168901,0.00134048257372654,0.0134048257372654,0.00670241286863271,0.00804289544235925,0.0227882037533512,0.017426273458445,0.00268096514745308,0.0160857908847185,0.032171581769437,0.0536193029490617,0,0,0,0.00134048257372654,0.00134048257372654,0.00134048257372654,0,0,0,0,0.00268096514745308,0,0,0,8,5,2,0,2,13,6,0,1,2,2,0.0107238605898123,0.00670241286863271,0.00268096514745308,0,0.00268096514745308,0.017426273458445,0.00804289544235925,0,0.00134048257372654,0.00268096514745308,0.00268096514745308,746,392,739,7.51053792874776,0.00134048257372654,0.0160857908847185,746,1,1,0,1
"2014-11-01","South Sudan",4,2,6,2,62,1,0,28,6,12,0,8,8,13,10,15,0,12,22,54,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.00565770862800566,0.00282885431400283,0.00848656294200849,0.00282885431400283,0.0876944837340877,0.00141442715700141,0,0.0396039603960396,0.00848656294200849,0.016973125884017,0,0.0113154172560113,0.0113154172560113,0.0183875530410184,0.0141442715700141,0.0212164073550212,0,0.016973125884017,0.0311173974540311,0.0763790664780764,0,0,0.00141442715700141,0,0,0,0.00141442715700141,0,0,0,0.00141442715700141,0,0,0.00141442715700141,10,9,1,0,3,5,2,2,1,6,4,0.0141442715700141,0.0127298444130127,0.00141442715700141,0,0.00424328147100424,0.00707213578500707,0.00282885431400283,0.00282885431400283,0.00141442715700141,0.00848656294200849,0.00565770862800566,707,407,703,6.12187624846126,0,0.0113154172560113,707,1,1,0,1
"2014-12-01","South Sudan",7,2,11,2,58,1,0,17,15,11,4,18,5,6,6,7,2,13,30,32,0,0,0,0,1,0,0,2,0,1,8,0,0,2,0.0107692307692308,0.00307692307692308,0.0169230769230769,0.00307692307692308,0.0892307692307692,0.00153846153846154,0,0.0261538461538462,0.0230769230769231,0.0169230769230769,0.00615384615384615,0.0276923076923077,0.00769230769230769,0.00923076923076923,0.00923076923076923,0.0107692307692308,0.00307692307692308,0.02,0.0461538461538462,0.0492307692307692,0,0,0,0,0.00153846153846154,0,0,0.00307692307692308,0,0.00153846153846154,0.0123076923076923,0,0,0.00307692307692308,13,3,0,0,7,7,0,0,0,5,10,0.02,0.00461538461538462,0,0,0.0107692307692308,0.0107692307692308,0,0,0,0.00769230769230769,0.0153846153846154,650,360,636,6.70203468820316,0.00307692307692308,0.0292307692307692,650,1,1,0,1
"2015-01-01","South Sudan",19,4,18,8,62,5,0,11,14,4,0,14,6,11,6,19,2,5,46,57,0,3,0,0,2,2,0,0,0,0,8,0,0,0,0.0263157894736842,0.00554016620498615,0.0249307479224377,0.0110803324099723,0.0858725761772853,0.00692520775623269,0,0.0152354570637119,0.0193905817174515,0.00554016620498615,0,0.0193905817174515,0.00831024930747922,0.0152354570637119,0.00831024930747922,0.0263157894736842,0.00277008310249307,0.00692520775623269,0.0637119113573407,0.0789473684210526,0,0.00415512465373961,0,0,0.00277008310249307,0.00277008310249307,0,0,0,0,0.0110803324099723,0,0,0,10,0,0,0,5,3,0,0,0,6,11,0.0138504155124654,0,0,0,0.00692520775623269,0.00415512465373961,0,0,0,0.00831024930747922,0.0152354570637119,722,380,707,6.76724107461172,0,0.0415512465373961,722,1,1,0,1
"2015-02-01","South Sudan",13,7,8,22,74,3,0,26,29,20,0,21,7,7,7,12,1,8,28,76,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0.0172413793103448,0.00928381962864721,0.0106100795755968,0.0291777188328912,0.0981432360742706,0.00397877984084881,0,0.0344827586206897,0.0384615384615385,0.026525198938992,0,0.0278514588859416,0.00928381962864721,0.00928381962864721,0.00928381962864721,0.0159151193633952,0.0013262599469496,0.0106100795755968,0.0371352785145889,0.10079575596817,0,0,0,0,0,0,0,0,0,0,0.0026525198938992,0,0,0.00530503978779841,7,5,0,0,2,4,0,0,0,4,11,0.00928381962864721,0.00663129973474801,0,0,0.0026525198938992,0.00530503978779841,0,0,0,0.00530503978779841,0.0145888594164456,754,358,748,8.34199537933171,0,0.0106100795755968,754,1,1,0,1
"2015-03-01","South Sudan",7,1,5,2,69,4,0,21,17,29,2,10,2,6,14,3,0,26,32,55,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0.00906735751295337,0.00129533678756477,0.00647668393782383,0.00259067357512953,0.0893782383419689,0.00518134715025907,0,0.0272020725388601,0.022020725388601,0.0375647668393782,0.00259067357512953,0.0129533678756477,0.00259067357512953,0.0077720207253886,0.0181347150259067,0.0038860103626943,0,0.0336787564766839,0.0414507772020725,0.0712435233160622,0,0,0,0,0.00129533678756477,0,0,0.00129533678756477,0,0,0.00129533678756477,0,0,0.00259067357512953,10,14,0,0,4,3,0,3,0,9,12,0.0129533678756477,0.0181347150259067,0,0,0.00518134715025907,0.0038860103626943,0,0.0038860103626943,0,0.0116580310880829,0.0155440414507772,772,415,767,7.05161052066884,0,0.0116580310880829,772,1,1,0,1
"2015-04-01","South Sudan",15,3,15,10,35,2,0,20,13,8,0,7,12,5,6,14,4,10,38,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0218023255813953,0.00436046511627907,0.0218023255813953,0.0145348837209302,0.0508720930232558,0.00290697674418605,0,0.0290697674418605,0.0188953488372093,0.0116279069767442,0,0.0101744186046512,0.0174418604651163,0.00726744186046512,0.00872093023255814,0.0203488372093023,0.00581395348837209,0.0145348837209302,0.0552325581395349,0.0654069767441861,0,0,0,0,0,0,0,0,0,0,0.00145348837209302,0,0,0,9,3,2,0,6,2,1,2,1,4,9,0.0130813953488372,0.00436046511627907,0.00290697674418605,0,0.00872093023255814,0.00290697674418605,0.00145348837209302,0.00290697674418605,0.00145348837209302,0.00581395348837209,0.0130813953488372,688,400,687,7.52962739133964,0,0.00290697674418605,688,1,1,0,1
"2015-05-01","South Sudan",13,6,5,1,41,0,0,18,27,15,1,15,13,9,7,17,0,13,66,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0156815440289505,0.00723763570566948,0.0060313630880579,0.00120627261761158,0.0494571773220748,0,0,0.0217129071170084,0.0325693606755127,0.0180940892641737,0.00120627261761158,0.0180940892641737,0.0156815440289505,0.0108564535585042,0.00844390832328106,0.0205066344993969,0,0.0156815440289505,0.0796139927623643,0.124246079613993,0,0,0,0,0.00120627261761158,0,0,0,0,0,0,0,0,0,5,2,2,0,4,5,2,0,0,3,5,0.0060313630880579,0.00241254523522316,0.00241254523522316,0,0.00482509047044632,0.0060313630880579,0.00241254523522316,0,0,0.00361881785283474,0.0060313630880579,829,444,828,7.80451033311939,0.00120627261761158,0.00844390832328106,829,1,1,0,1
"2015-06-01","South Sudan",15,3,1,1,68,3,0,33,28,14,2,8,22,5,13,30,2,9,33,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183823529411765,0.00367647058823529,0.00122549019607843,0.00122549019607843,0.0833333333333333,0.00367647058823529,0,0.0404411764705882,0.0343137254901961,0.017156862745098,0.00245098039215686,0.00980392156862745,0.0269607843137255,0.00612745098039216,0.0159313725490196,0.0367647058823529,0.00245098039215686,0.0110294117647059,0.0404411764705882,0.0906862745098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,2,2,2,3,0,14,8,0.00490196078431373,0.00735294117647059,0,0,0.00245098039215686,0.00245098039215686,0.00245098039215686,0.00367647058823529,0,0.017156862745098,0.00980392156862745,816,431,816,9.19257724438848,0,0.00122549019607843,816,1,1,0,1
"2015-07-01","South Sudan",9,0,2,0,54,4,2,35,28,6,0,13,18,13,21,28,2,19,62,46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0105017502917153,0,0.00233372228704784,0,0.0630105017502917,0.00466744457409568,0.00233372228704784,0.0408401400233372,0.0326721120186698,0.00700116686114352,0,0.015169194865811,0.0210035005834306,0.015169194865811,0.0245040840140023,0.0326721120186698,0.00233372228704784,0.0221703617269545,0.0723453908984831,0.0536756126021004,0,0,0,0,0,0,0,0.00116686114352392,0,0,0,0,0,0.00116686114352392,5,6,0,0,6,7,1,2,0,13,7,0.0058343057176196,0.00700116686114352,0,0,0.00700116686114352,0.00816802800466744,0.00116686114352392,0.00233372228704784,0,0.015169194865811,0.00816802800466744,857,467,855,7.80084441153587,0.00116686114352392,0.00700116686114352,857,1,1,0,1
