"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","therwandan.com","umuseke.rw"
"2012-11-01","Rwanda",3,1,6,0,38,5,1,17,19,5,0,9,7,6,9,3,0,6,8,89,0,1,0,0,0,0,0,0,0,0,2,0,0,0.00201477501678979,0.000671591672263264,0.00402955003357958,0,0.025520483546004,0.00335795836131632,0.000671591672263264,0.0114170584284755,0.012760241773002,0.00335795836131632,0,0.00604432505036938,0.00470114170584285,0.00402955003357958,0.00604432505036938,0.00201477501678979,0,0.00402955003357958,0.00537273337810611,0.0597716588314305,0,0.000671591672263264,0,0,0,0,0,0,0,0,0.00134318334452653,0,0,10,12,3,1,10,9,2,0,1,5,7,0.00671591672263264,0.00805910006715917,0.00201477501678979,0.000671591672263264,0.00671591672263264,0.00604432505036938,0.00134318334452653,0,0.000671591672263264,0.00335795836131632,0.00470114170584285,1489,1210,1484,10.5554348662475,0.000671591672263264,0.00335795836131632,1489,1,0
"2012-12-01","Rwanda",5,1,5,0,21,1,0,7,13,4,0,5,5,4,6,0,0,1,2,13,0,0,0,0,1,0,1,0,0,1,0,0,0,0.00389711613406079,0.000779423226812159,0.00389711613406079,0,0.0163678877630553,0.000779423226812159,0,0.00545596258768511,0.0101325019485581,0.00311769290724864,0,0.00389711613406079,0.00389711613406079,0.00311769290724864,0.00467653936087295,0,0,0.000779423226812159,0.00155884645362432,0.0101325019485581,0,0,0,0,0.000779423226812159,0,0.000779423226812159,0,0,0.000779423226812159,0,0,0,9,18,3,0,8,5,0,0,0,6,10,0.00701480904130943,0.0140296180826189,0.00233826968043648,0,0.00623538581449727,0.00389711613406079,0,0,0,0.00467653936087295,0.00779423226812159,1283,1137,1280,6.11240058050458,0.00233826968043648,0.00155884645362432,1283,1,0
"2013-01-01","Rwanda",3,1,7,0,15,0,0,5,5,9,1,2,4,3,2,2,0,1,3,1,0,1,1,1,1,1,0,1,2,0,0,0,0,0.00237717908082409,0.000792393026941363,0.00554675118858954,0,0.0118858954041204,0,0,0.00396196513470681,0.00396196513470681,0.00713153724247227,0.000792393026941363,0.00158478605388273,0.00316957210776545,0.00237717908082409,0.00158478605388273,0.00158478605388273,0,0.000792393026941363,0.00237717908082409,0.000792393026941363,0,0.000792393026941363,0.000792393026941363,0.000792393026941363,0.000792393026941363,0.000792393026941363,0,0.000792393026941363,0.00158478605388273,0,0,0,0,19,13,3,0,14,8,4,1,0,8,5,0.0150554675118859,0.0103011093502377,0.00237717908082409,0,0.0110935023771791,0.0063391442155309,0.00316957210776545,0.000792393026941363,0,0.0063391442155309,0.00396196513470681,1262,1129,1253,5.10648409566538,0.00316957210776545,0.00554675118858954,1262,1,0
"2013-02-01","Rwanda",4,1,4,0,23,1,0,9,21,6,0,5,8,2,4,8,0,0,2,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00332778702163062,0.000831946755407654,0.00332778702163062,0,0.019134775374376,0.000831946755407654,0,0.00748752079866889,0.0174708818635607,0.00499168053244592,0,0.00415973377703827,0.00665557404326123,0.00166389351081531,0.00332778702163062,0.00665557404326123,0,0,0.00166389351081531,0.00665557404326123,0,0,0,0,0.000831946755407654,0,0,0,0,0,0,0,0,14,16,2,1,16,13,1,0,1,6,5,0.0116472545757072,0.0133111480865225,0.00166389351081531,0.000831946755407654,0.0133111480865225,0.0108153078202995,0.000831946755407654,0,0.000831946755407654,0.00499168053244592,0.00415973377703827,1202,1032,1201,5.81724737050857,0,0.00166389351081531,1202,1,0
"2013-03-01","Rwanda",20,0,9,2,14,2,0,7,28,11,1,2,5,8,1,1,0,1,1,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0141743444365698,0,0.00637845499645641,0.00141743444365698,0.00992204110559887,0.00141743444365698,0,0.00496102055279943,0.0198440822111977,0.00779588944011339,0.00070871722182849,0.00141743444365698,0.00354358610914245,0.00566973777462792,0.00070871722182849,0.00070871722182849,0,0.00070871722182849,0.00070871722182849,0.00779588944011339,0,0,0,0,0.00070871722182849,0,0,0,0,0.00070871722182849,0,0,0,14,22,1,0,18,12,2,0,0,10,4,0.00992204110559887,0.0155917788802268,0.00070871722182849,0,0.0127569099929128,0.00850460666194188,0.00141743444365698,0,0,0.0070871722182849,0.00283486888731396,1411,1210,1407,4.73039505319606,0.00212615166548547,0.00283486888731396,1411,1,0
"2013-04-01","Rwanda",5,0,6,0,9,0,0,11,7,4,0,3,2,6,3,3,0,1,2,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0.0040453074433657,0,0.00485436893203883,0,0.00728155339805825,0,0,0.00889967637540453,0.00566343042071197,0.00323624595469256,0,0.00242718446601942,0.00161812297734628,0.00485436893203883,0.00242718446601942,0.00242718446601942,0,0.000809061488673139,0.00161812297734628,0.000809061488673139,0,0.00242718446601942,0,0,0,0,0,0,0.000809061488673139,0,0,0,0,11,13,2,0,9,10,1,0,0,8,4,0.00889967637540453,0.0105177993527508,0.00161812297734628,0,0.00728155339805825,0.00809061488673139,0.000809061488673139,0,0,0.00647249190938511,0.00323624595469256,1236,1119,1232,5.18877413095898,0.000809061488673139,0.0040453074433657,1236,1,0
"2013-05-01","Rwanda",12,1,3,0,11,0,0,23,10,8,0,4,8,3,7,1,0,0,3,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0091324200913242,0.00076103500761035,0.00228310502283105,0,0.00837138508371385,0,0,0.0175038051750381,0.0076103500761035,0.0060882800608828,0,0.0030441400304414,0.0060882800608828,0.00228310502283105,0.00532724505327245,0.00076103500761035,0,0,0.00228310502283105,0.00228310502283105,0,0,0.00076103500761035,0,0,0.00076103500761035,0,0,0,0,0,0,0.00076103500761035,8,16,0,0,9,14,1,1,1,10,4,0.0060882800608828,0.0121765601217656,0,0,0.00684931506849315,0.0106544901065449,0.00076103500761035,0.00076103500761035,0.00076103500761035,0.0076103500761035,0.0030441400304414,1314,1160,1311,5.41139067017172,0.00076103500761035,0.00380517503805175,1314,1,0
"2013-06-01","Rwanda",4,0,7,0,17,0,2,14,15,8,0,3,7,11,1,2,1,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0.0032546786004882,0,0.00569568755085435,0,0.0138323840520749,0,0.0016273393002441,0.0113913751017087,0.0122050447518308,0.0065093572009764,0,0.00244100895036615,0.00569568755085435,0.00895036615134255,0.00081366965012205,0.0016273393002441,0.00081366965012205,0,0,0.00081366965012205,0,0,0,0.00081366965012205,0,0.0016273393002441,0,0.00081366965012205,0.00081366965012205,0.00081366965012205,0,0,0,6,20,0,0,5,7,1,0,0,5,9,0.0048820179007323,0.016273393002441,0,0,0.00406834825061025,0.00569568755085435,0.00081366965012205,0,0,0.00406834825061025,0.00732302685109845,1229,1089,1223,4.38690380183213,0.0032546786004882,0.0065093572009764,1229,1,0
"2013-07-01","Rwanda",3,0,8,1,12,2,0,12,16,11,0,8,9,5,4,1,0,5,12,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00224382946896036,0,0.00598354525056096,0.00074794315632012,0.00897531787584144,0.00149588631264024,0,0.00897531787584144,0.0119670905011219,0.00822737471952132,0,0.00598354525056096,0.00673148840688108,0.0037397157816006,0.00299177262528048,0.00074794315632012,0,0.0037397157816006,0.00897531787584144,0.0112191473448018,0,0,0,0,0.00074794315632012,0,0,0,0,0,0,0,0,13,25,0,0,6,6,3,0,1,5,5,0.00972326103216156,0.018698578908003,0,0,0.00448765893792072,0.00448765893792072,0.00224382946896036,0,0.00074794315632012,0.0037397157816006,0.0037397157816006,1337,1154,1336,7.22799362834112,0.00074794315632012,0.0037397157816006,1337,1,0
"2013-08-01","Rwanda",2,0,29,1,16,1,0,11,7,8,1,7,6,4,2,1,1,3,16,27,0,1,0,0,0,0,1,0,0,1,0,0,0,0.00155400155400155,0,0.0225330225330225,0.000777000777000777,0.0124320124320124,0.000777000777000777,0,0.00854700854700855,0.00543900543900544,0.00621600621600622,0.000777000777000777,0.00543900543900544,0.00466200466200466,0.00310800310800311,0.00155400155400155,0.000777000777000777,0.000777000777000777,0.00233100233100233,0.0124320124320124,0.020979020979021,0,0.000777000777000777,0,0,0,0,0.000777000777000777,0,0,0.000777000777000777,0,0,0,11,17,1,0,7,8,1,1,0,8,8,0.00854700854700855,0.0132090132090132,0.000777000777000777,0,0.00543900543900544,0.00621600621600622,0.000777000777000777,0.000777000777000777,0,0.00621600621600622,0.00621600621600622,1287,1088,1284,7.66839287469765,0.00310800310800311,0.00388500388500389,1287,1,0
"2013-09-01","Rwanda",7,0,54,1,13,1,0,18,10,2,0,4,7,2,4,1,0,0,3,5,0,1,0,0,1,0,0,0,3,0,1,0,0,0.00598802395209581,0,0.0461933276304534,0.000855431993156544,0.0111206159110351,0.000855431993156544,0,0.0153977758768178,0.00855431993156544,0.00171086398631309,0,0.00342172797262618,0.00598802395209581,0.00171086398631309,0.00342172797262618,0.000855431993156544,0,0,0.00256629597946963,0.00427715996578272,0,0.000855431993156544,0,0,0.000855431993156544,0,0,0,0.00256629597946963,0,0.000855431993156544,0,0,11,12,3,0,5,3,1,0,1,2,5,0.00940975192472198,0.0102651839178785,0.00256629597946963,0,0.00427715996578272,0.00256629597946963,0.000855431993156544,0,0.000855431993156544,0.00171086398631309,0.00427715996578272,1169,1003,1162,5.28523328194812,0.00342172797262618,0.00342172797262618,1169,1,0
"2013-10-01","Rwanda",7,1,7,1,13,0,0,7,8,6,1,2,8,4,2,3,0,6,6,23,0,0,0,0,0,1,0,1,1,2,0,0,0,0.00540540540540541,0.000772200772200772,0.00540540540540541,0.000772200772200772,0.01003861003861,0,0,0.00540540540540541,0.00617760617760618,0.00463320463320463,0.000772200772200772,0.00154440154440154,0.00617760617760618,0.00308880308880309,0.00154440154440154,0.00231660231660232,0,0.00463320463320463,0.00463320463320463,0.0177606177606178,0,0,0,0,0,0.000772200772200772,0,0.000772200772200772,0.000772200772200772,0.00154440154440154,0,0,0,18,18,3,0,5,12,1,0,0,8,6,0.0138996138996139,0.0138996138996139,0.00231660231660232,0,0.00386100386100386,0.00926640926640927,0.000772200772200772,0,0,0.00617760617760618,0.00463320463320463,1295,1128,1290,6.98983739381008,0.00154440154440154,0.00308880308880309,1295,1,0
