"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","prishtinainsight.com","botasot.info"
"2016-01-01","Kosovo",24,0,69,7,36,5,0,37,65,8,0,8,32,6,98,9,2,5,10,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128410914927769,0,0.0369181380417336,0.00374531835205993,0.0192616372391653,0.00267522739432852,0,0.019796682718031,0.0347779561262707,0.00428036383092563,0,0.00428036383092563,0.0171214553237025,0.00321027287319422,0.052434456928839,0.00481540930979133,0.00107009095773141,0.00267522739432852,0.00535045478865704,0.0160513643659711,0.000535045478865704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,11,1,27,12,0,8,1,7,36,0.028892455858748,0.00481540930979133,0.00588550026752274,0.000535045478865704,0.014446227929374,0.00642054574638844,0,0.00428036383092563,0.000535045478865704,0.00374531835205993,0.0192616372391653,1869,1291,1868,6.80858630596214,0.000535045478865704,0,1869,1,0
"2016-02-01","Kosovo",40,3,149,9,36,5,0,16,70,13,0,19,34,6,134,28,4,7,5,26,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.018001800180018,0.00135013501350135,0.0670567056705671,0.00405040504050405,0.0162016201620162,0.00225022502250225,0,0.0072007200720072,0.0315031503150315,0.00585058505850585,0,0.00855085508550855,0.0153015301530153,0.0027002700270027,0.0603060306030603,0.0126012601260126,0.0018001800180018,0.00315031503150315,0.00225022502250225,0.0117011701170117,0,0,0,0,0.00045004500450045,0,0,0,0,0,0,0,0,0.00045004500450045,0,0,0,0,0,72,16,5,0,26,14,4,4,1,11,42,0.0324032403240324,0.0072007200720072,0.00225022502250225,0,0.0117011701170117,0.0063006300630063,0.0018001800180018,0.0018001800180018,0.00045004500450045,0.00495049504950495,0.0189018901890189,2222,1451,2220,7.85304889171596,0.0009000900090009,0,2222,1,0
"2016-03-01","Kosovo",50,0,76,8,37,5,2,46,77,19,0,6,58,11,59,14,1,8,5,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227066303360581,0,0.0345140781108084,0.0036330608537693,0.016802906448683,0.00227066303360581,0.000908265213442325,0.0208900999091735,0.0349682107175295,0.00862851952770209,0,0.00272479564032698,0.0263396911898274,0.00499545867393279,0.0267938237965486,0.00635785649409628,0.000454132606721163,0.0036330608537693,0.00227066303360581,0.0204359673024523,0,0,0,0.000454132606721163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,19,0,36,7,3,3,3,5,50,0.0367847411444142,0.0036330608537693,0.00862851952770209,0,0.0163487738419619,0.00317892824704814,0.00136239782016349,0.00136239782016349,0.00136239782016349,0.00227066303360581,0.0227066303360581,2202,1523,2201,7.62582890747389,0.000454132606721163,0,2202,1,0
"2016-04-01","Kosovo",25,1,51,9,44,2,0,23,59,8,0,6,55,3,24,9,3,3,8,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153092467850582,0.000612369871402327,0.0312308634415187,0.00551132884262094,0.0269442743417024,0.00122473974280465,0,0.0140845070422535,0.0361298224127373,0.00489895897121862,0,0.00367421922841396,0.033680342927128,0.00183710961420698,0.0146968769136558,0.00551132884262094,0.00183710961420698,0.00183710961420698,0.00489895897121862,0.0140845070422535,0,0,0.000612369871402327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,3,13,0,26,16,3,9,1,17,33,0.035517452541335,0.00183710961420698,0.00796080832823025,0,0.0159216166564605,0.00979791794243723,0.00183710961420698,0.00551132884262094,0.000612369871402327,0.0104102878138396,0.0202082057562768,1633,1153,1632,6.69209358401855,0.00122473974280465,0,1633,1,0
"2016-05-01","Kosovo",25,3,23,1,23,1,1,10,48,32,0,12,27,3,36,15,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137741046831956,0.00165289256198347,0.0126721763085399,0.000550964187327824,0.0126721763085399,0.000550964187327824,0.000550964187327824,0.00550964187327824,0.0264462809917355,0.0176308539944904,0,0.00661157024793388,0.0148760330578512,0.00165289256198347,0.0198347107438017,0.00826446280991736,0.00110192837465565,0.000550964187327824,0.00330578512396694,0.00495867768595041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,11,12,0,35,24,1,4,3,9,33,0.0391184573002755,0.00606060606060606,0.00661157024793388,0,0.0192837465564738,0.0132231404958678,0.000550964187327824,0.00220385674931129,0.00165289256198347,0.00495867768595041,0.0181818181818182,1815,1363,1815,5.91294446971372,0,0,1815,1,0
"2016-06-01","Kosovo",14,1,22,2,30,0,0,12,35,13,0,5,24,2,16,14,2,0,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00856793145654835,0.000611995104039168,0.0134638922888617,0.00122399020807834,0.018359853121175,0,0,0.00734394124847001,0.0214198286413709,0.00795593635250918,0,0.00305997552019584,0.01468788249694,0.00122399020807834,0.00979192166462668,0.00856793145654835,0.00122399020807834,0,0.00122399020807834,0.00979192166462668,0,0,0,0,0.000611995104039168,0,0,0,0,0,0,0,0,0,0,0,0,0.000611995104039168,0,59,6,6,0,23,8,4,4,2,10,36,0.0361077111383109,0.00367197062423501,0.00367197062423501,0,0.0140758873929009,0.00489596083231334,0.00244798041615667,0.00244798041615667,0.00122399020807834,0.00611995104039168,0.02203182374541,1634,1284,1632,4.05688277630515,0.00122399020807834,0,1634,1,0
"2016-07-01","Kosovo",11,4,24,3,17,5,0,19,33,20,0,11,23,4,10,6,0,3,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658288450029922,0.00239377618192699,0.0143626570915619,0.00179533213644524,0.0101735487731897,0.00299222022740874,0,0.0113704368641532,0.0197486535008977,0.0119688809096349,0,0.00658288450029922,0.0137642130460802,0.00239377618192699,0.00598444045481747,0.00359066427289048,0,0.00179533213644524,0.00718132854578097,0.0101735487731897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,8,7,0,27,18,2,1,0,17,48,0.0406941950927588,0.00478755236385398,0.00418910831837223,0,0.0161579892280072,0.0107719928186715,0.00119688809096349,0.000598444045481747,0,0.0101735487731897,0.0287253141831239,1671,1274,1671,5.41254954928041,0,0,1671,1,0
"2016-08-01","Kosovo",32,4,29,5,33,1,0,26,74,18,2,15,43,5,69,15,1,7,11,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0147329650092081,0.00184162062615101,0.0133517495395948,0.00230202578268877,0.0151933701657459,0.000460405156537753,0,0.0119705340699816,0.0340699815837937,0.00828729281767956,0.000920810313075506,0.0069060773480663,0.0197974217311234,0.00230202578268877,0.031767955801105,0.0069060773480663,0.000460405156537753,0.00322283609576427,0.00506445672191529,0.0303867403314917,0,0,0,0.000460405156537753,0,0,0,0,0,0,0,0,0,0,0,0.00184162062615101,0,0,0,93,9,11,1,29,9,2,4,6,21,52,0.0428176795580111,0.00414364640883978,0.00506445672191529,0.000460405156537753,0.0133517495395948,0.00414364640883978,0.000920810313075506,0.00184162062615101,0.00276243093922652,0.00966850828729282,0.0239410681399632,2172,1523,2167,8.23364517508482,0.00230202578268877,0,2172,1,0
"2016-09-01","Kosovo",37,5,55,10,28,1,2,38,74,23,1,11,39,7,44,11,3,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01806640625,0.00244140625,0.02685546875,0.0048828125,0.013671875,0.00048828125,0.0009765625,0.0185546875,0.0361328125,0.01123046875,0.00048828125,0.00537109375,0.01904296875,0.00341796875,0.021484375,0.00537109375,0.00146484375,0.00244140625,0.00390625,0.0087890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,9,0,42,23,0,6,2,19,43,0.044921875,0.00341796875,0.00439453125,0,0.0205078125,0.01123046875,0,0.0029296875,0.0009765625,0.00927734375,0.02099609375,2048,1416,2048,7.27844521484863,0.00048828125,0,2048,1,0
"2016-10-01","Kosovo",15,1,32,5,33,2,1,13,59,34,0,7,43,4,18,11,1,8,10,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00915192190359976,0.00061012812690665,0.0195241000610128,0.00305064063453325,0.0201342281879195,0.0012202562538133,0.00061012812690665,0.00793166564978645,0.0359975594874924,0.0207443563148261,0,0.00427089688834655,0.026235509456986,0.0024405125076266,0.0109823062843197,0.00671140939597315,0.00061012812690665,0.0048810250152532,0.0061012812690665,0.0073215375228798,0,0,0,0,0.00061012812690665,0,0,0,0,0,0,0,0,0,0,0,0,0.00061012812690665,0,63,8,3,0,25,34,1,3,3,6,23,0.038438071995119,0.0048810250152532,0.00183038438071995,0,0.0152532031726663,0.0207443563148261,0.00061012812690665,0.00183038438071995,0.00183038438071995,0.0036607687614399,0.014032946918853,1639,1191,1637,6.43460199719258,0.0024405125076266,0,1639,1,0
"2016-11-01","Kosovo",32,2,89,3,23,0,0,22,52,26,0,3,38,10,25,15,1,5,14,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194410692588092,0.00121506682867558,0.0540704738760632,0.00182260024301337,0.0139732685297691,0,0,0.0133657351154313,0.031591737545565,0.0157958687727825,0,0.00182260024301337,0.023086269744836,0.00607533414337789,0.0151883353584447,0.00911300121506683,0.000607533414337789,0.00303766707168894,0.00850546780072904,0.0139732685297691,0,0,0,0,0.00121506682867558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,7,7,0,25,13,3,1,4,12,26,0.0328068043742406,0.00425273390036452,0.00425273390036452,0,0.0151883353584447,0.00789793438639125,0.00182260024301337,0.000607533414337789,0.00243013365735115,0.00729040097205346,0.0157958687727825,1646,1138,1644,7.4685018470998,0.00121506682867558,0,1646,1,0
"2016-12-01","Kosovo",17,0,98,15,11,1,0,17,49,24,1,2,35,1,8,13,0,5,17,15,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.0112732095490716,0,0.0649867374005305,0.00994694960212202,0.00729442970822281,0.000663129973474801,0,0.0112732095490716,0.0324933687002653,0.0159151193633952,0.000663129973474801,0.0013262599469496,0.023209549071618,0.000663129973474801,0.00530503978779841,0.00862068965517241,0,0.00331564986737401,0.0112732095490716,0.00994694960212202,0.000663129973474801,0,0,0.000663129973474801,0,0,0,0,0,0,0.000663129973474801,0.000663129973474801,0,0,0,0,0,0.000663129973474801,0,67,4,9,0,14,17,0,3,2,12,31,0.0444297082228117,0.0026525198938992,0.00596816976127321,0,0.00928381962864721,0.0112732095490716,0,0.0019893899204244,0.0013262599469496,0.00795755968169761,0.0205570291777188,1508,1047,1503,5.42822803013705,0.00464190981432361,0,1508,1,0
"2017-01-01","Kosovo",37,3,17,3,30,2,0,16,62,7,0,5,30,1,33,7,0,13,4,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0300324675324675,0.00243506493506494,0.0137987012987013,0.00243506493506494,0.0243506493506494,0.00162337662337662,0,0.012987012987013,0.0503246753246753,0.00568181818181818,0,0.00405844155844156,0.0243506493506494,0.000811688311688312,0.0267857142857143,0.00568181818181818,0,0.0105519480519481,0.00324675324675325,0.00974025974025974,0,0,0,0,0.00162337662337662,0,0,0,0,0,0,0,0,0,0,0.000811688311688312,0,0,0,39,0,3,0,7,3,1,4,4,5,23,0.0316558441558442,0,0.00243506493506494,0,0.00568181818181818,0.00243506493506494,0.000811688311688312,0.00324675324675325,0.00324675324675325,0.00405844155844156,0.0186688311688312,1232,885,1229,9.01407975538267,0.00243506493506494,0,1232,1,0
"2017-02-01","Kosovo",10,0,18,2,36,1,2,10,37,16,0,6,28,2,23,8,0,4,6,6,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0092678405931418,0,0.0166821130676552,0.00185356811862836,0.0333642261353105,0.00092678405931418,0.00185356811862836,0.0092678405931418,0.0342910101946247,0.0148285449490269,0,0.00556070435588508,0.025949953660797,0.00185356811862836,0.0213160333642261,0.00741427247451344,0,0.00370713623725672,0.00556070435588508,0.00556070435588508,0,0,0,0,0,0.00092678405931418,0,0,0.00092678405931418,0,0,0,0,0.00092678405931418,0,0,0,0,0,38,4,8,0,16,7,2,0,3,5,23,0.0352177942539388,0.00370713623725672,0.00741427247451344,0,0.0148285449490269,0.00648748841519926,0.00185356811862836,0,0.00278035217794254,0.0046339202965709,0.0213160333642261,1079,783,1076,5.61427447862673,0.00278035217794254,0,1079,1,0
"2017-03-01","Kosovo",10,4,41,4,23,0,0,8,41,16,0,5,31,3,21,13,0,5,3,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00811688311688312,0.00324675324675325,0.0332792207792208,0.00324675324675325,0.0186688311688312,0,0,0.00649350649350649,0.0332792207792208,0.012987012987013,0,0.00405844155844156,0.0251623376623377,0.00243506493506494,0.0170454545454545,0.0105519480519481,0,0.00405844155844156,0.00243506493506494,0.0178571428571429,0.000811688311688312,0,0,0,0.000811688311688312,0,0,0,0,0,0,0.000811688311688312,0,0,0,0,0,0,0,45,2,7,0,17,8,2,3,0,7,27,0.036525974025974,0.00162337662337662,0.00568181818181818,0,0.0137987012987013,0.00649350649350649,0.00162337662337662,0.00243506493506494,0,0.00568181818181818,0.0219155844155844,1232,886,1229,7.23062558123973,0.00324675324675325,0,1232,1,0
"2017-04-01","Kosovo",2,0,54,3,17,3,0,12,42,7,0,7,14,1,10,2,1,3,4,10,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00226757369614512,0,0.0612244897959184,0.00340136054421769,0.0192743764172336,0.00340136054421769,0,0.0136054421768707,0.0476190476190476,0.00793650793650794,0,0.00793650793650794,0.0158730158730159,0.00113378684807256,0.0113378684807256,0.00226757369614512,0.00113378684807256,0.00340136054421769,0.00453514739229025,0.0113378684807256,0.00113378684807256,0.00113378684807256,0,0,0.00113378684807256,0,0,0.00113378684807256,0,0,0,0,0,0,0,0,0,0,0,35,3,8,0,17,4,0,1,3,1,13,0.0396825396825397,0.00340136054421769,0.0090702947845805,0,0.0192743764172336,0.00453514739229025,0,0.00113378684807256,0.00340136054421769,0.00113378684807256,0.0147392290249433,882,617,878,5.452144201628,0.00566893424036281,0,882,1,0
"2017-05-01","Kosovo",9,1,94,12,28,3,0,7,30,5,0,3,36,2,9,13,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00915564598168871,0.00101729399796541,0.0956256358087487,0.0122075279755849,0.0284842319430315,0.00305188199389624,0,0.00712105798575788,0.0305188199389624,0.00508646998982706,0,0.00305188199389624,0.0366225839267548,0.00203458799593082,0.00915564598168871,0.0132248219735504,0,0.00203458799593082,0,0.0081383519837233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101729399796541,0,0,0,0,0,26,7,5,0,11,2,0,2,2,2,18,0.0264496439471007,0.00712105798575788,0.00508646998982706,0,0.0111902339776195,0.00203458799593082,0,0.00203458799593082,0.00203458799593082,0.00203458799593082,0.0183112919633774,983,672,982,5.30283487646223,0.00101729399796541,0,983,1,0
"2017-06-01","Kosovo",3,3,208,13,27,2,1,17,39,7,0,4,35,1,5,4,0,3,5,6,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00212464589235127,0.00212464589235127,0.147308781869688,0.00920679886685552,0.0191218130311615,0.00141643059490085,0.000708215297450425,0.0120396600566572,0.0276203966005666,0.00495750708215297,0,0.0028328611898017,0.0247875354107649,0.000708215297450425,0.00354107648725212,0.0028328611898017,0,0.00212464589235127,0.00354107648725212,0.00424929178470255,0,0,0,0,0.000708215297450425,0,0,0.000708215297450425,0,0,0,0.000708215297450425,0,0,0,0,0,0,0,33,3,8,0,12,1,2,1,0,5,23,0.023371104815864,0.00212464589235127,0.0056657223796034,0,0.0084985835694051,0.000708215297450425,0.00141643059490085,0.000708215297450425,0,0.00354107648725212,0.0162889518413598,1412,968,1409,4.09594706044668,0.00212464589235127,0,1412,1,0
"2017-07-01","Kosovo",2,0,21,1,23,0,0,8,23,3,0,2,20,2,6,7,1,0,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00218818380743982,0,0.0229759299781182,0.00109409190371991,0.025164113785558,0,0,0.0087527352297593,0.025164113785558,0.00328227571115974,0,0.00218818380743982,0.0218818380743982,0.00218818380743982,0.00656455142231947,0.00765864332603939,0.00109409190371991,0,0.00656455142231947,0.00765864332603939,0,0,0,0,0,0,0,0,0.00109409190371991,0,0,0,0,0,0,0,0,0,0,30,6,7,0,15,4,1,1,3,15,18,0.0328227571115974,0.00656455142231947,0.00765864332603939,0,0.0164113785557987,0.00437636761487965,0.00109409190371991,0.00109409190371991,0.00328227571115974,0.0164113785557987,0.0196936542669584,914,698,913,3.48751582053022,0.00109409190371991,0,914,1,0
"2017-08-01","Kosovo",12,1,36,3,16,1,0,11,21,6,0,1,24,2,2,2,0,1,5,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0136363636363636,0.00113636363636364,0.0409090909090909,0.00340909090909091,0.0181818181818182,0.00113636363636364,0,0.0125,0.0238636363636364,0.00681818181818182,0,0.00113636363636364,0.0272727272727273,0.00227272727272727,0.00227272727272727,0.00227272727272727,0,0.00113636363636364,0.00568181818181818,0.0113636363636364,0,0.00113636363636364,0,0,0,0,0,0.00113636363636364,0,0,0,0,0,0,0,0,0,0,0,27,3,8,0,11,3,1,5,1,3,18,0.0306818181818182,0.00340909090909091,0.00909090909090909,0,0.0125,0.00340909090909091,0.00113636363636364,0.00568181818181818,0.00113636363636364,0.00340909090909091,0.0204545454545455,880,664,878,5.1164818783968,0.00454545454545455,0.00113636363636364,880,1,0
"2017-09-01","Kosovo",3,0,34,4,25,0,1,10,25,5,0,1,29,1,1,7,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00332594235033259,0,0.0376940133037694,0.00443458980044346,0.0277161862527716,0,0.00110864745011086,0.0110864745011086,0.0277161862527716,0.00554323725055432,0,0.00110864745011086,0.0321507760532151,0.00110864745011086,0.00110864745011086,0.00776053215077605,0.00110864745011086,0.00110864745011086,0.00221729490022173,0.00332594235033259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00110864745011086,0,0,0,21,1,4,0,12,3,1,2,0,10,10,0.0232815964523282,0.00110864745011086,0.00443458980044346,0,0.0133037694013304,0.00332594235033259,0.00110864745011086,0.00221729490022173,0,0.0110864745011086,0.0110864745011086,902,702,901,3.44859206403826,0.00110864745011086,0,902,1,0
"2017-10-01","Kosovo",13,1,90,12,10,1,0,5,29,7,0,2,14,2,5,4,0,3,3,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0125,0.000961538461538462,0.0865384615384615,0.0115384615384615,0.00961538461538462,0.000961538461538462,0,0.00480769230769231,0.0278846153846154,0.00673076923076923,0,0.00192307692307692,0.0134615384615385,0.00192307692307692,0.00480769230769231,0.00384615384615385,0,0.00288461538461538,0.00288461538461538,0.00673076923076923,0,0,0,0,0.00192307692307692,0,0,0,0,0,0,0.000961538461538462,0,0,0,0,0,0.000961538461538462,0,33,3,11,0,21,5,0,3,2,5,14,0.0317307692307692,0.00288461538461538,0.0105769230769231,0,0.0201923076923077,0.00480769230769231,0,0.00288461538461538,0.00192307692307692,0.00480769230769231,0.0134615384615385,1040,749,1036,4.37663803403398,0.00384615384615385,0,1040,1,0
"2017-11-01","Kosovo",20,1,92,10,18,1,0,3,54,7,0,0,27,1,6,11,1,4,2,9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.0167926112510495,0.000839630562552477,0.0772460117548279,0.00839630562552477,0.0151133501259446,0.000839630562552477,0,0.00251889168765743,0.0453400503778338,0.00587741393786734,0,0,0.0226700251889169,0.000839630562552477,0.00503778337531486,0.00923593618807725,0.000839630562552477,0.00335852225020991,0.00167926112510495,0.00755667506297229,0,0,0,0,0,0,0,0,0,0,0.000839630562552477,0,0.000839630562552477,0,0,0,0,0.000839630562552477,0,44,4,5,0,11,4,1,2,2,5,26,0.036943744752309,0.00335852225020991,0.00419815281276238,0,0.00923593618807725,0.00335852225020991,0.000839630562552477,0.00167926112510495,0.00167926112510495,0.00419815281276238,0.0218303946263644,1191,840,1188,5.5842977126182,0.00251889168765743,0,1191,1,0
"2017-12-01","Kosovo",7,2,47,2,16,2,0,12,43,13,0,2,21,4,12,10,0,6,9,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00549882168106834,0.00157109190887667,0.0369206598586017,0.00157109190887667,0.0125687352710134,0.00157109190887667,0,0.00942655145326002,0.0337784760408484,0.0102120974076984,0,0.00157109190887667,0.016496465043205,0.00314218381775334,0.00942655145326002,0.00785545954438335,0,0.00471327572663001,0.00706991358994501,0.00864100549882168,0,0,0,0,0.000785545954438335,0,0,0,0,0.000785545954438335,0,0,0,0,0,0,0,0,0,34,6,7,0,16,4,1,0,2,14,20,0.0267085624509034,0.00471327572663001,0.00549882168106834,0,0.0125687352710134,0.00314218381775334,0.000785545954438335,0,0.00157109190887667,0.0109976433621367,0.0157109190887667,1273,966,1271,5.38378564612212,0.00392772977219167,0.000785545954438335,1273,1,0
"2018-01-01","Kosovo",3,0,11,0,16,2,1,8,44,11,0,1,26,5,14,5,1,4,24,7,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246103363412633,0,0.00902378999179656,0,0.0131255127153404,0.00164068908941756,0.000820344544708778,0.00656275635767022,0.0360951599671862,0.00902378999179656,0,0.000820344544708778,0.0213289581624282,0.00410172272354389,0.0114848236259229,0.00410172272354389,0.000820344544708778,0.00328137817883511,0.0196882690730107,0.00574241181296144,0.000820344544708778,0,0,0,0.00164068908941756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,6,0,25,12,2,1,4,20,24,0.0196882690730107,0.00164068908941756,0.00492206726825267,0,0.0205086136177194,0.00984413453650533,0.00164068908941756,0.000820344544708778,0.00328137817883511,0.0164068908941756,0.0196882690730107,1219,936,1216,5.21661980042031,0.00328137817883511,0,1219,1,0
"2018-02-01","Kosovo",10,2,17,2,40,0,1,12,45,5,0,5,23,7,22,10,0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693962526023595,0.00138792505204719,0.0117973629424011,0.00138792505204719,0.0277585010409438,0,0.000693962526023595,0.00832755031228314,0.0312283136710618,0.00346981263011797,0,0.00346981263011797,0.0159611380985427,0.00485773768216516,0.0152671755725191,0.00693962526023595,0,0.00277585010409438,0.00346981263011797,0.00277585010409438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,7,0,16,14,3,0,5,9,25,0.0277585010409438,0.00624566273421235,0.00485773768216516,0,0.0111034004163775,0.00971547536433033,0.00208188757807078,0,0.00346981263011797,0.00624566273421235,0.0173490631505899,1441,1123,1441,4.41943182484388,0.000693962526023595,0,1441,1,0
"2018-03-01","Kosovo",30,3,31,4,32,1,0,24,42,10,0,14,18,3,29,38,0,12,4,12,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0178147268408551,0.00178147268408551,0.0184085510688836,0.00237529691211401,0.0190023752969121,0.000593824228028504,0,0.0142517814726841,0.0249406175771971,0.00593824228028504,0,0.00831353919239905,0.0106888361045131,0.00178147268408551,0.0172209026128266,0.0225653206650831,0,0.00712589073634204,0.00237529691211401,0.00712589073634204,0,0,0,0,0.00118764845605701,0,0,0.000593824228028504,0,0,0,0,0,0,0,0.000593824228028504,0,0,0,66,9,10,0,30,10,2,4,4,12,20,0.0391923990498812,0.00534441805225653,0.00593824228028504,0,0.0178147268408551,0.00593824228028504,0.00118764845605701,0.00237529691211401,0.00237529691211401,0.00712589073634204,0.0118764845605701,1684,1230,1680,6.0711954087586,0.00296912114014252,0,1684,1,0
"2018-04-01","Kosovo",12,0,18,3,22,2,0,5,35,4,0,6,29,3,3,15,0,6,3,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.0111524163568773,0,0.016728624535316,0.00278810408921933,0.0204460966542751,0.00185873605947955,0,0.00464684014869888,0.0325278810408922,0.00371747211895911,0,0.00557620817843866,0.0269516728624535,0.00278810408921933,0.00278810408921933,0.0139405204460967,0,0.00557620817843866,0.00278810408921933,0.0120817843866171,0,0,0.000929368029739777,0,0,0,0,0.000929368029739777,0,0,0,0,0,0,0,0,0,0.00185873605947955,0,27,4,10,0,15,4,0,2,1,7,18,0.025092936802974,0.00371747211895911,0.00929368029739777,0,0.0139405204460967,0.00371747211895911,0,0.00185873605947955,0.000929368029739777,0.00650557620817844,0.016728624535316,1076,832,1072,5.42299234321437,0.00371747211895911,0,1076,1,0
"2018-05-01","Kosovo",12,2,18,4,22,0,0,12,46,10,0,1,20,1,12,4,1,4,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0100418410041841,0.00167364016736402,0.0150627615062762,0.00334728033472803,0.0184100418410042,0,0,0.0100418410041841,0.0384937238493724,0.00836820083682008,0,0.000836820083682008,0.0167364016736402,0.000836820083682008,0.0100418410041841,0.00334728033472803,0.000836820083682008,0.00334728033472803,0.00836820083682008,0.00669456066945607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000836820083682008,0,0,0,0,25,7,7,0,24,6,2,2,1,14,17,0.0209205020920502,0.00585774058577406,0.00585774058577406,0,0.0200836820083682,0.00502092050209205,0.00167364016736402,0.00167364016736402,0.000836820083682008,0.0117154811715481,0.0142259414225941,1195,919,1194,5.42820567283142,0.00251046025104603,0,1195,1,0
