"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","prishtinainsight.com","botasot.info"
"2018-06-01","Kosovo",19,4,8,0,36,3,0,16,53,13,1,7,28,2,10,4,2,6,5,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123859191655802,0.00260756192959583,0.00521512385919166,0,0.0234680573663625,0.00195567144719687,0,0.0104302477183833,0.0345501955671447,0.00847457627118644,0.000651890482398957,0.0045632333767927,0.0182529335071708,0.00130378096479791,0.00651890482398957,0.00260756192959583,0.00130378096479791,0.00391134289439374,0.00325945241199478,0.0104302477183833,0,0,0.000651890482398957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,10,0,21,4,0,2,4,13,18,0.0176010430247718,0.00325945241199478,0.00651890482398957,0,0.0136897001303781,0.00260756192959583,0,0.00130378096479791,0.00260756192959583,0.00847457627118644,0.0117340286831812,1534,1215,1533,6.40453037363014,0,0.000651890482398957,1534,1,0
"2018-07-01","Kosovo",24,0,13,3,52,1,0,35,55,22,0,9,31,4,19,13,0,11,8,15,0,0,1,0,5,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0.0117016089712335,0,0.00633837152608484,0.00146270112140419,0.0253534861043393,0.000487567040468064,0,0.0170648464163823,0.0268161872257435,0.0107264748902974,0,0.00438810336421258,0.01511457825451,0.00195026816187226,0.00926377376889322,0.00633837152608484,0,0.00536323744514871,0.00390053632374451,0.00731350560702097,0,0,0.000487567040468064,0,0.00243783520234032,0.000487567040468064,0,0,0,0,0,0.000487567040468064,0,0.000975134080936129,0,0,0,0,0,63,9,10,0,25,17,4,1,2,16,27,0.0307167235494881,0.00438810336421258,0.00487567040468064,0,0.0121891760117016,0.00828863968795709,0.00195026816187226,0.000487567040468064,0.000975134080936129,0.00780107264748903,0.0131643100926377,2051,1588,2041,4.77415800445679,0.00585080448561677,0.000975134080936129,2051,1,0
"2018-08-01","Kosovo",22,3,7,0,20,3,1,16,35,15,2,12,10,2,41,10,0,19,3,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.012263099219621,0.00167224080267559,0.00390189520624303,0,0.0111482720178372,0.00167224080267559,0.000557413600891862,0.00891861761426979,0.0195094760312152,0.00836120401337793,0.00111482720178372,0.00668896321070234,0.00557413600891862,0.00111482720178372,0.0228539576365663,0.00557413600891862,0,0.0105908584169454,0.00167224080267559,0.00613154960981048,0.00111482720178372,0,0.000557413600891862,0,0,0,0,0,0,0,0,0.000557413600891862,0,0,0,0.000557413600891862,0,0,0,60,6,6,0,25,6,2,2,2,21,27,0.0334448160535117,0.00334448160535117,0.00334448160535117,0,0.0139353400222965,0.00334448160535117,0.00111482720178372,0.00111482720178372,0.00111482720178372,0.0117056856187291,0.0150501672240803,1794,1416,1789,5.49476860233165,0.00278706800445931,0.000557413600891862,1794,1,0
"2018-09-01","Kosovo",12,0,36,3,95,1,0,16,65,26,0,15,34,5,100,15,0,14,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489995916700694,0,0.0146998775010208,0.00122498979175174,0.0387913434054716,0.000408329930583912,0,0.00653327888934259,0.0265414454879543,0.0106165781951817,0,0.00612494895875868,0.013883217639853,0.00204164965291956,0.0408329930583912,0.00612494895875868,0,0.00571661902817477,0.000408329930583912,0.00530828909759085,0,0,0,0,0.000408329930583912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,10,0,34,13,3,3,1,14,33,0.0167415271539404,0.00449162923642303,0.00408329930583912,0,0.013883217639853,0.00530828909759085,0.00122498979175174,0.00122498979175174,0.000408329930583912,0.00571661902817477,0.0134748877092691,2449,1864,2448,4.81276414586605,0.000408329930583912,0,2449,1,0
"2018-10-01","Kosovo",16,1,45,2,61,5,3,21,66,30,0,9,31,5,18,27,0,10,4,39,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0.00753650494583137,0.000471031559114461,0.0211964201601507,0.000942063118228921,0.0287329251059821,0.0023551577955723,0.00141309467734338,0.00989166274140367,0.0310880829015544,0.0141309467734338,0,0.00423928403203015,0.0146019783325483,0.0023551577955723,0.00847856806406029,0.0127178520960904,0,0.00471031559114461,0.00188412623645784,0.018370230805464,0,0,0,0,0.000471031559114461,0.000942063118228921,0,0,0,0,0,0,0,0.000471031559114461,0.000471031559114461,0,0,0,0,63,19,11,0,46,20,3,1,3,13,45,0.029674988224211,0.00894959962317475,0.00518134715025907,0,0.0216674517192652,0.00942063118228921,0.00141309467734338,0.000471031559114461,0.00141309467734338,0.00612341026848799,0.0211964201601507,2123,1539,2118,5.71723145842225,0.0023551577955723,0,2123,1,0
"2018-11-01","Kosovo",26,1,27,3,35,1,0,16,43,25,1,2,25,3,22,16,1,10,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.017603249830738,0.000677048070412999,0.018280297901151,0.002031144211239,0.023696682464455,0.000677048070412999,0,0.010832769126608,0.029113067027759,0.016926201760325,0.000677048070412999,0.001354096140826,0.016926201760325,0.002031144211239,0.014895057549086,0.010832769126608,0.000677048070412999,0.00677048070412999,0.002708192281652,0.004739336492891,0,0,0,0,0,0,0,0,0,0,0,0,0.000677048070412999,0.000677048070412999,0,0.000677048070412999,0,0,0.000677048070412999,59,6,8,0,36,14,2,3,3,7,31,0.039945836154367,0.004062288422478,0.00541638456330399,0,0.024373730534868,0.00947867298578199,0.001354096140826,0.002031144211239,0.002031144211239,0.004739336492891,0.020988490182803,1477,1064,1473,5.98399359428426,0.002031144211239,0.001354096140826,1477,1,0
"2018-12-01","Kosovo",7,2,30,6,43,0,0,7,42,13,0,10,17,0,20,6,3,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00564516129032258,0.00161290322580645,0.0241935483870968,0.00483870967741936,0.0346774193548387,0,0,0.00564516129032258,0.0338709677419355,0.0104838709677419,0,0.00806451612903226,0.0137096774193548,0,0.0161290322580645,0.00483870967741936,0.00241935483870968,0.00725806451612903,0.00564516129032258,0.00725806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000806451612903226,0,52,6,7,0,27,16,0,2,2,8,20,0.0419354838709677,0.00483870967741936,0.00564516129032258,0,0.0217741935483871,0.0129032258064516,0,0.00161290322580645,0.00161290322580645,0.00645161290322581,0.0161290322580645,1240,883,1239,6.16997164180688,0.00161290322580645,0,1240,1,0
"2019-01-01","Kosovo",6,2,25,4,33,0,0,7,44,17,1,3,11,2,50,8,2,6,1,5,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00496277915632754,0.00165425971877585,0.0206782464846981,0.0033085194375517,0.0272952853598015,0,0,0.00578990901571547,0.0363937138130687,0.0140612076095947,0.000827129859387924,0.00248138957816377,0.00909842845326716,0.00165425971877585,0.0413564929693962,0.00661703887510339,0.00165425971877585,0.00496277915632754,0.000827129859387924,0.00413564929693962,0,0,0,0,0.00165425971877585,0.000827129859387924,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,3,0,18,11,1,1,2,10,35,0.0463192721257237,0.00248138957816377,0.00248138957816377,0,0.0148883374689826,0.00909842845326716,0.000827129859387924,0.000827129859387924,0.00165425971877585,0.00827129859387924,0.0289495450785773,1209,848,1206,5.72611505234454,0.00413564929693962,0,1209,1,0
"2019-02-01","Kosovo",16,1,17,1,18,1,1,7,45,30,1,2,38,2,40,7,1,6,6,11,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131255127153404,0.000820344544708778,0.0139458572600492,0.000820344544708778,0.014766201804758,0.000820344544708778,0.000820344544708778,0.00574241181296144,0.036915504511895,0.0246103363412633,0.000820344544708778,0.00164068908941756,0.0311730926989336,0.00164068908941756,0.0328137817883511,0.00574241181296144,0.000820344544708778,0.00492206726825267,0.00492206726825267,0.00902378999179656,0.000820344544708778,0,0,0,0.00246103363412633,0.000820344544708778,0,0,0,0,0,0,0,0,0,0,0,0,0,68,5,7,1,33,26,1,2,3,27,19,0.0557834290401969,0.00410172272354389,0.00574241181296144,0.000820344544708778,0.0270713699753897,0.0213289581624282,0.000820344544708778,0.00164068908941756,0.00246103363412633,0.022149302707137,0.0155865463494668,1219,808,1214,7.5475628143506,0.00492206726825267,0,1219,1,0
"2019-03-01","Kosovo",4,2,19,2,15,1,2,12,41,9,0,3,22,9,18,14,0,6,9,18,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0030441400304414,0.0015220700152207,0.0144596651445967,0.0015220700152207,0.0114155251141553,0.00076103500761035,0.0015220700152207,0.0091324200913242,0.0312024353120244,0.00684931506849315,0,0.00228310502283105,0.0167427701674277,0.00684931506849315,0.0136986301369863,0.0106544901065449,0,0.0045662100456621,0.00684931506849315,0.0136986301369863,0,0,0,0,0,0,0,0.00076103500761035,0,0,0.00076103500761035,0,0,0.00076103500761035,0,0,0,0,0,40,2,13,0,37,14,1,3,2,27,35,0.030441400304414,0.0015220700152207,0.00989345509893455,0,0.028158295281583,0.0106544901065449,0.00076103500761035,0.00228310502283105,0.0015220700152207,0.0205479452054795,0.0266362252663623,1314,955,1311,5.60615066844577,0.00228310502283105,0,1314,1,0
