"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","jawapos.com","kompas.com","mediaindonesia.com","hariansib.com"
2012-11-01,"Indonesia",13,2,63,3,20,1,0,152,59,20,0,19,92,4,63,33,5,7,21,39,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0.00232267286046096,0.000357334286224763,0.01125603001608,0.000536001429337145,0.00357334286224763,0.000178667143112382,0,0.027157405753082,0.0105413614436305,0.00357334286224763,0,0.00339467571913525,0.0164373771663391,0.000714668572449526,0.01125603001608,0.00589601572270859,0.000893335715561908,0.00125067000178667,0.00375201000536001,0.00696801858138288,0,0.000178667143112382,0,0,0,0,0,0,0,0.00107200285867429,0,0,0,0,0.000178667143112382,0,0,0,0,0.000178667143112382,0,65,20,40,0,71,48,16,14,7,26,62,0.0116133643023048,0.00357334286224763,0.00714668572449527,0,0.0126853671609791,0.00857602286939432,0.00285867428979811,0.00250134000357334,0.00125067000178667,0.00464534572092192,0.0110773628729677,5597,4707,5588,11.7985330820458,0.000536001429337145,0.00160800428801143,5597,0,0,0,0
2012-12-01,"Indonesia",9,0,52,1,19,1,1,183,62,23,0,34,103,1,38,30,3,5,17,19,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.00171591992373689,0,0.00991420400381316,0.000190657769304099,0.00362249761677788,0.000190657769304099,0.000190657769304099,0.0348903717826501,0.0118207816968541,0.00438512869399428,0,0.00648236415633937,0.0196377502383222,0.000190657769304099,0.00724499523355577,0.00571973307912297,0.000571973307912297,0.000953288846520496,0.00324118207816969,0.00362249761677788,0.000190657769304099,0,0,0,0,0,0,0,0,0.000381315538608198,0,0,0,0,0,0,0,0,0,0.000190657769304099,0,59,19,56,1,77,43,11,22,15,27,52,0.0112488083889418,0.00362249761677788,0.0106768350810296,0.000190657769304099,0.0146806482364156,0.00819828408007626,0.00209723546234509,0.00419447092469018,0.00285986653956149,0.00514775977121068,0.00991420400381316,5245,4372,5241,10.8948056811036,0.000381315538608198,0.000762631077216397,5245,1,0,0,0
2013-01-01,"Indonesia",23,2,89,6,11,4,1,459,76,20,2,20,102,14,37,20,3,4,15,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00385776585038578,0.000335457900033546,0.0149278765514928,0.00100637370010064,0.0018450184501845,0.000670915800067092,0.000167728950016773,0.0769875880576988,0.0127474002012747,0.00335457900033546,0.000335457900033546,0.00335457900033546,0.0171083529017108,0.00234820530023482,0.0062059711506206,0.00335457900033546,0.000503186850050319,0.000670915800067092,0.00251593425025159,0.00385776585038578,0,0,0,0,0,0,0,0,0,0.000335457900033546,0,0,0,0,0,0,0,0,0,0,0,65,16,47,0,90,35,15,14,20,34,55,0.0109023817510902,0.00268366320026837,0.00788326065078833,0,0.0150956055015096,0.00587051325058705,0.00251593425025159,0.00234820530023482,0.00335457900033546,0.00570278430057028,0.00922509225092251,5962,4746,5960,9.99554336516597,0,0.000503186850050319,5962,0,0,0,0
2013-02-01,"Indonesia",10,2,73,3,15,4,1,164,65,23,0,20,97,13,26,31,1,5,16,17,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0.00176616036736136,0.000353232073472271,0.0128929706817379,0.000529848110208407,0.00264924055104203,0.000706464146944543,0.000176616036736136,0.0289650300247262,0.0114800423878488,0.00406216884493112,0,0.00353232073472271,0.0171317555634052,0.00229600847756976,0.00459201695513953,0.00547509713882021,0.000176616036736136,0.000883080183680678,0.00282585658777817,0.00300247262451431,0,0,0,0,0,0,0,0,0,0.000529848110208407,0,0.000176616036736136,0,0.000353232073472271,0,0,0,0,0,0,0,46,21,54,2,75,33,5,16,16,17,56,0.00812433768986224,0.00370893677145885,0.00953726598375132,0.000353232073472271,0.0132462027552102,0.00582832921229248,0.000883080183680678,0.00282585658777817,0.00282585658777817,0.00300247262451431,0.0098904980572236,5662,4839,5656,9.63876532802176,0.000706464146944543,0.00123631225715295,5662,1,0,0,0
2013-03-01,"Indonesia",16,0,65,4,8,4,1,98,48,21,0,17,73,9,31,11,3,9,8,38,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.00327064595257563,0,0.0132869991823385,0.000817661488143908,0.00163532297628782,0.000817661488143908,0.000204415372035977,0.0200327064595258,0.0098119378577269,0.00429272281275552,0,0.00347506132461161,0.0149223221586263,0.00183973834832379,0.00633687653311529,0.00224856909239575,0.000613246116107931,0.00183973834832379,0.00163532297628782,0.00776778413736713,0,0,0,0,0,0,0,0,0,0.000408830744071954,0,0,0,0.000204415372035977,0,0,0,0,0,0,0,60,23,43,1,66,31,7,19,7,38,76,0.0122649223221586,0.00470155355682747,0.00878986099754702,0.000204415372035977,0.0134914145543745,0.00633687653311529,0.00143090760425184,0.00388389206868356,0.00143090760425184,0.00776778413736713,0.0155355682747343,4892,4135,4889,11.0435423531927,0.000204415372035977,0.00102207686017989,4892,1,0,0,0
2013-04-01,"Indonesia",20,0,74,0,15,1,0,150,72,24,1,26,90,14,38,14,4,4,11,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.00334001336005344,0,0.0123580494321977,0,0.00250501002004008,0.000167000668002672,0,0.0250501002004008,0.0120240480961924,0.00400801603206413,0.000167000668002672,0.00434201736806947,0.0150300601202405,0.00233800935203741,0.00634602538410154,0.00233800935203741,0.000668002672010688,0.000668002672010688,0.00183700734802939,0.00334001336005344,0,0,0,0,0,0,0,0,0,0.000167000668002672,0,0,0,0,0.000167000668002672,0,0.000167000668002672,0,0,0,0,77,24,47,2,73,55,15,19,10,31,76,0.0128590514362057,0.00400801603206413,0.00784903139612558,0.000334001336005344,0.0121910487641951,0.00918503674014696,0.00250501002004008,0.00317301269205077,0.00167000668002672,0.00517702070808283,0.0126920507682031,5988,5093,5985,9.14210956374603,0.000167000668002672,0.00167000668002672,5988,1,0,0,0
2013-05-01,"Indonesia",18,0,30,2,11,0,0,77,54,16,4,16,88,6,23,9,5,3,22,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.00444883835887296,0,0.0074147305981216,0.000494315373208107,0.00271873455264459,0,0,0.0190311418685121,0.0133465150766189,0.00395452298566485,0.000988630746416213,0.00395452298566485,0.0217498764211567,0.00148294611962432,0.00568462679189323,0.00222441917943648,0.00123578843302027,0.00074147305981216,0.00543746910528917,0.00667325753830944,0,0,0,0,0,0,0,0,0,0.000494315373208107,0,0,0,0,0,0,0.000247157686604053,0,0,0,0,60,16,31,0,51,19,6,10,3,28,30,0.0148294611962432,0.00395452298566485,0.00766188828472565,0,0.0126050420168067,0.00469599604547701,0.00148294611962432,0.00247157686604053,0.00074147305981216,0.0069204152249135,0.0074147305981216,4046,3445,4043,11.1914189909432,0.000494315373208107,0.00123578843302027,4046,1,1,0,0
2013-06-01,"Indonesia",32,2,86,1,31,5,0,219,91,26,5,51,143,14,109,22,4,5,29,47,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,4,0,0.00333159812597605,0.000208224882873503,0.00895366996356065,0.000104112441436752,0.0032274856845393,0.000520562207183758,0,0.0228006246746486,0.0094742321707444,0.00270692347735554,0.000520562207183758,0.00530973451327434,0.0148880791254555,0.00145757418011452,0.0113482561166059,0.00229047371160854,0.000416449765747007,0.000520562207183758,0.0030192608016658,0.00489328474752733,0,0.000104112441436752,0,0,0,0,0,0,0,0,0,0,0,0.000208224882873503,0.000104112441436752,0,0.000104112441436752,0,0.000104112441436752,0.000416449765747007,0,128,34,79,0,160,71,13,24,20,71,94,0.0133263925039042,0.00353982300884956,0.00822488287350338,0,0.0166579906298803,0.00739198334200937,0.00135346173867777,0.00249869859448204,0.00208224882873503,0.00739198334200937,0.00978656949505466,9605,8148,9595,10.4549574289923,0.000104112441436752,0.00124934929724102,9605,1,1,0,0
2013-07-01,"Indonesia",48,0,104,4,33,5,0,342,157,45,4,48,205,11,51,21,4,9,35,57,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0.00469024819230018,0,0.0101622044166504,0.000390854016025015,0.00322454563220637,0.000488567520031268,0,0.0334180183701388,0.0153410201289818,0.00439710768028141,0.000390854016025015,0.00469024819230018,0.020031268321282,0.00107484854406879,0.00498338870431894,0.00205198358413133,0.000390854016025015,0.000879421536056283,0.00341997264021888,0.00556966972835646,0,0.000195427008012507,0,0,0,0,0,0,0,0,0,0,0,0.000195427008012507,0,0,0,0,9.77135040062537e-05,0.000195427008012507,0,169,26,92,2,184,83,15,24,12,70,115,0.0165135821770569,0.0025405511041626,0.00898964236857534,0.000195427008012507,0.0179792847371507,0.00811022083251905,0.00146570256009381,0.00234512409615009,0.00117256204807504,0.00683994528043776,0.0112370529607192,10234,8475,10227,10.6789243264489,0,0.000781708032050029,10234,1,1,0,0
2013-08-01,"Indonesia",47,4,139,8,13,2,0,165,129,13,7,57,207,6,46,33,7,3,37,46,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,3,0,0.00485938792390405,0.000413564929693962,0.0143713813068652,0.000827129859387924,0.00134408602150538,0.000206782464846981,0,0.0170595533498759,0.0133374689826303,0.00134408602150538,0.000723738626964433,0.00589330024813896,0.0214019851116625,0.000620347394540943,0.00475599669148056,0.00341191066997519,0.000723738626964433,0.000310173697270471,0.00382547559966915,0.00475599669148056,0.00010339123242349,0,0,0,0,0,0,0,0,0.000413564929693962,0,0,0,0,0.000206782464846981,0,0,0,0,0.000310173697270471,0,173,16,72,0,116,25,14,30,9,76,122,0.0178866832092639,0.00165425971877585,0.00744416873449132,0,0.0119933829611249,0.00258478081058726,0.00144747725392887,0.00310173697270471,0.000930521091811414,0.00785773366418528,0.0126137303556658,9672,8247,9662,10.76455174109,0.000206782464846981,0.0011373035566584,9672,0,1,0,0
2013-09-01,"Indonesia",39,4,132,13,27,6,0,182,155,31,6,40,194,16,67,23,6,3,39,49,0,3,0,0,1,0,1,0,0,3,0,0,1,1,0,0,0,0,0,2,0,0.00369143398012305,0.000378608613345954,0.0124940842404165,0.00123047799337435,0.00255560814008519,0.00056791292001893,0,0.0172266919072409,0.0146710837671557,0.00293421675343114,0.00056791292001893,0.00378608613345954,0.0183625177472788,0.00151443445338381,0.00634169427354472,0.00217699952673923,0.00056791292001893,0.000283956460009465,0.00369143398012305,0.00463795551348793,0,0.000283956460009465,0,0,9.46521533364884e-05,0,9.46521533364884e-05,0,0,0.000283956460009465,0,0,9.46521533364884e-05,9.46521533364884e-05,0,0,0,0,0,0.000189304306672977,0,148,26,88,4,178,52,16,31,20,63,110,0.0140085186938003,0.0024609559867487,0.00832938949361098,0.000378608613345954,0.0168480832938949,0.0049219119734974,0.00151443445338381,0.00293421675343114,0.00189304306672977,0.00596308566019877,0.0104117368670137,10565,9002,10553,10.1720936126655,0.000473260766682442,0.00141978230004733,10565,0,1,0,0
2013-10-01,"Indonesia",52,6,130,14,41,5,0,236,172,29,3,46,276,12,85,35,6,13,42,34,0,4,1,0,0,0,2,0,0,11,0,0,0,2,1,0,0,0,0,1,0,0.00470205262681978,0.000542544533863821,0.0117551315670495,0.00126593724568225,0.00370738764806945,0.000452120444886518,0,0.0213400849986436,0.0155529433040962,0.0026222985803418,0.000271272266931911,0.00415950809295596,0.0249570485577358,0.00108508906772764,0.0076860475630708,0.00316484311420562,0.000542544533863821,0.00117551315670495,0.00379781173704675,0.00307441902522832,0,0.000361696355909214,9.04240889773036e-05,0,0,0,0.000180848177954607,0,0,0.000994664978750339,0,0,0,0.000180848177954607,9.04240889773036e-05,0,0,0,0,9.04240889773036e-05,0,238,44,121,2,181,53,22,45,10,103,142,0.0215209331765982,0.00397865991500136,0.0109413147662537,0.000180848177954607,0.0163667601048919,0.00479247671579709,0.00198932995750068,0.00406908400397866,0.000904240889773036,0.00931368116466227,0.0128402206347771,11059,9152,11037,11.403997473237,0.000632968622841125,0.00316484311420562,11059,0,1,0,0
2013-11-01,"Indonesia",34,1,129,12,40,1,0,247,157,19,4,39,217,24,115,28,17,14,29,40,0,0,0,0,0,2,0,0,0,7,1,0,0,1,1,1,0,0,0,0,0,0.00325701695564709,9.57946163425616e-05,0.0123575055081904,0.00114953539611074,0.00383178465370246,9.57946163425616e-05,0,0.0236612702366127,0.0150397547657822,0.00182009771050867,0.000383178465370246,0.0037359900373599,0.0207874317463359,0.00229907079222148,0.0110163808793946,0.00268224925759172,0.00162850847782355,0.00134112462879586,0.00277804387393428,0.00383178465370246,0,0,0,0,0,0.000191589232685123,0,0,0,0.000670562314397931,9.57946163425616e-05,0,0,9.57946163425616e-05,9.57946163425616e-05,9.57946163425616e-05,0,0,0,0,0,173,47,104,0,193,50,16,36,13,74,128,0.0165724686272631,0.00450234696810039,0.0099626400996264,0,0.0184883609541144,0.00478973081712808,0.00153271386148098,0.00344860618833222,0.0012453300124533,0.00708880160934955,0.0122617108918479,10439,8659,10426,11.1431919026358,0.000574767698055369,0.000862151547083054,10439,0,1,0,0
2013-12-01,"Indonesia",43,2,116,11,35,3,2,272,145,23,0,56,241,17,54,18,13,10,27,43,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.00434475093462665,0.000202081438819844,0.011720723451551,0.00111144791350914,0.00353642517934728,0.000303122158229767,0.000202081438819844,0.0274830756794988,0.0146509043144387,0.00232393654642821,0,0.00565828028695564,0.0243508133777912,0.00171769222996868,0.0054561988481358,0.0018187329493786,0.00131352935232899,0.00101040719409922,0.0027280994240679,0.00434475093462665,0.000101040719409922,0.000202081438819844,0,0,0,0,0.000101040719409922,0,0,0.000202081438819844,0,0,0,0,0,0,0,0,0,0.000101040719409922,0,173,31,119,4,145,65,13,31,9,74,109,0.0174800444579165,0.00313226230170759,0.0120238456097807,0.000404162877639689,0.0146509043144387,0.00656764676164494,0.00131352935232899,0.00313226230170759,0.0009093664746893,0.00747701323633424,0.0110134384156815,9897,8230,9890,11.4651579363824,0.000303122158229767,0.00101040719409922,9897,0,1,0,0
2014-01-01,"Indonesia",36,0,182,11,12,9,0,807,126,24,5,31,174,23,43,24,19,6,35,43,0,1,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,5,0,0.00357888458097226,0,0.0180932498260264,0.00109354806640819,0.00119296152699075,0.000894721145243066,0,0.0802266626901282,0.0125260960334029,0.00238592305398151,0.000497067302912814,0.00308181727805945,0.0172979421413659,0.00228650959339895,0.0042747788050502,0.00238592305398151,0.00188885575106869,0.000596480763495377,0.0034794711203897,0.0042747788050502,0,9.94134605825629e-05,0,0,0,0,0,0,0,0.00069589422407794,0,0,0,0.000397653842330252,0,0,0,0,0,0.000497067302912814,0,119,32,97,0,143,85,12,24,11,89,82,0.011830201809325,0.00318123073864201,0.0096431056765086,0,0.0142161248633065,0.00845014414951784,0.00119296152699075,0.00238592305398151,0.00109354806640819,0.0088477979918481,0.00815190376777016,10059,7953,10042,10.5234952903924,0.000397653842330252,0.00159061536932101,10059,1,1,0,1
2014-02-01,"Indonesia",23,2,166,12,34,3,1,436,91,33,7,31,133,12,32,13,9,8,36,26,0,1,0,0,0,4,1,0,0,3,2,0,0,1,0,0,0,0,0,4,0,0.00245098039215686,0.000213128729752771,0.01768968456948,0.00127877237851662,0.0036231884057971,0.000319693094629156,0.000106564364876385,0.046462063086104,0.00969735720375106,0.00351662404092072,0.000745950554134697,0.00330349531116795,0.0141730605285592,0.00127877237851662,0.00341005967604433,0.00138533674339301,0.000959079283887468,0.000852514919011083,0.00383631713554987,0.00277067348678602,0,0.000106564364876385,0,0,0,0.000426257459505541,0.000106564364876385,0,0,0.000319693094629156,0.000213128729752771,0,0,0.000106564364876385,0,0,0,0,0,0.000426257459505541,0,104,31,77,0,133,63,10,18,8,61,86,0.0110826939471441,0.00330349531116795,0.00820545609548167,0,0.0141730605285592,0.00671355498721228,0.00106564364876385,0.00191815856777494,0.000852514919011083,0.00650042625745951,0.00916453537936914,9384,7826,9368,9.09795403099139,0.00106564364876385,0.00127877237851662,9384,1,1,0,1
2014-03-01,"Indonesia",23,0,267,25,40,1,0,227,110,19,1,18,184,14,37,28,3,7,28,25,0,0,0,0,1,1,0,0,0,7,0,0,0,0,5,0,0,0,0,2,0,0.00227542540561931,0,0.026414721013059,0.00247328848436882,0.00395726157499011,9.89315393747527e-05,0,0.0224574594380689,0.0108824693312228,0.0018796992481203,9.89315393747527e-05,0.00178076770874555,0.0182034032449545,0.00138504155124654,0.00366046695686585,0.00277008310249307,0.000296794618124258,0.000692520775623269,0.00277008310249307,0.00247328848436882,0,0,0,0,9.89315393747527e-05,9.89315393747527e-05,0,0,0,0.000692520775623269,0,0,0,0,0.000494657696873763,0,0,0,0,0.000197863078749505,0,109,37,95,0,153,51,13,15,17,87,94,0.010783537791848,0.00366046695686585,0.0093984962406015,0,0.0151365255243372,0.00504550850811239,0.00128611001187178,0.00148397309062129,0.0016818361693708,0.00860704392560348,0.00929956470122675,10108,8564,10092,7.54661378957805,0.000989315393747527,0.00158290462999604,10108,1,1,0,1
2014-04-01,"Indonesia",26,3,415,63,72,4,0,206,123,12,4,38,172,12,49,10,5,12,27,39,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0.00241703077066096,0.000278888165845496,0.0385795296086269,0.00585665148275541,0.0066933159802919,0.000371850887793995,0,0.0191503207213907,0.0114344147996653,0.00111555266338198,0.000371850887793995,0.00353258343404295,0.0159895881751418,0.00111555266338198,0.00455517337547643,0.000929627219484987,0.000464813609742493,0.00111555266338198,0.00250999349260946,0.00362554615599145,0,0.000185925443896997,0,0,0,0,0,0,0,0.000464813609742493,0,0,0,0,9.29627219484986e-05,9.29627219484986e-05,0,0,0,9.29627219484986e-05,0,135,37,74,0,135,40,9,20,13,109,98,0.0125499674630473,0.00343962071209445,0.0068792414241889,0,0.0125499674630473,0.00371850887793995,0.000836664497536488,0.00185925443896997,0.00120851538533048,0.0101329366923864,0.00911034675095287,10757,8968,10747,8.87995340409347,0.000464813609742493,0.000650739053639491,10757,1,1,0,1
2014-05-01,"Indonesia",29,3,185,13,53,4,0,161,104,17,1,17,147,27,41,26,3,3,10,22,0,0,0,0,0,2,0,0,1,2,0,0,0,1,1,3,0,0,0,3,0,0.00291486581565987,0.000301537842999296,0.0185948336516233,0.00130666398633028,0.00532716855965424,0.000402050457332395,0,0.0161825309076289,0.0104533118906423,0.00170871444366268,0.000100512614333099,0.00170871444366268,0.0147753543069655,0.00271384058699367,0.00412101718765705,0.00261332797266057,0.000301537842999296,0.000301537842999296,0.00100512614333099,0.00221127751532817,0,0,0,0,0,0.000201025228666198,0,0,0.000100512614333099,0.000201025228666198,0,0,0,0.000100512614333099,0.000100512614333099,0.000301537842999296,0,0,0,0.000301537842999296,0,149,35,66,0,124,35,18,16,4,65,99,0.0149763795356317,0.00351794150165846,0.00663383254598452,0,0.0124635641773043,0.00351794150165846,0.00180922705799578,0.00160820182932958,0.000402050457332395,0.00653331993165142,0.00995074881897678,9949,8628,9936,7.27572046416165,0.00080410091466479,0.00120615137199719,9949,1,1,0,1
2014-06-01,"Indonesia",14,2,140,7,22,0,1,100,93,25,2,27,125,24,36,16,0,1,17,24,0,0,0,0,1,0,0,0,0,7,0,0,0,1,1,0,0,0,0,1,0,0.00128440366972477,0.00018348623853211,0.0128440366972477,0.000642201834862385,0.00201834862385321,0,9.1743119266055e-05,0.00917431192660551,0.00853211009174312,0.00229357798165138,0.00018348623853211,0.00247706422018349,0.0114678899082569,0.00220183486238532,0.00330275229357798,0.00146788990825688,0,9.1743119266055e-05,0.00155963302752294,0.00220183486238532,0,0,0,0,9.1743119266055e-05,0,0,0,0,0.000642201834862385,0,0,0,9.1743119266055e-05,9.1743119266055e-05,0,0,0,0,9.1743119266055e-05,0,115,26,59,0,104,16,18,12,2,70,49,0.0105504587155963,0.00238532110091743,0.00541284403669725,0,0.00954128440366972,0.00146788990825688,0.00165137614678899,0.00110091743119266,0.00018348623853211,0.00642201834862385,0.0044954128440367,10900,9872,10889,6.21853000898958,0.000458715596330275,0.000917431192660551,10900,1,1,0,1
2014-07-01,"Indonesia",20,2,251,32,31,0,0,116,95,19,2,47,123,26,21,22,1,0,19,12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0.00195007800312012,0.000195007800312012,0.0244734789391576,0.0031201248049922,0.00302262090483619,0,0,0.0113104524180967,0.00926287051482059,0.00185257410296412,0.000195007800312012,0.00458268330733229,0.0119929797191888,0.00253510140405616,0.00204758190327613,0.00214508580343214,9.75039001560062e-05,0,0.00185257410296412,0.00117004680187207,0,0,0,0,0,0,0,0,0,9.75039001560062e-05,0,0,0,9.75039001560062e-05,9.75039001560062e-05,9.75039001560062e-05,0,0,0,9.75039001560062e-05,0,116,30,70,0,100,42,9,10,7,53,59,0.0113104524180967,0.00292511700468019,0.00682527301092044,0,0.00975039001560062,0.00409516380655226,0.000877535101404056,0.000975039001560062,0.000682527301092044,0.00516770670826833,0.00575273010920437,10256,9061,10251,6.68481923503251,0.000195007800312012,0.000487519500780031,10256,1,1,0,1
2014-08-01,"Indonesia",51,3,78,11,49,2,1,149,122,26,6,46,134,19,38,39,0,1,18,31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0.00466819221967963,0.000274599542334096,0.0071395881006865,0.00100686498855835,0.00448512585812357,0.000183066361556064,9.1533180778032e-05,0.0136384439359268,0.0111670480549199,0.00237986270022883,0.000549199084668192,0.00421052631578947,0.0122654462242563,0.00173913043478261,0.00347826086956522,0.00356979405034325,0,9.1533180778032e-05,0.00164759725400458,0.00283752860411899,0,0,0,0,9.1533180778032e-05,0,0,0,0,9.1533180778032e-05,0,0,0,0,9.1533180778032e-05,0,9.1533180778032e-05,0,0,0.000183066361556064,0,135,21,60,0,114,51,14,17,1,66,75,0.0123569794050343,0.00192219679633867,0.00549199084668192,0,0.0104347826086957,0.00466819221967963,0.00128146453089245,0.00155606407322654,9.1533180778032e-05,0.00604118993135011,0.0068649885583524,10925,9678,10919,8.03737979984352,0.000183066361556064,0.000549199084668192,10925,1,1,0,1
2014-09-01,"Indonesia",49,1,98,7,33,1,0,151,114,91,0,33,158,8,20,59,2,3,21,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,6,0,0.00459403712732046,9.37558597412338e-05,0.00918807425464092,0.000656291018188637,0.00309394337146072,9.37558597412338e-05,0,0.0141571348209263,0.0106881680105007,0.00853178323645228,0,0.00309394337146072,0.0148134258391149,0.000750046877929871,0.00187511719482468,0.0055315957247328,0.000187511719482468,0.000281267579223701,0.00196887305456591,0.00206262891430714,0,0,0,0,0,0,0,0,0,0.000187511719482468,0,0,0,0,0.000375023438964935,9.37558597412338e-05,0,0,0,0.000562535158447403,0,178,30,59,0,114,129,19,11,6,66,56,0.0166885430339396,0.00281267579223701,0.0055315957247328,0,0.0106881680105007,0.0120945059066192,0.00178136133508344,0.00103131445715357,0.000562535158447403,0.00618788674292143,0.00525032814550909,10666,9282,10653,8.61350494930365,0.000281267579223701,0.00121882617663604,10666,1,1,0,1
2014-10-01,"Indonesia",26,0,104,3,50,1,0,192,84,25,6,28,114,25,44,46,2,1,12,21,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,7,1,0.00215803452855246,0,0.00863213811420983,0.000249003984063745,0.00415006640106242,8.30013280212483e-05,0,0.0159362549800797,0.00697211155378486,0.00207503320053121,0.00049800796812749,0.00232403718459495,0.00946215139442231,0.00207503320053121,0.00365205843293493,0.00381806108897742,0.000166002656042497,8.30013280212483e-05,0.00099601593625498,0.00174302788844622,0,8.30013280212483e-05,0,0,0,0,0,0,0,0.000249003984063745,0,0,0,8.30013280212483e-05,0,0,0,0,0,0.000581009296148738,8.30013280212483e-05,179,37,49,0,99,45,30,17,2,88,78,0.0148572377158035,0.00307104913678619,0.00406706507304117,0,0.00821713147410359,0.00373505976095618,0.00249003984063745,0.00141102257636122,0.000166002656042497,0.00730411686586985,0.00647410358565737,12048,10746,12035,6.10828118086399,0.000166002656042497,0.00116201859229748,12048,1,1,0,1
2014-11-01,"Indonesia",28,3,58,1,30,2,2,272,93,54,4,28,119,20,63,31,2,1,24,31,0,0,0,0,4,0,2,0,1,8,0,0,0,0,1,0,0,0,0,2,0,0.00220959595959596,0.000236742424242424,0.0045770202020202,7.89141414141414e-05,0.00236742424242424,0.000157828282828283,0.000157828282828283,0.0214646464646465,0.00733901515151515,0.00426136363636364,0.000315656565656566,0.00220959595959596,0.00939078282828283,0.00157828282828283,0.00497159090909091,0.00244633838383838,0.000157828282828283,7.89141414141414e-05,0.00189393939393939,0.00244633838383838,0,0,0,0,0.000315656565656566,0,0.000157828282828283,0,7.89141414141414e-05,0.000631313131313131,0,0,0,0,7.89141414141414e-05,0,0,0,0,0.000157828282828283,0,172,54,56,1,116,87,15,16,3,73,71,0.0135732323232323,0.00426136363636364,0.00441919191919192,7.89141414141414e-05,0.0091540404040404,0.0068655303030303,0.00118371212121212,0.00126262626262626,0.000236742424242424,0.00576073232323232,0.00560290404040404,12672,11275,12654,7.16946325104809,0.000473484848484848,0.00181502525252525,12672,1,1,0,1
