"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","jawapos.com","kompas.com","mediaindonesia.com","hariansib.com"
2014-12-01,"Indonesia",57,4,38,0,30,1,2,334,134,28,9,41,233,13,34,29,0,3,36,29,2,4,0,0,1,1,0,0,1,4,0,0,0,0,3,0,0,0,0,4,1,0.00415967306429249,0.000291906881704736,0.00277311537619499,0,0.00218930161278552,7.2976720426184e-05,0.000145953440852368,0.0243742246223455,0.00977888053710866,0.00204334817193315,0.000656790483835656,0.00299204553747355,0.0170035758593009,0.000948697365540393,0.00248120849449026,0.00211632489235934,0,0.000218930161278552,0.00262716193534263,0.00211632489235934,0.000145953440852368,0.000291906881704736,0,0,7.2976720426184e-05,7.2976720426184e-05,0,0,7.2976720426184e-05,0.000291906881704736,0,0,0,0,0.000218930161278552,0,0,0,0,0.000291906881704736,7.2976720426184e-05,142,43,63,2,126,74,20,12,3,109,60,0.0103626943005181,0.00313799897832591,0.00459753338684959,0.000145953440852368,0.00919506677369919,0.00540027731153762,0.00145953440852368,0.000875720645114209,0.000218930161278552,0.00795446252645406,0.00437860322557104,13703,12187,13682,7.56219381424211,0.00102167408596658,0.00124060424724513,13703,1,1,0,1
2015-01-01,"Indonesia",47,0,27,1,23,6,0,308,95,22,8,31,170,29,27,32,4,4,43,23,1,2,0,0,0,1,0,0,0,8,0,0,0,0,2,0,0,0,0,2,0,0.00323736051797768,0,0.00185976029756165,6.88800110208018e-05,0.00158424025347844,0.000413280066124811,0,0.0212150433944069,0.00654360104697617,0.00151536024245764,0.000551040088166414,0.00213528034164485,0.0117096018735363,0.00199752031960325,0.00185976029756165,0.00220416035266566,0.000275520044083207,0.000275520044083207,0.00296184047389448,0.00158424025347844,6.88800110208018e-05,0.000137760022041604,0,0,0,6.88800110208018e-05,0,0,0,0.000551040088166414,0,0,0,0,0.000137760022041604,0,0,0,0,0.000137760022041604,0,222,47,88,1,131,101,24,19,4,101,68,0.015291362446618,0.00323736051797768,0.00606144096983055,6.88800110208018e-05,0.00902328144372503,0.00695688111310098,0.00165312026449924,0.00130872020939523,0.000275520044083207,0.00695688111310098,0.00468384074941452,14518,12982,14502,6.75666786481851,0.000344400055104009,0.000895440143270423,14518,1,1,0,1
2015-02-01,"Indonesia",29,2,33,1,40,1,0,410,140,19,4,39,153,15,31,27,1,5,19,28,0,0,0,0,0,1,1,0,0,4,0,0,0,1,0,1,0,0,0,7,0,0.00227826223583942,0.000157121533506167,0.00259250530285176,7.85607667530835e-05,0.00314243067012334,7.85607667530835e-05,0,0.0322099143687642,0.0109985073454317,0.00149265456830859,0.000314243067012334,0.00306386990337026,0.0120197973132218,0.00117841150129625,0.00243538376934559,0.00212114070233325,7.85607667530835e-05,0.000392803833765418,0.00149265456830859,0.00219970146908634,0,0,0,0,0,7.85607667530835e-05,7.85607667530835e-05,0,0,0.000314243067012334,0,0,0,7.85607667530835e-05,0,7.85607667530835e-05,0,0,0,0.000549925367271585,0,178,29,61,1,134,67,15,17,1,89,74,0.0139838164820489,0.00227826223583942,0.00479220677193809,7.85607667530835e-05,0.0105271427449132,0.00526357137245659,0.00117841150129625,0.00133553303480242,7.85607667530835e-05,0.00699190824102443,0.00581349673972818,12729,11221,12714,6.826810544581,0.000314243067012334,0.00125697226804934,12729,1,1,1,0
2015-03-01,"Indonesia",47,3,37,1,38,0,0,264,142,35,7,30,215,9,33,23,6,3,24,20,0,1,0,0,0,2,1,0,0,15,0,0,0,2,1,0,1,0,1,2,0,0.00309454832762707,0.000197524361337898,0.00243613378983408,6.58414537792995e-05,0.00250197524361338,0,0,0.0173821437977351,0.00934948643666052,0.00230445088227548,0.000460890176455096,0.00197524361337898,0.0141559125625494,0.000592573084013695,0.00217276797471688,0.00151435343692389,0.000395048722675797,0.000197524361337898,0.00158019489070319,0.00131682907558599,0,6.58414537792995e-05,0,0,0,0.000131682907558599,6.58414537792995e-05,0,0,0.000987621806689492,0,0,0,0.000131682907558599,6.58414537792995e-05,0,6.58414537792995e-05,0,6.58414537792995e-05,0.000131682907558599,0,188,48,92,2,182,59,6,27,3,143,100,0.0123781933105083,0.00316038978140637,0.00605741374769555,0.000131682907558599,0.0119831445878325,0.00388464577297867,0.000395048722675797,0.00177771925204109,0.000197524361337898,0.00941532789043982,0.00658414537792994,15188,13592,15162,6.63549630520005,0.000263365815117198,0.00190940215959968,15188,1,1,1,1
2015-04-01,"Indonesia",52,4,61,0,57,4,0,186,153,36,5,43,200,22,36,55,6,5,51,25,1,0,0,0,1,4,8,0,1,11,2,0,0,2,0,0,0,0,0,0,0,0.00321921624466043,0.000247632018820033,0.00377638828700551,0,0.00352875626818548,0.000247632018820033,0,0.0115148888751316,0.00947192471986628,0.0022286881693803,0.000309540023525042,0.00266204420231536,0.0123816009410017,0.00136197610351018,0.0022286881693803,0.00340494025877546,0.00037144802823005,0.000309540023525042,0.00315730823995543,0.00154770011762521,6.19080047050084e-05,0,0,0,6.19080047050084e-05,0.000247632018820033,0.000495264037640067,0,6.19080047050084e-05,0.000680988051755092,0.000123816009410017,0,0,0.000123816009410017,0,0,0,0,0,0,0,191,37,96,3,186,91,22,30,5,150,80,0.0118244288986566,0.00229059617408531,0.0059431684516808,0.000185724014115025,0.0115148888751316,0.00563362842815576,0.00136197610351018,0.00185724014115025,0.000309540023525042,0.00928620070575125,0.00495264037640067,16153,14483,16123,7.673069089692,0.000247632018820033,0.00241441218349533,16153,1,1,1,1
2015-05-01,"Indonesia",34,5,45,1,46,1,0,174,155,59,3,22,184,32,41,72,5,2,28,26,1,0,0,0,1,1,0,0,0,5,0,0,0,2,1,0,1,0,0,1,0,0.00227683653652983,0.000334828902430858,0.00301346012187772,6.69657804861716e-05,0.00308042590236389,6.69657804861716e-05,0,0.0116520458045939,0.0103796959753566,0.00395098104868412,0.000200897341458515,0.00147324717069577,0.0123217036094556,0.00214290497555749,0.00274559699993303,0.00482153619500435,0.000334828902430858,0.000133931560972343,0.0018750418536128,0.00174111029264046,6.69657804861716e-05,0,0,0,6.69657804861716e-05,6.69657804861716e-05,0,0,0,0.000334828902430858,0,0,0,0.000133931560972343,6.69657804861716e-05,0,6.69657804861716e-05,0,0,6.69657804861716e-05,0,247,52,80,0,154,117,35,25,5,98,76,0.0165405477800844,0.00348222058528092,0.00535726243889372,0,0.0103127301948704,0.00783499631688207,0.002343802317016,0.00167414451215429,0.000334828902430858,0.00656264648764481,0.00508939931694904,14933,13295,14920,7.14845821993906,0.000468760463403201,0.00147324717069577,14933,1,1,1,1
2015-06-01,"Indonesia",23,0,29,1,32,3,0,193,130,55,4,26,181,19,26,48,3,2,16,24,1,2,0,0,2,0,0,0,0,5,1,0,0,4,1,0,0,0,0,3,0,0.00167760758570387,0,0.00211524434719183,7.29394602479942e-05,0.00233406272793581,0.000218818380743983,0,0.0140773158278629,0.00948212983223924,0.00401167031363968,0.000291757840991977,0.00189642596644785,0.0132020423048869,0.00138584974471189,0.00189642596644785,0.00350109409190372,0.000218818380743983,0.000145878920495988,0.00116703136396791,0.00175054704595186,7.29394602479942e-05,0.000145878920495988,0,0,0.000145878920495988,0,0,0,0,0.000364697301239971,7.29394602479942e-05,0,0,0.000291757840991977,7.29394602479942e-05,0,0,0,0,0.000218818380743983,0,174,46,79,1,153,135,42,23,4,89,74,0.012691466083151,0.00335521517140773,0.00576221735959154,7.29394602479942e-05,0.0111597374179431,0.00984682713347921,0.00306345733041575,0.00167760758570387,0.000291757840991977,0.00649161196207148,0.00539752005835157,13710,12248,13691,6.47777184036977,0.000437636761487965,0.00145878920495988,13710,1,1,1,1
2015-07-01,"Indonesia",45,0,59,2,38,0,1,247,152,32,2,34,195,18,32,54,7,2,19,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0.00377421789817999,0,0.00494841902205821,0.000167743017696888,0.00318711733624088,0,8.38715088484442e-05,0.0207162626855657,0.0127484693449635,0.00268388828315021,0.000167743017696888,0.0028516313008471,0.0163549442254466,0.001509687159272,0.00268388828315021,0.00452906147781599,0.000587100561939109,0.000167743017696888,0.00159355866812044,0.00201291621236266,8.38715088484442e-05,0,0,0,8.38715088484442e-05,0,0,0,8.38715088484442e-05,0,0,0,0,0,0,0.000251614526545333,0,0,0,0.000167743017696888,0,138,46,64,0,136,51,16,15,6,67,56,0.0115742682210853,0.00385808940702843,0.00536777656630043,0,0.0114065252033884,0.00427744695127065,0.00134194414157511,0.00125807263272666,0.000503229053090665,0.00561939109284576,0.00469680449551287,11923,10577,11915,7.77695771932348,8.38715088484442e-05,0.000922586597332886,11923,1,1,1,1
2015-08-01,"Indonesia",52,1,72,4,26,1,0,258,171,42,2,40,198,23,46,82,6,4,32,29,1,1,0,0,0,0,1,0,0,9,1,0,0,2,1,0,1,0,0,16,0,0.00372519521455692,7.16383695107099e-05,0.00515796260477112,0.00028655347804284,0.00186259760727846,7.16383695107099e-05,0,0.0184826993337632,0.0122501611863314,0.00300881151944982,0.00014327673902142,0.0028655347804284,0.0141843971631206,0.00164768249874633,0.00329536499749266,0.00587434629987822,0.00042983021706426,0.00028655347804284,0.00229242782434272,0.00207751271581059,7.16383695107099e-05,7.16383695107099e-05,0,0,0,0,7.16383695107099e-05,0,0,0.000644745325596389,7.16383695107099e-05,0,0,0.00014327673902142,7.16383695107099e-05,0,7.16383695107099e-05,0,0,0.00114621391217136,0,175,33,86,3,162,57,39,15,2,90,86,0.0125367146643742,0.00236406619385343,0.00616089977792105,0.00021491510853213,0.011605415860735,0.00408338706211047,0.00279389641091769,0.00107457554266065,0.00014327673902142,0.00644745325596389,0.00616089977792105,13959,12341,13926,8.11882095674703,0.00035819184755355,0.00243570456336414,13959,1,1,1,1
2015-09-01,"Indonesia",24,3,54,1,31,1,0,297,149,39,10,37,153,16,40,25,0,3,19,23,2,0,0,0,0,0,0,1,0,21,0,0,0,1,0,0,0,0,0,0,0,0.00177304964539007,0.000221631205673759,0.00398936170212766,7.38770685579196e-05,0.00229018912529551,7.38770685579196e-05,0,0.0219414893617021,0.01100768321513,0.00288120567375887,0.000738770685579196,0.00273345153664303,0.0113031914893617,0.00118203309692671,0.00295508274231678,0.00184692671394799,0,0.000221631205673759,0.00140366430260047,0.00169917257683215,0.000147754137115839,0,0,0,0,0,0,7.38770685579196e-05,0,0.00155141843971631,0,0,0,7.38770685579196e-05,0,0,0,0,0,0,0,200,39,67,1,138,95,21,12,1,109,83,0.0147754137115839,0.00288120567375887,0.00494976359338061,7.38770685579196e-05,0.0101950354609929,0.00701832151300236,0.00155141843971631,0.000886524822695035,7.38770685579196e-05,0.00805260047281324,0.00613179669030733,13536,12011,13511,6.48947311337067,0.000517139479905437,0.00236406619385343,13536,1,1,1,1
2015-10-01,"Indonesia",36,1,28,0,29,1,2,285,96,50,4,17,149,9,33,55,6,3,30,30,1,0,0,0,1,1,0,0,0,13,0,0,0,0,2,2,0,0,0,2,0,0.00334199777200149,9.28332714444857e-05,0.0025993316004456,0,0.00269216487189009,9.28332714444857e-05,0.000185666542888971,0.0264574823616784,0.00891199405867063,0.00464166357222429,0.000371333085777943,0.00157816561455626,0.0138321574452284,0.000835499443000371,0.00306349795766803,0.00510582992944671,0.000556999628666914,0.000278499814333457,0.00278499814333457,0.00278499814333457,9.28332714444857e-05,0,0,0,9.28332714444857e-05,9.28332714444857e-05,0,0,0,0.00120683252877831,0,0,0,0,0.000185666542888971,0.000185666542888971,0,0,0,0.000185666542888971,0,178,40,54,0,127,137,14,15,5,90,81,0.0165243223171185,0.00371333085777943,0.00501299665800223,0,0.0117898254734497,0.0127181581878945,0.0012996658002228,0.00139249907166729,0.000464166357222429,0.00835499443000371,0.00751949498700334,10772,9305,10750,8.10230162157936,0.0006498329001114,0.00176383215744523,10772,1,1,1,0
2015-11-01,"Indonesia",47,7,46,4,39,2,0,311,158,31,7,35,182,17,35,57,4,2,32,52,5,0,0,0,0,5,3,0,0,2,1,0,0,2,3,1,1,0,0,0,0,0.0039186259796565,0.000583625145906286,0.00383525095881274,0.000333500083375021,0.00325162581290645,0.00016675004168751,0,0.0259296314824079,0.0131732532933133,0.00258462564615641,0.000583625145906286,0.00291812572953143,0.0151742537935634,0.00141737535434384,0.00291812572953143,0.00475237618809405,0.000333500083375021,0.00016675004168751,0.00266800066700017,0.00433550108387527,0.000416875104218776,0,0,0,0,0.000416875104218776,0.000250125062531266,0,0,0.00016675004168751,8.33750208437552e-05,0,0,0.00016675004168751,0.000250125062531266,8.33750208437552e-05,8.33750208437552e-05,0,0,0,0,208,36,88,0,159,48,23,14,7,111,94,0.0173420043355011,0.00300150075037519,0.00733700183425046,0,0.0132566283141571,0.00400200100050025,0.00191762547940637,0.00116725029181257,0.000583625145906286,0.00925462731365683,0.00783725195931299,11994,10331,11971,8.95363807663614,0.000667000166750042,0.00200100050025012,11994,1,1,1,1
2015-12-01,"Indonesia",54,2,83,2,29,3,0,241,117,21,4,48,160,19,34,52,2,4,31,36,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,0.00440924307993794,0.000163305299256961,0.00677716991916388,0.000163305299256961,0.00236792683922593,0.000244957948885441,0,0.0196782885604638,0.00955336000653221,0.00171470564219809,0.000326610598513922,0.00391932718216706,0.0130644239405569,0.00155140034294113,0.00277619008736834,0.00424593778068098,0.000163305299256961,0.000326610598513922,0.00253123213848289,0.0029394953866253,0,0,0,0,0.000244957948885441,0,0,0,0,8.16526496284804e-05,0,0,0,0,0.000326610598513922,8.16526496284804e-05,0,0,0,8.16526496284804e-05,0,167,29,74,2,130,80,33,21,2,93,65,0.0136359924879562,0.00236792683922593,0.00604229607250755,0.000163305299256961,0.0106148444517025,0.00653221197027844,0.00269453743773985,0.00171470564219809,0.000163305299256961,0.00759369641544868,0.00530742222585123,12247,10759,12237,8.22857221461161,0.000489915897770883,0.000898179145913285,12247,1,1,1,1
2016-01-01,"Indonesia",82,9,33,1,38,1,1,239,126,95,5,61,131,20,29,45,7,5,88,144,1,0,0,0,0,0,2,0,0,12,0,0,0,1,0,1,0,0,0,6,0,0.00646993845668297,0.000710115196465204,0.00260375572037242,7.89016884961338e-05,0.00299826416285309,7.89016884961338e-05,7.89016884961338e-05,0.018857503550576,0.00994161275051286,0.00749566040713271,0.000394508442480669,0.00481300299826416,0.0103361211929935,0.00157803376992268,0.00228814896638788,0.00355057598232602,0.000552311819472937,0.000394508442480669,0.00694334858765978,0.0113618431434433,7.89016884961338e-05,0,0,0,0,0,0.000157803376992268,0,0,0.000946820261953606,0,0,0,7.89016884961338e-05,0,7.89016884961338e-05,0,0,0,0.000473410130976803,0,199,38,54,1,153,53,22,32,4,95,100,0.0157014360107306,0.00299826416285309,0.00426069117879123,7.89016884961338e-05,0.0120719583399085,0.00418178949029509,0.00173583714691494,0.00252485403187628,0.000315606753984535,0.00749566040713271,0.00789016884961338,12674,10907,12651,12.8655310345641,0.00063121350796907,0.00189364052390721,12674,1,1,1,1
2016-02-01,"Indonesia",66,2,47,2,35,0,2,323,135,137,5,37,161,19,32,24,2,3,34,27,5,0,0,0,2,0,0,0,0,8,1,0,0,4,4,0,0,0,0,3,1,0.00489360124564395,0.000148290946837696,0.00348483725068585,0.000148290946837696,0.00259509156965967,0,0.000148290946837696,0.0239489879142878,0.0100096389115445,0.0101579298583821,0.000370727367094239,0.00274338251649737,0.0119374212204345,0.00140876399495811,0.00237265514940313,0.00177949136205235,0.000148290946837696,0.000222436420256543,0.00252094609624082,0.00200192778230889,0.000370727367094239,0,0,0,0.000148290946837696,0,0,0,0,0.000593163787350782,7.41454734188478e-05,0,0,0.000296581893675391,0.000296581893675391,0,0,0,0,0.000222436420256543,7.41454734188478e-05,243,40,82,0,176,224,10,28,1,90,69,0.01801735004078,0.00296581893675391,0.00607992882034552,0,0.0130496033217172,0.0166085860458219,0.000741454734188478,0.00207607325572774,7.41454734188478e-05,0.0066730926076963,0.0051160376659005,13487,11602,13459,8.27621510606355,0.000741454734188478,0.00148290946837696,13487,1,1,1,1
2016-03-01,"Indonesia",47,5,67,0,47,1,2,408,179,83,5,52,195,24,52,46,3,5,81,88,2,2,0,0,5,2,1,0,0,7,4,0,0,3,2,2,0,0,0,4,0,0.00306568390842085,0.000326136586002218,0.00437023025242972,0,0.00306568390842085,6.52273172004435e-05,0.000130454634400887,0.026612745417781,0.0116756897788794,0.00541386732763681,0.000326136586002218,0.00339182049442306,0.0127193268540865,0.00156545561281064,0.00339182049442306,0.0030004565912204,0.000195681951601331,0.000326136586002218,0.00528341269323593,0.00574000391363903,0.000130454634400887,0.000130454634400887,0,0,0.000326136586002218,0.000130454634400887,6.52273172004435e-05,0,0,0.000456591220403105,0.000260909268801774,0,0,0.000195681951601331,0.000130454634400887,0.000130454634400887,0,0,0,0.000260909268801774,0,272,52,70,0,179,113,15,33,7,105,77,0.0177418302785206,0.00339182049442306,0.00456591220403105,0,0.0116756897788794,0.00737068684365012,0.000978409758006653,0.00215250146761464,0.000456591220403105,0.00684886830604657,0.00502250342443415,15331,13222,15297,9.62518460166223,0.000456591220403105,0.00228295610201552,15331,1,1,1,1
2016-04-01,"Indonesia",77,3,48,2,45,1,0,240,168,47,7,40,255,15,51,88,1,5,40,25,4,2,0,1,3,1,1,0,0,4,0,0,0,2,3,0,0,1,0,0,0,0.00563400892661155,0.000219506841296554,0.00351210946074486,0.000146337894197703,0.00329260261944831,7.31689470988513e-05,0,0.0175605473037243,0.012292383112607,0.00343894051364601,0.000512182629691959,0.00292675788395405,0.0186580815102071,0.00109753420648277,0.00373161630204141,0.00643886734469891,7.31689470988513e-05,0.000365844735494256,0.00292675788395405,0.00182922367747128,0.000292675788395405,0.000146337894197703,0,7.31689470988513e-05,0.000219506841296554,7.31689470988513e-05,7.31689470988513e-05,0,0,0.000292675788395405,0,0,0,0.000146337894197703,0.000219506841296554,0,0,7.31689470988513e-05,0,0,0,293,56,121,1,181,96,48,25,4,95,60,0.0214385014999634,0.00409746103753567,0.008853442598961,7.31689470988513e-05,0.0132435794248921,0.00702421892148972,0.00351210946074486,0.00182922367747128,0.000292675788395405,0.00695104997439087,0.00439013682593107,13667,11810,13645,8.76803957520362,0.000439013682593108,0.00168288578327358,13667,1,1,1,1
2016-05-01,"Indonesia",48,2,66,1,54,0,0,266,130,37,2,35,144,19,46,27,2,2,40,31,3,0,0,0,3,0,2,0,0,8,0,0,0,0,8,0,0,0,0,1,0,0.00365435858393605,0.000152264940997335,0.00502474305291207,7.61324704986677e-05,0.00411115340692805,0,0,0.0202512371526456,0.0098972211648268,0.0028169014084507,0.000152264940997335,0.00266463646745337,0.0109630757518081,0.00144651693947469,0.00350209364293871,0.00205557670346403,0.000152264940997335,0.000152264940997335,0.00304529881994671,0.0023601065854587,0.000228397411496003,0,0,0,0.000228397411496003,0,0.000152264940997335,0,0,0.000609059763989341,0,0,0,0,0.000609059763989341,0,0,0,0,7.61324704986677e-05,0,185,60,72,0,164,100,16,10,5,102,91,0.0140845070422535,0.00456794822992006,0.00548153787590407,0,0.0124857251617815,0.00761324704986677,0.00121811952797868,0.000761324704986677,0.000380662352493338,0.0077655119908641,0.00692805481537876,13135,11543,13110,7.3839007550367,0.00190331176246669,0.00114198705748002,13135,1,1,1,1
2016-06-01,"Indonesia",82,0,64,1,46,3,0,304,182,51,6,49,247,27,43,35,5,7,27,33,1,1,0,0,0,3,0,0,0,10,0,0,0,1,4,1,1,0,0,2,0,0.00563380281690141,0,0.00439711439367915,6.87049124012367e-05,0.00316042597045689,0.00020611473720371,0,0.020886293369976,0.0125042940570251,0.00350395053246307,0.00041222947440742,0.0033665407076606,0.0169701133631055,0.00185503263483339,0.00295431123325318,0.00240467193404328,0.000343524562006183,0.000480934386808657,0.00185503263483339,0.00226726210924081,6.87049124012367e-05,6.87049124012367e-05,0,0,0,0.00020611473720371,0,0,0,0.000687049124012367,0,0,0,6.87049124012367e-05,0.000274819649604947,6.87049124012367e-05,6.87049124012367e-05,0,0,0.000137409824802473,0,279,54,97,1,180,122,23,14,4,79,101,0.019168670559945,0.00371006526966678,0.00666437650291996,6.87049124012367e-05,0.0123668842322226,0.00838199931295088,0.00158021298522844,0.000961868773617314,0.000274819649604947,0.0054276880796977,0.00693919615252491,14555,12647,14531,8.33288486652187,6.87049124012367e-05,0.00178632772243215,14555,1,1,1,1
2016-07-01,"Indonesia",45,4,55,1,49,10,4,211,150,63,5,59,175,22,21,120,7,4,56,41,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0.00332618818833617,0.000295661172296548,0.00406534111907754,7.3915293074137e-05,0.00362184936063271,0.00073915293074137,0.000295661172296548,0.0155961268386429,0.0110872939611206,0.00465666346367063,0.000369576465370685,0.00436100229137409,0.012935176287974,0.00162613644763101,0.00155222115455688,0.00886983516889644,0.000517407051518959,0.000295661172296548,0.00413925641215167,0.00303052701603962,0.000147830586148274,0,0,0,7.3915293074137e-05,0,7.3915293074137e-05,0,0,0.000147830586148274,0,0,0,0,0,0,0.000147830586148274,0,0,0.000147830586148274,0,200,65,82,0,160,80,42,12,7,117,74,0.0147830586148274,0.00480449404981891,0.00606105403207924,0,0.0118264468918619,0.00591322344593096,0.00310444230911376,0.000886983516889645,0.000517407051518959,0.00864808928967403,0.00546973168748614,13529,11783,13519,10.2368631873393,0.000369576465370685,0.00110872939611206,13529,1,1,1,1
2016-08-01,"Indonesia",71,0,104,6,82,0,7,321,183,77,5,43,174,38,37,33,8,4,40,77,1,0,0,0,1,1,0,0,0,3,0,0,0,2,0,1,0,0,0,4,0,0.00458064516129032,0,0.00670967741935484,0.000387096774193548,0.00529032258064516,0,0.000451612903225806,0.0207096774193548,0.0118064516129032,0.00496774193548387,0.00032258064516129,0.0027741935483871,0.0112258064516129,0.00245161290322581,0.00238709677419355,0.00212903225806452,0.000516129032258065,0.000258064516129032,0.00258064516129032,0.00496774193548387,6.45161290322581e-05,0,0,0,6.45161290322581e-05,6.45161290322581e-05,0,0,0,0.000193548387096774,0,0,0,0.000129032258064516,0,6.45161290322581e-05,0,0,0,0.000258064516129032,0,255,76,72,4,208,125,21,23,7,102,95,0.0164516129032258,0.00490322580645161,0.00464516129032258,0.000258064516129032,0.0134193548387097,0.00806451612903226,0.00135483870967742,0.00148387096774194,0.000451612903225806,0.00658064516129032,0.00612903225806452,15500,13405,15487,8.57209875570998,0.000193548387096774,0.00103225806451613,15500,1,1,1,1
2016-09-01,"Indonesia",53,5,102,6,49,2,0,406,159,74,4,45,225,62,49,25,5,7,21,20,1,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0,1,0,0,1,0,0.00350274271363426,0.000330447425814553,0.00674112748661688,0.000396536910977464,0.00323838477298262,0.000132178970325821,0,0.0268323309761417,0.0105082281409028,0.00489062190205538,0.000264357940651642,0.00297402683233098,0.0148701341616549,0.00409754808010046,0.00323838477298262,0.00165223712907276,0.000330447425814553,0.000462626396140374,0.00138787918842112,0.00132178970325821,6.60894851629106e-05,0,0,0,0,0,0,0,0,0.000594805366466195,0,0,0,0.000132178970325821,0,0,6.60894851629106e-05,0,0,6.60894851629106e-05,0,289,66,126,0,199,97,22,25,3,89,84,0.0190998612120812,0.0043619060207521,0.00832727513052673,0,0.0131518075474192,0.00641068006080233,0.00145396867358403,0.00165223712907276,0.000198268455488732,0.00588196417949904,0.00555151675368449,15131,13070,15117,7.6671902058297,0.000528715881303285,0.00165223712907276,15131,1,1,1,1
2016-10-01,"Indonesia",52,2,110,6,59,4,7,337,215,123,1,50,233,26,68,39,2,4,17,43,1,0,0,0,0,0,1,0,0,7,3,0,0,0,2,0,2,0,0,2,0,0.00337049520352606,0.000129634430904848,0.00712989369976666,0.000388903292714545,0.00382421571169303,0.000259268861809697,0.000453720508166969,0.0218434016074669,0.0139357013222712,0.00797251750064817,6.48172154524242e-05,0.00324086077262121,0.0151024112004148,0.00168524760176303,0.00440757065076484,0.00252787140264454,0.000129634430904848,0.000259268861809697,0.00110189266269121,0.00278714026445424,6.48172154524242e-05,0,0,0,0,0,6.48172154524242e-05,0,0,0.000453720508166969,0.000194451646357272,0,0,0,0.000129634430904848,0,0.000129634430904848,0,0,0.000129634430904848,0,264,73,96,0,192,109,14,13,8,90,105,0.01711174487944,0.00473165672802696,0.00622245268343272,0,0.0124449053668654,0.00706507648431423,0.000907441016333938,0.000842623800881514,0.000518537723619393,0.00583354939071817,0.00680580762250454,15428,13322,15410,8.72248310922016,0.000972258231786362,0.000972258231786362,15428,1,1,1,1
2016-11-01,"Indonesia",96,9,126,8,80,1,17,483,277,71,7,90,250,49,197,28,2,5,15,45,3,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0.00564705882352941,0.000529411764705882,0.00741176470588235,0.000470588235294118,0.00470588235294118,5.88235294117647e-05,0.001,0.0284117647058824,0.0162941176470588,0.00417647058823529,0.000411764705882353,0.00529411764705882,0.0147058823529412,0.00288235294117647,0.0115882352941176,0.00164705882352941,0.000117647058823529,0.000294117647058824,0.000882352941176471,0.00264705882352941,0.000176470588235294,5.88235294117647e-05,0,0,0,0,0,0,0,0,0,0,0,5.88235294117647e-05,0.000294117647058824,5.88235294117647e-05,0,0,0,5.88235294117647e-05,0,298,62,99,5,230,73,20,20,2,111,89,0.0175294117647059,0.00364705882352941,0.00582352941176471,0.000294117647058824,0.0135294117647059,0.00429411764705882,0.00117647058823529,0.00117647058823529,0.000117647058823529,0.00652941176470588,0.00523529411764706,17000,14418,16988,10.394405367271,0.000529411764705882,0.00105882352941176,17000,1,1,1,1
