"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","ippmedia.com","mtanzania.co.tz","jamhurimedia.co.tz","mzalendo.co.tz"
"2020-06-01","Tanzania",16,6,123,9,24,1,0,63,48,25,3,5,53,14,0,20,0,7,3,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00681140911025969,0.00255427841634738,0.0523627075351213,0.00383141762452107,0.0102171136653895,0.00042571306939123,0,0.0268199233716475,0.0204342273307791,0.0106428267347808,0.00127713920817369,0.00212856534695615,0.0225627926777352,0.00595998297147722,0,0.00851426138782461,0,0.00297999148573861,0.00127713920817369,0.00638569604086846,0,0,0,0,0,0,0,0,0,0,0.00042571306939123,0,0,0,0,0,0,34,33,29,0,39,28,7,1,2,8,10,0.0144742443593018,0.0140485312899106,0.0123456790123457,0,0.016602809706258,0.0119199659429544,0.00297999148573861,0.00042571306939123,0.000851426138782461,0.00340570455512984,0.0042571306939123,2349,1803,18,6.16562663867284,0,0.00042571306939123,2349,1,1,0,0
"2020-07-01","Tanzania",8,4,149,9,9,2,1,85,14,12,0,2,29,4,1,18,0,10,3,1,0,1,1,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0.00340136054421769,0.00170068027210884,0.0633503401360544,0.0038265306122449,0.0038265306122449,0.000850340136054422,0.000425170068027211,0.0361394557823129,0.00595238095238095,0.00510204081632653,0,0.000850340136054422,0.0123299319727891,0.00170068027210884,0.000425170068027211,0.0076530612244898,0,0.00425170068027211,0.00127551020408163,0.000425170068027211,0,0.000425170068027211,0.000425170068027211,0.000425170068027211,0,0,0,0.00127551020408163,0,0,0.000425170068027211,0.000425170068027211,0,0,0,0,0.000425170068027211,22,35,12,1,35,25,4,2,4,7,5,0.00935374149659864,0.0148809523809524,0.00510204081632653,0.000425170068027211,0.0148809523809524,0.0106292517006803,0.00170068027210884,0.000850340136054422,0.00170068027210884,0.00297619047619048,0.00212585034013605,2352,1873,24,2.74723154296703,0.000850340136054422,0.00297619047619048,2352,1,1,0,0
"2020-08-01","Tanzania",7,7,128,7,19,1,0,72,39,10,3,3,30,4,2,5,0,6,5,4,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0.00317460317460317,0.00317460317460317,0.0580498866213152,0.00317460317460317,0.00861678004535147,0.000453514739229025,0,0.0326530612244898,0.017687074829932,0.00453514739229025,0.00136054421768707,0.00136054421768707,0.0136054421768707,0.0018140589569161,0.00090702947845805,0.00226757369614512,0,0.00272108843537415,0.00226757369614512,0.0018140589569161,0,0,0,0,0,0,0,0.00136054421768707,0,0,0.00226757369614512,0,0,0,0,0,0,18,37,16,0,40,16,3,0,0,4,4,0.00816326530612245,0.0167800453514739,0.0072562358276644,0,0.018140589569161,0.0072562358276644,0.00136054421768707,0,0,0.0018140589569161,0.0018140589569161,2205,1760,20,3.7347067828642,0,0.0036281179138322,2205,1,1,0,0
"2020-09-01","Tanzania",13,4,136,4,16,1,1,49,42,16,0,4,28,10,1,7,1,9,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0.00576752440106477,0.00177462289263532,0.0603371783496007,0.00177462289263532,0.00709849157054126,0.000443655723158829,0.000443655723158829,0.0217391304347826,0.0186335403726708,0.00709849157054126,0,0.00177462289263532,0.0124223602484472,0.00443655723158829,0.000443655723158829,0.0031055900621118,0.000443655723158829,0.00399290150842946,0.00177462289263532,0.00177462289263532,0,0,0,0,0,0,0,0,0,0.000443655723158829,0,0,0,0.00266193433895297,0,0,0,18,48,11,0,28,8,3,0,5,7,2,0.00798580301685892,0.0212954747116238,0.00488021295474712,0,0.0124223602484472,0.00354924578527063,0.00133096716947649,0,0.00221827861579414,0.0031055900621118,0.000887311446317658,2254,1812,15,4.50389852505291,0,0.00354924578527063,2254,1,1,0,0
"2020-10-01","Tanzania",23,0,311,63,25,3,0,83,45,12,0,5,23,19,6,6,0,19,13,8,0,0,3,0,1,1,0,0,0,4,1,1,0,1,0,0,0,0.0091779728651237,0,0.124102154828412,0.0251396648044693,0.00997605746209098,0.00119712689545092,0,0.0331205107741421,0.0179569034317638,0.00478850758180367,0,0.0019952114924182,0.0091779728651237,0.00758180367118915,0.00239425379090184,0.00239425379090184,0,0.00758180367118915,0.00518754988028731,0.00319233838786911,0,0,0.00119712689545092,0,0.000399042298483639,0.000399042298483639,0,0,0,0.00159616919393456,0.000399042298483639,0.000399042298483639,0,0.000399042298483639,0,0,0,23,55,11,0,30,17,1,2,2,2,3,0.0091779728651237,0.0219473264166002,0.00438946528332003,0,0.0119712689545092,0.00678371907422187,0.000399042298483639,0.000798084596967279,0.000798084596967279,0.000798084596967279,0.00119712689545092,2506,1723,19,5.48274925296356,0.000399042298483639,0.00438946528332003,2506,1,1,0,0
"2020-11-01","Tanzania",22,4,70,11,26,1,0,22,34,11,1,2,32,6,6,8,0,13,9,3,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0.0117647058823529,0.00213903743315508,0.0374331550802139,0.00588235294117647,0.013903743315508,0.00053475935828877,0,0.0117647058823529,0.0181818181818182,0.00588235294117647,0.00053475935828877,0.00106951871657754,0.0171122994652406,0.00320855614973262,0.00320855614973262,0.00427807486631016,0,0.00695187165775401,0.00481283422459893,0.00160427807486631,0,0,0,0,0.00053475935828877,0,0,0.00053475935828877,0,0.00053475935828877,0,0,0,0.00106951871657754,0,0,0,33,29,19,1,42,13,0,0,5,5,4,0.0176470588235294,0.0155080213903743,0.0101604278074866,0.00053475935828877,0.0224598930481283,0.00695187165775401,0,0,0.00267379679144385,0.00267379679144385,0.00213903743315508,1870,1487,23,6.31186498233865,0.00053475935828877,0.00213903743315508,1870,1,1,0,0
"2020-12-01","Tanzania",6,0,10,0,20,1,1,21,31,9,0,0,37,14,0,16,1,8,6,5,0,0,0,0,1,1,1,2,0,1,5,1,0,3,0,1,0,0.00301962757926522,0,0.00503271263210871,0,0.0100654252642174,0.000503271263210871,0.000503271263210871,0.0105686965274283,0.015601409159537,0.00452944136889784,0,0,0.0186210367388022,0.00704579768495219,0,0.00805234021137393,0.000503271263210871,0.00402617010568697,0.00301962757926522,0.00251635631605435,0,0,0,0,0.000503271263210871,0.000503271263210871,0.000503271263210871,0.00100654252642174,0,0.000503271263210871,0.00251635631605435,0.000503271263210871,0,0.00150981378963261,0,0.000503271263210871,0,26,45,22,0,24,16,5,1,8,7,4,0.0130850528434826,0.0226472068444892,0.0110719677906392,0,0.0120785103170609,0.00805234021137393,0.00251635631605435,0.000503271263210871,0.00402617010568697,0.00352289884247609,0.00201308505284348,1987,1691,18,4.60638687462166,0.000503271263210871,0.00754906894816306,1987,1,1,0,0
"2021-01-01","Tanzania",12,6,4,2,10,1,0,46,30,9,2,3,43,3,1,18,0,7,3,0,0,0,0,0,1,6,3,10,0,0,10,0,0,0,0,0,0,0.00609137055837563,0.00304568527918782,0.00203045685279188,0.00101522842639594,0.0050761421319797,0.00050761421319797,0,0.0233502538071066,0.0152284263959391,0.00456852791878173,0.00101522842639594,0.00152284263959391,0.0218274111675127,0.00152284263959391,0.00050761421319797,0.00913705583756345,0,0.00355329949238579,0.00152284263959391,0,0,0,0,0,0.00050761421319797,0.00304568527918782,0.00152284263959391,0.0050761421319797,0,0,0.0050761421319797,0,0,0,0,0,0,26,43,21,3,50,40,10,2,8,8,5,0.0131979695431472,0.0218274111675127,0.0106598984771574,0.00152284263959391,0.0253807106598985,0.0203045685279188,0.0050761421319797,0.00101522842639594,0.00406091370558376,0.00406091370558376,0.00253807106598985,1970,1610,39,4.5720233318692,0,0.0152284263959391,1970,1,1,0,0
"2021-02-01","Tanzania",6,2,4,1,16,1,0,29,21,11,1,3,26,5,1,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00328407224958949,0.00109469074986316,0.00218938149972633,0.000547345374931582,0.00875752599890531,0.000547345374931582,0,0.0158730158730159,0.0114942528735632,0.0060207991242474,0.000547345374931582,0.00164203612479475,0.0142309797482211,0.00273672687465791,0.000547345374931582,0.00492610837438424,0,0.00109469074986316,0,0.000547345374931582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000547345374931582,0,0,16,37,17,1,32,28,5,1,3,3,3,0.00875752599890531,0.0202517788724685,0.00930487137383689,0.000547345374931582,0.0175150519978106,0.0153256704980843,0.00273672687465791,0.000547345374931582,0.00164203612479475,0.00164203612479475,0.00164203612479475,1827,1577,5,2.39588243909953,0,0.000547345374931582,1827,1,1,1,0
"2021-03-01","Tanzania",7,1,7,0,15,3,1,22,32,7,1,2,30,9,3,14,1,3,11,9,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0.00297492562685933,0.000424989375265618,0.00297492562685933,0,0.00637484062898428,0.00127496812579686,0.000424989375265618,0.0093497662558436,0.0135996600084998,0.00297492562685933,0.000424989375265618,0.000849978750531237,0.0127496812579686,0.00382490437739057,0.00127496812579686,0.00594985125371866,0.000424989375265618,0.00127496812579686,0.0046748831279218,0.00382490437739057,0,0,0,0,0.000424989375265618,0,0,0.000849978750531237,0,0,0.000849978750531237,0,0,0,0,0,0,22,34,22,0,28,25,8,1,4,8,0,0.0093497662558436,0.014449638759031,0.0093497662558436,0,0.0118997025074373,0.0106247343816405,0.00339991500212495,0.000424989375265618,0.00169995750106247,0.00339991500212495,0,2353,2070,28,3.87591631907953,0.000424989375265618,0.00169995750106247,2353,1,1,0,0
"2021-04-01","Tanzania",4,8,19,0,30,2,0,36,25,28,2,1,35,12,2,19,0,2,1,5,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0.00186306474149977,0.00372612948299953,0.00884955752212389,0,0.0139729855612483,0.000931532370749884,0,0.0167675826734979,0.0116441546343735,0.0130414531904984,0.000931532370749884,0.000465766185374942,0.016301816488123,0.0055891942244993,0.000931532370749884,0.00884955752212389,0,0.000931532370749884,0.000465766185374942,0.00232883092687471,0,0,0,0,0,0,0,0.00232883092687471,0,0,0,0.000465766185374942,0,0.000465766185374942,0,0,0,19,60,17,0,26,36,7,3,2,4,6,0.00884955752212389,0.0279459711224965,0.00791802515137401,0,0.0121099208197485,0.0167675826734979,0.00326036329762459,0.00139729855612483,0.000931532370749884,0.00186306474149977,0.00279459711224965,2147,1777,22,3.40912213219304,0,0.00326036329762459,2147,1,1,0,0
"2021-05-01","Tanzania",4,0,16,2,27,0,0,11,22,12,1,2,24,8,2,20,0,3,4,3,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0.00199600798403194,0,0.00798403193612774,0.000998003992015968,0.0134730538922156,0,0,0.00548902195608782,0.0109780439121756,0.00598802395209581,0.000499001996007984,0.000998003992015968,0.0119760479041916,0.00399201596806387,0.000998003992015968,0.00998003992015968,0,0.00149700598802395,0.00199600798403194,0.00149700598802395,0,0,0,0,0,0,0.00199600798403194,0.000998003992015968,0,0,0,0,0,0.000998003992015968,0,0,0,16,52,12,0,23,30,6,0,5,6,0,0.00798403193612774,0.0259481037924152,0.00598802395209581,0,0.0114770459081836,0.0149700598802395,0.0029940119760479,0,0.00249500998003992,0.0029940119760479,0,2004,1725,24,2.55290188190344,0,0.00399201596806387,2004,1,1,0,0
"2021-06-01","Tanzania",2,0,15,0,22,0,0,18,31,25,3,14,18,9,1,3,0,4,0,1,0,0,0,2,0,1,0,7,0,0,2,1,0,0,0,0,0,0.00106553010122536,0,0.0079914757591902,0,0.011720831113479,0,0,0.00958977091102824,0.0165157165689931,0.013319126265317,0.00159829515183804,0.00745871070857752,0.00958977091102824,0.00479488545551412,0.00053276505061268,0.00159829515183804,0,0.00213106020245072,0,0.00053276505061268,0,0,0,0.00106553010122536,0,0.00053276505061268,0,0.00372935535428876,0,0,0.00106553010122536,0.00053276505061268,0,0,0,0,0,15,55,25,1,31,43,7,0,7,8,5,0.0079914757591902,0.0293020777836974,0.013319126265317,0.00053276505061268,0.0165157165689931,0.0229088971763452,0.00372935535428876,0,0.00372935535428876,0.00426212040490144,0.0026638252530634,1877,1554,19,2.35519578542544,0.00053276505061268,0.00639318060735216,1877,1,1,1,0
"2021-07-01","Tanzania",9,4,6,1,16,0,1,33,28,17,1,4,19,4,1,7,1,6,3,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.00513405590416429,0.00228180262407302,0.00342270393610953,0.000570450656018254,0.00912721049629207,0,0.000570450656018254,0.0188248716486024,0.0159726183685111,0.00969766115231033,0.000570450656018254,0.00228180262407302,0.0108385624643468,0.00228180262407302,0.000570450656018254,0.00399315459212778,0.000570450656018254,0.00342270393610953,0.00171135196805476,0.00114090131203651,0,0,0,0,0,0,0,0.000570450656018254,0,0,0.00171135196805476,0,0,0,0,0,0,16,55,11,1,28,42,2,1,0,5,5,0.00912721049629207,0.031374786081004,0.0062749572162008,0.000570450656018254,0.0159726183685111,0.0239589275527667,0.00114090131203651,0.000570450656018254,0,0.00285225328009127,0.00285225328009127,1753,1449,18,4.08677346137905,0,0.00228180262407302,1753,1,1,1,0
"2021-08-01","Tanzania",15,7,6,1,14,0,1,17,50,16,0,3,20,11,2,15,0,8,16,8,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.00745156482861401,0.00347739692001987,0.0029806259314456,0.000496770988574267,0.00695479384003974,0,0.000496770988574267,0.00844510680576254,0.0248385494287134,0.00794833581718828,0,0.0014903129657228,0.00993541977148535,0.00546448087431694,0.000993541977148535,0.00745156482861401,0,0.00397416790859414,0.00794833581718828,0.00397416790859414,0,0,0.000496770988574267,0,0,0,0,0,0,0,0.000496770988574267,0,0,0.000496770988574267,0,0,0,24,54,9,1,48,32,6,1,3,9,5,0.0119225037257824,0.0268256333830104,0.00447093889716841,0.000496770988574267,0.0238450074515648,0.0158966716343766,0.0029806259314456,0.000496770988574267,0.0014903129657228,0.00447093889716841,0.00248385494287134,2013,1639,8,6.47707812617072,0,0.00198708395429707,2013,1,1,1,0
"2021-09-01","Tanzania",4,6,11,0,26,1,1,19,25,23,1,3,24,1,4,12,0,5,5,3,0,0,1,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0.00208550573514077,0.00312825860271116,0.00573514077163712,0,0.013555787278415,0.000521376433785193,0.000521376433785193,0.00990615224191867,0.0130344108446298,0.0119916579770594,0.000521376433785193,0.00156412930135558,0.0125130344108446,0.000521376433785193,0.00208550573514077,0.00625651720542232,0,0.00260688216892596,0.00260688216892596,0.00156412930135558,0,0,0.000521376433785193,0,0,0,0,0.00104275286757039,0,0,0,0,0,0.00364963503649635,0,0,0,18,56,8,0,29,42,2,2,3,2,2,0.00938477580813347,0.0291970802919708,0.00417101147028154,0,0.0151199165797706,0.0218978102189781,0.00104275286757039,0.00104275286757039,0.00156412930135558,0.00104275286757039,0.00104275286757039,1918,1604,11,3.51731309791684,0,0.00521376433785193,1918,1,1,1,0
"2021-10-01","Tanzania",4,0,9,0,25,0,4,23,35,12,0,2,23,11,2,10,0,6,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0.00193050193050193,0,0.00434362934362934,0,0.0120656370656371,0,0.00193050193050193,0.0111003861003861,0.0168918918918919,0.00579150579150579,0,0.000965250965250965,0.0111003861003861,0.00530888030888031,0.000965250965250965,0.00482625482625483,0,0.0028957528957529,0,0.000965250965250965,0,0,0,0,0,0,0,0.00144787644787645,0,0,0,0,0.000482625482625483,0.00193050193050193,0,0,0,19,64,10,1,21,33,2,0,2,3,2,0.00916988416988417,0.0308880308880309,0.00482625482625483,0.000482625482625483,0.0101351351351351,0.0159266409266409,0.000965250965250965,0,0.000965250965250965,0.00144787644787645,0.000965250965250965,2072,1782,44,3.37573542184306,0,0.00386100386100386,2072,1,1,1,0
"2021-11-01","Tanzania",3,3,4,0,25,1,1,30,23,20,1,1,17,6,1,4,0,7,2,5,0,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,0,0.00146484375,0.00146484375,0.001953125,0,0.01220703125,0.00048828125,0.00048828125,0.0146484375,0.01123046875,0.009765625,0.00048828125,0.00048828125,0.00830078125,0.0029296875,0.00048828125,0.001953125,0,0.00341796875,0.0009765625,0.00244140625,0,0,0,0,0,0,0,0.0009765625,0,0,0.001953125,0,0,0.00146484375,0,0,0,8,82,7,0,13,41,2,0,5,4,1,0.00390625,0.0400390625,0.00341796875,0,0.00634765625,0.02001953125,0.0009765625,0,0.00244140625,0.001953125,0.00048828125,2048,1753,39,2.56428437184973,0.00048828125,0.0048828125,2048,1,1,1,0
"2021-12-01","Tanzania",1,0,8,1,20,1,0,33,19,13,0,6,19,9,2,5,0,3,2,1,0,0,0,0,0,0,1,0,1,0,3,0,3,1,0,1,0,0.000526315789473684,0,0.00421052631578947,0.000526315789473684,0.0105263157894737,0.000526315789473684,0,0.0173684210526316,0.01,0.0068421052631579,0,0.00315789473684211,0.01,0.00473684210526316,0.00105263157894737,0.00263157894736842,0,0.00157894736842105,0.00105263157894737,0.000526315789473684,0,0,0,0,0,0,0.000526315789473684,0,0.000526315789473684,0,0.00157894736842105,0,0.00157894736842105,0.000526315789473684,0,0.000526315789473684,0,16,56,6,0,23,30,3,1,1,5,2,0.00842105263157895,0.0294736842105263,0.00315789473684211,0,0.0121052631578947,0.0157894736842105,0.00157894736842105,0.000526315789473684,0.000526315789473684,0.00263157894736842,0.00105263157894737,1900,1635,23,1.63971568771609,0,0.00526315789473684,1900,1,1,1,0
"2022-01-01","Tanzania",4,0,22,4,23,1,0,37,18,8,0,0,15,0,2,19,2,2,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00247524752475248,0,0.0136138613861386,0.00247524752475248,0.0142326732673267,0.000618811881188119,0,0.0228960396039604,0.0111386138613861,0.00495049504950495,0,0,0.00928217821782178,0,0.00123762376237624,0.0117574257425743,0.00123762376237624,0.00123762376237624,0.00309405940594059,0.000618811881188119,0,0,0,0,0,0.000618811881188119,0,0,0,0,0.000618811881188119,0,0,0,0,0,0,20,45,6,0,16,14,2,0,3,12,5,0.0123762376237624,0.0278465346534653,0.00371287128712871,0,0.0099009900990099,0.00866336633663366,0.00123762376237624,0,0.00185643564356436,0.00742574257425743,0.00309405940594059,1616,1349,10,2.84032387041263,0,0.00123762376237624,1616,1,1,1,1
"2022-02-01","Tanzania",2,5,13,0,33,1,0,29,21,17,2,3,16,4,2,12,0,1,3,3,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0.00106609808102345,0.00266524520255864,0.00692963752665245,0,0.017590618336887,0.000533049040511727,0,0.0154584221748401,0.0111940298507463,0.00906183368869936,0.00106609808102345,0.00159914712153518,0.00852878464818763,0.00213219616204691,0.00106609808102345,0.00639658848614072,0,0.000533049040511727,0.00159914712153518,0.00159914712153518,0.000533049040511727,0,0,0,0.000533049040511727,0,0,0.00159914712153518,0,0,0.000533049040511727,0,0,0,0,0.000533049040511727,0,28,79,16,0,29,34,6,0,0,7,3,0.0149253731343284,0.0421108742004264,0.00852878464818763,0,0.0154584221748401,0.0181236673773987,0.00319829424307036,0,0,0.00373134328358209,0.00159914712153518,1876,1536,20,2.24685073181494,0.00106609808102345,0.00266524520255864,1876,1,1,1,1
"2022-03-01","Tanzania",3,0,5,0,34,0,0,37,28,28,0,9,17,10,7,13,0,4,2,3,0,0,0,0,3,0,0,2,0,0,5,0,0,4,0,3,0,0.00126262626262626,0,0.0021043771043771,0,0.0143097643097643,0,0,0.0155723905723906,0.0117845117845118,0.0117845117845118,0,0.00378787878787879,0.00715488215488216,0.00420875420875421,0.00294612794612795,0.00547138047138047,0,0.00168350168350168,0.000841750841750842,0.00126262626262626,0,0,0,0,0.00126262626262626,0,0,0.000841750841750842,0,0,0.0021043771043771,0,0,0.00168350168350168,0,0.00126262626262626,0,26,107,6,0,24,23,1,0,1,11,7,0.0109427609427609,0.04503367003367,0.00252525252525253,0,0.0101010101010101,0.00968013468013468,0.000420875420875421,0,0.000420875420875421,0.00462962962962963,0.00294612794612795,2376,1993,26,2.01908682417944,0.00462962962962963,0.00252525252525253,2376,1,1,1,1
"2022-04-01","Tanzania",1,0,16,1,40,0,0,20,11,13,0,3,10,1,0,6,0,4,1,0,0,0,0,1,1,0,0,2,0,0,2,0,0,2,1,0,0,0.000521648408972353,0,0.00834637454355764,0.000521648408972353,0.0208659363588941,0,0,0.0104329681794471,0.00573813249869588,0.00678142931664058,0,0.00156494522691706,0.00521648408972353,0.000521648408972353,0,0.00312989045383412,0,0.00208659363588941,0.000521648408972353,0,0,0,0,0.000521648408972353,0.000521648408972353,0,0,0.00104329681794471,0,0,0.00104329681794471,0,0,0.00104329681794471,0.000521648408972353,0,0,23,69,4,1,21,31,4,0,2,8,5,0.0119979134063641,0.0359937402190923,0.00208659363588941,0.000521648408972353,0.0109546165884194,0.0161711006781429,0.00208659363588941,0,0.00104329681794471,0.00417318727177882,0.00260824204486176,1917,1631,13,0.619077945456567,0.00104329681794471,0.00365153886280647,1917,1,1,1,1
"2022-05-01","Tanzania",3,1,9,2,58,1,0,24,21,22,1,2,23,10,3,13,0,8,3,1,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0.00132100396301189,0.000440334654337296,0.00396301188903567,0.000880669308674593,0.0255394099515632,0.000440334654337296,0,0.0105680317040951,0.00924702774108322,0.00968736239542052,0.000440334654337296,0.000880669308674593,0.0101276970497578,0.00440334654337296,0.00132100396301189,0.00572435050638485,0,0.00352267723469837,0.00132100396301189,0.000440334654337296,0,0,0.000440334654337296,0,0,0.000440334654337296,0,0.000440334654337296,0,0,0.000880669308674593,0,0,0.000440334654337296,0,0,0,26,111,14,2,33,46,3,0,2,7,7,0.0114487010127697,0.0488771466314399,0.00616468516072215,0.000880669308674593,0.0145310435931308,0.0202553940995156,0.00132100396301189,0,0.000880669308674593,0.00308234258036107,0.00308234258036107,2271,1846,18,2.19995984794666,0.000880669308674593,0.00176133861734919,2271,1,1,1,1
"2022-06-01","Tanzania",1,0,9,1,45,0,0,10,30,21,1,4,19,13,5,9,0,9,2,5,0,0,0,0,0,0,0,1,0,0,3,0,0,4,1,1,0,0.000452488687782805,0,0.00407239819004525,0.000452488687782805,0.0203619909502262,0,0,0.00452488687782805,0.0135746606334842,0.00950226244343891,0.000452488687782805,0.00180995475113122,0.0085972850678733,0.00588235294117647,0.00226244343891403,0.00407239819004525,0,0.00407239819004525,0.000904977375565611,0.00226244343891403,0,0,0,0,0,0,0,0.000452488687782805,0,0,0.00135746606334842,0,0,0.00180995475113122,0.000452488687782805,0.000452488687782805,0,9,122,8,0,28,39,1,0,2,18,8,0.00407239819004525,0.0552036199095023,0.00361990950226244,0,0.0126696832579186,0.0176470588235294,0.000452488687782805,0,0.000904977375565611,0.0081447963800905,0.00361990950226244,2210,1811,12,2.59715031721302,0.00135746606334842,0.00316742081447964,2210,1,1,1,1
"2022-07-01","Tanzania",0,0,13,1,42,0,0,35,16,13,0,1,14,2,1,11,0,4,2,0,0,0,0,0,0,0,0,3,0,0,1,1,0,2,0,0,0,0,0,0.00652610441767068,0.000502008032128514,0.0210843373493976,0,0,0.017570281124498,0.00803212851405622,0.00652610441767068,0,0.000502008032128514,0.0070281124497992,0.00100401606425703,0.000502008032128514,0.00552208835341365,0,0.00200803212851406,0.00100401606425703,0,0,0,0,0,0,0,0,0.00150602409638554,0,0,0.000502008032128514,0.000502008032128514,0,0.00100401606425703,0,0,0,11,89,8,0,26,22,5,0,2,6,4,0.00552208835341365,0.0446787148594378,0.00401606425702811,0,0.0130522088353414,0.0110441767068273,0.00251004016064257,0,0.00100401606425703,0.00301204819277108,0.00200803212851406,1992,1684,11,1.00830644200106,0.000502008032128514,0.00301204819277108,1992,1,1,1,1
"2022-08-01","Tanzania",1,2,29,2,37,1,0,19,11,18,0,2,11,5,1,6,0,0,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0.00060459492140266,0.00120918984280532,0.0175332527206771,0.00120918984280532,0.0223700120918984,0.00060459492140266,0,0.0114873035066505,0.00665054413542926,0.0108827085852479,0,0.00120918984280532,0.00665054413542926,0.0030229746070133,0.00060459492140266,0.00362756952841596,0,0,0.00181378476420798,0.00120918984280532,0,0,0,0,0,0,0,0.00241837968561064,0,0,0,0,0,0.00060459492140266,0,0.00060459492140266,0,10,83,2,0,11,21,2,1,2,3,5,0.0060459492140266,0.0501813784764208,0.00120918984280532,0,0.00665054413542926,0.0126964933494559,0.00120918984280532,0.00060459492140266,0.00120918984280532,0.00181378476420798,0.0030229746070133,1654,1374,13,1.20604076880279,0.00120918984280532,0.00241837968561064,1654,1,1,1,1
"2022-09-01","Tanzania",6,2,16,3,45,3,0,17,18,21,0,8,17,13,1,15,0,1,6,1,0,0,0,0,0,0,1,0,0,0,3,0,0,5,0,1,0,0.00283822138126774,0.000946073793755913,0.0075685903500473,0.00141911069063387,0.021286660359508,0.00141911069063387,0,0.00804162724692526,0.00851466414380322,0.00993377483443709,0,0.00378429517502365,0.00804162724692526,0.00614947965941343,0.000473036896877956,0.00709555345316935,0,0.000473036896877956,0.00283822138126774,0.000473036896877956,0,0,0,0,0,0,0.000473036896877956,0,0,0,0.00141911069063387,0,0,0.00236518448438978,0,0.000473036896877956,0,30,111,9,0,22,35,1,0,4,11,1,0.0141911069063387,0.0525070955534532,0.00425733207190161,0,0.010406811731315,0.0165562913907285,0.000473036896877956,0,0.00189214758751183,0.00520340586565752,0.000473036896877956,2114,1718,20,2.20678017521355,0,0.00473036896877956,2114,1,1,1,1
