"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","diapazon.kz","kaztag.kz"
"2012-11-01","Kazakhstan",5,9,4,0,3,0,0,17,13,3,0,3,11,2,1,2,1,1,2,3,1,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0.00342465753424658,0.00616438356164384,0.00273972602739726,0,0.00205479452054795,0,0,0.0116438356164384,0.0089041095890411,0.00205479452054795,0,0.00205479452054795,0.00753424657534247,0.00136986301369863,0.000684931506849315,0.00136986301369863,0.000684931506849315,0.000684931506849315,0.00136986301369863,0.00205479452054795,0.000684931506849315,0,0.000684931506849315,0,0,0,0.000684931506849315,0,0.000684931506849315,0,0.00205479452054795,0,0,0,0,0,0,0,0.000684931506849315,0.000684931506849315,0.000684931506849315,0,12,6,7,0,30,5,3,1,0,7,8,0.00821917808219178,0.00410958904109589,0.00479452054794521,0,0.0205479452054795,0.00342465753424658,0.00205479452054795,0.000684931506849315,0,0.00479452054794521,0.00547945205479452,1460,1312,1450,16.2079717857044,0.0198630136986301,0.00547945205479452,1460,0,1
"2012-12-01","Kazakhstan",2,5,3,0,5,0,0,34,10,5,3,2,4,1,0,0,2,0,1,3,0,0,0,0,0,0,0,1,1,0,3,0,2,0,1,2,0,0,0,0,1,0,0.00170212765957447,0.00425531914893617,0.0025531914893617,0,0.00425531914893617,0,0,0.028936170212766,0.00851063829787234,0.00425531914893617,0.0025531914893617,0.00170212765957447,0.00340425531914894,0.000851063829787234,0,0,0.00170212765957447,0,0.000851063829787234,0.0025531914893617,0,0,0,0,0,0,0,0.000851063829787234,0.000851063829787234,0,0.0025531914893617,0,0.00170212765957447,0,0.000851063829787234,0.00170212765957447,0,0,0,0,0.000851063829787234,0,8,5,2,1,18,6,3,2,0,5,3,0.00680851063829787,0.00425531914893617,0.00170212765957447,0.000851063829787234,0.0153191489361702,0.0051063829787234,0.0025531914893617,0.00170212765957447,0,0.00425531914893617,0.0025531914893617,1175,1047,1164,15.5375897499503,0.0187234042553192,0.00595744680851064,1175,0,1
"2013-01-01","Kazakhstan",0,6,3,0,5,1,0,35,9,1,3,2,4,2,3,0,0,0,1,0,1,1,0,0,2,0,3,0,0,1,3,0,0,0,5,1,0,0,1,0,2,2,0,0.00499583680266445,0.00249791840133222,0,0.00416319733555371,0.000832639467110741,0,0.0291423813488759,0.00749375520399667,0.000832639467110741,0.00249791840133222,0.00166527893422148,0.00333055786844296,0.00166527893422148,0.00249791840133222,0,0,0,0.000832639467110741,0,0.000832639467110741,0.000832639467110741,0,0,0.00166527893422148,0,0.00249791840133222,0,0,0.000832639467110741,0.00249791840133222,0,0,0,0.00416319733555371,0.000832639467110741,0,0,0.000832639467110741,0,0.00166527893422148,0.00166527893422148,8,1,3,0,9,8,2,0,1,6,3,0.00666111573688593,0.000832639467110741,0.00249791840133222,0,0.00749375520399667,0.00666111573688593,0.00166527893422148,0,0.000832639467110741,0.00499583680266445,0.00249791840133222,1201,1087,1179,15.5194401936914,0.0241465445462115,0.00749375520399667,1201,0,1
"2013-02-01","Kazakhstan",6,6,6,0,90,0,0,24,16,5,0,2,9,4,8,1,1,0,4,3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,7,3,0,1,0,0,1,1,0.00413507925568573,0.00413507925568573,0.00413507925568573,0,0.062026188835286,0,0,0.0165403170227429,0.011026878015162,0.00344589937973811,0,0.00137835975189524,0.0062026188835286,0.00275671950379049,0.00551343900758098,0.000689179875947622,0.000689179875947622,0,0.00275671950379049,0.00206753962784287,0.000689179875947622,0,0,0,0,0,0,0.000689179875947622,0,0,0.00137835975189524,0,0,0,0.00482425913163336,0.00206753962784287,0,0.000689179875947622,0,0,0.000689179875947622,0.000689179875947622,13,7,2,1,19,6,1,3,1,4,11,0.00895933838731909,0.00482425913163336,0.00137835975189524,0.000689179875947622,0.0130944176430048,0.00413507925568573,0.000689179875947622,0.00206753962784287,0.000689179875947622,0.00275671950379049,0.00758097863542385,1451,1207,1434,16.3562334987774,0.0323914541695383,0.000689179875947622,1451,0,1
"2013-03-01","Kazakhstan",6,3,9,0,24,1,0,45,19,6,1,3,15,7,0,4,0,0,5,7,1,0,0,1,1,3,0,0,0,0,2,0,2,2,7,4,0,0,1,0,1,0,0.00385109114249037,0.00192554557124519,0.00577663671373556,0,0.0154043645699615,0.000641848523748395,0,0.0288831835686778,0.0121951219512195,0.00385109114249037,0.000641848523748395,0.00192554557124519,0.00962772785622593,0.00449293966623877,0,0.00256739409499358,0,0,0.00320924261874198,0.00449293966623877,0.000641848523748395,0,0,0.000641848523748395,0.000641848523748395,0.00192554557124519,0,0,0,0,0.00128369704749679,0,0.00128369704749679,0.00128369704749679,0.00449293966623877,0.00256739409499358,0,0,0.000641848523748395,0,0.000641848523748395,0,26,4,2,0,10,12,0,1,0,13,14,0.0166880616174583,0.00256739409499358,0.00128369704749679,0,0.00641848523748395,0.00770218228498074,0,0.000641848523748395,0,0.00834403080872914,0.00898587933247754,1558,1335,1533,16.7757126645885,0.0269576379974326,0.00449293966623877,1558,0,1
"2013-04-01","Kazakhstan",13,3,10,2,51,1,1,50,19,6,1,0,18,0,6,3,0,0,7,2,1,0,0,0,1,0,4,4,0,0,5,0,0,0,4,6,1,0,0,1,4,1,0.00762463343108504,0.00175953079178886,0.00586510263929619,0.00117302052785924,0.0299120234604106,0.000586510263929619,0.000586510263929619,0.0293255131964809,0.0111436950146628,0.00351906158357771,0.000586510263929619,0,0.0105571847507331,0,0.00351906158357771,0.00175953079178886,0,0,0.00410557184750733,0.00117302052785924,0.000586510263929619,0,0,0,0.000586510263929619,0,0.00234604105571848,0.00234604105571848,0,0,0.00293255131964809,0,0,0,0.00234604105571848,0.00351906158357771,0.000586510263929619,0,0,0.000586510263929619,0.00234604105571848,0.000586510263929619,33,10,8,0,18,23,1,0,0,11,14,0.0193548387096774,0.00586510263929619,0.00469208211143695,0,0.0105571847507331,0.0134897360703812,0.000586510263929619,0,0,0.00645161290322581,0.00821114369501466,1705,1414,1673,16.0940535556988,0.0175953079178886,0.0140762463343109,1705,0,1
"2013-05-01","Kazakhstan",11,1,3,1,21,1,1,39,27,12,2,0,8,4,7,3,0,1,4,10,1,0,0,0,0,4,0,1,0,2,2,1,1,1,4,2,1,0,2,1,1,0,0.00638421358096344,0.000580383052814858,0.00174114915844457,0.000580383052814858,0.012188044109112,0.000580383052814858,0.000580383052814858,0.0226349390597795,0.0156703424260012,0.00696459663377829,0.00116076610562972,0,0.00464306442251886,0.00232153221125943,0.004062681369704,0.00174114915844457,0,0.000580383052814858,0.00232153221125943,0.00580383052814858,0.000580383052814858,0,0,0,0,0.00232153221125943,0,0.000580383052814858,0,0.00116076610562972,0.00116076610562972,0.000580383052814858,0.000580383052814858,0.000580383052814858,0.00232153221125943,0.00116076610562972,0.000580383052814858,0,0.00116076610562972,0.000580383052814858,0.000580383052814858,0,35,11,13,0,31,14,1,3,1,13,20,0.02031340684852,0.00638421358096344,0.00754497968659315,0,0.0179918746372606,0.00812536273940801,0.000580383052814858,0.00174114915844457,0.000580383052814858,0.00754497968659315,0.0116076610562972,1723,1442,1699,16.6382223709436,0.0261172373766686,0.00232153221125943,1723,0,1
"2013-06-01","Kazakhstan",12,1,4,0,17,1,0,44,23,14,0,2,14,2,10,2,1,1,4,1,3,0,1,1,0,1,2,2,0,1,4,0,2,0,1,8,0,0,0,0,2,0,0.00725075528700906,0.000604229607250755,0.00241691842900302,0,0.0102719033232628,0.000604229607250755,0,0.0265861027190332,0.0138972809667674,0.00845921450151057,0,0.00120845921450151,0.00845921450151057,0.00120845921450151,0.00604229607250755,0.00120845921450151,0.000604229607250755,0.000604229607250755,0.00241691842900302,0.000604229607250755,0.00181268882175227,0,0.000604229607250755,0.000604229607250755,0,0.000604229607250755,0.00120845921450151,0.00120845921450151,0,0.000604229607250755,0.00241691842900302,0,0.00120845921450151,0,0.000604229607250755,0.00483383685800604,0,0,0,0,0.00120845921450151,0,19,10,10,0,28,30,3,1,2,10,19,0.0114803625377644,0.00604229607250755,0.00604229607250755,0,0.0169184290030211,0.0181268882175227,0.00181268882175227,0.000604229607250755,0.00120845921450151,0.00604229607250755,0.0114803625377644,1655,1388,1627,16.423937418987,0.0199395770392749,0.00664652567975831,1655,0,1
"2013-07-01","Kazakhstan",12,0,9,0,18,2,0,60,25,10,0,3,22,3,13,8,0,0,6,4,0,1,1,1,0,4,4,2,0,0,6,0,0,0,3,6,0,0,0,1,7,2,0.00707130229817325,0,0.00530347672362994,0,0.0106069534472599,0.00117855038302887,0,0.0353565114908662,0.0147318797878609,0.00589275191514437,0,0.00176782557454331,0.0129640542133176,0.00176782557454331,0.00766057748968768,0.0047142015321155,0,0,0.00353565114908662,0.00235710076605775,0,0.000589275191514437,0.000589275191514437,0.000589275191514437,0,0.00235710076605775,0.00235710076605775,0.00117855038302887,0,0,0.00353565114908662,0,0,0,0.00176782557454331,0.00353565114908662,0,0,0,0.000589275191514437,0.00412492634060106,0.00117855038302887,22,9,10,1,31,19,3,3,1,11,21,0.0129640542133176,0.00530347672362994,0.00589275191514437,0.000589275191514437,0.0182675309369476,0.0111962286387743,0.00176782557454331,0.00176782557454331,0.000589275191514437,0.00648202710665881,0.0123747790218032,1697,1401,1659,17.3468775658796,0.0288744843842074,0.00589275191514437,1697,0,1
"2013-08-01","Kazakhstan",14,2,21,0,20,1,0,44,55,7,1,2,24,5,4,7,1,3,4,5,1,0,0,0,3,7,4,3,0,1,1,0,0,0,1,1,1,2,2,1,5,1,0.0083382966051221,0.00119118522930316,0.0125074449076831,0,0.0119118522930316,0.000595592614651578,0,0.0262060750446694,0.0327575938058368,0.00416914830256105,0.000595592614651578,0.00119118522930316,0.0142942227516379,0.00297796307325789,0.00238237045860631,0.00416914830256105,0.000595592614651578,0.00178677784395473,0.00238237045860631,0.00297796307325789,0.000595592614651578,0,0,0,0.00178677784395473,0.00416914830256105,0.00238237045860631,0.00178677784395473,0,0.000595592614651578,0.000595592614651578,0,0,0,0.000595592614651578,0.000595592614651578,0.000595592614651578,0.00119118522930316,0.00119118522930316,0.000595592614651578,0.00297796307325789,0.000595592614651578,22,5,11,0,29,13,0,1,2,8,15,0.0131030375223347,0.00297796307325789,0.00655151876116736,0,0.0172721858248958,0.00774270399047052,0,0.000595592614651578,0.00119118522930316,0.00476474091721263,0.00893388921977368,1679,1383,1645,17.8599274346122,0.0244192972007147,0.0053603335318642,1679,0,0
"2013-09-01","Kazakhstan",14,5,6,0,14,2,0,34,20,5,0,4,11,5,13,2,1,2,3,4,0,0,0,1,2,5,3,1,0,0,23,0,0,1,7,6,1,0,1,3,2,4,0.00844390832328106,0.00301568154402895,0.00361881785283474,0,0.00844390832328106,0.00120627261761158,0,0.0205066344993969,0.0120627261761158,0.00301568154402895,0,0.00241254523522316,0.00663449939686369,0.00301568154402895,0.00784077201447527,0.00120627261761158,0.00060313630880579,0.00120627261761158,0.00180940892641737,0.00241254523522316,0,0,0,0.00060313630880579,0.00120627261761158,0.00301568154402895,0.00180940892641737,0.00060313630880579,0,0,0.0138721351025332,0,0,0.00060313630880579,0.00422195416164053,0.00361881785283474,0.00060313630880579,0,0.00060313630880579,0.00180940892641737,0.00120627261761158,0.00241254523522316,26,15,7,0,22,15,1,2,0,10,16,0.0156815440289505,0.00904704463208685,0.00422195416164053,0,0.0132689987937274,0.00904704463208685,0.00060313630880579,0.00120627261761158,0,0.0060313630880579,0.00965018094089264,1658,1409,1598,17.6843851515113,0.0295536791314837,0.0253317249698432,1658,0,1
"2013-10-01","Kazakhstan",10,2,7,1,18,0,0,50,16,9,0,2,12,7,7,9,0,0,2,7,1,0,0,0,0,4,3,1,1,0,7,0,1,0,6,5,1,0,0,1,7,3,0.00548847420417124,0.00109769484083425,0.00384193194291987,0.000548847420417124,0.00987925356750823,0,0,0.0274423710208562,0.00878155872667398,0.00493962678375412,0,0.00109769484083425,0.00658616904500549,0.00384193194291987,0.00384193194291987,0.00493962678375412,0,0,0.00109769484083425,0.00384193194291987,0.000548847420417124,0,0,0,0,0.0021953896816685,0.00164654226125137,0.000548847420417124,0.000548847420417124,0,0.00384193194291987,0,0.000548847420417124,0,0.00329308452250274,0.00274423710208562,0.000548847420417124,0,0,0.000548847420417124,0.00384193194291987,0.00164654226125137,29,12,7,0,22,22,2,2,0,12,27,0.0159165751920966,0.00658616904500549,0.00384193194291987,0,0.0120746432491767,0.0120746432491767,0.00109769484083425,0.00109769484083425,0,0.00658616904500549,0.0148188803512623,1822,1543,1781,16.3200743081099,0.0268935236004391,0.00878155872667398,1822,0,1
"2013-11-01","Kazakhstan",6,1,5,0,17,0,2,60,26,6,1,4,18,1,12,13,0,3,6,4,2,0,2,1,0,2,1,2,1,2,4,0,0,0,0,6,0,0,1,0,4,2,0.003,5e-04,0.0025,0,0.0085,0,0.001,0.03,0.013,0.003,5e-04,0.002,0.009,5e-04,0.006,0.0065,0,0.0015,0.003,0.002,0.001,0,0.001,5e-04,0,0.001,5e-04,0.001,5e-04,0.001,0.002,0,0,0,0,0.003,0,0,5e-04,0,0.002,0.001,38,9,12,0,35,18,4,2,6,19,25,0.019,0.0045,0.006,0,0.0175,0.009,0.002,0.001,0.003,0.0095,0.0125,2000,1669,1970,16.6119988941953,0.026,0.0035,2000,0,1
"2013-12-01","Kazakhstan",5,1,7,0,20,1,0,44,22,8,0,4,17,4,9,2,1,1,4,8,3,0,0,0,0,2,2,3,1,0,4,0,0,0,8,9,0,0,1,0,1,1,0.00341296928327645,0.00068259385665529,0.00477815699658703,0,0.0136518771331058,0.00068259385665529,0,0.0300341296928328,0.0150170648464164,0.00546075085324232,0,0.00273037542662116,0.0116040955631399,0.00273037542662116,0.00614334470989761,0.00136518771331058,0.00068259385665529,0.00068259385665529,0.00273037542662116,0.00546075085324232,0.00204778156996587,0,0,0,0,0.00136518771331058,0.00136518771331058,0.00204778156996587,0.00068259385665529,0,0.00273037542662116,0,0,0,0.00546075085324232,0.00614334470989761,0,0,0.00068259385665529,0,0.00068259385665529,0.00068259385665529,17,9,6,0,18,15,1,3,0,6,12,0.0116040955631399,0.00614334470989761,0.00409556313993174,0,0.0122866894197952,0.0102389078498294,0.00068259385665529,0.00204778156996587,0,0.00409556313993174,0.00819112627986348,1465,1236,1430,17.2813436831987,0.0286689419795222,0.00750853242320819,1465,0,1
"2014-01-01","Kazakhstan",10,3,4,0,9,1,0,39,38,8,0,3,18,6,9,1,0,2,2,6,4,0,0,0,0,4,1,3,2,0,3,0,2,0,1,1,0,1,0,0,3,2,0.00618429189857761,0.00185528756957328,0.00247371675943105,0,0.00556586270871985,0.000618429189857761,0,0.0241187384044527,0.0235003092145949,0.00494743351886209,0,0.00185528756957328,0.0111317254174397,0.00371057513914657,0.00556586270871985,0.000618429189857761,0,0.00123685837971552,0.00123685837971552,0.00371057513914657,0.00247371675943105,0,0,0,0,0.00247371675943105,0.000618429189857761,0.00185528756957328,0.00123685837971552,0,0.00185528756957328,0,0.00123685837971552,0,0.000618429189857761,0.000618429189857761,0,0.000618429189857761,0,0,0.00185528756957328,0.00123685837971552,24,7,8,0,37,17,0,1,3,16,20,0.0148423005565863,0.00432900432900433,0.00494743351886209,0,0.0228818800247372,0.0105132962275819,0,0.000618429189857761,0.00185528756957328,0.00989486703772418,0.0123685837971552,1617,1345,1590,17.3258163172286,0.0241187384044527,0.00494743351886209,1617,0,1
"2014-02-01","Kazakhstan",23,3,5,0,14,0,0,44,24,11,0,2,19,4,15,1,3,3,3,5,1,0,0,0,2,6,2,1,0,0,1,0,0,0,1,4,0,0,1,1,6,1,0.0131503716409377,0.00171526586620926,0.0028587764436821,0,0.00800457404230989,0,0,0.0251572327044025,0.0137221269296741,0.00628930817610063,0,0.00114351057747284,0.010863350485992,0.00228702115494568,0.00857632933104631,0.000571755288736421,0.00171526586620926,0.00171526586620926,0.00171526586620926,0.0028587764436821,0.000571755288736421,0,0,0,0.00114351057747284,0.00343053173241852,0.00114351057747284,0.000571755288736421,0,0,0.000571755288736421,0,0,0,0.000571755288736421,0.00228702115494568,0,0,0.000571755288736421,0.000571755288736421,0.00343053173241852,0.000571755288736421,25,7,5,0,49,18,3,0,5,11,20,0.0142938822184105,0.00400228702115495,0.0028587764436821,0,0.0280160091480846,0.0102915951972556,0.00171526586620926,0,0.0028587764436821,0.00628930817610063,0.0114351057747284,1749,1444,1722,17.5533221173046,0.0200114351057747,0.00628930817610063,1749,0,1
