"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","correiodabeiraserra.com","canal.co.mz","mmo.co.mz","cartamz.com","clubofmozambique.com","portalmoznews.com","jornaldomingo.co.mz","tvm.co.mz"
"2013-09-01","Mozambique",7,0,25,1,7,1,3,23,9,8,1,0,5,0,7,1,0,2,3,2,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0.00819672131147541,0,0.0292740046838408,0.00117096018735363,0.00819672131147541,0.00117096018735363,0.00351288056206089,0.0269320843091335,0.0105386416861827,0.00936768149882904,0.00117096018735363,0,0.00585480093676815,0,0.00819672131147541,0.00117096018735363,0,0.00234192037470726,0.00351288056206089,0.00234192037470726,0,0,0,0,0.00117096018735363,0,0,0,0,0.00234192037470726,0,0,0,0.00117096018735363,0.00234192037470726,0,0,0,0,0,0,19,4,2,0,8,9,0,0,0,8,10,0.022248243559719,0.00468384074941452,0.00234192037470726,0,0.00936768149882904,0.0105386416861827,0,0,0,0.00936768149882904,0.0117096018735363,854,698,1,4.44011607046845,0.00351288056206089,0.00351288056206089,854,1,0,1,0,0,0,1,0
"2013-10-01","Mozambique",7,0,16,1,13,1,0,8,14,3,0,6,9,3,7,2,3,3,15,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0078125,0,0.0178571428571429,0.00111607142857143,0.0145089285714286,0.00111607142857143,0,0.00892857142857143,0.015625,0.00334821428571429,0,0.00669642857142857,0.0100446428571429,0.00334821428571429,0.0078125,0.00223214285714286,0.00334821428571429,0.00334821428571429,0.0167410714285714,0.0357142857142857,0,0,0,0,0,0,0,0,0,0.00111607142857143,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,6,10,0,1,0,8,11,0.0167410714285714,0.00892857142857143,0,0,0.00669642857142857,0.0111607142857143,0,0.00111607142857143,0,0.00892857142857143,0.0122767857142857,896,701,2,6.71196161000259,0,0.00111607142857143,896,1,0,1,0,0,0,1,0
"2013-11-01","Mozambique",7,2,71,7,7,1,0,15,3,3,1,4,4,0,6,0,3,1,8,19,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0.00830367734282325,0.00237247924080664,0.0842230130486358,0.00830367734282325,0.00830367734282325,0.00118623962040332,0,0.0177935943060498,0.00355871886120996,0.00355871886120996,0.00118623962040332,0.00474495848161329,0.00474495848161329,0,0.00711743772241993,0,0.00355871886120996,0.00118623962040332,0.00948991696322657,0.0225385527876631,0,0,0,0,0,0,0,0,0,0.00237247924080664,0,0,0,0.00118623962040332,0,0,0,0,0,0.00118623962040332,0,11,2,3,0,8,5,0,2,0,6,5,0.0130486358244365,0.00237247924080664,0.00355871886120996,0,0.00948991696322657,0.00593119810201661,0,0.00237247924080664,0,0.00711743772241993,0.00593119810201661,843,642,3,4.80162484253698,0.00237247924080664,0.00355871886120996,843,1,0,1,0,0,0,1,0
"2013-12-01","Mozambique",4,3,14,4,6,0,1,25,7,7,0,1,7,2,1,1,0,1,11,6,0,0,0,0,2,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0.00509554140127389,0.00382165605095541,0.0178343949044586,0.00509554140127389,0.00764331210191083,0,0.00127388535031847,0.0318471337579618,0.0089171974522293,0.0089171974522293,0,0.00127388535031847,0.0089171974522293,0.00254777070063694,0.00127388535031847,0.00127388535031847,0,0.00127388535031847,0.0140127388535032,0.00764331210191083,0,0,0,0,0.00254777070063694,0,0,0,0,0.00509554140127389,0,0,0.00254777070063694,0,0,0,0,0,0,0,0,23,3,3,0,5,8,0,1,0,14,9,0.0292993630573248,0.00382165605095541,0.00382165605095541,0,0.00636942675159236,0.0101910828025478,0,0.00127388535031847,0,0.0178343949044586,0.0114649681528662,785,625,1,4.77557683083804,0.00382165605095541,0.00636942675159236,785,1,0,1,0,0,0,1,0
"2014-01-01","Mozambique",5,2,19,6,10,0,0,31,5,4,0,4,5,4,10,0,0,4,9,12,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.00615006150061501,0.002460024600246,0.023370233702337,0.00738007380073801,0.01230012300123,0,0,0.038130381303813,0.00615006150061501,0.00492004920049201,0,0.00492004920049201,0.00615006150061501,0.00492004920049201,0.01230012300123,0,0,0.00492004920049201,0.011070110701107,0.014760147601476,0,0.001230012300123,0,0,0,0,0,0,0,0.002460024600246,0.001230012300123,0,0,0,0,0,0,0,0,0,0,16,5,3,0,6,6,0,2,2,21,13,0.019680196801968,0.00615006150061501,0.003690036900369,0,0.00738007380073801,0.00738007380073801,0,0.002460024600246,0.002460024600246,0.025830258302583,0.015990159901599,813,614,8,4.79092920574728,0.001230012300123,0.003690036900369,813,1,0,1,0,0,0,1,0
"2014-02-01","Mozambique",2,1,23,4,12,0,0,32,10,13,1,0,6,1,3,3,0,1,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.00260756192959583,0.00130378096479791,0.029986962190352,0.00521512385919166,0.015645371577575,0,0,0.0417209908735332,0.0130378096479791,0.0169491525423729,0.00130378096479791,0,0.00782268578878748,0.00130378096479791,0.00391134289439374,0.00391134289439374,0,0.00130378096479791,0.00651890482398957,0.0169491525423729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00260756192959583,0,13,3,0,0,2,4,0,1,1,13,5,0.0169491525423729,0.00391134289439374,0,0,0.00260756192959583,0.00521512385919166,0,0.00130378096479791,0.00130378096479791,0.0169491525423729,0.00651890482398957,767,598,2,4.7538220941976,0.00130378096479791,0.00130378096479791,767,1,0,1,0,0,0,1,0
"2014-03-01","Mozambique",4,0,19,1,5,0,0,30,8,8,2,4,4,1,5,2,0,2,1,10,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0.00497512437810945,0,0.0236318407960199,0.00124378109452736,0.00621890547263682,0,0,0.0373134328358209,0.00995024875621891,0.00995024875621891,0.00248756218905473,0.00497512437810945,0.00497512437810945,0.00124378109452736,0.00621890547263682,0.00248756218905473,0,0.00248756218905473,0.00124378109452736,0.0124378109452736,0,0,0,0,0,0.00124378109452736,0,0,0,0.00248756218905473,0,0,0,0.00124378109452736,0,0,0,0,0,0,0,16,2,1,0,8,8,0,1,0,3,5,0.0199004975124378,0.00248756218905473,0.00124378109452736,0,0.00995024875621891,0.00995024875621891,0,0.00124378109452736,0,0.00373134328358209,0.00621890547263682,804,658,1,4.41686256438841,0,0.00497512437810945,804,1,0,1,0,0,0,1,0
"2014-04-01","Mozambique",4,0,12,2,5,0,0,19,7,2,0,2,3,0,0,4,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.00579710144927536,0,0.0173913043478261,0.00289855072463768,0.0072463768115942,0,0,0.027536231884058,0.0101449275362319,0.00289855072463768,0,0.00289855072463768,0.00434782608695652,0,0,0.00579710144927536,0,0,0.00289855072463768,0.0115942028985507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00434782608695652,0,0,0,12,0,2,0,5,10,2,0,0,10,8,0.0173913043478261,0,0.00289855072463768,0,0.0072463768115942,0.0144927536231884,0.00289855072463768,0,0,0.0144927536231884,0.0115942028985507,690,575,4,4.47626791796905,0,0.00434782608695652,690,1,0,1,0,0,0,1,0
"2014-05-01","Mozambique",0,0,34,0,10,2,0,10,8,3,1,3,3,1,9,0,1,1,6,8,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475524475524476,0,0.013986013986014,0.0027972027972028,0,0.013986013986014,0.0111888111888112,0.0041958041958042,0.0013986013986014,0.0041958041958042,0.0041958041958042,0.0013986013986014,0.0125874125874126,0,0.0013986013986014,0.0013986013986014,0.00839160839160839,0.0111888111888112,0,0,0,0,0.0013986013986014,0,0,0,0,0.0027972027972028,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,2,2,0,3,0,7,15,0.013986013986014,0.0013986013986014,0.0013986013986014,0,0.0027972027972028,0.0027972027972028,0,0.0041958041958042,0,0.00979020979020979,0.020979020979021,715,575,3,4.27473921297812,0.0013986013986014,0.0027972027972028,715,1,0,1,0,0,0,1,0
"2014-06-01","Mozambique",3,0,12,0,7,0,0,13,6,7,0,1,5,1,4,2,2,2,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0048,0,0.0192,0,0.0112,0,0,0.0208,0.0096,0.0112,0,0.0016,0.008,0.0016,0.0064,0.0032,0.0032,0.0032,0.0192,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,12,8,1,0,8,10,0,0,0,6,5,0.0192,0.0128,0.0016,0,0.0128,0.016,0,0,0,0.0096,0.008,625,488,1,5.79616322746161,0,0.0016,625,1,0,1,0,0,0,1,0
"2014-07-01","Mozambique",5,0,4,0,10,0,0,16,7,4,1,1,6,1,1,0,0,1,4,7,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.00874125874125874,0,0.00699300699300699,0,0.0174825174825175,0,0,0.027972027972028,0.0122377622377622,0.00699300699300699,0.00174825174825175,0.00174825174825175,0.0104895104895105,0.00174825174825175,0.00174825174825175,0,0,0.00174825174825175,0.00699300699300699,0.0122377622377622,0,0,0,0,0.0034965034965035,0,0,0,0,0.00174825174825175,0,0,0.00174825174825175,0,0,0,0,0,0,0,0.0034965034965035,14,6,3,0,7,7,2,0,1,4,14,0.0244755244755245,0.0104895104895105,0.00524475524475524,0,0.0122377622377622,0.0122377622377622,0.0034965034965035,0,0.00174825174825175,0.00699300699300699,0.0244755244755245,572,451,0,5.10491848109782,0.00699300699300699,0.0034965034965035,572,1,0,1,0,0,0,1,0
"2014-08-01","Mozambique",2,0,6,1,15,0,0,17,4,13,2,5,3,0,2,3,1,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.00341880341880342,0,0.0102564102564103,0.00170940170940171,0.0256410256410256,0,0,0.0290598290598291,0.00683760683760684,0.0222222222222222,0.00341880341880342,0.00854700854700855,0.00512820512820513,0,0.00341880341880342,0.00512820512820513,0.00170940170940171,0.00170940170940171,0.00683760683760684,0.00512820512820513,0,0,0,0,0,0,0,0,0,0.00170940170940171,0,0,0,0,0.00170940170940171,0,0,0,0,0,0,18,3,1,0,4,5,0,1,0,4,5,0.0307692307692308,0.00512820512820513,0.00170940170940171,0,0.00683760683760684,0.00854700854700855,0,0.00170940170940171,0,0.00683760683760684,0.00854700854700855,585,465,3,4.71455993235762,0,0.00341880341880342,585,1,0,1,0,0,0,0,0
"2014-09-01","Mozambique",2,0,13,0,6,0,0,17,7,8,0,2,2,3,2,3,0,1,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035778175313059,0,0.0232558139534884,0,0.0107334525939177,0,0,0.0304114490161002,0.0125223613595707,0.0143112701252236,0,0.0035778175313059,0.0035778175313059,0.00536672629695885,0.0035778175313059,0.00536672629695885,0,0.00178890876565295,0.00536672629695885,0.00536672629695885,0.00178890876565295,0,0,0,0.00178890876565295,0,0,0.00178890876565295,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,4,1,0,2,0,6,4,0.0483005366726297,0.00894454382826476,0,0,0.00715563506261181,0.00178890876565295,0,0.0035778175313059,0,0.0107334525939177,0.00715563506261181,559,439,1,4.87493582038903,0,0.00536672629695885,559,1,0,1,0,0,0,0,0
"2014-10-01","Mozambique",2,1,75,15,3,0,0,17,6,3,0,0,5,4,5,1,0,0,2,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00269541778975741,0.00134770889487871,0.101078167115903,0.0202156334231806,0.00404312668463612,0,0,0.022911051212938,0.00808625336927224,0.00404312668463612,0,0,0.00673854447439353,0.00539083557951483,0.00673854447439353,0.00134770889487871,0,0,0.00269541778975741,0.00673854447439353,0,0,0,0,0,0,0.00134770889487871,0.00134770889487871,0,0.00134770889487871,0,0,0,0,0,0,0,0.00134770889487871,0,0,0,14,4,2,0,4,4,0,1,1,4,9,0.0188679245283019,0.00539083557951483,0.00269541778975741,0,0.00539083557951483,0.00539083557951483,0,0.00134770889487871,0.00134770889487871,0.00539083557951483,0.0121293800539084,742,562,2,4.10476278679597,0,0.00539083557951483,742,1,0,1,0,0,0,1,0
"2014-11-01","Mozambique",1,0,3,0,6,0,0,9,6,5,0,1,4,1,2,1,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017636684303351,0,0.00529100529100529,0,0.0105820105820106,0,0,0.0158730158730159,0.0105820105820106,0.00881834215167548,0,0.0017636684303351,0.00705467372134039,0.0017636684303351,0.00352733686067019,0.0017636684303351,0,0,0.0105820105820106,0.00352733686067019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017636684303351,0,0,0,0,0,0,12,4,1,0,4,6,0,0,0,8,9,0.0211640211640212,0.00705467372134039,0.0017636684303351,0,0.00705467372134039,0.0105820105820106,0,0,0,0.0141093474426808,0.0158730158730159,567,480,3,4.32026117191519,0,0.0017636684303351,567,1,0,1,0,0,0,1,0
"2014-12-01","Mozambique",3,1,10,0,4,2,0,17,4,6,1,1,3,1,1,2,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537634408602151,0.0017921146953405,0.017921146953405,0,0.00716845878136201,0.003584229390681,0,0.0304659498207885,0.00716845878136201,0.010752688172043,0.0017921146953405,0.0017921146953405,0.00537634408602151,0.0017921146953405,0.0017921146953405,0.003584229390681,0,0,0.014336917562724,0.0017921146953405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,0,2,4,1,0,0,5,3,0.03584229390681,0.003584229390681,0.0017921146953405,0,0.003584229390681,0.00716845878136201,0.0017921146953405,0,0,0.00896057347670251,0.00537634408602151,558,457,2,4.78112046839538,0,0,558,1,0,1,0,0,0,1,0
"2015-01-01","Mozambique",10,0,8,1,7,1,0,47,7,5,2,3,3,0,4,3,0,2,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.0163398692810458,0,0.0130718954248366,0.00163398692810458,0.011437908496732,0.00163398692810458,0,0.076797385620915,0.011437908496732,0.00816993464052288,0.00326797385620915,0.00490196078431373,0.00490196078431373,0,0.0065359477124183,0.00490196078431373,0,0.00326797385620915,0.011437908496732,0,0,0,0,0,0,0,0,0,0,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,0.00163398692810458,10,3,0,0,1,2,1,1,1,6,4,0.0163398692810458,0.00490196078431373,0,0,0.00163398692810458,0.00326797385620915,0.00163398692810458,0.00163398692810458,0.00163398692810458,0.00980392156862745,0.0065359477124183,612,475,0,5.67505595213068,0.00163398692810458,0.00326797385620915,612,1,0,1,0,0,0,1,0
"2015-02-01","Mozambique",8,0,4,0,4,0,0,47,5,4,0,1,7,1,2,3,0,0,6,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.0142348754448399,0,0.00711743772241993,0,0.00711743772241993,0,0,0.0836298932384342,0.00889679715302491,0.00711743772241993,0,0.00177935943060498,0.0124555160142349,0.00177935943060498,0.00355871886120996,0.00533807829181495,0,0,0.0106761565836299,0.0106761565836299,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0,0.00177935943060498,0,0,0,0,0,0.00177935943060498,0.00177935943060498,14,3,0,0,3,10,0,0,0,5,9,0.0249110320284698,0.00533807829181495,0,0,0.00533807829181495,0.0177935943060498,0,0,0,0.00889679715302491,0.0160142348754448,562,423,1,5.82047889460631,0,0.00711743772241993,562,1,0,1,0,0,0,1,0
"2015-03-01","Mozambique",1,2,5,0,7,0,0,31,6,2,0,2,4,4,8,4,0,2,8,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.00151745068285281,0.00303490136570561,0.00758725341426404,0,0.0106221547799697,0,0,0.047040971168437,0.00910470409711684,0.00303490136570561,0,0.00303490136570561,0.00606980273141123,0.00606980273141123,0.0121396054628225,0.00606980273141123,0,0.00303490136570561,0.0121396054628225,0.00455235204855842,0,0.00151745068285281,0,0,0,0,0,0,0.00151745068285281,0,0,0,0,0.00151745068285281,0,0.00151745068285281,0,0,0,0.00151745068285281,0,18,5,0,0,4,5,1,2,0,11,5,0.0273141122913505,0.00758725341426404,0,0,0.00606980273141123,0.00758725341426404,0.00151745068285281,0.00303490136570561,0,0.0166919575113809,0.00758725341426404,659,520,2,4.80910535111668,0.00303490136570561,0.00455235204855842,659,1,0,1,0,0,0,1,0
"2015-04-01","Mozambique",8,0,2,1,3,0,0,14,4,2,0,4,1,4,8,1,0,2,4,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0143626570915619,0,0.00359066427289048,0.00179533213644524,0.00538599640933573,0,0,0.0251346499102334,0.00718132854578097,0.00359066427289048,0,0.00718132854578097,0.00179533213644524,0.00718132854578097,0.0143626570915619,0.00179533213644524,0,0.00359066427289048,0.00718132854578097,0.0215439856373429,0,0,0,0,0,0,0,0,0,0.00179533213644524,0,0,0,0,0,0,0,0,0,0,0,19,2,3,0,9,8,0,1,1,3,7,0.0341113105924596,0.00359066427289048,0.00538599640933573,0,0.0161579892280072,0.0143626570915619,0,0.00179533213644524,0.00179533213644524,0.00538599640933573,0.0125673249551167,557,436,3,5.4705429899012,0.00179533213644524,0,557,1,0,1,0,0,0,1,0
"2015-05-01","Mozambique",5,1,5,3,9,2,0,18,9,8,0,2,2,3,1,3,0,0,3,4,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0.00834724540901502,0.00166944908180301,0.00834724540901502,0.00500834724540901,0.015025041736227,0.00333889816360601,0,0.0300500834724541,0.015025041736227,0.013355592654424,0,0.00333889816360601,0.00333889816360601,0.00500834724540901,0.00166944908180301,0.00500834724540901,0,0,0.00500834724540901,0.00667779632721202,0,0,0,0,0,0,0,0,0.00166944908180301,0.00166944908180301,0,0,0,0.00333889816360601,0,0,0,0.00166944908180301,0,0,0,20,5,2,0,5,9,1,2,0,5,5,0.0333889816360601,0.00834724540901502,0.00333889816360601,0,0.00834724540901502,0.015025041736227,0.00166944908180301,0.00333889816360601,0,0.00834724540901502,0.00834724540901502,599,471,3,5.33387049338061,0.00166944908180301,0.00667779632721202,599,1,0,1,0,0,0,1,0
"2015-06-01","Mozambique",3,0,4,2,14,0,2,13,4,2,0,3,1,0,2,1,1,0,8,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0.00613496932515337,0,0.0081799591002045,0.00408997955010225,0.0286298568507157,0,0.00408997955010225,0.0265848670756646,0.0081799591002045,0.00408997955010225,0,0.00613496932515337,0.00204498977505112,0,0.00408997955010225,0.00204498977505112,0.00204498977505112,0,0.016359918200409,0.0122699386503067,0,0,0,0,0,0,0,0.00204498977505112,0,0.00204498977505112,0,0,0,0,0.00204498977505112,0,0,0,0,0,0.00613496932515337,21,5,2,0,0,6,0,3,0,6,8,0.0429447852760736,0.0102249488752556,0.00408997955010225,0,0,0.0122699386503067,0,0.00613496932515337,0,0.0122699386503067,0.016359918200409,489,376,2,4.85029541611891,0.00204498977505112,0.0102249488752556,489,1,0,1,0,0,0,1,0
"2015-07-01","Mozambique",6,0,5,0,2,0,0,17,15,5,0,2,8,1,7,4,0,2,7,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.0120724346076459,0,0.0100603621730382,0,0.00402414486921529,0,0,0.03420523138833,0.0301810865191147,0.0100603621730382,0,0.00402414486921529,0.0160965794768612,0.00201207243460765,0.0140845070422535,0.00804828973843058,0,0.00402414486921529,0.0140845070422535,0.00804828973843058,0,0,0,0,0,0,0,0,0.00201207243460765,0.00201207243460765,0,0,0,0.00201207243460765,0,0,0,0,0,0,0.00201207243460765,13,0,1,0,5,11,0,1,0,8,3,0.0261569416498994,0,0.00201207243460765,0,0.0100603621730382,0.0221327967806841,0,0.00201207243460765,0,0.0160965794768612,0.00603621730382294,497,376,1,7.26019040417528,0.00201207243460765,0.00603621730382294,497,1,0,1,0,0,0,1,0
"2015-08-01","Mozambique",5,1,2,0,1,0,0,20,4,3,1,0,2,2,1,2,0,0,7,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.010752688172043,0.0021505376344086,0.0043010752688172,0,0.0021505376344086,0,0,0.043010752688172,0.00860215053763441,0.00645161290322581,0.0021505376344086,0,0.0043010752688172,0.0043010752688172,0.0021505376344086,0.0043010752688172,0,0,0.0150537634408602,0.010752688172043,0,0,0,0,0,0.0021505376344086,0,0,0,0,0,0,0,0.0021505376344086,0,0.0021505376344086,0,0.0021505376344086,0,0,0,8,4,0,0,5,4,1,0,0,12,4,0.0172043010752688,0.00860215053763441,0,0,0.010752688172043,0.00860215053763441,0.0021505376344086,0,0,0.0258064516129032,0.00860215053763441,465,372,1,5.26150637277465,0.0021505376344086,0.00645161290322581,465,1,0,1,0,0,0,1,0
"2015-09-01","Mozambique",0,0,2,0,3,0,0,11,8,4,2,2,2,1,5,2,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0.00609756097560976,0,0,0.0223577235772358,0.016260162601626,0.00813008130081301,0.0040650406504065,0.0040650406504065,0.0040650406504065,0.00203252032520325,0.0101626016260163,0.0040650406504065,0,0.00203252032520325,0.0223577235772358,0.016260162601626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0040650406504065,0,0,0,0,0,0,0,8,6,0,0,2,3,0,4,1,9,13,0.016260162601626,0.0121951219512195,0,0,0.0040650406504065,0.00609756097560976,0,0.00813008130081301,0.00203252032520325,0.0182926829268293,0.0264227642276423,492,385,3,5.18498006391349,0,0.0040650406504065,492,1,0,1,0,0,0,1,0
"2015-10-01","Mozambique",6,0,12,1,4,1,0,13,8,2,1,1,7,1,1,0,1,2,6,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,0.0119047619047619,0,0.0238095238095238,0.00198412698412698,0.00793650793650794,0.00198412698412698,0,0.0257936507936508,0.0158730158730159,0.00396825396825397,0.00198412698412698,0.00198412698412698,0.0138888888888889,0.00198412698412698,0.00198412698412698,0,0.00198412698412698,0.00396825396825397,0.0119047619047619,0.00595238095238095,0,0.00198412698412698,0,0,0,0.00198412698412698,0,0,0,0.00396825396825397,0,0,0,0.00198412698412698,0,0,0,0,0,0.00198412698412698,0.00396825396825397,15,1,2,0,4,4,0,2,1,12,10,0.0297619047619048,0.00198412698412698,0.00396825396825397,0,0.00793650793650794,0.00793650793650794,0,0.00396825396825397,0.00198412698412698,0.0238095238095238,0.0198412698412698,504,390,2,6.26034404798327,0.00793650793650794,0.00793650793650794,504,1,0,1,0,0,0,1,0
"2015-11-01","Mozambique",5,0,1,0,7,1,0,18,1,7,2,1,3,1,2,3,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0122850122850123,0,0.00245700245700246,0,0.0171990171990172,0.00245700245700246,0,0.0442260442260442,0.00245700245700246,0.0171990171990172,0.00491400491400491,0.00245700245700246,0.00737100737100737,0.00245700245700246,0.00491400491400491,0.00737100737100737,0,0,0.00491400491400491,0.0147420147420147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245700245700246,0,0,0,0,0,0,0,9,6,2,0,9,3,0,0,0,6,6,0.0221130221130221,0.0147420147420147,0.00491400491400491,0,0.0221130221130221,0.00737100737100737,0,0,0,0.0147420147420147,0.0147420147420147,407,310,3,5.40692647066843,0.00245700245700246,0,407,1,0,1,0,0,0,1,0
"2015-12-01","Mozambique",4,0,7,0,5,0,0,20,7,18,3,2,9,1,1,3,0,4,0,1,0,0,0,0,0,1,2,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0.00814663951120163,0,0.0142566191446029,0,0.010183299389002,0,0,0.0407331975560081,0.0142566191446029,0.0366598778004073,0.00610997963340122,0.00407331975560081,0.0183299389002037,0.00203665987780041,0.00203665987780041,0.00610997963340122,0,0.00814663951120163,0,0.00203665987780041,0,0,0,0,0,0.00203665987780041,0.00407331975560081,0.00407331975560081,0,0.00814663951120163,0,0,0,0,0,0.00203665987780041,0,0,0,0,0,11,4,1,0,4,7,2,2,0,8,2,0.0224032586558045,0.00814663951120163,0.00203665987780041,0,0.00814663951120163,0.0142566191446029,0.00407331975560081,0.00407331975560081,0,0.0162932790224033,0.00407331975560081,491,373,1,6.2781847448025,0.00203665987780041,0.0183299389002037,491,1,0,1,0,1,0,1,0
"2016-01-01","Mozambique",5,0,6,0,5,0,0,19,8,2,0,1,5,0,2,8,1,1,8,11,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.00909090909090909,0,0.0109090909090909,0,0.00909090909090909,0,0,0.0345454545454545,0.0145454545454545,0.00363636363636364,0,0.00181818181818182,0.00909090909090909,0,0.00363636363636364,0.0145454545454545,0.00181818181818182,0.00181818181818182,0.0145454545454545,0.02,0,0,0,0,0.00181818181818182,0,0,0,0.00181818181818182,0.00181818181818182,0,0,0,0,0,0,0,0.00181818181818182,0,0,0.00181818181818182,21,1,4,0,5,3,0,0,2,14,9,0.0381818181818182,0.00181818181818182,0.00727272727272727,0,0.00909090909090909,0.00545454545454545,0,0,0.00363636363636364,0.0254545454545455,0.0163636363636364,550,415,1,6.61081547871314,0,0.00909090909090909,550,1,0,1,0,1,0,1,0
