"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","moneaksekar.com","cambodiadaily.com"
"2012-11-01","Cambodia",5,2,5,1,31,1,2,22,18,3,0,1,11,6,6,3,0,0,5,5,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,3,0,0,0.00275482093663912,0.00110192837465565,0.00275482093663912,0.000550964187327824,0.0170798898071625,0.000550964187327824,0.00110192837465565,0.0121212121212121,0.00991735537190083,0.00165289256198347,0,0.000550964187327824,0.00606060606060606,0.00330578512396694,0.00330578512396694,0.00165289256198347,0,0,0.00275482093663912,0.00275482093663912,0,0,0,0,0,0.000550964187327824,0,0.00110192837465565,0,0,0,0.00275482093663912,0,0,0,0,0.00165289256198347,0,0,16,10,3,1,25,6,0,1,0,7,12,0.00881542699724518,0.00550964187327824,0.00165289256198347,0.000550964187327824,0.0137741046831956,0.00330578512396694,0,0.000550964187327824,0,0.00385674931129477,0.00661157024793388,1815,1621,1804,5.41030880922367,0.00110192837465565,0.00881542699724518,1815,0,1
"2012-12-01","Cambodia",2,0,6,0,5,1,0,17,29,8,0,2,10,8,10,0,2,3,7,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00106723585912487,0,0.0032017075773746,0,0.00266808964781217,0.000533617929562433,0,0.00907150480256137,0.0154749199573106,0.00426894343649947,0,0.00106723585912487,0.00533617929562433,0.00426894343649947,0.00533617929562433,0,0.00106723585912487,0.0016008537886873,0.00373532550693703,0.0032017075773746,0,0,0,0,0,0,0,0.000533617929562433,0,0,0,0.000533617929562433,0,0,0,0,0,0,0,17,5,5,0,23,3,2,1,0,12,20,0.00907150480256137,0.00266808964781217,0.00266808964781217,0,0.012273212379936,0.0016008537886873,0.00106723585912487,0.000533617929562433,0,0.0064034151547492,0.0106723585912487,1874,1685,1872,6.32332065895767,0,0.0016008537886873,1874,0,1
"2013-01-01","Cambodia",5,0,4,0,7,0,4,30,28,1,0,2,9,5,11,2,0,2,10,6,1,0,0,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0.00257466529351184,0,0.00205973223480947,0,0.00360453141091658,0,0.00205973223480947,0.0154479917610711,0.0144181256436663,0.000514933058702369,0,0.00102986611740474,0.00463439752832132,0.00257466529351184,0.00566426364572606,0.00102986611740474,0,0.00102986611740474,0.00514933058702369,0.00308959835221421,0.000514933058702369,0,0,0.000514933058702369,0,0,0,0.00257466529351184,0,0,0,0.00205973223480947,0,0,0,0,0,0,0,38,6,6,0,27,6,0,3,1,16,13,0.01956745623069,0.00308959835221421,0.00308959835221421,0,0.013903192584964,0.00308959835221421,0,0.00154479917610711,0.000514933058702369,0.0082389289392379,0.00669412976313079,1942,1715,1931,6.224483036553,0.000514933058702369,0.00720906282183316,1942,0,1
"2013-02-01","Cambodia",2,2,6,1,3,0,1,24,16,3,0,3,9,2,8,0,0,1,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00118623962040332,0.00118623962040332,0.00355871886120996,0.000593119810201661,0.00177935943060498,0,0.000593119810201661,0.0142348754448399,0.00948991696322657,0.00177935943060498,0,0.00177935943060498,0.00533807829181495,0.00118623962040332,0.00474495848161329,0,0,0.000593119810201661,0.00237247924080664,0.00652431791221827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,8,0,33,12,1,1,1,7,5,0.0118623962040332,0.00593119810201661,0.00474495848161329,0,0.0195729537366548,0.00711743772241993,0.000593119810201661,0.000593119810201661,0.000593119810201661,0.00415183867141162,0.0029655990510083,1686,1505,1686,5.15956668282917,0,0.0029655990510083,1686,1,1
"2013-03-01","Cambodia",4,0,2,3,4,1,1,20,13,0,1,1,4,8,3,3,0,2,3,3,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0.00247066090179123,0,0.00123533045089561,0.00185299567634342,0.00247066090179123,0.000617665225447807,0.000617665225447807,0.0123533045089561,0.0080296479308215,0,0.000617665225447807,0.000617665225447807,0.00247066090179123,0.00494132180358246,0.00185299567634342,0.00185299567634342,0,0.00123533045089561,0.00185299567634342,0.00185299567634342,0,0,0,0,0,0,0,0.00123533045089561,0,0,0,0.00247066090179123,0,0,0,0,0,0,0,21,10,7,1,32,1,2,3,0,6,20,0.012970969734404,0.00617665225447807,0.00432365657813465,0.000617665225447807,0.0197652872143298,0.000617665225447807,0.00123533045089561,0.00185299567634342,0,0.00370599135268684,0.0123533045089561,1619,1449,1613,4.57613770396576,0,0.00370599135268684,1619,0,0
"2013-04-01","Cambodia",3,1,6,0,4,0,1,30,17,2,0,1,7,4,10,3,0,2,11,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.00208478109798471,0.000694927032661571,0.00416956219596942,0,0.00277970813064628,0,0.000694927032661571,0.0208478109798471,0.0118137595552467,0.00138985406532314,0,0.000694927032661571,0.00486448922863099,0.00277970813064628,0.00694927032661571,0.00208478109798471,0,0.00138985406532314,0.00764419735927728,0.00208478109798471,0,0,0,0,0,0,0.00138985406532314,0.00138985406532314,0,0,0,0,0,0,0,0,0,0,0,17,4,6,0,24,4,1,1,0,6,10,0.0118137595552467,0.00277970813064628,0.00416956219596942,0,0.0166782487838777,0.00277970813064628,0.000694927032661571,0.000694927032661571,0,0.00416956219596942,0.00694927032661571,1439,1273,1435,6.11432077140296,0,0.00486448922863099,1439,0,1
"2013-05-01","Cambodia",3,0,24,1,9,5,0,36,10,6,0,2,6,8,13,0,1,2,5,10,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0.00127931769722815,0,0.0102345415778252,0.000426439232409382,0.00383795309168444,0.00213219616204691,0,0.0153518123667377,0.00426439232409382,0.00255863539445629,0,0.000852878464818763,0.00255863539445629,0.00341151385927505,0.00554371002132196,0,0.000426439232409382,0.000852878464818763,0.00213219616204691,0.00426439232409382,0,0,0.000426439232409382,0,0,0,0,0.000426439232409382,0,0,0,0.00213219616204691,0,0,0,0,0,0,0,27,4,10,0,39,6,0,2,1,10,17,0.0115138592750533,0.00170575692963753,0.00426439232409382,0,0.0166311300639659,0.00255863539445629,0,0.000852878464818763,0.000426439232409382,0.00426439232409382,0.00724946695095949,2345,2106,2338,4.74595738978017,0.000426439232409382,0.00298507462686567,2345,0,1
"2013-06-01","Cambodia",6,7,24,5,5,3,3,18,24,15,0,3,12,6,17,6,1,2,3,6,0,0,0,0,0,0,1,1,0,0,0,4,1,0,1,0,0,0,0,0.00291403593977659,0.00339970859640602,0.0116561437591064,0.00242836328314716,0.00242836328314716,0.0014570179698883,0.0014570179698883,0.00874210781932977,0.0116561437591064,0.00728508984944148,0,0.0014570179698883,0.00582807187955318,0.00291403593977659,0.00825643516270034,0.00291403593977659,0.000485672656629432,0.000971345313258863,0.0014570179698883,0.00291403593977659,0,0,0,0,0,0,0.000485672656629432,0.000485672656629432,0,0,0,0.00194269062651773,0.000485672656629432,0,0.000485672656629432,0,0,0,0,22,7,5,2,30,2,1,1,0,5,13,0.0106847984458475,0.00339970859640602,0.00242836328314716,0.000971345313258863,0.014570179698883,0.000971345313258863,0.000485672656629432,0.000485672656629432,0,0.00242836328314716,0.00631374453618261,2059,1823,2051,7.22810066052788,0.000485672656629432,0.00534239922292375,2059,0,1
"2013-07-01","Cambodia",7,0,92,24,6,1,2,17,28,3,1,1,15,5,7,2,0,0,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.00344488188976378,0,0.0452755905511811,0.0118110236220472,0.00295275590551181,0.000492125984251968,0.000984251968503937,0.00836614173228347,0.0137795275590551,0.00147637795275591,0.000492125984251968,0.000492125984251968,0.00738188976377953,0.00246062992125984,0.00344488188976378,0.000984251968503937,0,0,0.00196850393700787,0.00393700787401575,0,0,0,0,0,0,0,0.000492125984251968,0,0,0,0,0,0,0,0.000492125984251968,0,0,0,22,4,8,0,27,2,0,1,0,7,10,0.0108267716535433,0.00196850393700787,0.00393700787401575,0,0.0132874015748032,0.000984251968503937,0,0.000492125984251968,0,0.00344488188976378,0.00492125984251968,2032,1748,2030,5.8076957872051,0.000492125984251968,0.000984251968503937,2032,0,1
"2013-08-01","Cambodia",4,1,24,6,8,0,0,28,18,3,0,5,8,3,18,0,0,5,3,3,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0.00242277407631738,0.000605693519079346,0.0145366444579043,0.00363416111447608,0.00484554815263477,0,0,0.0169594185342217,0.0109024833434282,0.00181708055723804,0,0.00302846759539673,0.00484554815263477,0.00181708055723804,0.0109024833434282,0,0,0.00302846759539673,0.00181708055723804,0.00181708055723804,0,0,0,0,0.000605693519079346,0.000605693519079346,0,0,0,0,0,0.00242277407631738,0,0,0,0,0,0,0,27,3,2,1,24,1,0,0,1,11,11,0.0163537250151423,0.00181708055723804,0.00121138703815869,0.000605693519079346,0.0145366444579043,0.000605693519079346,0,0,0.000605693519079346,0.0066626287098728,0.0066626287098728,1651,1443,1645,5.52657659156924,0,0.00484554815263477,1651,0,1
"2013-09-01","Cambodia",4,1,18,13,12,4,2,25,16,5,3,0,11,9,38,4,0,4,5,9,0,1,0,0,0,0,3,2,0,0,0,4,0,0,0,0,0,0,0,0.0023696682464455,0.000592417061611374,0.0106635071090047,0.00770142180094787,0.00710900473933649,0.0023696682464455,0.00118483412322275,0.0148104265402844,0.00947867298578199,0.00296208530805687,0.00177725118483412,0,0.00651658767772512,0.00533175355450237,0.0225118483412322,0.0023696682464455,0,0.0023696682464455,0.00296208530805687,0.00533175355450237,0,0.000592417061611374,0,0,0,0,0.00177725118483412,0.00118483412322275,0,0,0,0.0023696682464455,0,0,0,0,0,0,0,32,4,6,2,30,4,0,1,0,8,11,0.018957345971564,0.0023696682464455,0.00355450236966825,0.00118483412322275,0.0177725118483412,0.0023696682464455,0,0.000592417061611374,0,0.004739336492891,0.00651658767772512,1688,1426,1678,8.77625365123827,0.00177725118483412,0.00592417061611374,1688,0,1
"2013-10-01","Cambodia",4,0,13,2,7,2,1,39,16,3,0,1,7,8,14,0,1,0,3,5,0,1,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,0.00244498777506112,0,0.00794621026894866,0.00122249388753056,0.00427872860635697,0.00122249388753056,0.000611246943765281,0.023838630806846,0.0097799511002445,0.00183374083129584,0,0.000611246943765281,0.00427872860635697,0.00488997555012225,0.00855745721271394,0,0.000611246943765281,0,0.00183374083129584,0.00305623471882641,0,0.000611246943765281,0,0,0,0,0,0.00122249388753056,0,0,0,0.00427872860635697,0,0,0,0,0,0,0.000611246943765281,27,2,5,0,28,3,1,3,0,14,14,0.0165036674816626,0.00122249388753056,0.00305623471882641,0,0.0171149144254279,0.00183374083129584,0.000611246943765281,0.00183374083129584,0,0.00855745721271394,0.00855745721271394,1636,1426,1625,5.71032976453495,0,0.00916870415647922,1636,0,1
"2013-11-01","Cambodia",4,1,4,2,9,0,1,21,20,6,0,2,13,7,10,2,0,0,11,5,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0.00237953599048186,0.000594883997620464,0.00237953599048186,0.00118976799524093,0.00535395597858418,0,0.000594883997620464,0.0124925639500297,0.0118976799524093,0.00356930398572278,0,0.00118976799524093,0.00773349196906603,0.00416418798334325,0.00594883997620464,0.00118976799524093,0,0,0.0065437239738251,0.00297441998810232,0.000594883997620464,0,0,0,0,0,0,0.000594883997620464,0,0,0,0.00237953599048186,0,0,0,0,0,0,0,31,7,12,0,28,7,0,4,2,5,15,0.0184414039262344,0.00416418798334325,0.00713860797144557,0,0.016656751933373,0.00416418798334325,0,0.00237953599048186,0.00118976799524093,0.00297441998810232,0.00892325996430696,1681,1474,1675,6.16574830646208,0.00178465199286139,0.00237953599048186,1681,0,1
"2013-12-01","Cambodia",8,1,6,3,13,2,2,14,14,3,1,2,19,5,19,1,0,0,9,11,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0.00438837081733406,0.000548546352166758,0.00329127811300055,0.00164563905650027,0.00713110257816786,0.00109709270433352,0.00109709270433352,0.00767964893033461,0.00767964893033461,0.00164563905650027,0.000548546352166758,0.00109709270433352,0.0104223806911684,0.00274273176083379,0.0104223806911684,0.000548546352166758,0,0,0.00493691716950082,0.00603400987383434,0,0,0,0,0,0,0,0,0,0.000548546352166758,0,0.00164563905650027,0,0,0,0,0,0,0.00109709270433352,29,3,5,3,29,2,0,2,0,11,13,0.015907844212836,0.00164563905650027,0.00274273176083379,0.00164563905650027,0.015907844212836,0.00109709270433352,0,0.00109709270433352,0,0.00603400987383434,0.00713110257816786,1823,1616,1817,7.28758322741063,0.000548546352166758,0.00493691716950082,1823,0,1
"2014-01-01","Cambodia",10,3,13,2,14,2,1,13,20,5,2,6,13,11,24,2,5,1,19,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0053475935828877,0.00160427807486631,0.00695187165775401,0.00106951871657754,0.00748663101604278,0.00106951871657754,0.00053475935828877,0.00695187165775401,0.0106951871657754,0.00267379679144385,0.00106951871657754,0.00320855614973262,0.00695187165775401,0.00588235294117647,0.0128342245989305,0.00106951871657754,0.00267379679144385,0.00053475935828877,0.0101604278074866,0.00748663101604278,0,0,0,0,0,0,0,0,0,0,0,0.00053475935828877,0.00053475935828877,0,0,0,0,0,0,23,7,9,0,36,4,3,3,0,15,16,0.0122994652406417,0.00374331550802139,0.00481283422459893,0,0.0192513368983957,0.00213903743315508,0.00160427807486631,0.00160427807486631,0,0.00802139037433155,0.00855614973262032,1870,1594,1868,10.3959217885345,0,0.00106951871657754,1870,0,1
"2014-02-01","Cambodia",6,4,9,0,13,1,2,15,8,2,0,0,4,3,16,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0.00379266750948167,0.00252844500632111,0.0056890012642225,0,0.00821744627054362,0.000632111251580278,0.00126422250316056,0.00948166877370417,0.00505689001264223,0.00126422250316056,0,0,0.00252844500632111,0.00189633375474083,0.0101137800252845,0.00126422250316056,0.000632111251580278,0.000632111251580278,0.00189633375474083,0.00126422250316056,0.000632111251580278,0,0,0,0,0,0,0,0,0,0,0.00252844500632111,0.000632111251580278,0,0,0,0,0,0,28,8,4,1,31,3,1,2,0,3,11,0.0176991150442478,0.00505689001264223,0.00252844500632111,0.000632111251580278,0.0195954487989886,0.00189633375474083,0.000632111251580278,0.00126422250316056,0,0.00189633375474083,0.00695322376738306,1582,1406,1576,5.43024611479724,0.000632111251580278,0.00505689001264223,1582,0,1
