"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","island.lk","divaina.lk","adaderana.lk"
"2015-07-01","Sri Lanka",41.8032786885246,1,350.229508196721,0,107.409836065574,1,0,109.409836065574,116.409836065574,4,2,2,9,5,68.6065573770492,76.6065573770492,0,33.8032786885246,8,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.0102208505350916,0.000244498777506112,0.0856306866006654,0,0.0262615736101647,0.000244498777506112,0,0.026750571165177,0.0284620626077198,0.00097799511002445,0.000488997555012225,0.000488997555012225,0.00220048899755501,0.00122249388753056,0.0167742194075915,0.0187302096276404,0,0.00826486031504269,0.0019559902200489,0.0019559902200489,0,0,0,0,0,0,0,0.000244498777506112,0,0.000244498777506112,0,0,0,0,0,0,0,0,0.000244498777506112,0.000244498777506112,121.409836065574,40,36.8032786885246,0,121.409836065574,7,36.8032786885246,1,2,9,7,0.0296845564952503,0.0097799511002445,0.00899835664756102,0,0.0296845564952503,0.00171149144254279,0.00899835664756102,0.000244498777506112,0.000488997555012225,0.00220048899755501,0.00171149144254279,4090,2807.09836065574,4086,13.0728022314483,0,0.00146699266503667,4090,0,0,1
"2015-08-01","Sri Lanka",94.8095238095238,0,428.301587301587,32.9365079365079,15,30.9365079365079,0,74.8730158730159,108.809523809524,3,0,5,30.9365079365079,62.8730158730159,3,13,0,0,1,3,0,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0.0241429905295451,0,0.109065848561647,0.00838719326114284,0.00381970970206264,0.00787789863420115,0,0.0190662123435233,0.0277080529181369,0.000763941940412529,0,0.00127323656735421,0.00787789863420115,0.0160104445818732,0.000763941940412529,0.00331041507512096,0,0,0.000254647313470843,0.000763941940412529,0,0,0,0,0.000254647313470843,0.000254647313470843,0,0,0,0.000254647313470843,0.000254647313470843,0,0,0.000509294626941686,0,0,0,0,0.000254647313470843,0,55.9365079365079,32,36.9365079365079,0,208.619047619048,5,2,0,1,9,5,0.0142440814709722,0.00814871403106697,0.00940578251502621,0,0.0531242800150363,0.00127323656735421,0.000509294626941686,0,0.000254647313470843,0.00229182582123759,0.00127323656735421,3927,2761.84126984127,3920,12.6990237871793,0.000254647313470843,0.00254647313470843,3927,0,0,1
"2015-09-01","Sri Lanka",1,0,79.1724137931034,1,48.5862068965517,32.5862068965517,3,78.1724137931034,260.103448275862,43.5862068965517,0,4,102.758620689655,5,106.758620689655,36.5862068965517,0,1,33.5862068965517,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000258531540847983,0,0.0204685661305852,0.000258531540847983,0.0125610669329244,0.0084245622793567,0.00077559462254395,0.0202100345897372,0.0672449452626324,0.0112684092286845,0,0.00103412616339193,0.02656634454231,0.00129265770423992,0.027600470705702,0.00945868844274864,0,0.000258531540847983,0.00868309382020468,0.00180972078593588,0,0,0,0,0,0,0.000258531540847983,0,0,0,0,0,0.000258531540847983,0,0,0,0,0,0,0,159.344827586207,35,74.1724137931034,1,199.931034482759,48.5862068965517,3,33.5862068965517,1,49.5862068965517,81.1724137931034,0.0411956638020183,0.00904860392967942,0.0191759084263453,0.000258531540847983,0.0516884784081589,0.0125610669329244,0.00077559462254395,0.00868309382020468,0.000258531540847983,0.0128195984737724,0.0209856292122811,3868,2518.65517241379,3865,12.3594054261966,0.00129265770423992,0.00180972078593588,3868,0,0,1
"2015-10-01","Sri Lanka",61.2,0,13,1,39.6,0,0,77.2,102.8,60.2,0,2,67.2,33.6,11,5,0,0,27.6,3,0,0,0,0,0,0,1,0,0,2,0,0,3,4,0,0,0,0,0,0,0.016156282998944,0,0.00343189017951426,0.000263991552270327,0.010454065469905,0,0,0.0203801478352693,0.0271383315733896,0.0158922914466737,0,0.000527983104540655,0.017740232312566,0.008870116156283,0.0029039070749736,0.00131995776135164,0,0,0.00728616684266103,0.000791974656810982,0,0,0,0,0,0,0.000263991552270327,0,0,0.000527983104540655,0,0,0.000791974656810982,0.00105596620908131,0,0,0,0,0,0,227.2,52,32.6,1,310,71.2,6,1,0,43.6,13,0.0599788806758184,0.013727560718057,0.00860612460401267,0.000263991552270327,0.0818373812038015,0.0187961985216473,0.00158394931362196,0.000263991552270327,0,0.0115100316789863,0.00343189017951426,3788,2623.8,3778,12.4728053690892,0,0.00316789862724393,3788,0,0,1
"2015-11-01","Sri Lanka",61.6716417910448,0,62.6716417910448,1,72.6716417910448,0,1,175.179104477612,105.507462686567,14,4,89.5074626865672,70.6716417910448,3,123.34328358209,37.8358208955224,1,1,1,34.8358208955224,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0.0157647346091628,0,0.0160203583310442,0.000255623721881391,0.0185765955498581,0,0.000255623721881391,0.0447799346824161,0.0269702102982022,0.00357873210633947,0.00102249488752556,0.0228802307481,0.0180653481060953,0.000766871165644172,0.0315294692183255,0.00967173335775112,0.000255623721881391,0.000255623721881391,0.000255623721881391,0.00890486219210695,0,0,0,0,0,0,0,0.000255623721881391,0,0.000766871165644172,0,0,0,0,0,0,0,0,0,0,181.179104477612,83.8358208955224,8,1,126.507462686567,85.6716417910448,3,2,30.8358208955224,14,40.8358208955224,0.0463136770137045,0.0214304245642951,0.00204498977505112,0.000255623721881391,0.0323383084577114,0.0218997039343161,0.000766871165644172,0.000511247443762781,0.00788236730458139,0.00357873210633947,0.0104386045233953,3912,2553.91044776119,3908,15.2944139363403,0.000255623721881391,0.00178936605316973,3912,0,0,1
"2015-12-01","Sri Lanka",37.8857142857143,1,91.6571428571429,1,15,2,1,164.428571428571,74.7714285714286,65.7714285714286,2,4,65.7714285714286,2,110.657142857143,60.7714285714286,0,1,1,3,0,0,0,0,0,0,2,0,0,29.8857142857143,0,0,1,27.8857142857143,0,0,0,0,0,0,0.00957677307525639,0.000252780586450961,0.023169146323848,0.000252780586450961,0.00379170879676441,0.000505561172901921,0.000252780586450961,0.0415643507150079,0.0189007655640618,0.0166257402860032,0.000505561172901921,0.00101112234580384,0.0166257402860032,0.000505561172901921,0.0279719774664163,0.0153618373537484,0,0.000252780586450961,0.000252780586450961,0.000758341759352882,0,0,0,0,0,0,0.000505561172901921,0,0,0.00755452838364871,0,0,0.000252780586450961,0.00704896721074679,0,0,0,0,0,0,91.7714285714286,84.7714285714286,36.8857142857143,0,82.7714285714286,109.657142857143,5,2,0,68.7714285714286,43.8857142857143,0.0231980355337282,0.0214285714285714,0.00932399248880543,0,0.0209230102556695,0.0277191968799653,0.0012639029322548,0.000505561172901921,0,0.0173840820453561,0.0110934565939622,3956,2827.42857142857,3895.22857142857,12.4267728455545,0.000505561172901921,0.0226635851509461,3956,0,0,1
"2016-01-01","Sri Lanka",70.8214285714286,0,74.8214285714286,0,45.4107142857143,0,0,19,88.8214285714286,12,2,4,43.4107142857143,6,4,4,1,0,39.4107142857143,7,0,0,0,0,1,0,0,0,0,40.4107142857143,0,0,0,0,0,0,0,0,1,0,0.0185444955672764,0,0.0195918901731942,0,0.0118907342984326,0,0,0.00497512437810945,0.0232577712939064,0.00314218381775334,0.00052369730295889,0.00104739460591778,0.0113670369954738,0.00157109190887667,0.00104739460591778,0.00104739460591778,0.000261848651479445,0,0.010319642389556,0.00183294056035611,0,0,0,0,0.000261848651479445,0,0,0,0,0.0105814910410354,0,0,0,0,0,0,0,0,0.000261848651479445,0,208.053571428571,34,48.4107142857143,1,187.642857142857,11,37.4107142857143,2,3,15,6,0.0544785471140538,0.00890285415030113,0.012676280252871,0.000261848651479445,0.0491340291026073,0.00288033516627389,0.00979594508659709,0.00052369730295889,0.000785545954438335,0.00392772977219167,0.00157109190887667,3819,2933.60714285714,3776.58928571429,13.7337274252953,0.00052369730295889,0.0113670369954738,3819,0,0,1
"2016-02-01","Sri Lanka",64.7540983606557,1,7,1,111.131147540984,0,0,58.3770491803279,138.508196721311,7,3,1,98.1311475409836,8,17,35.3770491803279,0,1,32.3770491803279,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0171534035392466,0.000264900662251656,0.00185430463576159,0.000264900662251656,0.029438714580393,0,0,0.0154641189881663,0.036690913038758,0.00185430463576159,0.000794701986754967,0.000264900662251656,0.0259950059711215,0.00211920529801325,0.00450331125827815,0.00937140375637825,0,0.000264900662251656,0.00857670176962328,0.000264900662251656,0,0,0,0,0,0,0.000264900662251656,0,0,0.000794701986754967,0,0,0,0,0,0,0,0,0,0,154.508196721311,37,42.3770491803279,0,292.016393442623,42.3770491803279,4,2,2,72.7540983606557,33.3770491803279,0.0409293236347845,0.00980132450331126,0.0112257083921398,0,0.0773553360112909,0.0112257083921398,0.00105960264900662,0.000529801324503311,0.000529801324503311,0.0192726088372598,0.00884160243187493,3775,2646.44262295082,3771,13.0310111894496,0,0.00105960264900662,3775,0,0,1
"2016-03-01","Sri Lanka",42.2745098039216,1,4,0,129.823529411765,4,0,104.549019607843,143.823529411765,51.2745098039216,1,47.2745098039216,132.823529411765,5,53.2745098039216,48.2745098039216,0,3,3,4,0,0,0,0,0,0,42.2745098039216,0,0,3,0,0,0,0,0,1,0,0,0,0,0.00987260854832358,0.000233535730966838,0.000934142923867352,0,0.0303184328378713,0.000934142923867352,0,0.0244159317159839,0.033587933071407,0.0119744301270251,0.000233535730966838,0.0110402872031578,0.0310190400307718,0.00116767865483419,0.0124415015889588,0.0112738229341246,0,0.000700607192900514,0.000700607192900514,0.000934142923867352,0,0,0,0,0,0,0.00987260854832358,0,0,0.000700607192900514,0,0,0,0,0,0.000233535730966838,0,0,0,0,208.098039215686,43,8,0,332.921568627451,8,5,1,3,12,16,0.048598327701001,0.010042036431574,0.0018682858477347,0,0.0777490818840381,0.0018682858477347,0.00116767865483419,0.000233535730966838,0.000700607192900514,0.00280242877160206,0.00373657169546941,4282,2965.13725490196,4235.72549019608,12.7964106807449,0.000233535730966838,0.0115073586650914,4282,0,0,1
"2016-04-01","Sri Lanka",32.95,0,34.95,1,73.9,0,0,47.95,102.85,5,3,2,67.9,2,35.95,2,1,3,4,3,0,0,1,0,0,0,1,0,0,7,0,1,2,2,1,0,0,0,1,0,0.00871693121693122,0,0.00924603174603175,0.000264550264550265,0.0195502645502646,0,0,0.0126851851851852,0.0272089947089947,0.00132275132275132,0.000793650793650794,0.000529100529100529,0.017962962962963,0.000529100529100529,0.00951058201058201,0.000529100529100529,0.000264550264550265,0.000793650793650794,0.00105820105820106,0.000793650793650794,0,0,0.000264550264550265,0,0,0,0.000264550264550265,0,0,0.00185185185185185,0,0.000264550264550265,0.000529100529100529,0.000529100529100529,0.000264550264550265,0,0,0,0.000264550264550265,0,224.7,96.9,2,1,50.95,75.9,2,1,1,72.9,11,0.0594444444444444,0.0256349206349206,0.000529100529100529,0.000264550264550265,0.013478835978836,0.0200793650793651,0.000529100529100529,0.000264550264550265,0.000264550264550265,0.0192857142857143,0.00291005291005291,3780,2889.1,3764,12.38862601601,0.000264550264550265,0.00529100529100529,3780,0,0,1
"2016-05-01","Sri Lanka",32.1511627906977,0,5,0,37.1511627906977,0,0,507.418604651163,144.755813953488,4,3,3,8,29.1511627906977,35.1511627906977,7,0,27.1511627906977,1,3,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0.00722660435843958,0,0.00112384805574286,0,0.00835045241418244,0,0,0.114052282456993,0.0325367080138207,0.000899078444594291,0.000674308833445718,0.000674308833445718,0.00179815688918858,0.00655229552499386,0.00790091319188529,0.00157338727804001,0,0.00610275630269671,0.000224769611148573,0.000674308833445718,0,0,0,0,0,0,0,0,0,0.000224769611148573,0,0,0.000449539222297145,0.000224769611148573,0,0,0,0.000224769611148573,0,0,230.209302325581,68.1511627906977,34.1511627906977,0,103.453488372093,37.1511627906977,29.1511627906977,2,1,16,11,0.0517440553665051,0.0153183103597882,0.00767614358073672,0,0.0232532003533587,0.00835045241418244,0.00655229552499386,0.000449539222297145,0.000224769611148573,0.00359631377837716,0.0024724657226343,4449,3110.95348837209,4444,12.1225216773567,0.000449539222297145,0.00655229552499386,4449,0,0,1
"2016-06-01","Sri Lanka",8,1,8,0,84.719298245614,1,0,120.719298245614,164.438596491228,54.859649122807,2,6,45.859649122807,44.859649122807,63.859649122807,2,0,39.859649122807,3,4,0,0,0,0,0,0,39.859649122807,0,0,2,1,0,1,1,0,0,0,0,0,0,0.0018140589569161,0.000226757369614512,0.0018140589569161,0,0.0192107252257628,0.000226757369614512,0,0.0273739905318853,0.0372876636034531,0.0124398297330628,0.000453514739229025,0.00136054421768707,0.0103990134065322,0.0101722560369177,0.0144806460595934,0.000453514739229025,0,0.00903846918884513,0.000680272108843537,0.00090702947845805,0,0,0,0,0,0,0.00903846918884513,0,0,0.000453514739229025,0.000226757369614512,0,0.000226757369614512,0.000226757369614512,0,0,0,0,0,0,178.438596491228,60,11,0,187.438596491228,94.719298245614,4,3,0,11,8,0.0404622667780563,0.0136054421768707,0.00249433106575964,0,0.0425030831045869,0.0214782989219079,0.00090702947845805,0.000680272108843537,0,0.00249433106575964,0.0018140589569161,4410,3254.08771929825,4365.14035087719,11.5025211588115,0,0.0113060428849903,4410,0,0,1
"2016-07-01","Sri Lanka",41.7941176470588,0,37.7941176470588,2,81.5882352941177,1,31.7941176470588,56.7941176470588,148.176470588235,134.176470588235,3,0,41.7941176470588,6,119.382352941176,34.7941176470588,0,32.7941176470588,2,36.7941176470588,0,0,2,0,0,0,3,0,1,33.7941176470588,0,0,0,2,0,0,0,0,1,0,0.00952463939085206,0,0.00861306236259317,0.000455788514129444,0.0185934902675747,0.000227894257064722,0.00724569682020484,0.0129430532468229,0.0337685666791785,0.0305780470802724,0.000683682771194166,0,0.00952463939085206,0.00136736554238833,0.0272065526301678,0.007929379591399,0,0.00747359107726956,0.000455788514129444,0.00838516810552845,0,0,0.000455788514129444,0,0,0,0.000683682771194166,0,0.000227894257064722,0.00770148533433428,0,0,0,0.000455788514129444,0,0,0,0,0.000227894257064722,0,128.382352941176,52,79.5882352941177,0,300.352941176471,113.382352941176,33.7941176470588,2,1,48.7941176470588,40.7941176470588,0.0292576009437503,0.0118505013673655,0.0181377017534452,0,0.0684487103866159,0.0258391870877795,0.00770148533433428,0.000455788514129444,0.000227894257064722,0.0111198991903051,0.00929674513378734,4388,2928.41176470588,4344.20588235294,11.9906175096316,0.000683682771194166,0.0102083221620462,4388,0,0,1
"2016-08-01","Sri Lanka",4,1,39.2857142857143,1,46.2857142857143,1,2,157.428571428571,180.714285714286,94.8571428571429,3,6,89.8571428571429,2,15,32.2857142857143,0,28.2857142857143,32.2857142857143,34.2857142857143,0,0,0,0,0,1,1,0,0,4,0,0,2,0,0,0,0,1,1,0,0.000851970181043663,0.000212992545260916,0.00836756427810741,0.000212992545260916,0.00985851209493382,0.000212992545260916,0.000425985090521832,0.0335311121253613,0.0384907956792941,0.0202038642933212,0.000638977635782748,0.0012779552715655,0.0191389015670166,0.000425985090521832,0.00319488817891374,0.006876616461281,0,0.00602464628023733,0.006876616461281,0.00730260155180283,0,0,0,0,0,0.000212992545260916,0.000212992545260916,0,0,0.000851970181043663,0,0,0.000425985090521832,0,0,0,0,0.000212992545260916,0.000212992545260916,0,143.142857142857,69.2857142857143,45.2857142857143,1,160.142857142857,82.5714285714286,3,1,0,45.2857142857143,42.2857142857143,0.0304883614787768,0.0147573406359349,0.0096455195496729,0.000212992545260916,0.0341092347482124,0.0175870987372585,0.000638977635782748,0.000212992545260916,0,0.0096455195496729,0.00900654191389016,4695,3467.57142857143,4685,12.5603145200113,0.000425985090521832,0.00362087326943557,4695,0,0,1
"2016-09-01","Sri Lanka",35.0882352941176,1,103.264705882353,0,170.441176470588,2,0,92.1764705882353,112.264705882353,40.0882352941176,1,4,36.0882352941176,2,73.1764705882353,1,0,0,4,70.1764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00790097619772971,0.00022517451024544,0.0232525795726982,0,0.0383790084374214,0.00045034902049088,0,0.0207557916208591,0.0252791501649072,0.00902684874895691,0.00022517451024544,0.000900698040981761,0.00812615070797515,0.00045034902049088,0.0164774759261957,0.00022517451024544,0,0,0.000900698040981761,0.0158019523954594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022517451024544,0,0,0,0,0,0,211.441176470588,115.176470588235,51.0882352941176,0,177.352941176471,118.264705882353,35.0882352941176,1,1,116.264705882353,79.1764705882353,0.0476111633574844,0.0259348053565042,0.0115037683616568,0,0.0399353616700001,0.0266301972263799,0.00790097619772971,0.00022517451024544,0.00022517451024544,0.026179848205889,0.0178285229876684,4441,2871.55882352941,4440,13.6111826999511,0.00022517451024544,0.00045034902049088,4441,0,0,1
"2016-10-01","Sri Lanka",94.3026315789474,1,7,1,174.171052631579,0,0,143.736842105263,49.4342105263158,69.8684210526316,2,5,68.8684210526316,2,75.8684210526316,63.8684210526316,0,0,34.4342105263158,37.4342105263158,0,0,0,0,1,0,4,0,0,34.4342105263158,0,0,0,1,1,0,0,1,0,1,0.0200643896976484,0.000212765957446809,0.00148936170212766,0.000212765957446809,0.0370576707726764,0,0,0.0305823068309071,0.0105179171332587,0.0148656215005599,0.000425531914893617,0.00106382978723404,0.0146528555431131,0.000425531914893617,0.0161422172452408,0.0135890257558791,0,0,0.00732642777155655,0.00796472564389698,0,0,0,0,0.000212765957446809,0,0.000851063829787234,0,0,0.00732642777155655,0,0,0,0.000212765957446809,0.000212765957446809,0,0,0.000212765957446809,0,0.000212765957446809,299.907894736842,134.302631578947,39.4342105263158,0,162.736842105263,52.4342105263158,4,0,32.4342105263158,76.8684210526316,18,0.0638101903695409,0.0285750279955207,0.0083902575587906,0,0.0346248600223964,0.0111562150055991,0.000851063829787234,0,0.00690089585666293,0.0163549832026876,0.00382978723404255,4700,3125.76315789474,4656.56578947368,14.1157930599265,0.000638297872340425,0.00966685330347145,4700,0,0,1
"2016-11-01","Sri Lanka",3,2,10,0,43.78125,33.78125,1,80.5625,220.6875,109.34375,2,3,10,4,115.34375,4,0,1,3,35.78125,0,2,0,0,1,1,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0.000704556129638328,0.000469704086425552,0.00234852043212776,0,0.0102821160169093,0.00793359558478159,0.000234852043212776,0.0189202677313293,0.0518289102865195,0.025679603100047,0.000469704086425552,0.000704556129638328,0.00234852043212776,0.000939408172851104,0.0270887153593236,0.000939408172851104,0,0.000234852043212776,0.000704556129638328,0.00840329967120714,0,0.000469704086425552,0,0,0.000234852043212776,0.000234852043212776,0.000234852043212776,0,0,0.000704556129638328,0,0,0.000234852043212776,0,0,0,0,0,0.000234852043212776,0.000234852043212776,296.25,59.78125,10,0,197.90625,125.34375,0,0,32.78125,42.78125,4,0.0695749178017849,0.0140397487083138,0.00234852043212776,0,0.0464786871770784,0.0294372357914514,0,0,0.00769874354156881,0.0100472639736966,0.000939408172851104,4258,2824.875,4247,12.4260395657735,0.000469704086425552,0.00281822451855331,4258,0,0,1
"2016-12-01","Sri Lanka",4,0,4,2,11,1,0,54.843137254902,50.843137254902,116.529411764706,0,2,5,6,58.843137254902,42.843137254902,0,2,3,4,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0.00107267363904532,0,0.00107267363904532,0.00053633681952266,0.00294985250737463,0.00026816840976133,0,0.0147071969039694,0.0136345232649241,0.0312495070433644,0,0.00053633681952266,0.00134084204880665,0.00160901045856798,0.0157798705430147,0.0114891759868335,0,0.00053633681952266,0.00080450522928399,0.00107267363904532,0.00026816840976133,0,0,0,0,0,0,0,0,0.00107267363904532,0,0,0,0.00026816840976133,0,0,0,0,0,0,267.901960784314,66.843137254902,8,1,54.843137254902,127.529411764706,0,2,5,46.843137254902,43.843137254902,0.0718428427954716,0.0179252178211054,0.00214534727809064,0.00026816840976133,0.0147071969039694,0.034199359550739,0,0.00053633681952266,0.00134084204880665,0.0125618496258788,0.0117573443965948,3729,2747.29411764706,3723,11.917467817561,0.00080450522928399,0.00294985250737463,3729,0,0,1
"2017-01-01","Sri Lanka",5,0,39.3188405797101,2,42.3188405797101,2,0,114.95652173913,43.3188405797101,106.95652173913,1,3,7,3,83.6376811594203,35.3188405797101,1,30.3188405797101,1,3,0,0,1,0,1,0,2,0,0,36.3188405797101,0,0,0,3,0,0,0,0,0,1,0.00121477162293489,0,0.00955268235658653,0.000485908649173955,0.0102815453303475,0.000485908649173955,0,0.0279291840959986,0.0105244996549344,0.0259855494993028,0.000242954324586978,0.000728862973760933,0.00170068027210884,0.000728862973760933,0.0203201363361079,0.00858086505823862,0.000242954324586978,0.00736609343530373,0.000242954324586978,0.000728862973760933,0,0,0.000242954324586978,0,0.000242954324586978,0,0.000485908649173955,0,0,0.00882381938282559,0,0,0,0.000728862973760933,0,0,0,0,0,0.000242954324586978,183.594202898551,64.3188405797101,4,0,86.6376811594203,51.3188405797101,2,1,1,70.6376811594203,6,0.0446050055633019,0.015626540471261,0.000971817298347911,0,0.0210489993098689,0.0124681342516303,0.000485908649173955,0.000242954324586978,0.000242954324586978,0.0171617301164772,0.00145772594752187,4116,3132.34782608696,4071.68115942029,12.089550297737,0.000728862973760933,0.0186194560639991,4116,0,0,1
"2017-02-01","Sri Lanka",42.0985915492958,1,93.2957746478873,0,44.0985915492958,3,0,80.1971830985916,73.1971830985916,63.1971830985916,28.0985915492958,2,36.0985915492958,33.0985915492958,109.295774647887,36.0985915492958,0,1,5,8,2,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,0,4,0,0,0.0103334785344369,0.000245459008345606,0.0229002883279056,0,0.0108243965511281,0.000736377025036819,0,0.0196851210354913,0.0179669079770721,0.015512317893616,0.00689705241759837,0.000490918016691213,0.00886072448436322,0.00812434745932641,0.0268276324614353,0.00886072448436322,0,0.000245459008345606,0.00122729504172803,0.00196367206676485,0.000490918016691213,0,0.000245459008345606,0,0,0,0,0,0,0.000981836033382425,0,0.000245459008345606,0,0,0.000245459008345606,0,0,0.000981836033382425,0,0,322.985915492958,98.1971830985916,13,1,136.394366197183,42.0985915492958,3,2,5,5,40.0985915492958,0.0792798025264992,0.0241033831857122,0.00319096710849288,0.000245459008345606,0.033479225870688,0.0103334785344369,0.000736377025036819,0.000490918016691213,0.00122729504172803,0.00122729504172803,0.00984256051774565,4074,2795.54929577465,4061,12.6040677071705,0.000490918016691213,0.00294550810014728,4074,0,0,1
"2017-03-01","Sri Lanka",58.2888888888889,0,53.2888888888889,2,70.2888888888889,1,0,150.222222222222,67.2888888888889,40.6444444444444,6,30.6444444444444,27.6444444444444,50.2888888888889,26,8,1,24.6444444444444,10,12,0,0,1,0,1,0,1,0,1,1,3,0,0,27.6444444444444,0,0,0,0,1,0,0.0132958231954582,0,0.0121553122465531,0.000456204379562044,0.0160330494728305,0.000228102189781022,0,0.0342660178426602,0.0153487429034874,0.00927108678021087,0.00136861313868613,0.00699006488240065,0.00630575831305758,0.0114710056772101,0.00593065693430657,0.00182481751824818,0.000228102189781022,0.00562145174371452,0.00228102189781022,0.00273722627737226,0,0,0.000228102189781022,0,0.000228102189781022,0,0.000228102189781022,0,0.000228102189781022,0.000228102189781022,0.000684306569343066,0,0,0.00630575831305758,0,0,0,0,0.000228102189781022,0,282.8,100.288888888889,60.2888888888889,0,124.577777777778,39.6444444444444,26.6444444444444,3,2,31.6444444444444,41.6444444444444,0.064507299270073,0.0228761151662611,0.0137520275750203,0,0.0284164639091646,0.00904298459042985,0.00607765612327656,0.000684306569343066,0.000456204379562044,0.00721816707218167,0.00949918896999189,4384,3119.15555555556,4347.35555555556,13.1139350800287,0.00136861313868613,0.00835867802108678,4384,0,0,1
"2017-04-01","Sri Lanka",21.5057471264368,0,48.0114942528736,19.5057471264368,34.5057471264368,1,1,206.045977011494,23.5057471264368,30.5057471264368,3,6,39.0114942528736,40.0114942528736,42.5057471264368,79.0229885057471,0,2,47.0114942528736,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00647763467663758,0,0.0144612934496607,0.00587522503808337,0.01039329732724,0.000301204819277108,0.000301204819277108,0.0620620412685224,0.0070800443151918,0.00918847805013156,0.000903614457831325,0.00180722891566265,0.0117504500761667,0.0120516548954438,0.0128029358814569,0.0238021049716106,0,0.000602409638554217,0.0141600886303836,0.00240963855421687,0,0,0,0,0,0,0.000301204819277108,0,0,0,0,0,0,0,0,0,0,0.000301204819277108,0,0,212.551724137931,66.0114942528736,7,0,55.0114942528736,14,2,1,20.5057471264368,91.0229885057471,10,0.0640216036560033,0.0198829801966487,0.00210843373493976,0,0.0165697271846005,0.00421686746987952,0.000602409638554217,0.000301204819277108,0.00617642985736048,0.0274165628029359,0.00301204819277108,3320,2234.75862068965,3318,13.7154624503234,0.000602409638554217,0.00301204819277108,3320,0,0,1
