"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","diken.com.tr","sozcu.com.tr","posta.com.tr"
"2012-11-01","Turkey",39,8,39,1,69,16,2,198,75,45,2,40,29,15,141,26,6,19,88,186,1,1,0,0,0,1,3,1,0,0,5,0,0,0,2,7,2,0,0,0,0,1,0.00336293869104079,0.000689833577649392,0.00336293869104079,8.6229197206174e-05,0.00594981460722601,0.00137966715529878,0.000172458394412348,0.0170733810468225,0.00646718979046305,0.00388031387427783,0.000172458394412348,0.00344916788824696,0.00250064671897905,0.00129343795809261,0.0121583168060705,0.00224195912736052,0.000517375183237044,0.00163835474691731,0.00758816935414331,0.0160386306803484,8.6229197206174e-05,8.6229197206174e-05,0,0,0,8.6229197206174e-05,0.000258687591618522,8.6229197206174e-05,0,0,0.00043114598603087,0,0,0,0.000172458394412348,0.000603604380443218,0.000172458394412348,0,0,0,0,8.6229197206174e-05,107,31,36,1,120,45,13,20,2,161,153,0.00922652410106062,0.00267310511339139,0.00310425109942226,8.6229197206174e-05,0.0103475036647409,0.00388031387427783,0.00112097956368026,0.00172458394412348,0.000172458394412348,0.013882900750194,0.0131930671725446,11597,9912,11573,8.07318521026505,0.00241441752177287,0.000948521169267914,11597,0,1,1
"2012-12-01","Turkey",34,12,65,1,68,13,1,328,73,27,3,52,34,12,59,38,9,14,61,97,1,0,0,0,1,2,7,2,0,1,4,0,0,0,4,2,0,0,1,0,3,0,0.00230649209687267,0.000814056034190353,0.00440947018519775,6.78380028491961e-05,0.00461298419374534,0.00088189403703955,6.78380028491961e-05,0.0222508649345363,0.00495217420799132,0.0018316260769283,0.000203514008547588,0.0035275761481582,0.00230649209687267,0.000814056034190353,0.00400244216810257,0.00257784410826945,0.000610542025642765,0.000949732039888746,0.00413811817380096,0.00658028627637202,6.78380028491961e-05,0,0,0,6.78380028491961e-05,0.000135676005698392,0.000474866019944373,0.000135676005698392,0,6.78380028491961e-05,0.000271352011396784,0,0,0,0.000271352011396784,0.000135676005698392,0,0,6.78380028491961e-05,0,0.000203514008547588,0,119,49,27,2,149,59,8,28,7,173,175,0.00807272233905434,0.00332406213961061,0.0018316260769283,0.000135676005698392,0.0101078624245302,0.00400244216810257,0.000542704022793569,0.00189946407977749,0.000474866019944373,0.0117359744929109,0.0118716504986093,14741,12988,14713,6.21345546282838,0.00223865409402347,0.00088189403703955,14741,0,1,1
"2013-01-01","Turkey",40,6,87,4,79,15,0,358,99,45,4,36,24,10,68,50,3,10,90,79,0,0,0,0,1,0,1,0,0,1,3,2,0,1,3,2,0,0,1,0,0,0,0.00238934352786572,0.000358401529179858,0.00519682217310794,0.000238934352786572,0.00471895346753479,0.000896003822949645,0,0.0213846245743982,0.00591362523146765,0.00268801146884893,0.000238934352786572,0.00215040917507915,0.00143360611671943,0.00059733588196643,0.00406188399737172,0.00298667940983215,0.000179200764589929,0.00059733588196643,0.00537602293769787,0.00471895346753479,0,0,0,0,5.9733588196643e-05,0,5.9733588196643e-05,0,0,5.9733588196643e-05,0.000179200764589929,0.000119467176393286,0,5.9733588196643e-05,0.000179200764589929,0.000119467176393286,0,0,5.9733588196643e-05,0,0,0,151,45,30,1,137,74,23,30,10,190,182,0.00901977181769309,0.00268801146884893,0.00179200764589929,5.9733588196643e-05,0.00818350158294009,0.00442028552655158,0.00137387252852279,0.00179200764589929,0.00059733588196643,0.0113493817573622,0.010871513051789,16741,14799,16726,5.59401179830822,0.00149333970491607,0.000716803058359716,16741,0,1,1
"2013-02-01","Turkey",51,9,55,5,57,17,3,267,64,43,5,20,20,13,51,50,5,13,55,111,2,0,0,0,0,2,0,2,0,0,3,0,0,0,4,1,0,1,0,0,8,0,0.00329074719318622,0.000580720092915215,0.00354884501225965,0.000322622273841786,0.00367789392179636,0.00109691573106207,0.000193573364305072,0.0172280294231514,0.00412956510517486,0.00277455155503936,0.000322622273841786,0.00129048909536714,0.00129048909536714,0.000838817911988644,0.00329074719318622,0.00322622273841786,0.000322622273841786,0.000838817911988644,0.00354884501225965,0.00716221447928765,0.000129048909536714,0,0,0,0,0.000129048909536714,0,0.000129048909536714,0,0,0.000193573364305072,0,0,0,0.000258097819073429,6.45244547683572e-05,0,6.45244547683572e-05,0,0,0.000516195638146858,0,119,39,54,4,150,55,10,24,9,166,186,0.00767841011743451,0.00251645373596593,0.00348432055749129,0.000258097819073429,0.00967866821525358,0.00354884501225965,0.000645244547683572,0.00154858691444057,0.000580720092915215,0.0107110594915473,0.0120015485869144,15498,13823,15475,5.76991221451084,0.00174216027874564,0.000838817911988644,15498,0,1,1
"2013-03-01","Turkey",36,7,79,4,95,7,0,226,79,22,3,33,20,19,66,27,5,10,51,108,0,0,0,0,0,0,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0.00217891296453214,0.000423677520881249,0.00478150344994553,0.000242101440503571,0.00574990921195981,0.000423677520881249,0,0.0136787313884518,0.00478150344994553,0.00133155792276964,0.000181576080377678,0.00199733688415446,0.00121050720251785,0.00114998184239196,0.00399467376830892,0.0016341847233991,0.000302626800629464,0.000605253601258927,0.00308679336642053,0.00653673889359642,0,0,0,0,0,0,6.05253601258928e-05,0,6.05253601258928e-05,0,0.000242101440503571,0,0,0,0.000121050720251786,0,0,0,0,0,0,0,112,39,26,2,150,71,14,38,14,169,172,0.00677884033409999,0.00236048904490982,0.00157365936327321,0.000121050720251786,0.00907880401888391,0.00429730056893839,0.000847355041762498,0.00229996368478392,0.000847355041762498,0.0102287858612759,0.0104103619416536,16522,14850,16514,5.27744104946997,0.00066577896138482,0.00066577896138482,16522,0,1,1
"2013-04-01","Turkey",23,8,89,0,70,4,4,207,72,40,6,43,22,14,75,56,2,18,35,64,3,0,0,0,0,0,1,0,1,0,5,1,0,0,3,1,0,0,1,0,0,0,0.00146356983773465,0.000509067769646834,0.00566337893732103,0,0.0044543429844098,0.000254533884823417,0.000254533884823417,0.0131721285396118,0.00458160992682151,0.00254533884823417,0.000381800827235126,0.00273623926185173,0.00139993636652879,0.00089086859688196,0.00477251034043907,0.00356347438752784,0.000127266942411709,0.00114540248170538,0.0022271714922049,0.00407254215717467,0.000190900413617563,0,0,0,0,0,6.36334712058543e-05,0,6.36334712058543e-05,0,0.000318167356029271,6.36334712058543e-05,0,0,0.000190900413617563,6.36334712058543e-05,0,0,6.36334712058543e-05,0,0,0,127,49,35,3,137,49,20,24,9,130,159,0.00808145084314349,0.00311804008908686,0.0022271714922049,0.000190900413617563,0.00871778555520204,0.00311804008908686,0.00127266942411709,0.0015272033089405,0.000572701240852688,0.00827235125676106,0.0101177219217308,15715,14166,15699,5.64028086086057,0.00120903595291123,0.000636334712058543,15715,0,1,1
"2013-05-01","Turkey",46,12,111,4,86,9,4,334,77,38,12,49,18,17,121,39,5,16,90,123,2,1,0,0,0,1,9,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0.00285006195786865,0.000743494423791822,0.00687732342007435,0.000247831474597274,0.00532837670384139,0.000557620817843866,0.000247831474597274,0.0206939281288724,0.00477075588599752,0.0023543990086741,0.000743494423791822,0.0030359355638166,0.00111524163568773,0.00105328376703841,0.00749690210656753,0.00241635687732342,0.000309789343246592,0.000991325898389095,0.00557620817843866,0.00762081784386617,0.000123915737298637,6.19578686493185e-05,0,0,0,6.19578686493185e-05,0.000557620817843866,0,0,0,0.000185873605947955,0,0,0,0.000247831474597274,6.19578686493185e-05,0,0,0,0,0,0,110,26,29,1,146,99,11,21,6,154,175,0.00681536555142503,0.00161090458488228,0.00179677819083024,6.19578686493185e-05,0.00904584882280049,0.00613382899628253,0.000681536555142503,0.00130111524163569,0.000371747211895911,0.00954151177199504,0.0108426270136307,16140,14190,16119,6.50161603189122,0.00185873605947955,0.000743494423791822,16140,0,1,1
"2013-06-01","Turkey",81,20,118,10,114,17,2,210,81,39,5,107,22,85,571,32,51,51,56,175,3,0,0,0,1,0,1,1,0,1,3,1,0,0,5,0,0,0,1,0,1,0,0.00494505494505494,0.00122100122100122,0.0072039072039072,0.000610500610500611,0.00695970695970696,0.00103785103785104,0.000122100122100122,0.0128205128205128,0.00494505494505494,0.00238095238095238,0.000305250305250305,0.00653235653235653,0.00134310134310134,0.00518925518925519,0.0348595848595849,0.00195360195360195,0.00311355311355311,0.00311355311355311,0.00341880341880342,0.0106837606837607,0.000183150183150183,0,0,0,6.10500610500611e-05,0,6.10500610500611e-05,6.10500610500611e-05,0,6.10500610500611e-05,0.000183150183150183,6.10500610500611e-05,0,0,0.000305250305250305,0,0,0,6.10500610500611e-05,0,6.10500610500611e-05,0,169,62,18,1,122,57,16,41,16,86,144,0.0103174603174603,0.00378510378510379,0.0010989010989011,6.10500610500611e-05,0.00744810744810745,0.00347985347985348,0.000976800976800977,0.0025030525030525,0.000976800976800977,0.00525030525030525,0.00879120879120879,16380,13828,16362,11.9519657545989,0.0010989010989011,0.000549450549450549,16380,0,1,1
"2013-07-01","Turkey",48,19,106,1,58,30,1,325,111,35,10,48,24,22,124,30,9,25,50,122,0,0,0,0,1,0,1,0,0,1,4,0,1,0,1,0,0,0,0,0,3,0,0.00299139972578836,0.00118409572479123,0.00660600772778262,6.23208276205908e-05,0.00361460800199427,0.00186962482861772,6.23208276205908e-05,0.020254268976692,0.00691761186588558,0.00218122896672068,0.000623208276205908,0.00299139972578836,0.00149569986289418,0.001371058207653,0.00772778262495326,0.00186962482861772,0.000560887448585317,0.00155802069051477,0.00311604138102954,0.00760314096971208,0,0,0,0,6.23208276205908e-05,0,6.23208276205908e-05,0,0,6.23208276205908e-05,0.000249283310482363,0,6.23208276205908e-05,0,6.23208276205908e-05,0,0,0,0,0,0.000186962482861772,0,166,48,30,0,162,53,14,26,10,132,180,0.0103452573850181,0.00299139972578836,0.00186962482861772,0,0.0100959740745357,0.00330300386389131,0.000872491586688271,0.00162034151813536,0.000623208276205908,0.00822634924591799,0.0112177489717063,16046,14062,16034,6.74218703526241,0.000997133241929453,0.00074784993144709,16046,0,1,1
"2013-08-01","Turkey",48,8,77,1,42,23,2,279,67,17,4,56,12,11,86,42,11,12,66,101,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.00324499729583559,0.000540832882639265,0.00520551649540292,6.76041103299081e-05,0.00283937263385614,0.00155489453758789,0.000135208220659816,0.0188615467820443,0.00452947539210384,0.00114926987560844,0.000270416441319632,0.00378583017847485,0.000811249323958897,0.000743645213628989,0.00581395348837209,0.00283937263385614,0.000743645213628989,0.000811249323958897,0.00446187128177393,0.00682801514332071,0,0,6.76041103299081e-05,0,0,6.76041103299081e-05,0.000135208220659816,0,0,0,0,0,6.76041103299081e-05,0,0,0,6.76041103299081e-05,0,0,0,0,0,109,25,34,2,133,32,21,16,20,135,158,0.00736884802595998,0.0016901027582477,0.00229853975121687,0.000135208220659816,0.00899134667387777,0.00216333153055706,0.00141968631692807,0.00108166576527853,0.00135208220659816,0.00912655489453759,0.0106814494321255,14792,13171,14786,6.51108682170107,0.00121687398593835,0.000270416441319632,14792,0,1,1
"2013-09-01","Turkey",36,20,120,6,44,8,1,229,74,34,1,74,30,17,89,24,8,12,64,111,21,0,0,0,0,0,1,1,0,0,2,0,0,0,1,10,0,0,1,0,0,0,0.00249445676274945,0.00138580931263858,0.00831485587583148,0.000415742793791574,0.00304878048780488,0.000554323725055432,6.9290465631929e-05,0.0158675166297118,0.00512749445676275,0.00235587583148559,6.9290465631929e-05,0.00512749445676275,0.00207871396895787,0.00117793791574279,0.00616685144124168,0.0016629711751663,0.000554323725055432,0.000831485587583149,0.00443458980044346,0.00769124168514412,0.00145509977827051,0,0,0,0,0,6.9290465631929e-05,6.9290465631929e-05,0,0,0.000138580931263858,0,0,0,6.9290465631929e-05,0.000692904656319291,0,0,6.9290465631929e-05,0,0,0,112,33,27,6,130,39,13,20,12,140,127,0.00776053215077605,0.00228658536585366,0.00187084257206208,0.000415742793791574,0.00900776053215078,0.00270232815964523,0.000900776053215078,0.00138580931263858,0.000831485587583149,0.00970066518847007,0.00879988913525499,14432,12815,14395,6.7272528755467,0.000623614190687361,0.00221729490022173,14432,0,1,1
"2013-10-01","Turkey",32,9,134,1,61,12,2,216,62,34,3,37,18,15,65,33,5,12,36,76,8,0,0,0,1,2,1,1,0,1,4,0,0,0,3,18,0,0,0,0,2,1,0.00218013353317891,0.000613162556206568,0.00912930917018667,6.81291729118408e-05,0.00415587954762229,0.00081755007494209,0.000136258345823682,0.0147159013489576,0.00422400872053413,0.00231639187900259,0.000204387518735523,0.00252077939773811,0.00122632511241314,0.00102193759367761,0.00442839623926966,0.00224826270609075,0.000340645864559204,0.00081755007494209,0.00245265022482627,0.0051778171412999,0.000545033383294727,0,0,0,6.81291729118408e-05,0.000136258345823682,6.81291729118408e-05,6.81291729118408e-05,0,6.81291729118408e-05,0.000272516691647363,0,0,0,0.000204387518735523,0.00122632511241314,0,0,0,0,0.000136258345823682,6.81291729118408e-05,136,40,23,2,126,55,8,26,5,116,180,0.00926556751601035,0.00272516691647363,0.00156697097697234,0.000136258345823682,0.00858427578689195,0.00374710451015125,0.000545033383294727,0.00177135849570786,0.000340645864559204,0.00790298405777354,0.0122632511241314,14678,13130,14636,5.59338852182091,0.000885679247853931,0.00279329608938547,14678,0,1,1
"2013-11-01","Turkey",43,12,173,3,78,7,2,202,87,27,1,31,30,10,94,41,6,15,39,68,2,0,0,0,0,0,4,0,0,0,3,0,0,0,2,8,0,2,0,0,0,0,0.00283491561181435,0.000791139240506329,0.0114055907172996,0.000197784810126582,0.00514240506329114,0.000461497890295359,0.000131856540084388,0.0133175105485232,0.00573575949367089,0.00178006329113924,6.59282700421941e-05,0.00204377637130802,0.00197784810126582,0.000659282700421941,0.00619725738396624,0.00270305907172996,0.000395569620253165,0.000988924050632911,0.00257120253164557,0.0044831223628692,0.000131856540084388,0,0,0,0,0,0.000263713080168776,0,0,0,0.000197784810126582,0,0,0,0.000131856540084388,0.000527426160337553,0,0.000131856540084388,0,0,0,0,130,51,30,2,164,54,13,33,10,140,184,0.00857067510548523,0.0033623417721519,0.00197784810126582,0.000131856540084388,0.0108122362869198,0.00356012658227848,0.000857067510548523,0.0021756329113924,0.000659282700421941,0.00922995780590717,0.0121308016877637,15168,13431,15147,5.78944927747467,0.00125263713080169,0.00125263713080169,15168,0,1,1
"2013-12-01","Turkey",85,12,177,3,51,22,5,259,241,29,2,36,419,17,91,241,17,15,33,74,2,1,1,0,0,0,2,1,0,1,5,0,0,0,3,1,0,0,1,0,1,0,0.00551661474558671,0.000778816199376947,0.01148753894081,0.000194704049844237,0.00330996884735202,0.00142782969885774,0.000324506749740395,0.0168094496365524,0.015641225337487,0.00188213914849429,0.000129802699896158,0.00233644859813084,0.0271936656282451,0.00110332294911734,0.00590602284527518,0.015641225337487,0.00110332294911734,0.000973520249221184,0.0021417445482866,0.00480269989615784,0.000129802699896158,6.49013499480789e-05,6.49013499480789e-05,0,0,0,0.000129802699896158,6.49013499480789e-05,0,6.49013499480789e-05,0.000324506749740395,0,0,0,0.000194704049844237,6.49013499480789e-05,0,0,6.49013499480789e-05,0,6.49013499480789e-05,0,115,38,67,3,202,46,25,17,20,99,113,0.00746365524402908,0.002466251298027,0.00434839044652129,0.000194704049844237,0.0131100726895119,0.00298546209761163,0.00162253374870197,0.00110332294911734,0.00129802699896158,0.00642523364485981,0.00733385254413292,15408,13229,15389,9.37349690409536,0.000908618899273105,0.00058411214953271,15408,1,1,1
"2014-01-01","Turkey",45,27,158,10,83,19,5,265,239,65,11,41,215,13,49,141,12,26,35,78,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,4,0,0.00296931705707687,0.00178159023424612,0.0104256021115144,0.000659848234905972,0.00547674034971956,0.00125371164632135,0.000329924117452986,0.0174859782250082,0.0157703728142527,0.00428901352688882,0.000725833058396569,0.00270537776311448,0.0141867370504784,0.000857802705377763,0.00323325635103926,0.0093038601121742,0.000791817881887166,0.00171560541075553,0.0023094688221709,0.00514681623226658,0,0,0,0,0,6.59848234905972e-05,0,0,0,0,6.59848234905972e-05,0,6.59848234905972e-05,0,0.000131969646981194,6.59848234905972e-05,0,0,0,0,0.000263939293962389,0,108,38,52,3,192,64,40,26,9,117,131,0.00712636093698449,0.00250742329264269,0.00343121082151105,0.000197954470471791,0.0126690861101947,0.00422302870339822,0.00263939293962389,0.00171560541075553,0.000593863411415374,0.00772022434839987,0.00864401187726823,15155,13057,15145,8.58018894373948,0.000395908940943583,0.000659848234905972,15155,1,1,1
"2014-02-01","Turkey",34,54,202,6,52,17,4,234,177,125,12,36,113,25,118,135,15,9,61,82,3,0,0,0,1,1,2,0,2,0,0,0,0,0,2,2,3,1,0,0,2,0,0.00231166711993473,0.00367147130813163,0.0137340223007887,0.00040794125645907,0.00353549088931194,0.00115583355996736,0.00027196083763938,0.0159097090019037,0.0120342670655426,0.00849877617623062,0.00081588251291814,0.00244764753875442,0.00768289366331248,0.00169975523524612,0.00802284471036171,0.00917867827032907,0.00101985314114767,0.000611911884688605,0.00414740277400054,0.00557519717160729,0.000203970628229535,0,0,0,6.7990209409845e-05,6.7990209409845e-05,0.00013598041881969,0,0.00013598041881969,0,0,0,0,0,0.00013598041881969,0.00013598041881969,0.000203970628229535,6.7990209409845e-05,0,0,0.00013598041881969,0,78,36,36,6,207,135,24,20,10,97,102,0.00530323633396791,0.00244764753875442,0.00244764753875442,0.00040794125645907,0.0140739733478379,0.00917867827032907,0.00163176502583628,0.0013598041881969,0.00067990209409845,0.00659505031275496,0.00693500135980419,14708,12557,14689,9.25511187078936,0.000747892303508295,0.00115583355996736,14708,1,1,1
"2014-03-01","Turkey",42,134,559,31,49,22,4,256,157,42,5,57,100,30,128,83,19,21,105,154,0,0,0,0,1,2,2,0,0,0,6,0,1,0,4,7,4,0,0,0,6,0,0.00254792526085901,0.00812909487988352,0.0339116719242902,0.00188061150206261,0.00297257947100218,0.00133462751759282,0.00024265954865324,0.0155302111138073,0.00952438728463965,0.00254792526085901,0.000303324435816549,0.00345789856830866,0.00606648871633099,0.0018199466148993,0.00776510555690366,0.00503518563455472,0.00115263285610289,0.00127396263042951,0.00636981315214754,0.00934239262314972,0,0,0,0,6.06648871633099e-05,0.00012132977432662,0.00012132977432662,0,0,0,0.000363989322979859,0,6.06648871633099e-05,0,0.00024265954865324,0.000424654210143169,0.00024265954865324,0,0,0,0.000363989322979859,0,115,42,57,2,156,45,23,27,12,114,166,0.00697646202378064,0.00254792526085901,0.00345789856830866,0.00012132977432662,0.00946372239747634,0.00272991992234894,0.00139529240475613,0.00163795195340937,0.000727978645959719,0.00691579713661733,0.0100703712691094,16484,13835,16451,9.56934504692758,0.00194127638922592,0.000970638194612958,16484,1,1,1
"2014-04-01","Turkey",36,51,357,70,39,12,7,234,141,63,5,38,59,15,61,75,9,15,35,140,0,0,0,0,0,2,2,1,0,0,6,1,0,1,1,4,0,0,1,0,2,0,0.00227373207857008,0.00322112044464094,0.0225478431124866,0.0044211457083307,0.00246320975178425,0.000757910692856692,0.00044211457083307,0.0147792585107055,0.00890545064106613,0.00397903113749763,0.000315796122023622,0.00240005052737952,0.00372639423987873,0.000947388366070865,0.00385271268868818,0.00473694183035432,0.000568433019642519,0.000947388366070865,0.00221057285416535,0.0088422914166614,0,0,0,0,0,0.000126318448809449,0.000126318448809449,6.31592244047243e-05,0,0,0.000378955346428346,6.31592244047243e-05,0,6.31592244047243e-05,6.31592244047243e-05,0.000252636897618897,0,0,6.31592244047243e-05,0,0.000126318448809449,0,139,45,40,2,136,77,21,15,14,149,172,0.00877913219225668,0.00284216509821259,0.00252636897618897,0.000126318448809449,0.00858965451904251,0.00486326027916377,0.00132634371249921,0.000947388366070865,0.00088422914166614,0.00941072443630392,0.0108633865976126,15833,13638,15812,7.5139127861267,0.00151582138571338,0.000505273795237794,15833,1,1,1
"2014-05-01","Turkey",55,26,116,4,51,14,2,450,149,26,11,58,53,19,183,88,13,20,81,130,2,0,0,0,0,0,2,0,1,0,9,0,1,0,1,1,0,0,0,0,2,0,0.00330350171181452,0.00156165535467596,0.00696738542855427,0.000240254669950147,0.00306324704186438,0.000840891344825515,0.000120127334975074,0.0270286503693916,0.00894948645564298,0.00156165535467596,0.000660700342362905,0.00348369271427713,0.00318337437683945,0.0011412096822632,0.0109916511502192,0.00528560273890324,0.000780827677337978,0.00120127334975074,0.00486515706649048,0.00780827677337978,0.000120127334975074,0,0,0,0,0,0.000120127334975074,0,6.00636674875368e-05,0,0.000540573007387831,0,6.00636674875368e-05,0,6.00636674875368e-05,6.00636674875368e-05,0,0,0,0,0.000120127334975074,0,166,44,33,3,152,50,23,34,7,133,178,0.00997056880293111,0.00264280136945162,0.00198210102708871,0.00018019100246261,0.00912967745810559,0.00300318337437684,0.00138146435221335,0.00204216469457625,0.000420445672412758,0.00798846777584239,0.0106913328127815,16649,14348,16630,7.82520526842875,0.000660700342362905,0.000900955012313052,16649,1,1,1
"2014-06-01","Turkey",41,15,259,10,72,21,5,323,108,37,5,37,41,21,112,66,9,27,66,200,0,0,1,1,1,0,0,0,3,0,3,0,0,0,5,1,1,2,1,1,0,0,0.00252044015491486,0.000922112251798119,0.0159218048810475,0.000614741501198746,0.00442613880863097,0.00129095715251737,0.000307370750599373,0.0198561504887195,0.00663920821294646,0.00227454355443536,0.000307370750599373,0.00227454355443536,0.00252044015491486,0.00129095715251737,0.00688510481342595,0.00405729390791172,0.000553267351078871,0.00165980205323661,0.00405729390791172,0.0122948300239749,0,0,6.14741501198746e-05,6.14741501198746e-05,6.14741501198746e-05,0,0,0,0.000184422450359624,0,0.000184422450359624,0,0,0,0.000307370750599373,6.14741501198746e-05,6.14741501198746e-05,0.000122948300239749,6.14741501198746e-05,6.14741501198746e-05,0,0,134,54,37,1,178,54,26,23,14,145,181,0.0082375361160632,0.00331960410647323,0.00227454355443536,6.14741501198746e-05,0.0109423987213377,0.00331960410647323,0.00159832790311674,0.00141390545275712,0.000860638101678244,0.00891375176738182,0.0111268211716973,16267,14003,16247,7.28049293223606,0.00135243130263724,0.000860638101678244,16267,1,1,1
"2014-07-01","Turkey",67,13,271,13,69,10,5,332,111,26,15,34,55,8,81,55,13,15,72,125,1,0,0,0,0,0,1,2,0,1,1,1,0,0,2,2,0,1,1,1,1,0,0.00410011627195398,0.000795544948289578,0.0165840523835751,0.000795544948289578,0.00422250780246007,0.000611957652530445,0.000305978826265222,0.0203169940640108,0.00679272994308794,0.00159108989657916,0.000917936478795667,0.00208065601860351,0.00336576708891745,0.000489566122024356,0.0049568569854966,0.00336576708891745,0.000795544948289578,0.000917936478795667,0.0044060950982192,0.00764947065663056,6.11957652530445e-05,0,0,0,0,0,6.11957652530445e-05,0.000122391530506089,0,6.11957652530445e-05,6.11957652530445e-05,6.11957652530445e-05,0,0,0.000122391530506089,0.000122391530506089,0,6.11957652530445e-05,6.11957652530445e-05,6.11957652530445e-05,6.11957652530445e-05,0,127,40,39,1,185,47,22,22,12,197,172,0.00777186218713665,0.00244783061012178,0.00238663484486874,6.11957652530445e-05,0.0113212165718132,0.00287620096689309,0.00134630683556698,0.00134630683556698,0.000734349183036534,0.0120555657548498,0.0105256716235237,16341,14151,16326,6.80142877380808,0.000489566122024356,0.0011015237745548,16341,1,1,1
"2014-08-01","Turkey",60,20,422,16,45,7,1,426,89,22,4,48,37,16,48,71,13,16,82,186,1,0,0,0,0,1,3,0,1,0,5,1,3,0,0,4,4,2,1,0,18,0,0.00358937544867193,0.00119645848289064,0.0252452739889926,0.000957166786312515,0.00269203158650395,0.000418760469011725,5.98229241445322e-05,0.0254845656855707,0.00532424024886336,0.00131610433117971,0.000239291696578129,0.00287150035893754,0.00221344819334769,0.000957166786312515,0.00287150035893754,0.00424742761426179,0.000777698013878918,0.000957166786312515,0.00490547977985164,0.011127063890883,5.98229241445322e-05,0,0,0,0,5.98229241445322e-05,0.000179468772433597,0,5.98229241445322e-05,0,0.000299114620722661,5.98229241445322e-05,0.000179468772433597,0,0,0.000239291696578129,0.000239291696578129,0.000119645848289064,5.98229241445322e-05,0,0.00107681263460158,0,148,39,37,0,90,35,22,24,11,171,205,0.00885379277339076,0.00233309404163676,0.00221344819334769,0,0.0053840631730079,0.00209380234505863,0.00131610433117971,0.00143575017946877,0.000658052165589854,0.010229720028715,0.0122636994496291,16716,14348,16672,6.79998563929689,0.00239291696578129,0.000717875089734386,16716,1,1,1
"2014-09-01","Turkey",59,13,102,6,91,14,1,318,94,30,10,47,42,20,92,55,20,19,56,226,2,0,1,0,0,0,3,1,0,0,2,1,0,0,3,3,0,0,1,1,7,0,0.00368312628753355,0.000811536300642986,0.00636743866658343,0.000374555215681378,0.0056807541045009,0.000873962169923216,6.24258692802297e-05,0.0198514264311131,0.00586803171234159,0.00187277607840689,0.000624258692802297,0.0029340158561708,0.00262188650976965,0.00124851738560459,0.00574317997378113,0.00343342281041263,0.00124851738560459,0.00118609151632436,0.00349584867969286,0.0141082464573319,0.000124851738560459,0,6.24258692802297e-05,0,0,0,0.000187277607840689,6.24258692802297e-05,0,0,0.000124851738560459,6.24258692802297e-05,0,0,0.000187277607840689,0.000187277607840689,0,0,6.24258692802297e-05,6.24258692802297e-05,0.000436981084961608,0,124,46,21,3,134,62,19,19,7,184,174,0.00774080779074849,0.00287158998689057,0.00131094325488482,0.000187277607840689,0.00836506648355078,0.00387040389537424,0.00118609151632436,0.00118609151632436,0.000436981084961608,0.0114863599475623,0.01086210125476,16019,13960,15994,7.49973887621126,0.00149822086272551,0.00106123977776391,16019,1,1,1
