"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","onlinekhabar.com","english.onlinekhabar.com","en.setopati.com","thehimalayantimes.com","nepalitimes.com"
"2015-09-01","Nepal",32,11,25,16,239,10,0,143,31,208,92,37,14,29,296,22,0,17,60,64,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0100031259768678,0.0034385745545483,0.00781494216942795,0.00500156298843389,0.0747108471397312,0.00312597686777118,0,0.0447014692091279,0.00969052829009065,0.0650203188496405,0.0287589871834948,0.0115661144107534,0.00437636761487965,0.00906533291653642,0.0925289152860269,0.00687714910909659,0,0.005314160675211,0.0187558612066271,0.0200062519537355,0.000312597686777118,0,0.000312597686777118,0,0,0,0.000312597686777118,0.000312597686777118,0.000312597686777118,0,0,0,0,0,0.000312597686777118,0,0,0,0,0.000312597686777118,0.000312597686777118,0,125,92,21,0,22,90,5,3,7,41,73,0.0390747108471397,0.0287589871834948,0.00656455142231947,0,0.00687714910909659,0.0281337918099406,0.00156298843388559,0.000937793060331354,0.00218818380743982,0.0128165051578618,0.0228196311347296,3199,1409,3191,12.4252403870606,0.000312597686777118,0.00437636761487965,3199,1,0,0,1,0
"2015-10-01","Nepal",12,3,225,16,212,11,0,165,4,40,32,15,6,11,139,48,0,16,7,30,0,0,2,1,0,0,7,0,6,0,2,0,0,0,3,2,0,1,0,4,3,0,0.004149377593361,0.00103734439834025,0.0778008298755187,0.00553250345781466,0.0733056708160443,0.00380359612724758,0,0.0570539419087137,0.00138312586445367,0.0138312586445367,0.0110650069156293,0.00518672199170124,0.0020746887966805,0.00380359612724758,0.0480636237897649,0.016597510373444,0,0.00553250345781466,0.00242047026279391,0.0103734439834025,0,0,0.000691562932226833,0.000345781466113416,0,0,0.00242047026279391,0,0.0020746887966805,0,0.000691562932226833,0,0,0,0.00103734439834025,0.000691562932226833,0,0.000345781466113416,0,0.00138312586445367,0.00103734439834025,0,126,86,8,0,9,35,5,3,3,39,63,0.0435684647302905,0.0297372060857538,0.00276625172890733,0,0.00311203319502075,0.0121023513139696,0.00172890733056708,0.00103734439834025,0.00103734439834025,0.0134854771784232,0.0217842323651452,2892,1536,2861,8.14167913316839,0.00138312586445367,0.0117565698478562,2892,1,0,0,1,0
"2015-11-01","Nepal",19,4,31,9,239,8,0,170,23,39,32,23,10,32,231,31,2,18,35,58,0,0,1,0,0,0,1,0,4,0,5,0,0,0,0,1,0,0,1,10,2,1,0.00640161725067385,0.00134770889487871,0.01044474393531,0.00303234501347709,0.0805256064690027,0.00269541778975741,0,0.057277628032345,0.00774932614555256,0.0131401617250674,0.0107816711590297,0.00774932614555256,0.00336927223719677,0.0107816711590297,0.0778301886792453,0.01044474393531,0.000673854447439353,0.00606469002695418,0.0117924528301887,0.0195417789757412,0,0,0.000336927223719677,0,0,0,0.000336927223719677,0,0.00134770889487871,0,0.00168463611859838,0,0,0,0,0.000336927223719677,0,0,0.000336927223719677,0.00336927223719677,0.000673854447439353,0.000336927223719677,117,123,15,0,16,29,8,12,0,36,97,0.0394204851752022,0.0414420485175202,0.00505390835579515,0,0.00539083557951483,0.00977088948787062,0.00269541778975741,0.00404312668463612,0,0.0121293800539084,0.0326819407008086,2968,1524,2942,10.4529378573135,0.00101078167115903,0.0107816711590297,2968,1,0,0,1,0
"2015-12-01","Nepal",38,2,23,11,276,9,0,234,46,94,26,8,43,22,173,30,4,19,14,49,0,0,0,0,0,4,2,9,2,0,7,0,0,0,0,0,0,0,0,8,1,0,0.0121212121212121,0.000637958532695375,0.00733652312599681,0.00350877192982456,0.0880382775119617,0.00287081339712919,0,0.0746411483253589,0.0146730462519936,0.0299840510366826,0.00829346092503987,0.0025518341307815,0.0137161084529506,0.00701754385964912,0.0551834130781499,0.00956937799043062,0.00127591706539075,0.00606060606060606,0.00446570972886762,0.0156299840510367,0,0,0,0,0,0.00127591706539075,0.000637958532695375,0.00287081339712919,0.000637958532695375,0,0.00223285486443381,0,0,0,0,0,0,0,0,0.0025518341307815,0.000318979266347687,0,121,129,28,0,39,45,8,13,2,47,85,0.0385964912280702,0.0411483253588517,0.00893141945773525,0,0.0124401913875598,0.0143540669856459,0.0025518341307815,0.00414673046251994,0.000637958532695375,0.0149920255183413,0.0271132376395534,3135,1564,3102,7.88134990990993,0.000318979266347687,0.0146730462519936,3135,1,1,0,1,0
"2016-01-01","Nepal",24,5,51,15,218,6,0,224,38,107,12,15,33,16,122,9,0,9,34,27,0,1,0,0,1,4,0,4,1,0,5,0,0,0,0,1,0,0,1,0,2,0,0.00777705767984446,0.0016202203499676,0.0165262475696695,0.00486066104990279,0.0706416072585872,0.00194426441996111,0,0.0725858716785483,0.0123136746597537,0.0346727154893065,0.00388852883992223,0.00486066104990279,0.0106934543097861,0.00518470511989631,0.0395333765392093,0.00291639662994167,0,0.00291639662994167,0.0110174983797796,0.00874918988982502,0,0.000324044069993519,0,0,0.000324044069993519,0.00129617627997408,0,0.00129617627997408,0.000324044069993519,0,0.0016202203499676,0,0,0,0,0.000324044069993519,0,0,0.000324044069993519,0,0.000648088139987038,0,149,133,36,0,33,54,6,12,3,39,51,0.0482825664290343,0.043097861309138,0.0116655865197667,0,0.0106934543097861,0.01749837977965,0.00194426441996111,0.00388852883992223,0.000972132209980557,0.0126377187297472,0.0165262475696695,3086,1664,3066,8.0978180412269,0.000972132209980557,0.00972132209980557,3086,1,1,0,1,0
"2016-02-01","Nepal",20,2,100,10,155,12,0,232,37,40,7,9,33,11,70,9,0,17,19,20,0,0,0,0,0,2,0,4,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0.0071301247771836,0.00071301247771836,0.035650623885918,0.0035650623885918,0.0552584670231729,0.00427807486631016,0,0.0827094474153298,0.0131907308377897,0.0142602495543672,0.00249554367201426,0.00320855614973262,0.0117647058823529,0.00392156862745098,0.0249554367201426,0.00320855614973262,0,0.00606060606060606,0.00677361853832442,0.0071301247771836,0,0,0,0,0,0.00071301247771836,0,0.00142602495543672,0,0,0.00071301247771836,0,0,0,0.00035650623885918,0,0,0,0,0.00035650623885918,0.00035650623885918,0.00035650623885918,154,106,10,0,14,40,4,14,5,48,49,0.0549019607843137,0.0377896613190731,0.0035650623885918,0,0.00499108734402852,0.0142602495543672,0.00142602495543672,0.00499108734402852,0.0017825311942959,0.0171122994652406,0.0174688057040998,2805,1599,2793,6.99778208964412,0.00142602495543672,0.00499108734402852,2805,1,1,0,1,0
"2016-03-01","Nepal",24,5,199,14,159,10,0,225,35,31,4,7,31,15,53,4,2,17,12,8,1,0,0,0,0,1,5,30,1,0,24,0,0,0,2,16,1,0,0,12,3,0,0.00796812749003984,0.00166002656042497,0.0660690571049137,0.00464807436918991,0.0527888446215139,0.00332005312084993,0,0.0747011952191235,0.0116201859229748,0.0102921646746348,0.00132802124833997,0.00232403718459495,0.0102921646746348,0.0049800796812749,0.0175962815405046,0.00132802124833997,0.000664010624169987,0.00564409030544489,0.00398406374501992,0.00265604249667995,0.000332005312084993,0,0,0,0,0.000332005312084993,0.00166002656042497,0.0099601593625498,0.000332005312084993,0,0.00796812749003984,0,0,0,0.000664010624169987,0.00531208499335989,0.000332005312084993,0,0,0.00398406374501992,0.00099601593625498,0,174,120,33,0,23,38,5,15,7,36,32,0.0577689243027888,0.0398406374501992,0.0109561752988048,0,0.00763612217795485,0.0126162018592297,0.00166002656042497,0.0049800796812749,0.00232403718459495,0.0119521912350598,0.0106241699867198,3012,1735,2916,6.42687494292531,0.000332005312084993,0.0375166002656043,3012,1,1,0,1,0
"2016-04-01","Nepal",15,1,79,7,111,6,0,327,45,51,3,10,38,14,74,19,1,12,6,25,0,0,0,1,1,0,2,3,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0.00532103582830791,0.000354735721887194,0.0280241220290883,0.00248315005321036,0.0393756651294785,0.00212841433132316,0,0.115998581057112,0.0159631074849237,0.0180915218162469,0.00106420716566158,0.00354735721887194,0.0134799574317134,0.00496630010642072,0.0262504434196524,0.00673997871585669,0.000354735721887194,0.00425682866264633,0.00212841433132316,0.00886839304717985,0,0,0,0.000354735721887194,0.000354735721887194,0,0.000709471443774388,0.00106420716566158,0,0,0.000709471443774388,0,0,0,0,0.000709471443774388,0,0,0,0,0.000354735721887194,0,154,79,36,0,33,25,9,2,3,46,29,0.0546293011706279,0.0280241220290883,0.012770485987939,0,0.0117062788222774,0.00886839304717985,0.00319262149698475,0.000709471443774388,0.00106420716566158,0.0163178432068109,0.0102873359347286,2819,1624,2807,6.54385284409392,0,0.00638524299396949,2819,1,1,0,1,0
"2016-05-01","Nepal",21,7,35,11,175,22,1,255,48,46,1,8,44,28,102,37,0,11,4,11,0,0,0,0,0,0,3,4,0,0,4,0,0,0,2,1,0,0,0,1,0,1,0.00705171255876427,0.00235057085292142,0.0117528542646071,0.00369375419744795,0.0587642713230356,0.0073875083948959,0.000335795836131632,0.0856279382135662,0.0161182001343183,0.0154466084620551,0.000335795836131632,0.00268636668905306,0.0147750167897918,0.0094022834116857,0.0342511752854265,0.0124244459368704,0,0.00369375419744795,0.00134318334452653,0.00369375419744795,0,0,0,0,0,0,0.0010073875083949,0.00134318334452653,0,0,0.00134318334452653,0,0,0,0.000671591672263264,0.000335795836131632,0,0,0,0.000335795836131632,0,0.000335795836131632,145,85,24,0,33,54,4,9,3,50,55,0.0486903962390866,0.0285426460711887,0.00805910006715917,0,0.0110812625923439,0.0181329751511081,0.00134318334452653,0.00302216252518469,0.0010073875083949,0.0167897918065816,0.0184687709872398,2978,1712,2962,5.56716993948883,0,0.00705171255876427,2978,1,1,0,1,0
"2016-06-01","Nepal",21,0,53,14,126,12,1,260,40,65,7,13,21,16,52,25,1,8,38,27,0,0,0,0,0,1,0,12,0,0,1,0,0,0,1,4,1,0,0,0,1,0,0.00755395683453237,0,0.0190647482014388,0.00503597122302158,0.0453237410071942,0.00431654676258993,0.000359712230215827,0.0935251798561151,0.0143884892086331,0.0233812949640288,0.00251798561151079,0.00467625899280576,0.00755395683453237,0.00575539568345324,0.018705035971223,0.00899280575539568,0.000359712230215827,0.00287769784172662,0.0136690647482014,0.00971223021582734,0,0,0,0,0,0.000359712230215827,0,0.00431654676258993,0,0,0.000359712230215827,0,0,0,0.000359712230215827,0.00143884892086331,0.000359712230215827,0,0,0,0.000359712230215827,0,155,72,18,0,31,54,3,5,1,48,53,0.0557553956834532,0.0258992805755396,0.00647482014388489,0,0.0111510791366906,0.0194244604316547,0.00107913669064748,0.00179856115107914,0.000359712230215827,0.0172661870503597,0.0190647482014388,2780,1575,2759,7.60297735829577,0.000719424460431655,0.0100719424460432,2780,1,1,0,1,0
"2016-07-01","Nepal",24,1,58,20,168,46,1,487,59,56,8,5,33,16,80,71,2,14,11,18,1,0,0,0,0,1,7,4,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0.00757097791798107,0.000315457413249211,0.0182965299684543,0.00630914826498423,0.0529968454258675,0.0145110410094637,0.000315457413249211,0.153627760252366,0.0186119873817035,0.0176656151419558,0.00252365930599369,0.00157728706624606,0.010410094637224,0.00504731861198738,0.0252365930599369,0.022397476340694,0.000630914826498423,0.00441640378548896,0.00347003154574133,0.0056782334384858,0.000315457413249211,0,0,0,0,0.000315457413249211,0.00220820189274448,0.00126182965299685,0,0,0.000630914826498423,0,0,0,0.000315457413249211,0.000946372239747634,0,0,0,0,0,0,111,80,23,0,34,58,4,7,3,55,45,0.0350157728706625,0.0252365930599369,0.00725552050473186,0,0.0107255520504732,0.0182965299684543,0.00126182965299685,0.00220820189274448,0.000946372239747634,0.0173501577287066,0.0141955835962145,3170,1626,3151,5.37836035401508,0.000315457413249211,0.00977917981072555,3170,1,1,0,1,0
"2016-08-01","Nepal",16,4,102,20,143,16,0,329,39,61,6,8,26,19,40,33,2,4,14,5,0,0,0,1,3,1,5,19,1,0,3,2,0,0,3,3,0,0,0,0,0,0,0.0054127198917456,0.0013531799729364,0.0345060893098782,0.006765899864682,0.0483761840324763,0.0054127198917456,0,0.111299052774019,0.0131935047361299,0.0206359945872801,0.0020297699594046,0.0027063599458728,0.0087956698240866,0.0064276048714479,0.013531799729364,0.0111637347767253,0.0006765899864682,0.0013531799729364,0.0047361299052774,0.0016914749661705,0,0,0,0.0003382949932341,0.0010148849797023,0.0003382949932341,0.0016914749661705,0.0064276048714479,0.0003382949932341,0,0.0010148849797023,0.0006765899864682,0,0,0.0010148849797023,0.0010148849797023,0,0,0,0,0,0,120,90,16,1,25,37,5,10,4,68,47,0.040595399188092,0.030446549391069,0.0054127198917456,0.0003382949932341,0.0084573748308525,0.0125169147496617,0.0016914749661705,0.003382949932341,0.0013531799729364,0.0230040595399188,0.0158998646820027,2956,1686,2915,6.00511300051383,0.0003382949932341,0.0186062246278755,2956,1,1,0,1,0
"2016-09-01","Nepal",22,3,47,15,103,8,0,284,49,104,6,17,28,19,52,14,1,11,7,19,0,0,0,0,8,0,1,9,0,0,3,0,0,1,3,3,1,0,0,0,0,0,0.00752136752136752,0.00102564102564103,0.0160683760683761,0.00512820512820513,0.0352136752136752,0.00273504273504274,0,0.0970940170940171,0.0167521367521368,0.0355555555555556,0.00205128205128205,0.00581196581196581,0.00957264957264957,0.0064957264957265,0.0177777777777778,0.00478632478632479,0.000341880341880342,0.00376068376068376,0.00239316239316239,0.0064957264957265,0,0,0,0,0.00273504273504274,0,0.000341880341880342,0.00307692307692308,0,0,0.00102564102564103,0,0,0.000341880341880342,0.00102564102564103,0.00102564102564103,0.000341880341880342,0,0,0,0,0,113,79,16,0,23,53,2,4,5,42,56,0.0386324786324786,0.027008547008547,0.00547008547008547,0,0.00786324786324786,0.0181196581196581,0.000683760683760684,0.00136752136752137,0.00170940170940171,0.0143589743589744,0.0191452991452991,2925,1764,2896,7.03517958814461,0.00102564102564103,0.0136752136752137,2925,1,1,0,1,0
"2016-10-01","Nepal",16,1,22,9,94,12,1,243,24,78,6,11,26,14,31,57,1,16,10,7,1,0,0,0,3,1,5,7,1,0,6,0,0,0,2,5,0,1,0,3,0,0,0.00628683693516699,0.000392927308447937,0.00864440078585462,0.00353634577603143,0.0369351669941061,0.00471512770137525,0.000392927308447937,0.0954813359528487,0.00943025540275049,0.0306483300589391,0.00235756385068762,0.00432220039292731,0.0102161100196464,0.00550098231827112,0.0121807465618861,0.0223968565815324,0.000392927308447937,0.00628683693516699,0.00392927308447937,0.00275049115913556,0.000392927308447937,0,0,0,0.00117878192534381,0.000392927308447937,0.00196463654223969,0.00275049115913556,0.000392927308447937,0,0.00235756385068762,0,0,0,0.000785854616895874,0.00196463654223969,0,0.000392927308447937,0,0.00117878192534381,0,0,86,61,15,0,10,48,3,4,3,47,47,0.0337917485265226,0.0239685658153242,0.00589390962671906,0,0.00392927308447937,0.018860510805501,0.00117878192534381,0.00157170923379175,0.00117878192534381,0.018467583497053,0.018467583497053,2545,1581,2510,6.21297285244419,0.00157170923379175,0.0235756385068762,2545,1,1,0,1,0
"2016-11-01","Nepal",27,0,57,12,111,9,0,171,23,183,6,7,26,16,90,25,1,17,8,28,0,0,0,0,3,0,6,2,1,0,1,0,0,0,1,2,0,0,0,0,1,0,0.0100111234705228,0,0.0211345939933259,0.00444938820912125,0.0411568409343715,0.00333704115684093,0,0.0634037819799778,0.00852799406748239,0.067853170189099,0.00222469410456062,0.00259547645532073,0.0096403411197627,0.00593251761216166,0.0333704115684093,0.00926955876900259,0.000370782350760104,0.00630329996292176,0.00296625880608083,0.0103819058212829,0,0,0,0,0.00111234705228031,0,0.00222469410456062,0.000741564701520208,0.000370782350760104,0,0.000370782350760104,0,0,0,0.000370782350760104,0.000741564701520208,0,0,0,0,0.000370782350760104,0,83,89,16,0,17,52,1,3,3,43,39,0.0307749351130886,0.0329996292176492,0.00593251761216166,0,0.00630329996292176,0.0192806822395254,0.000370782350760104,0.00111234705228031,0.00111234705228031,0.0159436410826845,0.014460511679644,2697,1571,2680,8.07742780213067,0.000741564701520208,0.0096403411197627,2697,1,1,0,1,0
"2016-12-01","Nepal",15,0,74,42,126,11,0,172,37,147,11,8,21,25,180,26,1,17,16,26,0,0,0,0,1,3,4,3,5,0,2,4,0,0,2,2,1,3,0,0,0,0,0.00502680965147453,0,0.024798927613941,0.0140750670241287,0.0422252010723861,0.00368632707774799,0,0.0576407506702413,0.0123994638069705,0.0492627345844504,0.00368632707774799,0.00268096514745308,0.00703753351206434,0.00837801608579089,0.0603217158176944,0.00871313672922252,0.000335120643431635,0.0056970509383378,0.00536193029490617,0.00871313672922252,0,0,0,0,0.000335120643431635,0.00100536193029491,0.00134048257372654,0.00100536193029491,0.00167560321715818,0,0.000670241286863271,0.00134048257372654,0,0,0.000670241286863271,0.000670241286863271,0.000335120643431635,0.00100536193029491,0,0,0,0,104,104,22,1,31,63,11,5,5,40,49,0.0348525469168901,0.0348525469168901,0.00737265415549598,0.000335120643431635,0.0103887399463807,0.021112600536193,0.00368632707774799,0.00167560321715818,0.00167560321715818,0.0134048257372654,0.0164209115281501,2984,1631,2954,8.42492215634956,0.00167560321715818,0.0154155495978552,2984,1,1,0,1,0
"2017-01-01","Nepal",16,2,79,38,85,11,0,149,34,124,2,6,28,15,69,38,0,8,6,12,1,0,0,0,0,2,3,0,0,1,5,1,0,0,5,1,1,1,0,0,0,2,0.00558464223385689,0.000698080279232112,0.0275741710296684,0.0132635253054101,0.0296684118673647,0.00383944153577661,0,0.0520069808027923,0.0118673647469459,0.0432809773123909,0.000698080279232112,0.00209424083769634,0.00977312390924956,0.00523560209424084,0.0240837696335079,0.0132635253054101,0,0.00279232111692845,0.00209424083769634,0.00418848167539267,0.000349040139616056,0,0,0,0,0.000698080279232112,0.00104712041884817,0,0,0.000349040139616056,0.00174520069808028,0.000349040139616056,0,0,0.00174520069808028,0.000349040139616056,0.000349040139616056,0.000349040139616056,0,0,0,0.000698080279232112,128,76,21,1,23,64,9,6,3,57,38,0.0446771378708552,0.0265270506108202,0.00732984293193717,0.000349040139616056,0.00802792321116928,0.0223385689354276,0.0031413612565445,0.00209424083769634,0.00104712041884817,0.0198952879581152,0.0132635253054101,2865,1761,2842,6.36999611494766,0.000349040139616056,0.0111692844677138,2865,1,1,0,1,0
"2017-02-01","Nepal",15,1,204,88,94,6,0,128,27,82,7,10,14,9,81,16,3,15,7,26,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.00556999628666914,0.000371333085777943,0.0757519494987003,0.032677311548459,0.0349053100631266,0.00222799851466766,0,0.0475306349795767,0.0100259933160045,0.0304493130337913,0.0025993316004456,0.00371333085777943,0.0051986632008912,0.00334199777200149,0.0300779799480134,0.00594132937244708,0.00111399925733383,0.00556999628666914,0.0025993316004456,0.00965466023022651,0.000371333085777943,0,0,0,0,0,0.000371333085777943,0,0,0,0.000742666171555886,0,0,0,0,0,0,0,0,0,0.000371333085777943,0,111,93,12,0,22,54,4,7,4,47,51,0.0412179725213517,0.0345339769773487,0.00445599702933531,0,0.00816932788711474,0.0200519866320089,0.00148533234311177,0.0025993316004456,0.00148533234311177,0.0174526550315633,0.0189379873746751,2693,1477,2688,7.78104163102887,0,0.0051986632008912,2693,1,1,0,1,0
"2017-03-01","Nepal",17,1,224,86,138,9,0,149,48,80,10,37,18,11,106,34,3,29,46,45,1,0,0,0,0,0,2,20,0,0,11,1,1,3,1,15,0,0,2,2,0,0,0.00537974683544304,0.000316455696202532,0.0708860759493671,0.0272151898734177,0.0436708860759494,0.00284810126582278,0,0.0471518987341772,0.0151898734177215,0.0253164556962025,0.00316455696202532,0.0117088607594937,0.00569620253164557,0.00348101265822785,0.0335443037974684,0.0107594936708861,0.000949367088607595,0.00917721518987342,0.0145569620253165,0.0142405063291139,0.000316455696202532,0,0,0,0,0,0.000632911392405063,0.00632911392405063,0,0,0.00348101265822785,0.000316455696202532,0.000316455696202532,0.000949367088607595,0.000316455696202532,0.00474683544303797,0,0,0.000632911392405063,0.000632911392405063,0,0,105,92,16,0,36,54,10,3,7,63,45,0.0332278481012658,0.0291139240506329,0.00506329113924051,0,0.0113924050632911,0.0170886075949367,0.00316455696202532,0.000949367088607595,0.00221518987341772,0.0199367088607595,0.0142405063291139,3160,1666,3101,9.82682397117414,0.000316455696202532,0.0246835443037975,3160,1,1,0,1,0
"2017-04-01","Nepal",21,0,297,123,158,8,0,220,59,90,6,22,22,9,61,27,4,10,9,25,0,0,0,0,0,0,1,1,1,0,2,11,0,1,0,0,0,0,0,0,0,0,0.00704934541792548,0,0.0996978851963746,0.0412890231621349,0.0530379321920107,0.00268546492111447,0,0.0738502853306479,0.0198053037932192,0.0302114803625378,0.00201409869083585,0.00738502853306479,0.00738502853306479,0.00302114803625378,0.0204766700234978,0.00906344410876133,0.00134273246055723,0.00335683115139308,0.00302114803625378,0.00839207787848271,0,0,0,0,0,0,0.000335683115139308,0.000335683115139308,0.000335683115139308,0,0.000671366230278617,0.00369251426653239,0,0.000335683115139308,0,0,0,0,0,0,0,0,92,86,10,0,22,50,6,5,1,38,55,0.0308828465928164,0.0288687479019805,0.00335683115139308,0,0.00738502853306479,0.0167841557569654,0.00201409869083585,0.00167841557569654,0.000335683115139308,0.0127559583752937,0.018462571332662,2979,1474,2962,7.19679938348321,0.000671366230278617,0.00671366230278617,2979,1,1,0,1,0
"2017-05-01","Nepal",17,4,744,167,119,17,0,128,39,41,12,32,25,13,51,95,0,16,23,47,0,0,0,0,0,0,1,0,0,1,14,0,0,0,0,2,0,0,1,0,0,0,0.00538656527249683,0.00126742712294043,0.23574144486692,0.052915082382763,0.0377059569074778,0.00538656527249683,0,0.0405576679340938,0.0123574144486692,0.0129911280101394,0.00380228136882129,0.0101394169835234,0.00792141951837769,0.0041191381495564,0.0161596958174905,0.0301013941698352,0,0.00506970849176172,0.00728770595690748,0.0148922686945501,0,0,0,0,0,0,0.000316856780735108,0,0,0.000316856780735108,0.00443599493029151,0,0,0,0,0.000633713561470215,0,0,0.000316856780735108,0,0,0,78,59,18,0,20,56,7,2,1,31,40,0.0247148288973384,0.0186945500633714,0.00570342205323194,0,0.00633713561470215,0.017743979721166,0.00221799746514575,0.000633713561470215,0.000316856780735108,0.00982256020278834,0.0126742712294043,3156,1292,3137,7.45083987505988,0.000633713561470215,0.00728770595690748,3156,1,1,0,1,0
"2017-06-01","Nepal",41,4,481,173,103,9,0,151,35,46,13,27,42,13,69,20,4,8,9,58,0,0,0,0,0,0,4,2,0,0,6,0,0,1,1,1,0,0,0,1,0,0,0.0135358204027732,0.00132056784417299,0.158798283261803,0.057114559260482,0.0340046219874546,0.00297127764938924,0,0.0498514361175305,0.0115549686365137,0.0151865302079894,0.00429184549356223,0.00891383294816771,0.0138659623638164,0.00429184549356223,0.0227797953119842,0.00660283922086497,0.00132056784417299,0.00264113568834599,0.00297127764938924,0.0191482337405084,0,0,0,0,0,0,0.00132056784417299,0.000660283922086497,0,0,0.00198085176625949,0,0,0.000330141961043249,0.000330141961043249,0.000330141961043249,0,0,0,0.000330141961043249,0,0,80,62,25,0,32,37,5,4,1,34,54,0.0264113568834599,0.0204688015846814,0.00825354902608121,0,0.010564542753384,0.0122152525586002,0.00165070980521624,0.00132056784417299,0.000330141961043249,0.0112248266754705,0.0178276658963354,3029,1448,3013,7.84023207568002,0.000330141961043249,0.010564542753384,3029,1,1,0,1,0
"2017-07-01","Nepal",11,3,380,68,102,7,0,270,45,86,10,13,42,15,39,27,5,4,8,10,0,0,0,0,0,0,1,1,0,0,5,0,0,1,2,1,1,0,0,0,2,0,0.00356217616580311,0.000971502590673575,0.123056994818653,0.022020725388601,0.0330310880829016,0.00226683937823834,0,0.0874352331606218,0.0145725388601036,0.0278497409326425,0.00323834196891192,0.00420984455958549,0.0136010362694301,0.00485751295336788,0.0126295336787565,0.00874352331606218,0.00161917098445596,0.00129533678756477,0.00259067357512953,0.00323834196891192,0,0,0,0,0,0,0.000323834196891192,0.000323834196891192,0,0,0.00161917098445596,0,0,0.000323834196891192,0.000647668393782383,0.000323834196891192,0.000323834196891192,0,0,0,0.000647668393782383,0,89,68,17,0,33,73,5,2,3,39,26,0.0288212435233161,0.022020725388601,0.00550518134715026,0,0.0106865284974093,0.023639896373057,0.00161917098445596,0.000647668393782383,0.000971502590673575,0.0126295336787565,0.00841968911917098,3088,1643,3074,6.18673702433343,0,0.00906735751295337,3088,1,1,0,1,0
"2017-08-01","Nepal",10,1,188,41,143,6,1,643,54,76,8,23,48,19,74,23,3,17,7,14,0,0,0,0,0,0,3,11,1,0,11,0,0,0,2,1,0,0,1,2,1,0,0.00309597523219814,0.000309597523219814,0.0582043343653251,0.0126934984520124,0.0442724458204334,0.00185758513931889,0.000309597523219814,0.199071207430341,0.01671826625387,0.0235294117647059,0.00247678018575851,0.00712074303405573,0.0148606811145511,0.00588235294117647,0.0229102167182663,0.00712074303405573,0.000928792569659443,0.00526315789473684,0.0021671826625387,0.0043343653250774,0,0,0,0,0,0,0.000928792569659443,0.00340557275541796,0.000309597523219814,0,0.00340557275541796,0,0,0,0.000619195046439629,0.000309597523219814,0,0,0.000309597523219814,0.000619195046439629,0.000309597523219814,0,62,121,33,0,44,76,11,8,5,22,27,0.0191950464396285,0.0374613003095975,0.0102167182662539,0,0.0136222910216718,0.0235294117647059,0.00340557275541796,0.00247678018575851,0.00154798761609907,0.00681114551083591,0.00835913312693498,3230,1498,3197,6.75218131911853,0,0.013312693498452,3230,1,1,0,1,0
