"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","onlinekhabar.com","english.onlinekhabar.com","en.setopati.com","thehimalayantimes.com","nepalitimes.com"
"2017-09-01","Nepal",8,2,389,77,65,4,0,183,34,47,7,28,40,8,47,33,3,9,7,30,0,0,0,0,1,1,1,6,0,0,19,0,0,0,0,5,0,0,0,0,1,0,0.00290803344238459,0.000727008360596147,0.141403126135951,0.0279898218829517,0.0236277717193748,0.00145401672119229,0,0.0665212649945474,0.0123591421301345,0.0170846964740094,0.00254452926208651,0.0101781170483461,0.0145401672119229,0.00290803344238459,0.0170846964740094,0.0119956379498364,0.00109051254089422,0.00327153762268266,0.00254452926208651,0.0109051254089422,0,0,0,0,0.000363504180298073,0.000363504180298073,0.000363504180298073,0.00218102508178844,0,0,0.0069065794256634,0,0,0,0,0.00181752090149037,0,0,0,0,0.000363504180298073,0,73,69,24,1,26,52,8,13,6,13,24,0.0265358051617594,0.0250817884405671,0.00872410032715376,0.000363504180298073,0.00945110868774991,0.0189022173754998,0.00290803344238459,0.00472555434387495,0.00218102508178844,0.00472555434387495,0.00872410032715376,2751,1476,2717,7.3262980019825,0.000363504180298073,0.0174482006543075,2751,1,1,0,1,0
"2017-10-01","Nepal",17,1,358,64,169,17,0,165,24,34,17,16,22,10,56,46,0,13,21,3,0,0,0,0,0,1,4,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0.00632440476190476,0.00037202380952381,0.133184523809524,0.0238095238095238,0.0628720238095238,0.00632440476190476,0,0.0613839285714286,0.00892857142857143,0.0126488095238095,0.00632440476190476,0.00595238095238095,0.00818452380952381,0.0037202380952381,0.0208333333333333,0.0171130952380952,0,0.00483630952380952,0.0078125,0.00111607142857143,0,0,0,0,0,0.00037202380952381,0.00148809523809524,0,0,0,0.000744047619047619,0,0,0,0.00037202380952381,0,0,0,0.00037202380952381,0,0.00037202380952381,0,65,56,11,0,18,73,11,8,3,33,18,0.0241815476190476,0.0208333333333333,0.0040922619047619,0,0.00669642857142857,0.0271577380952381,0.0040922619047619,0.00297619047619048,0.00111607142857143,0.0122767857142857,0.00669642857142857,2688,1372,2678,6.77164042755309,0.00037202380952381,0.00632440476190476,2688,1,1,1,1,0
"2017-11-01","Nepal",47,4,605,113,86,5,0,89,36,17,21,33,34,14,19,11,0,17,6,117,0,0,0,0,0,0,1,1,0,0,18,0,0,0,2,0,0,0,0,0,0,1,0.0154757984853474,0.00131708923279552,0.199209746460323,0.0372077708264735,0.0283174185051037,0.0016463615409944,0,0.0293052354297004,0.0118538030951597,0.00559762923938097,0.00691471847217649,0.0108659861705631,0.0111952584787619,0.00460981231478433,0.00625617385577873,0.00362199539018769,0,0.00559762923938097,0.00197563384919328,0.038524860059269,0,0,0,0,0,0,0.00032927230819888,0.00032927230819888,0,0,0.00592690154757985,0,0,0,0.000658544616397761,0,0,0,0,0,0,0.00032927230819888,73,76,24,0,29,43,5,1,6,17,59,0.0240368784985183,0.0250246954231149,0.00790253539677313,0,0.00954889693776753,0.0141587092525519,0.0016463615409944,0.00032927230819888,0.00197563384919328,0.00559762923938097,0.0194270661837339,3037,1484,3014,9.16491279184143,0,0.0174514323345407,3037,1,1,1,1,0
"2017-12-01","Nepal",26,2,713,90,127,17,0,101,33,36,14,33,19,16,24,17,1,3,10,64,0,0,0,0,0,2,0,2,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0.00816839459629281,0.000628338045868677,0.224002513352183,0.0282752120640905,0.039899465912661,0.00534087338988376,0,0.0317310713163682,0.0103675777568332,0.0113100848256362,0.00439836632108074,0.0103675777568332,0.00596921143575243,0.00502670436694942,0.00754005655042413,0.00534087338988376,0.000314169022934339,0.000942507068803016,0.00314169022934339,0.0201068174677977,0,0,0,0,0,0.000628338045868677,0,0.000628338045868677,0,0,0.00282752120640905,0,0,0,0.000314169022934339,0.000314169022934339,0,0,0,0,0,0,66,84,13,0,24,50,1,1,5,17,49,0.0207351555136664,0.0263901979264844,0.0040841972981464,0,0.00754005655042413,0.0157084511467169,0.000314169022934339,0.000314169022934339,0.00157084511467169,0.00534087338988376,0.0153942821237826,3183,1557,3168,8.21115837434165,0.00125667609173735,0.00816839459629281,3183,1,1,1,1,0
"2018-01-01","Nepal",11,6,210,32,133,14,3,194,48,23,11,8,32,18,139,23,0,8,9,10,0,0,0,0,0,0,1,1,1,0,3,0,0,0,1,3,0,0,3,0,2,0,0.00363636363636364,0.00198347107438017,0.0694214876033058,0.0105785123966942,0.0439669421487603,0.00462809917355372,0.000991735537190083,0.0641322314049587,0.0158677685950413,0.00760330578512397,0.00363636363636364,0.00264462809917355,0.0105785123966942,0.0059504132231405,0.0459504132231405,0.00760330578512397,0,0.00264462809917355,0.00297520661157025,0.00330578512396694,0,0,0,0,0,0,0.000330578512396694,0.000330578512396694,0.000330578512396694,0,0.000991735537190083,0,0,0,0.000330578512396694,0.000991735537190083,0,0,0.000991735537190083,0,0.000661157024793388,0,102,95,37,0,46,44,6,6,3,27,33,0.0337190082644628,0.031404958677686,0.0122314049586777,0,0.0152066115702479,0.0145454545454545,0.00198347107438017,0.00198347107438017,0.000991735537190083,0.00892561983471074,0.0109090909090909,3025,1763,3010,5.76029568571269,0,0.00859504132231405,3025,1,1,1,1,0
"2018-02-01","Nepal",20,5,249,15,179,5,0,108,46,32,7,5,29,13,41,47,1,11,12,19,0,0,0,0,0,0,1,0,0,0,7,0,0,1,3,1,1,0,2,1,1,0,0.00674536256323777,0.00168634064080944,0.0839797639123103,0.00505902192242833,0.0603709949409781,0.00168634064080944,0,0.036424957841484,0.0155143338954469,0.0107925801011804,0.00236087689713322,0.00168634064080944,0.00978077571669477,0.00438448566610455,0.0138279932546374,0.0158516020236088,0.000337268128161889,0.00370994940978078,0.00404721753794266,0.00640809443507589,0,0,0,0,0,0,0.000337268128161889,0,0,0,0.00236087689713322,0,0,0.000337268128161889,0.00101180438448567,0.000337268128161889,0.000337268128161889,0,0.000674536256323777,0.000337268128161889,0.000337268128161889,0,98,86,19,0,42,41,12,3,5,26,24,0.0330522765598651,0.0290050590219224,0.00640809443507589,0,0.0141652613827993,0.0138279932546374,0.00404721753794266,0.00101180438448567,0.00168634064080944,0.00876897133220911,0.00809443507588533,2965,1808,2947,5.67258823162606,0.000337268128161889,0.00944350758853288,2965,1,1,1,1,1
"2018-03-01","Nepal",28,3,180,24,115,12,1,221,55,33,6,7,42,13,58,42,3,19,7,20,1,0,0,0,1,2,9,2,0,0,7,0,0,0,2,1,1,0,0,0,0,1,0.00919842312746386,0.000985545335085414,0.0591327201051248,0.00788436268068331,0.0377792378449409,0.00394218134034166,0.000328515111695138,0.0726018396846255,0.0180683311432326,0.0108409986859396,0.00197109067017083,0.00229960578186597,0.0137976346911958,0.00427069645203679,0.019053876478318,0.0137976346911958,0.000985545335085414,0.00624178712220762,0.00229960578186597,0.00657030223390276,0.000328515111695138,0,0,0,0.000328515111695138,0.000657030223390276,0.00295663600525624,0.000657030223390276,0,0,0.00229960578186597,0,0,0,0.000657030223390276,0.000328515111695138,0.000328515111695138,0,0,0,0,0.000328515111695138,132,104,21,2,37,47,14,5,2,42,54,0.0433639947437582,0.0341655716162943,0.0068988173455979,0.000657030223390276,0.0121550591327201,0.0154402102496715,0.00459921156373193,0.00164257555847569,0.000657030223390276,0.0137976346911958,0.0177398160315375,3044,1752,3017,5.55475222341145,0.00229960578186597,0.0101839684625493,3044,1,1,1,1,1
"2018-04-01","Nepal",27,3,33,10,144,7,0,149,23,43,5,11,31,10,38,25,1,14,6,38,2,0,0,0,0,2,1,11,1,0,14,1,0,0,1,2,0,0,1,0,0,1,0.00927516317416695,0.00103057368601855,0.0113363105462041,0.00343524562006183,0.0494675369288904,0.00240467193404328,0,0.0511851597389213,0.00790106492614222,0.0147715561662659,0.00171762281003092,0.00377877018206802,0.0106492614221917,0.00343524562006183,0.013053933356235,0.00858811405015459,0.000343524562006183,0.00480934386808657,0.0020611473720371,0.013053933356235,0.000687049124012367,0,0,0,0,0.000687049124012367,0.000343524562006183,0.00377877018206802,0.000343524562006183,0,0.00480934386808657,0.000343524562006183,0,0,0.000343524562006183,0.000687049124012367,0,0,0.000343524562006183,0,0,0.000343524562006183,127,113,22,0,27,65,6,6,6,27,43,0.0436276193747853,0.0388182755066987,0.00755754036413604,0,0.00927516317416695,0.0223290965304019,0.0020611473720371,0.0020611473720371,0.0020611473720371,0.00927516317416695,0.0147715561662659,2911,1897,2874,6.88490002420921,0.000687049124012367,0.0185503263483339,2911,1,1,1,1,1
"2018-05-01","Nepal",38,3,36,2,142,10,0,148,41,47,9,11,17,13,53,11,3,5,7,19,1,0,0,0,0,0,2,5,0,0,14,1,0,0,0,4,0,0,0,0,0,0,0.0125288493241015,0.000989119683481701,0.0118694362017804,0.000659413122321134,0.0468183316848005,0.00329706561160567,0,0.0487965710517639,0.0135179690075833,0.0154962083745467,0.0029673590504451,0.00362677217276624,0.00560501153972964,0.00428618529508737,0.0174744477415101,0.00362677217276624,0.000989119683481701,0.00164853280580284,0.00230794592812397,0.00626442466205077,0.000329706561160567,0,0,0,0,0,0.000659413122321134,0.00164853280580284,0,0,0.00461589185624794,0.000329706561160567,0,0,0,0.00131882624464227,0,0,0,0,0,0,145,90,16,0,77,73,6,11,5,26,35,0.0478074513682822,0.029673590504451,0.00527530497856907,0,0.0253874052093637,0.0240685789647214,0.0019782393669634,0.00362677217276624,0.00164853280580284,0.00857237059017475,0.0115397296406198,3033,1964,3006,6.5125674424574,0.000659413122321134,0.0135179690075833,3033,1,1,1,1,1
"2018-06-01","Nepal",17,2,27,12,96,6,0,139,25,65,7,9,24,17,51,25,4,8,9,11,0,0,0,1,0,1,4,34,1,1,30,0,0,0,7,2,0,0,1,1,2,1,0.0067810131631432,0.000797766254487435,0.0107698444355804,0.00478659752692461,0.0382927802153969,0.00239329876346231,0,0.0554447546868767,0.00997207818109294,0.0259274032708416,0.00279218189070602,0.00358994814519346,0.00957319505384922,0.0067810131631432,0.0203430394894296,0.00997207818109294,0.00159553250897487,0.00319106501794974,0.00358994814519346,0.00438771439968089,0,0,0,0.000398883127243718,0,0.000398883127243718,0.00159553250897487,0.0135620263262864,0.000398883127243718,0.000398883127243718,0.0119664938173115,0,0,0,0.00279218189070602,0.000797766254487435,0,0,0.000398883127243718,0.000398883127243718,0.000797766254487435,0.000398883127243718,103,91,31,0,48,78,5,25,7,30,23,0.0410849621061029,0.0362983645791783,0.0123653769445552,0,0.0191463901076984,0.03111288392501,0.00199441563621859,0.00997207818109294,0.00279218189070602,0.0119664938173115,0.00917431192660551,2507,1562,2421,6.8618386681181,0.00319106501794974,0.0386916633426406,2507,1,1,1,1,1
"2018-07-01","Nepal",33,1,22,16,103,11,1,291,43,49,6,4,29,18,168,38,2,17,1,25,1,0,0,0,0,1,3,4,1,0,8,1,0,0,0,2,1,0,1,0,1,1,0.0120218579234973,0.000364298724954463,0.00801457194899818,0.0058287795992714,0.0375227686703097,0.00400728597449909,0.000364298724954463,0.106010928961749,0.0156648451730419,0.0178506375227687,0.00218579234972678,0.00145719489981785,0.0105646630236794,0.00655737704918033,0.0612021857923497,0.0138433515482696,0.000728597449908925,0.00619307832422587,0.000364298724954463,0.00910746812386157,0.000364298724954463,0,0,0,0,0.000364298724954463,0.00109289617486339,0.00145719489981785,0.000364298724954463,0,0.0029143897996357,0.000364298724954463,0,0,0,0.000728597449908925,0.000364298724954463,0,0.000364298724954463,0,0.000364298724954463,0.000364298724954463,112,93,17,0,24,86,8,8,6,21,18,0.0408014571948998,0.033879781420765,0.00619307832422587,0,0.0087431693989071,0.0313296903460838,0.0029143897996357,0.0029143897996357,0.00218579234972678,0.00765027322404372,0.00655737704918033,2745,1519,2720,6.53217814221865,0.00109289617486339,0.0112932604735883,2745,1,1,1,1,1
"2018-08-01","Nepal",28,5,14,4,97,8,0,209,38,58,25,10,13,17,73,22,5,13,23,15,1,1,0,1,0,2,0,0,0,0,13,1,0,0,1,1,0,1,1,1,1,0,0.0107403145377829,0.00191791331031837,0.00537015726889145,0.0015343306482547,0.0372075182201764,0.0030686612965094,0,0.080168776371308,0.0145761411584196,0.0222477943996931,0.00958956655159187,0.00383582662063675,0.00498657460682777,0.00652090525508247,0.0280015343306483,0.00843881856540084,0.00191791331031837,0.00498657460682777,0.00882240122746452,0.00575373993095512,0.000383582662063675,0.000383582662063675,0,0.000383582662063675,0,0.000767165324127349,0,0,0,0,0.00498657460682777,0.000383582662063675,0,0,0.000383582662063675,0.000383582662063675,0,0.000383582662063675,0.000383582662063675,0.000383582662063675,0.000383582662063675,0,101,92,14,0,58,108,11,6,4,38,38,0.0387418488684311,0.0352896049098581,0.00537015726889145,0,0.0222477943996931,0.0414269275028769,0.00421940928270042,0.00230149597238205,0.0015343306482547,0.0145761411584196,0.0145761411584196,2607,1485,2582,7.61041351596113,0.000383582662063675,0.0161104718066743,2607,1,1,1,1,1
"2018-09-01","Nepal",18,4,15,4,94,2,0,159,53,52,7,10,34,18,101,32,1,7,12,12,0,1,0,0,2,1,2,9,1,0,15,1,0,0,0,2,1,0,0,4,1,0,0.00749687630154102,0.00166597251145356,0.00624739691795085,0.00166597251145356,0.0391503540191587,0.000832986255726781,0,0.0662224073302791,0.0220741357767597,0.0216576426488963,0.00291545189504373,0.0041649312786339,0.0141607663473553,0.00749687630154102,0.0420658059142024,0.0133277800916285,0.00041649312786339,0.00291545189504373,0.00499791753436068,0.00499791753436068,0,0.00041649312786339,0,0,0.000832986255726781,0.00041649312786339,0.000832986255726781,0.00374843815077051,0.00041649312786339,0,0.00624739691795085,0.00041649312786339,0,0,0,0.000832986255726781,0.00041649312786339,0,0,0.00166597251145356,0.00041649312786339,0,110,72,22,0,58,65,10,2,7,28,42,0.0458142440649729,0.0299875052061641,0.00916284881299459,0,0.0241566014160766,0.0270720533111204,0.0041649312786339,0.000832986255726781,0.00291545189504373,0.0116618075801749,0.0174927113702624,2401,1405,2361,6.24894158075636,0.00124947938359017,0.0237401082882132,2401,1,1,1,1,1
"2018-10-01","Nepal",23,5,32,12,75,13,0,132,41,32,15,14,52,14,42,31,0,20,17,5,1,0,0,0,0,1,1,4,1,0,4,0,0,0,0,4,0,0,0,0,0,1,0.0096234309623431,0.00209205020920502,0.0133891213389121,0.00502092050209205,0.0313807531380753,0.00543933054393305,0,0.0552301255230126,0.0171548117154812,0.0133891213389121,0.00627615062761506,0.00585774058577406,0.0217573221757322,0.00585774058577406,0.0175732217573222,0.0129707112970711,0,0.00836820083682008,0.00711297071129707,0.00209205020920502,0.000418410041841004,0,0,0,0,0.000418410041841004,0.000418410041841004,0.00167364016736402,0.000418410041841004,0,0.00167364016736402,0,0,0,0,0.00167364016736402,0,0,0,0,0,0.000418410041841004,111,64,16,0,29,44,18,5,3,27,31,0.0464435146443515,0.0267782426778243,0.00669456066945607,0,0.0121338912133891,0.0184100418410042,0.00753138075313808,0.00209205020920502,0.00125523012552301,0.0112970711297071,0.0129707112970711,2390,1532,2373,6.01912467682748,0.000836820083682008,0.0133891213389121,2390,1,1,1,1,1
"2018-11-01","Nepal",10,5,17,9,76,6,0,89,46,46,4,6,47,21,49,26,0,10,20,13,0,0,0,0,0,0,1,1,0,0,7,1,0,0,3,5,0,0,0,0,1,1,0.00442086648983201,0.002210433244916,0.00751547303271441,0.00397877984084881,0.0335985853227233,0.0026525198938992,0,0.0393457117595049,0.0203359858532272,0.0203359858532272,0.0017683465959328,0.0026525198938992,0.0207780725022104,0.00928381962864721,0.0216622458001768,0.0114942528735632,0,0.00442086648983201,0.00884173297966401,0.00574712643678161,0,0,0,0,0,0,0.000442086648983201,0.000442086648983201,0,0,0.00309460654288241,0.000442086648983201,0,0,0.0013262599469496,0.002210433244916,0,0,0,0,0.000442086648983201,0.000442086648983201,89,72,16,0,23,66,9,3,6,35,39,0.0393457117595049,0.0318302387267905,0.00707338638373121,0,0.0101679929266136,0.0291777188328912,0.00397877984084881,0.0013262599469496,0.0026525198938992,0.015473032714412,0.0172413793103448,2262,1465,2242,6.00844035813532,0.0013262599469496,0.0101679929266136,2262,1,1,1,1,1
"2018-12-01","Nepal",22,2,20,5,98,2,0,99,79,52,1,7,63,13,72,21,0,12,5,4,0,1,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0.00945423291792007,0.000859475719810915,0.00859475719810915,0.00214868929952729,0.0421143102707349,0.000859475719810915,0,0.0425440481306403,0.0339492909325312,0.0223463687150838,0.000429737859905458,0.0030081650193382,0.0270734851740438,0.00558659217877095,0.030941125913193,0.00902449505801461,0,0.00515685431886549,0.00214868929952729,0.00171895143962183,0,0.000429737859905458,0,0,0,0,0,0.000429737859905458,0,0,0.00515685431886549,0,0,0,0,0,0,0,0,0,0.000429737859905458,0,73,65,20,0,47,70,8,6,1,15,26,0.0313708637730984,0.0279329608938547,0.00859475719810915,0,0.0201976794155565,0.030081650193382,0.00343790287924366,0.00257842715943275,0.000429737859905458,0.00644606789858186,0.0111731843575419,2327,1497,2312,4.48251907249639,0.000429737859905458,0.00902449505801461,2327,1,1,1,1,1
"2019-01-01","Nepal",9,3,9,5,73,12,0,105,83,53,6,12,69,19,101,25,0,18,10,9,1,0,0,0,3,2,1,1,0,0,3,0,0,0,0,3,0,0,0,0,1,1,0.003877638948729,0.001292546316243,0.003877638948729,0.002154243860405,0.031451960361913,0.00517018526497199,0,0.045239121068505,0.035760448082723,0.022834984920293,0.002585092632486,0.00517018526497199,0.029728565273589,0.00818612666953899,0.043515725980181,0.010771219302025,0,0.00775527789745799,0.00430848772081,0.003877638948729,0.000430848772081,0,0,0,0.001292546316243,0.000861697544161999,0.000430848772081,0.000430848772081,0,0,0.001292546316243,0,0,0,0,0.001292546316243,0,0,0,0,0.000430848772081,0.000430848772081,82,62,42,0,57,87,12,11,6,20,20,0.035329599310642,0.026712623869022,0.018095648427402,0,0.024558380008617,0.037483843171047,0.00517018526497199,0.004739336492891,0.002585092632486,0.00861697544161999,0.00861697544161999,2321,1405,2305,5.39423724789135,0.000430848772081,0.00904782421370099,2321,1,1,1,1,1
"2019-02-01","Nepal",23,7,10,6,58,9,0,99,58,54,5,10,70,11,62,32,2,18,15,16,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0.010613751730503,0.00323027226580526,0.00461467466543609,0.00276880479926165,0.0267651130595293,0.00415320719889248,0,0.0456852791878173,0.0267651130595293,0.0249192431933549,0.00230733733271804,0.00461467466543609,0.0323027226580526,0.0050761421319797,0.0286109829257037,0.0147669589293955,0.000922934933087217,0.00830641439778496,0.00692201199815413,0.00738347946469774,0,0,0,0,0,0.000461467466543609,0.000461467466543609,0,0,0,0.000461467466543609,0,0,0,0,0.000922934933087217,0,0,0,0,0,0.000461467466543609,76,48,16,1,29,56,13,5,7,21,20,0.0350715274573143,0.0221504383940932,0.00738347946469774,0.000461467466543609,0.0133825565297647,0.0258421781264421,0.00599907706506691,0.00230733733271804,0.00323027226580526,0.00969081679741578,0.00922934933087217,2167,1395,2161,5.46764286858474,0.000922934933087217,0.00830641439778496,2167,1,1,1,1,1
"2019-03-01","Nepal",34,8,18,3,73,5,0,98,77,51,3,11,51,15,55,21,3,11,7,22,0,0,0,1,0,0,1,1,1,0,6,2,0,1,1,0,0,0,0,0,0,0,0.0150044130626655,0.00353045013239188,0.00794351279788173,0.00132391879964696,0.0322153574580759,0.00220653133274492,0,0.0432480141218005,0.0339805825242718,0.0225066195939982,0.00132391879964696,0.00485436893203883,0.0225066195939982,0.00661959399823478,0.0242718446601942,0.00926743159752868,0.00132391879964696,0.00485436893203883,0.0030891438658429,0.00970873786407767,0,0,0,0.000441306266548985,0,0,0.000441306266548985,0.000441306266548985,0.000441306266548985,0,0.00264783759929391,0.00088261253309797,0,0.000441306266548985,0.000441306266548985,0,0,0,0,0,0,0,64,65,16,0,45,50,4,4,5,18,21,0.028243601059135,0.028684907325684,0.00706090026478376,0,0.0198587819947043,0.0220653133274493,0.00176522506619594,0.00176522506619594,0.00220653133274492,0.00794351279788173,0.00926743159752868,2266,1472,2252,5.34327925450428,0.00132391879964696,0.00926743159752868,2266,1,1,1,1,1
"2019-04-01","Nepal",24,8,27,3,43,8,2,207,33,41,6,8,30,16,50,11,3,7,8,7,0,0,0,1,0,0,2,7,1,0,7,0,0,0,0,6,0,0,1,1,0,1,0.0108646446355817,0.00362154821186057,0.0122227252150294,0.00135808057944771,0.0194658216387506,0.00362154821186057,0.000905387052965143,0.0937075599818923,0.0149388863739249,0.0185604345857854,0.00271616115889543,0.00362154821186057,0.0135808057944771,0.00724309642372114,0.0226346763241286,0.00497962879130828,0.00135808057944771,0.003168854685378,0.00362154821186057,0.003168854685378,0,0,0,0.000452693526482571,0,0,0.000905387052965143,0.003168854685378,0.000452693526482571,0,0.003168854685378,0,0,0,0,0.00271616115889543,0,0,0.000452693526482571,0.000452693526482571,0,0.000452693526482571,54,57,14,0,27,46,2,4,3,17,21,0.0244454504300589,0.0258035310095066,0.006337709370756,0,0.0122227252150294,0.0208239022181983,0.000905387052965143,0.00181077410593029,0.00135808057944771,0.00769578995020371,0.009506564056134,2209,1462,2182,5.77533704862225,0,0.0172023540063377,2209,1,1,1,1,1
"2019-05-01","Nepal",17,11,20,4,52,13,0,95,34,86,5,10,30,13,67,12,0,13,28,14,0,0,0,1,0,0,0,2,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0.00693311582381729,0.00448613376835237,0.00815660685154975,0.00163132137030995,0.0212071778140294,0.00530179445350734,0,0.0387438825448613,0.0138662316476346,0.0350734094616639,0.00203915171288744,0.00407830342577488,0.0122349102773246,0.00530179445350734,0.0273246329526917,0.00489396411092985,0,0.00530179445350734,0.0114192495921697,0.00570962479608483,0,0,0,0.000407830342577488,0,0,0,0.000815660685154976,0,0,0.00203915171288744,0,0,0,0.000407830342577488,0.000407830342577488,0,0,0,0,0.000407830342577488,0,69,61,16,0,29,69,3,6,3,29,29,0.0281402936378467,0.0248776508972268,0.0065252854812398,0,0.0118270799347471,0.0281402936378467,0.00122349102773246,0.00244698205546493,0.00122349102773246,0.0118270799347471,0.0118270799347471,2452,1653,2441,7.41714055839643,0.000815660685154976,0.0114192495921697,2452,1,1,1,1,1
"2019-06-01","Nepal",16,9,8,4,57,2,0,125,48,56,2,7,33,24,81,18,0,7,8,8,1,0,0,0,1,3,0,2,0,0,6,1,0,0,0,0,0,0,0,2,2,0,0.00732265446224256,0.00411899313501144,0.00366132723112128,0.00183066361556064,0.0260869565217391,0.00091533180778032,0,0.05720823798627,0.0219679633867277,0.025629290617849,0.00091533180778032,0.00320366132723112,0.0151029748283753,0.0109839816933638,0.037070938215103,0.00823798627002288,0,0.00320366132723112,0.00366132723112128,0.00366132723112128,0.00045766590389016,0,0,0,0.00045766590389016,0.00137299771167048,0,0.00091533180778032,0,0,0.00274599542334096,0.00045766590389016,0,0,0,0,0,0,0,0.00091533180778032,0.00091533180778032,0,85,62,13,2,27,89,2,3,2,11,25,0.0389016018306636,0.0283752860411899,0.00594965675057208,0.00091533180778032,0.0123569794050343,0.0407322654462243,0.00091533180778032,0.00137299771167048,0.00091533180778032,0.00503432494279176,0.011441647597254,2185,1395,2167,6.02138425586856,0,0.0137299771167048,2185,1,1,1,1,1
"2019-07-01","Nepal",30,3,10,4,52,9,0,314,36,37,4,6,36,12,40,17,3,8,18,20,0,0,0,0,0,0,0,4,0,0,6,0,0,0,2,7,1,0,1,0,1,0,0.013550135501355,0.0013550135501355,0.004516711833785,0.001806684733514,0.023486901535682,0.0040650406504065,0,0.141824751580849,0.016260162601626,0.0167118337850045,0.001806684733514,0.002710027100271,0.016260162601626,0.00542005420054201,0.01806684733514,0.00767841011743451,0.0013550135501355,0.003613369467028,0.00813008130081301,0.00903342366757001,0,0,0,0,0,0,0,0.001806684733514,0,0,0.002710027100271,0,0,0,0.000903342366757001,0.0031616982836495,0.0004516711833785,0,0.0004516711833785,0,0.0004516711833785,0,93,67,17,1,33,55,5,5,3,13,20,0.0420054200542005,0.0302619692863595,0.00767841011743451,0.0004516711833785,0.0149051490514905,0.0248419150858175,0.0022583559168925,0.0022583559168925,0.0013550135501355,0.00587172538392051,0.00903342366757001,2214,1295,2192,6.40826634691395,0,0.0167118337850045,2214,1,1,0,1,1
"2019-08-01","Nepal",26,2,19,6,66,6,0,143,49,49,5,2,33,18,41,30,1,7,7,19,0,0,0,0,0,1,1,2,0,0,0,2,0,0,3,1,1,0,0,0,1,4,0.0116959064327485,0.000899685110211426,0.00854700854700855,0.00269905533063428,0.0296896086369771,0.00269905533063428,0,0.064327485380117,0.0220422852001799,0.0220422852001799,0.00224921277552856,0.000899685110211426,0.0148448043184885,0.00809716599190283,0.0184435447593342,0.0134952766531714,0.000449842555105713,0.00314889788573999,0.00314889788573999,0.00854700854700855,0,0,0,0,0,0.000449842555105713,0.000449842555105713,0.000899685110211426,0,0,0,0.000899685110211426,0,0,0.00134952766531714,0.000449842555105713,0.000449842555105713,0,0,0,0.000449842555105713,0.00179937022042285,96,69,25,0,43,75,4,9,7,18,24,0.0431848852901484,0.0310391363022942,0.0112460638776428,0,0.0193432298695457,0.0337381916329285,0.00179937022042285,0.00404858299595142,0.00314889788573999,0.00809716599190283,0.0107962213225371,2223,1381,2207,5.47319206697298,0,0.0116959064327485,2223,1,1,0,1,1
