"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","laprensa.hn","tiempo.hn"
"2013-09-01","Honduras",8,0,57,6,14,2,0,45,33,10,0,8,21,4,23,5,1,3,22,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00686106346483705,0,0.048885077186964,0.00514579759862779,0.0120068610634648,0.00171526586620926,0,0.0385934819897084,0.0283018867924528,0.00857632933104631,0,0.00686106346483705,0.0180102915951973,0.00343053173241852,0.0197255574614065,0.00428816466552316,0.000857632933104631,0.00257289879931389,0.0188679245283019,0.00257289879931389,0,0,0,0,0.000857632933104631,0,0,0,0,0,0,0,0,16,14,5,0,14,9,1,0,0,19,7,0.0137221269296741,0.0120068610634648,0.00428816466552316,0,0.0120068610634648,0.00771869639794168,0.000857632933104631,0,0,0.016295025728988,0.00600343053173242,1166,834,2,4.72702001095101,0.000857632933104631,0,1166,1,0
"2013-10-01","Honduras",15,0,82,8,18,0,1,40,42,13,0,10,21,5,23,4,3,7,23,8,0,6,0,0,1,0,1,0,0,0,0,0,0,0.0117924528301887,0,0.0644654088050314,0.00628930817610063,0.0141509433962264,0,0.000786163522012579,0.0314465408805031,0.0330188679245283,0.0102201257861635,0,0.00786163522012579,0.0165094339622642,0.00393081761006289,0.0180817610062893,0.00314465408805031,0.00235849056603774,0.00550314465408805,0.0180817610062893,0.00628930817610063,0,0.00471698113207547,0,0,0.000786163522012579,0,0.000786163522012579,0,0,0,0,0,0,25,10,2,0,8,8,2,2,3,18,3,0.0196540880503145,0.00786163522012579,0.00157232704402516,0,0.00628930817610063,0.00628930817610063,0.00157232704402516,0.00157232704402516,0.00235849056603774,0.0141509433962264,0.00235849056603774,1272,886,2,6.38770054320261,0.00628930817610063,0,1272,1,0
"2013-11-01","Honduras",12,1,280,23,24,1,0,30,33,13,0,10,12,0,16,2,0,5,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00871459694989107,0.000726216412490922,0.203340595497458,0.0167029774872912,0.0174291938997821,0.000726216412490922,0,0.0217864923747277,0.0239651416122004,0.00944081336238199,0,0.00726216412490922,0.00871459694989107,0,0.0116194625998548,0.00145243282498184,0,0.00363108206245461,0.0174291938997821,0.00726216412490922,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,10,5,2,2,1,23,7,0.00798838053740015,0.00798838053740015,0.00217864923747277,0,0.00726216412490922,0.00363108206245461,0.00145243282498184,0.00145243282498184,0.000726216412490922,0.0167029774872912,0.00508351488743646,1377,819,1,3.81612110602596,0,0,1377,1,0
"2013-12-01","Honduras",6,0,31,9,15,1,0,14,28,31,0,6,12,1,13,16,0,3,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497925311203319,0,0.0257261410788382,0.00746887966804979,0.012448132780083,0.000829875518672199,0,0.0116182572614108,0.0232365145228216,0.0257261410788382,0,0.00497925311203319,0.00995850622406639,0.000829875518672199,0.0107883817427386,0.0132780082987552,0,0.0024896265560166,0.0257261410788382,0.00746887966804979,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,2,0,8,14,1,0,1,23,5,0.0149377593360996,0.004149377593361,0.0016597510373444,0,0.00663900414937759,0.0116182572614108,0.000829875518672199,0,0.000829875518672199,0.0190871369294606,0.004149377593361,1205,913,2,4.85369975188196,0,0,1205,1,0
"2014-01-01","Honduras",13,1,24,0,9,0,1,22,31,37,0,8,21,1,12,14,4,4,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115350488021295,0.000887311446317658,0.0212954747116238,0,0.00798580301685892,0,0.000887311446317658,0.0195208518189885,0.0275066548358474,0.0328305235137533,0,0.00709849157054126,0.0186335403726708,0.000887311446317658,0.0106477373558119,0.0124223602484472,0.00354924578527063,0.00354924578527063,0.0230700976042591,0.00532386867790594,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,6,0,7,32,3,2,0,18,2,0.0133096716947649,0.00709849157054126,0.00532386867790594,0,0.0062111801242236,0.028393966282165,0.00266193433895297,0.00177462289263532,0,0.0159716060337178,0.00177462289263532,1127,827,3,7.7894657950443,0,0,1127,1,0
"2014-02-01","Honduras",19,2,8,0,17,2,0,13,39,14,0,8,32,0,11,17,4,5,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207423580786026,0.00218340611353712,0.00873362445414847,0,0.0185589519650655,0.00218340611353712,0,0.0141921397379913,0.0425764192139738,0.0152838427947598,0,0.00873362445414847,0.0349344978165939,0,0.0120087336244541,0.0185589519650655,0.00436681222707424,0.00545851528384279,0.0240174672489083,0.00327510917030568,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,4,0,12,10,5,2,3,14,4,0.0196506550218341,0.00545851528384279,0.00436681222707424,0,0.0131004366812227,0.0109170305676856,0.00545851528384279,0.00218340611353712,0.00327510917030568,0.0152838427947598,0.00436681222707424,916,654,0,10.0648880669922,0,0,916,1,0
"2014-03-01","Honduras",50,1,22,2,14,3,0,17,46,11,3,10,22,2,11,10,2,1,48,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0.040650406504065,0.000813008130081301,0.0178861788617886,0.0016260162601626,0.0113821138211382,0.0024390243902439,0,0.0138211382113821,0.0373983739837398,0.00894308943089431,0.0024390243902439,0.00813008130081301,0.0178861788617886,0.0016260162601626,0.00894308943089431,0.00813008130081301,0.0016260162601626,0.000813008130081301,0.0390243902439024,0.0121951219512195,0,0,0,0,0,0,0,0,0,0,0,0.000813008130081301,0,45,13,7,0,20,14,5,1,5,39,12,0.0365853658536585,0.0105691056910569,0.00569105691056911,0,0.016260162601626,0.0113821138211382,0.0040650406504065,0.000813008130081301,0.0040650406504065,0.0317073170731707,0.00975609756097561,1230,801,0,8.01263035315089,0,0.000813008130081301,1230,1,0
"2014-04-01","Honduras",35,0,9,0,20,1,0,66,36,12,1,12,20,1,13,3,1,0,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259259259259259,0,0.00666666666666667,0,0.0148148148148148,0.000740740740740741,0,0.0488888888888889,0.0266666666666667,0.00888888888888889,0.000740740740740741,0.00888888888888889,0.0148148148148148,0.000740740740740741,0.00962962962962963,0.00222222222222222,0.000740740740740741,0,0.0348148148148148,0.00740740740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,0,0,15,18,2,3,2,50,10,0.0318518518518519,0.00296296296296296,0,0,0.0111111111111111,0.0133333333333333,0.00148148148148148,0.00222222222222222,0.00148148148148148,0.037037037037037,0.00740740740740741,1350,935,1,5.49300305414913,0,0,1350,1,0
"2014-05-01","Honduras",47,0,13,0,26,4,0,38,58,14,1,12,38,3,22,5,5,3,64,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0313961255845023,0,0.00868403473613895,0,0.0173680694722779,0.00267201068804275,0,0.0253841015364061,0.0387441549766199,0.00935203740814963,0.000668002672010688,0.00801603206412826,0.0253841015364061,0.00200400801603206,0.0146960587842351,0.00334001336005344,0.00334001336005344,0.00200400801603206,0.042752171008684,0.00734802939211757,0,0,0,0,0,0,0.000668002672010688,0,0,0,0,0,0,38,15,8,0,33,10,0,2,0,36,11,0.0253841015364061,0.0100200400801603,0.0053440213760855,0,0.0220440881763527,0.00668002672010688,0,0.00133600534402138,0,0.0240480961923848,0.00734802939211757,1497,1012,1,8.47342625720229,0,0.000668002672010688,1497,1,0
"2014-06-01","Honduras",53,0,20,2,26,2,0,47,32,23,1,11,23,1,14,10,1,3,66,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0307960488088321,0,0.0116211504938989,0.00116211504938989,0.0151074956420686,0.00116211504938989,0,0.0273097036606624,0.0185938407902382,0.0133643230679837,0.000581057524694945,0.00639163277164439,0.0133643230679837,0.000581057524694945,0.00813480534572923,0.00581057524694945,0.000581057524694945,0.00174317257408483,0.0383497966298664,0.0116211504938989,0,0,0,0,0,0,0,0,0,0,0.000581057524694945,0,0,34,9,4,0,19,22,1,2,2,40,10,0.0197559558396281,0.0052295177222545,0.00232423009877978,0,0.011040092969204,0.0127832655432888,0.000581057524694945,0.00116211504938989,0.00116211504938989,0.0232423009877978,0.00581057524694945,1721,1244,2,6.00862156934663,0.00116211504938989,0,1721,1,0
"2014-07-01","Honduras",55,0,17,2,29,5,0,73,64,26,0,9,40,8,18,12,3,4,53,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0292397660818713,0,0.00903774587985114,0.00106326422115896,0.0154173312068049,0.0026581605528974,0,0.038809144072302,0.0340244550770867,0.0138224348750665,0,0.00478468899521531,0.0212652844231792,0.00425305688463583,0.00956937799043062,0.00637958532695375,0.00159489633173844,0.00212652844231792,0.0281765018607124,0.0111642743221691,0,0,0,0,0,0,0,0,0,0.000531632110579479,0,0,0,53,13,12,1,29,17,2,3,2,46,12,0.0281765018607124,0.00691121743753323,0.00637958532695375,0.000531632110579479,0.0154173312068049,0.00903774587985114,0.00106326422115896,0.00159489633173844,0.00106326422115896,0.024455077086656,0.00637958532695375,1881,1294,1,7.11813923390591,0.000531632110579479,0,1881,1,0
"2014-08-01","Honduras",34,0,20,0,35,0,3,53,72,34,0,9,45,4,20,3,1,4,65,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186915887850467,0,0.0109950522264981,0,0.0192413413963716,0,0.00164925783397471,0.0291368884002199,0.0395821880153931,0.0186915887850467,0,0.00494777350192413,0.0247388675096207,0.00219901044529962,0.0109950522264981,0.00164925783397471,0.000549752611324904,0.00219901044529962,0.0357339197361187,0.00989554700384827,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,10,0,29,21,1,1,3,44,7,0.0214403518416712,0.0104452996151732,0.00549752611324904,0,0.0159428257284222,0.011544804837823,0.000549752611324904,0.000549752611324904,0.00164925783397471,0.0241891148982958,0.00384826827927433,1819,1278,1,7.05683190059353,0,0,1819,1,0
"2014-09-01","Honduras",95,2,12,0,28,3,0,43,122,19,0,12,83,5,10,10,4,1,48,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496602195504443,0.00104547830632514,0.00627286983795086,0,0.014636696288552,0.00156821745948772,0,0.0224777835859906,0.0637741766858338,0.00993204391008887,0,0.00627286983795086,0.0433873497124935,0.00261369576581286,0.00522739153162572,0.00522739153162572,0.00209095661265029,0.000522739153162572,0.0250914793518035,0.00470465237846315,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,20,0,48,17,4,5,2,51,20,0.0313643491897543,0.00679560899111343,0.0104547830632514,0,0.0250914793518035,0.00888656560376372,0.00209095661265029,0.00261369576581286,0.00104547830632514,0.0266596968112912,0.0104547830632514,1913,1258,4,9.63191056597318,0,0,1913,1,0
"2014-10-01","Honduras",46,0,22,1,32,1,0,93,63,32,1,14,31,7,19,15,2,2,48,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022362664073894,0,0.0106951871657754,0.000486144871171609,0.0155566358774915,0.000486144871171609,0,0.0452114730189596,0.0306271268838114,0.0155566358774915,0.000486144871171609,0.00680602819640253,0.0150704910063199,0.00340301409820126,0.00923675255226057,0.00729217306757414,0.000972289742343218,0.000972289742343218,0.0233349538162372,0.00680602819640253,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,6,0,43,21,1,2,2,47,22,0.0306271268838114,0.0053475935828877,0.00291686922702965,0,0.0209042294603792,0.0102090422946038,0.000486144871171609,0.000972289742343218,0.000972289742343218,0.0228488089450656,0.0106951871657754,2057,1430,2,5.72389058319662,0,0.000486144871171609,2057,1,0
"2014-11-01","Honduras",63,0,10,0,21,2,1,59,80,30,2,8,32,12,27,7,0,5,62,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029688972667295,0,0.00471253534401508,0,0.00989632422243167,0.000942507068803016,0.000471253534401508,0.027803958529689,0.0377002827521206,0.0141376060320452,0.000942507068803016,0.00377002827521206,0.0150801131008483,0.0056550424128181,0.0127238454288407,0.00329877474081056,0,0.00235626767200754,0.0292177191328935,0.00424128180961357,0,0,0,0,0,0,0,0,0,0,0,0,0,71,10,5,0,47,9,4,2,2,67,8,0.0334590009425071,0.00471253534401508,0.00235626767200754,0,0.0221489161168709,0.00424128180961357,0.00188501413760603,0.000942507068803016,0.000942507068803016,0.031573986804901,0.00377002827521206,2122,1498,0,5.91708579335922,0,0,2122,1,0
"2014-12-01","Honduras",38,1,23,0,20,2,0,38,56,33,2,5,35,4,10,4,2,1,51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196483971044467,0.000517063081695967,0.0118924508790072,0,0.0103412616339193,0.00103412616339193,0,0.0196483971044467,0.0289555325749741,0.0170630816959669,0.00103412616339193,0.00258531540847983,0.0180972078593588,0.00206825232678387,0.00517063081695967,0.00206825232678387,0.00103412616339193,0.000517063081695967,0.0263702171664943,0.0046535677352637,0,0,0,0,0,0,0,0,0,0,0,0,0,46,14,23,0,45,8,3,0,0,62,19,0.0237849017580145,0.00723888314374354,0.0118924508790072,0,0.0232678386763185,0.00413650465356774,0.0015511892450879,0,0,0.0320579110651499,0.00982419855222337,1934,1432,1,4.81388108484644,0,0,1934,1,0
"2015-01-01","Honduras",42,0,33,1,22,6,0,35,95,31,0,5,50,4,12,22,1,3,45,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0.019589552238806,0,0.0153917910447761,0.000466417910447761,0.0102611940298507,0.00279850746268657,0,0.0163246268656716,0.0443097014925373,0.0144589552238806,0,0.00233208955223881,0.0233208955223881,0.00186567164179104,0.00559701492537313,0.0102611940298507,0.000466417910447761,0.00139925373134328,0.0209888059701493,0.00419776119402985,0,0.000466417910447761,0,0,0,0,0,0,0,0,0,0,0,59,7,11,1,41,13,1,4,1,63,14,0.0275186567164179,0.00326492537313433,0.00513059701492537,0.000466417910447761,0.0191231343283582,0.0060634328358209,0.000466417910447761,0.00186567164179104,0.000466417910447761,0.029384328358209,0.00652985074626866,2144,1570,3,5.62884531596895,0,0.000466417910447761,2144,1,1
"2015-02-01","Honduras",42,0,9,2,32,5,0,61,67,12,1,10,31,4,22,19,1,2,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198581560283688,0,0.00425531914893617,0.000945626477541371,0.0151300236406619,0.00236406619385343,0,0.0288416075650118,0.0316784869976359,0.00567375886524823,0.000472813238770686,0.00472813238770686,0.0146572104018913,0.00189125295508274,0.0104018912529551,0.00898345153664303,0.000472813238770686,0.000945626477541371,0.0132387706855792,0.0033096926713948,0,0,0,0,0,0,0,0,0,0,0,0,0,88,16,14,1,61,17,2,3,3,49,19,0.0416075650118203,0.00756501182033097,0.0066193853427896,0.000472813238770686,0.0288416075650118,0.00803782505910165,0.000945626477541371,0.00141843971631206,0.00141843971631206,0.0231678486997636,0.00898345153664303,2115,1528,1,4.26441149148426,0,0,2115,1,0
"2015-03-01","Honduras",64,0,16,0,26,3,1,83,53,16,5,13,27,5,47,2,5,2,63,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0253064452352709,0,0.00632661130881771,0,0.0102807433768288,0.00118623962040332,0.000395413206801107,0.0328192961644919,0.0209568999604587,0.00632661130881771,0.00197706603400554,0.00514037168841439,0.0106761565836299,0.00197706603400554,0.018584420719652,0.000790826413602214,0.00197706603400554,0.000790826413602214,0.0249110320284698,0.0106761565836299,0,0,0,0,0,0,0,0,0.000395413206801107,0,0,0,0,97,13,13,2,51,25,1,5,2,70,21,0.0383550810597074,0.00514037168841439,0.00514037168841439,0.000790826413602214,0.0201660735468565,0.00988533017002768,0.000395413206801107,0.00197706603400554,0.000790826413602214,0.0276789244760775,0.00830367734282325,2529,1810,6,5.14844929504921,0,0.000790826413602214,2529,1,0
"2015-04-01","Honduras",48,1,62,2,22,8,0,78,58,38,1,16,35,4,24,6,1,5,57,24,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0195439739413681,0.000407166123778502,0.0252442996742671,0.000814332247557003,0.00895765472312704,0.00325732899022801,0,0.0317589576547231,0.0236156351791531,0.0154723127035831,0.000407166123778502,0.00651465798045603,0.0142508143322476,0.00162866449511401,0.00977198697068404,0.00244299674267101,0.000407166123778502,0.00203583061889251,0.0232084690553746,0.00977198697068404,0,0,0,0,0,0,0.000407166123778502,0,0,0,0,0,0,81,14,5,1,45,21,0,2,2,79,18,0.0329804560260586,0.00570032573289902,0.00203583061889251,0.000407166123778502,0.0183224755700326,0.00855048859934853,0,0.000814332247557003,0.000814332247557003,0.0321661237785016,0.00732899022801303,2456,1732,2,5.10748489650944,0,0.000407166123778502,2456,1,1
"2015-05-01","Honduras",54,1,29,0,32,5,3,47,71,20,0,16,43,7,43,11,1,7,56,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0.02217659137577,0.000410677618069815,0.0119096509240246,0,0.0131416837782341,0.00205338809034908,0.00123203285420945,0.0193018480492813,0.0291581108829569,0.0082135523613963,0,0.00657084188911704,0.0176591375770021,0.00287474332648871,0.0176591375770021,0.00451745379876797,0.000410677618069815,0.00287474332648871,0.0229979466119096,0.00616016427104723,0,0,0,0,0,0,0.00123203285420945,0,0,0,0,0,0,82,14,9,0,38,38,3,9,3,68,23,0.0336755646817248,0.00574948665297741,0.00369609856262834,0,0.015605749486653,0.015605749486653,0.00123203285420945,0.00369609856262834,0.00123203285420945,0.0279260780287474,0.00944558521560575,2435,1732,7,5.98671391072217,0,0.00123203285420945,2435,1,1
"2015-06-01","Honduras",58,0,8,1,53,3,5,55,151,16,1,13,124,4,103,22,0,5,49,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0232651423987164,0,0.00320898515844364,0.000401123144805455,0.0212595266746891,0.00120336943441637,0.00200561572402728,0.0220617729643,0.0605695948656237,0.00641797031688728,0.000401123144805455,0.00521460088247092,0.0497392699558765,0.00160449257922182,0.0413156839149619,0.00882470918572002,0,0.00200561572402728,0.0196550340954673,0.00681909346169274,0,0,0,0,0,0,0,0,0.000802246289610911,0,0,0,0,80,14,31,0,75,10,1,1,5,73,19,0.0320898515844364,0.00561572402727637,0.0124348174889691,0,0.0300842358604091,0.00401123144805455,0.000401123144805455,0.000401123144805455,0.00200561572402728,0.0292819895707982,0.00762133975130365,2493,1630,8,9.1515913705809,0,0.000802246289610911,2493,1,1
"2015-07-01","Honduras",64,1,23,0,77,4,6,81,134,19,1,14,70,5,88,21,9,8,52,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0176114474408365,0.000275178866263071,0.00632911392405063,0,0.0211887727022565,0.00110071546505228,0.00165107319757843,0.0222894881673087,0.0368739680792515,0.00522839845899835,0.000275178866263071,0.00385250412768299,0.019262520638415,0.00137589433131536,0.0242157402311502,0.00577875619152449,0.00247660979636764,0.00220143093010457,0.0143093010456797,0.00440286186020914,0,0,0.000275178866263071,0,0,0,0,0,0,0,0,0,0,120,20,22,4,79,26,6,7,2,95,35,0.0330214639515685,0.00550357732526142,0.00605393505778756,0.00110071546505228,0.0217391304347826,0.00715465052283985,0.00165107319757843,0.0019262520638415,0.000550357732526142,0.0261419922949917,0.00963126031920748,3634,2614,11,6.11104672093908,0.000275178866263071,0,3634,1,1
"2015-08-01","Honduras",81,1,67,3,62,4,10,127,136,32,1,17,63,7,57,20,4,4,79,25,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0189739985945186,0.000234246896228625,0.0156945420473179,0.000702740688685875,0.0145233075661747,0.0009369875849145,0.00234246896228625,0.0297493558210354,0.031857577887093,0.007495900679316,0.000234246896228625,0.00398219723588662,0.0147575544624034,0.00163972827360037,0.0133520730850316,0.0046849379245725,0.0009369875849145,0.0009369875849145,0.0185055048020614,0.00585617240571562,0,0,0,0,0,0,0,0,0,0,0.000234246896228625,0,0.000234246896228625,120,25,21,3,98,68,2,10,2,144,26,0.028109627547435,0.00585617240571562,0.00491918482080112,0.000702740688685875,0.0229561958304052,0.0159287889435465,0.00046849379245725,0.00234246896228625,0.00046849379245725,0.033731553056922,0.00609041930194425,4269,3032,9,5.22108906157514,0.000234246896228625,0.000234246896228625,4269,1,1
"2015-09-01","Honduras",87,2,38,2,48,8,0,117,162,41,0,11,96,9,31,16,3,2,76,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216417910447761,0.000497512437810945,0.00945273631840796,0.000497512437810945,0.0119402985074627,0.00199004975124378,0,0.0291044776119403,0.0402985074626866,0.0101990049751244,0,0.0027363184079602,0.0238805970149254,0.00223880597014925,0.00771144278606965,0.00398009950248756,0.000746268656716418,0.000497512437810945,0.0189054726368159,0.00472636815920398,0,0,0,0,0,0,0,0,0,0,0,0,0,126,18,22,0,66,36,2,9,2,119,41,0.0313432835820895,0.00447761194029851,0.0054726368159204,0,0.0164179104477612,0.00895522388059702,0.000497512437810945,0.00223880597014925,0.000497512437810945,0.0296019900497512,0.0101990049751244,4020,2918,11,5.25805554483273,0,0,4020,1,1
"2015-10-01","Honduras",78,7,25,2,35,2,1,97,147,26,1,15,68,4,43,6,4,3,68,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0178817056396149,0.00160476845483723,0.00573131591013297,0.000458505272810637,0.00802384227418615,0.000458505272810637,0.000229252636405319,0.0222375057313159,0.0337001375515818,0.00596056854653829,0.000229252636405319,0.00343878954607978,0.0155891792755617,0.000917010545621275,0.0098578633654287,0.00137551581843191,0.000917010545621275,0.000687757909215956,0.0155891792755617,0.00527281063732233,0,0,0,0,0,0,0.000229252636405319,0,0,0,0,0,0,180,34,35,0,92,42,3,5,1,107,40,0.0412654745529574,0.00779458963778083,0.00802384227418615,0,0.0210912425492893,0.00962861072902338,0.000687757909215956,0.00114626318202659,0.000229252636405319,0.0245300320953691,0.00917010545621275,4362,3252,13,4.45099227688411,0,0.000229252636405319,4362,1,1
"2015-11-01","Honduras",94,0,28,2,28,4,2,83,134,40,1,10,46,5,23,20,2,2,87,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0280680800238877,0,0.00836070468796656,0.000597193191997611,0.00836070468796656,0.00119438638399522,0.000597193191997611,0.0247835174679009,0.04001194386384,0.0119438638399522,0.000298596595998806,0.00298596595998806,0.0137354434159451,0.00149298297999403,0.00686772170797253,0.00597193191997611,0.000597193191997611,0.000597193191997611,0.0259779038518961,0.00806210809196775,0,0,0,0,0.000298596595998806,0,0,0,0,0,0,0,0,155,16,23,4,94,32,2,5,1,100,31,0.0462824723798149,0.00477754553598089,0.00686772170797253,0.00119438638399522,0.0280680800238877,0.00955509107196178,0.000597193191997611,0.00149298297999403,0.000298596595998806,0.0298596595998806,0.00925649447596297,3349,2313,8,5.57688079390013,0,0.000597193191997611,3349,1,1
"2015-12-01","Honduras",70,0,24,3,24,3,0,87,116,28,1,15,91,6,10,14,4,4,55,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207223208999408,0,0.00710479573712256,0.00088809946714032,0.00710479573712256,0.00088809946714032,0,0.0257548845470693,0.034339846062759,0.00828892835997632,0.00029603315571344,0.0044404973357016,0.026939017169923,0.00177619893428064,0.0029603315571344,0.00414446417998816,0.00118413262285376,0.00118413262285376,0.0162818235642392,0.00266429840142096,0,0,0,0,0,0,0,0,0,0,0,0,0,126,19,31,0,65,57,1,3,3,102,12,0.0373001776198934,0.00562462995855536,0.00917702782711664,0,0.0192421551213736,0.0168738898756661,0.00029603315571344,0.00088809946714032,0.00088809946714032,0.0301953818827709,0.00355239786856128,3378,2506,1,4.9445632718761,0,0,3378,1,1
"2016-01-01","Honduras",47,0,169,7,24,1,1,105,138,32,3,11,78,7,19,14,8,6,60,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0131028714803457,0,0.0471145804293281,0.00195149149707276,0.00669082798996376,0.000278784499581823,0.000278784499581823,0.0292723724560914,0.0384722609422916,0.00892110398661834,0.00083635349874547,0.00306662949540006,0.0217451909673822,0.00195149149707276,0.00529690549205464,0.00390298299414553,0.00223027599665459,0.00167270699749094,0.0167270699749094,0.00613325899080011,0,0,0,0,0,0.000278784499581823,0,0,0,0,0,0,0,112,25,23,2,75,30,5,7,2,112,23,0.0312238639531642,0.00696961248954558,0.00641204349038193,0.000557568999163646,0.0209088374686367,0.0083635349874547,0.00139392249790912,0.00195149149707276,0.000557568999163646,0.0312238639531642,0.00641204349038193,3587,2513,6,5.10947989233663,0,0.000278784499581823,3587,1,1
"2016-02-01","Honduras",69,1,118,11,56,4,1,141,117,32,3,17,87,11,8,28,1,5,75,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177150192554557,0.000256739409499358,0.0302952503209243,0.00282413350449294,0.0143774069319641,0.00102695763799743,0.000256739409499358,0.0362002567394095,0.0300385109114249,0.00821566110397946,0.000770218228498074,0.00436456996148909,0.0223363286264442,0.00282413350449294,0.00205391527599487,0.00718870346598203,0.000256739409499358,0.00128369704749679,0.0192554557124519,0.0061617458279846,0,0,0,0,0,0,0,0,0,0,0,0,0,110,24,16,1,56,35,2,6,2,102,37,0.0282413350449294,0.0061617458279846,0.00410783055198973,0.000256739409499358,0.0143774069319641,0.00898587933247754,0.000513478818998716,0.00154043645699615,0.000513478818998716,0.0261874197689345,0.00949935815147625,3895,2777,3,4.77962324271135,0,0,3895,1,1
"2016-03-01","Honduras",67,0,40,1,29,7,7,124,156,35,3,17,83,9,27,29,3,5,78,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0179240235420011,0,0.0107009095773141,0.000267522739432852,0.0077581594435527,0.00187265917602996,0.00187265917602996,0.0331728196896736,0.0417335473515249,0.00936329588014981,0.000802568218298555,0.00454788657035848,0.0222043873729267,0.00240770465489567,0.007223113964687,0.0077581594435527,0.000802568218298555,0.00133761369716426,0.0208667736757624,0.00882825040128411,0,0,0,0,0,0,0,0,0.000267522739432852,0,0,0,0,122,17,22,1,52,46,5,5,2,112,31,0.0326377742108079,0.00454788657035848,0.00588550026752274,0.000267522739432852,0.0139111824505083,0.0123060460139112,0.00133761369716426,0.00133761369716426,0.000535045478865704,0.0299625468164794,0.00829320492241841,3738,2672,7,6.18076474697239,0.000267522739432852,0,3738,1,1
