"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","laprensa.hn","tiempo.hn"
"2016-04-01","Honduras",59,2,62,3,40,4,2,96,185,38,0,15,101,14,33,66,4,3,82,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0155467720685112,0.000527009222661397,0.0163372859025033,0.000790513833992095,0.0105401844532279,0.00105401844532279,0.000527009222661397,0.025296442687747,0.0487483530961792,0.0100131752305665,0,0.00395256916996047,0.0266139657444005,0.00368906455862978,0.00869565217391304,0.0173913043478261,0.00105401844532279,0.000790513833992095,0.0216073781291173,0.00342555994729908,0,0,0,0,0,0,0,0,0.000263504611330698,0,0,0,0,118,17,22,0,78,27,10,4,6,124,34,0.0310935441370224,0.00447957839262187,0.00579710144927536,0,0.0205533596837945,0.00711462450592885,0.00263504611330698,0.00105401844532279,0.00158102766798419,0.0326745718050066,0.00895915678524374,3795,2636,13,6.84569558629537,0.000527009222661397,0,3795,1,1
"2016-05-01","Honduras",87,4,60,0,33,6,1,75,171,35,1,17,92,6,38,17,4,13,72,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0240663900414938,0.00110650069156293,0.016597510373444,0,0.00912863070539419,0.0016597510373444,0.000276625172890733,0.020746887966805,0.0473029045643154,0.00968188105117566,0.000276625172890733,0.00470262793914246,0.0254495159059474,0.0016597510373444,0.0105117565698479,0.00470262793914246,0.00110650069156293,0.00359612724757953,0.0199170124481328,0.00608575380359613,0,0,0,0,0,0,0,0,0,0.000276625172890733,0,0,0,104,24,12,1,76,37,4,5,3,110,24,0.0287690179806362,0.00663900414937759,0.0033195020746888,0.000276625172890733,0.0210235131396957,0.0102351313969571,0.00110650069156293,0.00138312586445367,0.000829875518672199,0.0304287690179806,0.00663900414937759,3615,2556,8,6.80349289665615,0,0.000276625172890733,3615,1,1
"2016-06-01","Honduras",78,0,74,1,37,7,0,131,150,37,1,26,81,5,49,26,2,3,90,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211382113821138,0,0.0200542005420054,0.0002710027100271,0.0100271002710027,0.0018970189701897,0,0.0355013550135501,0.040650406504065,0.0100271002710027,0.0002710027100271,0.00704607046070461,0.0219512195121951,0.0013550135501355,0.0132791327913279,0.00704607046070461,0.000542005420054201,0.000813008130081301,0.024390243902439,0.00650406504065041,0,0,0,0,0,0,0,0,0,0,0,0,0,135,33,20,2,76,20,6,7,0,94,43,0.0365853658536585,0.00894308943089431,0.00542005420054201,0.000542005420054201,0.0205962059620596,0.00542005420054201,0.0016260162601626,0.0018970189701897,0,0.0254742547425474,0.0116531165311653,3690,2521,6,6.03269096049345,0,0,3690,1,1
"2016-07-01","Honduras",63,0,82,1,46,9,1,86,122,62,2,29,40,5,32,28,3,4,89,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171288743882545,0,0.022294725394236,0.000271886895051658,0.0125067971723763,0.00244698205546493,0.000271886895051658,0.0233822729744426,0.0331702011963023,0.0168569874932028,0.000543773790103317,0.0078847199564981,0.0108754758020663,0.00135943447525829,0.00870038064165307,0.00761283306144644,0.000815660685154976,0.00108754758020663,0.0241979336595976,0.0078847199564981,0,0,0,0,0,0,0,0,0,0,0,0,0,139,36,16,1,59,36,8,9,1,134,44,0.0377922784121805,0.00978792822185971,0.00435019032082654,0.000271886895051658,0.0160413268080479,0.00978792822185971,0.00217509516041327,0.00244698205546493,0.000271886895051658,0.0364328439369222,0.011963023382273,3678,2512,1,5.51527519801274,0,0,3678,1,1
"2016-08-01","Honduras",67,0,73,4,29,2,5,177,142,51,0,28,53,6,34,20,7,9,116,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016662521760756,0,0.0181546878885849,0.000994777418552599,0.00721213628450634,0.000497388709276299,0.00124347177319075,0.0440189007709525,0.0353145983586173,0.0126834120865456,0,0.00696344192986819,0.0131808007958219,0.0014921661278289,0.00845560805769709,0.00497388709276299,0.00174086048246705,0.00223824919174335,0.0288485451380254,0.00945038547624969,0,0,0,0,0,0,0,0,0,0,0,0,0,140,21,22,1,102,38,8,6,1,154,53,0.034817209649341,0.00522258144740114,0.00547127580203929,0.00024869435463815,0.0253668241730913,0.00945038547624969,0.0019895548371052,0.0014921661278289,0.00024869435463815,0.0382989306142751,0.0131808007958219,4021,2684,8,6.3102883079868,0,0,4021,1,1
"2016-09-01","Honduras",67,5,69,5,39,10,1,100,151,48,4,15,72,17,36,28,12,4,97,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0175668589407446,0.00131095962244363,0.0180912427897221,0.00131095962244363,0.0102254850550603,0.00262191924488726,0.000262191924488726,0.0262191924488726,0.0395909805977976,0.0125852123754588,0.0010487676979549,0.00393287886733089,0.0188778185631883,0.00445726271630834,0.00943890928159413,0.00734137388568432,0.00314630309386471,0.0010487676979549,0.0254326166754064,0.00550603041426324,0.000262191924488726,0,0,0,0,0,0,0,0,0,0,0,0,111,14,14,0,96,34,3,5,0,138,28,0.0291033036182486,0.00367068694284216,0.00367068694284216,0,0.0251704247509177,0.00891452543261667,0.000786575773466177,0.00131095962244363,0,0.0361824855794442,0.00734137388568432,3814,2642,6,6.89138463376121,0.000262191924488726,0,3814,1,1
"2016-10-01","Honduras",86,0,87,4,29,8,0,101,170,39,1,19,53,4,40,29,4,6,84,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022595901208618,0,0.0228586442459275,0.00105097214923805,0.00761954808197583,0.00210194429847609,0,0.0265370467682606,0.0446663163426169,0.0102469784550709,0.000262743037309511,0.00499211770888071,0.0139253809774041,0.00105097214923805,0.0105097214923805,0.00761954808197583,0.00105097214923805,0.00157645822385707,0.022070415133999,0.0105097214923805,0,0,0,0,0,0,0,0,0,0,0,0,0,132,8,23,0,98,18,6,5,4,143,27,0.0346820809248555,0.00210194429847609,0.00604308985811876,0,0.0257488176563321,0.0047293746715712,0.00157645822385707,0.00131371518654756,0.00105097214923805,0.0375722543352601,0.00709406200735681,3806,2608,4,5.97203455479429,0,0,3806,1,1
"2016-11-01","Honduras",67,2,134,6,37,13,1,107,162,41,0,16,90,7,30,33,7,4,91,22,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0170180340360681,0.000508001016002032,0.0340360680721361,0.0015240030480061,0.00939801879603759,0.00330200660401321,0.000254000508001016,0.0271780543561087,0.0411480822961646,0.0104140208280417,0,0.00406400812801626,0.0228600457200914,0.00177800355600711,0.00762001524003048,0.00838201676403353,0.00177800355600711,0.00101600203200406,0.0231140462280925,0.00558801117602235,0,0.000254000508001016,0,0,0,0,0,0,0.000254000508001016,0,0,0,0,156,21,25,0,98,27,4,2,4,140,57,0.0396240792481585,0.00533401066802134,0.0063500127000254,0,0.0248920497840996,0.00685801371602743,0.00101600203200406,0.000508001016002032,0.00101600203200406,0.0355600711201422,0.0144780289560579,3937,2634,3,6.16291604710379,0,0.000508001016002032,3937,1,1
"2016-12-01","Honduras",54,3,69,0,32,8,1,81,134,24,0,17,71,7,21,24,3,3,108,52,0,0,0,1,2,0,0,0,0,0,0,0,0,0.0147783251231527,0.000821018062397373,0.0188834154351396,0,0.00875752599890531,0.00218938149972633,0.000273672687465791,0.0221674876847291,0.036672140120416,0.00656814449917898,0,0.00465243568691845,0.0194307608100712,0.00191570881226054,0.00574712643678161,0.00656814449917898,0.000821018062397373,0.000821018062397373,0.0295566502463054,0.0142309797482211,0,0,0,0.000273672687465791,0.000547345374931582,0,0,0,0,0,0,0,0,127,15,15,1,56,29,1,6,2,144,48,0.0347564313081554,0.00410509031198686,0.00410509031198686,0.000273672687465791,0.0153256704980843,0.00793650793650794,0.000273672687465791,0.00164203612479475,0.000547345374931582,0.0394088669950739,0.013136288998358,3654,2575,13,6.02928854695234,0,0.000821018062397373,3654,1,1
"2017-01-01","Honduras",106,0,85,4,38,2,2,97,216,77,0,18,105,5,21,18,4,6,126,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0256410256410256,0,0.0205611998064828,0.000967585873246251,0.00919206579583938,0.000483792936623125,0.000483792936623125,0.0234639574262216,0.0522496371552975,0.0186260280599903,0,0.00435413642960813,0.0253991291727141,0.00120948234155781,0.00507982583454282,0.00435413642960813,0.000967585873246251,0.00145137880986938,0.0304789550072569,0.00919206579583938,0,0,0,0,0.000241896468311563,0,0,0,0,0,0,0,0,187,19,21,0,83,29,6,5,1,153,36,0.0452346395742622,0.00459603289791969,0.00507982583454282,0,0.0200774068698597,0.00701499758103532,0.00145137880986938,0.00120948234155781,0.000241896468311563,0.0370101596516691,0.00870827285921625,4134,2736,13,7.2069342645726,0,0.000241896468311563,4134,1,1
"2017-02-01","Honduras",81,0,71,4,34,4,2,73,154,108,0,15,60,2,35,14,8,4,138,27,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0218682505399568,0,0.0191684665226782,0.00107991360691145,0.0091792656587473,0.00107991360691145,0.000539956803455724,0.0197084233261339,0.0415766738660907,0.0291576673866091,0,0.00404967602591793,0.0161987041036717,0.000539956803455724,0.00944924406047516,0.00377969762419006,0.00215982721382289,0.00107991360691145,0.0372570194384449,0.00728941684665227,0,0,0,0,0,0,0,0,0.000269978401727862,0,0,0,0,144,14,13,1,60,17,2,9,2,220,43,0.0388768898488121,0.00377969762419006,0.0035097192224622,0.000269978401727862,0.0161987041036717,0.00458963282937365,0.000539956803455724,0.00242980561555076,0.000539956803455724,0.0593952483801296,0.0116090712742981,3704,2410,3,7.13769782959633,0.000269978401727862,0,3704,1,1
"2017-03-01","Honduras",95,1,156,25,40,5,0,122,212,40,0,32,99,9,25,8,8,6,98,23,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0225492523142654,0.000237360550676478,0.0370282459055305,0.00593401376691194,0.0094944220270591,0.00118680275338239,0,0.0289579871825303,0.0503204367434132,0.0094944220270591,0,0.00759553762164728,0.0234986945169713,0.0021362449560883,0.00593401376691194,0.00189888440541182,0.00189888440541182,0.00142416330405887,0.0232613339662948,0.00545929266555898,0,0,0,0,0,0,0,0,0,0.000474721101352955,0,0,0,161,17,33,0,96,15,0,4,2,163,37,0.0382150486589129,0.00403512936150012,0.00783289817232376,0,0.0227866128649418,0.00356040826014716,0,0.00094944220270591,0.000474721101352955,0.0386897697602658,0.00878234037502967,4213,2787,4,6.59921337887886,0.000474721101352955,0,4213,1,1
"2017-04-01","Honduras",75,1,59,4,23,6,1,170,158,51,0,22,60,5,20,10,4,3,69,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199840127897682,0.000266453503863576,0.015720756727951,0.0010658140154543,0.00612843058886224,0.00159872102318145,0.000266453503863576,0.0452970956568079,0.042099653610445,0.0135891286970424,0,0.00586197708499867,0.0159872102318145,0.00133226751931788,0.00532907007727152,0.00266453503863576,0.0010658140154543,0.000799360511590727,0.0183852917665867,0.00666133759658939,0,0,0,0,0,0,0,0,0,0,0,0,0,165,17,16,0,79,30,6,6,1,137,39,0.04396482813749,0.00452970956568079,0.00426325606181721,0,0.0210498268052225,0.00799360511590727,0.00159872102318145,0.00159872102318145,0.000266453503863576,0.0365041300293099,0.0103916866506795,3753,2562,9,5.31763112716548,0.000266453503863576,0,3753,1,1
"2017-05-01","Honduras",96,1,78,4,33,9,0,70,125,50,1,21,65,6,22,18,7,3,62,22,1,0,0,0,0,0,0,0,2,0,0,0,0,0.0244960449094157,0.00025516713447308,0.0199030364889002,0.00102066853789232,0.00842051543761164,0.00229650421025772,0,0.0178616994131156,0.031895891809135,0.012758356723654,0.00025516713447308,0.00535850982393468,0.0165858637407502,0.00153100280683848,0.00561367695840776,0.00459300842051544,0.00178616994131156,0.00076550140341924,0.015820362337331,0.00561367695840776,0.00025516713447308,0,0,0,0,0,0,0,0.00051033426894616,0,0,0,0,259,18,18,1,104,39,4,10,3,140,34,0.0660882878285277,0.00459300842051544,0.00459300842051544,0.00025516713447308,0.0265373819852003,0.00995151824445011,0.00102066853789232,0.0025516713447308,0.00076550140341924,0.0357233988262312,0.00867568257208472,3919,2668,24,5.25245900892087,0.00051033426894616,0.00025516713447308,3919,1,1
"2017-06-01","Honduras",81,1,30,4,38,4,2,122,131,22,1,32,47,9,38,7,3,3,92,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213663940912688,0.000263782643102084,0.00791347929306252,0.00105513057240834,0.0100237404378792,0.00105513057240834,0.000527565286204168,0.0321814824584542,0.034555526246373,0.00580321814824585,0.000263782643102084,0.00844104457926668,0.0123977842257979,0.00237404378791876,0.0100237404378792,0.00184647850171459,0.000791347929306252,0.000791347929306252,0.0242680031653917,0.00422052228963334,0,0,0,0,0,0,0,0,0,0,0,0,0,167,14,25,0,116,23,4,6,1,144,35,0.044051701398048,0.00369295700342917,0.0065945660775521,0,0.0305987865998417,0.00606700079134793,0.00105513057240834,0.0015826958586125,0.000263782643102084,0.0379847006067001,0.00923239250857294,3791,2638,22,5.1089510623962,0,0,3791,1,1
"2017-07-01","Honduras",72,0,52,6,30,2,0,102,90,35,0,25,46,7,28,7,1,2,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192667915440193,0,0.0139149050040139,0.00160556596200161,0.00802782981000803,0.000535188654000535,0,0.0272946213540273,0.0240834894300241,0.00936580144500937,0,0.00668985817500669,0.0123093390420123,0.00187316028900187,0.00749264115600749,0.00187316028900187,0.000267594327000268,0.000535188654000535,0.0179288199090179,0.0082954241370083,0,0,0,0,0,0,0,0,0,0,0,0,0,210,16,11,0,64,40,2,9,4,164,60,0.0561948086700562,0.00428150923200428,0.00294353759700294,0,0.0171260369280171,0.0107037730800107,0.000535188654000535,0.00240834894300241,0.00107037730800107,0.0438854696280439,0.0160556596200161,3737,2604,4,4.07350756077756,0,0,3737,1,1
"2017-08-01","Honduras",119,0,44,3,25,12,1,146,141,34,2,14,62,7,21,10,2,6,57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291095890410959,0,0.0107632093933464,0.00073385518590998,0.00611545988258317,0.00293542074363992,0.000244618395303327,0.0357142857142857,0.0344911937377691,0.00831702544031311,0.000489236790606654,0.00342465753424658,0.0151663405088063,0.00171232876712329,0.00513698630136986,0.00244618395303327,0.000489236790606654,0.00146771037181996,0.0139432485322896,0.00880626223091976,0,0,0,0,0,0,0,0,0,0,0,0,0,255,17,34,0,128,39,4,5,4,172,48,0.0623776908023483,0.00415851272015656,0.00831702544031311,0,0.0313111545988258,0.00954011741682975,0.000978473581213307,0.00122309197651663,0.000978473581213307,0.0420743639921722,0.0117416829745597,4088,2730,11,4.68920857559094,0,0,4088,1,1
"2017-09-01","Honduras",90,0,38,2,17,5,1,162,103,41,0,12,39,8,22,6,8,3,70,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025027808676307,0,0.010567296996663,0.000556173526140156,0.00472747497219132,0.00139043381535039,0.000278086763070078,0.0450500556173526,0.028642936596218,0.0114015572858732,0,0.00333704115684093,0.010845383759733,0.00222469410456062,0.00611790878754171,0.00166852057842047,0.00222469410456062,0.000834260289210234,0.0194660734149055,0.00778642936596218,0,0,0,0,0,0,0,0,0,0,0,0,0,191,12,16,0,79,21,4,8,2,139,53,0.0531145717463849,0.00333704115684093,0.00444938820912125,0,0.0219688542825362,0.00583982202447164,0.00111234705228031,0.00222469410456062,0.000556173526140156,0.0386540600667408,0.0147385984427141,3596,2463,11,4.94643265690956,0,0.000278086763070078,3596,1,1
"2017-10-01","Honduras",76,0,43,10,25,8,0,220,95,20,7,17,36,4,8,5,3,0,61,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227886056971514,0,0.0128935532233883,0.00299850074962519,0.00749625187406297,0.00239880059970015,0,0.0659670164917541,0.0284857571214393,0.00599700149925037,0.00209895052473763,0.00509745127436282,0.0107946026986507,0.00119940029985007,0.00239880059970015,0.00149925037481259,0.000899550224887556,0,0.0182908545727136,0.00899550224887556,0,0,0,0,0,0,0,0,0,0,0,0,0,200,13,8,1,59,14,1,6,2,131,44,0.0599700149925037,0.00389805097451274,0.00239880059970015,0.000299850074962519,0.0176911544227886,0.00419790104947526,0.000299850074962519,0.00179910044977511,0.000599700149925037,0.03928035982009,0.0131934032983508,3335,2227,16,3.84282997698591,0,0,3335,1,1
"2017-11-01","Honduras",97,0,238,46,26,12,1,62,90,15,4,30,41,6,37,5,4,8,53,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0.029901356350185,0,0.0733662145499383,0.0141800246609125,0.00801479654747226,0.00369913686806412,0.00030826140567201,0.0191122071516646,0.0277435265104809,0.00462392108508015,0.00123304562268804,0.0092478421701603,0.0126387176325524,0.00184956843403206,0.0114056720098644,0.00154130702836005,0.00123304562268804,0.00246609124537608,0.0163378545006165,0.00493218249075216,0,0,0,0,0,0,0,0,0.00061652281134402,0,0,0,0,174,17,12,0,62,13,2,3,2,124,38,0.0536374845869297,0.00524044389642417,0.00369913686806412,0,0.0191122071516646,0.00400739827373613,0.00061652281134402,0.00092478421701603,0.00061652281134402,0.0382244143033292,0.0117139334155364,3244,2054,21,5.17413351044445,0.00061652281134402,0,3244,1,1
"2017-12-01","Honduras",69,1,187,84,58,5,0,80,107,16,57,18,67,9,154,11,4,5,102,60,0,2,0,1,0,0,1,0,0,0,0,0,0,0.0183803942461375,0.00026638252530634,0.0498135322322856,0.0223761321257326,0.0154501864677677,0.0013319126265317,0,0.0213106020245072,0.0285029302077784,0.00426212040490144,0.0151838039424614,0.00479488545551412,0.0178476291955248,0.00239744272775706,0.0410229088971763,0.00293020777836974,0.00106553010122536,0.0013319126265317,0.0271710175812467,0.0159829515183804,0,0.00053276505061268,0,0.00026638252530634,0,0,0.00026638252530634,0,0,0,0,0,0,110,20,15,0,35,13,4,2,2,111,37,0.0293020777836974,0.0053276505061268,0.0039957378795951,0,0.0093233883857219,0.00346297282898242,0.00106553010122536,0.00053276505061268,0.00053276505061268,0.0295684603090037,0.00985615343633458,3754,2383,4,5.17049159554108,0.00053276505061268,0.00053276505061268,3754,1,1
"2018-01-01","Honduras",90,1,92,7,100,7,2,124,169,86,0,19,81,7,92,18,3,7,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211118930330753,0.000234576589256392,0.0215810462115881,0.00164203612479475,0.0234576589256392,0.00164203612479475,0.000469153178512784,0.0290874970677926,0.0396434435843303,0.0201735866760497,0,0.00445695519587145,0.0190007037297678,0.00164203612479475,0.0215810462115881,0.00422237860661506,0.000703729767769177,0.00164203612479475,0.0145437485338963,0.0140745953553835,0,0,0,0,0,0,0,0,0,0,0,0,0,209,25,24,0,67,24,2,6,6,144,58,0.049026507154586,0.00586441473140981,0.00562983814215341,0,0.0157166314801783,0.00562983814215341,0.000469153178512784,0.00140745953553835,0.00140745953553835,0.0337790288529205,0.0136054421768707,4263,2766,9,6.45265351993406,0,0,4263,1,1
"2018-02-01","Honduras",91,1,53,6,103,3,0,91,139,82,0,11,134,5,24,41,5,6,87,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0241443353674715,0.000265322366675511,0.0140620854338021,0.00159193420005306,0.0273282037675776,0.000795967100026532,0,0.0241443353674715,0.036879808967896,0.0217564340673919,0,0.00291854603343062,0.0355531971345184,0.00132661183337755,0.00636773680021226,0.0108782170336959,0.00132661183337755,0.00159193420005306,0.0230830459007694,0.00557176970018573,0,0,0,0,0,0,0,0.000265322366675511,0,0,0,0,0,178,22,26,0,64,65,4,4,4,137,36,0.0472273812682409,0.00583709206686124,0.00689838153356328,0,0.0169806314672327,0.0172459538339082,0.00106128946670204,0.00106128946670204,0.00106128946670204,0.036349164234545,0.00955160520031839,3769,2464,4,7.12607069547308,0.000265322366675511,0,3769,1,1
"2018-03-01","Honduras",95,0,49,5,99,4,0,188,171,65,0,21,111,7,35,11,4,13,79,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0235148514851485,0,0.0121287128712871,0.00123762376237624,0.0245049504950495,0.00099009900990099,0,0.0465346534653465,0.0423267326732673,0.0160891089108911,0,0.0051980198019802,0.0274752475247525,0.00173267326732673,0.00866336633663366,0.00272277227722772,0.00099009900990099,0.00321782178217822,0.0195544554455446,0.00321782178217822,0,0,0,0,0,0,0.000495049504950495,0,0,0,0,0,0,205,23,15,0,62,53,3,3,5,149,43,0.0507425742574257,0.00569306930693069,0.00371287128712871,0,0.0153465346534653,0.0131188118811881,0.000742574257425743,0.000742574257425743,0.00123762376237624,0.0368811881188119,0.0106435643564356,4040,2622,6,6.18148916527415,0,0.000495049504950495,4040,1,1
"2018-04-01","Honduras",67,1,46,3,68,7,1,163,149,67,1,29,97,7,29,15,2,12,81,20,0,0,0,0,0,0,1,0,1,2,0,0,0,0.0160980297933686,0.000240269101393561,0.0110523786641038,0.000720807304180682,0.0163382988947621,0.00168188370975493,0.000240269101393561,0.0391638635271504,0.0358000961076406,0.0160980297933686,0.000240269101393561,0.00696780394041326,0.0233061028351754,0.00168188370975493,0.00696780394041326,0.00360403652090341,0.000480538202787122,0.00288322921672273,0.0194617972128784,0.00480538202787122,0,0,0,0,0,0,0.000240269101393561,0,0.000240269101393561,0.000480538202787122,0,0,0,190,16,15,0,91,32,2,6,2,172,52,0.0456511292647765,0.00384430562229697,0.00360403652090341,0,0.021864488226814,0.00768861124459395,0.000480538202787122,0.00144161460836136,0.000480538202787122,0.0413262854396925,0.0124939932724652,4162,2823,26,5.58767260654839,0.000480538202787122,0.000480538202787122,4162,1,1
"2018-05-01","Honduras",69,2,56,4,45,7,1,202,164,48,0,11,97,10,49,10,3,1,79,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0.0153949129852744,0.000446229361892012,0.0124944221329764,0.000892458723784025,0.0100401606425703,0.00156180276662204,0.000223114680946006,0.0450691655510933,0.036590807675145,0.0107095046854083,0,0.00245426149040607,0.0216421240517626,0.00223114680946006,0.0109326193663543,0.00223114680946006,0.000669344042838019,0.000223114680946006,0.0176260597947345,0.00468540829986613,0,0,0,0,0,0,0,0,0.000669344042838019,0,0,0,0,161,22,6,1,63,31,1,5,3,164,57,0.035921463632307,0.00490852298081214,0.00133868808567604,0.000223114680946006,0.0140562248995984,0.00691655510932619,0.000223114680946006,0.00111557340473003,0.000669344042838019,0.036590807675145,0.0127175368139224,4482,3181,16,4.62597970860857,0.000669344042838019,0,4482,1,1
"2018-06-01","Honduras",96,0,54,1,49,2,0,129,154,40,0,12,104,8,21,10,3,1,73,23,0,0,0,0,0,0,0,0,8,0,0,0,0,0.0262438490978677,0,0.0147621651175506,0.000273373428102788,0.0133952979770366,0.000546746856205577,0,0.0352651722252597,0.0420995079278294,0.0109349371241115,0,0.00328048113723346,0.02843083652269,0.00218698742482231,0.00574084199015856,0.00273373428102788,0.000820120284308365,0.000273373428102788,0.0199562602515036,0.00628758884636413,0,0,0,0,0,0,0,0,0.00218698742482231,0,0,0,0,170,13,25,0,80,21,1,6,2,153,38,0.046473482777474,0.00355385456533625,0.00683433570256971,0,0.0218698742482231,0.00574084199015856,0.000273373428102788,0.00164024056861673,0.000546746856205577,0.0418261344997266,0.010388190267906,3658,2484,37,5.69973386742751,0.00218698742482231,0,3658,1,1
"2018-07-01","Honduras",92,0,20,2,97,10,0,89,93,49,3,11,72,14,44,16,3,4,103,34,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0226768548188316,0,0.0049297510475721,0.00049297510475721,0.0239092925807247,0.00246487552378605,0,0.0219373921616958,0.0229233423712103,0.0120778900665516,0.000739462657135815,0.00271136307616465,0.0177471037712596,0.00345082573330047,0.0108454523046586,0.00394380083805768,0.000739462657135815,0.000985950209514419,0.0253882178949963,0.00838057678087257,0,0,0,0,0,0,0.000246487552378605,0,0,0,0,0,0.000246487552378605,209,77,29,0,105,24,2,7,1,161,58,0.0515158984471284,0.0189795415331526,0.00714813901897954,0,0.0258811929997535,0.00591570125708652,0.00049297510475721,0.00172541286665023,0.000246487552378605,0.0396844959329554,0.0142962780379591,4057,2718,15,4.98822677766598,0,0.00049297510475721,4057,1,1
"2018-08-01","Honduras",86,0,16,2,104,7,0,110,169,47,1,16,80,9,48,3,4,7,65,40,0,0,0,3,0,0,0,0,1,0,0,0,0,0.0197928653624856,0,0.00368239355581128,0.00046029919447641,0.0239355581127733,0.00161104718066743,0,0.0253164556962025,0.0388952819332566,0.0108170310701956,0.000230149597238205,0.00368239355581128,0.0184119677790564,0.00207134637514384,0.0110471806674338,0.000690448791714615,0.000920598388952819,0.00161104718066743,0.0149597238204833,0.00920598388952819,0,0,0,0.000690448791714615,0,0,0,0,0.000230149597238205,0,0,0,0,177,23,17,0,97,52,0,10,3,150,60,0.0407364787111623,0.00529344073647871,0.00391254315304948,0,0.0223245109321059,0.0119677790563867,0,0.00230149597238205,0.000690448791714615,0.0345224395857307,0.0138089758342923,4345,3028,4,4.99422714672227,0,0.000920598388952819,4345,1,1
"2018-09-01","Honduras",73,2,25,2,51,9,2,129,134,44,5,23,89,10,28,26,4,8,79,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0164674035641778,0.000451161741484322,0.00563952176855403,0.000451161741484322,0.0115046244078502,0.00203022783667945,0.000451161741484322,0.0290999323257388,0.0302278366794496,0.00992555831265509,0.00112790435371081,0.0051883600270697,0.0200766974960523,0.00225580870742161,0.00631626438078051,0.00586510263929619,0.000902323482968644,0.00180464696593729,0.0178208887886307,0.00563952176855403,0,0,0,0,0,0,0,0,0,0,0,0,0.000225580870742161,193,19,26,1,76,22,0,6,0,179,43,0.0435371080532371,0.00428603654410106,0.00586510263929619,0.000225580870742161,0.0171441461764042,0.00496277915632754,0,0.00135348522445297,0,0.0403789758628468,0.00969997744191293,4433,3207,9,5.03899405471561,0,0.000225580870742161,4433,1,1
