"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","mb.com.ph","manilastandard.net","manilatimes.net"
"2012-11-01","Philippines",10,1,39,4,38,4,0,78,95,72,5,11,35,16,14,11,2,1,35,25,0,0,0,0,3,6,1,0,0,2,0,0,0,0,7,0,0,0,0,0,1,0.00321027287319422,0.000321027287319422,0.0125200642054575,0.00128410914927769,0.012199036918138,0.00128410914927769,0,0.0250401284109149,0.0304975922953451,0.0231139646869984,0.00160513643659711,0.00353130016051364,0.0112359550561798,0.00513643659711075,0.00449438202247191,0.00353130016051364,0.000642054574638844,0.000321027287319422,0.0112359550561798,0.00802568218298555,0,0,0,0,0.000963081861958266,0.00192616372391653,0.000321027287319422,0,0,0.000642054574638844,0,0,0,0,0.00224719101123596,0,0,0,0,0,0.000321027287319422,69,31,27,4,97,87,6,2,3,45,21,0.0221508828250401,0.00995184590690209,0.0086677367576244,0.00128410914927769,0.0311396468699839,0.0279293739967897,0.00192616372391653,0.000642054574638844,0.000963081861958266,0.014446227929374,0.00674157303370787,3115,2288,3095,3.44300452620772,0.000963081861958266,0.00898876404494382,3115,0,0,0
"2012-12-01","Philippines",14,2,32,4,29,1,4,255,75,82,9,19,50,10,16,19,1,10,27,16,0,0,0,3,0,0,0,2,0,4,0,0,0,0,4,2,0,0,0,0,0,0.00456769983686786,0.00065252854812398,0.0104404567699837,0.00130505709624796,0.00946166394779772,0.00032626427406199,0.00130505709624796,0.0831973898858075,0.0244698205546493,0.0267536704730832,0.00293637846655791,0.00619902120717781,0.0163132137030995,0.0032626427406199,0.00522022838499184,0.00619902120717781,0.00032626427406199,0.0032626427406199,0.00880913539967374,0.00522022838499184,0,0,0,0.000978792822185971,0,0,0,0.00065252854812398,0,0.00130505709624796,0,0,0,0,0.00130505709624796,0.00065252854812398,0,0,0,0,0,51,18,20,7,64,85,9,4,7,45,34,0.0166394779771615,0.00587275693311582,0.0065252854812398,0.00228384991843393,0.0208809135399674,0.0277324632952692,0.00293637846655791,0.00130505709624796,0.00228384991843393,0.0146818923327896,0.0110929853181077,3065,2122,3050,3.89999180570577,0.00065252854812398,0.00717781402936379,3065,0,0,0
"2013-01-01","Philippines",17,2,40,4,31,2,8,123,118,72,5,21,51,13,15,22,3,7,65,37,0,0,0,0,1,2,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0.005359394703657,0.000630517023959647,0.0126103404791929,0.00126103404791929,0.00977301387137453,0.000630517023959647,0.00252206809583859,0.0387767969735183,0.0372005044136192,0.0226986128625473,0.00157629255989912,0.00662042875157629,0.016078184110971,0.00409836065573771,0.00472887767969735,0.00693568726355612,0.00094577553593947,0.00220680958385876,0.0204918032786885,0.0116645649432535,0,0,0,0,0.000315258511979823,0.000630517023959647,0,0,0,0.000630517023959647,0.000630517023959647,0,0,0,0.000315258511979823,0,0,0,0.000315258511979823,0,0,52,22,21,7,108,67,3,6,3,44,43,0.0163934426229508,0.00693568726355612,0.00662042875157629,0.00220680958385876,0.0340479192938209,0.0211223203026482,0.00094577553593947,0.00189155107187894,0.00094577553593947,0.0138713745271122,0.0135561160151324,3172,2218,3163,5.81137126324322,0,0.00504413619167718,3172,0,1,1
"2013-02-01","Philippines",16,2,76,6,29,4,7,97,130,47,5,14,65,9,13,10,4,8,39,36,0,0,0,0,1,2,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0.00453771979580261,0.000567214974475326,0.0215541690300624,0.00170164492342598,0.00822461712989223,0.00113442994895065,0.00198525241066364,0.0275099262620533,0.0368689733408962,0.0133295519001702,0.00141803743618832,0.00397050482132728,0.0184344866704481,0.00255246738513897,0.00368689733408962,0.00283607487237663,0.00113442994895065,0.0022688598979013,0.0110606920022689,0.0102098695405559,0,0,0,0,0.000283607487237663,0.000567214974475326,0,0,0,0,0.000283607487237663,0,0,0.000850822461712989,0.000567214974475326,0,0,0,0,0,0,53,34,20,3,82,48,1,4,1,47,20,0.0150311968235961,0.00964265456608054,0.00567214974475326,0.000850822461712989,0.0232558139534884,0.0136131593874078,0.000283607487237663,0.00113442994895065,0.000283607487237663,0.0133295519001702,0.00567214974475326,3526,2683,3517,4.72149839158004,0,0.00397050482132728,3526,0,1,1
"2013-03-01","Philippines",17,4,50,4,36,8,2,71,115,32,3,21,43,10,20,11,1,5,60,50,1,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,0,0.00481722867667895,0.00113346557098328,0.014168319637291,0.00113346557098328,0.0102011901388495,0.00226693114196656,0.000566732785491641,0.0201190138849532,0.0325871351657693,0.00906772456786625,0.000850099178237461,0.00595069424766223,0.0121847548880703,0.0028336639274582,0.00566732785491641,0.00311703032020402,0.00028336639274582,0.0014168319637291,0.0170019835647492,0.014168319637291,0.00028336639274582,0,0,0,0,0,0,0,0,0,0.000566732785491641,0,0,0,0.000566732785491641,0,0.00028336639274582,0,0,0.00028336639274582,0,60,20,21,7,104,30,5,5,2,49,32,0.0170019835647492,0.00566732785491641,0.00595069424766223,0.00198356474922074,0.0294701048455653,0.00850099178237461,0.0014168319637291,0.0014168319637291,0.000566732785491641,0.0138849532445452,0.00906772456786625,3529,2700,3522,5.13652200455748,0.000850099178237461,0.00453386228393313,3529,0,1,0
"2013-04-01","Philippines",17,2,138,12,38,4,6,95,114,47,3,26,42,15,13,18,1,5,51,37,0,0,0,0,0,3,1,0,0,3,2,0,0,0,3,0,1,0,2,2,0,0.00470523110988099,0.000553556601162469,0.0381954054802104,0.00332133960697481,0.0105175754220869,0.00110711320232494,0.00166066980348741,0.0262939385552173,0.0315527262662607,0.013008580127318,0.000830334901743703,0.0071962358151121,0.0116246886244118,0.00415167450871852,0.00359811790755605,0.00498200941046222,0.000276778300581234,0.00138389150290617,0.014115693329643,0.0102407971215057,0,0,0,0,0,0.000830334901743703,0.000276778300581234,0,0,0.000830334901743703,0.000553556601162469,0,0,0,0.000830334901743703,0,0.000276778300581234,0,0.000553556601162469,0.000553556601162469,0,65,33,26,1,99,49,12,3,4,50,32,0.0179905895377802,0.00913368391918074,0.0071962358151121,0.000276778300581234,0.0274010517575422,0.0135621367284805,0.00332133960697481,0.000830334901743703,0.00110711320232494,0.0138389150290617,0.0088569056185995,3613,2625,3596,4.48962801201684,0,0.00691945751453086,3613,0,1,1
"2013-05-01","Philippines",23,2,259,49,25,3,1,89,107,28,0,33,50,14,27,21,3,20,59,67,0,0,0,0,2,1,1,0,2,5,0,0,0,2,5,0,1,0,0,0,0,0.00619779035300458,0.000538938291565616,0.0697925087577472,0.0132039881433576,0.0067367286445702,0.000808407437348424,0.000269469145782808,0.0239827539746699,0.0288331985987604,0.00754513608191862,0,0.00889248181083266,0.0134734572891404,0.00377256804095931,0.00727566693613581,0.00565885206143896,0.000808407437348424,0.00538938291565616,0.0158986796011857,0.0180544327674481,0,0,0,0,0.000538938291565616,0.000269469145782808,0.000269469145782808,0,0.000538938291565616,0.00134734572891404,0,0,0,0.000538938291565616,0.00134734572891404,0,0.000269469145782808,0,0,0,0,55,32,16,1,82,61,4,10,6,31,32,0.0148208030180544,0.00862301266504985,0.00431150633252493,0.000269469145782808,0.0220964699541902,0.0164376178927513,0.00107787658313123,0.00269469145782808,0.00161681487469685,0.00835354351926704,0.00862301266504985,3711,2563,3692,6.5027945160625,0,0.0067367286445702,3711,0,1,1
"2013-06-01","Philippines",11,1,35,5,53,4,2,187,106,38,1,20,37,21,13,24,4,11,61,23,0,0,0,1,2,1,0,0,0,2,0,0,0,1,5,7,0,0,0,1,0,0.00307434320849637,0.000279485746226942,0.00978200111794299,0.00139742873113471,0.0148127445500279,0.00111794298490777,0.000558971492453885,0.0522638345444382,0.0296254891000559,0.0106204583566238,0.000279485746226942,0.00558971492453885,0.0103409726103969,0.00586920067076579,0.00363331470095025,0.00670765790944662,0.00111794298490777,0.00307434320849637,0.0170486305198435,0.00642817216321968,0,0,0,0.000279485746226942,0.000558971492453885,0.000279485746226942,0,0,0,0.000558971492453885,0,0,0,0.000279485746226942,0.00139742873113471,0.0019564002235886,0,0,0,0.000279485746226942,0,57,43,20,4,105,72,8,3,2,45,28,0.0159306875349357,0.0120178870877585,0.00558971492453885,0.00111794298490777,0.029346003353829,0.0201229737283399,0.00223588596981554,0.000838457238680827,0.000558971492453885,0.0125768585802124,0.00782560089435439,3578,2594,3558,4.68980970046441,0.000558971492453885,0.00810508664058133,3578,0,1,1
"2013-07-01","Philippines",21,0,36,10,38,2,7,108,127,61,4,24,59,11,28,24,1,14,55,35,0,0,0,0,2,2,0,0,1,3,0,0,0,0,7,0,1,0,1,0,3,0.00564516129032258,0,0.00967741935483871,0.00268817204301075,0.0102150537634409,0.000537634408602151,0.00188172043010753,0.0290322580645161,0.0341397849462366,0.0163978494623656,0.0010752688172043,0.00645161290322581,0.0158602150537634,0.00295698924731183,0.00752688172043011,0.00645161290322581,0.000268817204301075,0.00376344086021505,0.0147849462365591,0.00940860215053763,0,0,0,0,0.000537634408602151,0.000537634408602151,0,0,0.000268817204301075,0.000806451612903226,0,0,0,0,0.00188172043010753,0,0.000268817204301075,0,0.000268817204301075,0,0.000806451612903226,49,52,40,5,126,80,13,1,1,44,38,0.0131720430107527,0.0139784946236559,0.010752688172043,0.00134408602150538,0.0338709677419355,0.021505376344086,0.00349462365591398,0.000268817204301075,0.000268817204301075,0.0118279569892473,0.0102150537634409,3720,2712,3700,5.59811252442218,0.00134408602150538,0.00913978494623656,3720,1,1,1
"2013-08-01","Philippines",22,2,21,4,42,5,7,354,135,34,9,20,99,17,65,15,1,8,51,44,0,0,0,0,0,1,4,0,1,2,0,0,0,0,5,0,0,0,0,0,0,0.00571131879543095,0.000519210799584631,0.00545171339563863,0.00103842159916926,0.0109034267912773,0.00129802699896158,0.00181723779854621,0.0919003115264797,0.0350467289719626,0.00882658359293873,0.00233644859813084,0.00519210799584631,0.0257009345794393,0.00441329179646937,0.0168743509865005,0.00389408099688474,0.000259605399792316,0.00207684319833853,0.0132398753894081,0.0114226375908619,0,0,0,0,0,0.000259605399792316,0.00103842159916926,0,0.000259605399792316,0.000519210799584631,0,0,0,0,0.00129802699896158,0,0,0,0,0,0,51,28,34,3,93,55,2,3,4,38,23,0.0132398753894081,0.00726895119418484,0.00882658359293873,0.000778816199376947,0.0241433021806854,0.0142782969885774,0.000519210799584631,0.000778816199376947,0.00103842159916926,0.009865005192108,0.00597092419522326,3852,2690,3839,6.65313023407181,0,0.00597092419522326,3852,0,1,1
"2013-09-01","Philippines",19,3,20,13,43,9,4,147,165,34,12,25,105,26,37,21,1,10,64,119,0,0,0,0,2,1,1,0,0,5,1,0,0,1,2,1,0,0,0,0,1,0.00488808850012863,0.000771803447388732,0.00514535631592488,0.00334448160535117,0.0110625160792385,0.0023154103421662,0.00102907126318498,0.0378183689220479,0.0424491896063802,0.00874710573707229,0.00308721378955493,0.0064316953949061,0.0270131206586056,0.00668896321070234,0.00951890918446102,0.00540262413172112,0.000257267815796244,0.00257267815796244,0.0164651402109596,0.030614870079753,0,0,0,0,0.000514535631592488,0.000257267815796244,0.000257267815796244,0,0,0.00128633907898122,0.000257267815796244,0,0,0.000257267815796244,0.000514535631592488,0.000257267815796244,0,0,0,0,0.000257267815796244,59,44,32,0,84,66,7,4,4,37,26,0.0151788011319784,0.0113197838950347,0.00823257010547981,0,0.0216104965268845,0.0169796758425521,0.00180087471057371,0.00102907126318498,0.00102907126318498,0.00951890918446102,0.00668896321070234,3887,2780,3872,8.06606179861101,0.000771803447388732,0.00617442757910985,3887,1,1,1
"2013-10-01","Philippines",14,3,74,25,27,7,4,296,175,36,7,18,97,21,28,21,4,3,53,31,1,1,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0034965034965035,0.000749250749250749,0.0184815184815185,0.00624375624375624,0.00674325674325674,0.00174825174825175,0.000999000999000999,0.0739260739260739,0.0437062937062937,0.00899100899100899,0.00174825174825175,0.0044955044955045,0.0242257742257742,0.00524475524475524,0.00699300699300699,0.00524475524475524,0.000999000999000999,0.000749250749250749,0.0132367632367632,0.00774225774225774,0.00024975024975025,0.00024975024975025,0,0,0,0.000749250749250749,0.0004995004995005,0,0,0.0004995004995005,0,0,0,0,0,0,0,0,0,0.00024975024975025,0,43,46,37,4,92,35,8,4,0,47,31,0.0107392607392607,0.0114885114885115,0.00924075924075924,0.000999000999000999,0.022977022977023,0.00874125874125874,0.001998001998002,0.000999000999000999,0,0.0117382617382617,0.00774225774225774,4004,2850,3994,5.63369538378874,0,0.00474525474525475,4004,0,1,1
