"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","tribuna.md","unimedia.info","voceabasarabiei.md","publika.md"
"2012-11-01","Moldova",2,1,47,3,26,0,0,22,19,29,0,8,19,6,12,11,0,5,1,8,0,0,1,0,10,11,2,7,1,0,5,0,1,0,4,4,0,0,1,1,4,0,0.00102459016393443,0.000512295081967213,0.024077868852459,0.00153688524590164,0.0133196721311475,0,0,0.0112704918032787,0.00973360655737705,0.0148565573770492,0,0.00409836065573771,0.00973360655737705,0.00307377049180328,0.00614754098360656,0.00563524590163934,0,0.00256147540983607,0.000512295081967213,0.00409836065573771,0,0,0.000512295081967213,0,0.00512295081967213,0.00563524590163934,0.00102459016393443,0.00358606557377049,0.000512295081967213,0,0.00256147540983607,0,0.000512295081967213,0,0.00204918032786885,0.00204918032786885,0,0,0.000512295081967213,0.000512295081967213,0.00204918032786885,0,13,10,1,0,33,14,3,0,5,8,12,0.00665983606557377,0.00512295081967213,0.000512295081967213,0,0.016905737704918,0.00717213114754098,0.00153688524590164,0,0.00256147540983607,0.00409836065573771,0.00614754098360656,1952,1644,1900,3.22102860101438,0.0343237704918033,0.00102459016393443,1952,0,0,0,1
"2012-12-01","Moldova",5,1,42,2,16,1,0,25,32,22,1,3,26,3,13,13,0,3,2,4,0,1,1,0,0,3,7,0,0,0,2,1,0,0,1,5,4,0,0,0,3,1,0.00271739130434783,0.000543478260869565,0.0228260869565217,0.00108695652173913,0.00869565217391304,0.000543478260869565,0,0.0135869565217391,0.0173913043478261,0.0119565217391304,0.000543478260869565,0.0016304347826087,0.0141304347826087,0.0016304347826087,0.00706521739130435,0.00706521739130435,0,0.0016304347826087,0.00108695652173913,0.00217391304347826,0,0.000543478260869565,0.000543478260869565,0,0,0.0016304347826087,0.00380434782608696,0,0,0,0.00108695652173913,0.000543478260869565,0,0,0.000543478260869565,0.00271739130434783,0.00217391304347826,0,0,0,0.0016304347826087,0.000543478260869565,13,9,6,0,29,25,1,3,6,7,9,0.00706521739130435,0.00489130434782609,0.00326086956521739,0,0.0157608695652174,0.0135869565217391,0.000543478260869565,0.0016304347826087,0.00326086956521739,0.00380434782608696,0.00489130434782609,1840,1535,1811,4.04077484539698,0.0228260869565217,0.000543478260869565,1840,0,0,0,1
"2013-01-01","Moldova",2,1,23,1,20,1,0,28,37,6,0,2,17,2,19,27,0,3,2,10,0,0,0,0,3,4,3,3,1,0,3,0,1,0,6,0,3,0,0,0,4,1,0.00109829763866008,0.000549148819330038,0.0126304228445909,0.000549148819330038,0.0109829763866008,0.000549148819330038,0,0.0153761669412411,0.0203185063152114,0.00329489291598023,0,0.00109829763866008,0.00933552992861065,0.00109829763866008,0.0104338275672707,0.014827018121911,0,0.00164744645799012,0.00109829763866008,0.00549148819330038,0,0,0,0,0.00164744645799012,0.00219659527732015,0.00164744645799012,0.00164744645799012,0.000549148819330038,0,0.00164744645799012,0,0.000549148819330038,0,0.00329489291598023,0,0.00164744645799012,0,0,0,0.00219659527732015,0.000549148819330038,15,8,5,2,36,10,3,1,0,10,15,0.00823723228995058,0.00439319055464031,0.00274574409665019,0.00109829763866008,0.0197693574958814,0.00549148819330038,0.00164744645799012,0.000549148819330038,0,0.00549148819330038,0.00823723228995058,1821,1534,1789,4.37779649925869,0.0208676551345415,0.00164744645799012,1821,0,0,0,1
"2013-02-01","Moldova",16,6,47,2,47,1,0,30,76,21,1,1,81,3,16,26,1,4,4,6,0,0,1,0,1,4,2,3,1,0,4,1,2,0,4,1,0,0,1,0,1,3,0.00699912510936133,0.0026246719160105,0.0205599300087489,0.000874890638670166,0.0205599300087489,0.000437445319335083,0,0.0131233595800525,0.0332458442694663,0.00918635170603675,0.000437445319335083,0.000437445319335083,0.0354330708661417,0.00131233595800525,0.00699912510936133,0.0113735783027122,0.000437445319335083,0.00174978127734033,0.00174978127734033,0.0026246719160105,0,0,0.000437445319335083,0,0.000437445319335083,0.00174978127734033,0.000874890638670166,0.00131233595800525,0.000437445319335083,0,0.00174978127734033,0.000437445319335083,0.000874890638670166,0,0.00174978127734033,0.000437445319335083,0,0,0.000437445319335083,0,0.000437445319335083,0.00131233595800525,34,11,24,0,27,15,4,0,3,17,14,0.0148731408573928,0.00481189851268591,0.010498687664042,0,0.0118110236220472,0.00656167979002625,0.00174978127734033,0,0.00131233595800525,0.00743657042869641,0.00612423447069116,2286,1812,2257,7.79744580543866,0.0144356955380577,0.000874890638670166,2286,0,0,0,1
"2013-03-01","Moldova",8,5,77,2,86,5,0,37,49,27,2,9,53,1,33,28,0,5,4,9,0,0,0,4,1,3,3,1,0,0,1,0,0,1,2,4,0,0,0,0,3,0,0.0032258064516129,0.00201612903225806,0.0310483870967742,0.000806451612903226,0.0346774193548387,0.00201612903225806,0,0.0149193548387097,0.019758064516129,0.0108870967741935,0.000806451612903226,0.00362903225806452,0.0213709677419355,0.000403225806451613,0.0133064516129032,0.0112903225806452,0,0.00201612903225806,0.00161290322580645,0.00362903225806452,0,0,0,0.00161290322580645,0.000403225806451613,0.00120967741935484,0.00120967741935484,0.000403225806451613,0,0,0.000403225806451613,0,0,0.000403225806451613,0.000806451612903226,0.00161290322580645,0,0,0,0,0.00120967741935484,0,28,16,7,0,32,37,1,0,0,9,17,0.0112903225806452,0.00645161290322581,0.00282258064516129,0,0.0129032258064516,0.0149193548387097,0.000403225806451613,0,0,0.00362903225806452,0.00685483870967742,2480,1935,2457,6.10365125221222,0.0116935483870968,0.00201612903225806,2480,0,0,0,1
"2013-04-01","Moldova",17,2,122,10,56,2,0,38,46,39,0,4,33,9,28,15,0,7,2,10,0,0,0,0,2,3,3,1,0,0,0,0,0,0,8,1,1,0,0,1,5,4,0.00649847094801223,0.000764525993883792,0.0466360856269113,0.00382262996941896,0.0214067278287462,0.000764525993883792,0,0.014525993883792,0.0175840978593272,0.0149082568807339,0,0.00152905198776758,0.0126146788990826,0.00344036697247706,0.0107033639143731,0.00573394495412844,0,0.00267584097859327,0.000764525993883792,0.00382262996941896,0,0,0,0,0.000764525993883792,0.00114678899082569,0.00114678899082569,0.000382262996941896,0,0,0,0,0,0,0.00305810397553517,0.000382262996941896,0.000382262996941896,0,0,0.000382262996941896,0.00191131498470948,0.00152905198776758,30,16,13,0,30,30,0,0,2,2,23,0.0114678899082569,0.00611620795107034,0.00496941896024465,0,0.0114678899082569,0.0114678899082569,0,0,0.000764525993883792,0.000764525993883792,0.00879204892966361,2616,2057,2587,4.77987282606625,0.0129969418960245,0.000764525993883792,2616,0,0,0,1
"2013-05-01","Moldova",16,2,101,16,79,4,0,29,50,72,1,3,45,9,40,18,0,3,4,6,1,0,0,0,4,6,5,2,0,0,2,1,0,0,11,4,1,0,0,0,1,0,0.0063391442155309,0.000792393026941363,0.0400158478605388,0.0063391442155309,0.0312995245641838,0.00158478605388273,0,0.0114896988906498,0.0198098256735341,0.0285261489698891,0.000396196513470681,0.00118858954041204,0.0178288431061807,0.00356576862123613,0.0158478605388273,0.00713153724247227,0,0.00118858954041204,0.00158478605388273,0.00237717908082409,0.000396196513470681,0,0,0,0.00158478605388273,0.00237717908082409,0.00198098256735341,0.000792393026941363,0,0,0.000792393026941363,0.000396196513470681,0,0,0.0043581616481775,0.00158478605388273,0.000396196513470681,0,0,0,0.000396196513470681,0,21,17,11,0,32,15,0,2,0,13,11,0.00832012678288431,0.00673534072900159,0.0043581616481775,0,0.0126782884310618,0.00594294770206022,0,0.000792393026941363,0,0.00515055467511886,0.0043581616481775,2524,1948,2486,5.43172910532078,0.0221870047543582,0.000792393026941363,2524,0,0,0,1
"2013-06-01","Moldova",6,3,36,2,50,0,0,45,41,28,3,4,44,5,23,15,2,3,0,3,0,0,1,1,2,4,8,4,1,0,2,1,2,0,8,2,1,0,2,1,1,0,0.00240288346015218,0.00120144173007609,0.0144173007609131,0.000800961153384061,0.0200240288346015,0,0,0.0180216259511414,0.0164197036443732,0.0112134561473769,0.00120144173007609,0.00160192230676812,0.0176211453744493,0.00200240288346015,0.0092110532639167,0.00600720865038046,0.000800961153384061,0.00120144173007609,0,0.00120144173007609,0,0,0.00040048057669203,0.00040048057669203,0.000800961153384061,0.00160192230676812,0.00320384461353624,0.00160192230676812,0.00040048057669203,0,0.000800961153384061,0.00040048057669203,0.000800961153384061,0,0.00320384461353624,0.000800961153384061,0.00040048057669203,0,0.000800961153384061,0.00040048057669203,0.00040048057669203,0,15,21,9,0,38,22,0,0,6,7,15,0.00600720865038046,0.00841009211053264,0.00360432519022827,0,0.0152182619142972,0.00881057268722467,0,0,0.00240288346015218,0.00280336403684421,0.00600720865038046,2497,2076,2456,4.08424420075955,0.0168201842210653,0.00240288346015218,2497,0,0,0,1
"2013-07-01","Moldova",15,3,24,1,32,2,0,74,25,32,2,1,35,8,23,16,0,2,5,5,2,1,6,1,0,5,6,5,1,3,2,1,0,1,9,6,2,0,2,2,7,0,0.00572737686139748,0.0011454753722795,0.00916380297823597,0.000381825124093165,0.0122184039709813,0.000763650248186331,0,0.0282550591828942,0.00954562810232913,0.0122184039709813,0.000763650248186331,0.000381825124093165,0.0133638793432608,0.00305460099274532,0.0087819778541428,0.00610920198549065,0,0.000763650248186331,0.00190912562046583,0.00190912562046583,0.000763650248186331,0.000381825124093165,0.00229095074455899,0.000381825124093165,0,0.00190912562046583,0.00229095074455899,0.00190912562046583,0.000381825124093165,0.0011454753722795,0.000763650248186331,0.000381825124093165,0,0.000381825124093165,0.00343642611683849,0.00229095074455899,0.000763650248186331,0,0.000763650248186331,0.000763650248186331,0.00267277586865216,0,32,23,11,1,32,38,1,0,3,7,22,0.0122184039709813,0.0087819778541428,0.00420007636502482,0.000381825124093165,0.0122184039709813,0.0145093547155403,0.000381825124093165,0,0.0011454753722795,0.00267277586865216,0.00840015273004964,2619,2169,2557,3.74940230904842,0.0255822833142421,0.00420007636502482,2619,0,0,0,1
"2013-08-01","Moldova",9,3,16,2,16,1,0,23,29,14,3,6,30,2,12,9,1,2,2,1,1,0,1,1,3,3,7,12,6,0,6,0,1,0,5,6,1,0,2,3,11,1,0.00421348314606742,0.00140449438202247,0.00749063670411985,0.000936329588014981,0.00749063670411985,0.000468164794007491,0,0.0107677902621723,0.0135767790262172,0.00655430711610487,0.00140449438202247,0.00280898876404494,0.0140449438202247,0.000936329588014981,0.00561797752808989,0.00421348314606742,0.000468164794007491,0.000936329588014981,0.000936329588014981,0.000468164794007491,0.000468164794007491,0,0.000468164794007491,0.000468164794007491,0.00140449438202247,0.00140449438202247,0.00327715355805243,0.00561797752808989,0.00280898876404494,0,0.00280898876404494,0,0.000468164794007491,0,0.00234082397003745,0.00280898876404494,0.000468164794007491,0,0.000936329588014981,0.00140449438202247,0.0051498127340824,0.000468164794007491,32,15,11,0,25,25,1,0,2,11,9,0.0149812734082397,0.00702247191011236,0.0051498127340824,0,0.0117041198501873,0.0117041198501873,0.000468164794007491,0,0.000936329588014981,0.0051498127340824,0.00421348314606742,2136,1854,2066,3.76724586661167,0.0290262172284644,0.00795880149812734,2136,0,0,0,1
"2013-09-01","Moldova",13,4,18,1,45,0,1,52,39,15,1,2,37,6,30,6,0,7,1,6,0,2,4,1,2,7,18,11,2,0,8,0,1,0,18,6,1,0,2,2,46,1,0.00498657460682777,0.0015343306482547,0.00690448791714614,0.000383582662063675,0.0172612197928654,0,0.000383582662063675,0.0199462984273111,0.0149597238204833,0.00575373993095512,0.000383582662063675,0.000767165324127349,0.014192558496356,0.00230149597238205,0.0115074798619102,0.00230149597238205,0,0.00268507863444572,0.000383582662063675,0.00230149597238205,0,0.000767165324127349,0.0015343306482547,0.000383582662063675,0.000767165324127349,0.00268507863444572,0.00690448791714614,0.00421940928270042,0.000767165324127349,0,0.0030686612965094,0,0.000383582662063675,0,0.00690448791714614,0.00230149597238205,0.000383582662063675,0,0.000767165324127349,0.000767165324127349,0.017644802454929,0.000383582662063675,31,29,11,0,41,33,2,0,3,8,19,0.0118910625239739,0.0111238971998466,0.00421940928270042,0,0.0157268891446107,0.0126582278481013,0.000767165324127349,0,0.00115074798619102,0.0030686612965094,0.00728807057920982,2607,2187,2475,4.04186986532065,0.0609896432681243,0.0015343306482547,2607,0,0,0,1
