"","date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","telegraf.al","diaspora_activation","diplomatic_mediation","diaspora_activationNorm","diplomatic_mediationNorm","bd-pratidin.com","kalerkantho.com","jugantor.com","dailyjanakantha.com","jawapos.com","kompas.com","mediaindonesia.com","hariansib.com","diapazon.kz","kaztag.kz","prishtinainsight.com","botasot.info","koha.mk","slobodenpecat.mk","skopjediem.com","novamakedonija.com.mk","jang.com.pk","dailytimes.com.pk","pakobserver.net","tribune.com.pk","rs.n1info.com","insajder.net","thediliweekly.com"
"237",2019-01-01,"Bangladesh",243,4,834,99,122,27,2,285,226,53,12,31,235,38,291,45,8,17,308,284,1,0,2,8,8,3,5,0,11,2,0,0,6,7,3,1,0,0,4,3,0.0110214078374456,0.00018142235123367,0.0378265602322206,0.00449020319303338,0.005533381712627,0.00122460087082729,9.0711175616836e-05,0.0129263425253991,0.0102503628447025,0.00240384615384615,0.00054426705370101,0.00140602322206096,0.0106585631349782,0.00172351233671988,0.0131984760522496,0.00204100145137881,0.00036284470246734,0.0007710449927431,0.0139695210449927,0.0128809869375907,4.5355587808418e-05,0,9.0711175616836e-05,0.00036284470246734,0.00036284470246734,0.00013606676342525,0.00022677793904209,0,0.00049891146589259,9.0711175616836e-05,0,0,0.0002721335268505,0.00031748911465892,0.00013606676342525,4.5355587808418e-05,0,0,0.00018142235123367,0.00013606676342525,657,74,99,2,276,42,22,19,8,546,296,0.0297986211901306,0.00335631349782293,0.00449020319303338,9.0711175616836e-05,0.0125181422351234,0.00190493468795356,0.00099782293178519,0.00086175616835994,0.00036284470246734,0.0247641509433962,0.0134252539912917,22048,17039,21982,19.7809367073044,0.00122460087082729,0.00267597968069666,22048,NA,2,0,9.0711175616836e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2019-02-01,"Bangladesh",178,9,768,50,61,14,1,544,201,39,13,31,144,39,276,48,8,20,282,209,0,0,0,2,6,3,0,0,3,0,0,0,3,6,0,1,0,0,4,1,0.00885704333980196,0.00044782803403493,0.0382146589043141,0.00248793352241628,0.00303527889734786,0.00069662138627655,4.97586704483256e-05,0.0270687167238891,0.0100014927601135,0.0019405881474847,0.00064686271582823,0.00154251878389809,0.00716524854455889,0.0019405881474847,0.0137333930437379,0.00238841618151963,0.0003980693635866,0.00099517340896651,0.0140319450664278,0.0103995621237001,0,0,0,9.95173408966512e-05,0.00029855202268995,0.00014927601134497,0,0,0.00014927601134497,0,0,0,0.00014927601134497,0.00029855202268995,0,4.97586704483256e-05,0,0,0.0001990346817933,4.97586704483256e-05,583,57,100,2,330,54,17,16,11,483,247,0.0290093048713738,0.00283624421555456,0.00497586704483256,9.95173408966512e-05,0.0164203612479475,0.00268696820420958,0.00084589739762153,0.00079613872717321,0.00054734537493158,0.0240334378265413,0.0122903916007364,20097,15444,20068,19.4085498190112,0.00069662138627655,0.00109469074986316,20097,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2019-03-01,"Bangladesh",170,15,1084,163,77,21,2,472,184,23,11,29,115,39,502,78,6,17,307,309,1,0,1,3,4,2,0,0,6,0,0,0,3,4,3,0,1,0,2,2,0.00797373358348968,0.00070356472795497,0.050844277673546,0.00764540337711069,0.00361163227016886,0.00098499061913696,9.38086303939962e-05,0.0221388367729831,0.00863039399624766,0.00107879924953096,0.00051594746716697,0.00136022514071295,0.00539399624765478,0.00182926829268293,0.0235459662288931,0.00365853658536585,0.00028142589118198,0.00079737335834896,0.0143996247654784,0.0144934333958724,4.69043151969981e-05,0,4.69043151969981e-05,0.00014071294559099,0.00018761726078799,9.38086303939962e-05,0,0,0.00028142589118198,0,0,0,0.00014071294559099,0.00018761726078799,0.00014071294559099,0,4.69043151969981e-05,0,9.38086303939962e-05,9.38086303939962e-05,541,53,57,3,278,53,24,16,16,443,250,0.025375234521576,0.0024859287054409,0.00267354596622889,0.00014071294559099,0.0130393996247655,0.0024859287054409,0.00112570356472795,0.00075046904315197,0.00075046904315197,0.0207786116322702,0.0117260787992495,21320,16083,21289,19.7198206064184,0.00028142589118198,0.00164165103189493,21320,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2019-04-01,"Bangladesh",164,6,326,17,61,23,2,432,207,23,4,45,123,39,515,43,11,19,247,244,1,0,0,0,3,4,0,1,3,1,0,0,2,4,1,0,1,0,1,0,0.00812967828285332,0.00029742725425073,0.0161602141476231,0.0008427105537104,0.0030238437515491,0.00114013780796114,9.91424180835771e-05,0.0214147623060526,0.0102612402716502,0.00114013780796114,0.00019828483616715,0.00223070440688048,0.00609725871213999,0.00193327715262975,0.0255291726565211,0.00213156198879691,0.00054528329945967,0.00094185297179398,0.0122440886333218,0.0120953750061964,4.95712090417885e-05,0,0,0,0.00014871362712536,0.00019828483616715,0,4.95712090417885e-05,0.00014871362712536,4.95712090417885e-05,0,0,9.91424180835771e-05,0.00019828483616715,4.95712090417885e-05,0,4.95712090417885e-05,0,4.95712090417885e-05,0,642,43,76,1,364,58,37,20,14,514,327,0.0318247162048282,0.00213156198879691,0.00376741188717593,4.95712090417885e-05,0.018043920091211,0.00287513012442373,0.00183413473454618,0.00099142418083577,0.00069399692658503,0.0254796014474793,0.0162097853566648,20173,15670,20150,19.6551276204918,0.00089228176275219,0.00114013780796114,20173,NA,1,0,4.95712090417885e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2019-05-01,"Bangladesh",186,8,283,7,58,25,5,487,221,24,12,31,182,46,334,45,6,15,297,243,1,0,0,2,2,1,1,1,4,0,0,0,5,5,1,2,1,0,3,1,0.00863549839825433,0.00037141928594642,0.0131389572403547,0.00032499187520312,0.00269278982311157,0.00116068526858257,0.00023213705371651,0.0226101490319885,0.0102604577742699,0.00111425785783927,0.00055712892891963,0.00143924973304239,0.00844978875528112,0.00213566089419193,0.0155067551882632,0.00208923348344863,0.00027856446445981,0.00069641116114954,0.0137889409907609,0.0112818608106226,4.64274107433028e-05,0,0,9.28548214866057e-05,9.28548214866057e-05,4.64274107433028e-05,4.64274107433028e-05,4.64274107433028e-05,0.00018570964297321,0,0,0,0.00023213705371651,0.00023213705371651,4.64274107433028e-05,9.28548214866057e-05,4.64274107433028e-05,0,0.0001392822322299,4.64274107433028e-05,633,52,94,3,376,57,27,10,20,546,317,0.0293885510005107,0.00241422535865175,0.00436417660987047,0.0001392822322299,0.0174567064394819,0.00264636241236826,0.00125354009006918,0.00046427410743302,0.00092854821486605,0.0253493662658434,0.014717489205627,21539,17079,21509,19.4378948619656,0.00041784669668972,0.00185709642973211,21539,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2019-06-01,"Bangladesh",125,3,246,14,45,17,2,296,186,32,5,29,125,22,273,53,4,21,261,242,0,0,2,0,8,7,0,0,4,0,1,0,2,2,2,0,0,2,3,1,0.00665920835331096,0.00015982100047946,0.013105322039316,0.00074583133557082,0.00239731500719195,0.00090565233605029,0.00010654733365297,0.0157690053806403,0.00990890202972671,0.00170475733844761,0.00026636833413243,0.00154493633796814,0.00665920835331096,0.00117202067018273,0.0145437110436311,0.00282350434180385,0.00021309466730595,0.00111874700335624,0.0139044270417133,0.01289222737201,0,0,0.00010654733365297,0,0.0004261893346119,0.00037291566778541,0,0,0.00021309466730595,0,5.32736668264877e-05,0,0.00010654733365297,0.00010654733365297,0.00010654733365297,0,0,0.00010654733365297,0.00015982100047946,5.32736668264877e-05,613,55,84,7,299,103,19,16,11,479,276,0.0326567577646369,0.00293005167545682,0.00447498801342496,0.00037291566778541,0.0159288263811198,0.00548718768312823,0.00101219966970327,0.0008523786692238,0.00058601033509136,0.0255180864098876,0.0147035320441106,18771,14960,18736,19.0538312197528,0.00053273666826487,0.00202439933940653,18771,NA,1,0,5.32736668264877e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2019-07-01,"Bangladesh",206,7,189,12,72,25,1,1128,261,18,11,29,206,37,480,56,11,17,242,171,0,0,0,3,11,13,3,0,10,0,1,1,4,9,3,0,0,1,4,0,0.00895730063483781,0.00030437429341681,0.00821810592225411,0.00052178450300026,0.00313070701800157,0.00108705104791721,4.34820419166884e-05,0.0490477432820245,0.0113488129402557,0.00078267675450039,0.00047830246108357,0.00126097921558396,0.00895730063483781,0.00160883555091747,0.0208713801200104,0.00243499434733455,0.00047830246108357,0.0007391947125837,0.0105226541438386,0.00743542916775372,0,0,0,0.00013044612575006,0.00047830246108357,0.00056526654491694,0.00013044612575006,0,0.00043482041916688,0,4.34820419166884e-05,4.34820419166884e-05,0.00017392816766675,0.00039133837725019,0.00013044612575006,0,0,4.34820419166884e-05,0.00017392816766675,0,801,58,145,2,435,78,26,14,11,629,322,0.0348291155752674,0.00252195843116793,0.00630489607791982,8.69640838333768e-05,0.0189146882337595,0.0033915992695017,0.0011305330898339,0.00060874858683363,0.00047830246108357,0.027350204365597,0.0140012174971737,22998,17553,22934,19.0126151002504,0.00082615879641708,0.00317418905991825,22998,NA,1,0,4.34820419166884e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2019-08-01,"Bangladesh",160,11,104,6,51,18,2,1118,176,26,11,25,126,39,260,26,8,16,294,248,5,0,2,2,5,0,1,0,4,0,1,1,2,4,0,1,0,0,12,0,0.00786395360267374,0.00054064681018382,0.00511156984173793,0.00029489826010026,0.00250663521085226,0.00088469478030079,9.82994200334218e-05,0.0549493757986828,0.00865034896294112,0.00127789246043448,0.00054064681018382,0.00122874275041777,0.00619286346210557,0.00191683869065173,0.0127789246043448,0.00127789246043448,0.00039319768013368,0.00078639536026737,0.014450014744913,0.0121891280841443,0.00024574855008355,0,9.82994200334218e-05,9.82994200334218e-05,0.00024574855008355,0,4.91497100167109e-05,0,0.00019659884006684,0,4.91497100167109e-05,4.91497100167109e-05,9.82994200334218e-05,0.00019659884006684,0,4.91497100167109e-05,0,0,0.00058979652020053,0,641,59,91,1,355,39,16,10,9,571,255,0.0315049641207117,0.00289983289098594,0.00447262361152069,4.91497100167109e-05,0.0174481470559324,0.00191683869065173,0.00078639536026737,0.0004914971001671,0.00044234739015039,0.0280644844195419,0.0125331760542613,20346,15721,20306,18.9727649166275,0.00113044333038435,0.00196598840066844,20346,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2019-09-01,"Bangladesh",256,24,315,10,65,20,0,501,252,36,4,46,257,63,391,62,22,24,272,236,0,0,0,0,8,3,1,0,4,0,0,0,3,5,2,1,1,0,0,4,0.0119592637578249,0.00112118097729609,0.0147155003270111,0.00046715874054003,0.00303653181351023,0.00093431748108007,0,0.0234046529010558,0.0117724002616089,0.00168177146594413,0.00018686349621601,0.00214893020648416,0.0120059796318789,0.00294310006540222,0.0182659067551154,0.00289638419134822,0.00102774922918808,0.00112118097729609,0.012706717742689,0.0110249462767448,0,0,0,0,0.00037372699243202,0.00014014762216201,4.67158740540035e-05,0,0.00018686349621601,0,0,0,0.00014014762216201,0.00023357937027001,9.34317481080071e-05,4.67158740540035e-05,4.67158740540035e-05,0,0,0.00018686349621601,802,55,87,5,324,78,32,39,12,496,299,0.0374661309913108,0.0025693730729702,0.00406428104269831,0.00023357937027001,0.0151359431934971,0.00364383817621228,0.00149490796972811,0.00182191908810614,0.00056059048864804,0.0231710735307858,0.0139680463421471,21406,16498,21373,21.4616088649173,0.00037372699243202,0.00205549845837616,21406,NA,1,0,4.67158740540035e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2019-10-01,"Bangladesh",277,10,251,28,63,25,0,384,235,28,4,36,304,37,542,70,10,12,258,220,1,0,1,4,6,1,1,0,3,2,0,0,5,6,1,3,0,0,5,1,0.0116744636911535,0.00042146078307413,0.0105786656551608,0.00118009019260758,0.00265520293336705,0.00105365195768534,0,0.0161840940700468,0.00990432840224217,0.00118009019260758,0.00016858431322965,0.00151725881906689,0.0128124078054537,0.0015594048973743,0.0228431744426181,0.00295022548151894,0.00042146078307413,0.00050575293968896,0.0108736882033127,0.00927213722763097,4.21460783074135e-05,0,4.21460783074135e-05,0.00016858431322965,0.00025287646984448,4.21460783074135e-05,4.21460783074135e-05,0,0.00012643823492224,8.4292156614827e-05,0,0,0.00021073039153706,0.00025287646984448,4.21460783074135e-05,0.00012643823492224,0,0,0.00021073039153706,4.21460783074135e-05,834,68,136,3,465,74,42,30,16,586,296,0.0351498293083829,0.00286593332490412,0.00573186664980824,0.00012643823492224,0.0195979264129473,0.0031188097947486,0.00177013528891137,0.0012643823492224,0.00067433725291861,0.0246976018881443,0.0124752391789944,23727,18651,23687,19.6741304948993,0.0006321911746112,0.00177013528891137,23727,NA,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2019-11-01,"Bangladesh",218,13,178,7,52,15,10,553,318,40,8,32,264,46,484,66,7,9,270,225,2,0,1,1,10,1,0,1,5,1,0,4,2,4,3,1,1,0,3,1,0.00967040766535066,0.00057667568646586,0.00789602093776339,0.00031051767732777,0.00230670274586346,0.00066539502284522,0.00044359668189681,0.0245308965088941,0.0141063744843189,0.00177438672758728,0.00035487734551745,0.00141950938206982,0.011710952402076,0.00204054473672537,0.0214700794038061,0.00292773810051901,0.00031051767732777,0.00039923701370713,0.0119771104112141,0.00998092534267844,8.87193363793639e-05,0,4.43596681896819e-05,4.43596681896819e-05,0.00044359668189681,4.43596681896819e-05,0,4.43596681896819e-05,0.00022179834094841,4.43596681896819e-05,0,0.00017743867275872,8.87193363793639e-05,0.00017743867275872,0.00013307900456904,4.43596681896819e-05,4.43596681896819e-05,0,0.00013307900456904,4.43596681896819e-05,672,57,119,4,434,112,44,18,8,462,285,0.0298096970234663,0.00252850108681187,0.00527880051457215,0.00017743867275872,0.019252095994322,0.00496828283724438,0.00195182540034601,0.00079847402741427,0.00035487734551745,0.0204941667036331,0.0126425054340594,22543,17780,22501,20.1926435185239,0.00070975469103491,0.0022179834094841,22543,NA,1,0,4.43596681896819e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2019-12-01,"Bangladesh",195,17,395,13,69,18,4,361,246,144,11,32,202,61,594,57,11,13,290,240,2,3,0,0,8,1,1,1,1,1,1,1,6,9,5,1,1,0,3,1,0.00835797865500836,0.00072864429300072,0.0169302644550169,0.00055719857700055,0.00295743860100296,0.00077150572200077,0.00017144571600017,0.0154729758690155,0.0105439115340105,0.00617204577600617,0.00047147571900047,0.00137156572800137,0.00865800865800866,0.00261454716900261,0.0254596888260255,0.00244310145300244,0.00047147571900047,0.00055719857700055,0.0124298144100124,0.0102867429600103,8.57228580000857e-05,0.00012858428700012,0,0,0.00034289143200034,4.28614290000429e-05,4.28614290000429e-05,4.28614290000429e-05,4.28614290000429e-05,4.28614290000429e-05,4.28614290000429e-05,4.28614290000429e-05,0.00025716857400025,0.00038575286100038,0.00021430714500021,4.28614290000429e-05,4.28614290000429e-05,0,0.00012858428700012,4.28614290000429e-05,606,50,99,5,346,76,21,16,12,464,257,0.025974025974026,0.00214307145000214,0.00424328147100424,0.00021430714500021,0.0148300544340148,0.00325746860400326,0.0009000900090009,0.00068578286400068,0.00051433714800051,0.0198877030560199,0.011015387253011,23331,18617,23284,20.5934162145506,0.0006000600060006,0.00192876430500193,23331,NA,1,0,4.28614290000429e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2020-01-01,"Bangladesh",185,10,886,118,54,12,4,356,223,74,4,24,168,37,407,36,6,20,253,256,1,1,4,11,7,5,1,0,3,1,1,0,3,5,1,0,25,2,2,0,0.00782505710176804,0.00042297605955502,0.0374756788765756,0.00499111750274934,0.00228407072159716,0.00050757127146603,0.00016919042382201,0.015057947720159,0.00943236612807715,0.00313002284070722,0.00016919042382201,0.00101514254293207,0.00710599780052449,0.00156501142035361,0.0172151256238897,0.00152271381439811,0.00025378563573301,0.00084595211911005,0.0107012943067422,0.0108281871246087,4.22976059555029e-05,4.22976059555029e-05,0.00016919042382201,0.00046527366551053,0.00029608324168852,0.00021148802977751,4.22976059555029e-05,0,0.0001268928178665,4.22976059555029e-05,4.22976059555029e-05,0,0.0001268928178665,0.00021148802977751,4.22976059555029e-05,0,0.00105744014888757,8.45952119110058e-05,8.45952119110058e-05,0,700,64,115,1,379,57,13,13,15,515,284,0.029608324168852,0.00270704678115219,0.00486422468488284,4.22976059555029e-05,0.0160307926571356,0.00241096353946367,0.00054986887742153,0.00054986887742153,0.00063446408933254,0.021783267067084,0.0120125200913628,23642,18553,23568,18.8483770264466,0.00067676169528804,0.0029185348109297,23642,NA,1,0,4.22976059555029e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2020-02-01,"Bangladesh",170,9,598,61,50,12,2,414,156,24,11,39,120,34,394,36,11,3,258,209,0,1,2,16,13,7,4,1,9,1,2,0,26,9,3,2,14,1,12,0,0.0080427686048162,0.00042579363201968,0.0282916213275299,0.00288593461702228,0.00236552017788712,0.0005677248426929,9.46208071154847e-05,0.0195865070729053,0.00738042295500781,0.00113544968538582,0.00052041443913516,0.00184510573875195,0.00567724842692908,0.00160855372096324,0.0186402990017505,0.00170317452807872,0.00052041443913516,0.00014193121067322,0.0122060841178975,0.00988787434356815,0,4.73104035577423e-05,9.46208071154847e-05,0.00075696645692387,0.00061503524625065,0.00033117282490419,0.00018924161423096,4.73104035577423e-05,0.00042579363201968,4.73104035577423e-05,9.46208071154847e-05,0,0.0012300704925013,0.00042579363201968,0.00014193121067322,9.46208071154847e-05,0.00066234564980839,4.73104035577423e-05,0.0005677248426929,0,664,52,95,10,380,79,23,15,12,528,273,0.0314141079623409,0.0024601409850026,0.00449448833798552,0.00047310403557742,0.0179779533519421,0.00373752188106165,0.00108813928182807,0.00070965605336613,0.0005677248426929,0.024979893078488,0.0129157401712637,21137,16544,21013,18.4552755714738,0.00085158726403936,0.00596111084827554,21137,NA,3,0,0.00014193121067322,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2020-03-01,"Bangladesh",149,14,271,57,60,17,2,565,151,42,90,78,78,59,268,32,15,9,276,202,1,0,2,7,7,2,7,0,3,1,1,0,6,6,1,0,9,0,6,2,0.00650711852563543,0.00061140710979124,0.011835094768102,0.00248930037557865,0.00262031618481963,0.00074242291903223,8.73438728273212e-05,0.0246746440737182,0.00659446239846275,0.00183422132937374,0.00393047427722945,0.00340641104026553,0.00340641104026553,0.00257664424840597,0.011704078958861,0.00139750196523714,0.0006550790462049,0.00039304742772294,0.0120534544501703,0.00882173115555944,4.36719364136606e-05,0,8.73438728273212e-05,0.00030570355489562,0.00030570355489562,8.73438728273212e-05,0.00030570355489562,0,0.00013101580924098,4.36719364136606e-05,4.36719364136606e-05,0,0.00026203161848196,0.00026203161848196,4.36719364136606e-05,0,0.00039304742772294,0,0.00026203161848196,8.73438728273212e-05,553,79,60,3,305,41,20,19,8,481,239,0.0241505808367543,0.00345008297667919,0.00262031618481963,0.00013101580924098,0.0133199406061665,0.00179054939296008,0.00087343872827321,0.00082976679185955,0.00034937549130928,0.0210062014149707,0.0104375928028649,22898,18757,22834,18.9839029643361,0.00039304742772294,0.00336273910385186,22898,NA,3,0,0.00013101580924098,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2020-04-01,"Bangladesh",101,12,34,2,39,7,0,773,95,22,350,125,72,89,296,48,6,10,335,197,0,2,0,7,14,3,4,0,3,0,0,0,4,2,0,2,9,0,6,1,0.00415040065748921,0.00049311690980069,0.00139716457776865,8.21861516334498e-05,0.00160262995685227,0.00028765153071707,0,0.0317649476063283,0.00390384220258886,0.00090404766796794,0.0143825765358537,0.00513663447709061,0.00295870145880419,0.00365728374768851,0.0121635504417506,0.00197246763920279,0.00024655845490034,0.00041093075816724,0.0137661803986028,0.0080953359358948,0,8.21861516334498e-05,0,0.00028765153071707,0.00057530306143414,0.00012327922745017,0.0001643723032669,0,0.00012327922745017,0,0,0,0.0001643723032669,8.21861516334498e-05,0,8.21861516334498e-05,0.00036983768235052,0,0.00024655845490034,4.10930758167249e-05,373,65,25,0,188,48,17,63,5,548,163,0.0153277172796384,0.00267104992808712,0.00102732689541812,0,0.00772549825354428,0.00197246763920279,0.00069858228888432,0.00258886377645367,0.00020546537908362,0.0225190055475652,0.00669817135812616,24335,20281,24277,19.1384883461903,0.00053420998561742,0.00238339839737004,24335,NA,1,0,4.10930758167249e-05,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2020-05-01,"Bangladesh",100,11,40,4,35,6,0,1089,93,18,85,71,92,49,233,45,3,7,377,230,2,0,1,2,22,4,1,0,4,1,0,1,7,6,3,2,17,0,7,0,0.00440412225843389,0.00048445344842772,0.00176164890337356,0.00017616489033735,0.00154144279045186,0.00026424733550603,0,0.0479608913943451,0.00409583370034352,0.0007927420065181,0.00374350391966881,0.00312692680348806,0.00405179247775918,0.00215801990663261,0.010261604862151,0.00198185501629525,0.00013212366775301,0.00030828855809037,0.0166035409142958,0.010129481194398,8.80824451686779e-05,0,4.40412225843389e-05,8.80824451686779e-05,0.00096890689685545,0.00017616489033735,4.40412225843389e-05,0,0.00017616489033735,4.40412225843389e-05,0,4.40412225843389e-05,0.00030828855809037,0.00026424733550603,0.00013212366775301,8.80824451686779e-05,0.00074870078393376,0,0.00030828855809037,0,376,59,37,0,146,70,16,22,1,662,216,0.0165594996917114,0.002598432132476,0.00162952523562054,0,0.00643001849731349,0.00308288558090373,0.00070465956134942,0.00096890689685545,4.40412225843389e-05,0.0291552893508324,0.00951290407821721,22706,18575,22624,18.2813410586033,0.00088082445168677,0.0033911741389941,22706,NA,1,1,4.40412225843389e-05,4.40412225843389e-05,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2020-06-01,"Bangladesh",139,13,80,2,20,18,0,1018,140,47,170,58,149,47,278,51,2,13,410,169,2,2,1,2,22,2,5,1,3,2,0,0,6,10,20,2,13,2,17,0,0.00546233347742366,0.00051086572091012,0.00314378905175463,7.85947262938657e-05,0.00078594726293865,0.00070735253664479,0,0.0400047156835776,0.0055016308405706,0.00184697606790584,0.00668055173497858,0.0022792470625221,0.00585530710889299,0.00184697606790584,0.0109246669548473,0.00200416552049357,7.85947262938657e-05,0.00051086572091012,0.0161119188902425,0.00664125437183165,7.85947262938657e-05,7.85947262938657e-05,3.92973631469328e-05,7.85947262938657e-05,0.00086454198923252,7.85947262938657e-05,0.00019648681573466,3.92973631469328e-05,0.00011789208944079,7.85947262938657e-05,0,0,0.00023578417888159,0.00039297363146932,0.00078594726293865,7.85947262938657e-05,0.00051086572091012,7.85947262938657e-05,0.00066805517349785,0,620,44,83,0,218,136,22,12,14,819,242,0.0243643651510984,0.00172908397846505,0.00326168114119543,0,0.00856682516603136,0.00534444138798287,0.00086454198923252,0.00047156835776319,0.00055016308405706,0.032184540417338,0.00950996188155775,25447,20547,25330,18.4310699505504,0.00070735253664479,0.00565882029315833,25447,NA,0,5,0,0.00019648681573466,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2020-07-01,"Bangladesh",191,10,145,10,29,15,0,1283,163,36,37,44,219,38,232,76,8,10,370,170,0,1,2,13,22,6,3,0,12,1,1,0,7,17,12,5,15,1,8,2,0.00762901421952389,0.00039942482824732,0.0057916600095862,0.00039942482824732,0.00115833200191724,0.00059913724237098,0,0.0512462054641317,0.00651062470043138,0.00143792938169037,0.0014778718645151,0.00175746924428822,0.00874740373861639,0.00151781434733983,0.00926665601533791,0.00303562869467966,0.00031953986259785,0.00039942482824732,0.014778718645151,0.00679022208020451,0,3.99424828247324e-05,7.98849656494648e-05,0.00051925227672152,0.00087873462214411,0.00023965489694839,0.00011982744847419,0,0.00047930979389678,3.99424828247324e-05,3.99424828247324e-05,0,0.00027959737977312,0.00067902220802045,0.00047930979389678,0.00019971241412366,0.00059913724237098,3.99424828247324e-05,0.00031953986259785,7.98849656494648e-05,673,41,162,0,299,92,46,15,11,788,211,0.0268812909410449,0.00163764179581403,0.00647068221760665,0,0.011942802364595,0.00367470841987538,0.00183735420993769,0.00059913724237098,0.00043936731107205,0.0314746764658891,0.00842786387601853,25036,19842,24904,18.5203283748997,0.00075890717366991,0.0055520051126378,25036,NA,1,3,3.99424828247324e-05,0.00011982744847419,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
