"","date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","telegraf.al","diaspora_activation","diplomatic_mediation","diaspora_activationNorm","diplomatic_mediationNorm","bd-pratidin.com","kalerkantho.com","jugantor.com","dailyjanakantha.com","jawapos.com","kompas.com","mediaindonesia.com","hariansib.com","diapazon.kz","kaztag.kz","prishtinainsight.com","botasot.info","koha.mk","slobodenpecat.mk","skopjediem.com","novamakedonija.com.mk","jang.com.pk","dailytimes.com.pk","pakobserver.net","tribune.com.pk","rs.n1info.com","insajder.net","thediliweekly.com"
"569",2021-05-01,"Kazakhstan",21,6,8,2,23,0,1,252,39,31,12,9,13,13,23,11,1,2,12,15,0,0,1,11,2,4,3,1,13,1,1,0,2,14,2,2,2,0,7,1,0.00691244239631336,0.00197498354180382,0.00263331138907176,0.00065832784726793,0.0075707702435813,0,0.00032916392363397,0.0829493087557604,0.0128373930217248,0.0102040816326531,0.00394996708360764,0.00296247531270573,0.00427913100724161,0.00427913100724161,0.0075707702435813,0.00362080315997367,0.00032916392363397,0.00065832784726793,0.00394996708360764,0.00493745885450955,0,0,0.00032916392363397,0.00362080315997367,0.00065832784726793,0.00131665569453588,0.0009874917709019,0.00032916392363397,0.00427913100724161,0.00032916392363397,0.00032916392363397,0,0.00065832784726793,0.00460829493087558,0.00065832784726793,0.00065832784726793,0.00065832784726793,0,0.00230414746543779,0.00032916392363397,50,20,17,1,66,51,4,2,4,29,51,0.0164581961816985,0.00658327847267939,0.00559578670177749,0.00032916392363397,0.021724818959842,0.0167873601053325,0.00131665569453588,0.00065832784726793,0.00131665569453588,0.00954575378538512,0.0167873601053325,3038,2273,2967,17.8020814406781,0.0355497037524687,0.0118499012508229,3038,NA,3,1,0.0009874917709019,0.00032916392363397,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",2021-06-01,"Kazakhstan",23,4,20,1,33,3,2,255,33,19,19,1,24,8,36,8,2,1,9,4,1,1,3,12,3,8,3,3,10,1,3,1,8,12,2,3,14,0,8,4,0.00779396814639105,0.00135547272111149,0.00677736360555744,0.00033886818027787,0.0111826499491698,0.00101660454083362,0.00067773636055574,0.0864113859708573,0.0111826499491698,0.00643849542527957,0.00643849542527957,0.00033886818027787,0.00813283632666893,0.00271094544222298,0.0121992544900034,0.00271094544222298,0.00067773636055574,0.00033886818027787,0.00304981362250085,0.00135547272111149,0.00033886818027787,0.00033886818027787,0.00101660454083362,0.00406641816333446,0.00101660454083362,0.00271094544222298,0.00101660454083362,0.00101660454083362,0.00338868180277872,0.00033886818027787,0.00101660454083362,0.00033886818027787,0.00271094544222298,0.00406641816333446,0.00067773636055574,0.00101660454083362,0.00474415452389021,0,0.00271094544222298,0.00135547272111149,48,35,20,0,60,40,6,0,3,12,40,0.0162656726533379,0.0118603863097255,0.00677736360555744,0,0.0203320908166723,0.0135547272111149,0.00203320908166723,0,0.00101660454083362,0.00406641816333446,0.0135547272111149,2951,2213,2846,17.5085966913673,0.0342256862080651,0.01592680447306,2951,NA,3,2,0.00101660454083362,0.00067773636055574,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",2021-07-01,"Kazakhstan",39,6,15,6,22,1,1,267,47,7,25,6,27,7,45,17,4,0,0,7,2,3,2,12,5,1,0,2,4,0,0,0,6,4,0,1,6,2,2,3,0.0137955429784224,0.00212239122744959,0.00530597806862398,0.00212239122744959,0.00778210116731518,0.00035373187124159,0.00035373187124159,0.0944464096215069,0.0166253979483551,0.00247612309869119,0.00884329678103997,0.00212239122744959,0.00955076052352317,0.00247612309869119,0.0159179342058719,0.00601344181110718,0.0014149274849664,0,0,0.00247612309869119,0.00070746374248319,0.0010611956137248,0.00070746374248319,0.00424478245489919,0.00176865935620799,0.00035373187124159,0,0.00070746374248319,0.0014149274849664,0,0,0,0.00212239122744959,0.0014149274849664,0,0.00035373187124159,0.00212239122744959,0.00070746374248319,0.00070746374248319,0.0010611956137248,60,18,19,0,53,19,5,3,6,19,50,0.0212239122744959,0.00636717368234878,0.00672090555359038,0,0.0187477891758047,0.00672090555359038,0.00176865935620799,0.0010611956137248,0.00212239122744959,0.00672090555359038,0.0176865935620799,2827,2060,2771,18.4617656159802,0.0233463035019455,0.00990449239476477,2827,NA,1,0,0.00035373187124159,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",2021-08-01,"Kazakhstan",12,5,1,0,21,3,0,298,46,10,9,8,33,5,29,22,2,1,28,17,3,1,1,7,6,4,0,0,4,3,4,1,10,2,0,0,7,2,5,2,0.00433839479392625,0.00180766449746927,0.00036153289949385,0,0.00759219088937093,0.00108459869848156,0,0.107736804049168,0.0166305133767173,0.00361532899493854,0.00325379609544469,0.00289226319595083,0.0119305856832972,0.00180766449746927,0.0104844540853218,0.00795372378886479,0.0007230657989877,0.00036153289949385,0.0101229211858279,0.00614605929139552,0.00108459869848156,0.00036153289949385,0.00036153289949385,0.00253073029645698,0.00216919739696312,0.00144613159797542,0,0,0.00144613159797542,0.00108459869848156,0.00144613159797542,0.00036153289949385,0.00361532899493854,0.0007230657989877,0,0,0.00253073029645698,0.0007230657989877,0.00180766449746927,0.0007230657989877,63,8,14,0,41,23,4,1,3,16,40,0.0227765726681128,0.00289226319595083,0.00506146059291396,0,0.014822848879248,0.00831525668835864,0.00144613159797542,0.00036153289949385,0.00108459869848156,0.00578452639190166,0.0144613159797542,2766,2042,2699,19.299199024158,0.032176428054953,0.00614605929139552,2766,NA,3,2,0.00108459869848156,0.0007230657989877,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573",2021-09-01,"Kazakhstan",18,5,12,0,40,0,0,248,43,17,13,3,17,11,27,13,2,3,23,5,1,1,3,5,5,1,3,0,9,7,4,5,6,14,2,0,7,4,4,1,0.00651465798045603,0.00180962721679334,0.00434310532030402,0,0.0144770177343467,0,0,0.0897575099529497,0.0155627940644227,0.00615273253709736,0.00470503076366269,0.001085776330076,0.00615273253709736,0.00398117987694535,0.00977198697068404,0.00470503076366269,0.00072385088671733,0.001085776330076,0.00832428519724937,0.00180962721679334,0.00036192544335866,0.00036192544335866,0.001085776330076,0.00180962721679334,0.00180962721679334,0.00036192544335866,0.001085776330076,0,0.00325732899022801,0.00253347810351068,0.00144770177343467,0.00180962721679334,0.00217155266015201,0.00506695620702135,0.00072385088671733,0,0.00253347810351068,0.00144770177343467,0.00144770177343467,0.00036192544335866,50,19,15,0,49,30,4,2,3,28,45,0.0180962721679334,0.00687658342381469,0.00542888165038002,0,0.0177343467245747,0.01085776330076,0.00144770177343467,0.00072385088671733,0.001085776330076,0.0101339124140427,0.0162866449511401,2763,2042,2681,17.9929431222124,0.0405356496561708,0.0155627940644227,2763,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",2021-10-01,"Kazakhstan",16,4,4,0,30,2,2,196,50,13,15,8,26,12,19,11,1,7,12,14,0,2,1,5,5,6,4,2,5,4,1,0,8,5,1,0,1,5,11,1,0.0055963623644631,0.00139909059111577,0.00139909059111577,0,0.0104931794333683,0.00069954529555788,0.00069954529555788,0.068555438964673,0.0174886323889472,0.00454704442112627,0.00524658971668416,0.00279818118223155,0.00909408884225254,0.00419727177334732,0.00664568030779993,0.00384749912556838,0.00034977264777894,0.00244840853445261,0.00419727177334732,0.00489681706890521,0,0.00069954529555788,0.00034977264777894,0.00174886323889472,0.00174886323889472,0.00209863588667366,0.00139909059111577,0.00069954529555788,0.00174886323889472,0.00139909059111577,0.00034977264777894,0,0.00279818118223155,0.00174886323889472,0.00034977264777894,0,0.00034977264777894,0.00174886323889472,0.00384749912556838,0.00034977264777894,43,17,17,0,47,33,5,7,0,25,51,0.0150402238544946,0.00594613501224204,0.00594613501224204,0,0.0164393144456104,0.0115424973767051,0.00174886323889472,0.00244840853445261,0,0.00874431619447359,0.0178384050367261,2859,2204,2791,18.5054192474298,0.0328786288912207,0.0104931794333683,2859,NA,1,0,0.00034977264777894,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575",2021-11-01,"Kazakhstan",14,3,13,1,37,1,2,208,38,29,9,5,21,8,18,8,1,2,4,9,4,2,4,12,6,1,0,2,11,1,2,0,11,6,1,1,4,3,17,13,0.00446998722860792,0.00095785440613026,0.0041507024265645,0.00031928480204342,0.0118135376756066,0.00031928480204342,0.00063856960408684,0.0664112388250319,0.0121328224776501,0.00925925925925926,0.0028735632183908,0.00159642401021711,0.00670498084291188,0.00255427841634738,0.00574712643678161,0.00255427841634738,0.00031928480204342,0.00063856960408684,0.00127713920817369,0.0028735632183908,0.00127713920817369,0.00063856960408684,0.00127713920817369,0.00383141762452107,0.00191570881226054,0.00031928480204342,0,0.00063856960408684,0.00351213282247765,0.00031928480204342,0.00063856960408684,0,0.00351213282247765,0.00191570881226054,0.00031928480204342,0.00031928480204342,0.00127713920817369,0.00095785440613026,0.00542784163473819,0.0041507024265645,45,37,21,0,55,43,3,2,3,34,37,0.014367816091954,0.0118135376756066,0.00670498084291188,0,0.0175606641123883,0.0137292464878672,0.00095785440613026,0.00063856960408684,0.00095785440613026,0.0108556832694764,0.0118135376756066,3132,2450,3025,16.5724484890597,0.0402298850574713,0.0102171136653895,3132,NA,6,0,0.00191570881226054,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",2021-12-01,"Kazakhstan",27,8,2,0,30,0,0,154,36,28,8,8,30,11,11,18,0,3,3,6,3,2,1,12,7,4,2,1,10,0,1,2,7,6,2,1,3,1,7,4,0.00944055944055944,0.0027972027972028,0.00069930069930069,0,0.0104895104895105,0,0,0.0538461538461538,0.0125874125874126,0.00979020979020979,0.0027972027972028,0.0027972027972028,0.0104895104895105,0.00384615384615385,0.00384615384615385,0.00629370629370629,0,0.00104895104895105,0.00104895104895105,0.0020979020979021,0.00104895104895105,0.00069930069930069,0.00034965034965035,0.0041958041958042,0.00244755244755245,0.0013986013986014,0.00069930069930069,0.00034965034965035,0.0034965034965035,0,0.00034965034965035,0.00069930069930069,0.00244755244755245,0.0020979020979021,0.00069930069930069,0.00034965034965035,0.00104895104895105,0.00034965034965035,0.00244755244755245,0.0013986013986014,58,25,17,1,51,53,6,2,3,20,46,0.0202797202797203,0.00874125874125874,0.00594405594405594,0.00034965034965035,0.0178321678321678,0.0185314685314685,0.0020979020979021,0.00069930069930069,0.00104895104895105,0.00699300699300699,0.0160839160839161,2860,2226,2781,17.5547276175017,0.0363636363636364,0.00909090909090909,2860,NA,2,1,0.00069930069930069,0.00034965034965035,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",2022-01-01,"Kazakhstan",125,14,18,0,34,23,2,110,62,41,50,96,18,24,159,68,3,9,99,81,1,0,2,5,20,3,2,0,3,1,1,4,4,13,41,0,3,0,6,1,0.0356836996859834,0.00399657436483015,0.00513845275478162,0,0.0097059663145875,0.00656580074222095,0.00057093919497573,0.0314016557236654,0.0176991150442478,0.0117042534970026,0.0142734798743934,0.0274050813588353,0.00513845275478162,0.00685127033970882,0.0453896660005709,0.019411932629175,0.0008564087924636,0.00256922637739081,0.0282614901512989,0.0231230373965173,0.00028546959748786,0,0.00057093919497573,0.00142734798743934,0.00570939194975735,0.0008564087924636,0.00057093919497573,0,0.0008564087924636,0.00028546959748786,0.00028546959748786,0.00114187838995147,0.00114187838995147,0.00371110476734228,0.0117042534970026,0,0.0008564087924636,0,0.00171281758492721,0.00028546959748786,67,16,11,0,26,47,14,1,3,16,49,0.0191264630316871,0.00456751355980588,0.00314016557236654,0,0.00742220953468456,0.0134170710819298,0.00399657436483015,0.00028546959748786,0.0008564087924636,0.00456751355980588,0.0139880102769055,3503,2235,3393,36.1540638189948,0.0456751355980588,0.00942049671709963,3503,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",2022-02-01,"Kazakhstan",48,9,14,1,41,2,0,153,48,18,6,8,32,10,32,41,0,10,11,19,1,2,6,7,14,5,2,0,9,1,4,0,13,12,5,1,4,2,20,8,0.0159574468085106,0.00299202127659574,0.00465425531914894,0.00033244680851063,0.0136303191489362,0.00066489361702127,0,0.0508643617021277,0.0159574468085106,0.00598404255319149,0.00199468085106383,0.00265957446808511,0.0106382978723404,0.00332446808510638,0.0106382978723404,0.0136303191489362,0,0.00332446808510638,0.00365691489361702,0.00631648936170213,0.00033244680851063,0.00066489361702127,0.00199468085106383,0.00232712765957447,0.00465425531914894,0.00166223404255319,0.00066489361702127,0,0.00299202127659574,0.00033244680851063,0.00132978723404255,0,0.0043218085106383,0.00398936170212766,0.00166223404255319,0.00033244680851063,0.00132978723404255,0.00066489361702127,0.00664893617021277,0.00265957446808511,67,19,15,0,49,22,9,2,2,12,43,0.0222739361702128,0.00631648936170213,0.00498670212765957,0,0.0162898936170213,0.00731382978723404,0.00299202127659574,0.00066489361702127,0.00066489361702127,0.00398936170212766,0.0142952127659574,3008,2295,2886,20.610673638602,0.046875,0.0159574468085106,3008,NA,1,5,0.00033244680851063,0.00166223404255319,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",2022-03-01,"Kazakhstan",29,12,15,0,35,3,0,134,49,30,4,2,23,14,35,23,1,19,6,12,2,3,5,19,15,0,3,1,8,0,10,0,5,21,2,2,5,2,49,1,0.0103202846975089,0.00427046263345196,0.00533807829181495,0,0.0124555160142349,0.00106761565836299,0,0.0476868327402135,0.0174377224199288,0.0106761565836299,0.00142348754448399,0.00071174377224199,0.00818505338078292,0.00498220640569395,0.0124555160142349,0.00818505338078292,0.00035587188612099,0.00676156583629893,0.00213523131672598,0.00427046263345196,0.00071174377224199,0.00106761565836299,0.00177935943060498,0.00676156583629893,0.00533807829181495,0,0.00106761565836299,0.00035587188612099,0.00284697508896797,0,0.00355871886120996,0,0.00177935943060498,0.00747330960854093,0.00071174377224199,0.00071174377224199,0.00177935943060498,0.00071174377224199,0.0174377224199288,0.00035587188612099,68,20,30,1,51,36,2,2,3,14,22,0.0241992882562278,0.00711743772241993,0.0106761565836299,0.00035587188612099,0.0181494661921708,0.0128113879003559,0.00071174377224199,0.00071174377224199,0.00106761565836299,0.00498220640569395,0.00782918149466192,2810,2154,2650,20.6379476104726,0.0740213523131673,0.00711743772241993,2810,NA,4,3,0.00142348754448399,0.00106761565836299,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",2022-04-01,"Kazakhstan",63,8,19,0,16,2,0,167,45,44,5,8,35,5,26,22,1,4,10,4,4,0,2,11,11,1,3,2,14,2,6,0,5,17,3,2,7,4,14,4,0.0210631895687061,0.00267469073888332,0.00635239050484788,0,0.00534938147776663,0.00066867268472082,0,0.0558341691741892,0.0150451354062187,0.0147107990638582,0.00167168171180207,0.00267469073888332,0.0117017719826145,0.00167168171180207,0.00869274490137078,0.00735539953192912,0.00033433634236041,0.00133734536944166,0.00334336342360415,0.00133734536944166,0.00133734536944166,0,0.00066867268472082,0.00367769976596456,0.00367769976596456,0.00033433634236041,0.00100300902708124,0.00066867268472082,0.0046807087930458,0.00066867268472082,0.00200601805416249,0,0.00167168171180207,0.00568371782012705,0.00100300902708124,0.00066867268472082,0.0023403543965229,0.00133734536944166,0.0046807087930458,0.00133734536944166,61,25,24,1,72,38,5,1,5,18,48,0.0203945168839853,0.00835840855901037,0.00802407221664995,0.00033433634236041,0.0240722166499498,0.0127047810096958,0.00167168171180207,0.00033433634236041,0.00167168171180207,0.00601805416248746,0.0160481444332999,2991,2252,2875,19.2201375528202,0.0524908057505851,0.00568371782012705,2991,NA,2,2,0.00066867268472082,0.00066867268472082,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",2022-05-01,"Kazakhstan",19,3,9,3,28,0,0,132,76,62,0,8,46,9,9,15,1,1,4,5,1,0,0,1,1,2,0,0,15,0,1,0,8,6,2,1,1,0,16,2,0.00664568030779993,0.00104931794333683,0.00314795383001049,0.00104931794333683,0.00979363413781042,0,0,0.0461699895068206,0.0265827212311997,0.0216859041622945,0,0.00279818118223155,0.0160895417978314,0.00314795383001049,0.00314795383001049,0.00524658971668416,0.00034977264777894,0.00034977264777894,0.00139909059111577,0.00174886323889472,0.00034977264777894,0,0,0.00034977264777894,0.00034977264777894,0.00069954529555788,0,0,0.00524658971668416,0,0.00034977264777894,0,0.00279818118223155,0.00209863588667366,0.00069954529555788,0.00034977264777894,0.00034977264777894,0,0.0055963623644631,0.00069954529555788,66,24,21,2,47,38,4,4,5,20,44,0.0230849947534103,0.00839454354669465,0.00734522560335782,0.00069954529555788,0.0164393144456104,0.0132913606155999,0.00139909059111577,0.00139909059111577,0.00174886323889472,0.00699545295557887,0.0153899965022735,2859,2204,2801,17.4732393660361,0.0213361315145156,0.00314795383001049,2859,NA,1,0,0.00034977264777894,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",2022-06-01,"Kazakhstan",31,7,46,11,29,2,0,150,74,59,3,6,43,9,16,19,2,5,8,11,0,1,3,7,11,3,0,1,8,1,1,0,8,8,0,0,3,2,17,0,0.00932050511124474,0.0021046301864101,0.0138304269392664,0.00330727600721588,0.00871918220084185,0.00060132291040288,0,0.0450992182802165,0.0222489476849068,0.0177390258568851,0.00090198436560433,0.00180396873120866,0.0129284425736621,0.00270595309681299,0.00481058328322309,0.00571256764882742,0.00060132291040288,0.00150330727600722,0.00240529164161155,0.00330727600721588,0,0.00030066145520144,0.00090198436560433,0.0021046301864101,0.00330727600721588,0.00090198436560433,0,0.00030066145520144,0.00240529164161155,0.00030066145520144,0.00030066145520144,0,0.00240529164161155,0.00240529164161155,0,0,0.00090198436560433,0.00060132291040288,0.00511124473842453,0,62,24,35,1,86,64,4,5,0,23,59,0.0186410102224895,0.00721587492483464,0.0105231509320505,0.00030066145520144,0.0258568851473241,0.0192423331328924,0.00120264582080577,0.00150330727600722,0,0.00691521346963319,0.0177390258568851,3326,2483,3251,18.3572557685551,0.0234515935057126,0.00661455201443175,3326,NA,1,0,0.00030066145520144,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",2022-07-01,"Kazakhstan",20,4,2,2,24,0,0,127,46,16,6,4,24,5,11,10,2,3,12,8,2,1,1,6,1,2,0,0,14,0,1,0,5,8,0,0,0,0,10,2,0.0103734439834025,0.0020746887966805,0.00103734439834025,0.00103734439834025,0.012448132780083,0,0,0.0658713692946058,0.0238589211618257,0.00829875518672199,0.00311203319502075,0.0020746887966805,0.012448132780083,0.00259336099585062,0.00570539419087137,0.00518672199170124,0.00103734439834025,0.00155601659751037,0.00622406639004149,0.004149377593361,0.00103734439834025,0.00051867219917012,0.00051867219917012,0.00311203319502075,0.00051867219917012,0.00103734439834025,0,0,0.00726141078838174,0,0.00051867219917012,0,0.00259336099585062,0.004149377593361,0,0,0,0,0.00518672199170124,0.00103734439834025,47,11,22,1,29,34,2,4,3,13,45,0.0243775933609959,0.00570539419087137,0.0114107883817427,0.00051867219917012,0.0150414937759336,0.0176348547717842,0.00103734439834025,0.0020746887966805,0.00155601659751037,0.00674273858921162,0.0233402489626556,1928,1427,1874,18.6196356272478,0.0368257261410788,0.00155601659751037,1928,NA,0,1,0,0.00051867219917012,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",2022-08-01,"Kazakhstan",9,3,4,0,27,2,0,83,35,12,2,2,16,11,16,14,1,2,11,9,1,0,0,3,0,5,0,1,1,1,0,0,5,9,1,1,4,1,4,0,0.00466321243523316,0.00155440414507772,0.00207253886010363,0,0.0139896373056995,0.00103626943005181,0,0.0430051813471503,0.0181347150259067,0.00621761658031088,0.00103626943005181,0.00103626943005181,0.00829015544041451,0.00569948186528497,0.00829015544041451,0.00725388601036269,0.0005181347150259,0.00103626943005181,0.00569948186528497,0.00466321243523316,0.0005181347150259,0,0,0.00155440414507772,0,0.00259067357512953,0,0.0005181347150259,0.0005181347150259,0.0005181347150259,0,0,0.00259067357512953,0.00466321243523316,0.0005181347150259,0.0005181347150259,0.00207253886010363,0.0005181347150259,0.00207253886010363,0,55,12,13,0,42,14,7,5,5,19,46,0.0284974093264249,0.00621761658031088,0.00673575129533679,0,0.0217616580310881,0.00725388601036269,0.00362694300518135,0.00259067357512953,0.00259067357512953,0.00984455958549223,0.0238341968911917,1930,1473,1893,18.7171967469794,0.0243523316062176,0.00155440414507772,1930,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",2022-09-01,"Kazakhstan",16,6,50,6,45,0,1,105,29,22,1,7,11,13,11,5,3,3,2,5,1,0,4,13,9,21,0,0,2,1,3,0,4,15,7,0,2,0,6,0,0.00696560731388768,0.00261210274270788,0.021767522855899,0.00261210274270788,0.0195907705703091,0,0.00043535045711798,0.0457117979973879,0.0126251632564214,0.00957771005659556,0.00043535045711798,0.00304745319982586,0.00478885502829778,0.00565955594253374,0.00478885502829778,0.0021767522855899,0.00130605137135394,0.00130605137135394,0.00087070091423596,0.0021767522855899,0.00043535045711798,0,0.00174140182847192,0.00565955594253374,0.00391815411406182,0.00914235959947758,0,0,0.00087070091423596,0.00043535045711798,0.00130605137135394,0,0.00174140182847192,0.0065302568567697,0.00304745319982586,0,0.00087070091423596,0,0.00261210274270788,0,43,24,20,0,37,24,2,0,1,19,28,0.0187200696560731,0.0104484109708315,0.0087070091423596,0,0.0161079669133653,0.0104484109708315,0.00087070091423596,0,0.00043535045711798,0.00827165868524162,0.0121898127993034,2297,1781,2198,17.3886679770177,0.043970396168916,0.0235089246843709,2297,NA,11,0,0.00478885502829778,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",2022-10-01,"Kazakhstan",19,3,80,8,56,1,0,72,35,9,1,7,9,11,5,13,3,1,8,4,0,0,0,15,12,6,0,0,9,1,0,0,10,7,2,0,0,1,6,0,0.00865998176845944,0.00136736554238833,0.0364630811303555,0.00364630811303555,0.0255241567912489,0.00045578851412944,0,0.03281677301732,0.0159525979945305,0.004102096627165,0.00045578851412944,0.00319051959890611,0.004102096627165,0.00501367365542388,0.00227894257064722,0.00592525068368277,0.00136736554238833,0.00045578851412944,0.00364630811303555,0.00182315405651778,0,0,0,0.00683682771194166,0.00546946216955333,0.00273473108477666,0,0,0.004102096627165,0.00045578851412944,0,0,0.00455788514129444,0.00319051959890611,0.00091157702825888,0,0,0.00045578851412944,0.00273473108477666,0,41,15,14,0,32,12,1,2,1,19,41,0.0186873290793072,0.00683682771194166,0.00638103919781222,0,0.0145852324521422,0.00546946216955333,0.00045578851412944,0.00091157702825888,0.00045578851412944,0.00865998176845944,0.0186873290793072,2194,1684,2121,17.6556005947624,0.0487693710118505,0.00091157702825888,2194,NA,2,2,0.00091157702825888,0.00091157702825888,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",2022-11-01,"Kazakhstan",39,5,148,9,33,5,1,69,38,16,1,3,17,5,17,5,2,2,2,3,1,0,0,3,10,5,0,0,6,0,0,0,4,6,0,0,0,1,7,0,0.0177353342428377,0.0022737608003638,0.0673033196907685,0.00409276944065484,0.0150068212824011,0.0022737608003638,0.00045475216007276,0.0313778990450205,0.0172805820827649,0.00727603456116417,0.00045475216007276,0.00136425648021828,0.00773078672123693,0.0022737608003638,0.00773078672123693,0.0022737608003638,0.00090950432014552,0.00090950432014552,0.00090950432014552,0.00136425648021828,0.00045475216007276,0,0,0.00136425648021828,0.0045475216007276,0.0022737608003638,0,0,0.00272851296043656,0,0,0,0.00181900864029104,0.00272851296043656,0,0,0,0.00045475216007276,0.00318326512050932,0,46,18,16,1,42,13,2,3,4,20,35,0.020918599363347,0.00818553888130969,0.00727603456116417,0.00045475216007276,0.0190995907230559,0.00591177808094588,0.00090950432014552,0.00136425648021828,0.00181900864029104,0.00909504320145521,0.0159163256025466,2199,1601,2156,18.6243776582257,0.0300136425648022,0.00318326512050932,2199,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
