"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","telegraf.al"
2014-04-01,"Albania",7,1,16,4,20,2,1,18,86,34,0,2,46,2,23,6,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.003239241092087,0.000462748727441,0.00740397963905599,0.001850994909764,0.00925497454881999,0.000925497454881999,0.000462748727441,0.00832947709393799,0.039796390559926,0.015733456732994,0,0.000925497454881999,0.021286441462286,0.000925497454881999,0.010643220731143,0.002776492364646,0,0.002313743637205,0.003239241092087,0.00555298472929199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000462748727441,0,0,0,0,0,0,44,6,16,2,70,43,4,1,8,25,26,0.020360944007404,0.002776492364646,0.00740397963905599,0.000925497454881999,0.03239241092087,0.019898195279963,0.001850994909764,0.000462748727441,0.003701989819528,0.011568718186025,0.012031466913466,2161,1674,2160,7.56421107963717,0,0.000462748727441,2161,1
2014-05-01,"Albania",9,2,28,4,18,3,0,26,53,19,1,4,31,6,96,16,0,6,8,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0.00345224395857307,0.000767165324127349,0.0107403145377829,0.0015343306482547,0.00690448791714614,0.00115074798619102,0,0.00997314921365554,0.0203298810893748,0.00728807057920982,0.000383582662063675,0.0015343306482547,0.0118910625239739,0.00230149597238205,0.0368239355581128,0.0061373225930188,0,0.00230149597238205,0.0030686612965094,0.00498657460682777,0,0,0,0,0,0,0,0,0,0,0,0,0.000383582662063675,0,0,0,0,0,0.000767165324127349,0,53,10,19,0,79,47,8,4,5,32,32,0.0203298810893748,0.00383582662063675,0.00728807057920982,0,0.0303030303030303,0.0180283851169927,0.0030686612965094,0.0015343306482547,0.00191791331031837,0.0122746451860376,0.0122746451860376,2607,2013,2604,6.7431430329393,0.00115074798619102,0,2607,1
2014-06-01,"Albania",6,1,52,5,32,1,0,6,50,26,0,19,31,1,31,11,5,4,10,12,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00260416666666667,0.000434027777777778,0.0225694444444444,0.00217013888888889,0.0138888888888889,0.000434027777777778,0,0.00260416666666667,0.0217013888888889,0.0112847222222222,0,0.00824652777777778,0.0134548611111111,0.000434027777777778,0.0134548611111111,0.00477430555555556,0.00217013888888889,0.00173611111111111,0.00434027777777778,0.00520833333333333,0,0,0,0,0,0,0,0,0.000434027777777778,0,0,0,0.000434027777777778,0,0,0,0,0,0,0,44,8,13,0,43,44,2,10,2,23,35,0.0190972222222222,0.00347222222222222,0.00564236111111111,0,0.0186631944444444,0.0190972222222222,0.000868055555555556,0.00434027777777778,0.000868055555555556,0.00998263888888889,0.0151909722222222,2304,1811,2302,8.7016314834349,0.000868055555555556,0,2304,1
2014-07-01,"Albania",8,0,50,7,21,2,0,12,74,66,0,5,45,4,48,6,1,4,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00322971336293904,0,0.020185708518369,0.00282599919257166,0.00847799757771498,0.00080742834073476,0,0.00484457004440856,0.0298748486071861,0.0266451352442471,0,0.0020185708518369,0.0181671376665321,0.00161485668146952,0.0193782801776342,0.00242228502220428,0.00040371417036738,0.00161485668146952,0.00322971336293904,0.00484457004440856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,27,2,75,60,10,0,2,27,37,0.020185708518369,0.00686314089624546,0.0109002825999193,0.00080742834073476,0.0302785627775535,0.0242228502220428,0.0040371417036738,0,0.00080742834073476,0.0109002825999193,0.0149374243035931,2477,1855,2477,7.02905658523248,0,0.00040371417036738,2477,1
2014-08-01,"Albania",9,0,17,3,15,3,3,23,66,30,1,6,36,10,24,26,1,0,5,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00420364315740308,0,0.00794021485287249,0.00140121438580103,0.00700607192900514,0.00140121438580103,0.00140121438580103,0.0107426436244745,0.0308267164876226,0.0140121438580103,0.000467071461933676,0.00280242877160206,0.0168145726296123,0.00467071461933676,0.0112097150864082,0.0121438580102756,0.000467071461933676,0,0.00233535730966838,0.00747314339093881,0,0,0,0,0,0,0,0,0.000467071461933676,0,0,0,0,0,0,0,0,0,0.000467071461933676,0,52,9,19,0,57,22,4,1,3,27,37,0.0242877160205511,0.00420364315740308,0.00887435777673984,0,0.0266230733302195,0.0102755721625409,0.0018682858477347,0.000467071461933676,0.00140121438580103,0.0126109294722092,0.017281644091546,2141,1656,2139,7.5437772789569,0.000934142923867352,0,2141,1
2014-09-01,"Albania",30,0,40,2,33,3,0,6,87,29,0,3,42,4,12,29,2,2,7,19,0,0,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0.0115919629057187,0,0.0154559505409583,0.000772797527047913,0.0127511591962906,0.00115919629057187,0,0.00231839258114374,0.0336166924265842,0.0112055641421947,0,0.00115919629057187,0.0162287480680062,0.00154559505409583,0.00463678516228748,0.0112055641421947,0.000772797527047913,0.000772797527047913,0.0027047913446677,0.00734157650695518,0,0,0,0,0,0.000386398763523957,0,0,0.00193199381761978,0,0,0,0.000386398763523957,0,0,0,0,0,0,0,64,17,26,0,79,40,4,1,6,32,35,0.0247295208655332,0.00656877897990726,0.0100463678516229,0,0.0305255023183926,0.0154559505409583,0.00154559505409583,0.000386398763523957,0.00231839258114374,0.0123647604327666,0.0135239567233385,2588,1978,2581,8.37509706617081,0.000386398763523957,0.00347758887171561,2588,1
2014-10-01,"Albania",25,2,44,2,30,5,1,15,94,36,0,5,45,5,29,14,7,2,6,23,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00886524822695036,0.000709219858156028,0.0156028368794326,0.000709219858156028,0.0106382978723404,0.00177304964539007,0.000354609929078014,0.00531914893617021,0.0333333333333333,0.0127659574468085,0,0.00177304964539007,0.0159574468085106,0.00177304964539007,0.0102836879432624,0.0049645390070922,0.0024822695035461,0.000709219858156028,0.00212765957446809,0.00815602836879433,0,0.000354609929078014,0,0,0,0,0,0,0,0,0,0,0.000354609929078014,0,0,0,0,0,0,0,80,15,22,1,80,42,7,3,1,10,26,0.0283687943262411,0.00531914893617021,0.00780141843971631,0.000354609929078014,0.0283687943262411,0.0148936170212766,0.0024822695035461,0.00106382978723404,0.000354609929078014,0.00354609929078014,0.00921985815602837,2820,2190,2818,9.08556735283821,0.000354609929078014,0.000354609929078014,2820,1
2014-11-01,"Albania",8,0,38,3,34,6,0,26,59,41,0,5,34,4,75,10,2,6,7,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0031104199066874,0,0.0147744945567652,0.00116640746500778,0.0132192846034215,0.00233281493001555,0,0.0101088646967341,0.0229393468118196,0.0159409020217729,0,0.00194401244167963,0.0132192846034215,0.0015552099533437,0.0291601866251944,0.00388802488335925,0.000777604976671851,0.00233281493001555,0.00272161741835148,0.00233281493001555,0,0.000388802488335925,0,0,0,0,0,0,0,0,0.000388802488335925,0,0,0,0,0,0,0,0,0,56,11,28,0,73,68,5,2,7,31,30,0.0217729393468118,0.00427682737169518,0.0108864696734059,0,0.0283825816485226,0.0264385692068429,0.00194401244167963,0.000777604976671851,0.00272161741835148,0.0120528771384137,0.0116640746500778,2572,1937,2570,6.94105468470476,0.000388802488335925,0.000388802488335925,2572,1
2014-12-01,"Albania",11,1,54,3,29,3,0,26,52,41,0,5,39,0,21,12,0,4,2,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,5,0,0.00495049504950495,0.00045004500450045,0.0243024302430243,0.00135013501350135,0.0130513051305131,0.00135013501350135,0,0.0117011701170117,0.0234023402340234,0.0184518451845185,0,0.00225022502250225,0.0175517551755176,0,0.00945094509450945,0.0054005400540054,0,0.0018001800180018,0.0009000900090009,0.00135013501350135,0,0,0,0,0,0,0,0,0.0009000900090009,0,0,0,0.00045004500450045,0,0,0,0,0,0.00225022502250225,0,51,9,16,0,55,41,10,2,1,18,27,0.022952295229523,0.00405040504050405,0.0072007200720072,0,0.0247524752475248,0.0184518451845185,0.0045004500450045,0.0009000900090009,0.00045004500450045,0.0081008100810081,0.0121512151215122,2222,1716,2214,6.8181978639138,0.0027002700270027,0.00135013501350135,2222,1
2015-01-01,"Albania",11,0,37,5,15,1,2,13,52,26,0,6,26,2,33,10,0,3,16,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.00544554455445545,0,0.0183168316831683,0.00247524752475248,0.00742574257425743,0.000495049504950495,0.00099009900990099,0.00643564356435644,0.0257425742574257,0.0128712871287129,0,0.00297029702970297,0.0128712871287129,0.00099009900990099,0.0163366336633663,0.00495049504950495,0,0.00148514851485149,0.00792079207920792,0.00693069306930693,0,0,0,0,0,0,0,0,0,0,0,0,0.000495049504950495,0,0,0,0,0,0.000495049504950495,0,59,8,17,0,60,31,5,1,7,22,29,0.0292079207920792,0.00396039603960396,0.00841584158415842,0,0.0297029702970297,0.0153465346534653,0.00247524752475248,0.000495049504950495,0.00346534653465347,0.0108910891089109,0.0143564356435644,2020,1545,2018,7.510274995068,0.00099009900990099,0,2020,1
2015-02-01,"Albania",18,0,55,3,23,3,1,136,50,30,9,1,46,3,40,17,1,5,3,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00636042402826855,0,0.019434628975265,0.00106007067137809,0.00812720848056537,0.00106007067137809,0.000353356890459364,0.0480565371024735,0.0176678445229682,0.0106007067137809,0.00318021201413428,0.000353356890459364,0.0162544169611307,0.00106007067137809,0.0141342756183746,0.00600706713780919,0.000353356890459364,0.00176678445229682,0.00106007067137809,0.015547703180212,0,0,0,0,0,0,0,0,0,0,0,0,0.000353356890459364,0,0,0,0,0,0,0,92,13,21,1,73,37,8,3,7,12,63,0.0325088339222615,0.00459363957597173,0.00742049469964664,0.000353356890459364,0.0257950530035336,0.0130742049469965,0.00282685512367491,0.00106007067137809,0.00247349823321555,0.00424028268551237,0.0222614840989399,2830,2058,2829,6.97645130984264,0.000353356890459364,0,2830,1
2015-03-01,"Albania",30,3,81,8,51,4,4,18,111,34,0,5,29,3,86,31,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0094488188976378,0.00094488188976378,0.025511811023622,0.00251968503937008,0.0160629921259843,0.00125984251968504,0.00125984251968504,0.00566929133858268,0.0349606299212598,0.0107086614173228,0,0.0015748031496063,0.00913385826771653,0.00094488188976378,0.0270866141732283,0.00976377952755906,0,0.00094488188976378,0.00094488188976378,0.00377952755905512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031496062992126,0,96,17,24,3,137,28,9,2,9,19,40,0.0302362204724409,0.00535433070866142,0.00755905511811024,0.00094488188976378,0.0431496062992126,0.00881889763779528,0.00283464566929134,0.00062992125984252,0.00283464566929134,0.00598425196850394,0.0125984251968504,3175,2323,3174,7.97601605617939,0.00031496062992126,0,3175,1
2015-04-01,"Albania",15,1,189,8,55,3,2,25,82,41,0,2,28,3,13,16,0,10,13,21,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0,0,1,0,0.00496031746031746,0.000330687830687831,0.0625,0.00264550264550265,0.0181878306878307,0.000992063492063492,0.000661375661375661,0.00826719576719577,0.0271164021164021,0.0135582010582011,0,0.000661375661375661,0.00925925925925926,0.000992063492063492,0.0042989417989418,0.00529100529100529,0,0.00330687830687831,0.0042989417989418,0.00694444444444444,0,0,0,0,0.000330687830687831,0,0,0,0.000992063492063492,0,0,0,0.000661375661375661,0,0,0.000330687830687831,0,0,0.000330687830687831,0,100,16,23,10,80,44,9,3,10,21,40,0.0330687830687831,0.00529100529100529,0.00760582010582011,0.00330687830687831,0.0264550264550265,0.0145502645502645,0.00297619047619048,0.000992063492063492,0.00330687830687831,0.00694444444444444,0.0132275132275132,3024,2190,3016,6.91160598900448,0.00165343915343915,0.000992063492063492,3024,1
2015-05-01,"Albania",14,4,219,15,53,4,14,20,82,20,0,4,51,1,21,17,2,7,18,30,0,0,0,1,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.00376344086021505,0.0010752688172043,0.0588709677419355,0.00403225806451613,0.014247311827957,0.0010752688172043,0.00376344086021505,0.00537634408602151,0.0220430107526882,0.00537634408602151,0,0.0010752688172043,0.0137096774193548,0.000268817204301075,0.00564516129032258,0.00456989247311828,0.000537634408602151,0.00188172043010753,0.00483870967741936,0.00806451612903226,0,0,0,0.000268817204301075,0.000806451612903226,0,0,0,0.000268817204301075,0,0,0.000268817204301075,0,0.000268817204301075,0,0,0,0,0,0,110,34,34,5,93,35,8,4,9,31,44,0.0295698924731183,0.00913978494623656,0.00913978494623656,0.00134408602150538,0.025,0.00940860215053763,0.0021505376344086,0.0010752688172043,0.00241935483870968,0.00833333333333333,0.0118279569892473,3720,2789,3713,7.81073664498658,0.00161290322580645,0.000806451612903226,3720,1
2015-06-01,"Albania",47,2,474,45,30,4,2,34,94,32,0,14,82,2,15,7,2,19,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117411941044217,0.000499625281039221,0.118411191606295,0.0112415688233825,0.00749437921558831,0.000999250562078441,0.000499625281039221,0.00849362977766675,0.0234823882088434,0.00799400449662753,0,0.00349737696727454,0.020484636522608,0.000499625281039221,0.00374718960779415,0.00174868848363727,0.000499625281039221,0.0047464401698726,0.00449662752935299,0.0119910067449413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,19,49,1,95,34,10,9,3,38,50,0.0322258306270297,0.0047464401698726,0.0122408193854609,0.00024981264051961,0.023732200849363,0.00849362977766675,0.0024981264051961,0.00224831376467649,0.000749437921558831,0.00949288033974519,0.0124906320259805,4003,2694,4003,9.23324576093805,0,0,4003,1
2015-07-01,"Albania",30,1,84,12,47,2,2,70,81,67,1,2,45,2,6,20,3,3,23,19,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.00791347929306252,0.000263782643102084,0.022157742020575,0.00316539171722501,0.0123977842257979,0.000527565286204168,0.000527565286204168,0.0184647850171459,0.0213663940912688,0.0176734370878396,0.000263782643102084,0.000527565286204168,0.0118702189395938,0.000527565286204168,0.0015826958586125,0.00527565286204168,0.000791347929306252,0.000791347929306252,0.00606700079134793,0.00501187021893959,0,0,0,0,0,0,0.000263782643102084,0,0,0,0,0,0,0.000263782643102084,0,0,0,0,0.000263782643102084,0,201,25,31,1,98,79,4,5,6,48,98,0.0530203112635189,0.0065945660775521,0.0081772619361646,0.000263782643102084,0.0258506990240042,0.0208388288050646,0.00105513057240834,0.00131891321551042,0.0015826958586125,0.0126615668689,0.0258506990240042,3791,2733,3788,6.99088576137908,0.000527565286204168,0.000263782643102084,3791,1
2015-08-01,"Albania",8,0,25,4,20,1,0,63,34,20,0,6,24,0,9,9,0,6,11,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0.00264113568834599,0,0.00825354902608121,0.00132056784417299,0.00660283922086497,0.000330141961043249,0,0.0207989435457247,0.0112248266754705,0.00660283922086497,0,0.00198085176625949,0.00792340706503797,0,0.00297127764938924,0.00297127764938924,0,0.00198085176625949,0.00363156157147573,0.00396170353251898,0,0,0,0,0,0,0,0,0.000330141961043249,0,0,0,0,0,0,0,0,0,0.00726312314295147,0,165,9,12,1,59,32,1,4,9,26,99,0.054473423572136,0.00297127764938924,0.00396170353251898,0.000330141961043249,0.0194783757015517,0.010564542753384,0.000330141961043249,0.00132056784417299,0.00297127764938924,0.00858369098712446,0.0326840541432816,3029,2380,3006,5.25666020798678,0.00726312314295147,0.000330141961043249,3029,1
2015-09-01,"Albania",21,2,39,3,35,10,4,30,103,44,1,11,60,3,32,29,0,6,15,24,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00619469026548673,0.000589970501474926,0.0115044247787611,0.000884955752212389,0.0103244837758112,0.00294985250737463,0.00117994100294985,0.00884955752212389,0.0303834808259587,0.0129793510324484,0.000294985250737463,0.00324483775811209,0.0176991150442478,0.000884955752212389,0.00943952802359882,0.00855457227138643,0,0.00176991150442478,0.00442477876106195,0.00707964601769911,0,0,0,0,0,0,0,0,0.000294985250737463,0,0,0,0,0,0,0,0,0,0,0,165,20,32,2,107,34,4,0,8,32,93,0.0486725663716814,0.00589970501474926,0.00943952802359882,0.000589970501474926,0.0315634218289086,0.0100294985250737,0.00117994100294985,0,0.0023598820058997,0.00943952802359882,0.0274336283185841,3390,2495,3389,8.76042957674339,0.000294985250737463,0.000294985250737463,3390,1
2015-10-01,"Albania",11,4,36,4,42,2,1,55,83,32,0,8,52,6,25,12,1,8,14,19,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0.00305725403001668,0.00111172873818788,0.0100055586436909,0.00111172873818788,0.0116731517509728,0.000555864369093941,0.000277932184546971,0.0152862701500834,0.0230683713173986,0.00889382990550306,0,0.00222345747637576,0.0144524735964425,0.00166759310728182,0.00694830461367426,0.00333518621456365,0.000277932184546971,0.00222345747637576,0.00389105058365759,0.00528071150639244,0,0,0,0,0,0,0,0.000277932184546971,0.000277932184546971,0,0,0,0,0,0,0.000555864369093941,0,0,0,0,208,20,35,1,100,26,7,3,5,29,74,0.0578098943857699,0.00555864369093941,0.00972762645914397,0.000277932184546971,0.0277932184546971,0.00722623679822123,0.00194552529182879,0.000833796553640912,0.00138966092273485,0.00806003335186215,0.0205669816564758,3598,2728,3594,6.91004660564141,0.00111172873818788,0.000555864369093941,3598,1
2015-11-01,"Albania",24,1,34,3,29,7,3,63,74,43,2,5,58,2,36,23,1,5,16,32,0,0,0,0,3,0,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0.00753059303420144,0.000313774709758393,0.0106683401317854,0.00094132412927518,0.00909946658299341,0.00219642296830875,0.00094132412927518,0.0197678067147788,0.0232193285221211,0.0134923125196109,0.000627549419516787,0.00156887354879197,0.0181989331659868,0.000627549419516787,0.0112958895513022,0.00721681832444305,0.000313774709758393,0.00156887354879197,0.0050203953561343,0.0100407907122686,0,0,0,0,0.00094132412927518,0,0,0,0.00094132412927518,0.000313774709758393,0,0,0,0.000313774709758393,0.000627549419516787,0,0,0,0,0,152,13,28,1,85,40,7,1,12,23,51,0.0476937558832758,0.00407907122685911,0.00878569187323502,0.000313774709758393,0.0266708503294634,0.0125509883903357,0.00219642296830875,0.000313774709758393,0.00376529651710072,0.00721681832444305,0.0160025101976781,3187,2378,3177,8.3544065084785,0.00219642296830875,0.00094132412927518,3187,1
2015-12-01,"Albania",19,1,31,4,31,3,0,27,63,43,5,6,54,3,114,19,1,10,18,27,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.00607416879795396,0.000319693094629156,0.00991048593350384,0.00127877237851662,0.00991048593350384,0.000959079283887468,0,0.00863171355498721,0.0201406649616368,0.0137468030690537,0.00159846547314578,0.00191815856777494,0.0172634271099744,0.000959079283887468,0.0364450127877238,0.00607416879795396,0.000319693094629156,0.00319693094629156,0.00575447570332481,0.00863171355498721,0,0,0,0,0.000319693094629156,0,0,0,0,0,0,0,0,0.000319693094629156,0,0,0,0,0.000319693094629156,0,100,10,30,1,69,31,5,2,9,29,43,0.0319693094629156,0.00319693094629156,0.00959079283887468,0.000319693094629156,0.0220588235294118,0.00991048593350384,0.00159846547314578,0.000639386189258312,0.0028772378516624,0.00927109974424552,0.0137468030690537,3128,2384,3125,7.96415869837664,0.000959079283887468,0.000319693094629156,3128,1
2016-01-01,"Albania",26,1,42,6,30,4,4,63,61,51,0,6,58,5,19,13,0,7,16,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00823045267489712,0.000316555872111428,0.01329534662868,0.00189933523266857,0.00949667616334283,0.00126622348844571,0.00126622348844571,0.0199430199430199,0.0193099081987971,0.0161443494776828,0,0.00189933523266857,0.0183602405824628,0.00158277936055714,0.00601456157011713,0.00411522633744856,0,0.00221589110477999,0.00506489395378284,0.00759734093067426,0,0.000316555872111428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316555872111428,0,0,0,0,137,8,20,5,67,17,4,1,8,52,106,0.0433681544792656,0.00253244697689142,0.00633111744222855,0.00158277936055714,0.0212092434314657,0.00538144982589427,0.00126622348844571,0.000316555872111428,0.00253244697689142,0.0164609053497942,0.0335549224438113,3159,2350,3157,7.62031919493429,0,0.000949667616334283,3159,1
2016-02-01,"Albania",30,2,47,5,33,7,2,33,57,30,1,3,34,2,60,21,0,7,14,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00972132209980557,0.000648088139987038,0.0152300712896954,0.0016202203499676,0.0106934543097861,0.00226830848995463,0.000648088139987038,0.0106934543097861,0.0184705119896306,0.00972132209980557,0.000324044069993519,0.000972132209980557,0.0110174983797796,0.000648088139987038,0.0194426441996111,0.0068049254698639,0,0.00226830848995463,0.00453661697990927,0.00745301360985094,0,0,0,0,0,0,0,0,0,0,0,0,0.000324044069993519,0,0,0,0,0,0,0,148,7,18,1,58,13,3,0,16,59,58,0.0479585223590408,0.00226830848995463,0.00583279325988334,0.000324044069993519,0.0187945560596241,0.00421257290991575,0.000972132209980557,0,0.00518470511989631,0.0191186001296176,0.0187945560596241,3086,2336,3085,7.78435184436486,0.000648088139987038,0,3086,1
2016-03-01,"Albania",21,2,72,8,26,4,1,40,67,48,0,6,30,1,34,12,1,7,12,35,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.00606761051719156,0.000577867668303958,0.0208032360589425,0.00231147067321583,0.00751227968795146,0.00115573533660792,0.000288933834151979,0.0115573533660792,0.0193585668881826,0.013868824039295,0,0.00173360300491188,0.00866801502455938,0.000288933834151979,0.00982375036116729,0.00346720600982375,0.000288933834151979,0.00202253683906385,0.00346720600982375,0.0101126841953193,0,0,0,0,0.000288933834151979,0,0,0,0.000866801502455938,0.000288933834151979,0,0,0,0,0,0,0,0,0,0,149,12,11,0,69,31,4,3,9,45,84,0.0430511412886449,0.00346720600982375,0.00317827217567177,0,0.0199364345564866,0.00895694885871135,0.00115573533660792,0.000866801502455938,0.00260040450736781,0.0130020225368391,0.0242704420687663,3461,2648,3456,7.15800723314224,0.000288933834151979,0.00115573533660792,3461,1
2016-04-01,"Albania",11,0,71,3,17,9,1,40,97,27,0,4,49,4,19,9,1,8,8,21,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0034385745545483,0,0.0221944357611754,0.000937793060331354,0.005314160675211,0.00281337918099406,0.000312597686777118,0.0125039074710847,0.0303219756173804,0.00844013754298218,0,0.00125039074710847,0.0153172866520788,0.00125039074710847,0.00593935604876524,0.00281337918099406,0.000312597686777118,0.00250078149421694,0.00250078149421694,0.00656455142231947,0,0,0,0,0,0.000312597686777118,0,0,0.000937793060331354,0,0,0,0,0,0,0,0,0,0,0,138,14,17,1,94,22,4,2,10,56,64,0.0431384807752423,0.00437636761487965,0.005314160675211,0.000312597686777118,0.0293841825570491,0.00687714910909659,0.00125039074710847,0.000625195373554236,0.00312597686777118,0.0175054704595186,0.0200062519537355,3199,2422,3195,7.15611092972911,0.000312597686777118,0.000937793060331354,3199,1
2016-05-01,"Albania",23,1,36,3,28,4,2,25,103,54,0,3,58,4,24,30,3,9,11,17,0,2,0,1,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0.0063273727647868,0.000275103163686382,0.00990371389270977,0.000825309491059147,0.00770288858321871,0.00110041265474553,0.000550206327372765,0.00687757909215956,0.0283356258596974,0.0148555708390646,0,0.000825309491059147,0.0159559834938102,0.00110041265474553,0.00660247592847318,0.00825309491059147,0.000825309491059147,0.00247592847317744,0.00302613480055021,0.0046767537826685,0,0.000550206327372765,0,0.000275103163686382,0.000275103163686382,0,0,0,0.000825309491059147,0,0,0,0,0.000550206327372765,0,0,0,0,0,0,164,11,36,0,92,20,6,3,13,41,89,0.0451169188445667,0.00302613480055021,0.00990371389270977,0,0.0253094910591472,0.00550206327372765,0.00165061898211829,0.000825309491059147,0.00357634112792297,0.0112792297111417,0.024484181568088,3635,2793,3626,7.6742561336845,0.00137551581843191,0.00137551581843191,3635,1
2016-06-01,"Albania",9,1,39,1,36,3,3,31,88,71,1,1,36,4,15,19,1,8,4,31,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0.00273805902038333,0.000304228780042592,0.0118649224216611,0.000304228780042592,0.0109522360815333,0.000912686340127776,0.000912686340127776,0.00943109218132035,0.0267721326437481,0.021600243383024,0.000304228780042592,0.000304228780042592,0.0109522360815333,0.00121691512017037,0.00456343170063888,0.00578034682080925,0.000304228780042592,0.00243383024034074,0.00121691512017037,0.00943109218132035,0,0,0,0,0,0,0,0,0.000304228780042592,0,0,0,0.000912686340127776,0.000304228780042592,0,0,0,0,0,0,112,7,25,1,80,37,2,4,4,36,91,0.0340736233647703,0.00212960146029814,0.0076057195010648,0.000304228780042592,0.0243383024034074,0.0112564648615759,0.000608457560085184,0.00121691512017037,0.00121691512017037,0.0109522360815333,0.0276848189838759,3287,2530,3282,6.70693071305348,0.000912686340127776,0.000912686340127776,3287,1
