"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","telegraf.al"
2016-07-01,"Albania",5,1,47,3,35,11,1,35,77,98,4,6,46,3,13,11,0,2,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00159642401021711,0.000319284802043423,0.0150063856960409,0.000957854406130268,0.0111749680715198,0.00351213282247765,0.000319284802043423,0.0111749680715198,0.0245849297573436,0.0312899106002554,0.00127713920817369,0.00191570881226054,0.0146871008939974,0.000957854406130268,0.0041507024265645,0.00351213282247765,0,0.000638569604086846,0.0028735632183908,0.00542784163473819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,12,30,0,60,40,7,2,12,32,101,0.0322477650063857,0.00383141762452107,0.00957854406130268,0,0.0191570881226054,0.0127713920817369,0.00223499361430396,0.000638569604086846,0.00383141762452107,0.0102171136653895,0.0322477650063857,3132,2367,3132,6.72809011504835,0,0,3132,1
2016-08-01,"Albania",16,1,53,11,21,5,2,54,40,34,1,7,25,1,14,12,3,10,9,23,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0049520272361498,0.000309501702259362,0.0164035902197462,0.00340451872485299,0.00649953574744661,0.00154750851129681,0.000619003404518725,0.0167130919220056,0.0123800680903745,0.0105230578768183,0.000309501702259362,0.00216651191581554,0.00773754255648406,0.000309501702259362,0.00433302383163107,0.00371402042711235,0.000928505106778087,0.00309501702259362,0.00278551532033426,0.00711853915196534,0,0,0,0.000619003404518725,0,0,0,0,0.000309501702259362,0,0,0,0.000309501702259362,0,0,0,0,0,0,0,111,7,17,1,62,20,4,5,15,55,97,0.0343546889507892,0.00216651191581554,0.00526152893840916,0.000309501702259362,0.0191891055400805,0.00619003404518725,0.00123800680903745,0.00154750851129681,0.00464252553389044,0.0170225936242649,0.0300216651191582,3231,2525,3227,6.80392040014121,0.000928505106778087,0.000619003404518725,3231,1
2016-09-01,"Albania",9,1,60,3,30,2,0,22,75,35,0,5,51,4,21,24,2,6,7,16,0,0,0,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0024330900243309,0.000270343336036767,0.016220600162206,0.0008110300081103,0.008110300081103,0.000540686672073533,0,0.00594755339280887,0.0202757502027575,0.00946201676128683,0,0.00135171668018383,0.0137875101378751,0.00108137334414707,0.0056772100567721,0.0064882400648824,0.000540686672073533,0.0016220600162206,0.00189240335225737,0.00432549337658827,0,0,0,0,0,0.000270343336036767,0.000540686672073533,0,0.000270343336036767,0,0,0,0.000270343336036767,0,0.000270343336036767,0,0,0,0,0.000270343336036767,105,14,25,0,54,35,7,3,13,39,67,0.0283860502838605,0.00378480670451473,0.00675858340091917,0,0.0145985401459854,0.00946201676128683,0.00189240335225737,0.0008110300081103,0.00351446336847797,0.0105433901054339,0.0181130035144634,3699,3018,3692,6.2126273874973,0.00135171668018383,0.00108137334414707,3699,1
2016-10-01,"Albania",12,6,84,8,50,3,0,44,69,60,0,15,47,1,29,13,0,8,4,19,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0.00252844500632111,0.00126422250316056,0.0176991150442478,0.00168563000421408,0.010535187526338,0.000632111251580278,0,0.00927096502317741,0.0145385587863464,0.0126422250316056,0,0.00316055625790139,0.00990307627475769,0.000210703750526759,0.00611040876527602,0.00273914875684787,0,0.00168563000421408,0.000842815002107038,0.00400337126000843,0,0,0,0,0.000210703750526759,0.000421407501053519,0,0,0.000421407501053519,0,0,0,0.000210703750526759,0,0,0,0,0,0,0.000210703750526759,140,23,33,0,55,34,2,2,10,39,68,0.0294985250737463,0.00484618626211547,0.00695322376738306,0,0.0115887062789718,0.00716392751790982,0.000421407501053519,0.000421407501053519,0.00210703750526759,0.00821744627054362,0.0143278550358196,4746,3921,4739,6.07852193547716,0.000842815002107038,0.000632111251580278,4746,1
2016-11-01,"Albania",44,3,106,6,65,4,0,105,75,58,1,6,62,5,28,20,4,9,15,29,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0.00871459694989107,0.0005941770647653,0.0209942562883739,0.0011883541295306,0.0128738364032482,0.000792236086353733,0,0.0207961972667855,0.0148544266191325,0.0114874232521291,0.000198059021588433,0.0011883541295306,0.0122796593384829,0.000990295107942167,0.00554565260447613,0.00396118043176867,0.000792236086353733,0.0017825311942959,0.0029708853238265,0.00574371162606457,0,0,0,0,0,0.000198059021588433,0,0,0.0005941770647653,0.000198059021588433,0,0,0,0.000198059021588433,0,0,0,0,0,0,114,25,19,2,60,47,11,6,19,28,74,0.0225787284610814,0.00495147553971083,0.00376312141018023,0.000396118043176867,0.011883541295306,0.00930877401465637,0.00217864923747277,0.0011883541295306,0.00376312141018023,0.00554565260447613,0.0146563675975441,5049,4051,5043,6.87364125271347,0.0005941770647653,0.0011883541295306,5049,1
2016-12-01,"Albania",11,1,76,7,58,9,0,38,75,41,0,13,43,1,23,32,2,12,11,15,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.00226384029635728,0.000205803663305207,0.0156410784111957,0.00144062564313645,0.011936612471702,0.00185223296974686,0,0.00782053920559786,0.0154352747478905,0.00843795019551348,0,0.00267544762296769,0.00884955752212389,0.000205803663305207,0.00473348425601976,0.00658571722576662,0.000411607326610414,0.00246964395966248,0.00226384029635728,0.0030870549495781,0,0,0,0,0,0.000411607326610414,0,0,0,0,0,0,0.00061741098991562,0,0,0,0,0,0,0,103,23,15,0,77,48,7,4,10,35,82,0.0211977773204363,0.00473348425601976,0.0030870549495781,0,0.0158468820745009,0.00987857583864993,0.00144062564313645,0.000823214653220827,0.00205803663305207,0.00720312821568224,0.016875900391027,4859,4025,4854,6.29523221119905,0.00123482197983124,0,4859,1
2017-01-01,"Albania",19,2,132,11,44,1,1,72,66,54,1,7,52,3,24,27,0,12,8,16,0,0,0,0,1,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0.00389344262295082,0.00040983606557377,0.0270491803278689,0.00225409836065574,0.00901639344262295,0.000204918032786885,0.000204918032786885,0.0147540983606557,0.0135245901639344,0.0110655737704918,0.000204918032786885,0.0014344262295082,0.010655737704918,0.000614754098360656,0.00491803278688525,0.0055327868852459,0,0.00245901639344262,0.00163934426229508,0.00327868852459016,0,0,0,0,0.000204918032786885,0,0,0.00040983606557377,0,0,0,0.000204918032786885,0.000204918032786885,0.00040983606557377,0,0,0,0,0,0,87,10,30,1,62,29,4,5,8,15,55,0.017827868852459,0.00204918032786885,0.00614754098360656,0.000204918032786885,0.0127049180327869,0.00594262295081967,0.000819672131147541,0.00102459016393443,0.00163934426229508,0.00307377049180328,0.0112704918032787,4880,4076,4873,5.66474779465343,0.0014344262295082,0.00040983606557377,4880,1
2017-02-01,"Albania",11,1,89,15,58,5,0,35,101,34,1,24,49,11,192,19,1,24,14,25,0,0,0,1,2,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0.00207703927492447,0.000188821752265861,0.0168051359516616,0.00283232628398792,0.0109516616314199,0.000944108761329305,0,0.00660876132930514,0.019070996978852,0.00641993957703928,0.000188821752265861,0.00453172205438067,0.00925226586102719,0.00207703927492447,0.0362537764350453,0.00358761329305136,0.000188821752265861,0.00453172205438067,0.00264350453172205,0.00472054380664653,0,0,0,0.000188821752265861,0.000377643504531722,0.000188821752265861,0,0.000188821752265861,0,0,0,0.000188821752265861,0.000377643504531722,0,0,0,0,0,0,0,118,16,18,0,66,34,7,4,7,20,111,0.0222809667673716,0.00302114803625378,0.0033987915407855,0,0.0124622356495468,0.00641993957703928,0.00132175226586103,0.000755287009063444,0.00132175226586103,0.00377643504531722,0.0209592145015106,5296,4226,5288,6.85300444434797,0.00132175226586103,0.000566465256797583,5296,1
2017-03-01,"Albania",16,1,206,37,74,4,0,37,70,47,3,15,52,13,92,61,5,21,14,43,0,0,0,0,6,0,0,1,0,0,0,7,2,0,0,4,0,0,0,0,0.00260756192959583,0.000162972620599739,0.0335723598435463,0.00602998696219035,0.0120599739243807,0.000651890482398957,0,0.00602998696219035,0.0114080834419817,0.00765971316818774,0.000488917861799218,0.00244458930899609,0.00847457627118644,0.00211864406779661,0.014993481095176,0.00994132985658409,0.000814863102998696,0.00342242503259452,0.00228161668839635,0.00700782268578879,0,0,0,0,0.000977835723598436,0,0,0.000162972620599739,0,0,0,0.00114080834419817,0.000325945241199478,0,0,0.000651890482398957,0,0,0,0,115,29,34,0,89,19,15,3,22,31,67,0.01874185136897,0.00472620599739244,0.00554106910039113,0,0.0145045632333768,0.00309647979139505,0.00244458930899609,0.000488917861799218,0.00358539765319426,0.00505215123859192,0.0109191655801825,6136,4953,6116,6.52941053958497,0.00325945241199478,0.000325945241199478,6136,1
2017-04-01,"Albania",11,1,276,43,99,5,4,33,63,26,0,12,25,5,84,23,1,28,9,45,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.00193253689388616,0.000175685172171469,0.0484891075193254,0.00755446240337316,0.0173928320449754,0.000878425860857344,0.000702740688685875,0.00579761068165847,0.0110681658468025,0.00456781447645819,0,0.00210822206605762,0.00439212930428672,0.000878425860857344,0.0147575544624034,0.00404075895994378,0.000175685172171469,0.00491918482080112,0.00158116654954322,0.00790583274771609,0,0,0,0,0,0.000351370344342937,0,0,0,0,0,0.000175685172171469,0.000175685172171469,0,0,0,0.000175685172171469,0,0,0,121,25,11,0,44,17,9,7,20,53,57,0.0212579058327477,0.00439212930428672,0.00193253689388616,0,0.00773014757554462,0.00298664792691497,0.00158116654954322,0.00122979620520028,0.00351370344342937,0.00931131412508784,0.0100140548137737,5692,4560,5687,6.00541162191554,0.000527055516514406,0.000351370344342937,5692,1
2017-05-01,"Albania",12,0,351,44,152,5,2,53,81,20,2,20,36,7,87,37,3,24,12,34,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0.00189873417721519,0,0.0555379746835443,0.0069620253164557,0.0240506329113924,0.000791139240506329,0.000316455696202532,0.00838607594936709,0.0128164556962025,0.00316455696202532,0.000316455696202532,0.00316455696202532,0.00569620253164557,0.00110759493670886,0.0137658227848101,0.00585443037974684,0.000474683544303797,0.00379746835443038,0.00189873417721519,0.00537974683544304,0,0,0,0,0.000158227848101266,0,0,0,0,0,0,0,0.000316455696202532,0,0.000158227848101266,0.000158227848101266,0,0,0,0,94,16,18,2,57,24,5,5,17,43,62,0.014873417721519,0.00253164556962025,0.00284810126582278,0.000316455696202532,0.00901898734177215,0.00379746835443038,0.000791139240506329,0.000791139240506329,0.00268987341772152,0.00680379746835443,0.00981012658227848,6320,5037,6315,6.04211343177185,0.000791139240506329,0.000158227848101266,6320,1
2017-06-01,"Albania",15,1,652,44,68,4,1,46,90,24,0,15,69,7,9,64,1,32,12,55,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.00225123818099955,0.00015008254539997,0.0978538196007804,0.00660363199759868,0.010205613087198,0.00060033018159988,0.00015008254539997,0.00690379708839862,0.0135074290859973,0.00360198108959928,0,0.00225123818099955,0.0103556956325979,0.00105057781779979,0.00135074290859973,0.00960528290559808,0.00015008254539997,0.00480264145279904,0.00180099054479964,0.00825453999699835,0,0.00015008254539997,0,0,0,0,0,0,0,0,0.00015008254539997,0,0,0,0,0.00030016509079994,0,0,0,0,112,21,29,1,86,24,23,7,25,27,59,0.0168092450847966,0.00315173345339937,0.00435239381659913,0.00015008254539997,0.0129070989043974,0.00360198108959928,0.00345189854419931,0.00105057781779979,0.00375206363499925,0.00405222872579919,0.00885487017859823,6663,5092,6659,6.5447046491793,0.00060033018159988,0,6663,1
2017-07-01,"Albania",18,3,264,40,41,8,2,120,63,19,2,21,68,11,18,49,1,10,13,29,0,0,1,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,0.00314905528341498,0.000524842547235829,0.046186144156753,0.00699790062981106,0.00717284814555633,0.00139958012596221,0.000349895031490553,0.0209937018894332,0.0110216934919524,0.00332400279916025,0.000349895031490553,0.0036738978306508,0.0118964310706788,0.00192442267319804,0.00314905528341498,0.00857242827151854,0.000174947515745276,0.00174947515745276,0.00227431770468859,0.00507347795661302,0,0,0.000174947515745276,0,0,0,0,0,0.000174947515745276,0,0,0.000349895031490553,0.000699790062981106,0,0,0,0,0,0,0,130,18,26,0,74,18,11,3,16,55,103,0.0227431770468859,0.00314905528341498,0.00454863540937719,0,0.0129461161651505,0.00314905528341498,0.00192442267319804,0.000524842547235829,0.00279916025192442,0.0096221133659902,0.0180195941217635,5716,4507,5708,6.42431188455731,0.00104968509447166,0.000349895031490553,5716,1
2017-08-01,"Albania",10,0,39,10,32,7,0,164,42,17,1,6,30,2,7,28,1,7,10,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00205676676264912,0,0.00802139037433155,0.00205676676264912,0.00658165364047717,0.00143973673385438,0,0.0337309749074455,0.00863842040312628,0.0034965034965035,0.000205676676264912,0.00123406005758947,0.00617030028794735,0.000411353352529823,0.00143973673385438,0.00575894693541752,0.000205676676264912,0.00143973673385438,0.00205676676264912,0.00431921020156314,0,0,0,0,0,0,0,0,0.000205676676264912,0,0,0,0,0,0,0,0,0,0,0,116,10,18,0,46,20,9,3,10,51,130,0.0238584944467297,0.00205676676264912,0.00370218017276841,0,0.00946112710818593,0.00411353352529823,0.0018510900863842,0.000617030028794735,0.00205676676264912,0.0104895104895105,0.0267379679144385,4862,4044,4861,5.08888148248837,0.000205676676264912,0.000617030028794735,4862,1
2017-09-01,"Albania",16,5,100,12,54,8,0,49,43,52,0,15,28,1,32,20,1,18,5,31,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0.00272479564032698,0.00085149863760218,0.0170299727520436,0.00204359673024523,0.00919618528610354,0.00136239782016349,0,0.00834468664850136,0.00732288828337875,0.00885558583106267,0,0.00255449591280654,0.00476839237057221,0.000170299727520436,0.00544959128065395,0.00340599455040872,0.000170299727520436,0.00306539509536785,0.00085149863760218,0.00527929155313351,0,0,0.000170299727520436,0.000170299727520436,0,0,0,0,0,0,0,0,0.000170299727520436,0.000170299727520436,0,0,0,0,0.000170299727520436,0,171,19,36,0,79,26,8,6,19,50,115,0.0291212534059946,0.00323569482288828,0.0061307901907357,0,0.0134536784741144,0.00442779291553134,0.00136239782016349,0.00102179836512262,0.00323569482288828,0.0085149863760218,0.0195844686648501,5872,4885,5867,5.77050767945227,0.000510899182561308,0.000510899182561308,5872,1
2017-10-01,"Albania",29,1,46,12,53,10,2,25,136,41,0,17,55,6,22,45,3,14,21,32,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00463258785942492,0.000159744408945687,0.0073482428115016,0.00191693290734824,0.00846645367412141,0.00159744408945687,0.000319488817891374,0.00399361022364217,0.0217252396166134,0.00654952076677316,0,0.00271565495207668,0.00878594249201278,0.000958466453674121,0.00351437699680511,0.00718849840255591,0.000479233226837061,0.00223642172523962,0.00335463258785942,0.00511182108626198,0,0,0,0,0,0,0,0,0,0,0,0,0.000319488817891374,0,0,0,0,0,0,0,140,24,30,0,99,37,9,10,15,44,115,0.0223642172523962,0.00383386581469649,0.00479233226837061,0,0.015814696485623,0.00591054313099042,0.00143769968051118,0.00159744408945687,0.0023961661341853,0.00702875399361022,0.018370607028754,6260,5213,6258,6.9457947994549,0.000319488817891374,0.000319488817891374,6260,1
2017-11-01,"Albania",32,3,50,4,59,6,0,60,104,37,0,10,95,7,15,32,0,16,15,23,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00519564864426043,0.000487092060399416,0.00811820100665693,0.000649456080532554,0.00957947718785517,0.000974184120798831,0,0.00974184120798831,0.0168858580938464,0.00600746874492612,0,0.00162364020133138,0.0154245819126482,0.00113654814093197,0.00243546030199708,0.00519564864426043,0,0.00259782432213022,0.00243546030199708,0.00373437246306219,0,0,0,0,0.000162364020133139,0.000162364020133139,0,0,0,0,0,0,0,0.000324728040266277,0,0,0,0,0,0,181,17,43,0,81,32,11,9,18,36,99,0.0293878876440981,0.00276018834226335,0.00698165286572496,0,0.0131514856307842,0.00519564864426043,0.00178600422146452,0.00146127618119825,0.00292255236239649,0.00584510472479299,0.0160740379931807,6159,5138,6155,6.38197482392342,0.000324728040266277,0.000324728040266277,6159,1
2017-12-01,"Albania",18,1,100,8,65,11,1,162,104,20,3,3,61,3,82,26,1,19,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00314245810055866,0.000174581005586592,0.0174581005586592,0.00139664804469274,0.0113477653631285,0.00192039106145251,0.000174581005586592,0.0282821229050279,0.0181564245810056,0.00349162011173184,0.000523743016759777,0.000523743016759777,0.0106494413407821,0.000523743016759777,0.0143156424581006,0.0045391061452514,0.000174581005586592,0.00331703910614525,0.00209497206703911,0.00750698324022346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174581005586592,0,0,0,0,0,0,129,21,19,0,65,18,11,1,10,34,84,0.0225209497206704,0.00366620111731844,0.00331703910614525,0,0.0113477653631285,0.00314245810055866,0.00192039106145251,0.000174581005586592,0.00174581005586592,0.00593575418994413,0.0146648044692737,5728,4640,5727,6.4143724077394,0.000349162011173184,0.000174581005586592,5728,1
2018-01-01,"Albania",19,1,92,6,55,5,0,70,92,39,2,6,48,5,247,46,0,15,13,24,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00292803205424565,0.000154106950223455,0.0141778394205579,0.00092464170134073,0.00847588226229003,0.000770534751117275,0,0.0107874865156419,0.0141778394205579,0.00601017105871475,0.00030821390044691,0.00092464170134073,0.00739713361072584,0.000770534751117275,0.0380644167051934,0.00708891971027893,0,0.00231160425335183,0.00200339035290492,0.00369856680536292,0,0,0,0,0.000462320850670365,0,0,0,0.000154106950223455,0,0,0,0,0,0,0,0,0,0,0,142,15,31,0,81,39,13,1,20,48,80,0.0218831869317306,0.00231160425335183,0.00477731545692711,0,0.0124826629680999,0.00601017105871475,0.00200339035290492,0.000154106950223455,0.0030821390044691,0.00739713361072584,0.0123285560178764,6489,5278,6485,5.81919642626143,0.00061642780089382,0,6489,1
2018-02-01,"Albania",44,0,64,7,68,7,1,88,114,32,2,9,89,9,50,29,1,28,14,20,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0069620253164557,0,0.010126582278481,0.00110759493670886,0.0107594936708861,0.00110759493670886,0.000158227848101266,0.0139240506329114,0.0180379746835443,0.00506329113924051,0.000316455696202532,0.00142405063291139,0.0140822784810127,0.00142405063291139,0.00791139240506329,0.00458860759493671,0.000158227848101266,0.00443037974683544,0.00221518987341772,0.00316455696202532,0,0,0,0,0,0,0,0,0.000158227848101266,0,0,0,0.000158227848101266,0.000158227848101266,0,0,0,0,0,0,152,25,42,1,97,35,8,6,13,33,79,0.0240506329113924,0.00395569620253165,0.00664556962025316,0.000158227848101266,0.0153481012658228,0.0055379746835443,0.00126582278481013,0.000949367088607595,0.00205696202531646,0.00522151898734177,0.0125,6320,5234,6317,6.52888471587063,0.000474683544303797,0.000316455696202532,6320,1
2018-03-01,"Albania",32,0,58,9,69,8,0,125,106,25,0,11,75,8,63,66,3,16,6,22,0,3,0,27,2,0,0,5,1,0,0,5,2,0,0,1,0,0,1,0,0.00465386852821408,0,0.00843513670738802,0.00130890052356021,0.0100349040139616,0.00116346713205352,0,0.0181791739383362,0.0154159394997091,0.00363583478766725,0,0.00159976730657359,0.0109075043630017,0.00116346713205352,0.00916230366492147,0.00959860383944154,0.00043630017452007,0.00232693426410704,0.00087260034904014,0.00319953461314718,0,0.00043630017452007,0,0.00392670157068063,0.00029086678301338,0,0,0.00072716695753345,0.00014543339150669,0,0,0.00072716695753345,0.00029086678301338,0,0,0.00014543339150669,0,0,0.00014543339150669,0,184,27,45,2,103,38,13,4,13,57,101,0.0267597440372309,0.00392670157068063,0.00654450261780105,0.00029086678301338,0.0149796393251891,0.00552646887725422,0.00189063408958697,0.00058173356602676,0.00189063408958697,0.00828970331588133,0.0146887725421757,6876,5667,6829,6.21266719530433,0.00712623618382781,0.00029086678301338,6876,1
2018-04-01,"Albania",39,4,54,9,85,7,1,55,110,26,1,11,69,6,180,32,4,24,7,44,0,0,0,2,1,2,1,2,0,0,1,0,2,1,0,0,0,0,0,0,0.00610710930159724,0.000626370184779205,0.00845599749451926,0.00140933291575321,0.0133103664265581,0.00109614782336361,0.000156592546194801,0.00861259004071406,0.0172251800814281,0.00407140620106483,0.000156592546194801,0.00172251800814281,0.0108048856874413,0.000939555277168807,0.0281866583150642,0.00501096147823364,0.000626370184779205,0.00375822110867523,0.00109614782336361,0.00689007203257125,0,0,0,0.000313185092389602,0.000156592546194801,0.000313185092389602,0.000156592546194801,0.000313185092389602,0,0,0.000156592546194801,0,0.000313185092389602,0.000156592546194801,0,0,0,0,0,0,112,20,20,0,71,29,10,5,22,46,111,0.0175383651738177,0.00313185092389602,0.00313185092389602,0,0.0111180707798309,0.00454118383964923,0.00156592546194801,0.000782962730974006,0.00344503601628562,0.00720325712496085,0.0173817726276229,6386,5228,6374,7.25822777826231,0.00266207328531162,0.000156592546194801,6386,1
2018-05-01,"Albania",26,6,38,7,56,10,2,37,130,23,2,13,57,6,161,57,5,22,12,52,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0.00416333066453163,0.000960768614891914,0.00608486789431545,0.0011208967173739,0.00896717373899119,0.00160128102481986,0.000320256204963971,0.00592473979183347,0.0208166533226581,0.00368294635708567,0.000320256204963971,0.00208166533226581,0.00912730184147318,0.000960768614891914,0.0257806244995997,0.00912730184147318,0.000800640512409928,0.00352281825460368,0.00192153722978383,0.00832666132906325,0.000160128102481986,0,0,0.000160128102481986,0,0,0,0,0.000320256204963971,0,0,0,0,0,0,0.000160128102481986,0,0,0,0,131,17,47,0,132,22,11,16,17,23,90,0.0209767814251401,0.00272217774219375,0.00752602081665332,0,0.0211369095276221,0.00352281825460368,0.00176140912730184,0.00256204963971177,0.00272217774219375,0.00368294635708567,0.0144115292233787,6245,5090,6240,7.91927523108377,0.000480384307445957,0.000320256204963971,6245,1
2018-06-01,"Albania",17,3,40,3,65,7,1,41,68,21,0,11,36,1,50,21,2,15,5,23,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0.00316337923334574,0.000558243394119836,0.00744324525493115,0.000558243394119836,0.0120952735392631,0.00130256791961295,0.000186081131373279,0.00762932638630443,0.012653516933383,0.00390770375883885,0,0.00204689244510607,0.00669892072943803,0.000186081131373279,0.00930405656866394,0.00390770375883885,0.000372162262746558,0.00279121697059918,0.000930405656866394,0.00427986602158541,0,0,0,0,0,0,0,0,0.000372162262746558,0,0,0,0.000372162262746558,0,0,0,0,0,0.000186081131373279,0,85,19,22,3,79,39,9,5,8,53,67,0.0158168961667287,0.0035355414960923,0.00409378489021213,0.000558243394119836,0.014700409378489,0.00725716412355787,0.00167473018235951,0.000930405656866394,0.00148864905098623,0.00986229996278377,0.0124674358020097,5374,4592,5369,5.95626059240432,0.00111648678823967,0.000558243394119836,5374,1
2018-07-01,"Albania",8,2,23,9,40,10,0,135,61,28,2,3,47,4,35,23,0,12,6,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00161192826919202,0.000402982067298005,0.00463429377392706,0.00181341930284102,0.00805964134596011,0.00201491033649003,0,0.0272012895426154,0.0122909530525892,0.00564174894217207,0.000402982067298005,0.000604473100947008,0.00947007858150312,0.00080596413459601,0.00705218617771509,0.00463429377392706,0,0.00241789240378803,0.00120894620189402,0.00443280274027806,0,0,0,0,0,0.000402982067298005,0,0,0,0,0,0,0,0,0,0.000201491033649003,0,0,0,0.000201491033649003,102,15,33,1,69,46,2,2,10,35,66,0.0205520854321983,0.00302236550473504,0.00664920411041709,0.000201491033649003,0.0139028813217812,0.00926858754785412,0.000402982067298005,0.000402982067298005,0.00201491033649003,0.00705218617771509,0.0132984082208342,4963,4160,4959,5.45124371895685,0.000604473100947008,0.00080596413459601,4963,1
2018-08-01,"Albania",13,0,28,0,19,6,0,103,54,16,0,11,32,2,14,25,1,12,14,55,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0.00265035677879715,0,0.00570846075433231,0,0.00387359836901121,0.00122324159021407,0,0.0209989806320082,0.0110091743119266,0.00326197757390418,0,0.00224260958205912,0.00652395514780836,0.000407747196738022,0.00285423037716616,0.00509683995922528,0.000203873598369011,0.00244648318042813,0.00285423037716616,0.0112130479102956,0,0,0.000203873598369011,0.000203873598369011,0,0,0,0,0.000203873598369011,0,0.000203873598369011,0,0.000203873598369011,0.000203873598369011,0,0,0,0,0,0,109,9,16,1,54,17,3,2,7,48,80,0.0222222222222222,0.0018348623853211,0.00326197757390418,0.000203873598369011,0.0110091743119266,0.00346585117227319,0.000611620795107034,0.000407747196738022,0.00142711518858308,0.00978593272171254,0.0163098878695209,4905,4186,4899,6.16957188805323,0.000407747196738022,0.000815494393476045,4905,1
