"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","lanacion.com.py"
"2013-10-01","Paraguay",1.28658536585366,0,2.28658536585366,0,2.28658536585366,0,0,8.14634146341463,6.57317073170732,6.57317073170732,0,1,2,1,8.14634146341463,0,1.28658536585366,0,2.57317073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00293740951108141,0,0.00522051453391246,0,0.00522051453391246,0,0,0.0185989531128188,0.015007239113487,0.015007239113487,0,0.00228310502283105,0.0045662100456621,0.00228310502283105,0.0185989531128188,0,0.00293740951108141,0,0.00587481902216282,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85975609756098,3.57317073170732,0,1,7.57317073170732,9.43292682926829,0,0,0,0,3.28658536585366,0.0202277536473995,0.00815792404499388,0,0.00228310502283105,0.0172903441363181,0.0215363626239002,0,0,0,0,0.00750361955674351,438,364.115853658537,0,3.10855434035488,0,0,438,0
"2013-11-01","Paraguay",1.15882352941176,0,2.15882352941177,0,0,1,0,1,7.31764705882353,5.47647058823529,0,0,3.15882352941177,3.15882352941177,5.15882352941177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00286129266521423,0,0.00533042846768337,0,0,0.00246913580246914,0,0.00246913580246914,0.0180682643427741,0.013522149600581,0,0,0.00779956427015251,0.00779956427015251,0.0127378358750908,0.00246913580246914,0,0,0,0.00246913580246914,0,0,0,0,0,0,0,0,0,0,0,0,3.15882352941177,5.63529411764706,0,0,5.31764705882353,4.63529411764706,0,0,0,0,1,0.00779956427015251,0.0139143064633261,0,0,0.0131299927378359,0.0114451706608569,0,0,0,0,0.00246913580246914,405,355.664705882353,2.15882352941177,3.82830642423693,0,0,405,0
"2013-12-01","Paraguay",0,0,2,0,3.13513513513514,0,0,4.27027027027027,5.27027027027027,6.67567567567568,1,0,5.27027027027027,1.13513513513514,4,2,0,0,2.13513513513514,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00558659217877095,0,0.00875736071266798,0,0,0.011928129246565,0.0147214253359505,0.0186471387588706,0.00279329608938547,0,0.0147214253359505,0.00317076853389703,0.0111731843575419,0.00558659217877095,0,0,0.0059640646232825,0.00279329608938547,0,0,0,0,0.00279329608938547,0,0,0,0,0,0,0,8.40540540540541,1.13513513513514,0,0,0,7.13513513513514,1,1,0,2.13513513513514,2.13513513513514,0.0234787860486185,0.00317076853389703,0,0,0,0.0199305450702099,0.00279329608938547,0.00279329608938547,0,0.0059640646232825,0.0059640646232825,358,299.432432432432,3.40540540540541,4.63416133645269,0,0.00279329608938547,358,0
"2014-01-01","Paraguay",1,0,1.17241379310345,0,0,0,0,6.86206896551724,4.3448275862069,3,0,2.17241379310345,0,0,5.68965517241379,2.3448275862069,0,0,1.17241379310345,5.3448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346,0,0.00337871410116267,0,0,0,0,0.0197754148862168,0.0125211169631323,0.00864553314121038,0,0.00626055848156613,0,0,0.0163967007850542,0.00675742820232535,0,0,0.00337871410116267,0.0154029613435357,0,0,0,0,0,0,0,0,0,0,0,0,1,2.17241379310345,0,0,4.51724137931034,2.17241379310345,0,1,0,1.17241379310345,3.51724137931034,0.00288184438040346,0.00626055848156613,0,0,0.0130179866838915,0.00626055848156613,0,0.00288184438040346,0,0.00337871410116267,0.010136142303488,347,298.344827586207,1,1.82480335160051,0,0,347,0
"2014-02-01","Paraguay",0,0,1,0,4,0,0,12.2571428571429,7.08571428571429,4.05714285714286,0,0,2,0,4.05714285714286,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00271739130434783,0,0.0108695652173913,0,0,0.0333074534161491,0.0192546583850932,0.0110248447204969,0,0,0.00543478260869565,0,0.0110248447204969,0.00543478260869565,0,0,0.00543478260869565,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05714285714286,1,0,0,8.02857142857143,2.02857142857143,1.02857142857143,0,0,4.02857142857143,6.14285714285714,0.0110248447204969,0.00271739130434783,0,0,0.0218167701863354,0.00551242236024845,0.00279503105590062,0,0,0.0109472049689441,0.0166925465838509,368,305.228571428571,1,3.27039147631954,0,0,368,0
"2014-03-01","Paraguay",0,1.70491803278689,1,0,4.40983606557377,0,0,5,7.81967213114754,4.40983606557377,0,2.70491803278689,6.81967213114754,0,27.2295081967213,6.40983606557377,0,0,6.11475409836066,2.70491803278689,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398345334763291,0.00233644859813084,0,0.0103033552933967,0,0,0.0116822429906542,0.0182702619886625,0.0103033552933967,0,0.00631990194576375,0.0159338133905316,0,0.0636203462540218,0.0149762524896583,0,0,0.0142868086410296,0.00631990194576375,0,0,0,0,0,0,0,0,0,0,0,0,5.70491803278689,2,1,0,8.40983606557377,6.40983606557377,1,0,0,0,3.70491803278689,0.0133292477401563,0.00467289719626168,0.00233644859813084,0,0.01964914968592,0.0149762524896583,0.00233644859813084,0,0,0,0.00865635054389459,428,331.262295081967,1,2.0356573289794,0,0,428,0
"2014-04-01","Paraguay",0,0,1,0,6.13888888888889,0,0,6.71296296296296,7.42592592592593,0,1.71296296296296,0,3.42592592592593,0,5.42592592592593,1,0,0,4.42592592592593,2.71296296296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264550264550265,0,0.0162404467960024,0,0,0.0177591612776798,0.0196453066823437,0,0.00453164805016657,0,0.00906329610033314,0,0.0143543013913384,0.00264550264550265,0,0,0.0117087987458358,0.00717715069566921,0,0,0,0,0,0,0,0,0,0,0,0,3.71296296296296,1,0,0,1,0,0,0,0,3.71296296296296,10,0.00982265334117186,0.00264550264550265,0,0,0.00264550264550265,0,0,0,0,0.00982265334117186,0.0264550264550265,378,322.018518518519,0,2.97335085426547,0,0,378,0
"2014-05-01","Paraguay",1.35251798561151,0,0,0,4.70503597122302,0,0,3.35251798561151,7.41007194244604,5.05755395683453,0,0,2.35251798561151,1,3,2.35251798561151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00348587109693688,0,0,0,0.0121263813691315,0,0,0.00864051027219462,0.0190981235630053,0.0130349328784395,0,0,0.00606319068456575,0.00257731958762887,0.0077319587628866,0.00606319068456575,0,0,0.00257731958762887,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05755395683453,3.70503597122302,3.35251798561151,0,8.70503597122302,4,1,0,0,3.70503597122302,3.70503597122302,0.0181895720536972,0.00954906178150263,0.00864051027219462,0,0.022435659719647,0.0103092783505155,0.00257731958762887,0,0,0.00954906178150263,0.00954906178150263,388,325.539568345324,1,3.95449792732331,0,0,388,0
"2014-06-01","Paraguay",4.13861386138614,0,4.27722772277228,0,5.27722772277228,0,0,25.8019801980198,6.55445544554455,5.27722772277228,0,3.27722772277228,2.27722772277228,0,5.41584158415842,2.27722772277228,0,3.13861386138614,1,2.27722772277228,0,0,0,0,0,0,0,0,0,0,0,0,0.00856855871922596,0,0.00885554393948712,0,0.0109259373142283,0,0,0.0534202488571838,0.0135703011294918,0.0109259373142283,0,0.00678515056474592,0.00471475719000471,0,0.0112129225344895,0.00471475719000471,0,0.00649816534448476,0.0020703933747412,0.00471475719000471,0,0,0,0,0,0,0,0,0,0,0,0,8.69306930693069,1.13861386138614,1.13861386138614,0,6.41584158415842,1,0,1,0,6.69306930693069,4.55445544554455,0.0179980730992354,0.00235737859500236,0.00235737859500236,0,0.0132833159092307,0.0020703933747412,0,0.0020703933747412,0,0.013857286349753,0.00942951438000943,483,383.653465346535,2.13861386138614,4.48459121261174,0,0,483,0
"2014-07-01","Paraguay",4.20942408376963,0,0,0,0,0,0,19.303664921466,15.2565445026178,3.6282722513089,1.20942408376963,2.20942408376963,5.41884816753927,1.20942408376963,0,0,0,0,0,3.20942408376963,0,0,0,0,0,0,0,0,0,0,0,0,0.00889941666758908,0,0,0,0,0,0,0.0408111309121902,0.0322548509569087,0.00767076585900402,0.00255692195300134,0.00467108685786392,0.0114563386205904,0.00255692195300134,0,0,0,0,0,0.0067852517627265,0,0,0,0,0,0,0,0,0,0,0,0,5.6282722513089,2,1.20942408376963,0,8.20942408376963,7.04712041884817,0,1,0,3.41884816753927,4.20942408376963,0.0118990956687292,0.00422832980972516,0.00255692195300134,0,0.0173560762870394,0.0148987746698693,0,0.00211416490486258,0,0.00722800881086526,0.00889941666758908,473,390.041884816754,0,4.90570351036617,0,0,473,0
"2014-08-01","Paraguay",6.22758620689655,2,0,0,1,0,0,2,10.2275862068966,1.61379310344828,1,0,4.61379310344828,0,11.2275862068966,2.61379310344828,1.61379310344828,0,5.84137931034483,2.61379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0.0126064498115315,0.00404858299595142,0,0,0.00202429149797571,0,0,0.00404858299595142,0.0207036158034343,0.00326678765880218,0.00202429149797571,0,0.0093396621527293,0,0.02272790730141,0.00529107915677789,0.00326678765880218,0,0.0118246544743822,0.00529107915677789,0,0,0,0,0,0,0,0,0,0,0,0,13.2965517241379,1,3.22758620689655,0,12.8413793103448,7.22758620689655,0,0,0,1,0,0.0269160966075667,0.00202429149797571,0.00653357531760435,0,0.0259946949602122,0.0146307413095072,0,0,0,0.00202429149797571,0,494,409.041379310345,1.61379310344828,3.40324324266797,0,0,494,0
"2014-09-01","Paraguay",3,1,3.44117647058824,0,3,0,0,21.2058823529412,17.3235294117647,9.44117647058824,0,2.44117647058824,6.44117647058824,1,31.4117647058824,14.7647058823529,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0.00295275590551181,0.000984251968503937,0.0033869847151459,0,0.00295275590551181,0,0,0.0208719314497453,0.0170507179249653,0.00929249652616952,0,0.00240273274664196,0.00633974062065771,0.000984251968503937,0.0309170912459472,0.0145321908290875,0,0,0,0.00492125984251968,0,0,0,0,0,0.000984251968503937,0,0,0,0,0,0,23.7647058823529,5,2.44117647058824,0,20.2058823529412,8.88235294117647,2,2.44117647058824,0,8.88235294117647,13.8823529411765,0.023390458545623,0.00492125984251968,0.00240273274664196,0,0.0198876794812413,0.00874247336729968,0.00196850393700787,0.00240273274664196,0,0.00874247336729968,0.0136637332098194,1016,814.470588235294,1,2.92621569492616,0,0.000984251968503937,1016,0
"2014-10-01","Paraguay",4,1.75438596491228,10.5087719298246,0,2.75438596491228,0,0,14.5087719298246,30.0350877192982,9.26315789473684,0,1.75438596491228,5.75438596491228,2,14.0175438596491,7.26315789473684,0,3.50877192982456,8.75438596491228,11.7719298245614,0,0,1.75438596491228,0,0,0,0,0,0,0,0,0,0.00395256916996047,0.00173358296928091,0.0103841619859926,0,0.00272172526177103,0,0,0.0143367311559531,0.0296789404340892,0.0091533180778032,0,0.00173358296928091,0.00568615213924138,0.00197628458498024,0.0138513279245545,0.00717703349282297,0,0.00346716593856182,0.00865057901671174,0.0116323417238749,0,0,0.00173358296928091,0,0,0,0,0,0,0,0,0,29.7894736842105,5,2.75438596491228,0,23.7894736842105,6,1,2,2.75438596491228,15.5263157894737,17.5263157894737,0.0294362388183898,0.00494071146245059,0.00272172526177103,0,0.0235073850634491,0.00592885375494071,0.000988142292490119,0.00197628458498024,0.00272172526177103,0.0153422092781361,0.0173184938631163,1012,786.719298245614,2,4.48302044703262,0.00173358296928091,0,1012,1
"2014-11-01","Paraguay",6.97297297297297,0,12.9189189189189,0,2,1,2,38.8378378378378,33.9189189189189,9.97297297297297,1,1,4,2,10.9459459459459,6.97297297297297,0,3.97297297297297,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00627630330600628,0,0.0116281898460116,0,0.0018001800180018,0.0009000900090009,0.0018001800180018,0.034957549809035,0.0305300800350305,0.00897657333300898,0.0009000900090009,0.0009000900090009,0.0036003600360036,0.0018001800180018,0.00985233658500985,0.00627630330600628,0,0.00357603327900358,0.0018001800180018,0.0018001800180018,0,0,0,0,0,0,0,0,0,0,0,0,19.9189189189189,8,3.97297297297297,0,30.8108108108108,8,2.97297297297297,0,0,6,21.9459459459459,0.0179288199090179,0.0072007200720072,0.00357603327900358,0,0.0277325029800277,0.0072007200720072,0.00267594327000268,0,0,0.0054005400540054,0.0197533266840198,1111,876.837837837838,0,5.54460448469326,0,0,1111,1
"2014-12-01","Paraguay",5,3.67741935483871,6.67741935483871,0,7.35483870967742,0,2.67741935483871,8.67741935483871,38.3870967741936,6.67741935483871,5.35483870967742,2.67741935483871,10.3548387096774,2,9.35483870967742,2,0,2,5.67741935483871,4.67741935483871,0,0,0,0,0,0,0,0,0,0,0,0,0.0037202380952381,0.00273617511520737,0.00496831797235023,0,0.00547235023041475,0,0.00199212749615975,0.00645641321044547,0.0285618279569892,0.00496831797235023,0.00398425499231951,0.00199212749615975,0.0077044930875576,0.00148809523809524,0.00696044546850999,0.00148809523809524,0,0.00148809523809524,0.00422427035330261,0.00348022273425499,0,0,0,0,0,0,0,0,0,0,0,0,30.0645161290323,5,0,3.67741935483871,26.0645161290323,12.3548387096774,1,0,3,8.35483870967742,23.3870967741935,0.0223694316436252,0.0037202380952381,0,0.00273617511520737,0.0193932411674347,0.00919258832565284,0.000744047619047619,0,0.00223214285714286,0.00621639784946237,0.017401113671275,1344,1117.22580645161,3,4.65413005796232,0,0,1344,1
"2015-01-01","Paraguay",9.53992395437262,0,22.5399239543726,1,5,5,0,36.6197718631179,39.6197718631179,8,1,3,9,1,17.0798479087452,20.0798479087452,0,0,18.0798479087452,28.1596958174905,1,0,0,0,1,1,0,0,0,0,0,0,0.0032548358766198,0,0.00769018217481154,0.000341180484476288,0.00170590242238144,0.00170590242238144,0,0.0124939515056697,0.0135174929590986,0.0027294438758103,0.000341180484476288,0.00102354145342886,0.00307062436028659,0.000341180484476288,0.00582731078428702,0.00685085223771588,0,0,0.0061684912687633,0.00960753866171631,0.000341180484476288,0,0,0,0.000341180484476288,0.000341180484476288,0,0,0,0,0,0,42.6197718631179,24.0798479087452,2,0,36.5399239543726,25.0798479087452,16.0798479087452,0,2,37.1596958174905,43.6996197718631,0.0145410344125274,0.00821557417562103,0.000682360968952576,0,0.0124667089574796,0.00855675466009732,0.00548613029981073,0,0.000682360968952576,0.0126781630220029,0.0149094574451938,2931,2488.02281368821,10,2.34911463061659,0,0.00102354145342886,2931,1
"2015-02-01","Paraguay",2,1,43.3258928571429,1,31.8839285714286,1,0,54.3258928571429,70.7678571428571,16,0,4,14,1,19,7,1,0,1,29.3258928571429,0,0,0,0,0,1,0,0,0,1,0,0,0.000597014925373134,0.000298507462686567,0.0129331023454158,0.000298507462686567,0.00951759061833689,0.000298507462686567,0,0.016216684434968,0.0211247334754797,0.00477611940298507,0,0.00119402985074627,0.00417910447761194,0.000298507462686567,0.00567164179104478,0.00208955223880597,0.000298507462686567,0,0.000298507462686567,0.00875399786780384,0,0,0,0,0,0.000298507462686567,0,0,0,0.000298507462686567,0,0,20.4419642857143,24.8839285714286,18.8839285714286,0,100.977678571429,10,17.8839285714286,1,2,3,50.2098214285714,0.006102078891258,0.00742803837953092,0.00563699360341151,0,0.0301425906183369,0.00298507462686567,0.00533848614072495,0.000298507462686567,0.000597014925373134,0.000895522388059702,0.0149880063965885,3350,2830.97321428571,9.44196428571428,2.74198959135545,0.000298507462686567,0.000298507462686567,3350,1
"2015-03-01","Paraguay",27.1889168765743,2,39.1511335012594,2,27.0755667506297,5.03778337531486,0,54.1889168765743,117.566750629723,29.0755667506297,1,11.0755667506297,31.1511335012594,2,86.4911838790932,20.0755667506297,1,3,7.03778337531486,21.0755667506297,0,0,2,0,0,1,0,0,0,0,0,0,0.0067533325575197,0.000496770988574267,0.00972457364661188,0.000496770988574267,0.00672517803045944,0.00125131231378909,0,0.0134597409032723,0.0292018754668959,0.00722194901903371,0.000248385494287134,0.00275101012186531,0.00773748969231482,0.000496770988574267,0.0214831554592879,0.00498647957044951,0.000248385494287134,0.000745156482861401,0.00174808330236335,0.00523486506473664,0,0,0.000496770988574267,0,0,0.000248385494287134,0,0,0,0,0,0,58.3022670025189,33.0755667506297,15.0755667506297,1,91.4156171284635,48.1511335012594,9.03778337531486,1,2,19.0755667506297,44.264483627204,0.0144814374074811,0.00821549099618224,0.00374455209901384,0.000248385494287134,0.0227063132460168,0.0119600430951961,0.00224485429093762,0.000248385494287134,0.000496770988574267,0.00473809407616237,0.0109946556451078,4026,3248.56171284635,32.1889168765743,3.74625460533504,0,0.000745156482861401,4026,1
"2015-04-01","Paraguay",11.1121281464531,1,57.2242562929062,2,15,6.11212814645309,5.11212814645309,41.2242562929062,79.0091533180778,29.2242562929062,1,13.2242562929062,31.4485125858124,4,53.8970251716247,23.3363844393593,5.11212814645309,0,12.1121281464531,9.11212814645309,0,0,0,0,0,0,0,1,0,1,0,0,0.00247706824486248,0.000222915737851092,0.0127561873145132,0.000445831475702185,0.00334373606776638,0.00136248955560702,0.00113957381775593,0.00918953550889571,0.0176123837088894,0.00651454665468261,0.000222915737851092,0.00294789484906513,0.00701036838738572,0.000891662951404369,0.0120144951341116,0.00520204735607652,0.00113957381775593,0,0.00269998398271357,0.0020312367691603,0,0,0,0,0,0,0,0.000222915737851092,0,0.000222915737851092,0,0,79.0091533180778,28.3363844393593,20.3363844393593,6.11212814645309,100.345537757437,66.6727688787185,13.2242562929062,3,6.11212814645309,32.4485125858124,30.4485125858124,0.0176123837088894,0.00631662604533198,0.00453330014252324,0.00136248955560702,0.0223685995892637,0.0148624094691749,0.00294789484906513,0.000668747213553277,0.00136248955560702,0.00723328412523682,0.00678745264953463,4486,3740.25400457666,11,3.2675718518946,0.000668747213553277,0.000222915737851092,4486,1
"2015-05-01","Paraguay",14.4320175438596,1,34.8640350877193,7.43201754385965,36.2960526315789,12.8640350877193,1,49.8640350877193,173.480263157895,52.2960526315789,5.43201754385965,0,68.5921052631579,16.8640350877193,45.1600877192982,16.4320175438597,2,13.8640350877193,10.4320175438596,21.2960526315789,0,0,0,0,0,1,0,0,5.43201754385965,0,0,0,0.00288987135439721,0.000200240288346015,0.0069811844388705,0.0014881893359751,0.00726793204476951,0.00257589809525817,0.000200240288346015,0.00998478876406073,0.0347377379170794,0.0104717766583058,0.00108770875928307,0,0.013734902936155,0.00337685924864223,0.00904286898664362,0.00329035193108924,0.00040048057669203,0.00277613838360418,0.00208891020101315,0.00426432771957928,0,0,0,0,0,0.000200240288346015,0,0,0.00108770875928307,0,0,0,78.4561403508772,31.4320175438597,37.2960526315789,0,91.5921052631579,48.2960526315789,5,10.4320175438596,16.2960526315789,16.8640350877193,37.7280701754386,0.0157100801663751,0.00629395625627947,0.00746817233311553,0,0.0183404295681133,0.0096708155049217,0.00100120144173008,0.00208891020101315,0.00326312627784921,0.00337685924864223,0.00755467965066852,4994,4128.46271929825,18.8640350877193,5.64138898248213,0.00108770875928307,0.000200240288346015,4994,1
"2015-06-01","Paraguay",15.2050209205021,2,43.2050209205021,1,53.4100418410042,0,0,38.4100418410042,174.037656903766,26.602510460251,0,5,63.8075313807531,10.602510460251,118.037656903766,15.602510460251,3,14.2050209205021,3,12.602510460251,0,0,0,0,0,0,0,0,0,1,0,1,0.00280173593523164,0.000368527731711811,0.007961124179197,0.000184263865855906,0.0098415407851491,0,0,0.00707758279731052,0.0320688514655916,0.00490188141887803,0,0.000921319329279528,0.0117574224029396,0.00195365956518354,0.0217500749776609,0.00287497889446306,0.000552791597567717,0.00261747206937573,0.000552791597567717,0.00232218729689535,0,0,0,0,0,0,0,0,0,0.000184263865855906,0,0.000184263865855906,52.4100418410042,45.8075313807531,18.602510460251,1,191.255230125523,61.8075313807531,9.60251046025105,4,2,24.2050209205021,55.2175732217573,0.0096572769192932,0.00844067281753328,0.00342777049203078,0.000184263865855906,0.0352414280680897,0.0113888946712278,0.00176939569932763,0.000737055463423623,0.000368527731711811,0.00446011072793479,0.0101746035050225,5427,4432.77405857741,14.2050209205021,4.61294604679872,0.000184263865855906,0.000184263865855906,5427,1
"2015-07-01","Paraguay",12.8553054662379,6.42765273311897,141.987138263666,26.2829581993569,32.8553054662379,0,1,47.9935691318328,118.131832797428,30.8553054662379,0,13.8553054662379,34.2829581993569,11.427652733119,65.8488745980707,28.2829581993569,1,2,16.8553054662379,23.2829581993569,0,0,0,0,0,0,0,4,0,0,0,0,0.0022785015005739,0.00113925075028695,0.0251661003657685,0.00465844703994274,0.00582334375509357,0,0.000177242112725984,0.0085064815901866,0.0209379356252087,0.00546885952964161,0,0.00245574361329988,0.0060763839417506,0.00202546131391687,0.0116711936543904,0.0050129312653947,0.000177242112725984,0.000354484225451967,0.00298746995147783,0.00412672070176478,0,0,0,0,0,0,0,0.000708968450903935,0,0,0,0,85.7041800643087,44.2829581993569,18.2829581993569,0,152.408360128617,39.8553054662379,11.8553054662379,2,2,39.9935691318328,50.8488745980707,0.0151903899440462,0.00784880506901044,0.00324051013813487,0,0.0270131797462987,0.00706403854417546,0.00210125938784792,0.000354484225451967,0.000354484225451967,0.00708854468837873,0.00901256196350066,5642,4621.68167202572,5,3.13449105039263,0.000708968450903935,0,5642,1
"2015-08-01","Paraguay",17.0913461538462,0,51.1826923076923,2,22,0,0,55.3197115384615,107.365384615385,35.0913461538462,0,10.0456730769231,66.3197115384615,5,53.2740384615385,41.1826923076923,7.04567307692308,22.1370192307692,5,42.2283653846154,0,0,0,0,0,0,0,0,1,1,0,1,0.00338576587833719,0,0.0101392021211752,0.000396196513470681,0.0043581616481775,0,0,0.0109587384188711,0.0212688955260271,0.00695153449957333,0,0.00199003032427161,0.0131378192429599,0.000990491283676704,0.0105534941484823,0.00815821955382177,0.00139573555406559,0.0043853049189321,0.000990491283676704,0.00836536556747531,0,0,0,0,0,0,0,0,0.000198098256735341,0.000198098256735341,0,0.000198098256735341,49.1826923076923,45.0456730769231,14.0456730769231,0,149.548076923077,65.1370192307692,5,1,2,29.1370192307692,87.5480769230769,0.0097430056077045,0.00892346931000853,0.00278242335121297,0,0.0296252133365842,0.0129035299585517,0.000990491283676704,0.000198098256735341,0.000396196513470681,0.00577199271607948,0.0173431214189931,5048,4114.30048076923,16.0456730769231,5.09425287068344,0.000396196513470681,0.000198098256735341,5048,1
"2015-09-01","Paraguay",19.1359223300971,11.1359223300971,51.5436893203884,2,41.2718446601942,0,1,39.2718446601942,172.038834951456,24,6.13592233009709,11.1359223300971,70.6796116504854,13.1359223300971,93.9514563106796,53.8155339805825,8.13592233009709,10.1359223300971,17.2718446601942,20.2718446601942,0,0,0,0,0,1,0,1,0,0,0,0,0.00377136821641645,0.00219470286363758,0.0101583936382318,0.000394166338194718,0.00813398594012498,0,0.000197083169097359,0.00773981960193027,0.0339059588000505,0.00472999605833662,0.00120928701815079,0.00219470286363758,0.0139297618546483,0.0025888692018323,0.0185162507510208,0.0106061359835598,0.0016034533563455,0.00199761969454022,0.00340398988178837,0.00399523938908044,0,0,0,0,0,0.000197083169097359,0,0.000197083169097359,0,0,0,0,87.9514563106796,38.2718446601942,44.6796116504854,1,146.038834951456,60.6796116504854,36.5436893203884,27.4077669902913,2,30.4077669902913,38.5436893203884,0.0173337517364367,0.00754273643283291,0.00880559945811696,0.000197083169097359,0.0287817964035192,0.0119589301636747,0.00720214610177145,0.00540160957632859,0.000394166338194718,0.00599285908362067,0.00759631243996617,5074,3999.63106796117,13.1359223300971,5.07301896764508,0.000197083169097359,0.000197083169097359,5074,1
"2015-10-01","Paraguay",8.99568965517241,0,81.9741379310345,15.9870689655172,19.9956896551724,2,4.99568965517241,58.9698275862069,147.931034482759,22.9870689655172,0,1,64.9741379310345,4,143.913793103448,36.9784482758621,8.99568965517241,21.9870689655172,1,36.9741379310345,0,0,0,0,0,0,0,0,0,0,1,0,0.00193372520532511,0,0.0176212678269636,0.00343660123936312,0.00429829958193732,0.000429922613929493,0.00107387997746612,0.0126762312094168,0.0317994485130607,0.00494133038811635,0,0.000214961306964746,0.0139669256085629,0.000859845227858985,0.0309358970557713,0.00794893557090758,0.00193372520532511,0.0047263690811516,0.000214961306964746,0.00794800901354997,0,0,0,0,0,0,0,0,0,0,0.000214961306964746,0,61.9698275862069,53.9784482758621,41.9741379310345,0,105.952586206897,40.9956896551724,20.9870689655172,2,2,14.9913793103448,48.9741379310345,0.013321115130311,0.0116032777893083,0.00902281554837371,0,0.0227757064073294,0.00881248702819699,0.00451140777418685,0.000429922613929493,0.000429922613929493,0.00322256648975598,0.0105275446971269,4652,3656.47413793103,17.9913793103448,5.52526465201485,0.000214961306964746,0,4652,1
"2015-11-01","Paraguay",5.86004056795132,1,174.060851926978,29.1602434077079,17.8600405679513,0,0,49.8803245436105,50.3002028397566,22.7200811359026,1,3,26.7200811359026,5,103.200811359026,31.3002028397566,0,14.580121703854,19.4401622718053,24.4401622718053,0,0,3.86004056795132,0,1,0,0,0,0,0,0,0,0.00153003670181497,0.000261096605744125,0.0454466976310647,0.00761364057642504,0.00466319597074447,0,0,0.0130235834317521,0.0131332122297015,0.00593213606681531,0.000261096605744125,0.000783289817232376,0.00697652248979181,0.00130548302872063,0.0269453815558816,0.00817237672056308,0,0.00380682028821252,0.00507576038428336,0.00638124341300399,0,0,0.00100784349032672,0,0.000261096605744125,0,0,0,0,0,0,0,60.4604462474645,31.7200811359026,22.580121703854,0,84.0405679513185,56.8803245436105,15.580121703854,0,2,33.3002028397566,42.8803245436105,0.0157860172969881,0.00828200551851244,0.00589559313416552,0,0.0219427070368978,0.014851259671961,0.00406791689395665,0,0.000522193211488251,0.00869456993205133,0.0111959071915432,3830,2930.75456389452,7,3.44267457365508,0.00100784349032672,0.000261096605744125,3830,1
