"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","gestion.pe","larepublica.pe","ojo.publico.com"
"2014-03-01","Peru",17,4,44,0,23,4,2,79,65,22,2,4,26,2,57,13,4,9,15,24,1,0,0,0,4,4,12,2,1,0,10,0,0,2,2,16,2,0,1,1,21,0,0.00443285528031291,0.00104302477183833,0.0114732724902216,0,0.0059973924380704,0.00104302477183833,0.000521512385919166,0.020599739243807,0.0169491525423729,0.00573663624511082,0.000521512385919166,0.00104302477183833,0.00677966101694915,0.000521512385919166,0.0148631029986962,0.00338983050847458,0.00104302477183833,0.00234680573663625,0.00391134289439374,0.00625814863102999,0.000260756192959583,0,0,0,0.00104302477183833,0.00104302477183833,0.00312907431551499,0.000521512385919166,0.000260756192959583,0,0.00260756192959583,0,0,0.000521512385919166,0.000521512385919166,0.00417209908735332,0.000521512385919166,0,0.000260756192959583,0.000260756192959583,0.00547588005215124,0,24,21,11,0,50,29,0,1,2,20,29,0.00625814863102999,0.00547588005215124,0.00286831812255541,0,0.0130378096479791,0.0075619295958279,0,0.000260756192959583,0.000521512385919166,0.00521512385919166,0.0075619295958279,3835,3256,2,5.30177567329971,0.00808344198174707,0.0130378096479791,3835,1,0,0
"2014-04-01","Peru",18,0,61,1,15,3,0,127,63,20,2,7,35,3,24,7,3,2,14,19,0,0,0,0,0,0,2,4,0,0,19,0,0,0,3,2,1,0,1,1,11,1,0.00494369678659709,0,0.0167536391101346,0.000274649821477616,0.00411974732216424,0.000823949464432848,0,0.0348805273276572,0.0173029387530898,0.00549299642955232,0.000549299642955232,0.00192254875034331,0.00961274375171656,0.000823949464432848,0.00659159571546278,0.00192254875034331,0.000823949464432848,0.000549299642955232,0.00384509750068662,0.0052183466080747,0,0,0,0,0,0,0.000549299642955232,0.00109859928591046,0,0,0.0052183466080747,0,0,0,0.000823949464432848,0.000549299642955232,0.000274649821477616,0,0.000274649821477616,0.000274649821477616,0.00302114803625378,0.000274649821477616,37,19,12,0,30,31,0,2,3,13,37,0.0101620433946718,0.0052183466080747,0.00329579785773139,0,0.00823949464432848,0.0085141444658061,0,0.000549299642955232,0.000823949464432848,0.00357044767920901,0.0101620433946718,3641,3064,6,4.53328280716892,0.00192254875034331,0.0104366932161494,3641,1,0,0
"2014-05-01","Peru",27,1,57,3,19,3,1,47,91,25,1,5,41,2,55,9,1,3,26,20,2,0,0,0,0,0,3,0,1,0,11,0,2,2,1,3,2,2,1,4,11,0,0.0073449401523395,0.000272034820457019,0.0155059847660501,0.000816104461371056,0.00516866158868335,0.000816104461371056,0.000272034820457019,0.0127856365614799,0.0247551686615887,0.00680087051142546,0.000272034820457019,0.00136017410228509,0.0111534276387378,0.000544069640914037,0.014961915125136,0.00244831338411317,0.000272034820457019,0.000816104461371056,0.00707290533188248,0.00544069640914037,0.000544069640914037,0,0,0,0,0,0.000816104461371056,0,0.000272034820457019,0,0.0029923830250272,0,0.000544069640914037,0.000544069640914037,0.000272034820457019,0.000816104461371056,0.000544069640914037,0.000544069640914037,0.000272034820457019,0.00108813928182807,0.0029923830250272,0,38,32,13,0,34,36,1,1,1,18,26,0.0103373231773667,0.00870511425462459,0.00353645266594124,0,0.00924918389553863,0.00979325353645267,0.000272034820457019,0.000272034820457019,0.000272034820457019,0.00489662676822633,0.00707290533188248,3676,3086,4,5.19421906074494,0.00516866158868335,0.00707290533188248,3676,1,0,0
"2014-06-01","Peru",27,0,61,2,21,5,1,69,102,37,1,8,63,4,49,22,1,3,17,18,1,1,0,0,0,0,2,1,2,0,0,0,0,0,7,2,2,1,1,0,9,3,0.00766392279307408,0,0.0173147885325007,0.000567697984672154,0.00596082883905762,0.00141924496168039,0.000283848992336077,0.0195855804711893,0.0289525972182799,0.0105024127164349,0.000283848992336077,0.00227079193868862,0.0178824865171729,0.00113539596934431,0.0139086006244678,0.0062446778313937,0.000283848992336077,0.000851546977008232,0.00482543286971331,0.00510928186204939,0.000283848992336077,0.000283848992336077,0,0,0,0,0.000567697984672154,0.000283848992336077,0.000567697984672154,0,0,0,0,0,0.00198694294635254,0.000567697984672154,0.000567697984672154,0.000283848992336077,0.000283848992336077,0,0.00255464093102469,0.000851546977008232,34,30,9,0,46,48,1,2,1,15,23,0.00965086573942663,0.00851546977008232,0.00255464093102469,0,0.0130570536474596,0.0136247516321317,0.000283848992336077,0.000567697984672154,0.000283848992336077,0.00425773488504116,0.00652852682372978,3523,2857,2,6.21799558540257,0.00141924496168039,0.00766392279307408,3523,1,0,0
"2014-07-01","Peru",17,1,97,0,27,1,0,68,87,21,1,8,41,3,22,16,3,6,23,28,2,1,0,0,1,2,7,4,0,0,16,0,2,0,5,3,3,2,3,0,7,0,0.00470392916436082,0.000276701715550636,0.0268400664084117,0,0.00747094631986718,0.000276701715550636,0,0.0188157166574433,0.0240730492529054,0.00581073602656336,0.000276701715550636,0.00221361372440509,0.0113447703375761,0.000830105146651909,0.006087437742114,0.00442722744881018,0.000830105146651909,0.00166021029330382,0.00636413945766464,0.00774764803541782,0.000553403431101273,0.000276701715550636,0,0,0.000276701715550636,0.000553403431101273,0.00193691200885445,0.00110680686220255,0,0,0.00442722744881018,0,0.000553403431101273,0,0.00138350857775318,0.000830105146651909,0.000830105146651909,0.000553403431101273,0.000830105146651909,0,0.00193691200885445,0,29,24,5,0,34,56,2,1,2,19,17,0.00802434975096846,0.00664084117321527,0.00138350857775318,0,0.00940785832872164,0.0154952960708356,0.000553403431101273,0.000276701715550636,0.000553403431101273,0.00525733259546209,0.00470392916436082,3614,2992,4,5.132409031325,0.00442722744881018,0.0118981737686774,3614,1,0,0
"2014-08-01","Peru",16,1,114,10,27,1,1,82,74,12,2,5,34,3,33,22,3,3,17,23,1,1,2,0,0,2,5,5,2,0,9,0,1,1,1,1,0,2,2,0,15,7,0.00422275006598047,0.000263921879123779,0.0300870942201108,0.00263921879123779,0.00712589073634204,0.000263921879123779,0.000263921879123779,0.0216415940881499,0.0195302190551597,0.00316706254948535,0.000527843758247559,0.0013196093956189,0.0089733438902085,0.000791765637371338,0.00870942201108472,0.00580628134072315,0.000791765637371338,0.000791765637371338,0.00448667194510425,0.00607020321984693,0.000263921879123779,0.000263921879123779,0.000527843758247559,0,0,0.000527843758247559,0.0013196093956189,0.0013196093956189,0.000527843758247559,0,0.00237529691211401,0,0.000263921879123779,0.000263921879123779,0.000263921879123779,0.000263921879123779,0,0.000527843758247559,0.000527843758247559,0,0.00395882818685669,0.00184745315386646,32,17,3,0,44,22,0,6,2,17,36,0.00844550013196094,0.00448667194510425,0.000791765637371338,0,0.0116125626814463,0.00580628134072315,0,0.00158353127474268,0.000527843758247559,0.00448667194510425,0.00950118764845606,3789,3157,6,4.8365716083578,0.00554235946159937,0.00950118764845606,3789,1,0,0
"2014-09-01","Peru",7,1,106,5,27,2,0,63,77,14,2,11,34,1,36,20,1,4,17,30,2,0,0,0,0,2,4,2,1,0,14,0,0,0,4,4,0,1,3,0,11,1,0.00181535269709544,0.000259336099585062,0.0274896265560166,0.00129668049792531,0.00700207468879668,0.000518672199170124,0,0.0163381742738589,0.0199688796680498,0.00363070539419087,0.000518672199170124,0.00285269709543568,0.00881742738589212,0.000259336099585062,0.00933609958506224,0.00518672199170124,0.000259336099585062,0.00103734439834025,0.00440871369294606,0.00778008298755187,0.000518672199170124,0,0,0,0,0.000518672199170124,0.00103734439834025,0.000518672199170124,0.000259336099585062,0,0.00363070539419087,0,0,0,0.00103734439834025,0.00103734439834025,0,0.000259336099585062,0.000778008298755187,0,0.00285269709543568,0.000259336099585062,50,26,8,0,40,25,3,4,0,26,31,0.0129668049792531,0.00674273858921162,0.0020746887966805,0,0.0103734439834025,0.00648340248962656,0.000778008298755187,0.00103734439834025,0,0.00674273858921162,0.00803941908713693,3856,3216,5,4.35172458067113,0.00259336099585062,0.0103734439834025,3856,1,0,0
"2014-10-01","Peru",26,4,158,17,21,0,1,103,83,28,5,6,54,3,36,8,0,5,35,36,0,1,0,0,0,0,2,1,1,0,6,0,0,0,1,4,1,0,3,1,1,0,0.00632603406326034,0.00097323600973236,0.0384428223844282,0.00413625304136253,0.00510948905109489,0,0.00024330900243309,0.0250608272506083,0.0201946472019465,0.00681265206812652,0.00121654501216545,0.00145985401459854,0.0131386861313869,0.00072992700729927,0.00875912408759124,0.00194647201946472,0,0.00121654501216545,0.00851581508515815,0.00875912408759124,0,0.00024330900243309,0,0,0,0,0.00048661800486618,0.00024330900243309,0.00024330900243309,0,0.00145985401459854,0,0,0,0.00024330900243309,0.00097323600973236,0.00024330900243309,0,0.00072992700729927,0.00024330900243309,0.00024330900243309,0,33,33,8,0,28,41,0,1,2,25,30,0.00802919708029197,0.00802919708029197,0.00194647201946472,0,0.00681265206812652,0.00997566909975669,0,0.00024330900243309,0.00048661800486618,0.00608272506082725,0.0072992700729927,4110,3330,5,4.91128017443828,0.00170316301703163,0.00364963503649635,4110,1,0,0
"2014-11-01","Peru",26,2,51,2,25,1,0,82,83,30,2,10,46,5,29,14,0,5,24,25,0,1,0,0,1,3,3,6,0,0,5,0,3,0,3,1,0,0,0,2,10,2,0.00637723816531764,0.00049055678194751,0.0125091979396615,0.00049055678194751,0.00613195977434388,0.000245278390973755,0,0.0201128280598479,0.0203581064508217,0.00735835172921266,0.00049055678194751,0.00245278390973755,0.0112828059847927,0.00122639195486878,0.0071130733382389,0.00343389747363257,0,0.00122639195486878,0.00588668138337013,0.00613195977434388,0,0.000245278390973755,0,0,0.000245278390973755,0.000735835172921266,0.000735835172921266,0.00147167034584253,0,0,0.00122639195486878,0,0.000735835172921266,0,0.000735835172921266,0.000245278390973755,0,0,0,0.00049055678194751,0.00245278390973755,0.00049055678194751,26,27,14,0,30,61,4,3,1,25,35,0.00637723816531764,0.00662251655629139,0.00343389747363257,0,0.00735835172921266,0.0149619818493991,0.000981113563895021,0.000735835172921266,0.000245278390973755,0.00613195977434388,0.00858474368408143,4077,3440,8,4.88064558646969,0.00343389747363257,0.00662251655629139,4077,1,0,0
"2014-12-01","Peru",20,6,48,3,52,0,0,52,77,26,1,8,56,15,66,25,5,7,20,23,2,0,0,1,0,2,9,3,1,1,2,0,3,0,4,1,1,2,4,1,10,1,0.00463606861381548,0.00139082058414465,0.0111265646731572,0.000695410292072323,0.0120537783959203,0,0,0.0120537783959203,0.0178488641631896,0.00602688919796013,0.000231803430690774,0.00185442744552619,0.0129809921186834,0.00347705146036161,0.0152990264255911,0.00579508576726936,0.00115901715345387,0.00162262401483542,0.00463606861381548,0.00533147890588781,0.000463606861381548,0,0,0.000231803430690774,0,0.000463606861381548,0.00208623087621697,0.000695410292072323,0.000231803430690774,0.000231803430690774,0.000463606861381548,0,0.000695410292072323,0,0.000927213722763097,0.000231803430690774,0.000231803430690774,0.000463606861381548,0.000927213722763097,0.000231803430690774,0.00231803430690774,0.000231803430690774,30,29,14,0,34,52,1,0,1,25,25,0.00695410292072323,0.00672229949003245,0.00324524802967084,0,0.00788131664348632,0.0120537783959203,0.000231803430690774,0,0.000231803430690774,0.00579508576726936,0.00579508576726936,4314,3655,16,5.18505667129772,0.00440426518312471,0.00672229949003245,4314,1,0,1
"2015-01-01","Peru",21,5,29,2,14,1,2,67,56,47,2,9,28,5,30,8,6,2,24,27,0,0,1,0,0,2,1,8,0,0,7,0,2,0,1,3,1,0,0,2,6,0,0.00564212788823213,0.00134336378291241,0.00779150994089199,0.000537345513164965,0.00376141859215476,0.000268672756582483,0.000537345513164965,0.0180010746910263,0.015045674368619,0.0126276195593767,0.000537345513164965,0.00241805480924234,0.00752283718430951,0.00134336378291241,0.00806018269747448,0.00214938205265986,0.0016120365394949,0.000537345513164965,0.00644814615797958,0.00725416442772703,0,0,0.000268672756582483,0,0,0.000537345513164965,0.000268672756582483,0.00214938205265986,0,0,0.00188070929607738,0,0.000537345513164965,0,0.000268672756582483,0.000806018269747448,0.000268672756582483,0,0,0.000537345513164965,0.0016120365394949,0,24,16,7,0,32,56,2,2,1,15,33,0.00644814615797958,0.00429876410531972,0.00188070929607738,0,0.00859752821063944,0.015045674368619,0.000537345513164965,0.000537345513164965,0.000268672756582483,0.00403009134873724,0.00886620096722192,3722,3180,1,5.22324146731918,0.00268672756582483,0.00671681891456206,3722,1,0,1
"2015-02-01","Peru",15,5,18,0,35,3,0,65,66,21,5,7,49,7,25,28,2,7,19,28,2,1,1,0,0,1,3,3,0,0,4,0,3,0,2,2,0,1,5,0,8,0,0.00412087912087912,0.00137362637362637,0.00494505494505494,0,0.00961538461538462,0.000824175824175824,0,0.0178571428571429,0.0181318681318681,0.00576923076923077,0.00137362637362637,0.00192307692307692,0.0134615384615385,0.00192307692307692,0.00686813186813187,0.00769230769230769,0.000549450549450549,0.00192307692307692,0.00521978021978022,0.00769230769230769,0.000549450549450549,0.000274725274725275,0.000274725274725275,0,0,0.000274725274725275,0.000824175824175824,0.000824175824175824,0,0,0.0010989010989011,0,0.000824175824175824,0,0.000549450549450549,0.000549450549450549,0,0.000274725274725275,0.00137362637362637,0,0.0021978021978022,0,30,27,16,0,43,26,3,1,4,25,38,0.00824175824175824,0.00741758241758242,0.0043956043956044,0,0.0118131868131868,0.00714285714285714,0.000824175824175824,0.000274725274725275,0.0010989010989011,0.00686813186813187,0.0104395604395604,3640,3077,2,5.33159885904541,0.0032967032967033,0.00659340659340659,3640,1,0,1
"2015-03-01","Peru",14,19,41,2,25,2,1,96,79,36,6,8,46,2,30,18,0,1,17,19,0,0,1,0,1,3,2,1,0,1,4,0,5,0,7,4,1,1,3,1,4,0,0.00335490055116223,0.00455307931943446,0.00982506589983225,0.000479271507308891,0.00599089384136113,0.000479271507308891,0.000239635753654445,0.0230050323508267,0.0189312245387012,0.00862688713156003,0.00143781452192667,0.00191708602923556,0.0110232446681045,0.000479271507308891,0.00718907260963336,0.00431344356578001,0,0.000239635753654445,0.00407380781212557,0.00455307931943446,0,0,0.000239635753654445,0,0.000239635753654445,0.000718907260963336,0.000479271507308891,0.000239635753654445,0,0.000239635753654445,0.000958543014617781,0,0.00119817876827223,0,0.00167745027558112,0.000958543014617781,0.000239635753654445,0.000239635753654445,0.000718907260963336,0.000239635753654445,0.000958543014617781,0,32,16,11,0,25,35,4,1,3,27,32,0.00766834411694225,0.00383417205847112,0.0026359932901989,0,0.00599089384136113,0.00838725137790558,0.000958543014617781,0.000239635753654445,0.000718907260963336,0.00647016534867002,0.00766834411694225,4173,3575,3,5.68005901468292,0.0026359932901989,0.00670980110232447,4173,1,0,1
"2015-04-01","Peru",15,5,46,0,29,2,0,109,78,28,7,8,52,6,53,19,1,5,16,35,0,1,0,0,0,3,2,0,0,0,4,0,1,0,4,1,1,0,4,0,8,2,0.0035486160397445,0.00118287201324817,0.0108824225218831,0,0.00686065767683937,0.000473148805299267,0,0.02578660988881,0.0184528034066714,0.00662408327418973,0.00165602081854743,0.00189259522119707,0.0123018689377809,0.0014194464158978,0.0125384433404306,0.00449491365034303,0.000236574402649633,0.00118287201324817,0.00378519044239413,0.00828010409273717,0,0.000236574402649633,0,0,0,0.0007097232079489,0.000473148805299267,0,0,0,0.000946297610598533,0,0.000236574402649633,0,0.000946297610598533,0.000236574402649633,0.000236574402649633,0,0.000946297610598533,0,0.00189259522119707,0.000473148805299267,41,32,16,0,41,43,1,4,3,21,25,0.00969955050863497,0.00757038088478827,0.00378519044239413,0,0.00969955050863497,0.0101726993139342,0.000236574402649633,0.000946297610598533,0.0007097232079489,0.0049680624556423,0.00591436006624083,4227,3546,3,4.75826723473547,0.00236574402649633,0.0049680624556423,4227,1,0,1
"2015-05-01","Peru",29,1,31,2,28,5,2,108,95,22,16,20,59,5,82,30,1,6,41,42,8,1,0,0,0,4,7,8,2,0,26,1,3,1,5,3,1,2,2,2,8,0,0.00707835001220405,0.000244081034903588,0.00756651208201123,0.000488162069807176,0.00683426897730046,0.00122040517451794,0.000488162069807176,0.0263607517695875,0.0231876983158409,0.00536978276787894,0.00390529655845741,0.00488162069807176,0.0144007810593117,0.00122040517451794,0.0200146448620942,0.00732243104710764,0.000244081034903588,0.00146448620942153,0.0100073224310471,0.0102514034659507,0.0019526482792287,0.000244081034903588,0,0,0,0.000976324139614352,0.00170856724432512,0.0019526482792287,0.000488162069807176,0,0.00634610690749329,0.000244081034903588,0.000732243104710764,0.000244081034903588,0.00122040517451794,0.000732243104710764,0.000244081034903588,0.000488162069807176,0.000488162069807176,0.000488162069807176,0.0019526482792287,0,34,24,13,0,41,33,3,2,3,26,47,0.00829875518672199,0.00585794483768611,0.00317305345374664,0,0.0100073224310471,0.0080546741518184,0.000732243104710764,0.000488162069807176,0.000732243104710764,0.00634610690749329,0.0114718086404686,4097,3307,20,5.40192040501731,0.00390529655845741,0.0168415914083476,4097,1,0,1
"2015-06-01","Peru",27,1,51,3,13,2,1,73,88,33,5,10,55,1,34,10,1,3,14,26,0,0,0,0,0,2,1,1,0,1,7,0,0,0,4,4,1,0,2,0,9,1,0.00677880994225458,0.000251067034898318,0.0128044187798142,0.000753201104694954,0.00326387145367813,0.000502134069796636,0.000251067034898318,0.0183278935475772,0.022093899071052,0.00828521215164449,0.00125533517449159,0.00251067034898318,0.0138086869194075,0.000251067034898318,0.00853627918654281,0.00251067034898318,0.000251067034898318,0.000753201104694954,0.00351493848857645,0.00652774290735626,0,0,0,0,0,0.000502134069796636,0.000251067034898318,0.000251067034898318,0,0.000251067034898318,0.00175746924428822,0,0,0,0.00100426813959327,0.00100426813959327,0.000251067034898318,0,0.000502134069796636,0,0.00225960331408486,0.000251067034898318,36,14,14,0,41,41,0,1,1,34,31,0.00903841325633944,0.00351493848857645,0.00351493848857645,0,0.010293748430831,0.010293748430831,0,0.000251067034898318,0.000251067034898318,0.00853627918654281,0.00778307808184785,3983,3374,0,5.34345852837499,0.00225960331408486,0.00602560883755963,3983,1,0,1
"2015-07-01","Peru",18,3,71,6,23,4,1,94,80,21,9,5,57,4,25,13,4,4,22,27,1,0,1,0,0,3,2,1,1,0,3,0,1,0,2,1,0,0,0,1,2,3,0.00441501103752759,0.000735835172921266,0.0174147657591366,0.00147167034584253,0.00564140299239637,0.000981113563895021,0.000245278390973755,0.023056168751533,0.0196222712779004,0.00515084621044886,0.0022075055187638,0.00122639195486878,0.013980868285504,0.000981113563895021,0.00613195977434388,0.00318861908265882,0.000981113563895021,0.000981113563895021,0.00539612460142261,0.00662251655629139,0.000245278390973755,0,0.000245278390973755,0,0,0.000735835172921266,0.00049055678194751,0.000245278390973755,0.000245278390973755,0,0.000735835172921266,0,0.000245278390973755,0,0.00049055678194751,0.000245278390973755,0,0,0,0.000245278390973755,0.00049055678194751,0.000735835172921266,40,19,13,1,42,42,4,1,4,24,37,0.00981113563895021,0.00466028942850135,0.00318861908265882,0.000245278390973755,0.0103016924208977,0.0103016924208977,0.000981113563895021,0.000245278390973755,0.000981113563895021,0.00588668138337013,0.00907530046602894,4077,3420,0,5.18397385149134,0.00147167034584253,0.00392445425558008,4077,1,0,1
"2015-08-01","Peru",20,3,35,1,15,4,0,79,87,26,9,10,49,6,40,10,2,5,24,26,0,0,0,0,0,2,4,3,1,0,10,1,4,0,3,4,0,1,1,2,15,2,0.00471698113207547,0.000707547169811321,0.00825471698113208,0.000235849056603774,0.0035377358490566,0.000943396226415094,0,0.0186320754716981,0.0205188679245283,0.00613207547169811,0.00212264150943396,0.00235849056603774,0.0115566037735849,0.00141509433962264,0.00943396226415094,0.00235849056603774,0.000471698113207547,0.00117924528301887,0.00566037735849057,0.00613207547169811,0,0,0,0,0,0.000471698113207547,0.000943396226415094,0.000707547169811321,0.000235849056603774,0,0.00235849056603774,0.000235849056603774,0.000943396226415094,0,0.000707547169811321,0.000943396226415094,0,0.000235849056603774,0.000235849056603774,0.000471698113207547,0.0035377358490566,0.000471698113207547,51,17,12,1,38,47,1,0,4,17,66,0.0120283018867925,0.00400943396226415,0.00283018867924528,0.000235849056603774,0.0089622641509434,0.0110849056603774,0.000235849056603774,0,0.000943396226415094,0.00400943396226415,0.0155660377358491,4240,3585,2,4.77211243763757,0.00283018867924528,0.00966981132075472,4240,1,0,1
"2015-09-01","Peru",15,3,35,0,35,1,0,89,88,27,13,5,42,4,39,12,4,2,27,20,2,1,0,0,0,0,4,4,0,0,3,2,1,0,4,2,3,0,2,3,12,1,0.00346660503813266,0.000693321007626531,0.0080887450889762,0,0.0080887450889762,0.000231107002542177,0,0.0205685232262538,0.0203374162237116,0.00623988906863878,0.0030043910330483,0.00115553501271089,0.00970649410677143,0.000924428010168708,0.0090131730991449,0.00277328403050612,0.000924428010168708,0.000462214005084354,0.00623988906863878,0.00462214005084354,0.000462214005084354,0.000231107002542177,0,0,0,0,0.000924428010168708,0.000924428010168708,0,0,0.000693321007626531,0.000462214005084354,0.000231107002542177,0,0.000924428010168708,0.000462214005084354,0.000693321007626531,0,0.000462214005084354,0.000693321007626531,0.00277328403050612,0.000231107002542177,36,18,13,0,36,36,1,0,1,15,32,0.00831985209151837,0.00415992604575919,0.0030043910330483,0,0.00831985209151837,0.00831985209151837,0.000231107002542177,0,0.000231107002542177,0.00346660503813266,0.00739542408134967,4327,3729,8,4.57799653313447,0.0030043910330483,0.00716431707880749,4327,1,0,1
"2015-10-01","Peru",19,3,100,0,43,5,1,84,81,25,9,5,57,3,31,32,5,5,21,36,1,0,0,0,0,0,11,5,1,0,5,0,0,0,7,7,5,1,1,2,10,2,0.00421660008877053,0.00066577896138482,0.0221926320461607,0,0.00954283177984909,0.00110963160230803,0.000221926320461607,0.018641810918775,0.0179760319573901,0.00554815801154017,0.00199733688415446,0.00110963160230803,0.0126498002663116,0.00066577896138482,0.00687971593430981,0.00710164225477142,0.00110963160230803,0.00110963160230803,0.00466045272969374,0.00798934753661784,0.000221926320461607,0,0,0,0,0,0.00244118952507767,0.00110963160230803,0.000221926320461607,0,0.00110963160230803,0,0,0,0.00155348424323125,0.00155348424323125,0.00110963160230803,0.000221926320461607,0.000221926320461607,0.000443852640923213,0.00221926320461607,0.000443852640923213,37,26,15,1,35,39,3,3,2,19,44,0.00821127385707945,0.00577008433200178,0.0033288948069241,0.000221926320461607,0.00776742121615624,0.00865512649800266,0.00066577896138482,0.00066577896138482,0.000443852640923213,0.00421660008877053,0.0097647581003107,4506,3777,35,5.35728292791352,0.0066577896138482,0.00621393697292499,4506,1,0,1
"2015-11-01","Peru",15,5,98,5,23,3,0,93,63,36,5,8,40,5,52,19,4,5,30,44,3,2,0,0,0,2,6,1,0,0,7,0,1,1,4,14,6,3,2,0,17,1,0.00350221807144525,0.00116740602381508,0.0228811580667756,0.00116740602381508,0.00537006770954938,0.00070044361428905,0,0.0217137520429605,0.01470931590007,0.0084053233714686,0.00116740602381508,0.00186784963810413,0.00933924819052066,0.00116740602381508,0.0121410226476769,0.00443614289049732,0.000933924819052066,0.00116740602381508,0.0070044361428905,0.0102731730095727,0.00070044361428905,0.000466962409526033,0,0,0,0.000466962409526033,0.0014008872285781,0.000233481204763017,0,0,0.00163436843334112,0,0.000233481204763017,0.000233481204763017,0.000933924819052066,0.00326873686668223,0.0014008872285781,0.00070044361428905,0.000466962409526033,0,0.00396918048097128,0.000233481204763017,53,22,8,0,41,49,5,2,7,33,38,0.0123745038524399,0.00513658650478636,0.00186784963810413,0,0.00957272939528368,0.0114405790333878,0.00116740602381508,0.000466962409526033,0.00163436843334112,0.00770487975717955,0.00887228578099463,4283,3513,6,4.55992116472087,0.00887228578099463,0.00747139855241653,4283,1,0,0
"2015-12-01","Peru",26,2,123,8,24,2,2,84,77,37,17,7,37,6,17,14,1,6,25,33,5,0,0,1,0,2,8,1,0,0,5,2,1,0,2,6,2,2,5,0,15,4,0.00657894736842105,0.000506072874493927,0.0311234817813765,0.00202429149797571,0.00607287449392713,0.000506072874493927,0.000506072874493927,0.0212550607287449,0.0194838056680162,0.00936234817813765,0.00430161943319838,0.00177125506072874,0.00936234817813765,0.00151821862348178,0.00430161943319838,0.00354251012145749,0.000253036437246964,0.00151821862348178,0.00632591093117409,0.0083502024291498,0.00126518218623482,0,0,0.000253036437246964,0,0.000506072874493927,0.00202429149797571,0.000253036437246964,0,0,0.00126518218623482,0.000506072874493927,0.000253036437246964,0,0.000506072874493927,0.00151821862348178,0.000506072874493927,0.000506072874493927,0.00126518218623482,0,0.00379554655870445,0.00101214574898785,59,18,14,0,40,40,3,4,0,22,47,0.0149291497975709,0.00455465587044534,0.00354251012145749,0,0.0101214574898785,0.0101214574898785,0.000759109311740891,0.00101214574898785,0,0.0055668016194332,0.0118927125506073,3952,3199,0,5.0470951759801,0.00632591093117409,0.00910931174089069,3952,1,0,1
"2016-01-01","Peru",17,2,137,7,14,2,0,111,72,33,10,3,53,6,18,12,0,11,28,35,0,0,0,0,0,2,3,4,0,2,10,0,1,0,3,6,3,0,5,1,17,0,0.00463973799126638,0.000545851528384279,0.0373908296943231,0.00191048034934498,0.00382096069868996,0.000545851528384279,0,0.0302947598253275,0.0196506550218341,0.00900655021834061,0.0027292576419214,0.000818777292576419,0.0144650655021834,0.00163755458515284,0.00491266375545852,0.00327510917030568,0,0.00300218340611354,0.00764192139737991,0.00955240174672489,0,0,0,0,0,0.000545851528384279,0.000818777292576419,0.00109170305676856,0,0.000545851528384279,0.0027292576419214,0,0.00027292576419214,0,0.000818777292576419,0.00163755458515284,0.000818777292576419,0,0.0013646288209607,0.00027292576419214,0.00463973799126638,0,41,16,6,0,45,21,4,3,2,18,43,0.0111899563318777,0.00436681222707424,0.00163755458515284,0,0.0122816593886463,0.00573144104803493,0.00109170305676856,0.000818777292576419,0.000545851528384279,0.00491266375545852,0.011735807860262,3664,2932,6,5.00258967996918,0.00491266375545852,0.0106441048034935,3664,1,0,1
