"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","twala.info","X24hdz.com","elkhabar.com","el.massa.com","elwatan.dz.com","echaab.dz"
"2012-11-01","Algeria",5,0,56,12,25,1,0,17,19,13,1,13,8,3,19,5,0,7,13,10,1,0,3,0,0,1,3,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0.0031055900621118,0,0.0347826086956522,0.00745341614906832,0.015527950310559,0.00062111801242236,0,0.0105590062111801,0.0118012422360248,0.00807453416149068,0.00062111801242236,0.00807453416149068,0.00496894409937888,0.00186335403726708,0.0118012422360248,0.0031055900621118,0,0.00434782608695652,0.00807453416149068,0.0062111801242236,0.00062111801242236,0,0.00186335403726708,0,0,0.00062111801242236,0.00186335403726708,0.00062111801242236,0.00062111801242236,0,0,0,0,0.00124223602484472,0,0,0,0,0,0,0.00062111801242236,0,18,24,8,1,26,9,4,1,6,9,10,0.0111801242236025,0.0149068322981366,0.00496894409937888,0.00062111801242236,0.0161490683229814,0.00559006211180124,0.00248447204968944,0.00062111801242236,0.00372670807453416,0.00559006211180124,0.0062111801242236,1610,1279,0,10.3097582091831,0.00434782608695652,0.00372670807453416,1610,0,0,0,0,0,0
"2012-12-01","Algeria",4,1,35,7,20,2,1,11,19,24,4,5,17,1,29,17,0,7,5,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,1,0,1,0,0.00240963855421687,0.000602409638554217,0.0210843373493976,0.00421686746987952,0.0120481927710843,0.00120481927710843,0.000602409638554217,0.00662650602409639,0.0114457831325301,0.0144578313253012,0.00240963855421687,0.00301204819277108,0.0102409638554217,0.000602409638554217,0.0174698795180723,0.0102409638554217,0,0.00421686746987952,0.00301204819277108,0.00240963855421687,0,0,0,0.000602409638554217,0,0,0,0,0,0,0.000602409638554217,0,0,0,0.000602409638554217,0.00120481927710843,0.000602409638554217,0,0.000602409638554217,0,0.000602409638554217,0,15,10,11,1,18,8,2,0,1,6,7,0.00903614457831325,0.00602409638554217,0.00662650602409639,0.000602409638554217,0.0108433734939759,0.00481927710843374,0.00120481927710843,0,0.000602409638554217,0.0036144578313253,0.00421686746987952,1660,1391,9,12.6416106315589,0.00180722891566265,0.0036144578313253,1660,0,0,0,0,0,0
"2013-01-01","Algeria",25,0,19,0,27,2,1,15,20,12,2,45,6,6,25,7,5,12,130,128,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0.0112157918349035,0,0.00852400179452669,0,0.0121130551816958,0.000897263346792284,0.000448631673396142,0.00672947510094213,0.00897263346792283,0.0053835800807537,0.000897263346792284,0.0201884253028264,0.00269179004037685,0.00269179004037685,0.0112157918349035,0.00314042171377299,0.00224315836698071,0.0053835800807537,0.0583221175414984,0.0574248541947061,0,0,0,0,0,0,0.00179452669358457,0,0,0,0,0,0,0,0,0.000448631673396142,0.000448631673396142,0,0,0,0.000448631673396142,0.000448631673396142,14,11,1,1,20,8,5,2,3,24,17,0.00628084342754599,0.00493494840735756,0.000448631673396142,0.000448631673396142,0.00897263346792283,0.00358905338716913,0.00224315836698071,0.000897263346792284,0.00134589502018843,0.0107671601615074,0.00762673844773441,2229,1643,9,0,0.00269179004037685,0.000897263346792284,2229,0,0,0,0,0,0
"2013-02-01","Algeria",11,1,17,0,17,2,0,10,32,7,0,6,34,0,30,16,0,5,15,24,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.00771388499298738,0.000701262272089762,0.0119214586255259,0,0.0119214586255259,0.00140252454417952,0,0.00701262272089762,0.0224403927068724,0.00490883590462833,0,0.00420757363253857,0.0238429172510519,0,0.0210378681626928,0.0112201963534362,0,0.00350631136044881,0.0105189340813464,0.0168302945301543,0,0,0,0,0,0,0.00140252454417952,0.00210378681626928,0,0,0,0,0,0,0,0.00140252454417952,0,0,0,0,0,0,19,11,12,0,23,11,3,1,5,5,10,0.0133239831697055,0.00771388499298738,0.00841514726507714,0,0.0161290322580645,0.00771388499298738,0.00210378681626928,0.000701262272089762,0.00350631136044881,0.00350631136044881,0.00701262272089762,1426,1135,1,12.0225655915306,0.00490883590462833,0,1426,0,0,0,0,0,0
"2013-03-01","Algeria",13,0,13,0,5,3,0,5,30,11,1,4,39,3,32,7,0,5,23,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0.00878972278566599,0,0.00878972278566599,0,0.00338066260987153,0.00202839756592292,0,0.00338066260987153,0.0202839756592292,0.00743745774171738,0.000676132521974307,0.00270453008789723,0.026369168356998,0.00202839756592292,0.0216362407031778,0.00473292765382015,0,0.00338066260987153,0.0155510480054091,0.0101419878296146,0.000676132521974307,0,0,0,0,0.000676132521974307,0,0,0,0,0,0,0,0,0.000676132521974307,0.00135226504394861,0,0,0,0,0.000676132521974307,0,10,3,7,0,24,26,1,3,1,7,8,0.00676132521974307,0.00202839756592292,0.00473292765382015,0,0.0162271805273834,0.017579445571332,0.000676132521974307,0.00202839756592292,0.000676132521974307,0.00473292765382015,0.00540906017579446,1479,1208,0,12.4520485235724,0.00202839756592292,0.00202839756592292,1479,0,0,0,0,0,0
"2013-04-01","Algeria",18,2,21,1,16,0,0,9,35,21,0,9,32,0,35,5,1,2,8,25,1,0,0,1,0,1,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0.0119601328903654,0.00132890365448505,0.013953488372093,0.000664451827242525,0.0106312292358804,0,0,0.00598006644518272,0.0232558139534884,0.013953488372093,0,0.00598006644518272,0.0212624584717608,0,0.0232558139534884,0.00332225913621262,0.000664451827242525,0.00132890365448505,0.0053156146179402,0.0166112956810631,0.000664451827242525,0,0,0.000664451827242525,0,0.000664451827242525,0,0.00132890365448505,0,0,0.000664451827242525,0,0,0,0.00132890365448505,0,0.00132890365448505,0,0,0,0,0.000664451827242525,17,6,13,1,28,3,3,1,1,8,6,0.0112956810631229,0.00398671096345515,0.00863787375415282,0.000664451827242525,0.0186046511627907,0.00199335548172757,0.00199335548172757,0.000664451827242525,0.000664451827242525,0.0053156146179402,0.00398671096345515,1505,1211,2,12.1372977407148,0.00398671096345515,0.00332225913621262,1505,0,0,0,0,0,0
"2013-05-01","Algeria",9,4,9,2,7,1,0,17,29,9,1,6,20,0,36,8,1,3,10,23,0,0,0,0,1,0,4,1,1,0,3,0,0,0,0,1,0,0,0,0,1,1,0.00530035335689046,0.00235571260306243,0.00530035335689046,0.00117785630153121,0.00412249705535925,0.000588928150765607,0,0.0100117785630153,0.0170789163722026,0.00530035335689046,0.000588928150765607,0.00353356890459364,0.0117785630153121,0,0.0212014134275618,0.00471142520612485,0.000588928150765607,0.00176678445229682,0.00588928150765607,0.013545347467609,0,0,0,0,0.000588928150765607,0,0.00235571260306243,0.000588928150765607,0.000588928150765607,0,0.00176678445229682,0,0,0,0,0.000588928150765607,0,0,0,0,0.000588928150765607,0.000588928150765607,18,14,11,1,27,7,2,1,5,9,11,0.0106007067137809,0.00824499411071849,0.00647820965842167,0.000588928150765607,0.0159010600706714,0.00412249705535925,0.00117785630153121,0.000588928150765607,0.00294464075382803,0.00530035335689046,0.00647820965842167,1698,1422,3,11.8629870058999,0.00412249705535925,0.00353356890459364,1698,0,0,0,0,0,0
"2013-06-01","Algeria",7,2,36,3,13,6,0,9,26,14,0,7,24,3,15,8,1,2,5,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0.00431832202344232,0.00123380629241209,0.0222085132634176,0.00185070943861814,0.00801974090067859,0.00370141887723627,0,0.00555212831585441,0.0160394818013572,0.00863664404688464,0,0.00431832202344232,0.0148056755089451,0.00185070943861814,0.00925354719309068,0.00493522516964837,0.000616903146206046,0.00123380629241209,0.00308451573103023,0.00370141887723627,0,0,0,0,0,0,0.00246761258482418,0.000616903146206046,0,0,0,0,0,0,0.000616903146206046,0.00123380629241209,0,0,0,0,0.000616903146206046,0.00123380629241209,19,7,14,1,27,7,1,0,8,8,8,0.0117211597779149,0.00431832202344232,0.00863664404688464,0.000616903146206046,0.0166563849475632,0.00431832202344232,0.000616903146206046,0,0.00493522516964837,0.00493522516964837,0.00493522516964837,1621,1362,11,13.0363568316231,0.00493522516964837,0.00185070943861814,1621,0,0,0,0,0,0
"2013-07-01","Algeria",4,0,23,1,15,11,0,19,29,6,3,6,15,3,20,9,2,4,20,11,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00215866162978953,0,0.0124123043712898,0.000539665407447383,0.00809498111171074,0.00593631948192121,0,0.0102536427415003,0.0156502968159741,0.0032379924446843,0.00161899622234215,0.0032379924446843,0.00809498111171074,0.00161899622234215,0.0107933081489477,0.00485698866702644,0.00107933081489477,0.00215866162978953,0.0107933081489477,0.00593631948192121,0,0,0,0,0,0.00107933081489477,0.00107933081489477,0,0,0,0,0,0,0,0,0,0,0,0.000539665407447383,0,0,0,11,4,13,0,33,7,1,1,5,7,7,0.00593631948192121,0.00215866162978953,0.00701565029681597,0,0.0178089584457636,0.00377765785213168,0.000539665407447383,0.000539665407447383,0.00269832703723691,0.00377765785213168,0.00377765785213168,1853,1588,1,11.6124996094488,0.00161899622234215,0.00107933081489477,1853,0,0,0,0,0,0
"2013-08-01","Algeria",11,0,14,1,8,5,1,14,21,4,5,16,16,3,25,6,0,5,11,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.00798838053740015,0,0.0101670297748729,0.000726216412490922,0.00580973129992738,0.00363108206245461,0.000726216412490922,0.0101670297748729,0.0152505446623094,0.00290486564996369,0.00363108206245461,0.0116194625998548,0.0116194625998548,0.00217864923747277,0.0181554103122731,0.00435729847494553,0,0.00363108206245461,0.00798838053740015,0.00944081336238199,0,0,0,0,0,0.000726216412490922,0,0,0,0,0,0,0,0,0.000726216412490922,0,0,0,0,0,0,0.000726216412490922,8,5,11,1,16,7,1,0,7,5,9,0.00580973129992738,0.00363108206245461,0.00798838053740015,0.000726216412490922,0.0116194625998548,0.00508351488743646,0.000726216412490922,0,0.00508351488743646,0.00363108206245461,0.0065359477124183,1377,1150,0,10.9948026008276,0.000726216412490922,0.00145243282498184,1377,0,0,0,0,0,0
"2013-09-01","Algeria",3,2,20,3,16,4,0,6,13,17,0,3,11,1,19,8,0,5,7,12,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.00207612456747405,0.0013840830449827,0.013840830449827,0.00207612456747405,0.0110726643598616,0.0027681660899654,0,0.0041522491349481,0.00899653979238754,0.0117647058823529,0,0.00207612456747405,0.00761245674740484,0.000692041522491349,0.0131487889273356,0.0055363321799308,0,0.00346020761245675,0.00484429065743945,0.00830449826989619,0.000692041522491349,0,0,0,0,0,0.000692041522491349,0,0.000692041522491349,0,0.000692041522491349,0,0,0,0,0.000692041522491349,0,0.000692041522491349,0,0,0,0,12,12,6,0,21,20,6,0,3,12,8,0.00830449826989619,0.00830449826989619,0.0041522491349481,0,0.0145328719723183,0.013840830449827,0.0041522491349481,0,0.00207612456747405,0.00830449826989619,0.0055363321799308,1445,1208,2,11.8764112586734,0.0027681660899654,0.0013840830449827,1445,0,0,0,0,0,0
