"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","opais.co.ao","jornalf8.net","angola24horas.com","portaldeangola.com","angola.online.net","vozdeangola.com","jornaldeangola.ao"
"2013-09-01","Angola",11,2,12,1,27,0,1,14,13,12,0,3,3,5,9,7,1,2,3,4,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0.00993676603432701,0.001806684733514,0.010840108401084,0.000903342366757001,0.024390243902439,0,0.000903342366757001,0.012646793134598,0.011743450767841,0.010840108401084,0,0.002710027100271,0.002710027100271,0.004516711833785,0.00813008130081301,0.00632339656729901,0.000903342366757001,0.001806684733514,0.002710027100271,0.003613369467028,0,0,0,0,0,0.001806684733514,0,0,0.000903342366757001,0,0.000903342366757001,0,0,0,0,0.000903342366757001,0,0,3,10,1,0,6,7,2,1,2,0,7,0.002710027100271,0.00903342366757001,0.000903342366757001,0,0.00542005420054201,0.00632339656729901,0.001806684733514,0.000903342366757001,0.001806684733514,0,0.00632339656729901,1107,943,1102,5.6769718703511,0.002710027100271,0.004516711833785,1107,0,0,1,1,0,0,0
"2013-10-01","Angola",1,0,6,1,25,3,0,11,16,8,0,7,5,5,15,1,3,2,2,13,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0.00098135426889107,0,0.00588812561334642,0.00098135426889107,0.0245338567222767,0.00294406280667321,0,0.0107948969578018,0.0157016683022571,0.00785083415112856,0,0.00686947988223749,0.00490677134445535,0.00490677134445535,0.014720314033366,0.00098135426889107,0.00294406280667321,0.00196270853778214,0.00196270853778214,0.0127576054955839,0.00098135426889107,0,0,0,0,0.00392541707556428,0,0,0,0,0.00098135426889107,0,0,0,0,0,0.00098135426889107,0,6,13,0,0,7,12,1,1,0,2,8,0.00588812561334642,0.0127576054955839,0,0,0.00686947988223749,0.0117762512266928,0.00098135426889107,0.00098135426889107,0,0.00196270853778214,0.00785083415112856,1019,847,1012,3.76417642414753,0.00686947988223749,0.00196270853778214,1019,0,0,1,1,0,0,0
"2013-11-01","Angola",11,3,19,1,28,1,0,33,29,16,3,10,11,5,49,7,1,1,8,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00719424460431655,0.00196206671026815,0.0124264224983649,0.00065402223675605,0.0183126226291694,0.00065402223675605,0,0.0215827338129496,0.0189666448659254,0.0104643557880968,0.00196206671026815,0.0065402223675605,0.00719424460431655,0.00327011118378025,0.0320470896010464,0.00457815565729235,0.00065402223675605,0.00065402223675605,0.0052321778940484,0.0143884892086331,0,0,0,0,0,0.00065402223675605,0,0,0,0,0,0,0,0,0,0,0,0,23,24,1,0,10,16,0,1,1,1,10,0.0150425114453891,0.0156965336821452,0.00065402223675605,0,0.0065402223675605,0.0104643557880968,0,0.00065402223675605,0.00065402223675605,0.00065402223675605,0.0065402223675605,1529,1194,1528,5.84465486538527,0.00065402223675605,0.00065402223675605,1529,0,0,1,1,0,0,0
"2013-12-01","Angola",4,0,12,0,23,1,0,22,18,9,0,7,8,3,11,3,0,3,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00386473429951691,0,0.0115942028985507,0,0.0222222222222222,0.000966183574879227,0,0.021256038647343,0.0173913043478261,0.00869565217391304,0,0.00676328502415459,0.00772946859903382,0.00289855072463768,0.0106280193236715,0.00289855072463768,0,0.00289855072463768,0.00579710144927536,0.00483091787439614,0,0,0.000966183574879227,0,0,0,0,0,0,0,0,0.000966183574879227,0,0,0,0,0,0,3,15,2,1,7,10,0,1,0,1,8,0.00289855072463768,0.0144927536231884,0.00193236714975845,0.000966183574879227,0.00676328502415459,0.00966183574879227,0,0.000966183574879227,0,0.000966183574879227,0.00772946859903382,1035,858,1033,4.80002849131898,0,0.00193236714975845,1035,0,0,1,1,0,0,0
"2014-01-01","Angola",2,2,20,0,22,3,0,16,7,13,0,3,4,4,10,5,0,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172562553925798,0.00172562553925798,0.0172562553925798,0,0.0189818809318378,0.00258843830888697,0,0.0138050043140638,0.00603968938740293,0.0112165660051769,0,0.00258843830888697,0.00345125107851596,0.00345125107851596,0.00862812769628991,0.00431406384814495,0,0.000862812769628991,0.00431406384814495,0.00517687661777394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,0,5,17,0,2,2,7,15,0.00431406384814495,0.00690250215703192,0.00172562553925798,0,0.00431406384814495,0.0146678170836928,0,0.00172562553925798,0.00172562553925798,0.00603968938740293,0.0129421915444349,1159,977,1159,3.89537947209967,0,0,1159,0,0,1,1,0,0,0
"2014-02-01","Angola",3,1,11,0,19,0,4,15,18,17,0,2,8,4,5,4,2,1,8,7,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0.00283018867924528,0.000943396226415094,0.010377358490566,0,0.0179245283018868,0,0.00377358490566038,0.0141509433962264,0.0169811320754717,0.0160377358490566,0,0.00188679245283019,0.00754716981132075,0.00377358490566038,0.00471698113207547,0.00377358490566038,0.00188679245283019,0.000943396226415094,0.00754716981132075,0.00660377358490566,0,0,0,0,0,0,0,0,0.00283018867924528,0,0.000943396226415094,0,0,0,0,0,0,0,6,22,3,0,8,5,0,1,1,3,2,0.00566037735849057,0.0207547169811321,0.00283018867924528,0,0.00754716981132075,0.00471698113207547,0,0.000943396226415094,0.000943396226415094,0.00283018867924528,0.00188679245283019,1060,892,1056,6.29861065444219,0.00283018867924528,0.00188679245283019,1060,0,0,1,1,0,0,0
"2014-03-01","Angola",6,1,11,3,25,2,0,29,21,13,2,5,8,3,3,9,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.00525394045534151,0.000875656742556918,0.00963222416812609,0.00262697022767075,0.0218914185639229,0.00175131348511384,0,0.0253940455341506,0.0183887915936953,0.0113835376532399,0.00175131348511384,0.00437828371278459,0.00700525394045534,0.00262697022767075,0.00262697022767075,0.00788091068301226,0,0,0.00437828371278459,0.00262697022767075,0,0,0,0,0,0,0,0,0.000875656742556918,0,0,0.000875656742556918,0,0,0,0,0,0,2,26,1,0,8,9,1,0,0,3,2,0.00175131348511384,0.0227670753064799,0.000875656742556918,0,0.00700525394045534,0.00788091068301226,0.000875656742556918,0,0,0.00262697022767075,0.00175131348511384,1142,950,1140,5.15859119580376,0.00175131348511384,0,1142,0,0,1,1,0,0,0
"2014-04-01","Angola",4,0,10,1,30,0,0,39,14,7,0,1,11,4,4,2,0,2,4,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0.00365296803652968,0,0.0091324200913242,0.00091324200913242,0.0273972602739726,0,0,0.0356164383561644,0.0127853881278539,0.00639269406392694,0,0.00091324200913242,0.0100456621004566,0.00365296803652968,0.00365296803652968,0.00182648401826484,0,0.00182648401826484,0.00365296803652968,0.0045662100456621,0,0,0,0,0,0.00273972602739726,0,0,0,0,0,0,0,0,0,0,0.00091324200913242,0,2,16,3,0,7,15,1,0,1,4,4,0.00182648401826484,0.0146118721461187,0.00273972602739726,0,0.00639269406392694,0.0136986301369863,0.00091324200913242,0,0.00091324200913242,0.00365296803652968,0.00365296803652968,1095,913,1091,4.54743461479392,0.00091324200913242,0.00365296803652968,1095,0,0,1,1,0,0,0
"2014-05-01","Angola",9,4,21,0,39,1,0,18,9,7,0,5,5,0,6,3,0,7,5,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0.00895522388059702,0.00398009950248756,0.0208955223880597,0,0.0388059701492537,0.00099502487562189,0,0.017910447761194,0.00895522388059702,0.00696517412935323,0,0.00497512437810945,0.00497512437810945,0,0.00597014925373134,0.00298507462686567,0,0.00696517412935323,0.00497512437810945,0.0119402985074627,0,0,0,0,0,0.00398009950248756,0,0,0,0,0,0,0,0,0,0,0.00099502487562189,0,4,17,2,0,6,12,3,1,0,2,5,0.00398009950248756,0.0169154228855721,0.00199004975124378,0,0.00597014925373134,0.0119402985074627,0.00298507462686567,0.00099502487562189,0,0.00199004975124378,0.00497512437810945,1005,807,1000,5.41071855974372,0,0.00497512437810945,1005,0,0,1,1,0,0,0
"2014-06-01","Angola",1,0,22,4,25,0,0,26,17,13,0,2,8,0,5,8,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00107181136120043,0,0.0235798499464094,0.00428724544480171,0.0267952840300107,0,0,0.0278670953912111,0.0182207931404073,0.0139335476956056,0,0.00214362272240086,0.00857449088960343,0,0.00535905680600214,0.00857449088960343,0,0,0.00535905680600214,0.00428724544480171,0,0.00107181136120043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,4,0,17,10,0,1,0,3,9,0.0107181136120043,0.0192926045016077,0.00428724544480171,0,0.0182207931404073,0.0107181136120043,0,0.00107181136120043,0,0.00321543408360129,0.00964630225080386,933,727,932,5.15339458107907,0.00107181136120043,0.00107181136120043,933,0,0,1,1,0,0,0
"2014-07-01","Angola",12,1,16,2,33,1,0,66,18,7,4,2,14,2,9,3,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.010507880910683,0.000875656742556918,0.0140105078809107,0.00175131348511384,0.0288966725043783,0.000875656742556918,0,0.0577933450087566,0.0157618213660245,0.00612959719789842,0.00350262697022767,0.00175131348511384,0.0122591943957968,0.00175131348511384,0.00788091068301226,0.00262697022767075,0,0,0.00437828371278459,0.00525394045534151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000875656742556918,16,28,4,1,11,10,0,0,0,2,1,0.0140105078809107,0.0245183887915937,0.00350262697022767,0.000875656742556918,0.00963222416812609,0.00875656742556918,0,0,0,0.00175131348511384,0.000875656742556918,1142,883,1141,5.56464256200587,0,0.000875656742556918,1142,0,0,1,1,0,0,0
"2014-08-01","Angola",8,0,11,0,27,0,0,189,16,8,6,10,9,4,17,1,2,1,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0066006600660066,0,0.00907590759075908,0,0.0222772277227723,0,0,0.155940594059406,0.0132013201320132,0.0066006600660066,0.00495049504950495,0.00825082508250825,0.00742574257425743,0.0033003300330033,0.014026402640264,0.000825082508250825,0.00165016501650165,0.000825082508250825,0.000825082508250825,0.00412541254125413,0,0,0,0,0,0,0.000825082508250825,0,0,0,0,0.000825082508250825,0,0,0,0,0,0,4,16,1,0,6,7,1,1,0,0,3,0.0033003300330033,0.0132013201320132,0.000825082508250825,0,0.00495049504950495,0.00577557755775578,0.000825082508250825,0.000825082508250825,0,0,0.00247524752475248,1212,865,1210,3.818020597407,0.000825082508250825,0.000825082508250825,1212,0,0,1,1,0,0,0
"2014-09-01","Angola",6,0,22,3,31,1,0,161,18,7,10,26,8,5,10,3,0,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00423728813559322,0,0.0155367231638418,0.00211864406779661,0.0218926553672316,0.000706214689265537,0,0.113700564971751,0.0127118644067797,0.00494350282485876,0.00706214689265537,0.018361581920904,0.00564971751412429,0.00353107344632768,0.00706214689265537,0.00211864406779661,0,0.00211864406779661,0.00211864406779661,0.00353107344632768,0,0.000706214689265537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000706214689265537,0,8,9,1,0,10,6,0,0,1,1,3,0.00564971751412429,0.00635593220338983,0.000706214689265537,0,0.00706214689265537,0.00423728813559322,0,0,0.000706214689265537,0.000706214689265537,0.00211864406779661,1416,1062,1414,2.66098620242217,0.000706214689265537,0.00282485875706215,1416,0,1,1,1,0,0,0
"2014-10-01","Angola",0,4,44,5,35,5,0,257,18,29,36,14,10,12,17,2,1,0,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.00198216055500496,0.0218037661050545,0.00247770069375619,0.0173439048562934,0.00247770069375619,0,0.127353815659068,0.0089197224975223,0.0143706640237859,0.0178394449950446,0.00693756194251734,0.00495540138751239,0.00594648166501487,0.00842418235877106,0.000991080277502478,0.000495540138751239,0,0.00198216055500496,0.00148662041625372,0,0,0,0,0,0,0.000495540138751239,0,0.000495540138751239,0,0,0,0,0,0,0,0.000495540138751239,0,6,16,2,0,15,11,2,0,1,5,6,0.00297324083250743,0.00792864222001982,0.000991080277502478,0,0.00743310208126858,0.00545094152626363,0.000991080277502478,0,0.000495540138751239,0.00247770069375619,0.00297324083250743,2018,1462,2015,2.53566503253685,0.000991080277502478,0.00198216055500496,2018,0,1,1,1,0,0,0
"2014-11-01","Angola",4,0,14,0,10,3,0,82,16,13,7,14,15,9,15,2,0,1,1,5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.00324149108589951,0,0.0113452188006483,0,0.00810372771474878,0.00243111831442464,0,0.06645056726094,0.0129659643435981,0.0105348460291734,0.00567260940032415,0.0113452188006483,0.0121555915721232,0.00729335494327391,0.0121555915721232,0.00162074554294976,0,0.000810372771474878,0.000810372771474878,0.00405186385737439,0,0,0,0,0.000810372771474878,0,0,0,0.00162074554294976,0,0,0,0,0,0,0,0,0,6,15,4,0,13,5,2,0,0,6,1,0.00486223662884927,0.0121555915721232,0.00324149108589951,0,0.0105348460291734,0.00405186385737439,0.00162074554294976,0,0,0.00486223662884927,0.000810372771474878,1234,984,1231,3.52885522593456,0.000810372771474878,0.00243111831442464,1234,0,1,1,1,0,0,0
"2014-12-01","Angola",14,0,19,3,18,0,1,68,17,4,6,3,20,10,12,1,0,1,4,5,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0140421263791374,0,0.0190571715145436,0.00300902708124373,0.0180541624874624,0,0.00100300902708124,0.0682046138415246,0.0170511534603811,0.00401203610832497,0.00601805416248746,0.00300902708124373,0.0200601805416249,0.0100300902708124,0.0120361083249749,0.00100300902708124,0,0.00100300902708124,0.00401203610832497,0.00501504513540622,0,0.00200601805416249,0,0.00100300902708124,0,0,0,0,0,0,0,0,0.00100300902708124,0,0,0,0,0,7,11,1,0,8,10,0,1,0,3,2,0.00702106318956871,0.0110330992978937,0.00100300902708124,0,0.00802407221664995,0.0100300902708124,0,0.00100300902708124,0,0.00300902708124373,0.00200601805416249,997,759,993,6.79408459604956,0,0.00401203610832497,997,0,1,1,1,0,0,0
"2015-01-01","Angola",3,2,10,1,21,1,0,53,8,10,2,4,8,3,8,4,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00294117647058824,0.00196078431372549,0.00980392156862745,0.000980392156862745,0.0205882352941176,0.000980392156862745,0,0.0519607843137255,0.00784313725490196,0.00980392156862745,0.00196078431372549,0.00392156862745098,0.00784313725490196,0.00294117647058824,0.00784313725490196,0.00392156862745098,0.00196078431372549,0.000980392156862745,0.00588235294117647,0.00882352941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000980392156862745,0,3,13,3,0,6,11,1,1,0,4,4,0.00294117647058824,0.0127450980392157,0.00294117647058824,0,0.00588235294117647,0.0107843137254902,0.000980392156862745,0.000980392156862745,0,0.00392156862745098,0.00392156862745098,1020,824,1019,4.50465773643724,0.000980392156862745,0.000980392156862745,1020,0,1,1,1,0,0,0
"2015-02-01","Angola",3,0,18,4,20,1,0,35,19,16,2,13,19,5,3,2,0,3,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00266429840142096,0,0.0159857904085258,0.00355239786856128,0.0177619893428064,0.00088809946714032,0,0.0310834813499112,0.0168738898756661,0.0142095914742451,0.00177619893428064,0.0115452930728242,0.0168738898756661,0.0044404973357016,0.00266429840142096,0.00177619893428064,0,0.00266429840142096,0.00088809946714032,0.0124333925399645,0,0,0,0,0,0,0,0,0,0,0.00088809946714032,0,0,0,0,0,0,0,3,14,4,0,12,19,1,0,0,6,3,0.00266429840142096,0.0124333925399645,0.00355239786856128,0,0.0106571936056838,0.0168738898756661,0.00088809946714032,0,0,0.00532859680284192,0.00266429840142096,1126,903,1125,4.15466183336212,0,0.00177619893428064,1126,0,1,1,1,0,0,0
"2015-03-01","Angola",6,0,12,2,21,2,1,64,26,7,3,5,7,3,14,1,0,2,6,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00597014925373134,0,0.0119402985074627,0.00199004975124378,0.0208955223880597,0.00199004975124378,0.00099502487562189,0.063681592039801,0.0258706467661692,0.00696517412935323,0.00298507462686567,0.00497512437810945,0.00696517412935323,0.00298507462686567,0.0139303482587065,0.00099502487562189,0,0.00199004975124378,0.00597014925373134,0.00796019900497512,0,0,0,0,0,0,0,0,0.00099502487562189,0,0,0,0,0,0,0,0,0,5,9,1,2,7,7,0,2,0,4,4,0.00497512437810945,0.00895522388059702,0.00099502487562189,0.00199004975124378,0.00696517412935323,0.00696517412935323,0,0.00199004975124378,0,0.00398009950248756,0.00398009950248756,1005,780,1004,5.52476622528202,0.00099502487562189,0,1005,0,1,1,1,0,0,0
"2015-04-01","Angola",3,1,12,8,22,2,0,18,15,12,2,2,2,10,9,3,1,1,16,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00331858407079646,0.00110619469026549,0.0132743362831858,0.00884955752212389,0.0243362831858407,0.00221238938053097,0,0.0199115044247788,0.0165929203539823,0.0132743362831858,0.00221238938053097,0.00221238938053097,0.00221238938053097,0.0110619469026549,0.00995575221238938,0.00331858407079646,0.00110619469026549,0.00110619469026549,0.0176991150442478,0.00995575221238938,0,0,0,0,0,0,0,0,0.00110619469026549,0,0,0,0,0,0,0,0,0,2,14,1,0,19,9,2,1,0,5,2,0.00221238938053097,0.0154867256637168,0.00110619469026549,0,0.0210176991150442,0.00995575221238938,0.00221238938053097,0.00110619469026549,0,0.00553097345132743,0.00221238938053097,904,703,903,6.15764300545112,0,0.00110619469026549,904,0,1,1,1,0,0,0
"2015-05-01","Angola",10,6,10,3,23,3,6,12,29,20,1,1,11,6,8,1,1,3,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117233294255569,0.00703399765533412,0.0117233294255569,0.00351699882766706,0.0269636576787808,0.00351699882766706,0.00703399765533412,0.0140679953106682,0.0339976553341149,0.0234466588511137,0.00117233294255569,0.00117233294255569,0.0128956623681125,0.00703399765533412,0.00937866354044549,0.00117233294255569,0.00117233294255569,0.00351699882766706,0.00703399765533412,0.00234466588511137,0.00117233294255569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,2,17,11,0,0,1,3,1,0.00586166471277843,0.0105509964830012,0.00234466588511137,0.00234466588511137,0.0199296600234467,0.0128956623681125,0,0,0.00117233294255569,0.00351699882766706,0.00117233294255569,853,658,852,10.013692468762,0.00117233294255569,0,853,0,0,1,1,0,0,0
"2015-06-01","Angola",4,1,22,3,29,2,1,13,25,12,2,3,7,3,1,4,0,0,2,1,0,0,0,0,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0.004149377593361,0.00103734439834025,0.0228215767634855,0.00311203319502075,0.0300829875518672,0.0020746887966805,0.00103734439834025,0.0134854771784232,0.0259336099585062,0.012448132780083,0.0020746887966805,0.00311203319502075,0.00726141078838174,0.00311203319502075,0.00103734439834025,0.004149377593361,0,0,0.0020746887966805,0.00103734439834025,0,0,0,0,0,0.00518672199170124,0.0020746887966805,0,0.0020746887966805,0,0,0,0,0,0,0,0,0,9,16,2,0,11,5,0,0,0,0,5,0.00933609958506224,0.016597510373444,0.0020746887966805,0,0.0114107883817427,0.00518672199170124,0,0,0,0,0.00518672199170124,964,786,955,5.12652305342325,0,0.0103734439834025,964,0,1,1,1,0,0,0
"2015-07-01","Angola",8,1,25,3,40,2,0,21,27,19,1,7,15,3,4,3,2,3,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0.0062992125984252,0.00078740157480315,0.0196850393700787,0.00236220472440945,0.031496062992126,0.0015748031496063,0,0.0165354330708661,0.021259842519685,0.0149606299212598,0.00078740157480315,0.00551181102362205,0.0118110236220472,0.00236220472440945,0.0031496062992126,0.00236220472440945,0.0015748031496063,0.00236220472440945,0.00078740157480315,0.0015748031496063,0,0,0,0,0,0.00078740157480315,0,0,0.00078740157480315,0,0,0,0,0,0.0015748031496063,0,0.00078740157480315,0,9,22,2,0,4,10,0,0,0,2,0,0.00708661417322835,0.0173228346456693,0.0015748031496063,0,0.0031496062992126,0.0078740157480315,0,0,0,0.0015748031496063,0,1270,1047,1265,5.06344218918667,0.00078740157480315,0.0047244094488189,1270,0,1,0,1,0,0,0
"2015-08-01","Angola",4,0,14,0,21,4,0,11,20,10,1,4,6,8,9,4,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0.00396039603960396,0,0.0138613861386139,0,0.0207920792079208,0.00396039603960396,0,0.0108910891089109,0.0198019801980198,0.0099009900990099,0.00099009900990099,0.00396039603960396,0.00594059405940594,0.00792079207920792,0.00891089108910891,0.00396039603960396,0,0,0.00198019801980198,0.00198019801980198,0,0.00099009900990099,0,0,0,0,0,0,0,0,0,0.00099009900990099,0,0,0,0,0.00198019801980198,0,5,15,3,0,6,16,1,1,0,1,3,0.00495049504950495,0.0148514851485149,0.00297029702970297,0,0.00594059405940594,0.0158415841584158,0.00099009900990099,0.00099009900990099,0,0.00099009900990099,0.00297029702970297,1010,845,1006,4.51964731334405,0.00099009900990099,0.00297029702970297,1010,0,1,1,1,0,0,0
"2015-09-01","Angola",4,2,15,0,20,7,0,12,32,8,0,6,10,11,8,2,0,4,2,2,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,8,0,0.00350262697022767,0.00175131348511384,0.0131348511383538,0,0.0175131348511384,0.00612959719789842,0,0.010507880910683,0.0280210157618214,0.00700525394045534,0,0.00525394045534151,0.00875656742556918,0.00963222416812609,0.00700525394045534,0.00175131348511384,0,0.00350262697022767,0.00175131348511384,0.00175131348511384,0.00175131348511384,0,0,0,0,0,0,0,0.00262697022767075,0,0,0.00175131348511384,0,0,0,0,0.00700525394045534,0,13,16,1,0,12,6,0,0,2,8,6,0.0113835376532399,0.0140105078809107,0.000875656742556918,0,0.010507880910683,0.00525394045534151,0,0,0.00175131348511384,0.00700525394045534,0.00525394045534151,1142,942,1127,5.13610107573894,0.00612959719789842,0.00875656742556918,1142,0,1,1,1,0,0,0
"2015-10-01","Angola",9,0,23,3,29,3,0,21,30,12,0,2,14,14,16,1,2,3,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0.00669144981412639,0,0.0171003717472119,0.00223048327137546,0.0215613382899628,0.00223048327137546,0,0.0156133828996283,0.0223048327137546,0.00892193308550186,0,0.00148698884758364,0.0104089219330855,0.0104089219330855,0.0118959107806691,0.000743494423791822,0.00148698884758364,0.00223048327137546,0.00297397769516729,0.00371747211895911,0,0,0,0,0,0,0.000743494423791822,0,0,0,0,0,0,0,0,0,0.00148698884758364,0,7,17,1,0,17,9,1,1,2,4,4,0.00520446096654275,0.012639405204461,0.000743494423791822,0,0.012639405204461,0.00669144981412639,0.000743494423791822,0.000743494423791822,0.00148698884758364,0.00297397769516729,0.00297397769516729,1345,1102,1342,5.70982535310303,0.00148698884758364,0.00297397769516729,1345,0,1,1,1,0,0,0
"2015-11-01","Angola",11,6,22,1,23,1,0,19,48,7,1,3,6,13,9,2,0,1,6,8,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0.00940975192472198,0.00513259195893926,0.018819503849444,0.000855431993156544,0.0196749358426005,0.000855431993156544,0,0.0162532078699743,0.0410607356715141,0.00598802395209581,0.000855431993156544,0.00256629597946963,0.00513259195893926,0.0111206159110351,0.0076988879384089,0.00171086398631309,0,0.000855431993156544,0.00513259195893926,0.00684345594525235,0,0,0,0,0,0,0,0,0.00171086398631309,0,0.000855431993156544,0.00171086398631309,0,0,0,0,0,0,6,10,3,0,16,10,0,2,0,4,6,0.00513259195893926,0.00855431993156544,0.00256629597946963,0,0.0136869118905047,0.00855431993156544,0,0.00171086398631309,0,0.00342172797262618,0.00513259195893926,1169,930,1164,6.9730983376453,0.000855431993156544,0.00342172797262618,1169,0,1,1,1,0,0,0
"2015-12-01","Angola",10,0,9,0,21,7,0,25,26,11,1,5,8,16,7,4,1,3,5,3,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0.0112612612612613,0,0.0101351351351351,0,0.0236486486486486,0.00788288288288288,0,0.0281531531531532,0.0292792792792793,0.0123873873873874,0.00112612612612613,0.00563063063063063,0.00900900900900901,0.018018018018018,0.00788288288288288,0.0045045045045045,0.00112612612612613,0.00337837837837838,0.00563063063063063,0.00337837837837838,0,0,0,0,0,0.00112612612612613,0,0,0.00337837837837838,0,0,0.00225225225225225,0,0,0,0,0,0,2,13,1,0,7,14,0,1,0,3,6,0.00225225225225225,0.0146396396396396,0.00112612612612613,0,0.00788288288288288,0.0157657657657658,0,0.00112612612612613,0,0.00337837837837838,0.00675675675675676,888,688,882,7.10919083468861,0,0.00675675675675676,888,0,1,1,1,0,0,0
"2016-01-01","Angola",4,1,15,1,22,0,2,48,28,11,3,1,7,3,3,7,0,1,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0039564787339268,0.000989119683481701,0.0148367952522255,0.000989119683481701,0.0217606330365974,0,0.0019782393669634,0.0474777448071217,0.0276953511374876,0.0108803165182987,0.0029673590504451,0.000989119683481701,0.00692383778437191,0.0029673590504451,0.0029673590504451,0.00692383778437191,0,0.000989119683481701,0.00593471810089021,0.0019782393669634,0,0,0,0,0,0,0.000989119683481701,0,0,0,0,0,0,0,0,0,0,0,8,18,1,0,17,12,2,1,0,4,6,0.00791295746785361,0.0178041543026706,0.000989119683481701,0,0.0168150346191889,0.0118694362017804,0.0019782393669634,0.000989119683481701,0,0.0039564787339268,0.00593471810089021,1011,782,1010,6.44368321277877,0,0.000989119683481701,1011,0,1,1,1,0,0,0
