"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","opais.co.ao","jornalf8.net","angola24horas.com","portaldeangola.com","angola.online.net","vozdeangola.com","jornaldeangola.ao"
"2018-06-01","Angola",11,0,38,2,27,1,1,30,50,22,0,5,23,3,47,7,1,4,11,12,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0.00670322973796466,0,0.0231566118220597,0.0012187690432663,0.0164533820840951,0.000609384521633151,0.000609384521633151,0.0182815356489945,0.0304692260816575,0.0134064594759293,0,0.00304692260816575,0.0140158439975625,0.00182815356489945,0.0286410725167581,0.00426569165143205,0.000609384521633151,0.0024375380865326,0.00670322973796466,0.00731261425959781,0,0,0,0,0,0.0012187690432663,0,0,0.0012187690432663,0,0,0,0,0,0,0,0,0,23,17,3,3,25,23,1,3,1,10,13,0.0140158439975625,0.0103595368677636,0.00182815356489945,0.00182815356489945,0.0152346130408288,0.0140158439975625,0.000609384521633151,0.00182815356489945,0.000609384521633151,0.00609384521633151,0.00792199878123096,1641,1243,1637,7.39082124501902,0.0012187690432663,0.0012187690432663,1641,1,1,1,1,1,1,0
"2018-07-01","Angola",10,0,30,3,32,1,6,47,64,27,1,7,27,6,30,4,0,6,6,8,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0.0172413793103448,0.00172413793103448,0.0183908045977011,0.000574712643678161,0.00344827586206897,0.0270114942528736,0.0367816091954023,0.0155172413793103,0.000574712643678161,0.00402298850574713,0.0155172413793103,0.00344827586206897,0.0172413793103448,0.00229885057471264,0,0.00344827586206897,0.00344827586206897,0.00459770114942529,0,0,0,0,0,0.00172413793103448,0,0,0.00114942528735632,0,0,0,0,0,0,0,0,0,24,22,9,0,23,27,0,0,0,30,6,0.0137931034482759,0.0126436781609195,0.00517241379310345,0,0.0132183908045977,0.0155172413793103,0,0,0,0.0172413793103448,0.00344827586206897,1740,1320,1735,7.69512050395925,0.00114942528735632,0.00229885057471264,1740,1,1,1,1,1,1,0
"2018-08-01","Angola",19,3,32,2,46,2,0,28,71,25,0,2,30,4,15,6,3,4,11,11,0,1,0,0,1,3,0,0,3,0,1,0,0,0,0,0,0,0,0.00495436766623207,0.000782268578878748,0.00834419817470665,0.000521512385919166,0.0119947848761408,0.000521512385919166,0,0.00730117340286832,0.0185136897001304,0.00651890482398957,0,0.000521512385919166,0.00782268578878748,0.00104302477183833,0.00391134289439374,0.0015645371577575,0.000782268578878748,0.00104302477183833,0.00286831812255541,0.00286831812255541,0,0.000260756192959583,0,0,0.000260756192959583,0.000782268578878748,0,0,0.000782268578878748,0,0.000260756192959583,0,0,0,0,0,0,0,21,23,9,0,26,34,1,0,0,12,10,0.00547588005215124,0.0059973924380704,0.00234680573663625,0,0.00677966101694915,0.00886571056062582,0.000260756192959583,0,0,0.00312907431551499,0.00260756192959583,3835,3412,3826,4.70848634904022,0.000260756192959583,0.00260756192959583,3835,1,1,1,1,1,1,1
"2018-09-01","Angola",38.7792642140468,2,74.628762541806,5.51170568561873,60.8494983277592,4,0,53.0936454849498,77.0936454849498,38.0702341137124,0,6.51170568561873,62.8026755852843,11.2675585284281,13.0234113712375,15.2675585284281,1,10.2675585284281,19.7792642140468,15.2675585284281,0,0,0,0,0,3,1,1,7,0,0,0,0,0,0,1.75585284280936,0,0,0.0118554766780944,0.00061143381228982,0.0228152743937041,0.00168502160978867,0.0186027203692324,0.00122286762457964,0,0.0162316250336135,0.0235688307810914,0.0116387141894565,0,0.00199073851593358,0.0191998396775556,0.00344468313311773,0.00398147703186715,0.00466755075769737,0.00030571690614491,0.00313896622697282,0.00604685546134113,0.00466755075769737,0,0,0,0,0,0.000917150718434729,0.00030571690614491,0.00030571690614491,0.00214001834301437,0,0,0,0,0,0,0.000536793898749424,0,0,26.5351170568562,54.8494983277592,12.7792642140468,0,34.314381270903,43.0936454849498,0,1,1,24.7792642140468,14.2675585284281,0.0081122338908151,0.0167684189323629,0.00390683711832676,0,0.0104904864784173,0.0131744559721644,0,0.00030571690614491,0.00030571690614491,0.00757543999206568,0.00436183385155246,3271,2604.96989966555,3258.24414715719,7.47229900359091,0.00030571690614491,0.00474219067123776,3271,1,1,1,1,1,0,1
"2018-10-01","Angola",41.8574561403509,1,98.6293859649123,16.9429824561403,55.7149122807018,4.97149122807018,1,103.615131578947,105.729166666667,37.8859649122807,3.98574561403509,12.9572368421053,82.7291666666667,14.9714912280702,34.9287280701754,28.9144736842105,1.98574561403509,8,39.8146929824561,19.9572368421053,0,3,0,0,0,2,2,0,3,0,1,1,0,0,0,0,1,0,0.0111293422335418,0.000265886732252061,0.0262242451382378,0.00450491423986715,0.014813855964026,0.00132185355705136,0.000265886732252061,0.0275498887473936,0.0281119826287335,0.0100733754087425,0.00105975687690377,0.00344515736296338,0.0219965877869361,0.00398072087957197,0.00928708536829977,0.00768797492268294,0.000527983412399651,0.00212709385801649,0.0105861986127243,0.0053063644887278,0,0.000797660196756182,0,0,0,0.000531773464504121,0.000531773464504121,0,0.000797660196756182,0,0.000265886732252061,0.000265886732252061,0,0,0,0,0.000265886732252061,0,33.9002192982456,46.8004385964912,7.98574561403509,0,33.8574561403509,45.8146929824561,3.98574561403509,1,2,31.9002192982456,31.843201754386,0.00901361853183877,0.0124436156863843,0.00212330380591201,0,0.00900224837552536,0.0121815190062367,0.00105975687690377,0.000265886732252061,0.000531773464504121,0.00848184506733465,0.00846668485891677,3761,2870.10745614035,3748,8.51836155981222,0.000265886732252061,0.00398830098378091,3761,1,1,1,1,1,1,1
"2018-11-01","Angola",20.9449541284404,1.97247706422018,70.4220183486239,4.94495412844037,59.4495412844037,1,2,87.3669724770642,69.6146788990826,71.5596330275229,1.97247706422018,11.9174311926606,46.8073394495413,21.8899082568807,50.8348623853211,22.8899082568807,4,3.94495412844037,23.8623853211009,11.9724770642202,0,0,0,0,0,0,0,0,5.97247706422018,0,0,0,3,0,0,0,1,0,0.00585872842753577,0.000551741836145506,0.0196984666709437,0.00138320395201129,0.0166292423173157,0.00027972027972028,0.000559440559440559,0.0244383139795984,0.0194726374542888,0.0200166805671393,0.000551741836145506,0.0033335471867582,0.0130929620837878,0.00612305126066594,0.0142195419259639,0.00640277154038622,0.00111888111888112,0.00110348367229101,0.00667479309681145,0.0033489446333483,0,0,0,0,0,0,0,0,0.00167062295502662,0,0,0,0.000839160839160839,0,0,0,0.00027972027972028,0,43.6422018348624,55.5321100917431,10.9449541284404,0,43.8348623853211,52.6146788990826,4.97247706422018,5.97247706422018,4,24.8899082568807,33.8073394495413,0.0122076089048566,0.0155334573683198,0.00306152563033297,0,0.012261499967922,0.0147173926990441,0.00139090267530634,0.00167062295502662,0.00111888111888112,0.00696221209982678,0.00945659844742414,3575,2736.3119266055,3565.02752293578,6.68213264488643,0.00111888111888112,0.00418040674921409,3575,1,1,1,1,0,1,1
"2018-12-01","Angola",21.8573185731857,1.96432964329643,44.6076260762608,6.8929889298893,57.5719557195572,3.92865928659287,1,53.3936039360394,96.2865928659287,29.7859778597786,1.96432964329643,13.8216482164822,86.4649446494465,12.9643296432964,46.6789667896679,24.8216482164822,3.96432964329643,8.92865928659287,14.8573185731857,7.92865928659287,0,0,0,0,0,0,0,0,2.96432964329643,0,0,0,0,0,0,0,0,0,0.00662543757901962,0.000595431840950722,0.0135215598897426,0.00208941768108193,0.0174513354712207,0.00119086368190144,0.000303122158229767,0.0161847844607576,0.0291865998381112,0.00902878989384013,0.000595431840950722,0.00418964783767268,0.0262094406333575,0.00392977558147815,0.0141494291572197,0.00752399157820011,0.00120167615741026,0.00270647447305028,0.00450358247141126,0.00240335231482051,0,0,0,0,0,0,0,0,0.000898553999180489,0,0,0,0,0,0,0,0,0,43.5719557195572,39.7146371463715,8,0,33.750307503075,31.750307503075,3,7,1,37.6789667896679,15.9286592865929,0.013207625256004,0.0120383865251202,0.00242497726583813,0,0.0102304660512504,0.00962422173479086,0.0009093664746893,0.00212185510760837,0.000303122158229767,0.0114213297331518,0.00482832958065864,3299,2586.63591635916,3296.0356703567,7.80709846679043,0,0.00149398584013121,3299,1,1,1,1,1,1,1
"2019-01-01","Angola",16.6840855106888,1.84204275534442,69.8408551068884,17.6840855106888,42.2624703087886,8.84204275534442,2,76.1567695961995,99.3147268408551,54.5783847980998,3.84204275534442,11.2102137767221,56.2624703087886,4,50.0522565320665,20.2102137767221,2,4,24.8942992874109,29.3681710213777,0,0,0,1.84204275534442,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00513830782589739,0.000567306053386023,0.0215093486624233,0.00544628441967627,0.0130158516503815,0.00272314220983813,0.000615953187557746,0.02345450249344,0.0305866112845258,0.0168088650440714,0.00118325924094377,0.00345248345448786,0.0173275239632857,0.00123190637511549,0.0154149234776922,0.00622427279849772,0.000615953187557746,0.00123190637511549,0.00766686149904864,0.0090447092766793,0,0,0,0.000567306053386023,0,0.000307976593778873,0,0,0,0,0,0,0,0,0,0,0,0,48.9465558194774,24.2102137767221,6.84204275534442,0,41.104513064133,52.1567695961995,3.84204275534442,1.84204275534442,0,52.7363420427553,27.7363420427553,0.0150743935384901,0.00745617917361321,0.00210718902228039,0,0.0126592279224309,0.016063064242747,0.00118325924094377,0.000567306053386023,0,0.0162415589906854,0.00854214414621353,3247,2433.90617577197,3244.15795724466,7.32618769972745,0.000307976593778873,0.000875282647164896,3247,1,1,1,1,0,1,1
"2019-02-01","Angola",35.6707317073171,5.73414634146341,61.4804878048781,6,73.1512195121951,0,0,88.5560975609756,94.4170731707317,33.1390243902439,1.73414634146341,4.73414634146341,52.8731707317073,2,32.4048780487805,18.2024390243902,3.73414634146341,7.73414634146341,18.4682926829268,14.7341463414634,0,0,0,0,0,1.73414634146341,1,1.73414634146341,5.46829268292683,0,0,0,0,0,0,0,1,0,0.0119780831790857,0.00192550246523285,0.0206448918082196,0.00201477501678979,0.0245638749201461,0,0,0.0297367688250422,0.0317048600304673,0.0111279464037085,0.000582319120706318,0.00158970662910121,0.0177545905747842,0.000671591672263264,0.0108814231191338,0.00611230323183017,0.00125391079296958,0.00259709413749611,0.00620157578338712,0.00494766499041753,0,0,0,0,0,0.000582319120706318,0.000335795836131632,0.000582319120706318,0.0018362299136759,0,0,0,0,0,0,0,0.000335795836131632,0,28.6073170731707,33.6073170731707,4.73414634146341,1,40.3414634146341,32.0756097560976,1,0,4.73414634146341,33.6707317073171,21.4048780487805,0.00960621795606808,0.0112851971367262,0.00158970662910121,0.000335795836131632,0.0135464954380907,0.0107708561974807,0.000335795836131632,0,0.00158970662910121,0.0113064915068224,0.00718766892168586,2978,2259.46097560976,2967.06341463415,8.18838304156074,0.00150043407754427,0.00217202574980753,2978,1,1,1,1,1,1,1
"2019-03-01","Angola",13.2727272727273,1,47.1818181818182,11.3636363636364,61.4545454545455,3.09090909090909,0,137.909090909091,92.6363636363636,33.7272727272727,6.18181818181818,5.09090909090909,67.9090909090909,12.0909090909091,37.8181818181818,7.09090909090909,2.09090909090909,3,26.3636363636364,10.0909090909091,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0.00392336011608846,0.000295595625184747,0.0139467390428076,0.00335904119528122,0.0181656947840808,0.000913659205116492,0,0.0407653239459329,0.0273829038239325,0.00996963426759466,0.00182731841023298,0.00150485045548599,0.0200736301830006,0.00357401983177922,0.0111788890978959,0.00209604170585548,0.000618063579931744,0.000886786875554242,0.00779297557305243,0.00298282858140972,0.000591191250369495,0,0,0,0,0.000591191250369495,0,0,0,0,0.000295595625184747,0.000295595625184747,0,0,0,0,0,0,34.6363636363636,24.5454545454545,5.09090909090909,0,54,39.7272727272727,4.09090909090909,1,1,31.3636363636364,14.2727272727273,0.0102383575632172,0.00725552898180743,0.00150485045548599,0,0.0159621637599764,0.0117432080187031,0.00120925483030124,0.000295595625184747,0.000295595625184747,0.00927095369897616,0.00421895574127321,3383,2635.54545454545,3377,6.4851414715815,0.00177357375110848,0.000295595625184747,3383,1,1,1,1,1,1,1
"2019-04-01","Angola",23.1381074168798,4.0230179028133,42.2071611253197,3.0230179028133,64.3222506393862,6.0230179028133,0,99.4833759590793,87.3452685421995,59.4373401534527,2.0230179028133,2,69.2992327365729,11.0460358056266,30.1150895140665,20.1150895140665,4.0230179028133,7.0230179028133,37.0460358056266,18.1150895140665,3,0,0,0,0,2,0,0,7.0460358056266,0,0,2,0,0,0,0,0,0,0.00702645229786814,0.001221687793141,0.012817236904136,0.000918013332163164,0.0195330247917966,0.00182903671509666,0,0.0302105605706284,0.0265245273435164,0.0180496022330558,0.000614338871185332,0.000607348921955664,0.0210444071474561,0.00335439896921549,0.0091451835754833,0.00610843896570498,0.001221687793141,0.00213271117607449,0.0112499349546391,0.00550109004374932,0.000911023382933495,0,0,0,0,0.000607348921955664,0,0,0.00213970112530416,0,0,0.000607348921955664,0,0,0,0,0,0,27.1150895140665,35.2531969309463,3,1,38.1611253196931,37.2762148337596,3.0230179028133,0,1,39.1841432225064,12.0690537084399,0.0082341601925498,0.0107054955757505,0.000911023382933495,0.000303674460977832,0.0115885591617653,0.0113198344469358,0.000918013332163164,0,0.000303674460977832,0.0118992235719728,0.00366506337942299,3293,2547.29411764706,3278.95396419437,8.13079259591059,0.00549410009451965,0.000607348921955664,3293,1,1,1,1,1,1,1
"2019-05-01","Angola",16.1578327444052,7.47349823321555,76.1566548881036,8.15783274440518,72.5253239104829,9.31566548881036,2.15783274440518,114.472320376914,91.6831566548881,71.8409893992933,5.31566548881036,2,54.5783274440518,12.3156654888104,37.6313309776207,33.9469964664311,4,4.15783274440518,19.3156654888104,20.3156654888104,0,0,0,0,0,0,0,0,7.31566548881036,0,2.15783274440518,1,0,0,0,0,0,0,0.00421875528574548,0.0019513050217273,0.0198842440961106,0.00212998243979248,0.0189361159035203,0.00243228863937607,0.000563402805327724,0.0298883343020663,0.0239381610064982,0.0187574384854552,0.00138790221639957,0.000522193211488251,0.0142502160428334,0.00321557845660845,0.00982541278789053,0.00886344555259298,0.0010443864229765,0.00108559601681597,0.00504325469681733,0.00530435130256145,0,0,0,0,0,0,0,0,0.00191009542788782,0,0.000563402805327724,0.000261096605744125,0,0,0,0,0,0,64.736160188457,44.8939929328622,10.1578327444052,0,33.1048292108363,62.6831566548881,8.31566548881036,5.15783274440518,2,29.9469964664311,24.6313309776207,0.0169023916941141,0.0117216691730711,0.00265217565128073,0,0.00864355854068832,0.0163663594399186,0.00217119203363195,0.0013466926225601,0.000522193211488251,0.00781905912961647,0.0064311569132169,3830,2924.27444051826,3819.52650176678,6.98767495147836,0.000522193211488251,0.0029956914447038,3830,1,1,1,1,1,1,1
"2019-06-01","Angola",21.5670886075949,1.85569620253165,52.1240506329114,3,37.4126582278481,2.85569620253165,0,68.9696202531645,102.969620253165,37.7012658227848,0,8.56708860759494,56.7012658227848,22.1341772151899,24.9898734177215,18.2784810126582,0,11.2784810126582,25.1341772151899,12.8556962025316,0,0,0,0,0,0,2.85569620253165,0,4,0,1,3,0,0,0,0,0,0,0.00690588812282899,0.000594203074777985,0.0166903780444801,0.000960614793467819,0.0119797176522088,0.000914408005933924,0,0.0220844125050159,0.0329713801643178,0.0120721312272766,0,0.00274322401780177,0.0181560249192395,0.00708747269138324,0.00800188069731717,0.00585285975429338,0,0.0036114252362018,0.00804808748485106,0.00411645731749332,0,0,0,0,0,0,0.000914408005933924,0,0.00128081972462376,0,0.00032020493115594,0.000960614793467819,0,0,0,0,0,0,32.4227848101266,52.1240506329114,15.4227848101266,0,46.5569620253165,43.8354430379747,5.85569620253165,2.85569620253165,2.85569620253165,29.9898734177215,18.5670886075949,0.0103819355780104,0.0166903780444801,0.00493845174835946,0,0.0149077688201462,0.0140363250201648,0.00187502279940174,0.000914408005933924,0.000914408005933924,0.00960290535309687,0.00594527332936117,3123,2415.67594936709,3112.14430379747,7.82275555461738,0.00064040986231188,0.00493845174835946,3123,1,1,1,1,1,1,1
"2019-07-01","Angola",21.421768707483,0,29.5374149659864,1.8843537414966,84.8775510204082,7.6530612244898,1,95.6462585034014,84.1496598639456,37.9591836734694,3.7687074829932,4,43.9591836734694,20.421768707483,39.1904761904762,22.5374149659864,1.8843537414966,2,38.421768707483,22.5374149659864,0,0,0,0,0,0,1.8843537414966,0,7,0,0,1.8843537414966,0,0,0,0,0,0,0.00613452712127233,0,0.00845859535108431,0.000539620200886769,0.0243062860883185,0.00219159828880006,0.000286368843069874,0.0273901083915811,0.0240978407399615,0.0108703275124483,0.00107924040177354,0.0011454753722795,0.0125885405708675,0.00584815827820246,0.0112229313260241,0.00645401344959519,0.000539620200886769,0.000572737686139748,0.0110027974534602,0.00645401344959519,0,0,0,0,0,0,0.000539620200886769,0,0.00200458190148912,0,0,0.000539620200886769,0,0,0,0,0,0,34.3061224489796,48.4965986394558,24.0748299319728,0,61.0340136054422,47.265306122449,0,4,0,25.7687074829932,28.3061224489796,0.00982420459592772,0.013887914845205,0.00689428119472302,0,0.0174782398641014,0.0135353110316291,0,0.0011454753722795,0,0.00737935494931077,0.00810599153750848,3492,2701.51020408163,3481.23129251701,7.09644187333957,0.000539620200886769,0.0041630627050362,3492,1,1,1,1,1,1,1
"2019-08-01","Angola",20.8229885057471,0,45.4689655172414,2.70574712643678,74.1149425287356,1.70574712643678,2,85.2919540229885,87.9977011494253,37.351724137931,2,13.8229885057471,42.1747126436782,7.41149425287356,32.7057471264368,15.8229885057471,1,3.70574712643678,14.4114942528736,7.70574712643678,0,0,0,0,0,0,0,0,1.70574712643678,0,1.70574712643678,0,0,0,0,0,1,0,0.00666548927840817,0,0.0145547264779902,0.00086611623765582,0.0237243734086862,0.000546013804877331,0.000640204865556978,0.0273021619791897,0.0281682782168455,0.0119563777650227,0.000640204865556978,0.00442477224895875,0.0135002281189751,0.00237243734086862,0.0104691892210105,0.00506497711451573,0.000320102432778489,0.00118621867043431,0.00461315437031804,0.00246662840154827,0,0,0,0,0,0,0,0,0.000546013804877331,0,0.000546013804877331,0,0,0,0,0,0.000320102432778489,0,60.9977011494253,51.5862068965517,12.1172413793103,0,48.6459770114943,37.7632183908046,2.70574712643678,4.70574712643678,2,37.7632183908046,26.2344827586207,0.0195255125318263,0.0165128703254007,0.00387875844408142,0,0.0155716955862658,0.0120880980764419,0.00086611623765582,0.0015063211032128,0.000640204865556978,0.0120880980764419,0.00839772175371981,3124,2381.02298850575,3118.58850574713,6.42473583486643,0,0.00237243734086862,3124,1,1,1,1,1,1,1
"2019-09-01","Angola",15.1391304347826,1,59.9739130434783,6.71304347826087,55.8347826086957,6.71304347826087,1,106.113043478261,90.4086956521739,25.704347826087,4,20.5652173913043,33.2782608695652,6.71304347826087,16.8521739130435,12.4260869565217,2.71304347826087,1,20.5652173913043,13.5652173913043,0,1,0,0,0,0,1,0,4.42608695652174,0,0,0,0,0,1,0,1,0,0.0052131991855312,0.00034435261707989,0.0206521739130435,0.00231165409031022,0.0192268535153911,0.00231165409031022,0.00034435261707989,0.0365403042280513,0.0311324709546053,0.00885135944424482,0.00137741046831956,0.00708168642951252,0.0114594562223021,0.00231165409031022,0.00580309019044197,0.00427895556354054,0.000934243621990658,0.00034435261707989,0.00708168642951252,0.00467121810995329,0,0.00034435261707989,0,0,0,0,0.00034435261707989,0,0.00152413462690143,0,0,0,0,0,0.00034435261707989,0,0.00034435261707989,0,54.9826086956522,36.1304347826087,7.42608695652174,0,37.704347826087,19.9913043478261,2,2,1.71304347826087,40.4173913043478,13.5652173913043,0.0189334051982273,0.0124416097736256,0.0025571924781411,0,0.0129835908492035,0.00688405797101449,0.00068870523415978,0.00068870523415978,0.000589891004910768,0.0139178344711942,0.00467121810995329,2904,2216.35652173913,2895.57391304348,5.91009768101894,0.00034435261707989,0.00349143610013175,2904,1,1,1,1,1,1,1
"2019-10-01","Angola",12.6092544987147,4,64.6863753213368,5.40616966580977,29.6401028277635,3.40616966580977,1.20308483290488,64.4678663239075,49.8586118251928,16.4215938303342,1,5.60925449871465,31.2339331619537,13.2185089974293,24.4215938303342,8.60925449871465,0,3,8.01542416452442,8.60925449871465,0,0,0,0,0,1,0,0,4.20308483290488,0,0,0,0,0,0,0,0,0,0.00623294834340813,0.00197726149283243,0.0319754697584462,0.0026723527759811,0.0146515584912326,0.00168372202956489,0.000594703328178391,0.0318674574018327,0.0246458783120083,0.00811744628291359,0.000494315373208107,0.00277274073095139,0.0154394133277082,0.00653411220831898,0.0120719692685784,0.00425568685057571,0,0.00148294611962432,0.00396214738730817,0.00425568685057571,0,0,0,0,0,0.000494315373208107,0,0,0.00207764944780271,0,0,0,0,0,0,0,0,0,30.2339331619537,20.4215938303342,8.40616966580977,0,12.0154241645244,23.8431876606684,0,1,2,18.2185089974293,8.60925449871465,0.0149450979545001,0.010094707775746,0.00415529889560542,0,0.00593940888014059,0.0117860542069542,0,0.000494315373208107,0.000988630746416213,0.00900568907435952,0.00425568685057571,2023,1564.25706940874,2017.79691516709,6.49897005788761,0.00306628019421892,0.00207764944780271,2023,1,1,1,0,1,1,1
"2019-11-01","Angola",9.73096446700508,0,42.7055837563452,3.24365482233503,21.5837563451777,1.12182741116751,1,57.6548223350254,50.3401015228426,21.7055837563452,0,3.12182741116751,23.48730964467,3.24365482233503,9.60913705583756,5.24365482233503,1,1.12182741116751,20.6091370558376,6.12182741116751,0,0,0,0,0,0,2,0,3.12182741116751,0,0,0,0,0,0,0,0,0,0.00511617479863569,0,0.0224529883051236,0.00170539159954523,0.0113479265747517,0.000589814622064938,0.000525762355415352,0.0303127351919166,0.0264669303484977,0.0114119788414013,0,0.00164133933289564,0.0123487432411514,0.00170539159954523,0.0050521225319861,0.00275691631037593,0.000525762355415352,0.000589814622064938,0.010835508441555,0.0032186263991417,0,0,0,0,0,0,0.0010515247108307,0,0.00164133933289564,0,0,0,0,0,0,0,0,0,33.5837563451777,29.0710659898477,4,0,21.7309644670051,9.73096446700508,1.12182741116751,3.12182741116751,1.12182741116751,30.2182741116751,18.6091370558376,0.0176570748397359,0.0152844721292575,0.00210304942166141,0,0.0114253230636199,0.00511617479863569,0.000589814622064938,0.00164133933289564,0.000589814622064938,0.0158876309735411,0.00978398373072427,1902,1486.28934010152,1896.87817258883,6.43993714581201,0.00216710168831099,0.0010515247108307,1902,1,1,1,0,1,0,1
"2019-12-01","Angola",11.1042584434655,0,30.417033773862,1.27606461086637,18.208516886931,5.82819383259912,1.27606461086637,60.4537444933921,92.6930983847283,23.208516886931,0,5,45.208516886931,9.55212922173274,19.6563876651982,11.5521292217327,0,6,25.3803230543319,12.2760646108664,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00580463065523549,0,0.015900174476666,0.000667048934065015,0.00951830469782069,0.00304662510852019,0.000667048934065015,0.0316015392019823,0.0484543117536479,0.0121320004636336,0,0.00261369576581286,0.0236322618332101,0.00499327194026803,0.010275163442341,0.00603875024659317,0,0.00313643491897543,0.0132672885804139,0.0064171796188533,0,0,0,0,0,0,0.000522739153162572,0,0.000522739153162572,0,0,0,0,0,0,0,0,0,27.3127753303965,21.3127753303965,10.2760646108664,0,28.208516886931,17.4845814977974,2,1,2.27606461086637,14.1042584434655,21.6563876651982,0.014277457046731,0.0111410221277556,0.00537170131252816,0,0.0147456962294464,0.00913987532556056,0.00104547830632514,0.000522739153162572,0.00118978808722759,0.00737284811472321,0.0113206417486661,1913,1435.48604992658,1911,9.46076198603506,0.000522739153162572,0.00104547830632514,1913,1,1,1,0,1,1,1
"2020-01-01","Angola",27.1705426356589,0,28.2558139534884,4.54263565891473,19.2558139534884,2.54263565891473,2,61.3953488372093,134.511627906977,21.7984496124031,2.54263565891473,6.08527131782946,134.341085271318,6.08527131782946,9.08527131782946,14.1705426356589,1,6,14.0852713178295,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0117418075348569,0,0.0122108098329682,0.00196310961923713,0.0083214407750598,0.00109880538414638,0.000864304235090752,0.026532130007437,0.0581294848344757,0.00942024615920618,0.00109880538414638,0.00262976288583814,0.0580557844733439,0.00262976288583814,0.00392621923847427,0.00612383000676703,0.000432152117545376,0.00259291270527226,0.00608697982620115,0.00216076058772688,0,0,0,0.000432152117545376,0,0,0.000432152117545376,0,0,0,0,0,0,0,0,0,0,0,27.2558139534884,24.4263565891473,13.0852713178295,0,36.4263565891473,22.8837209302326,0,1.54263565891473,1.54263565891473,27.7131782945736,16.7131782945736,0.0117786577154228,0.0105559017239184,0.00565482770865577,0,0.015741727134463,0.00988924845731744,0,0.000666653266601006,0.000666653266601006,0.0119763086839126,0.00722263539091342,2314,1753.25581395349,2311,11.9229957292877,0.000864304235090752,0.000864304235090752,2314,1,1,1,0,1,1,1
"2020-02-01","Angola",12.6781789638933,5.11302982731554,15.0172684458399,1.11302982731554,26.469387755102,1.11302982731554,0,56.712715855573,64.6954474097331,18.9042386185243,5.11302982731554,6.22605965463108,50.9042386185243,2.22605965463108,19.6781789638933,7.45211930926217,0,6.22605965463108,23.5651491365777,8.45211930926217,0,0,0,3,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0.00804963743739254,0.00324636814432733,0.00953477361640627,0.000706685604644788,0.0168059604794299,0.000706685604644788,0,0.036008073559094,0.0410764745458623,0.0120026911863647,0.00324636814432733,0.00395305374897212,0.032320151503825,0.00141337120928958,0.012494081881837,0.00473150432334106,0,0.00395305374897212,0.0149619994517954,0.00536642495826169,0,0,0,0.0019047619047619,0,0,0,0,0.0019047619047619,0,0.000634920634920635,0.000634920634920635,0,0,0,0,0.000634920634920635,0,31.3563579277865,13.7912087912088,6,0,16.7912087912088,13.7912087912088,1.11302982731554,0,2.11302982731554,12.4521193092622,3.22605965463108,0.0199087986843089,0.00875632304203733,0.00380952380952381,0,0.0106610849467992,0.00875632304203733,0.000706685604644788,0,0.00134160623956542,0.00790610749794423,0.00204829184421021,1575,1167.93249607535,1566,9.80744173019424,0.000634920634920635,0.00769081258877177,1575,1,1,1,0,1,1,1
