"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","trade_agreement_exchange","trade_financial_sanction","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","georgiatoday.ge"
"2014-05-01","Georgia",2,0,9,0,4,5,0,13,6,12,0,1,2,0,12,4,1,1,2,16,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0.00263852242744063,0,0.0118733509234828,0,0.00527704485488127,0.00659630606860158,0,0.0171503957783641,0.0079155672823219,0.0158311345646438,0,0.00131926121372032,0.00263852242744063,0,0.0158311345646438,0.00527704485488127,0.00131926121372032,0.00131926121372032,0.00263852242744063,0.0211081794195251,0.00131926121372032,0,0,0,0,0.00131926121372032,0,0,0,0,0,0,0.00131926121372032,0.00131926121372032,0,0,0,0,0,5,1,5,0,12,2,1,0,1,8,15,0.00659630606860158,0.00131926121372032,0.00659630606860158,0,0.0158311345646438,0.00263852242744063,0.00131926121372032,0,0.00131926121372032,0.0105540897097625,0.0197889182058048,758,605,754,13.4065019057017,0.0118733509234828,0,758,0
"2014-06-01","Georgia",2,0,35,8,14,1,1,22,13,3,1,1,12,1,3,4,0,2,2,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,0.00226244343891403,0,0.0395927601809955,0.00904977375565611,0.0158371040723982,0.00113122171945701,0.00113122171945701,0.0248868778280543,0.0147058823529412,0.00339366515837104,0.00113122171945701,0.00113122171945701,0.0135746606334842,0.00113122171945701,0.00339366515837104,0.00452488687782805,0,0.00226244343891403,0.00226244343891403,0.00678733031674208,0.00113122171945701,0,0,0.00113122171945701,0,0,0,0,0,0,0,0,0.00113122171945701,0.00113122171945701,0,0.00113122171945701,0,0.00339366515837104,0.00226244343891403,6,2,3,0,6,5,5,0,0,17,10,0.00678733031674208,0.00226244343891403,0.00339366515837104,0,0.00678733031674208,0.00565610859728507,0.00565610859728507,0,0,0.0192307692307692,0.0113122171945701,884,685,812,10.9650712441501,0.0226244343891403,0,884,0
"2014-07-01","Georgia",7,1,9,1,2,0,0,22,20,1,0,0,9,1,2,2,0,2,4,6,0,0,0,1,5,2,0,0,0,1,0,0,0,1,0,0,0,2,3,0.00893997445721584,0.00127713920817369,0.0114942528735632,0.00127713920817369,0.00255427841634738,0,0,0.0280970625798212,0.0255427841634738,0.00127713920817369,0,0,0.0114942528735632,0.00127713920817369,0.00255427841634738,0.00255427841634738,0,0.00255427841634738,0.00510855683269476,0.00766283524904215,0,0,0,0.00127713920817369,0.00638569604086846,0.00255427841634738,0,0,0,0.00127713920817369,0,0,0,0.00127713920817369,0,0,0,0.00255427841634738,0.00383141762452107,6,2,3,0,9,3,2,0,2,4,4,0.00766283524904215,0.00255427841634738,0.00383141762452107,0,0.0114942528735632,0.00383141762452107,0.00255427841634738,0,0.00255427841634738,0.00510855683269476,0.00510855683269476,783,651,770,11.182881051343,0.0204342273307791,0,783,0
"2014-08-01","Georgia",4,1,11,0,1,0,0,17,7,1,0,1,2,0,4,0,0,0,2,4,1,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,1,0.00727272727272727,0.00181818181818182,0.02,0,0.00181818181818182,0,0,0.0309090909090909,0.0127272727272727,0.00181818181818182,0,0.00181818181818182,0.00363636363636364,0,0.00727272727272727,0,0,0,0.00363636363636364,0.00727272727272727,0.00181818181818182,0,0,0.00181818181818182,0,0.00181818181818182,0,0.00181818181818182,0,0.00363636363636364,0,0,0,0,0,0,0,0,0.00181818181818182,11,0,2,0,5,5,0,0,0,7,6,0.02,0,0.00363636363636364,0,0.00909090909090909,0.00909090909090909,0,0,0,0.0127272727272727,0.0109090909090909,550,450,543,11.012343058582,0.0181818181818182,0,550,0
"2014-09-01","Georgia",2,0,1,0,3,0,0,15,7,0,0,2,2,0,4,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00285306704707561,0,0.0014265335235378,0,0.00427960057061341,0,0,0.021398002853067,0.00998573466476462,0,0,0.00285306704707561,0.00285306704707561,0,0.00570613409415121,0,0.0014265335235378,0,0.00285306704707561,0.00570613409415121,0,0,0,0.0014265335235378,0,0,0,0,0,0,0,0,0,0,0.00285306704707561,0,0,0,0,14,0,0,0,15,5,0,2,0,3,14,0.0199714693295292,0,0,0,0.021398002853067,0.00713266761768902,0,0.00285306704707561,0,0.00427960057061341,0.0199714693295292,701,592,698,10.7745236777399,0.00570613409415121,0,701,0
"2014-10-01","Georgia",3,0,6,2,1,0,0,10,7,4,0,2,4,0,6,1,0,3,3,8,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.00416666666666667,0,0.00833333333333333,0.00277777777777778,0.00138888888888889,0,0,0.0138888888888889,0.00972222222222222,0.00555555555555556,0,0.00277777777777778,0.00555555555555556,0,0.00833333333333333,0.00138888888888889,0,0.00416666666666667,0.00416666666666667,0.0111111111111111,0,0,0,0,0,0.00277777777777778,0.00138888888888889,0,0,0,0,0,0,0,0.00138888888888889,0,0,0,0,4,0,5,0,10,0,1,0,2,14,10,0.00555555555555556,0,0.00694444444444444,0,0.0138888888888889,0,0.00138888888888889,0,0.00277777777777778,0.0194444444444444,0.0138888888888889,720,604,702,11.9405149815648,0.0152777777777778,0.00138888888888889,720,0
"2014-11-01","Georgia",0,1,11,0,7,0,0,6,7,6,1,0,7,0,10,15,0,3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0.00144508670520231,0.0158959537572254,0,0.0101156069364162,0,0,0.00867052023121387,0.0101156069364162,0.00867052023121387,0.00144508670520231,0,0.0101156069364162,0,0.0144508670520231,0.0216763005780347,0,0.00433526011560694,0.00433526011560694,0.00433526011560694,0,0,0,0.00289017341040462,0,0,0,0,0,0,0,0,0.00144508670520231,0,0.00578034682080925,0,0.00289017341040462,0,0,5,0,2,0,12,2,0,2,1,8,14,0.00722543352601156,0,0.00289017341040462,0,0.0173410404624277,0.00289017341040462,0,0.00289017341040462,0.00144508670520231,0.0115606936416185,0.0202312138728324,692,571,684,11.4045698639938,0.0202312138728324,0,692,0
"2014-12-01","Georgia",2,1,2,0,3,0,0,10,3,2,0,1,3,0,4,8,1,2,2,4,0,0,0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,1,0,0.00313971742543171,0.00156985871271586,0.00313971742543171,0,0.00470957613814757,0,0,0.0156985871271586,0.00470957613814757,0.00313971742543171,0,0.00156985871271586,0.00470957613814757,0,0.00627943485086342,0.0125588697017268,0.00156985871271586,0.00313971742543171,0.00313971742543171,0.00627943485086342,0,0,0,0,0,0.00470957613814757,0,0,0,0.00313971742543171,0,0,0.00156985871271586,0.00156985871271586,0,0,0,0.00156985871271586,0,1,0,2,0,5,1,1,1,0,14,13,0.00156985871271586,0,0.00313971742543171,0,0.00784929356357928,0.00156985871271586,0.00156985871271586,0.00156985871271586,0,0.021978021978022,0.0204081632653061,637,549,630,11.5980154795938,0.0156985871271586,0,637,0
"2015-01-01","Georgia",1,0,0,0,4,2,0,9,5,1,3,3,1,0,7,7,0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0.00163934426229508,0,0,0,0.00655737704918033,0.00327868852459016,0,0.0147540983606557,0.00819672131147541,0.00163934426229508,0.00491803278688525,0.00491803278688525,0.00163934426229508,0,0.0114754098360656,0.0114754098360656,0,0.00163934426229508,0.00983606557377049,0.00983606557377049,0,0,0,0,0,0,0,0,0,0,0,0.00163934426229508,0,0.00327868852459016,0.00163934426229508,0,0,0,0.00163934426229508,9,1,1,0,4,0,1,1,0,19,8,0.0147540983606557,0.00163934426229508,0.00163934426229508,0,0.00655737704918033,0,0.00163934426229508,0.00163934426229508,0,0.0311475409836066,0.0131147540983607,610,507,605,12.0068311760241,0.0114754098360656,0.00163934426229508,610,0
"2015-02-01","Georgia",10,0,5,1,10,0,0,12,26,3,1,2,10,0,4,8,1,2,7,4,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0.0108932461873638,0,0.00544662309368192,0.00108932461873638,0.0108932461873638,0,0,0.0130718954248366,0.028322440087146,0.00326797385620915,0.00108932461873638,0.00217864923747277,0.0108932461873638,0,0.00435729847494553,0.00871459694989107,0.00108932461873638,0.00217864923747277,0.00762527233115468,0.00435729847494553,0,0,0,0,0.00217864923747277,0,0,0,0,0,0,0,0,0.00326797385620915,0.00435729847494553,0,0,0,0,9,1,2,2,14,7,2,0,3,13,17,0.00980392156862745,0.00108932461873638,0.00217864923747277,0.00217864923747277,0.0152505446623094,0.00762527233115468,0.00217864923747277,0,0.00326797385620915,0.014161220043573,0.0185185185185185,918,747,908,11.3847671423884,0.00871459694989107,0,918,0
"2015-03-01","Georgia",7,0,10,1,9,1,1,11,14,0,1,9,9,1,22,10,0,1,8,13,0,1,0,0,0,1,0,0,0,1,9,0,0,0,3,0,0,0,0,0.00599828620394173,0,0.00856898029134533,0.000856898029134533,0.0077120822622108,0.000856898029134533,0.000856898029134533,0.00942587832047986,0.0119965724078835,0,0.000856898029134533,0.0077120822622108,0.0077120822622108,0.000856898029134533,0.0188517566409597,0.00856898029134533,0,0.000856898029134533,0.00685518423307626,0.0111396743787489,0,0.000856898029134533,0,0,0,0.000856898029134533,0,0,0,0.000856898029134533,0.0077120822622108,0,0,0,0.0025706940874036,0,0,0,0,12,3,9,1,26,5,2,2,1,24,18,0.0102827763496144,0.0025706940874036,0.0077120822622108,0.000856898029134533,0.0222793487574979,0.00428449014567267,0.00171379605826907,0.00171379605826907,0.000856898029134533,0.0205655526992288,0.0154241645244216,1167,931,1150,12.6448321283765,0.0137103684661525,0,1167,0
"2015-04-01","Georgia",1,1,0,0,1,1,0,14,9,1,0,0,3,0,3,6,0,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.00154083204930663,0.00154083204930663,0,0,0.00154083204930663,0.00154083204930663,0,0.0215716486902928,0.0138674884437596,0.00154083204930663,0,0,0.00462249614791988,0,0.00462249614791988,0.00924499229583975,0,0.00154083204930663,0.00308166409861325,0.0107858243451464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00308166409861325,0,0,0,0,6,3,4,0,15,5,0,0,2,10,10,0.00924499229583975,0.00462249614791988,0.0061633281972265,0,0.0231124807395994,0.00770416024653313,0,0,0.00308166409861325,0.0154083204930663,0.0154083204930663,649,527,658,11.1395781773015,0.00308166409861325,0,649,0
"2015-05-01","Georgia",3,1,1,0,9,0,0,15,6,0,0,0,5,0,9,4,0,1,1,5,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0.00429799426934097,0.00143266475644699,0.00143266475644699,0,0.0128939828080229,0,0,0.0214899713467049,0.00859598853868195,0,0,0,0.00716332378223496,0,0.0128939828080229,0.00573065902578797,0,0.00143266475644699,0.00143266475644699,0.00716332378223496,0,0,0,0,0,0,0.00429799426934097,0,0,0,0.00286532951289398,0,0,0,0.00143266475644699,0,0,0,0,12,1,5,0,10,1,2,1,1,6,13,0.0171919770773639,0.00143266475644699,0.00716332378223496,0,0.0143266475644699,0.00143266475644699,0.00286532951289398,0.00143266475644699,0.00143266475644699,0.00859598853868195,0.0186246418338109,698,582,696,10.9063648116887,0.0114613180515759,0,698,1
"2015-06-01","Georgia",6,0,1,0,3,0,0,94,6,2,0,2,2,7,8,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00670391061452514,0,0.00111731843575419,0,0.00335195530726257,0,0,0.105027932960894,0.00670391061452514,0.00223463687150838,0,0.00223463687150838,0.00223463687150838,0.00782122905027933,0.00893854748603352,0.00111731843575419,0,0.00111731843575419,0.00111731843575419,0,0,0,0.00111731843575419,0,0,0,0,0,0,0,0,0,0,0,0.00111731843575419,0,0,0,0,6,4,0,0,15,2,0,0,1,18,18,0.00670391061452514,0.00446927374301676,0,0,0.0167597765363128,0.00223463687150838,0,0,0.00111731843575419,0.0201117318435754,0.0201117318435754,895,692,900,11.4513644682985,0.00446927374301676,0,895,1
"2015-07-01","Georgia",4,1,0,0,6,0,0,30,11,5,1,1,6,2,6,2,0,6,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,3,4,0,0,0,0,0.00488400488400488,0.00122100122100122,0,0,0.00732600732600733,0,0,0.0366300366300366,0.0134310134310134,0.00610500610500611,0.00122100122100122,0.00122100122100122,0.00732600732600733,0.00244200244200244,0.00732600732600733,0.00244200244200244,0,0.00732600732600733,0.00488400488400488,0.00854700854700855,0,0,0,0,0,0,0.00122100122100122,0,0,0.00122100122100122,0,0,0,0.00366300366300366,0.00488400488400488,0,0,0,0,9,3,4,0,11,8,0,0,3,4,13,0.010989010989011,0.00366300366300366,0.00488400488400488,0,0.0134310134310134,0.00976800976800977,0,0,0.00366300366300366,0.00488400488400488,0.0158730158730159,819,670,810,12.4403583939377,0.00976800976800977,0.00122100122100122,819,1
"2015-08-01","Georgia",6,0,4,1,3,1,0,42,10,2,0,4,8,1,6,4,0,2,2,9,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,8,0.00805369127516779,0,0.00536912751677852,0.00134228187919463,0.00402684563758389,0.00134228187919463,0,0.0563758389261745,0.0134228187919463,0.00268456375838926,0,0.00536912751677852,0.010738255033557,0.00134228187919463,0.00805369127516779,0.00536912751677852,0,0.00268456375838926,0.00268456375838926,0.0120805369127517,0,0,0,0,0,0.00134228187919463,0,0,0,0,0,0,0,0.00536912751677852,0.00134228187919463,0,0,0,0.010738255033557,2,5,0,0,11,2,0,1,1,9,9,0.00268456375838926,0.00671140939597315,0,0,0.0147651006711409,0.00268456375838926,0,0.00134228187919463,0.00134228187919463,0.0120805369127517,0.0120805369127517,745,597,733,12.5822640316093,0.0187919463087248,0.00134228187919463,745,1
"2015-09-01","Georgia",4,0,1,0,2,0,0,8,9,2,1,2,4,0,11,5,1,2,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0054127198917456,0,0.0013531799729364,0,0.0027063599458728,0,0,0.0108254397834912,0.0121786197564276,0.0027063599458728,0.0013531799729364,0.0027063599458728,0.0054127198917456,0,0.0148849797023004,0.006765899864682,0.0013531799729364,0.0027063599458728,0.0081190798376184,0.0121786197564276,0,0,0,0,0,0,0,0,0,0.0013531799729364,0,0,0,0.0013531799729364,0.0013531799729364,0,0,0,0,6,1,3,0,8,2,0,2,0,10,8,0.0081190798376184,0.0013531799729364,0.0040595399188092,0,0.0108254397834912,0.0027063599458728,0,0.0027063599458728,0,0.013531799729364,0.0108254397834912,739,623,741,12.1647789385113,0.0027063599458728,0.0040595399188092,739,1
"2015-10-01","Georgia",3,2,13,0,6,4,0,7,19,1,0,1,2,1,15,2,0,3,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0.00434782608695652,0.00289855072463768,0.0188405797101449,0,0.00869565217391304,0.00579710144927536,0,0.0101449275362319,0.027536231884058,0.00144927536231884,0,0.00144927536231884,0.00289855072463768,0.00144927536231884,0.0217391304347826,0.00289855072463768,0,0.00434782608695652,0.00434782608695652,0.00434782608695652,0,0,0,0,0,0,0,0,0,0.00144927536231884,0,0.00144927536231884,0,0.00289855072463768,0.00144927536231884,0.00144927536231884,0,0,0,6,3,7,0,17,1,0,0,2,1,8,0.00869565217391304,0.00434782608695652,0.0101449275362319,0,0.0246376811594203,0.00144927536231884,0,0,0.00289855072463768,0.00144927536231884,0.0115942028985507,690,557,691,12.708988500499,0.0115942028985507,0.00144927536231884,690,1
"2015-11-01","Georgia",6,0,4,0,5,2,2,11,15,1,0,1,5,2,1,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00842696629213483,0,0.00561797752808989,0,0.00702247191011236,0.00280898876404494,0.00280898876404494,0.0154494382022472,0.0210674157303371,0.00140449438202247,0,0.00140449438202247,0.00702247191011236,0.00280898876404494,0.00140449438202247,0.0126404494382022,0.00140449438202247,0.00140449438202247,0.00140449438202247,0,0.00140449438202247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280898876404494,9,8,7,0,19,9,1,0,1,8,7,0.0126404494382022,0.0112359550561798,0.0098314606741573,0,0.026685393258427,0.0126404494382022,0.00140449438202247,0,0.00140449438202247,0.0112359550561798,0.0098314606741573,712,576,709,11.4580277014899,0.00842696629213483,0,712,1
"2015-12-01","Georgia",8,0,5,0,7,1,2,7,16,2,2,1,6,1,3,9,0,1,2,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0.00937866354044549,0,0.00586166471277843,0,0.0082063305978898,0.00117233294255569,0.00234466588511137,0.0082063305978898,0.018757327080891,0.00234466588511137,0.00234466588511137,0.00117233294255569,0.00703399765533412,0.00117233294255569,0.00351699882766706,0.0105509964830012,0,0.00117233294255569,0.00234466588511137,0.00351699882766706,0.00117233294255569,0,0,0.00117233294255569,0,0,0,0,0.00117233294255569,0,0,0,0,0,0.00468933177022274,0,0,0,0.00117233294255569,18,8,4,1,19,11,2,0,0,11,12,0.0211019929660023,0.00937866354044549,0.00468933177022274,0.00117233294255569,0.022274325908558,0.0128956623681125,0.00234466588511137,0,0,0.0128956623681125,0.0140679953106682,853,695,851,11.0955982304566,0.0082063305978898,0.00117233294255569,853,1
"2016-01-01","Georgia",4,1,1,0,9,0,0,21,20,3,6,3,3,2,2,3,1,4,5,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0.00532623169107856,0.00133155792276964,0.00133155792276964,0,0.0119840213049268,0,0,0.0279627163781625,0.0266311584553928,0.00399467376830892,0.00798934753661784,0.00399467376830892,0.00399467376830892,0.00266311584553928,0.00266311584553928,0.00399467376830892,0.00133155792276964,0.00532623169107856,0.0066577896138482,0.00932090545938748,0,0,0,0,0,0,0,0,0,0.00133155792276964,0.00133155792276964,0,0,0,0,0,0,0,0.00266311584553928,5,2,3,1,9,9,2,1,0,12,4,0.0066577896138482,0.00266311584553928,0.00399467376830892,0.00133155792276964,0.0119840213049268,0.0119840213049268,0.00266311584553928,0.00133155792276964,0,0.0159786950732357,0.00532623169107856,751,610,749,12.6264534273734,0.0133155792276964,0,751,1
"2016-02-01","Georgia",3,1,5,0,9,0,0,10,9,10,0,1,5,0,9,9,0,3,0,5,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,1,0.00355871886120996,0.00118623962040332,0.00593119810201661,0,0.0106761565836299,0,0,0.0118623962040332,0.0106761565836299,0.0118623962040332,0,0.00118623962040332,0.00593119810201661,0,0.0106761565836299,0.0106761565836299,0,0.00355871886120996,0,0.00593119810201661,0.00118623962040332,0,0,0,0,0,0.00118623962040332,0,0,0.00118623962040332,0,0,0,0.00237247924080664,0.00118623962040332,0,0,0,0.00118623962040332,8,7,5,0,6,10,0,0,1,17,10,0.00948991696322657,0.00830367734282325,0.00593119810201661,0,0.00711743772241993,0.0118623962040332,0,0,0.00118623962040332,0.0201660735468565,0.0118623962040332,843,698,841,11.6788364220937,0.0118623962040332,0.00237247924080664,843,1
"2016-03-01","Georgia",5,1,9,1,12,1,0,19,17,11,0,5,1,2,22,2,1,0,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0.00530785562632696,0.00106157112526539,0.00955414012738853,0.00106157112526539,0.0127388535031847,0.00106157112526539,0,0.0201698513800425,0.0180467091295117,0.0116772823779193,0,0.00530785562632696,0.00106157112526539,0.00212314225053079,0.0233545647558386,0.00212314225053079,0.00106157112526539,0,0.00318471337579618,0.00530785562632696,0,0,0,0,0,0.00318471337579618,0,0,0,0,0,0,0,0.00106157112526539,0.00106157112526539,0,0,0,0.00106157112526539,9,15,4,0,15,6,1,0,1,2,10,0.00955414012738853,0.0159235668789809,0.00424628450106157,0,0.0159235668789809,0.00636942675159236,0.00106157112526539,0,0.00106157112526539,0.00212314225053079,0.0106157112526539,942,757,939,12.5458360695125,0.00530785562632696,0.00212314225053079,942,1
"2016-04-01","Georgia",8,0,16,0,6,0,0,12,8,3,1,1,6,0,6,0,2,1,5,3,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00982800982800983,0,0.0196560196560197,0,0.00737100737100737,0,0,0.0147420147420147,0.00982800982800983,0.00368550368550369,0.00122850122850123,0.00122850122850123,0.00737100737100737,0,0.00737100737100737,0,0.00245700245700246,0.00122850122850123,0.00614250614250614,0.00368550368550369,0.00122850122850123,0.00122850122850123,0,0,0.00122850122850123,0.00122850122850123,0,0,0,0,0,0,0,0.00122850122850123,0,0,0,0,0,21,5,4,0,13,5,1,0,1,13,9,0.0257985257985258,0.00614250614250614,0.00491400491400491,0,0.015970515970516,0.00614250614250614,0.00122850122850123,0,0.00122850122850123,0.015970515970516,0.0110565110565111,814,657,812,11.1487681357142,0.0135135135135135,0.00245700245700246,814,1
"2016-05-01","Georgia",9,0,10,3,12,0,0,17,14,4,0,1,6,1,8,8,0,1,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,2,1,1,0,0,0,0.0105386416861827,0,0.0117096018735363,0.00351288056206089,0.0140515222482436,0,0,0.0199063231850117,0.0163934426229508,0.00468384074941452,0,0.00117096018735363,0.00702576112412178,0.00117096018735363,0.00936768149882904,0.00936768149882904,0,0.00117096018735363,0.00585480093676815,0.00585480093676815,0,0,0,0,0.00117096018735363,0,0,0,0,0,0.00351288056206089,0,0,0.00234192037470726,0.00117096018735363,0.00117096018735363,0,0,0,10,9,1,1,20,2,3,2,1,6,5,0.0117096018735363,0.0105386416861827,0.00117096018735363,0.00117096018735363,0.0234192037470726,0.00234192037470726,0.00351288056206089,0.00234192037470726,0.00117096018735363,0.00702576112412178,0.00585480093676815,854,689,846,11.3387716018472,0.0105386416861827,0.00234192037470726,854,1
"2016-06-01","Georgia",9,0,4,0,3,0,0,14,11,1,0,0,7,3,2,3,0,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0131964809384164,0,0.00586510263929619,0,0.00439882697947214,0,0,0.0205278592375367,0.0161290322580645,0.00146627565982405,0,0,0.0102639296187683,0.00439882697947214,0.00293255131964809,0.00439882697947214,0,0.00146627565982405,0.00439882697947214,0.00879765395894428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146627565982405,0,0,0,0,0,9,7,1,2,11,2,1,0,0,4,14,0.0131964809384164,0.0102639296187683,0.00146627565982405,0.00293255131964809,0.0161290322580645,0.00293255131964809,0.00146627565982405,0,0,0.00586510263929619,0.0205278592375367,682,566,691,11.5470096478329,0.00146627565982405,0.00146627565982405,682,1
"2016-07-01","Georgia",4,1,14,2,11,2,0,9,21,3,1,0,1,3,6,7,1,1,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0.00523560209424084,0.00130890052356021,0.0183246073298429,0.00261780104712042,0.0143979057591623,0.00261780104712042,0,0.0117801047120419,0.0274869109947644,0.00392670157068063,0.00130890052356021,0,0.00130890052356021,0.00392670157068063,0.00785340314136126,0.00916230366492147,0.00130890052356021,0.00130890052356021,0.00785340314136126,0.0104712041884817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392670157068063,0.00392670157068063,0,0,0,0.00130890052356021,20,3,6,0,17,1,2,0,0,12,12,0.0261780104712042,0.00392670157068063,0.00785340314136126,0,0.0222513089005236,0.00130890052356021,0.00261780104712042,0,0,0.0157068062827225,0.0157068062827225,764,589,760,12.1766827643084,0.00785340314136126,0.00261780104712042,764,1
"2016-08-01","Georgia",5,0,13,3,6,2,1,17,16,5,0,0,6,4,6,2,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0075642965204236,0,0.0196671709531014,0.00453857791225416,0.00907715582450832,0.00302571860816944,0.00151285930408472,0.0257186081694402,0.0242057488653555,0.0075642965204236,0,0,0.00907715582450832,0.00605143721633888,0.00907715582450832,0.00302571860816944,0,0.00151285930408472,0.0075642965204236,0.0075642965204236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00151285930408472,0,0,0,0,6,2,1,0,12,2,2,0,0,3,5,0.00907715582450832,0.00302571860816944,0.00151285930408472,0,0.0181543116490166,0.00302571860816944,0.00302571860816944,0,0,0.00453857791225416,0.0075642965204236,661,532,666,12.0807189458176,0.00302571860816944,0,661,1
"2016-09-01","Georgia",2,0,22,5,5,0,0,20,13,2,0,0,3,0,5,4,0,3,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0026246719160105,0,0.0288713910761155,0.00656167979002625,0.00656167979002625,0,0,0.026246719160105,0.0170603674540682,0.0026246719160105,0,0,0.00393700787401575,0,0.00656167979002625,0.005249343832021,0,0.00393700787401575,0,0.0118110236220472,0,0,0,0,0,0.0026246719160105,0,0,0,0,0,0,0,0,0.00131233595800525,0,0,0,0,14,4,0,1,14,3,1,1,0,3,10,0.0183727034120735,0.005249343832021,0,0.00131233595800525,0.0183727034120735,0.00393700787401575,0.00131233595800525,0.00131233595800525,0,0.00393700787401575,0.0131233595800525,762,616,764,11.4211224981544,0.00918635170603675,0.00131233595800525,762,1
"2016-10-01","Georgia",6,1,133,18,8,1,0,25,8,3,2,4,3,0,7,2,1,0,2,18,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.00594059405940594,0.00099009900990099,0.131683168316832,0.0178217821782178,0.00792079207920792,0.00099009900990099,0,0.0247524752475248,0.00792079207920792,0.00297029702970297,0.00198019801980198,0.00396039603960396,0.00297029702970297,0,0.00693069306930693,0.00198019801980198,0.00099009900990099,0,0.00198019801980198,0.0178217821782178,0,0,0,0,0,0.00099009900990099,0,0,0,0,0,0,0,0.00099009900990099,0,0,0,0.00099009900990099,0,7,2,4,0,5,1,1,0,1,3,18,0.00693069306930693,0.00198019801980198,0.00396039603960396,0,0.00495049504950495,0.00099009900990099,0.00099009900990099,0,0.00099009900990099,0.00297029702970297,0.0178217821782178,1010,718,1014,12.2674064618777,0.00198019801980198,0.00099009900990099,1010,1
