"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","azatutyun.am","X168.am","golosarmenii.am"
"2012-11-01","Armenia",3,2,70,0,29,0,0,30,39,16,0,8,18,15,5,3,0,6,13,12,3,0,4,0,0,1,6,0,0,0,3,1,2,0,13,3,1,0,1,1,2,0,0.0004787743376955,0.000319182891797,0.011171401212895,0,0.0046281519310565,0,0,0.004787743376955,0.00622406639004149,0.002553463134376,0,0.001276731567188,0.002872646026173,0.0023938716884775,0.000797957229492499,0.0004787743376955,0,0.000957548675390999,0.0020746887966805,0.001915097350782,0.0004787743376955,0,0.000638365783593999,0,0,0.0001595914458985,0.000957548675390999,0,0,0,0.0004787743376955,0.0001595914458985,0.000319182891797,0,0.0020746887966805,0.0004787743376955,0.0001595914458985,0,0.0001595914458985,0.0001595914458985,0.000319182891797,0,15,25,1,0,49,18,3,0,12,17,33,0.0023938716884775,0.0039897861474625,0.0001595914458985,0,0.00781998084902649,0.002872646026173,0.0004787743376955,0,0.001915097350782,0.0027130545802745,0.0052665177146505,6266,5831,6225,10.1952290378605,0.00766038940312799,0.001915097350782,6266,1,1,1
"2012-12-01","Armenia",4,0,101,10,20,0,0,28,38,16,1,1,18,10,10,4,3,8,9,12,1,1,0,2,0,2,4,4,1,1,8,0,1,0,15,7,1,1,0,2,4,3,0.000608457560085184,0,0.0153635533921509,0.00152114390021296,0.00304228780042592,0,0,0.00425920292059629,0.00578034682080925,0.00243383024034074,0.000152114390021296,0.000152114390021296,0.00273805902038333,0.00152114390021296,0.00152114390021296,0.000608457560085184,0.000456343170063888,0.00121691512017037,0.00136902951019166,0.00182537268025555,0.000152114390021296,0.000152114390021296,0,0.000304228780042592,0,0.000304228780042592,0.000608457560085184,0.000608457560085184,0.000152114390021296,0.000152114390021296,0.00121691512017037,0,0.000152114390021296,0,0.00228171585031944,0.00106480073014907,0.000152114390021296,0.000152114390021296,0,0.000304228780042592,0.000608457560085184,0.000456343170063888,14,15,5,0,40,14,3,0,6,18,26,0.00212960146029814,0.00228171585031944,0.00076057195010648,0,0.00608457560085184,0.00212960146029814,0.000456343170063888,0,0.000912686340127776,0.00273805902038333,0.0039549741405537,6574,6148,6516,10.4912347580074,0.00882263462123517,0.00228171585031944,6574,1,1,1
"2013-01-01","Armenia",8,0,108,8,17,0,0,39,31,8,0,8,21,9,10,7,1,3,14,13,0,0,1,1,2,1,5,4,1,2,2,0,1,0,8,6,2,0,1,2,4,1,0.00123133754040326,0,0.0166230567954441,0.00123133754040326,0.00261659227335693,0,0,0.00600277050946591,0.00477143296906264,0.00123133754040326,0,0.00123133754040326,0.00323226104355857,0.00138525473295367,0.00153917192550408,0.00107742034785286,0.000153917192550408,0.000461751577651224,0.00215484069570571,0.0020009235031553,0,0,0.000153917192550408,0.000153917192550408,0.000307834385100816,0.000153917192550408,0.000769585962752039,0.000615668770201632,0.000153917192550408,0.000307834385100816,0.000307834385100816,0,0.000153917192550408,0,0.00123133754040326,0.000923503155302447,0.000307834385100816,0,0.000153917192550408,0.000307834385100816,0.000615668770201632,0.000153917192550408,18,19,7,0,52,13,3,1,9,27,29,0.00277050946590734,0.00292442665845775,0.00107742034785286,0,0.00800369401262121,0.0020009235031553,0.000461751577651224,0.000153917192550408,0.00138525473295367,0.00415576419886101,0.00446359858396183,6497,6028,6453,10.1384808159656,0.00800369401262121,0.0020009235031553,6497,1,1,1
"2013-02-01","Armenia",12,1,254,33,19,4,0,29,31,6,1,13,17,15,17,6,1,2,21,23,1,1,0,0,1,5,6,3,1,1,2,0,3,2,15,5,0,0,3,1,2,0,0.00151114469210427,0.000125928724342022,0.0319858959828737,0.00415564790328674,0.00239264576249843,0.00050371489736809,0,0.00365193300591865,0.00390379045460269,0.000755572346052134,0.000125928724342022,0.00163707341644629,0.00214078831381438,0.00188893086513034,0.00214078831381438,0.000755572346052134,0.000125928724342022,0.000251857448684045,0.00264450321118247,0.00289636065986652,0.000125928724342022,0.000125928724342022,0,0,0.000125928724342022,0.000629643621710112,0.000755572346052134,0.000377786173026067,0.000125928724342022,0.000125928724342022,0.000251857448684045,0,0.000377786173026067,0.000251857448684045,0.00188893086513034,0.000629643621710112,0,0,0.000377786173026067,0.000125928724342022,0.000251857448684045,0,40,19,8,0,40,11,2,3,7,18,50,0.0050371489736809,0.00239264576249843,0.00100742979473618,0,0.0050371489736809,0.00138521596776225,0.000251857448684045,0.000377786173026067,0.000881501070394157,0.0022667170381564,0.00629643621710112,7941,7246,7889,10.350068152408,0.00566679259539101,0.00289636065986652,7941,1,1,1
"2013-03-01","Armenia",8,2,82,8,39,1,0,42,39,12,0,4,8,9,19,2,0,5,14,14,2,0,1,0,2,3,6,3,1,1,3,0,1,3,6,9,2,0,4,0,4,0,0.00110451470385199,0.000276128675962999,0.0113212757144829,0.00110451470385199,0.00538450918127848,0.000138064337981499,0,0.00579870219522297,0.00538450918127848,0.00165677205577799,0,0.000552257351925997,0.00110451470385199,0.00124257904183349,0.00262322242164849,0.000276128675962999,0,0.000690321689907497,0.00193290073174099,0.00193290073174099,0.000276128675962999,0,0.000138064337981499,0,0.000276128675962999,0.000414193013944498,0.000828386027888996,0.000414193013944498,0.000138064337981499,0.000138064337981499,0.000414193013944498,0,0.000138064337981499,0.000414193013944498,0.000828386027888996,0.00124257904183349,0.000276128675962999,0,0.000552257351925997,0,0.000552257351925997,0,16,26,7,0,57,10,1,0,7,17,41,0.00220902940770399,0.00358967278751898,0.000966450365870496,0,0.00786966726494547,0.00138064337981499,0.000138064337981499,0,0.000966450365870496,0.00234709374568549,0.00566063785724147,7243,6757,7192,9.97885724618773,0.00745547425100097,0.00207096506972249,7243,1,1,1
"2013-04-01","Armenia",7,4,74,7,24,3,0,26,37,7,0,10,11,15,12,12,2,5,14,28,1,0,4,1,1,0,7,6,3,0,5,0,2,1,8,4,3,1,4,0,1,0,0.00100459242250287,0.000574052812858783,0.0106199770378875,0.00100459242250287,0.0034443168771527,0.000430539609644087,0,0.00373134328358209,0.00530998851894374,0.00100459242250287,0,0.00143513203214696,0.00157864523536165,0.00215269804822044,0.00172215843857635,0.00172215843857635,0.000287026406429392,0.000717566016073479,0.00200918484500574,0.00401836969001148,0.000143513203214696,0,0.000574052812858783,0.000143513203214696,0.000143513203214696,0,0.00100459242250287,0.000861079219288174,0.000430539609644087,0,0.000717566016073479,0,0.000287026406429392,0.000143513203214696,0.00114810562571757,0.000574052812858783,0.000430539609644087,0.000143513203214696,0.000574052812858783,0,0.000143513203214696,0,30,17,7,0,64,17,1,4,9,28,39,0.00430539609644087,0.00243972445464983,0.00100459242250287,0,0.00918484500574053,0.00243972445464983,0.000143513203214696,0.000574052812858783,0.00129161882893226,0.00401836969001148,0.00559701492537313,6968,6461,6916,11.0378886972187,0.0110505166475316,0.00129161882893226,6968,1,1,1
"2013-05-01","Armenia",5,5,133,10,23,1,0,38,43,8,0,5,18,8,11,9,0,14,18,16,0,2,3,0,1,0,6,4,1,0,7,0,1,0,12,4,3,0,0,0,3,0,0.000743162901307967,0.000743162901307967,0.0197681331747919,0.00148632580261593,0.00341854934601665,0.000148632580261593,0,0.00564803804994055,0.00639120095124851,0.00118906064209275,0,0.000743162901307967,0.00267538644470868,0.00118906064209275,0.00163495838287753,0.00133769322235434,0,0.00208085612366231,0.00267538644470868,0.00237812128418549,0,0.000297265160523187,0.00044589774078478,0,0.000148632580261593,0,0.00089179548156956,0.000594530321046373,0.000148632580261593,0,0.00104042806183115,0,0.000148632580261593,0,0.00178359096313912,0.000594530321046373,0.00044589774078478,0,0,0,0.00044589774078478,0,24,18,12,0,62,24,4,1,17,29,59,0.00356718192627824,0.00267538644470868,0.00178359096313912,0,0.00921521997621879,0.00356718192627824,0.000594530321046373,0.000148632580261593,0.00252675386444709,0.00431034482758621,0.00876932223543401,6728,6132,6681,11.1168149591945,0.00802615933412604,0.00208085612366231,6728,1,1,1
"2013-06-01","Armenia",12,4,29,0,18,1,0,37,35,4,1,10,28,9,10,5,1,6,6,20,11,0,0,0,0,2,14,1,0,3,4,0,1,1,13,6,2,2,3,2,2,1,0.00204290091930541,0.000680966973101805,0.00493701055498808,0,0.00306435137895812,0.000170241743275451,0,0.00629894450119169,0.00595846101464079,0.000680966973101805,0.000170241743275451,0.00170241743275451,0.00476676881171263,0.00153217568947906,0.00170241743275451,0.000851208716377256,0.000170241743275451,0.00102145045965271,0.00102145045965271,0.00340483486550902,0.00187265917602996,0,0,0,0,0.000340483486550902,0.00238338440585632,0.000170241743275451,0,0.000510725229826353,0.000680966973101805,0,0.000170241743275451,0.000170241743275451,0.00221314266258086,0.00102145045965271,0.000340483486550902,0.000340483486550902,0.000510725229826353,0.000340483486550902,0.000340483486550902,0.000170241743275451,20,24,12,0,64,19,4,3,3,23,46,0.00340483486550902,0.00408580183861083,0.00204290091930541,0,0.0108954715696289,0.00323459312223357,0.000680966973101805,0.000510725229826353,0.000510725229826353,0.00391556009533538,0.00783112019067075,5874,5439,5806,11.2507798132795,0.0131086142322097,0.00170241743275451,5874,1,1,1
"2013-07-01","Armenia",15,2,53,2,16,1,0,50,40,9,2,7,22,56,19,3,3,4,14,15,4,3,4,0,3,3,17,1,2,0,4,2,2,3,8,9,3,0,1,4,4,4,0.00231410058623882,0.000308546744831842,0.00817648873804381,0.000308546744831842,0.00246837395865474,0.000154273372415921,0,0.00771366862079605,0.00617093489663684,0.00138846035174329,0.000308546744831842,0.00107991360691145,0.00339401419315026,0.00863930885529158,0.0029311940759025,0.000462820117247763,0.000462820117247763,0.000617093489663684,0.00215982721382289,0.00231410058623882,0.000617093489663684,0.000462820117247763,0.000617093489663684,0,0.000462820117247763,0.000462820117247763,0.00262264733107066,0.000154273372415921,0.000308546744831842,0,0.000617093489663684,0.000308546744831842,0.000308546744831842,0.000462820117247763,0.00123418697932737,0.00138846035174329,0.000462820117247763,0,0.000154273372415921,0.000617093489663684,0.000617093489663684,0.000617093489663684,20,23,11,0,67,18,3,2,6,23,52,0.00308546744831842,0.00354828756556618,0.00169700709657513,0,0.0103363159518667,0.00277692070348658,0.000462820117247763,0.000308546744831842,0.000925640234495526,0.00354828756556618,0.00802221536562789,6482,5937,6401,11.1741785377832,0.0145016970070966,0.00246837395865474,6482,1,1,1
"2013-08-01","Armenia",13,4,39,2,27,3,0,32,47,10,2,17,3,94,15,1,0,9,19,54,8,1,1,0,0,3,8,4,0,1,7,2,3,2,10,11,2,1,4,1,3,3,0.00204595530374567,0.000629524708844822,0.00613786591123702,0.000314762354422411,0.00424929178470255,0.000472143531633617,0,0.00503619767075858,0.00739691532892666,0.00157381177211206,0.000314762354422411,0.00267548001259049,0.000472143531633617,0.0147938306578533,0.00236071765816808,0.000157381177211206,0,0.00141643059490085,0.00299024236701291,0.0084985835694051,0.00125904941768964,0.000157381177211206,0.000157381177211206,0,0,0.000472143531633617,0.00125904941768964,0.000629524708844822,0,0.000157381177211206,0.00110166824047844,0.000314762354422411,0.000472143531633617,0.000314762354422411,0.00157381177211206,0.00173119294932326,0.000314762354422411,0.000157381177211206,0.000629524708844822,0.000157381177211206,0.000472143531633617,0.000472143531633617,23,27,8,0,65,18,0,5,9,30,56,0.00361976707585773,0.00424929178470255,0.00125904941768964,0,0.0102297765187284,0.0028328611898017,0,0.000786905886056028,0.00141643059490085,0.00472143531633617,0.00881334592382751,6354,5727,6279,11.8008027435386,0.0108593012275732,0.00330500472143532,6354,1,1,1
"2013-09-01","Armenia",16,3,43,5,31,1,0,29,41,6,1,6,14,35,7,5,0,6,22,26,1,1,1,1,1,3,17,4,1,1,9,1,4,1,8,9,1,1,3,5,5,0,0.00245549416820135,0.000460405156537753,0.00659914057704113,0.000767341927562922,0.00475751995089012,0.000153468385512584,0,0.00445058317986495,0.00629220380601596,0.000920810313075506,0.000153468385512584,0.000920810313075506,0.00214855739717618,0.00537139349294045,0.00107427869858809,0.000767341927562922,0,0.000920810313075506,0.00337630448127686,0.00399017802332719,0.000153468385512584,0.000153468385512584,0.000153468385512584,0.000153468385512584,0.000153468385512584,0.000460405156537753,0.00260896255371393,0.000613873542050338,0.000153468385512584,0.000153468385512584,0.00138121546961326,0.000153468385512584,0.000613873542050338,0.000153468385512584,0.00122774708410068,0.00138121546961326,0.000153468385512584,0.000153468385512584,0.000460405156537753,0.000767341927562922,0.000767341927562922,0,32,39,6,0,54,13,1,0,15,20,54,0.0049109883364027,0.00598526703499079,0.000920810313075506,0,0.00828729281767956,0.0019950890116636,0.000153468385512584,0,0.00230202578268877,0.00306936771025169,0.00828729281767956,6516,5994,6438,10.7177142413115,0.0145794966236955,0.0019950890116636,6516,1,1,1
"2013-10-01","Armenia",6,1,59,6,16,2,0,33,41,16,1,7,13,18,8,8,1,3,8,31,2,1,3,2,2,3,11,4,4,0,5,1,6,2,18,6,5,0,2,0,6,1,0.000881834215167548,0.000146972369194591,0.00867136978248089,0.000881834215167548,0.00235155790711346,0.000293944738389183,0,0.00485008818342152,0.00602586713697825,0.00235155790711346,0.000146972369194591,0.00102880658436214,0.00191064079952969,0.00264550264550265,0.00117577895355673,0.00117577895355673,0.000146972369194591,0.000440917107583774,0.00117577895355673,0.00455614344503233,0.000293944738389183,0.000146972369194591,0.000440917107583774,0.000293944738389183,0.000293944738389183,0.000440917107583774,0.00161669606114051,0.000587889476778366,0.000587889476778366,0,0.000734861845972957,0.000146972369194591,0.000881834215167548,0.000293944738389183,0.00264550264550265,0.000881834215167548,0.000734861845972957,0,0.000293944738389183,0,0.000881834215167548,0.000146972369194591,25,26,13,0,75,19,1,1,11,15,55,0.00367430922986479,0.00382128159905938,0.00191064079952969,0,0.0110229276895944,0.00279247501469724,0.000146972369194591,0.000146972369194591,0.00161669606114051,0.00220458553791887,0.00808348030570253,6804,6299,6720,10.3084252732475,0.0138154027042916,0.00279247501469724,6804,1,1,1
"2013-11-01","Armenia",11,2,51,1,25,1,0,38,28,9,2,9,14,16,14,4,1,3,11,18,1,1,2,0,2,3,7,7,2,1,6,1,1,1,14,16,11,0,4,1,3,1,0.00183028286189684,0.000332778702163062,0.00848585690515807,0.000166389351081531,0.00415973377703827,0.000166389351081531,0,0.00632279534109817,0.00465890183028286,0.00149750415973378,0.000332778702163062,0.00149750415973378,0.00232945091514143,0.00266222961730449,0.00232945091514143,0.000665557404326123,0.000166389351081531,0.000499168053244592,0.00183028286189684,0.00299500831946755,0.000166389351081531,0.000166389351081531,0.000332778702163062,0,0.000332778702163062,0.000499168053244592,0.00116472545757072,0.00116472545757072,0.000332778702163062,0.000166389351081531,0.000998336106489185,0.000166389351081531,0.000166389351081531,0.000166389351081531,0.00232945091514143,0.00266222961730449,0.00183028286189684,0,0.000665557404326123,0.000166389351081531,0.000499168053244592,0.000166389351081531,33,12,8,0,53,21,4,1,13,17,72,0.00549084858569052,0.00199667221297837,0.00133111480865225,0,0.00881863560732113,0.00349417637271215,0.000665557404326123,0.000166389351081531,0.0021630615640599,0.00282861896838602,0.0119800332778702,6010,5526,5925,10.6388967737249,0.0178036605657238,0.00166389351081531,6010,1,1,1
"2013-12-01","Armenia",13,7,38,0,30,0,0,44,47,12,3,11,22,28,18,5,0,2,9,20,0,0,2,0,0,0,23,5,3,1,13,3,3,0,18,11,3,0,3,1,3,0,0.00216126350789692,0.00116375727348296,0.00631753948462178,0,0.00498753117206983,0,0,0.00731504571903574,0.00781379883624273,0.00199501246882793,0.000498753117206983,0.00182876142975894,0.00365752285951787,0.00465502909393184,0.0029925187032419,0.000831255195344971,0,0.000332502078137988,0.00149625935162095,0.00332502078137988,0,0,0.000332502078137988,0,0,0,0.00382377389858687,0.000831255195344971,0.000498753117206983,0.000166251039068994,0.00216126350789692,0.000498753117206983,0.000498753117206983,0,0.0029925187032419,0.00182876142975894,0.000498753117206983,0,0.000498753117206983,0.000166251039068994,0.000498753117206983,0,19,20,8,0,55,20,0,5,17,19,56,0.00315876974231089,0.00332502078137988,0.00133000831255195,0,0.00914380714879468,0.00332502078137988,0,0.000831255195344971,0.0028262676641729,0.00315876974231089,0.00931005818786367,6015,5505,5923,11.2790070402979,0.0172901080631754,0.00266001662510391,6015,1,1,1
"2014-01-01","Armenia",3,2,31,1,10,1,0,46,29,10,1,6,11,10,11,6,1,3,16,22,6,0,3,1,1,2,8,2,2,0,3,1,4,0,12,4,2,1,2,0,2,4,0.000523743016759777,0.000349162011173184,0.00541201117318436,0.000174581005586592,0.00174581005586592,0.000174581005586592,0,0.00803072625698324,0.00506284916201117,0.00174581005586592,0.000174581005586592,0.00104748603351955,0.00192039106145251,0.00174581005586592,0.00192039106145251,0.00104748603351955,0.000174581005586592,0.000523743016759777,0.00279329608938547,0.00384078212290503,0.00104748603351955,0,0.000523743016759777,0.000174581005586592,0.000174581005586592,0.000349162011173184,0.00139664804469274,0.000349162011173184,0.000349162011173184,0,0.000523743016759777,0.000174581005586592,0.000698324022346369,0,0.00209497206703911,0.000698324022346369,0.000349162011173184,0.000174581005586592,0.000349162011173184,0,0.000349162011173184,0.000698324022346369,34,16,3,0,46,25,4,3,4,23,52,0.00593575418994413,0.00279329608938547,0.000523743016759777,0,0.00803072625698324,0.0043645251396648,0.000698324022346369,0.000523743016759777,0.000698324022346369,0.00401536312849162,0.00907821229050279,5728,5307,5668,10.4298163169116,0.012395251396648,0.00209497206703911,5728,1,1,1
"2014-02-01","Armenia",7,2,29,3,24,0,0,40,39,13,0,10,6,25,17,3,1,2,11,18,1,0,1,3,1,3,7,10,0,1,7,1,1,0,6,2,3,0,4,1,8,1,0.00133257186369693,0.000380734818199124,0.0055206548638873,0.000571102227298686,0.00456881781838949,0,0,0.00761469636398249,0.00742432895488292,0.00247477631829431,0,0.00190367409099562,0.00114220445459737,0.00475918522748905,0.00323624595469256,0.000571102227298686,0.000190367409099562,0.000380734818199124,0.00209404150009518,0.00342661336379212,0.000190367409099562,0,0.000190367409099562,0.000571102227298686,0.000190367409099562,0.000571102227298686,0.00133257186369693,0.00190367409099562,0,0.000190367409099562,0.00133257186369693,0.000190367409099562,0.000190367409099562,0,0.00114220445459737,0.000380734818199124,0.000571102227298686,0,0.000761469636398249,0.000190367409099562,0.0015229392727965,0.000190367409099562,20,29,10,0,60,25,6,1,6,18,34,0.00380734818199124,0.0055206548638873,0.00190367409099562,0,0.0114220445459737,0.00475918522748905,0.00114220445459737,0.000190367409099562,0.00114220445459737,0.00342661336379212,0.00647249190938511,5253,4803,5192,10.8843082703718,0.0116124119550733,0.00228440890919475,5253,1,1,1
"2014-03-01","Armenia",11,2,21,2,23,3,0,52,41,16,1,11,13,14,6,3,1,5,9,18,1,1,7,0,4,2,6,5,0,1,3,3,0,1,19,8,4,0,3,0,10,0,0.00187585266030014,0.00034106412005457,0.00358117326057299,0.00034106412005457,0.00392223738062756,0.000511596180081855,0,0.00886766712141883,0.00699181446111869,0.00272851296043656,0.000170532060027285,0.00187585266030014,0.00221691678035471,0.00238744884038199,0.00102319236016371,0.000511596180081855,0.000170532060027285,0.000852660300136426,0.00153478854024557,0.00306957708049113,0.000170532060027285,0.000170532060027285,0.001193724420191,0,0.000682128240109141,0.00034106412005457,0.00102319236016371,0.000852660300136426,0,0.000170532060027285,0.000511596180081855,0.000511596180081855,0,0.000170532060027285,0.00324010914051842,0.00136425648021828,0.000682128240109141,0,0.000511596180081855,0,0.00170532060027285,0,20,27,4,0,63,33,1,3,8,17,50,0.0034106412005457,0.0046043656207367,0.000682128240109141,0,0.010743519781719,0.00562755798090041,0.000170532060027285,0.000511596180081855,0.00136425648021828,0.00289904502046385,0.00852660300136426,5864,5393,5786,11.0831839674815,0.0155184174624829,0.00255798090040928,5864,1,1,1
"2014-04-01","Armenia",9,3,33,1,53,0,0,33,39,15,0,7,10,9,5,9,1,2,16,22,3,0,3,1,2,0,5,6,0,0,4,0,2,1,8,6,4,1,0,0,6,0,0.00133491545535449,0.000444971818451498,0.00489469000296648,0.000148323939483833,0.00786116879264313,0,0,0.00489469000296648,0.00578463363986948,0.00222485909225749,0,0.00103826757638683,0.00148323939483833,0.00133491545535449,0.000741619697419163,0.00133491545535449,0.000148323939483833,0.000296647878967665,0.00237318303174132,0.00326312666864432,0.000444971818451498,0,0.000444971818451498,0.000148323939483833,0.000296647878967665,0,0.000741619697419163,0.000889943636902996,0,0,0.000593295757935331,0,0.000296647878967665,0.000148323939483833,0.00118659151587066,0.000889943636902996,0.000593295757935331,0.000148323939483833,0,0,0.000889943636902996,0,13,24,5,0,36,35,1,2,15,17,40,0.00192821121328983,0.00355977454761198,0.000741619697419163,0,0.00533966182141798,0.00519133788193414,0.000148323939483833,0.000296647878967665,0.00222485909225749,0.00252150697122516,0.00593295757935331,6742,6294,6690,10.3540281717283,0.00978938000593296,0.00118659151587066,6742,1,1,1
"2014-05-01","Armenia",7,5,40,1,29,1,0,62,43,10,0,9,10,14,6,5,0,3,25,26,3,0,3,0,0,3,13,7,1,1,4,1,0,3,20,5,2,0,0,0,4,0,0.00107742034785286,0.000769585962752039,0.00615668770201631,0.000153917192550408,0.00446359858396183,0.000153917192550408,0,0.00954286593812529,0.00661843927966754,0.00153917192550408,0,0.00138525473295367,0.00153917192550408,0.00215484069570571,0.000923503155302447,0.000769585962752039,0,0.000461751577651224,0.0038479298137602,0.00400184700631061,0.000461751577651224,0,0.000461751577651224,0,0,0.000461751577651224,0.0020009235031553,0.00107742034785286,0.000153917192550408,0.000153917192550408,0.000615668770201632,0.000153917192550408,0,0.000461751577651224,0.00307834385100816,0.000769585962752039,0.000307834385100816,0,0,0,0.000615668770201632,0,24,39,12,0,59,24,7,0,11,16,44,0.00369401262120979,0.00600277050946591,0.00184700631060489,0,0.00908111436047407,0.00369401262120979,0.00107742034785286,0,0.00169308911805449,0.00246267508080653,0.00677235647221795,6497,5974,6427,10.5756595544771,0.0129290441742343,0.0020009235031553,6497,1,1,1
"2014-06-01","Armenia",5,3,52,4,23,0,0,62,39,15,0,7,18,22,5,10,0,3,17,37,4,0,4,1,2,4,16,3,0,1,9,1,3,0,16,14,2,0,2,0,5,0,0.000756658595641646,0.000453995157384988,0.00786924939467312,0.000605326876513317,0.00348062953995157,0,0,0.00938256658595642,0.00590193704600484,0.00226997578692494,0,0.00105932203389831,0.00272397094430993,0.00332929782082324,0.000756658595641646,0.00151331719128329,0,0.000453995157384988,0.0025726392251816,0.00559927360774818,0.000605326876513317,0,0.000605326876513317,0.000151331719128329,0.000302663438256659,0.000605326876513317,0.00242130750605327,0.000453995157384988,0,0.000151331719128329,0.00136198547215496,0.000151331719128329,0.000453995157384988,0,0.00242130750605327,0.00211864406779661,0.000302663438256659,0,0.000302663438256659,0,0.000756658595641646,0,33,31,12,0,62,39,3,3,9,18,51,0.00499394673123487,0.00469128329297821,0.00181598062953995,0,0.00938256658595642,0.00590193704600484,0.000453995157384988,0.000453995157384988,0.00136198547215496,0.00272397094430993,0.00771791767554479,6608,6045,6521,10.3610599383346,0.0125605326876513,0.00226997578692494,6608,1,1,1
"2014-07-01","Armenia",14,2,21,3,23,1,0,38,31,9,0,16,16,10,7,2,1,12,22,27,6,2,1,0,0,5,13,1,2,0,2,0,2,2,13,15,3,1,4,0,11,2,0.00230263157894737,0.000328947368421053,0.00345394736842105,0.000493421052631579,0.00378289473684211,0.000164473684210526,0,0.00625,0.00509868421052632,0.00148026315789474,0,0.00263157894736842,0.00263157894736842,0.00164473684210526,0.00115131578947368,0.000328947368421053,0.000164473684210526,0.00197368421052632,0.00361842105263158,0.00444078947368421,0.000986842105263158,0.000328947368421053,0.000164473684210526,0,0,0.000822368421052632,0.00213815789473684,0.000164473684210526,0.000328947368421053,0,0.000328947368421053,0,0.000328947368421053,0.000328947368421053,0.00213815789473684,0.00246710526315789,0.000493421052631579,0.000164473684210526,0.000657894736842105,0,0.00180921052631579,0.000328947368421053,36,26,19,0,83,29,2,1,7,29,44,0.00592105263157895,0.00427631578947368,0.003125,0,0.0136513157894737,0.00476973684210526,0.000328947368421053,0.000164473684210526,0.00115131578947368,0.00476973684210526,0.00723684210526316,6080,5567,5995,11.8295669145178,0.0149671052631579,0.00328947368421053,6080,1,1,1
"2014-08-01","Armenia",10,10,23,2,8,0,0,65,16,6,3,11,9,7,9,2,0,3,28,49,3,0,1,1,1,1,17,4,0,0,1,0,3,1,8,4,4,0,0,1,6,0,0.0018754688672168,0.0018754688672168,0.00431357839459865,0.000375093773443361,0.00150037509377344,0,0,0.0121905476369092,0.00300075018754689,0.00112528132033008,0.000562640660165041,0.00206301575393848,0.00168792198049512,0.00131282820705176,0.00168792198049512,0.000375093773443361,0,0.000562640660165041,0.00525131282820705,0.00918979744936234,0.000562640660165041,0,0.00018754688672168,0.00018754688672168,0.00018754688672168,0.00018754688672168,0.00318829707426857,0.000750187546886722,0,0,0.00018754688672168,0,0.000562640660165041,0.00018754688672168,0.00150037509377344,0.000750187546886722,0.000750187546886722,0,0,0.00018754688672168,0.00112528132033008,0,23,32,10,0,38,14,3,1,3,23,50,0.00431357839459865,0.00600150037509377,0.0018754688672168,0,0.00712678169542386,0.00262565641410353,0.000562640660165041,0.00018754688672168,0.000562640660165041,0.00431357839459865,0.00937734433608402,5332,4883,5276,11.7548439919737,0.0112528132033008,0.00318829707426857,5332,1,1,1
