"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","azatutyun.am","X168.am","golosarmenii.am"
"2014-09-01","Armenia",9,1,31,0,17,0,0,36,40,22,1,6,10,4,2,2,0,15,6,19,0,0,0,0,3,0,10,5,0,0,6,4,2,0,14,9,1,0,2,0,5,1,0.00155925155925156,0.000173250173250173,0.00537075537075537,0,0.00294525294525295,0,0,0.00623700623700624,0.00693000693000693,0.00381150381150381,0.000173250173250173,0.00103950103950104,0.00173250173250173,0.000693000693000693,0.000346500346500347,0.000346500346500347,0,0.0025987525987526,0.00103950103950104,0.00329175329175329,0,0,0,0,0.00051975051975052,0,0.00173250173250173,0.000866250866250866,0,0,0.00103950103950104,0.000693000693000693,0.000346500346500347,0,0.00242550242550243,0.00155925155925156,0.000173250173250173,0,0.000346500346500347,0,0.000866250866250866,0.000173250173250173,30,19,6,0,42,27,0,1,4,24,42,0.0051975051975052,0.00329175329175329,0.00103950103950104,0,0.00727650727650728,0.00467775467775468,0,0.000173250173250173,0.000693000693000693,0.00415800415800416,0.00727650727650728,5772,5365,5710,11.1254670109295,0.0124740124740125,0.00225225225225225,5772,1,1,1
"2014-10-01","Armenia",5,3,44,3,23,5,0,39,39,7,2,5,16,7,11,4,0,2,6,18,3,1,1,0,0,8,4,7,3,0,2,2,0,0,13,14,1,3,4,1,5,1,0.000779544745868413,0.000467726847521048,0.00685999376364203,0.000467726847521048,0.0035859058309947,0.000779544745868413,0,0.00608044901777362,0.00608044901777362,0.00109136264421578,0.000311817898347365,0.000779544745868413,0.00249454318677892,0.00109136264421578,0.00171499844091051,0.00062363579669473,0,0.000311817898347365,0.000935453695042095,0.00280636108512629,0.000467726847521048,0.000155908949173683,0.000155908949173683,0,0,0.00124727159338946,0.00062363579669473,0.00109136264421578,0.000467726847521048,0,0.000311817898347365,0.000311817898347365,0,0,0.00202681633925787,0.00218272528843156,0.000155908949173683,0.000467726847521048,0.00062363579669473,0.000155908949173683,0.000779544745868413,0.000155908949173683,33,31,12,0,70,30,4,2,19,44,40,0.00514499532273152,0.00483317742438416,0.00187090739008419,0,0.0109136264421578,0.00467726847521048,0.00062363579669473,0.000311817898347365,0.00296227003429997,0.00685999376364203,0.0062363579669473,6414,5905,6341,10.0876860727094,0.0121608980355472,0.00296227003429997,6414,1,1,1
"2014-11-01","Armenia",6,2,13,0,33,0,0,41,28,12,2,11,11,15,3,9,0,5,8,16,2,0,0,0,0,1,6,4,2,0,1,3,0,1,10,5,5,1,3,0,5,2,0.000997506234413965,0.000332502078137988,0.00216126350789692,0,0.00548628428927681,0,0,0.00681629260182876,0.00465502909393184,0.00199501246882793,0.000332502078137988,0.00182876142975894,0.00182876142975894,0.00249376558603491,0.000498753117206983,0.00149625935162095,0,0.000831255195344971,0.00133000831255195,0.00266001662510391,0.000332502078137988,0,0,0,0,0.000166251039068994,0.000997506234413965,0.000665004156275977,0.000332502078137988,0,0.000166251039068994,0.000498753117206983,0,0.000166251039068994,0.00166251039068994,0.000831255195344971,0.000831255195344971,0.000166251039068994,0.000498753117206983,0,0.000831255195344971,0.000332502078137988,18,29,7,0,53,15,4,0,9,15,39,0.0029925187032419,0.00482128013300083,0.00116375727348296,0,0.00881130507065669,0.00249376558603491,0.000665004156275977,0,0.00149625935162095,0.00249376558603491,0.00648379052369077,6015,5620,5964,10.319682450864,0.00980881130507066,0.00182876142975894,6015,1,1,1
"2014-12-01","Armenia",9,6,28,1,17,1,0,39,30,9,0,10,24,9,12,5,2,6,12,33,0,1,3,1,1,1,12,5,3,1,9,1,4,1,12,9,2,0,0,1,13,2,0.00151719487525287,0.00101146325016858,0.00472016183412003,0.00016857720836143,0.0028658125421443,0.00016857720836143,0,0.00657451112609575,0.00505731625084289,0.00151719487525287,0,0.0016857720836143,0.00404585300067431,0.00151719487525287,0.00202292650033715,0.000842886041807148,0.000337154416722859,0.00101146325016858,0.00202292650033715,0.00556304787592717,0,0.00016857720836143,0.000505731625084289,0.00016857720836143,0.00016857720836143,0.00016857720836143,0.00202292650033715,0.000842886041807148,0.000505731625084289,0.00016857720836143,0.00151719487525287,0.00016857720836143,0.000674308833445718,0.00016857720836143,0.00202292650033715,0.00151719487525287,0.000337154416722859,0,0,0.00016857720836143,0.00219150370869858,0.000337154416722859,31,16,8,0,50,15,3,1,9,23,50,0.00522589345920432,0.00269723533378287,0.00134861766689144,0,0.00842886041807148,0.00252865812542144,0.000505731625084289,0.00016857720836143,0.00151719487525287,0.00387727579231288,0.00842886041807148,5932,5486,5850,11.7440333308624,0.0153405259608901,0.00320296695886716,5932,1,1,1
"2015-01-01","Armenia",5,6,25,0,12,0,0,47,40,6,3,23,7,6,17,2,1,7,31,37,1,1,7,2,2,8,33,2,2,1,4,1,6,2,18,9,26,0,4,0,9,5,0.000919624793084422,0.00110354975170131,0.00459812396542211,0,0.00220709950340261,0,0,0.00864447305499356,0.00735699834467537,0.00110354975170131,0.000551774875850653,0.00423027404818834,0.00128747471031819,0.00110354975170131,0.00312672429648703,0.000367849917233769,0.000183924958616884,0.00128747471031819,0.00570167371712341,0.00680522346882472,0.000183924958616884,0.000183924958616884,0.00128747471031819,0.000367849917233769,0.000367849917233769,0.00147139966893507,0.00606952363435718,0.000367849917233769,0.000367849917233769,0.000183924958616884,0.000735699834467537,0.000183924958616884,0.00110354975170131,0.000367849917233769,0.00331064925510392,0.00165532462755196,0.00478204892403899,0,0.000735699834467537,0,0.00165532462755196,0.000919624793084422,26,16,5,0,53,16,3,0,8,42,52,0.00478204892403899,0.00294279933787015,0.000919624793084422,0,0.00974802280669487,0.00294279933787015,0.000551774875850653,0,0.00147139966893507,0.00772484826190914,0.00956409784807798,5437,4948,5294,12.6009887899836,0.0275887437925326,0.00202317454478573,5437,1,1,1
"2015-02-01","Armenia",7,1,27,1,16,5,0,39,44,9,2,12,20,16,6,5,0,7,12,24,1,0,1,0,0,7,15,1,0,1,9,1,2,0,11,9,4,0,0,0,7,2,0.00113158745554478,0.000161655350792111,0.004364694471387,0.000161655350792111,0.00258648561267378,0.000808276753960556,0,0.00630455868089234,0.00711283543485289,0.001454898157129,0.000323310701584222,0.00193986420950533,0.00323310701584222,0.00258648561267378,0.000969932104752667,0.000808276753960556,0,0.00113158745554478,0.00193986420950533,0.00387972841901067,0.000161655350792111,0,0.000161655350792111,0,0,0.00113158745554478,0.00242483026188167,0.000161655350792111,0,0.000161655350792111,0.001454898157129,0.000161655350792111,0.000323310701584222,0,0.00177820885871322,0.001454898157129,0.000646621403168445,0,0,0,0.00113158745554478,0.000323310701584222,34,35,6,0,69,21,3,1,8,25,40,0.00549628192693178,0.00565793727772389,0.000969932104752667,0,0.0111542192046557,0.00339476236663434,0.000484966052376334,0.000161655350792111,0.00129324280633689,0.00404138376980278,0.00646621403168445,6186,5703,6115,10.9120060264452,0.0142256708697058,0.00161655350792111,6186,1,1,1
"2015-03-01","Armenia",5,1,33,2,32,3,0,34,32,15,3,13,15,1,12,9,1,3,24,20,3,0,5,0,1,2,14,5,1,1,3,6,3,2,10,13,3,2,2,0,3,1,0.000746380056724884,0.000149276011344977,0.00492610837438424,0.000298552022689954,0.00477683236303926,0.000447828034034931,0,0.00507538438572921,0.00477683236303926,0.00223914017017465,0.000447828034034931,0.0019405881474847,0.00223914017017465,0.000149276011344977,0.00179131213613972,0.00134348410210479,0.000149276011344977,0.000447828034034931,0.00358262427227944,0.00298552022689954,0.000447828034034931,0,0.000746380056724884,0,0.000149276011344977,0.000298552022689954,0.00208986415882968,0.000746380056724884,0.000149276011344977,0.000149276011344977,0.000447828034034931,0.000895656068069861,0.000447828034034931,0.000298552022689954,0.00149276011344977,0.0019405881474847,0.000447828034034931,0.000298552022689954,0.000298552022689954,0,0.000447828034034931,0.000149276011344977,27,29,10,0,59,16,5,1,8,38,61,0.00403045230631438,0.00432900432900433,0.00149276011344977,0,0.00880728466935364,0.00238841618151963,0.000746380056724884,0.000149276011344977,0.00119420809075981,0.00567248843110912,0.00910583669204359,6699,6198,6619,10.7148063433846,0.012688460964323,0.00238841618151963,6699,1,1,1
"2015-04-01","Armenia",24,4,29,4,38,0,0,43,48,9,0,13,18,11,17,1,1,7,15,23,3,0,1,0,3,3,7,8,0,1,2,1,2,2,16,7,3,0,6,0,7,5,0.0036046860919195,0.000600781015319916,0.00435566236106939,0.000600781015319916,0.0057074196455392,0,0,0.0064583959146891,0.00720937218383899,0.00135175728446981,0,0.00195253829978973,0.00270351456893962,0.00165214779212977,0.00255331931510964,0.000150195253829979,0.000150195253829979,0.00105136677680985,0.00225292880744968,0.00345449083808952,0.000450585761489937,0,0.000150195253829979,0,0.000450585761489937,0.000450585761489937,0.00105136677680985,0.00120156203063983,0,0.000150195253829979,0.000300390507659958,0.000150195253829979,0.000300390507659958,0.000300390507659958,0.00240312406127966,0.00105136677680985,0.000450585761489937,0,0.000901171522979874,0,0.00105136677680985,0.000750976269149895,39,23,11,0,62,15,5,0,17,36,44,0.00585761489936918,0.00345449083808952,0.00165214779212977,0,0.0093121057374587,0.00225292880744968,0.000750976269149895,0,0.00255331931510964,0.00540702913787924,0.00660859116851908,6658,6117,6581,11.6411806129533,0.0130669870832082,0.00210273355361971,6658,1,1,1
"2015-05-01","Armenia",9,4,71,3,33,3,0,51,53,20,1,13,17,9,12,3,0,4,12,16,2,1,2,3,2,1,6,6,1,0,4,4,1,0,18,4,5,0,2,1,2,1,0.00142472692733893,0.00063321196770619,0.0112395124267849,0.000474908975779642,0.00522399873357607,0.000474908975779642,0,0.00807345258825392,0.00839005857210701,0.00316605983853095,0.000158302991926547,0.00205793889504512,0.00269115086275131,0.00142472692733893,0.00189963590311857,0.000474908975779642,0,0.00063321196770619,0.00189963590311857,0.00253284787082476,0.000316605983853095,0.000158302991926547,0.000316605983853095,0.000474908975779642,0.000316605983853095,0.000158302991926547,0.000949817951559284,0.000949817951559284,0.000158302991926547,0,0.00063321196770619,0.00063321196770619,0.000158302991926547,0,0.00284945385467785,0.00063321196770619,0.000791514959632737,0,0.000316605983853095,0.000158302991926547,0.000316605983853095,0.000158302991926547,31,30,15,0,48,27,7,0,9,23,44,0.00490739274972297,0.00474908975779642,0.00237454487889821,0,0.00759854361247428,0.00427418078201678,0.00110812094348583,0,0.00142472692733893,0.00364096881431059,0.00696533164476809,6317,5763,6251,11.0898474786562,0.0106063004590787,0.00253284787082476,6317,1,1,1
"2015-06-01","Armenia",13,2,58,3,36,3,1,59,53,17,1,29,23,47,85,11,2,6,21,36,3,1,0,0,1,4,13,0,4,4,7,0,6,2,10,7,8,2,3,2,5,2,0.00176942969919695,0.000272219953722608,0.00789437865795563,0.000408329930583912,0.00489995916700694,0.000408329930583912,0.000136109976861304,0.00803048863481693,0.00721382877364911,0.00231386960664217,0.000136109976861304,0.00394718932897781,0.00313052946780999,0.00639716891248128,0.0115693480332108,0.00149720974547434,0.000272219953722608,0.000816659861167824,0.00285830951408738,0.00489995916700694,0.000408329930583912,0.000136109976861304,0,0,0.000136109976861304,0.000544439907445216,0.00176942969919695,0,0.000544439907445216,0.000544439907445216,0.000952769838029128,0,0.000816659861167824,0.000272219953722608,0.00136109976861304,0.000952769838029128,0.00108887981489043,0.000272219953722608,0.000408329930583912,0.000272219953722608,0.00068054988430652,0.000272219953722608,46,36,14,0,69,21,4,8,16,23,58,0.00626105893561998,0.00489995916700694,0.00190553967605826,0,0.00939158840342997,0.00285830951408738,0.000544439907445216,0.00108887981489043,0.00217775962978086,0.00313052946780999,0.00789437865795563,7347,6566,7263,13.361341067362,0.0149720974547434,0.00176942969919695,7347,1,1,1
"2015-07-01","Armenia",13,11,29,1,28,0,0,47,41,25,0,14,20,31,36,10,5,10,15,35,7,2,1,2,0,3,12,3,4,1,2,4,2,0,12,7,8,0,1,0,6,2,0.00195694716242661,0.00165587836820714,0.00436549751618245,0.00015053439710974,0.00421496311907271,0,0,0.00707511666415776,0.00617191028149932,0.00376335992774349,0,0.00210748155953635,0.00301068794219479,0.00466656631040193,0.00541923829595062,0.0015053439710974,0.000752671985548698,0.0015053439710974,0.00225801595664609,0.00526870389884088,0.00105374077976818,0.000301068794219479,0.00015053439710974,0.000301068794219479,0,0.000451603191329219,0.00180641276531687,0.000451603191329219,0.000602137588438958,0.00015053439710974,0.000301068794219479,0.000602137588438958,0.000301068794219479,0,0.00180641276531687,0.00105374077976818,0.00120427517687792,0,0.00015053439710974,0,0.000903206382658437,0.000301068794219479,37,18,14,0,67,28,5,4,6,21,55,0.00556977269306036,0.00270961914797531,0.00210748155953635,0,0.0100858046063526,0.00421496311907271,0.000752671985548698,0.000602137588438958,0.000903206382658437,0.00316122233930453,0.00827939184103568,6643,6039,6564,13.7076203313561,0.0162577148878519,0.00240855035375583,6643,1,1,1
"2015-08-01","Armenia",4,2,27,2,24,2,0,52,41,19,1,3,11,9,5,12,0,4,22,28,0,1,1,0,0,1,9,3,1,2,6,1,3,0,12,3,3,0,1,2,1,3,0.000689417442261289,0.000344708721130645,0.0046535677352637,0.000344708721130645,0.00413650465356774,0.000344708721130645,0,0.00896242674939676,0.00706652878317821,0.00327473285074112,0.000172354360565322,0.000517063081695967,0.00189589796621855,0.0015511892450879,0.000861771802826612,0.00206825232678387,0,0.000689417442261289,0.00379179593243709,0.00482592209582902,0,0.000172354360565322,0.000172354360565322,0,0,0.000172354360565322,0.0015511892450879,0.000517063081695967,0.000172354360565322,0.000344708721130645,0.00103412616339193,0.000172354360565322,0.000517063081695967,0,0.00206825232678387,0.000517063081695967,0.000517063081695967,0,0.000172354360565322,0.000344708721130645,0.000172354360565322,0.000517063081695967,30,34,6,0,65,17,4,0,12,43,63,0.00517063081695967,0.00586004825922096,0.00103412616339193,0,0.0112030334367459,0.00293002412961048,0.000689417442261289,0,0.00206825232678387,0.00741123750430886,0.0108583247156153,5802,5269,5749,10.6210080489922,0.00827300930713547,0.00361944157187177,5802,1,1,1
"2015-09-01","Armenia",15,4,43,2,42,1,0,57,35,24,1,9,23,14,14,1,2,5,28,45,3,0,1,1,3,2,8,8,0,0,11,2,3,0,17,4,3,0,3,0,6,0,0.00224349386778343,0.000598265031408914,0.00643134908764583,0.000299132515704457,0.0062817828297936,0.000149566257852229,0,0.00852527669757703,0.005234819024828,0.00358959018845348,0.000149566257852229,0.00134609632067006,0.00344002393060126,0.0020939276099312,0.0020939276099312,0.000149566257852229,0.000299132515704457,0.000747831289261143,0.0041878552198624,0.00673048160335028,0.000448698773556686,0,0.000149566257852229,0.000149566257852229,0.000448698773556686,0.000299132515704457,0.00119653006281783,0.00119653006281783,0,0,0.00164522883637451,0.000299132515704457,0.000448698773556686,0,0.00254262638348789,0.000598265031408914,0.000448698773556686,0,0.000448698773556686,0,0.000897397547113371,0,22,31,14,0,62,15,8,3,17,16,63,0.00329045767274903,0.00463655399341908,0.0020939276099312,0,0.00927310798683817,0.00224349386778343,0.00119653006281783,0.000448698773556686,0.00254262638348789,0.00239306012563566,0.0094226742446904,6686,6085,6611,11.6757596333559,0.0121148668860305,0.00433742147771463,6686,1,1,1
"2015-10-01","Armenia",11,0,47,3,29,1,0,65,28,34,0,10,12,9,10,2,0,8,5,42,7,1,2,0,3,4,11,4,2,1,8,1,1,0,15,16,7,3,3,1,3,1,0.00165562913907285,0,0.00707405177603853,0.00045153521974714,0.00436484045755569,0.000150511739915713,0,0.00978326309452137,0.00421432871763998,0.00511739915713426,0,0.00150511739915713,0.00180614087898856,0.00135460565924142,0.00150511739915713,0.000301023479831427,0,0.00120409391932571,0.000752558699578567,0.00632149307645996,0.00105358217940999,0.000150511739915713,0.000301023479831427,0,0.00045153521974714,0.000602046959662854,0.00165562913907285,0.000602046959662854,0.000301023479831427,0.000150511739915713,0.00120409391932571,0.000150511739915713,0.000150511739915713,0,0.0022576760987357,0.00240818783865141,0.00105358217940999,0.00045153521974714,0.00045153521974714,0.000150511739915713,0.00045153521974714,0.000150511739915713,17,31,11,0,48,27,5,1,14,29,61,0.00255869957856713,0.00466586393738712,0.00165562913907285,0,0.00722456351595424,0.00406381697772426,0.000752558699578567,0.000150511739915713,0.00210716435881999,0.00436484045755569,0.00918121613485852,6644,6095,6550,10.7673242510427,0.0167068031306442,0.00210716435881999,6644,1,1,1
"2015-11-01","Armenia",18,1,53,3,41,2,0,71,38,22,1,9,14,5,13,3,2,3,18,44,4,1,1,0,3,5,14,8,2,0,5,2,3,2,15,26,4,3,5,0,7,3,0.00290791599353796,0.000161550888529887,0.00856219709208401,0.000484652665589661,0.00662358642972536,0.000323101777059774,0,0.011470113085622,0.0061389337641357,0.00355411954765751,0.000161550888529887,0.00145395799676898,0.00226171243941842,0.000807754442649435,0.00210016155088853,0.000484652665589661,0.000323101777059774,0.000484652665589661,0.00290791599353796,0.00710823909531502,0.000646203554119548,0.000161550888529887,0.000161550888529887,0,0.000484652665589661,0.000807754442649435,0.00226171243941842,0.0012924071082391,0.000323101777059774,0,0.000807754442649435,0.000323101777059774,0.000484652665589661,0.000323101777059774,0.0024232633279483,0.00420032310177706,0.000646203554119548,0.000484652665589661,0.000807754442649435,0,0.00113085621970921,0.000484652665589661,38,35,6,0,44,20,3,1,4,31,51,0.0061389337641357,0.00565428109854604,0.000969305331179321,0,0.00710823909531502,0.00323101777059774,0.000484652665589661,0.000161550888529887,0.000646203554119548,0.00500807754442649,0.00823909531502423,6190,5608,6077,11.5388995784187,0.0269789983844911,0.0024232633279483,6190,1,1,1
"2015-12-01","Armenia",11,4,93,15,30,0,0,70,45,28,1,27,16,7,19,2,1,5,27,46,4,0,1,1,2,2,6,10,1,1,4,1,3,0,17,16,12,0,3,1,10,3,0.00166868932038835,0.000606796116504854,0.0141080097087379,0.0022754854368932,0.00455097087378641,0,0,0.010618932038835,0.00682645631067961,0.00424757281553398,0.000151699029126214,0.00409587378640777,0.00242718446601942,0.0010618932038835,0.00288228155339806,0.000303398058252427,0.000151699029126214,0.000758495145631068,0.00409587378640777,0.00697815533980583,0.000606796116504854,0,0.000151699029126214,0.000151699029126214,0.000303398058252427,0.000303398058252427,0.000910194174757282,0.00151699029126214,0.000151699029126214,0.000151699029126214,0.000606796116504854,0.000151699029126214,0.000455097087378641,0,0.00257888349514563,0.00242718446601942,0.00182038834951456,0,0.000455097087378641,0.000151699029126214,0.00151699029126214,0.000455097087378641,30,33,14,0,63,28,3,1,10,28,60,0.00455097087378641,0.00500606796116505,0.00212378640776699,0,0.00955703883495146,0.00424757281553398,0.000455097087378641,0.000151699029126214,0.00151699029126214,0.00424757281553398,0.00910194174757281,6592,5889,6494,12.2895971079443,0.0174453883495146,0.00303398058252427,6592,1,1,1
"2016-01-01","Armenia",8,1,22,0,26,1,0,109,48,5,1,3,20,9,13,10,1,7,16,34,1,0,0,1,1,1,10,8,3,0,3,0,1,0,9,6,4,1,4,2,6,2,0.00145639905334062,0.000182049881667577,0.00400509739668669,0,0.004733296923357,0.000182049881667577,0,0.0198434371017659,0.00873839432004369,0.000910249408337885,0.000182049881667577,0.000546149645002731,0.00364099763335154,0.00163844893500819,0.0023666484616785,0.00182049881667577,0.000182049881667577,0.00127434917167304,0.00291279810668123,0.00618969597669762,0.000182049881667577,0,0,0.000182049881667577,0.000182049881667577,0.000182049881667577,0.00182049881667577,0.00145639905334062,0.000546149645002731,0,0.000546149645002731,0,0.000182049881667577,0,0.00163844893500819,0.00109229929000546,0.000728199526670308,0.000182049881667577,0.000728199526670308,0.000364099763335154,0.00109229929000546,0.000364099763335154,35,25,12,0,75,13,2,0,5,32,40,0.00637174585836519,0.00455124704168942,0.00218459858001092,0,0.0136537411250683,0.0023666484616785,0.000364099763335154,0,0.000910249408337885,0.00582559621336246,0.00728199526670308,5493,4944,5430,11.3184654813764,0.0125614418350628,0.00182049881667577,5493,1,1,1
"2016-02-01","Armenia",10,3,57,3,49,1,0,61,50,17,1,8,20,15,9,9,2,4,16,45,7,0,3,1,2,2,17,5,2,1,5,3,0,1,10,14,8,1,0,1,5,1,0.00149700598802395,0.000449101796407186,0.00853293413173653,0.000449101796407186,0.00733532934131737,0.000149700598802395,0,0.00913173652694611,0.00748502994011976,0.00254491017964072,0.000149700598802395,0.00119760479041916,0.0029940119760479,0.00224550898203593,0.00134730538922156,0.00134730538922156,0.00029940119760479,0.000598802395209581,0.00239520958083832,0.00673652694610778,0.00104790419161677,0,0.000449101796407186,0.000149700598802395,0.00029940119760479,0.00029940119760479,0.00254491017964072,0.000748502994011976,0.00029940119760479,0.000149700598802395,0.000748502994011976,0.000449101796407186,0,0.000149700598802395,0.00149700598802395,0.00209580838323353,0.00119760479041916,0.000149700598802395,0,0.000149700598802395,0.000748502994011976,0.000149700598802395,35,43,12,0,71,26,5,1,12,27,53,0.00523952095808383,0.00643712574850299,0.00179640718562874,0,0.0106287425149701,0.00389221556886228,0.000748502994011976,0.000149700598802395,0.00179640718562874,0.00404191616766467,0.00793413173652695,6680,6031,6591,11.304221790753,0.0155688622754491,0.00269461077844311,6680,1,1,1
"2016-03-01","Armenia",17,4,51,9,47,4,0,69,54,51,4,10,24,15,10,9,0,2,23,40,5,0,3,0,3,1,14,3,3,4,7,1,2,1,12,12,3,2,4,1,6,0,0.00241580218843257,0.000568424044337075,0.00724740656529771,0.00127895409975842,0.00667898252096064,0.000568424044337075,0,0.00980531476481455,0.00767372459855052,0.00724740656529771,0.000568424044337075,0.00142106011084269,0.00341054426602245,0.00213159016626403,0.00142106011084269,0.00127895409975842,0,0.000284212022168538,0.00326843825493818,0.00568424044337075,0.000710530055421344,0,0.000426318033252807,0,0.000426318033252807,0.000142106011084269,0.00198948415517976,0.000426318033252807,0.000426318033252807,0.000568424044337075,0.000994742077589882,0.000142106011084269,0.000284212022168538,0.000142106011084269,0.00170527213301123,0.00170527213301123,0.000426318033252807,0.000284212022168538,0.000568424044337075,0.000142106011084269,0.000852636066505613,0,36,35,19,0,85,36,4,2,12,33,62,0.00511581639903368,0.00497371038794941,0.00270001421060111,0,0.0120790109421629,0.00511581639903368,0.000568424044337075,0.000284212022168538,0.00170527213301123,0.00468949836578087,0.00881057268722467,7037,6295,6950,11.6386154613701,0.0159158732414381,0.0018473781440955,7037,1,1,1
"2016-04-01","Armenia",5,8,41,0,119,1,0,71,40,21,0,30,19,9,27,9,1,12,81,134,21,0,3,1,1,7,30,5,1,0,11,2,4,1,12,18,14,1,2,2,4,1,0.000657030223390276,0.00105124835742444,0.00538764783180026,0,0.0156373193166886,0.000131406044678055,0,0.00932982917214192,0.00525624178712221,0.00275952693823916,0,0.00394218134034166,0.00249671484888305,0.0011826544021025,0.00354796320630749,0.0011826544021025,0.000131406044678055,0.00157687253613666,0.0106438896189225,0.0176084099868594,0.00275952693823916,0,0.000394218134034166,0.000131406044678055,0.000131406044678055,0.000919842312746386,0.00394218134034166,0.000657030223390276,0.000131406044678055,0,0.00144546649145861,0.00026281208935611,0.000525624178712221,0.000131406044678055,0.00157687253613666,0.00236530880420499,0.00183968462549277,0.000131406044678055,0.00026281208935611,0.00026281208935611,0.000525624178712221,0.000131406044678055,30,53,19,1,59,9,1,0,6,27,63,0.00394218134034166,0.00696452036793692,0.00249671484888305,0.000131406044678055,0.00775295663600526,0.0011826544021025,0.000131406044678055,0,0.000788436268068331,0.00354796320630749,0.00827858081471748,7610,6735,7469,13.7644273663168,0.0226018396846255,0.00210249671484888,7610,1,1,1
"2016-05-01","Armenia",17,2,33,2,77,0,0,57,35,25,7,25,36,7,10,6,1,4,33,45,9,0,2,1,2,2,16,6,0,0,6,1,0,0,7,17,4,0,4,3,4,1,0.00249193784813838,0.000293169158604515,0.00483729111697449,0.000293169158604515,0.0112870126062738,0,0,0.00835532102022867,0.00513046027557901,0.00366461448255643,0.0010260920551158,0.00366461448255643,0.00527704485488127,0.0010260920551158,0.00146584579302257,0.000879507475813544,0.000146584579302257,0.00058633831720903,0.00483729111697449,0.00659630606860158,0.00131926121372032,0,0.000293169158604515,0.000146584579302257,0.000293169158604515,0.000293169158604515,0.00234535326883612,0.000879507475813544,0,0,0.000879507475813544,0.000146584579302257,0,0,0.0010260920551158,0.00249193784813838,0.00058633831720903,0,0.00058633831720903,0.000439753737906772,0.00058633831720903,0.000146584579302257,36,40,15,0,54,43,3,1,4,33,54,0.00527704485488127,0.0058633831720903,0.00219876868953386,0,0.0079155672823219,0.00630313690999707,0.000439753737906772,0.000146584579302257,0.00058633831720903,0.00483729111697449,0.0079155672823219,6822,6133,6737,12.0588118789809,0.0145118733509235,0.00307827616534741,6822,1,1,1
"2016-06-01","Armenia",19,2,39,0,65,2,0,59,44,28,1,6,35,11,5,10,0,6,16,33,7,1,7,2,2,2,20,11,4,1,10,5,4,1,12,11,5,2,4,1,4,1,0.00305220883534137,0.000321285140562249,0.00626506024096386,0,0.0104417670682731,0.000321285140562249,0,0.00947791164658635,0.00706827309236948,0.00449799196787149,0.000160642570281124,0.000963855421686747,0.00562248995983936,0.00176706827309237,0.000803212851405623,0.00160642570281125,0,0.000963855421686747,0.00257028112449799,0.00530120481927711,0.00112449799196787,0.000160642570281124,0.00112449799196787,0.000321285140562249,0.000321285140562249,0.000321285140562249,0.00321285140562249,0.00176706827309237,0.000642570281124498,0.000160642570281124,0.00160642570281125,0.000803212851405623,0.000642570281124498,0.000160642570281124,0.00192771084337349,0.00176706827309237,0.000803212851405623,0.000321285140562249,0.000642570281124498,0.000160642570281124,0.000642570281124498,0.000160642570281124,50,40,15,0,83,38,4,4,6,27,43,0.00803212851405622,0.00642570281124498,0.00240963855421687,0,0.0133333333333333,0.00610441767068273,0.000642570281124498,0.000642570281124498,0.000963855421686747,0.00433734939759036,0.00690763052208835,6225,5552,6108,11.5140615933987,0.0197590361445783,0.00353413654618474,6225,1,1,1
