"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","dailyguidenetwork.com","graphic.com.gh"
"2012-11-01","Ghana",2,0,103,16,15,0,2,24,21,3,1,3,11,10,4,3,0,5,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0017286084701815,0,0.0890233362143475,0.013828867761452,0.0129645635263613,0,0.0017286084701815,0.020743301642178,0.0181503889369058,0.00259291270527226,0.000864304235090752,0.00259291270527226,0.00950734658599827,0.00864304235090752,0.00345721694036301,0.00259291270527226,0,0.00432152117545376,0.000864304235090752,0.00691443388072602,0,0,0,0,0,0,0,0,0,0,0.000864304235090752,0,0,0,0,0,0,0,0,14,9,12,2,18,9,0,1,1,4,9,0.0121002592912705,0.00777873811581677,0.010371650821089,0.0017286084701815,0.0155574762316335,0.00777873811581677,0,0.000864304235090752,0.000864304235090752,0.00345721694036301,0.00777873811581677,1157,872,9,5.29880491002007,0,0.000864304235090752,1157,0,1
"2012-12-01","Ghana",4,0,183,53,8,2,1,6,21,5,1,3,16,8,6,3,2,7,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00347523892267593,0,0.158992180712424,0.0460469157254561,0.00695047784535187,0.00173761946133797,0.000868809730668983,0.0052128583840139,0.0182450043440487,0.00434404865334492,0.000868809730668983,0.00260642919200695,0.0139009556907037,0.00695047784535187,0.0052128583840139,0.00260642919200695,0.00173761946133797,0.00608166811468288,0,0.00868809730668984,0,0,0,0,0,0,0,0,0,0,0,0.000868809730668983,0,0,0,0,0,0,0,13,11,7,0,19,5,0,1,2,6,8,0.0112945264986968,0.00955690703735882,0.00608166811468288,0,0.0165073848827107,0.00434404865334492,0,0.000868809730668983,0.00173761946133797,0.0052128583840139,0.00695047784535187,1151,758,7,6.47710167630609,0.000868809730668983,0,1151,0,1
"2013-01-01","Ghana",10,2,29,11,11,1,0,28,22,2,1,2,9,12,5,7,2,3,1,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0094876660341556,0.00189753320683112,0.0275142314990512,0.0104364326375712,0.0104364326375712,0.00094876660341556,0,0.0265654648956357,0.0208728652751423,0.00189753320683112,0.00094876660341556,0.00189753320683112,0.00853889943074004,0.0113851992409867,0.0047438330170778,0.00664136622390892,0.00189753320683112,0.00284629981024668,0.00094876660341556,0.00569259962049336,0,0,0,0,0,0,0,0.00094876660341556,0,0,0,0.00094876660341556,0,0,0,0,0,0,0,24,9,4,0,16,2,0,0,2,5,3,0.0227703984819734,0.00853889943074004,0.00379506641366224,0,0.015180265654649,0.00189753320683112,0,0,0.00189753320683112,0.0047438330170778,0.00284629981024668,1054,837,7,6.48338103683138,0,0.00189753320683112,1054,1,1
"2013-02-01","Ghana",9,0,25,4,9,0,0,16,17,8,1,8,18,15,13,12,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00804289544235925,0,0.0223413762287757,0.00357462019660411,0.00804289544235925,0,0,0.0142984807864164,0.0151921358355675,0.00714924039320822,0.000893655049151028,0.00714924039320822,0.0160857908847185,0.0134048257372654,0.0116175156389634,0.0107238605898123,0,0,0.00178731009830206,0.00268096514745308,0.000893655049151028,0.000893655049151028,0,0,0,0,0,0,0,0,0,0.000893655049151028,0,0,0,0,0,0,0,31,22,9,0,41,8,2,1,1,4,7,0.0277033065236819,0.0196604110813226,0.00804289544235925,0,0.0366398570151921,0.00714924039320822,0.00178731009830206,0.000893655049151028,0.000893655049151028,0.00357462019660411,0.00625558534405719,1119,854,12,5.20940748691343,0.00178731009830206,0.000893655049151028,1119,0,1
"2013-03-01","Ghana",1,1,27,4,19,1,1,10,18,9,0,5,8,7,11,9,1,2,3,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00102249488752556,0.00102249488752556,0.0276073619631902,0.00408997955010225,0.0194274028629857,0.00102249488752556,0.00102249488752556,0.0102249488752556,0.0184049079754601,0.00920245398773006,0,0.00511247443762781,0.0081799591002045,0.00715746421267894,0.0112474437627812,0.00920245398773006,0.00102249488752556,0.00204498977505112,0.00306748466257669,0.00511247443762781,0,0,0.00102249488752556,0,0.00102249488752556,0,0,0,0,0,0,0,0,0,0,0.00102249488752556,0,0,0,28,23,9,0,14,11,3,0,4,2,2,0.0286298568507157,0.0235173824130879,0.00920245398773006,0,0.0143149284253579,0.0112474437627812,0.00306748466257669,0,0.00408997955010225,0.00204498977505112,0.00204498977505112,978,755,14,5.95196888415399,0.00204498977505112,0.00102249488752556,978,0,1
"2013-04-01","Ghana",1,1,21,7,14,1,0,5,15,6,0,1,12,10,27,5,0,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0014265335235378,0.0014265335235378,0.0299572039942939,0.00998573466476462,0.0199714693295292,0.0014265335235378,0,0.00713266761768902,0.021398002853067,0.00855920114122682,0,0.0014265335235378,0.0171184022824536,0.014265335235378,0.0385164051355207,0.00713266761768902,0,0.00570613409415121,0.0014265335235378,0.00285306704707561,0,0,0,0,0,0,0,0.0014265335235378,0,0,0,0,0,0,0,0.0014265335235378,0,0,0,11,15,4,0,12,7,0,0,0,3,1,0.0156918687589158,0.021398002853067,0.00570613409415121,0,0.0171184022824536,0.00998573466476462,0,0,0,0.00427960057061341,0.0014265335235378,701,528,8,7.62481496256984,0,0.00285306704707561,701,0,1
"2013-05-01","Ghana",2,0,25,11,8,0,0,9,22,1,0,0,9,19,7,0,1,4,2,3,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0.00238095238095238,0,0.0297619047619048,0.0130952380952381,0.00952380952380952,0,0,0.0107142857142857,0.0261904761904762,0.00119047619047619,0,0,0.0107142857142857,0.0226190476190476,0.00833333333333333,0,0.00119047619047619,0.00476190476190476,0.00238095238095238,0.00357142857142857,0,0,0,0,0.00119047619047619,0,0.00238095238095238,0,0,0,0,0.00238095238095238,0,0,0,0,0,0,0,17,25,2,0,11,5,0,0,0,5,1,0.0202380952380952,0.0297619047619048,0.00238095238095238,0,0.0130952380952381,0.00595238095238095,0,0,0,0.00595238095238095,0.00119047619047619,840,661,9,5.58458095233409,0.00238095238095238,0.00357142857142857,840,0,1
"2013-06-01","Ghana",3,1,21,5,10,1,2,10,19,8,1,1,7,20,8,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0037037037037037,0.00123456790123457,0.0259259259259259,0.00617283950617284,0.0123456790123457,0.00123456790123457,0.00246913580246914,0.0123456790123457,0.0234567901234568,0.00987654320987654,0.00123456790123457,0.00123456790123457,0.00864197530864197,0.0246913580246914,0.00987654320987654,0.0037037037037037,0.00123456790123457,0.0037037037037037,0.00246913580246914,0,0,0,0,0,0,0,0.00123456790123457,0,0,0,0,0,0,0,0,0,0,0.00123456790123457,0,15,12,4,0,19,5,0,2,1,1,3,0.0185185185185185,0.0148148148148148,0.00493827160493827,0,0.0234567901234568,0.00617283950617284,0,0.00246913580246914,0.00123456790123457,0.00123456790123457,0.0037037037037037,810,632,30,6.63121570666312,0,0.00246913580246914,810,1,1
"2013-07-01","Ghana",3,1,29,7,23,5,0,37,28,17,1,2,17,19,10,15,0,4,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856,0.000599880023995201,0.0173965206958608,0.00419916016796641,0.0137972405518896,0.002999400119976,0,0.0221955608878224,0.0167966406718656,0.0101979604079184,0.000599880023995201,0.0011997600479904,0.0101979604079184,0.0113977204559088,0.00599880023995201,0.00899820035992801,0,0.0023995200959808,0.0011997600479904,0.0023995200959808,0,0,0,0.0011997600479904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,31,11,1,34,32,7,5,3,5,9,0.0221955608878224,0.0185962807438512,0.00659868026394721,0.000599880023995201,0.0203959208158368,0.0191961607678464,0.00419916016796641,0.002999400119976,0.0017996400719856,0.002999400119976,0.00539892021595681,1667,1291,20,5.34287184693642,0,0.0011997600479904,1667,0,1
"2013-08-01","Ghana",7,3,33,5,21,1,1,14,23,7,1,7,20,19,12,5,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445576066199873,0.00190961171228517,0.0210057288351369,0.00318268618714195,0.0133672819859962,0.00063653723742839,0.00063653723742839,0.00891152132399745,0.014640356460853,0.00445576066199873,0.00063653723742839,0.00445576066199873,0.0127307447485678,0.0120942075111394,0.00763844684914067,0.00318268618714195,0,0.00572883513685551,0.00063653723742839,0.00063653723742839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,32,11,0,32,18,4,2,3,9,7,0.0241884150222788,0.0203691915977085,0.00700190961171229,0,0.0203691915977085,0.011457670273711,0.00254614894971356,0.00127307447485678,0.00190961171228517,0.00572883513685551,0.00445576066199873,1571,1252,14,5.71569996053237,0,0,1571,0,1
"2013-09-01","Ghana",1,0,21,3,17,3,0,20,19,18,1,2,14,13,11,7,0,11,6,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.000809716599190283,0,0.017004048582996,0.00242914979757085,0.0137651821862348,0.00242914979757085,0,0.0161943319838057,0.0153846153846154,0.0145748987854251,0.000809716599190283,0.00161943319838057,0.011336032388664,0.0105263157894737,0.00890688259109312,0.00566801619433198,0,0.00890688259109312,0.0048582995951417,0.00323886639676113,0,0.000809716599190283,0,0,0.000809716599190283,0,0,0.000809716599190283,0,0,0,0.000809716599190283,0,0,0,0,0,0,0,19,28,8,0,15,12,3,0,6,4,1,0.0153846153846154,0.0226720647773279,0.00647773279352227,0,0.0121457489878543,0.0097165991902834,0.00242914979757085,0,0.0048582995951417,0.00323886639676113,0.000809716599190283,1235,988,16,6.53857974740468,0,0.00323886639676113,1235,0,1
"2013-10-01","Ghana",1,0,19,1,5,0,1,12,15,3,1,2,20,1,14,7,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000988142292490119,0,0.0187747035573123,0.000988142292490119,0.00494071146245059,0,0.000988142292490119,0.0118577075098814,0.0148221343873518,0.00296442687747036,0.000988142292490119,0.00197628458498024,0.0197628458498024,0.000988142292490119,0.0138339920948617,0.00691699604743083,0,0.00197628458498024,0,0.00395256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,10,0,13,5,4,0,2,8,5,0.0306324110671937,0.00988142292490119,0.00988142292490119,0,0.0128458498023715,0.00494071146245059,0.00395256916996047,0,0.00197628458498024,0.00790513833992095,0.00494071146245059,1012,840,13,5.0294825877663,0,0,1012,0,1
"2013-11-01","Ghana",2,0,8,0,22,0,0,9,41,13,0,1,34,7,12,10,0,1,3,6,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00146735143066764,0,0.00586940572267058,0,0.0161408657373441,0,0,0.0066030814380044,0.0300807043286867,0.00953778429933969,0,0.000733675715333822,0.02494497432135,0.00513573000733676,0.00880410858400587,0.00733675715333822,0,0.000733675715333822,0.00220102714600147,0.00440205429200293,0,0.00220102714600147,0,0,0,0,0,0,0,0,0,0,0.000733675715333822,0,0,0,0,0,0,29,40,7,0,38,23,5,1,3,6,9,0.0212765957446809,0.0293470286133529,0.00513573000733676,0,0.0278796771826853,0.0168745414526779,0.00366837857666911,0.000733675715333822,0.00220102714600147,0.00440205429200293,0.0066030814380044,1363,1066,7,6.37821056295681,0.000733675715333822,0.00293470286133529,1363,0,1
"2013-12-01","Ghana",2,0,18,2,10,0,1,13,17,4,1,3,22,4,2,7,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016116035455278,0,0.0145044319097502,0.0016116035455278,0.008058017727639,0,0.0008058017727639,0.0104754230459307,0.0136986301369863,0.0032232070910556,0.0008058017727639,0.0024174053182917,0.0177276390008058,0.0032232070910556,0.0016116035455278,0.0056406124093473,0,0.0008058017727639,0.0016116035455278,0.0008058017727639,0.0008058017727639,0.0008058017727639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,26,5,0,28,27,4,0,2,4,6,0.0193392425463336,0.0209508460918614,0.0040290088638195,0,0.0225624496373892,0.0217566478646253,0.0032232070910556,0,0.0016116035455278,0.0032232070910556,0.0048348106365834,1241,1023,8,3.98910592959835,0.0008058017727639,0.0008058017727639,1241,0,1
"2014-01-01","Ghana",5,0,34,1,22,1,1,20,18,6,4,5,13,9,15,9,2,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318066157760814,0,0.0216284987277354,0.000636132315521629,0.0139949109414758,0.000636132315521629,0.000636132315521629,0.0127226463104326,0.0114503816793893,0.00381679389312977,0.00254452926208651,0.00318066157760814,0.00826972010178117,0.00572519083969466,0.00954198473282443,0.00572519083969466,0.00127226463104326,0.00572519083969466,0.000636132315521629,0.00190839694656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,9,0,35,21,1,0,3,13,17,0.0292620865139949,0.0165394402035623,0.00572519083969466,0,0.022264631043257,0.0133587786259542,0.000636132315521629,0,0.00190839694656489,0.00826972010178117,0.0108142493638677,1572,1243,18,4.63096702061694,0,0,1572,0,1
"2014-02-01","Ghana",3,0,23,2,21,0,2,21,25,11,2,1,15,7,10,3,1,1,3,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00202565833896016,0,0.0155300472653612,0.00135043889264011,0.0141796083727211,0,0.00135043889264011,0.0141796083727211,0.0168804861580014,0.00742741390952059,0.00135043889264011,0.000675219446320054,0.0101282916948008,0.00472653612424038,0.00675219446320054,0.00202565833896016,0.000675219446320054,0.000675219446320054,0.00202565833896016,0.00135043889264011,0,0,0,0,0,0.00135043889264011,0,0,0,0,0,0.000675219446320054,0,0,0,0,0,0,0,46,37,6,0,36,19,2,0,6,9,12,0.0310600945307225,0.024983119513842,0.00405131667792032,0,0.0243079000675219,0.012829169480081,0.00135043889264011,0,0.00405131667792032,0.00607697501688049,0.00810263335584065,1481,1170,11,4.10614250410743,0.00135043889264011,0.00135043889264011,1481,0,1
"2014-03-01","Ghana",2,1,44,5,18,1,3,28,37,10,0,3,31,10,10,17,1,2,5,6,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0.00096665055582407,0.000483325277912035,0.0212663122281295,0.00241662638956017,0.00869985500241663,0.000483325277912035,0.0014499758337361,0.013533107781537,0.0178830352827453,0.00483325277912035,0,0.0014499758337361,0.0149830836152731,0.00483325277912035,0.00483325277912035,0.00821652972450459,0.000483325277912035,0.00096665055582407,0.00241662638956017,0.00289995166747221,0,0,0,0,0,0,0,0.00096665055582407,0,0,0,0.000483325277912035,0,0,0,0,0,0,0.000483325277912035,57,49,20,1,46,27,6,1,3,12,12,0.027549540840986,0.0236829386176897,0.0096665055582407,0.000483325277912035,0.0222329627839536,0.0130497825036249,0.00289995166747221,0.000483325277912035,0.0014499758337361,0.00579990333494442,0.00579990333494442,2069,1644,16,5.28008012896742,0,0.00193330111164814,2069,0,1
"2014-04-01","Ghana",5,2,43,2,18,3,0,30,19,8,0,1,13,1,2,9,0,7,2,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.00317258883248731,0.00126903553299492,0.0272842639593909,0.00126903553299492,0.0114213197969543,0.00190355329949239,0,0.0190355329949239,0.0120558375634518,0.0050761421319797,0,0.000634517766497462,0.00824873096446701,0.000634517766497462,0.00126903553299492,0.00571065989847716,0,0.00444162436548223,0.00126903553299492,0.00317258883248731,0,0,0,0,0,0,0,0.00126903553299492,0,0,0,0,0,0,0,0,0,0,0,52,35,14,3,34,13,4,1,6,10,9,0.032994923857868,0.0222081218274112,0.00888324873096447,0.00190355329949239,0.0215736040609137,0.00824873096446701,0.00253807106598985,0.000634517766497462,0.00380710659898477,0.00634517766497462,0.00571065989847716,1576,1252,8,4.99053877675174,0,0.00126903553299492,1576,0,1
"2014-05-01","Ghana",3,1,29,4,28,1,2,21,18,6,3,4,16,4,17,7,1,4,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.00186104218362283,0.000620347394540943,0.0179900744416873,0.00248138957816377,0.0173697270471464,0.000620347394540943,0.00124069478908189,0.0130272952853598,0.011166253101737,0.00372208436724566,0.00186104218362283,0.00248138957816377,0.00992555831265509,0.00248138957816377,0.010545905707196,0.0043424317617866,0.000620347394540943,0.00248138957816377,0.00248138957816377,0.00186104218362283,0,0,0,0,0,0,0,0.000620347394540943,0,0,0,0.000620347394540943,0,0,0,0,0,0,0,45,40,14,0,32,15,4,0,3,7,13,0.0279156327543424,0.0248138957816377,0.0086848635235732,0,0.0198511166253102,0.00930521091811414,0.00248138957816377,0,0.00186104218362283,0.0043424317617866,0.00806451612903226,1612,1291,14,4.44404512829967,0,0.00124069478908189,1612,0,1
"2014-06-01","Ghana",5,0,30,5,10,0,1,26,26,9,0,2,18,6,15,6,1,3,5,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0.00340367597004765,0,0.0204220558202859,0.00340367597004765,0.0068073519400953,0,0.00068073519400953,0.0176991150442478,0.0176991150442478,0.00612661674608577,0,0.00136147038801906,0.0122532334921715,0.00408441116405718,0.010211027910143,0.00408441116405718,0.00068073519400953,0.00204220558202859,0.00340367597004765,0.00136147038801906,0,0,0,0,0,0,0,0.00204220558202859,0,0,0,0,0,0,0,0,0,0.00068073519400953,0,41,33,7,1,36,13,6,2,3,5,10,0.0279101429543907,0.0224642614023145,0.00476514635806671,0.00068073519400953,0.0245064669843431,0.00884955752212389,0.00408441116405718,0.00136147038801906,0.00204220558202859,0.00340367597004765,0.0068073519400953,1469,1160,16,4.88493021741362,0.00204220558202859,0.00068073519400953,1469,1,1
"2014-07-01","Ghana",5,0,30,5,27,1,3,48,25,15,1,4,11,4,34,18,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00319897632757518,0,0.0191938579654511,0.00319897632757518,0.017274472168906,0.000639795265515035,0.00191938579654511,0.0307101727447217,0.0159948816378759,0.00959692898272553,0.000639795265515035,0.00255918106206014,0.00703774792066539,0.00255918106206014,0.0217530390275112,0.0115163147792706,0,0.000639795265515035,0.00127959053103007,0.00127959053103007,0,0,0,0,0,0,0,0.000639795265515035,0,0,0,0,0,0,0,0,0,0,0,31,42,14,0,46,18,5,1,0,8,3,0.0198336532309661,0.0268714011516315,0.00895713371721049,0,0.0294305822136916,0.0115163147792706,0.00319897632757518,0.000639795265515035,0,0.00511836212412028,0.00191938579654511,1563,1186,15,5.19650735495225,0.000639795265515035,0,1563,0,1
"2014-08-01","Ghana",6,2,62,4,39,1,1,67,24,12,6,7,15,12,8,1,1,5,2,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.00316622691292876,0.00105540897097625,0.0327176781002639,0.00211081794195251,0.0205804749340369,0.000527704485488127,0.000527704485488127,0.0353562005277045,0.012664907651715,0.00633245382585752,0.00316622691292876,0.00369393139841689,0.0079155672823219,0.00633245382585752,0.00422163588390501,0.000527704485488127,0.000527704485488127,0.00263852242744063,0.00105540897097625,0.00474934036939314,0,0,0,0,0,0,0,0,0.000527704485488127,0,0,0.000527704485488127,0,0,0,0,0.000527704485488127,0,0,50,63,11,4,42,19,3,0,0,12,8,0.0263852242744063,0.033245382585752,0.00580474934036939,0.00211081794195251,0.0221635883905013,0.0100263852242744,0.00158311345646438,0,0,0.00633245382585752,0.00422163588390501,1895,1424,23,4.28274841275484,0.000527704485488127,0.00105540897097625,1895,0,1
"2014-09-01","Ghana",8,0,54,6,35,1,0,61,38,7,3,8,28,23,16,12,0,7,2,8,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,0,0.00282286520818631,0,0.0190543401552576,0.00211714890613973,0.0123500352858151,0.000352858151023289,0,0.0215243472124206,0.013408609738885,0.00247000705716302,0.00105857445306987,0.00282286520818631,0.00988002822865208,0.00811573747353564,0.00564573041637262,0.00423429781227946,0,0.00247000705716302,0.000705716302046577,0.00282286520818631,0,0,0,0,0,0,0,0.000705716302046577,0,0,0,0.000705716302046577,0,0,0.000352858151023289,0,0,0.000705716302046577,0,61,76,19,1,62,28,6,2,4,11,9,0.0215243472124206,0.0268172194777699,0.00670430486944248,0.000352858151023289,0.0218772053634439,0.00988002822865208,0.00211714890613973,0.000705716302046577,0.00141143260409315,0.00388143966125618,0.0031757233592096,2834,2276,28,3.90737670779245,0.000705716302046577,0.00211714890613973,2834,0,1
"2014-10-01","Ghana",6,2,93,18,70,4,2,73,66,13,3,3,39,22,52,12,1,10,6,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.00166435506241331,0.000554785020804438,0.0257975034674064,0.00499306518723994,0.0194174757281553,0.00110957004160888,0.000554785020804438,0.020249653259362,0.0183079056865465,0.00360610263522885,0.000832177531206657,0.000832177531206657,0.0108183079056865,0.00610263522884882,0.0144244105409154,0.00332871012482663,0.000277392510402219,0.00277392510402219,0.00166435506241331,0.00332871012482663,0,0,0,0,0,0,0,0,0,0,0,0.000832177531206657,0,0,0,0,0,0,0,84,73,39,0,110,21,8,1,6,9,8,0.0233009708737864,0.020249653259362,0.0108183079056865,0,0.0305131761442441,0.0058252427184466,0.00221914008321775,0.000277392510402219,0.00166435506241331,0.00249653259361997,0.00221914008321775,3605,2814,32,5.14905243690829,0,0.000832177531206657,3605,1,1
"2014-11-01","Ghana",8,2,70,6,41,1,2,43,49,23,1,7,34,16,36,21,1,9,4,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0.00233440326816458,0.000583600817041144,0.02042602859644,0.00175080245112343,0.0119638167493434,0.000291800408520572,0.000583600817041144,0.0125474175663846,0.014298220017508,0.00671140939597315,0.000291800408520572,0.002042602859644,0.00992121388969945,0.00466880653632915,0.0105048147067406,0.00612780857893201,0.000291800408520572,0.00262620367668515,0.00116720163408229,0.00233440326816458,0.000291800408520572,0,0,0,0,0,0,0.000291800408520572,0,0,0,0.000291800408520572,0,0,0,0.000291800408520572,0,0.000583600817041144,0,92,90,25,3,97,58,10,1,2,14,18,0.0268456375838926,0.0262620367668515,0.0072950102130143,0.000875401225561716,0.0283046396264955,0.0169244236941932,0.00291800408520572,0.000291800408520572,0.000583600817041144,0.00408520571928801,0.00525240735337029,3427,2687,33,4.75879525674426,0.000291800408520572,0.00145900204260286,3427,0,1
"2014-12-01","Ghana",5,0,120,6,36,4,4,30,62,18,7,12,47,25,14,9,1,10,2,4,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0.00141242937853107,0,0.0338983050847458,0.00169491525423729,0.0101694915254237,0.00112994350282486,0.00112994350282486,0.00847457627118644,0.0175141242937853,0.00508474576271186,0.0019774011299435,0.00338983050847458,0.0132768361581921,0.00706214689265537,0.00395480225988701,0.00254237288135593,0.000282485875706215,0.00282485875706215,0.000564971751412429,0.00112994350282486,0,0,0,0,0,0.000282485875706215,0,0.000282485875706215,0,0,0,0.000847457627118644,0,0,0,0,0,0,0,97,72,25,10,117,30,9,2,6,14,18,0.0274011299435028,0.0203389830508475,0.00706214689265537,0.00282485875706215,0.0330508474576271,0.00847457627118644,0.00254237288135593,0.000564971751412429,0.00169491525423729,0.00395480225988701,0.00508474576271186,3540,2794,18,4.44835355216979,0,0.00141242937853107,3540,1,1
"2015-01-01","Ghana",8,3,87,9,30,1,1,64,51,12,4,8,48,22,15,14,1,10,7,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0.00281195079086116,0.00105448154657294,0.0305799648506151,0.0031634446397188,0.0105448154657293,0.000351493848857645,0.000351493848857645,0.0224956063268893,0.0179261862917399,0.00421792618629174,0.00140597539543058,0.00281195079086116,0.016871704745167,0.00773286467486819,0.00527240773286467,0.00492091388400703,0.000351493848857645,0.00351493848857645,0.00246045694200351,0.00210896309314587,0,0,0,0,0.000351493848857645,0,0,0.00070298769771529,0,0,0,0,0,0,0,0.00070298769771529,0,0,0,82,52,27,1,88,22,13,0,6,12,14,0.0288224956063269,0.0182776801405975,0.00949033391915641,0.000351493848857645,0.0309314586994728,0.00773286467486819,0.00456942003514938,0,0.00210896309314587,0.00421792618629174,0.00492091388400703,2845,2192,12,5.47254132578304,0,0.00175746924428822,2845,0,1
"2015-02-01","Ghana",2,5,99,14,44,4,3,45,40,11,8,6,25,13,39,19,3,10,8,17,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000721500721500722,0.0018037518037518,0.0357142857142857,0.00505050505050505,0.0158730158730159,0.00144300144300144,0.00108225108225108,0.0162337662337662,0.0144300144300144,0.00396825396825397,0.00288600288600289,0.00216450216450216,0.00901875901875902,0.00468975468975469,0.0140692640692641,0.00685425685425685,0.00108225108225108,0.00360750360750361,0.00288600288600289,0.00613275613275613,0.000360750360750361,0,0,0,0,0.000360750360750361,0,0,0,0,0,0.000721500721500722,0,0,0,0,0,0,0,57,61,33,1,79,19,13,0,4,13,7,0.0205627705627706,0.022005772005772,0.0119047619047619,0.000360750360750361,0.0284992784992785,0.00685425685425685,0.00468975468975469,0,0.00144300144300144,0.00468975468975469,0.00252525252525253,2772,2123,19,5.98914364776126,0,0.00144300144300144,2772,1,1
