"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","malaymail.com","nst.com.my","thestar.com.my","utusan.com.my","thesun.my"
"2015-09-01","Malaysia",91,28,107,13,155,39,25,345,456,61,28,44,283,56,340,74,2,54,8,49,0,0,4,1,0,10,4,3,0,0,3,1,0,2,6,4,0,1,0,0,3,1,0.0132402153353703,0.00407391241088317,0.0155681652844464,0.00189145933362433,0.0225520151316747,0.00567437800087298,0.0036374217954314,0.0501964207769533,0.0663465735486687,0.00887530918085261,0.00407391241088317,0.00640186235995926,0.0411756147242834,0.00814782482176633,0.049468936417867,0.0107667685144769,0.000290993743634512,0.00785683107813182,0.00116397497453805,0.00712934671904554,0,0,0.000581987487269024,0.000145496871817256,0,0.00145496871817256,0.000581987487269024,0.000436490615451768,0,0,0.000436490615451768,0.000145496871817256,0,0.000290993743634512,0.000872981230903536,0.000581987487269024,0,0.000145496871817256,0,0,0.000436490615451768,0.000145496871817256,141,69,59,6,202,41,5,14,12,41,42,0.0205150589262331,0.0100392841553907,0.0085843154372181,0.000872981230903536,0.0293903681070857,0.00596537174450749,0.00072748435908628,0.00203695620544158,0.00174596246180707,0.00596537174450749,0.00611086861632475,6873,4291,6830,10.4839023384773,0.00072748435908628,0.00843881856540084,6873,1,1,1,0,1
"2015-10-01","Malaysia",67,16,114,13,111,48,43,271,508,123,24,31,241,34,80,87,1,41,19,18,0,3,5,0,0,5,4,1,0,1,2,3,5,0,8,8,1,1,1,0,2,1,0.0087478783130957,0.00208904556730644,0.0148844496670584,0.00169734952343648,0.0144927536231884,0.00626713670191931,0.00561430996213605,0.0353832092962528,0.0663271967619794,0.0160595377986682,0.00313356835095966,0.00404752578665622,0.0314662488575532,0.00443922183052618,0.0104452278365322,0.0113591852722288,0.000130565347956652,0.00535317926622274,0.00248074161117639,0.00235017626321974,0,0.000391696043869957,0.000652826739783262,0,0,0.000652826739783262,0.000522261391826609,0.000130565347956652,0,0.000130565347956652,0.000261130695913305,0.000391696043869957,0.000652826739783262,0,0.00104452278365322,0.00104452278365322,0.000130565347956652,0.000130565347956652,0.000130565347956652,0,0.000261130695913305,0.000130565347956652,169,104,30,10,209,172,6,15,20,43,51,0.0220655438046742,0.0135787961874918,0.00391696043869957,0.00130565347956652,0.0272881577229403,0.0224572398485442,0.000783392087739914,0.00195848021934978,0.00261130695913305,0.00561430996213605,0.00665883274578927,7659,5228,7608,8.42662701242604,0.00117508813160987,0.0082256169212691,7659,1,1,1,0,1
"2015-11-01","Malaysia",45,35,137,16,153,23,50,243,392,72,9,37,175,40,45,96,13,37,28,22,2,0,0,3,0,1,13,7,0,0,24,0,2,0,6,25,0,1,0,2,3,0,0.00627177700348432,0.0048780487804878,0.0190940766550523,0.00222996515679443,0.0213240418118467,0.00320557491289199,0.00696864111498258,0.0338675958188153,0.0546341463414634,0.0100348432055749,0.00125435540069686,0.00515679442508711,0.024390243902439,0.00557491289198606,0.00627177700348432,0.0133797909407666,0.00181184668989547,0.00515679442508711,0.00390243902439024,0.00306620209059233,0.000278745644599303,0,0,0.000418118466898955,0,0.000139372822299652,0.00181184668989547,0.000975609756097561,0,0,0.00334494773519164,0,0.000278745644599303,0,0.000836236933797909,0.00348432055749129,0,0.000139372822299652,0,0.000278745644599303,0.000418118466898955,0,178,90,56,9,213,130,9,27,9,27,38,0.024808362369338,0.0125435540069686,0.00780487804878049,0.00125435540069686,0.0296864111498258,0.0181184668989547,0.00125435540069686,0.00376306620209059,0.00125435540069686,0.00376306620209059,0.00529616724738676,7175,4965,7086,8.97177424373557,0.00167247386759582,0.0154703832752613,7175,1,1,1,0,1
"2015-12-01","Malaysia",38,42,79,9,134,18,23,253,261,178,5,25,158,54,47,43,5,31,8,16,0,2,0,0,0,0,3,0,0,0,11,5,1,0,2,1,1,1,1,0,2,0,0.00584435558289757,0.0064595509074131,0.0121501076591818,0.00138418948015995,0.0206090433712704,0.0027683789603199,0.00353737311596432,0.0389111042756075,0.0401414949246386,0.0273761919409412,0.000768994155644417,0.00384497077822209,0.0243002153183636,0.0083051368809597,0.00722854506305752,0.00661334973854199,0.000768994155644417,0.00476776376499539,0.00123039064903107,0.00246078129806213,0,0.000307597662257767,0,0,0,0,0.00046139649338665,0,0,0,0.00169178714241772,0.000768994155644417,0.000153798831128883,0,0.000307597662257767,0.000153798831128883,0.000153798831128883,0.000153798831128883,0.000153798831128883,0,0.000307597662257767,0,158,63,42,9,210,144,8,19,10,39,53,0.0243002153183636,0.00968932636111965,0.0064595509074131,0.00138418948015995,0.0322977545370655,0.0221470316825592,0.00123039064903107,0.00292217779144879,0.00153798831128883,0.00599815441402645,0.00815133804983082,6502,4501,6472,7.72692898425375,0.000307597662257767,0.00968932636111965,6502,1,1,0,0,1
"2016-01-01","Malaysia",93,24,156,13,130,49,33,189,390,85,15,65,310,53,53,46,5,34,24,49,0,0,1,0,0,7,1,4,1,0,13,3,0,0,4,4,0,0,1,1,1,0,0.0134743552593451,0.00347725297015358,0.0226021443059983,0.00188351202549986,0.0188351202549986,0.00709939148073022,0.00478122283396117,0.0273833671399594,0.0565053607649957,0.0123152709359606,0.00217328310634599,0.00941756012749928,0.0449145175311504,0.00767893364242249,0.00767893364242249,0.00666473485946103,0.000724427702115329,0.00492610837438424,0.00347725297015358,0.00709939148073022,0,0,0.000144885540423066,0,0,0.00101419878296146,0.000144885540423066,0.000579542161692263,0.000144885540423066,0,0.00188351202549986,0.000434656621269197,0,0,0.000579542161692263,0.000579542161692263,0,0,0.000144885540423066,0.000144885540423066,0.000144885540423066,0,188,78,48,9,222,156,12,18,12,41,75,0.0272384815995364,0.0113010721529991,0.00695450594030716,0.00130396986380759,0.0321645899739206,0.0226021443059983,0.00173862648507679,0.00260793972761518,0.00173862648507679,0.0059403071573457,0.0108664155317299,6902,4569,6861,9.24333269106626,0.000579542161692263,0.011011301072153,6902,1,1,1,0,1
"2016-02-01","Malaysia",35,64,130,7,100,47,27,277,352,67,1,17,241,45,51,102,5,28,8,17,0,0,4,0,0,5,7,4,1,0,3,1,0,1,12,4,1,0,0,0,2,1,0.00542215336948102,0.0099147947327653,0.0201394268009295,0.0010844306738962,0.0154918667699458,0.00728117738187452,0.00418280402788536,0.0429124709527498,0.0545313710302091,0.0103795507358637,0.000154918667699458,0.00263361735089078,0.0373353989155693,0.0069713400464756,0.00790085205267235,0.0158017041053447,0.000774593338497289,0.00433772269558482,0.00123934934159566,0.00263361735089078,0,0,0.000619674670797831,0,0,0.000774593338497289,0.0010844306738962,0.000619674670797831,0.000154918667699458,0,0.000464756003098373,0.000154918667699458,0,0.000154918667699458,0.00185902401239349,0.000619674670797831,0.000154918667699458,0,0,0,0.000309837335398916,0.000154918667699458,165,68,38,8,219,108,9,12,13,47,62,0.0255615801704105,0.0105344694035631,0.0058869093725794,0.00123934934159566,0.0339271882261813,0.0167312161115414,0.00139426800929512,0.00185902401239349,0.00201394268009295,0.00728117738187452,0.00960495739736638,6455,4337,6409,9.31970680812276,0.000774593338497289,0.00914020139426801,6455,1,1,1,0,1
"2016-03-01","Malaysia",86,77,118,23,122,82,40,216,438,102,13,27,344,61,63,115,6,46,23,47,0,0,1,1,0,2,2,3,0,0,5,0,0,0,4,8,2,1,0,0,2,0,0.0110355447196202,0.00988066213268318,0.0151417939176184,0.00295136661106121,0.0156550750673682,0.0105222635698704,0.00513281149749775,0.0277171820864879,0.0562042858976004,0.0130886693186193,0.00166816373668677,0.00346464776081098,0.0441421788784807,0.00782753753368408,0.00808417810855896,0.014756833055306,0.000769921724624663,0.00590273322212242,0.00295136661106121,0.00603105350955986,0,0,0.000128320287437444,0.000128320287437444,0,0.000256640574874888,0.000256640574874888,0.000384960862312332,0,0,0.000641601437187219,0,0,0,0.000513281149749775,0.00102656229949955,0.000256640574874888,0.000128320287437444,0,0,0.000256640574874888,0,160,85,75,12,263,111,10,19,7,32,52,0.020531245989991,0.0109072244321827,0.00962402155780829,0.00153984344924933,0.0337482355960477,0.0142435519055563,0.00128320287437444,0.00243808546131143,0.000898242012062107,0.0041062491979982,0.00667265494674708,7793,5314,7762,10.7993081208929,0.000769921724624663,0.013601950468369,7793,1,1,1,0,1
"2016-04-01","Malaysia",97,53,414,22,91,41,58,234,481,70,15,27,314,52,69,85,7,41,14,57,1,0,4,0,0,11,2,1,0,1,4,0,0,1,1,13,0,0,0,0,1,1,0.0124374919861521,0.00679574304398,0.0530837286831645,0.00282087447108604,0.0116681625849468,0.00525708424156943,0.00743685087831773,0.030003846647006,0.0616745736632902,0.0089755096807283,0.00192332350301321,0.00346198230542377,0.0402615719964098,0.00666752147711245,0.00884728811386075,0.0108988331837415,0.00089755096807283,0.00525708424156943,0.00179510193614566,0.00730862931145019,0.000128221566867547,0,0.000512886267470189,0,0,0.00141043723554302,0.000256443133735094,0.000128221566867547,0,0.000128221566867547,0.000512886267470189,0,0,0.000128221566867547,0.000128221566867547,0.00166688036927811,0,0,0,0,0.000128221566867547,0.000128221566867547,204,83,97,12,238,74,24,24,6,51,82,0.0261571996409796,0.0106423900500064,0.0124374919861521,0.00153865880241057,0.0305167329144762,0.00948839594819849,0.00307731760482113,0.00307731760482113,0.000769329401205283,0.0065392999102449,0.0105141684831389,7799,5056,7758,10.0986668904611,0.000384664700602641,0.00948839594819849,7799,1,1,1,0,1
"2016-05-01","Malaysia",49,19,638,67,116,31,65,298,379,180,3,25,232,51,34,83,13,40,14,19,0,1,3,1,0,7,2,3,1,1,3,2,2,1,3,9,0,0,0,0,0,0,0.00633566071890354,0.00245668476855444,0.082492888544091,0.00866304628911301,0.0149987070080166,0.00400827514869408,0.00840444789242307,0.0385311611068011,0.0490043961727437,0.0232738557020946,0.000387897595034911,0.00323247995862426,0.0299974140160331,0.00659425911559348,0.00439617274372899,0.0107318334626325,0.00168088957848461,0.00517196793379881,0.00181018877682958,0.00245668476855444,0,0.00012929919834497,0.000387897595034911,0.00012929919834497,0,0.000905094388414792,0.000258598396689941,0.000387897595034911,0.00012929919834497,0.00012929919834497,0.000387897595034911,0.000258598396689941,0.000258598396689941,0.00012929919834497,0.000387897595034911,0.00116369278510473,0,0,0,0,0,0,205,65,52,12,266,110,12,23,6,52,48,0.0265063356607189,0.00840444789242307,0.00672355831393845,0.00155159038013964,0.0343935867597621,0.0142229118179467,0.00155159038013964,0.00297388156193432,0.000775795190069822,0.00672355831393845,0.00620636152055857,7734,4816,7695,8.85553010800444,0.00116369278510473,0.00853374709076804,7734,1,1,1,0,1
"2016-06-01","Malaysia",67,12,470,32,92,18,37,183,333,111,12,19,204,56,34,117,5,38,38,58,0,0,2,0,0,3,2,1,0,0,2,0,0,6,2,7,1,0,1,0,1,1,0.0094074698118506,0.0016849199663016,0.065992698680146,0.0044931199101376,0.0129177197416456,0.0025273799494524,0.0051951698960966,0.0256950294860994,0.0467565290648694,0.0155855096882898,0.0016849199663016,0.0026677899466442,0.0286436394271272,0.0078629598427408,0.0047739399045212,0.0164279696714406,0.000702049985959,0.0053355798932884,0.0053355798932884,0.0081437798371244,0,0,0.0002808199943836,0,0,0.0004212299915754,0.0002808199943836,0.0001404099971918,0,0,0.0002808199943836,0,0,0.0008424599831508,0.0002808199943836,0.0009828699803426,0.0001404099971918,0,0.0001404099971918,0,0.0001404099971918,0.0001404099971918,257,88,62,15,300,115,12,24,7,31,62,0.0360853692782926,0.0123560797528784,0.0087054198258916,0.002106149957877,0.04212299915754,0.016147149677057,0.0016849199663016,0.0033698399326032,0.0009828699803426,0.0043527099129458,0.0087054198258916,7122,4491,7093,8.61024622257239,0.0012636899747262,0.0087054198258916,7122,1,1,0,0,1
