"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","malaymail.com","nst.com.my","thestar.com.my","utusan.com.my","thesun.my"
"2019-03-01","Malaysia",129.771272974813,16.8046289993193,421.863852961198,49.0231449965963,229.403675970048,41.4370319945541,38.8277739959156,484.843430905378,739.532334921715,200.529611980939,28.8277739959156,47.4601769911504,418.370319945541,76.8509189925119,115.655547991831,88.2416609938734,13.0231449965963,49.0231449965963,42.4601769911504,104.655547991831,5.80462899931926,0,0,0,0,2,7.41388699795779,2.80462899931926,0,0,16.4138869979578,1.80462899931926,1.80462899931926,0,9.60925799863853,16.6092579986385,0,0,3.80462899931926,4.80462899931926,5.60925799863853,2.80462899931926,0.00788787217206497,0.00102143380739845,0.0256421014442741,0.00297976811309241,0.0139438169201342,0.00251866228996804,0.00236006406491099,0.0294701817958533,0.0449509077876073,0.0121887680513579,0.00175223522951104,0.00288476641084065,0.0254297544338403,0.00467122045906345,0.00702987770434179,0.00536358260356634,0.000791584305652585,0.00297976811309241,0.00258085199314068,0.00636126598540185,0.000352822088458501,0,0,0,0,0.00012156576707999,0.000450637429975553,0.000170473437838516,0,0,0.000997683381835509,0.000109690554298521,0.000109690554298521,0,0.000584078409837012,0.00100955859461698,0,0,0.000231256321378511,0.000292039204918506,0.000340946875677032,0.000170473437838516,364.7045609258,217.231449965963,141.72498298162,12.8046289993193,472.876786929884,208.817562968005,19.0231449965963,27.8509189925119,20.4138869979578,82.3342409802587,117.72498298162,0.022167794853258,0.0132039539245054,0.00861445313527961,0.000778302273238467,0.0287428146687262,0.0126925336109899,0.00115628160689256,0.00169285916560369,0.00124081491599549,0.00500451258085696,0.00715566393031973,16452,11989.5922396188,16370.7120490129,6.31019079393379,0.001472071237374,0.00825116265367229,16452,1,1,1,1,1
"2019-04-01","Malaysia",95.5321462552671,16.0354764170178,401.099768927552,53.1655566127498,182.543971727606,28.0827783063749,26.0473018893571,294.501834987087,647.359929319016,253.555797199946,11.0473018893571,51.2956368084817,459.312627429659,66.1182547233927,50.1419056680712,105.236509446785,12.0354764170178,30.0354764170178,35.2483349191246,51.2010330297676,0,0,0,1.01182547233927,0,3.03547641701781,3.02365094467854,12.0473018893571,3.02365094467854,0,53.1064292510534,0,2,0,13.0591273616963,9.04730188935708,1.01182547233927,1,1.01182547233927,3,8.01182547233927,1,0.00622035071332642,0.0010441122813529,0.0261166668138789,0.00346175000734144,0.0118859208052876,0.00182854397098417,0.00169600871789016,0.019175793396737,0.0421513171844652,0.0165096885792385,0.000719319044755637,0.00333999458318021,0.0299070599967222,0.00430513443960103,0.0032648720971527,0.00685222746755993,0.000783661701850358,0.00195568930961179,0.0022951123140464,0.00333383468093291,0,0,0,6.58826326565483e-05,0,0.000197647897969645,0.000196877910188731,0.000784431689631272,0.000196877910188731,0,0.00345790006843687,0,0.00013022528975127,0,0.00085031432228782,0.000589093755004367,6.58826326565483e-05,6.51126448756348e-05,6.58826326565483e-05,0.000195337934626905,0.000521671146785992,6.51126448756348e-05,261.608264238141,224.099768927552,142.366589642517,5.01182547233927,413.348103846677,194.662226450999,17.0591273616963,18.130080195732,13.0591273616963,49.3902405871959,85.5321462552671,0.0170340060058693,0.0145917286708915,0.00926986519354847,0.000326333212159088,0.0269141882957857,0.0126749724216043,0.00111076490179036,0.00118049747335148,0.00085031432228782,0.00321592919567625,0.00556922426457007,15358,11629.6608672013,15243.6097594128,5.74066663533026,0.00111153488957127,0.0134686439646065,15358,1,1,1,1,1
"2019-05-01","Malaysia",117.015158405336,17.0030316810671,274.659693800212,45.0090950432014,158.255722298014,31.3888130968622,26.4659693800212,213.484159466424,579.862513263605,126.866909201152,18.8487191147491,46.8517507958163,392.909352736092,103.632408670608,64.6263453084735,61.7035015916326,13.6944065484311,48.9319387600424,26.308625132636,24.0030316810671,0,0,1,0,0,6.23146884947703,10.154312566318,0,0,0,4.15431256631802,1,0,0,10.308625132636,5.15431256631802,0,0,0,1.07715628315901,13.308625132636,0,0.00796129802730547,0.00115682621316282,0.0186868753435986,0.00306225983420883,0.0107671603141934,0.00213558396359111,0.00180065106681325,0.0145247080872516,0.039451797065152,0.00863157635060226,0.0012824002663457,0.00318762762252118,0.0267321644261867,0.00705078300929432,0.00439694824523565,0.004198088283551,0.000931719046702348,0.00332915626344009,0.00178994592003239,0.00163308148598906,0,0,6.8036467546605e-05,0,0,0.000423967128145124,0.000690863557376379,0,0,0,0.000282644752096749,6.8036467546605e-05,0,0,0.000701362439286709,0.000350681219643354,0,0,0,7.32859085017697e-05,0.000905471841926524,0,341.033348491739,180.635440351675,126.24965893588,8.54009398211308,376.20585114446,159.178566014855,9.46293769895407,21.4629376989541,16.8487191147491,64.1573442473852,71.4690010610884,0.0232027043469682,0.0122897972752534,0.00858958082296094,0.000581037827058993,0.0255957171822329,0.0108299473407848,0.000643824853650433,0.00146026246420969,0.00114632733125249,0.00436503906976358,0.00486249837128102,14698,11405.7706533273,14645.6111869031,5.7983809465734,0.000423967128145124,0.0076312020417417,14698,1,1,1,1,1
"2019-06-01","Malaysia",37.323733138899,7.92325920524973,118.740977032446,11.2925628873496,114.740977032446,34.4316441851987,19.5851257746992,427.299671892089,479.210900473934,88.2637623040467,19.7697776157492,36.6618665694495,393.347612103536,77.8632883703974,41.6162960262486,90.4484141450966,2,24.508384979949,28.0311702515494,29.4004739336493,0,1.18465184104995,0,0,2.18465184104995,0,7.18465184104994,1.18465184104995,0,0,12.5539555231498,0,0,0,10.1079110462997,12.2925628873496,0,0,1,2,18.6618665694495,3,0.00278286110489852,0.000590758962514892,0.00885333857981257,0.000841974566608233,0.00855509819806488,0.00256722667649856,0.0014602688469057,0.0318595043164397,0.0357300104737499,0.00658095454101153,0.00147403650579699,0.00273351227031386,0.0293280354983251,0.00580549421192942,0.0031029150034483,0.00674384239077666,0.000149120190873844,0.00182734752310982,0.00209000672916414,0.00219210214238363,0,8.83277543282095e-05,0,0,0.000162887849765132,0,0.000535688326949742,8.83277543282095e-05,0,0,0.000936024121916928,0,0,0,0.000753646812280023,0.000916534662045155,0,0,7.45600954369222e-05,0.000149120190873844,0.00139143055244926,0.000223680286310766,346.405213270142,176.294932555596,81.971199416697,13.4772147283996,416.424352898287,104.525154939847,18.2158220925993,39.7697776157492,7.10791104629967,112.940029165148,99.9400291651476,0.0258280057612692,0.013144566996391,0.00611178045158791,0.00100486241637336,0.0310486394943548,0.00779340552787406,0.0013581734336862,0.00296523841453543,0.000529966525969257,0.00842081935320218,0.00745153811252219,13412,10334.0630696318,13340.6450966096,4.96959217652906,0.00162887849765132,0.00793215580390678,13412,1,1,1,1,1
"2019-07-01","Malaysia",103.802281368821,21.178284748627,190.41656104774,20.0859033938882,172.786086466695,41.3565694972539,54.7163779749331,381.410083086889,781.124911984228,314.849316997606,25.7228559357837,41.9935220391494,522.816927193353,94.1620898465005,79.6207576397691,102.158850866075,1,46.9902830587241,19.0891423743135,35.2674271229404,0,2.18152372905225,1,0,1,4.72609491620898,2.18152372905225,5.54457118715674,0,0,25.8152372905225,1.18152372905225,0,0,13.0891423743135,3.36304745810449,1,0,2.18152372905225,2,10.726094916209,0,0.00604415286880292,0.0012331597035418,0.011087490453461,0.00116955301000863,0.0100609110554731,0.0024080918538054,0.00318600081372616,0.0222085759337888,0.0454829924294997,0.0183329053800865,0.0014977789644686,0.00244518004187431,0.0304423504829017,0.00548282810332482,0.0046361219075212,0.00594845993164523,5.82275532782112e-05,0.00273612921036009,0.0011115140546357,0.00205353599178645,0,0.000127024789161072,5.82275532782112e-05,0,5.82275532782112e-05,0.000275188943531442,0.000127024789161072,0.000322846814205004,0,0,0.00150315810472356,6.87972358828605e-05,0,0,0.00076214873496643,0.000195822025043932,5.82275532782112e-05,0,0.000127024789161072,0.000116455106556422,0.00062455426320071,0,439.222081396986,215.42303900859,124.1620898465,21.9043796648359,514.549500070413,232.231798338262,11.0891423743135,39.3598084776792,25.7228559357837,93.9902830587241,127.89466272356,0.0255748271455099,0.0125435564812269,0.00722965470167116,0.0012754384339604,0.0299609584296269,0.013522289410636,0.000645693628410008,0.00229182534515426,0.0014977789644686,0.00547282421443601,0.00744699328773495,17174,12930.6963807914,17098.0097169413,6.0234731330014,0.000703921181688219,0.00597554423082534,17174,1,1,1,1,1
"2019-08-01","Malaysia",61.5883936583907,47.3236613819922,118.970984145977,21.7941968291953,168.118157343703,33.0589291055938,35.2795393359258,414.177385581813,569.634011367036,97.0002991325157,10.3529763685313,34.7500747831289,346.559676936883,81.6473227639844,80.603200717918,69.2061023033204,0,52.6325157044571,11.220610230332,40.0589291055938,2.04412204606641,0,2,0,2,3.04412204606641,6.17648818426563,0,0,0,18.3088543224649,0,1,0,31.191295243793,5.08824409213281,0,0,4.04412204606641,1,16.1323661381992,0,0.00425246106872821,0.00326753168418092,0.00821452628226035,0.00150481231990577,0.0116079650171721,0.00228260229963362,0.00243592759344927,0.0285974857130299,0.0393312166931599,0.00669752807653909,0.000714836454362443,0.00239936993600283,0.0239287217383749,0.00563745928081091,0.00556536634108389,0.00477843694699443,0,0.00363408932572375,0.000774743508273979,0.00276592757754566,0.000141139408000166,0,0.000138092936546296,0,0.000138092936546296,0.000210185876273314,0.000426464695454369,0,0,0,0.00126416172909375,0,6.90464682731478e-05,0,0.00215364877744894,0.00035132528427348,0,0,0.000279232344546462,6.90464682731478e-05,0.00111388290673198,0,316.088842357164,198.54457074484,86.5590786718516,19.6177086449297,397.80990128627,161.897547113371,10.220610230332,28.5735865988633,15.4853425067305,107.147173197727,115.33846844152,0.02182481822531,0.0137088014047393,0.00597659867926891,0.001354533497544,0.0274673687279065,0.0111784538502638,0.000705697040000831,0.00197290524054846,0.00106920821008979,0.0073981338947543,0.00796371390192084,14483,11179.609033802,14390.9703858809,5.76078165387312,0.000636650571727683,0.00880750387846797,14483,1,1,1,1,1
"2019-09-01","Malaysia",80.5381967213115,22.062131147541,134.883278688525,12.8690163934426,194.683442622951,18.9655737704918,29.3173770491803,545.456721311475,570.588524590164,105.083114754098,39.5104918032787,40.5449180327869,333.435737704918,59.2485245901639,80.9865573770492,40.8967213114754,18.1586885245902,41.186393442623,34.8345901639344,35.0277049180328,5.28967213114754,0,1,1.09655737704918,0,4.28967213114754,5.09655737704918,10.4827868852459,0,0,19.9655737704918,0,2,0,3.28967213114754,13.6759016393443,0,0,1,5.28967213114754,15.5793442622951,0,0.0058255476832775,0.00159581418788723,0.00975647585450449,0.000930851095366555,0.0140819849998518,0.00137183173746776,0.00212060593484125,0.0394543740550796,0.0412722260101384,0.00760094862597457,0.00285790175792251,0.00293272463166632,0.0241183173746776,0.00428560756529215,0.00585797883378294,0.00295817152343403,0.00131346752438265,0.00297912429964723,0.00251968102451605,0.00253364954199152,0.000382616429016097,0,7.23327305605787e-05,7.93169892983132e-05,0,0.000310283698455518,0.000368647911540628,0.000758248599294459,0,0,0.00144416446802834,0,0.000144665461121157,0,0.00023795096789494,0.000989215308451665,0,0,7.23327305605787e-05,0.000382616429016097,0.00112689651083509,0,282.007540983607,210.979836065574,71.3450819672131,3.19311475409836,318.732131147541,177.428196721311,5.38622950819672,56.7036065573771,15.9655737704918,100.634754098361,71.4139344262295,0.0203983754780186,0.0152607476358462,0.00516058459075682,0.000230966709157205,0.0230547653632941,0.012833865947292,0.000389600687753832,0.00410152669492782,0.00115483354578603,0.00727918655322681,0.00516556487712329,13825,10472.9062295082,13736.9445901639,5.59079623979144,0.00267831500311268,0.00787880117392464,13825,1,1,1,1,1
"2019-10-01","Malaysia",112.544431946007,60.7215973003375,292.709223847019,44.7975253093363,193.937007874016,42.7975253093363,41.7722159730034,419.51968503937,704.178290213723,188.987626546682,5.97469066366704,38.7469066366704,445.570303712036,61.7722159730034,116.696287964004,36.8987626546682,3,29.9493813273341,10.9493813273341,36.8228346456693,0,0,0,0,0,6.94938132733408,4,0,0,1,14.8734533183352,0,2,0,13.974690663667,1,0,0,1.97469066366704,5.92407199100112,17.8481439820022,2,0.00776222028733063,0.00418798519210549,0.0201882353160231,0.00308969758668435,0.0133758885353484,0.00295175703906037,0.0028810411733915,0.0289343875466839,0.0485673694884974,0.0130345283500022,0.000412076051015038,0.00267238476009866,0.0307311058495093,0.00426044664963124,0.00804857493371988,0.00254491776361598,0.000206910821435961,0.00206561703064584,0.00075518182821809,0.00253968098804533,0,0,0,0,0,0.000479300732970142,0.000275881095247948,0,0,6.8970273811987e-05,0.00102582614789539,0,0.000137940547623974,0,0.000963838241510935,6.8970273811987e-05,0,0,0.00013619495576709,0.000408584867301271,0.00123099137747446,0.000137940547623974,485.937570303712,311.696850393701,117.190101237345,16.9240719910011,512.988188976378,400.443757030371,12.9493813273341,28.7469066366704,16.9240719910011,89.4685039370079,92.417885264342,0.0335152472793787,0.0214978171179875,0.00808263337039419,0.00116725787923313,0.0353809358560161,0.0276187155686855,0.000893122375842064,0.00198268202197879,0.00116725787923313,0.00617066721408427,0.00637408685180647,14499,10055.8284589426,14427.455568054,6.31636074306242,0.000410330459158155,0.00788619610009953,14499,1,1,1,1,1
"2019-11-01","Malaysia",74.7724343083788,20.9241447694596,585.926623698562,112.570153693604,247.039167079822,71.6965790778384,24.9241447694596,407.648487853247,784.041646008924,173.393158155677,10.9747149231532,27.8230044620724,521.699058006941,41.8482895389192,50.873574615766,159.494298463064,4,42.8482895389192,16.9241447694596,49.8230044620724,5.9747149231532,0,2,0,0,1,5.9747149231532,1,0,0,10.9494298463064,0,0,0,7,3,0,1,6.9494298463064,9.9241447694596,19.873574615766,5.9747149231532,0.00599618559008651,0.00167795868239451,0.0469868984521702,0.00902727776211743,0.0198106789959761,0.00574952518667509,0.00199872853002884,0.032690335834262,0.0628742298323115,0.0139048242306076,0.000880089408432494,0.00223119522550701,0.041836331836964,0.00335591736478903,0.00407967719452815,0.012790240454135,0.000320769847634322,0.00343610982669761,0.00135718883476019,0.00399542938749578,0.000479127098889591,0,0.000160384923817161,0,0,8.01924619085806e-05,0.000479127098889591,8.01924619085806e-05,0,0,0.000878061735870601,0,0,0,0.000561347233360064,0.000240577385725742,0,8.01924619085806e-05,0.000557291888236279,0.000795841601400128,0.00159371087536215,0.000479127098889591,336.876053544869,268.457610312345,80.7218641546852,8.9747149231532,458.078334159643,305.305899851264,9.9747149231532,60.5954387704512,16.8988596926128,54.6965790778384,54.6712940009916,0.0270149200918098,0.0215282766890413,0.00647328501641421,0.000719704484615333,0.0367344293632432,0.0244832317442874,0.000799896946523913,0.00485929741543313,0.0013551611621983,0.00438625333422922,0.00438422566166733,12470,7964.97521070897,12389.3792761527,7.16886610167085,0.00199467318490505,0.00981906401839377,12470,1,1,1,0,1
"2019-12-01","Malaysia",41.2419928825623,18.9954245043213,235.46568378241,52.9908490086426,170.721403152008,29.9954245043213,27.7442806304016,734.332994407727,559.639044229792,178.712252160651,11.4977122521606,50.9862735129639,301.940518556177,73.4885612608033,82.7351296390442,92.7351296390442,9.24656837824098,44.9954245043213,9.74885612608032,47.2419928825623,0,0,0,1,0,12.4977122521606,3,0,0,0,15.9954245043213,0,2,0,27.246568378241,8.74885612608032,0,2,2,5.49771225216065,19.7442806304016,7.74885612608032,0.0036892381145507,0.00169920605638441,0.0210632152949646,0.00474021370504004,0.0152716167056095,0.00268319389071664,0.0024818213284195,0.0656886120769056,0.050061637376312,0.0159864256338358,0.0010285099071617,0.00456089753224474,0.0270096179046585,0.00657380456756447,0.00740094191242904,0.00829547630727652,0.000827137344864565,0.00402499548298786,0.000872068711519843,0.00422595875145919,0,0,0,8.94534394847482e-05,0,0.00111796334664645,0.000268360318454245,0,0,0,0.00143084573793016,0,0.000178906878969496,0,0.00243729925559003,0.000782615272035095,0,0.000178906878969496,0.000178906878969496,0.000491789270253211,0.00176619381254152,0.000693161832550347,271.917641077783,246.6802236909,93.4794102694458,15.4977122521606,399.164209456024,245.935943060498,3,37.4885612608033,8.49771225216065,46.4885612608033,70.2328418912049,0.024323968250987,0.0220663944620181,0.00836205476960782,0.00138632366510069,0.0357066114550518,0.0219998159996868,0.000268360318454245,0.00335348074611354,0.000760149588707456,0.00415856170147627,0.00628256927195678,11179,7351.08388408744,11071.5205897306,6.75562890877586,0.000447267197423741,0.0138844744528572,11179,1,1,1,0,1
"2020-01-01","Malaysia",72.066398390342,8,501.783366867874,68.7256874580818,170.132796780684,48.7035546613011,48.3628437290409,754.938296445339,986.115358819584,101.384976525822,70.7256874580818,76.429242119383,629.256874580818,62.0442655935614,47.0221327967807,129.429242119383,12.3407109322602,49.3628437290409,8,43.0442655935614,0,0,0,0,1,69.0442655935614,3,3,1,0,3,0,2,0,26.0221327967807,6,0,5.34071093226023,8,22.7035546613011,14.3407109322602,3,0.00539096337450195,0.000598444045481747,0.0375361585029828,0.00514105980386608,0.0127268698968196,0.00364329403510631,0.0036178069815261,0.0564735410267309,0.0737668580804596,0.00758415443789809,0.00529067081523652,0.00571732810587844,0.0470718787089182,0.00464125266259436,0.00351751442226067,0.00968201990719502,0.00092315312180283,0.00369261248721132,0.000598444045481747,0.00321994805457521,0,0,0,0,7.48055056852184e-05,0.00516489120239089,0.000224416517055655,0.000224416517055655,7.48055056852184e-05,0,0.000224416517055655,0,0.000149611011370437,0,0.00194659880287109,0.000448833034111311,0,0.000399514582006301,0.000598444045481747,0.00169835088729063,0.00107276413317327,0.000224416517055655,350.057679409792,317.376257545272,111.407109322602,10,456.694835680751,208.517773306506,32.3628437290409,58.7478202548625,11.3407109322602,41.0442655935614,48.0442655935614,0.0261862417272436,0.0237414914381562,0.00833386514980568,0.000748055056852184,0.0341632881269263,0.0155982774765489,0.00242091889056261,0.00439466040206931,0.000848347616117611,0.00307033704320477,0.0035939755830013,13368,8570.52045606975,13200.5486250838,7.27651465759018,0.000149611011370437,0.0164433137825557,13368,1,1,1,0,1
"2020-02-01","Malaysia",32.7222222222222,37.8055555555556,299.666666666667,36.8055555555556,378.805555555556,128.416666666667,39.8055555555556,940.722222222222,864.111111111111,84.8888888888889,70.8888888888889,30.4444444444444,596.722222222222,91.8055555555556,31.3611111111111,165.055555555556,1,52.5277777777778,12.7222222222222,18,0,0,0,0,1,61.8055555555556,3,1,0,0,0,0,1,0,34.8055555555556,4,0,6.36111111111111,3,0,14.7222222222222,1,0.00264935812664741,0.00306093073885155,0.0242625428440342,0.0029799656348114,0.0306700312165457,0.010397268777157,0.00322286094693187,0.0761656725951115,0.0699628460133682,0.00687303772074236,0.00573952626418014,0.00246493761188928,0.0483136768052969,0.00743304635702012,0.00253915562392609,0.0133637402279617,8.09651040401587e-05,0.00425291699277611,0.00103005604584424,0.00145737187272286,0,0,0,0,8.09651040401587e-05,0.00500409323581536,0.000242895312120476,8.09651040401587e-05,0,0,0,0,8.09651040401587e-05,0,0.00281803542673108,0.000323860416160635,0,0.000515028022922121,0.000242895312120476,0,0.00119198625392456,8.09651040401587e-05,241.722222222222,380.583333333333,80.9722222222222,2,446.027777777778,188.944444444444,6,26.4444444444444,20.0833333333333,63.25,93.7777777777778,0.0195710648710406,0.0308139691792837,0.00655592439658507,0.000161930208080317,0.0361126854325786,0.0152979066022544,0.000485790624240952,0.00214107719572864,0.00162604917280652,0.00512104283054004,0.00759272753443266,12351,7556.88888888889,12219.3055555556,7.98081670739778,0.000404825520200793,0.0167777687816551,12351,1,1,1,0,1
"2020-03-01","Malaysia",91.7108695652174,26.6184782608696,201.138586956522,98.0923913043478,405.271195652174,96.4739130434783,25.4277173913043,1634.09673913043,648.502173913044,109.855434782609,504.791304347826,221.421739130435,463.126630434783,99.6646739130435,43.8092391304348,260.895652173913,3,34.4277173913043,2,22.8092391304348,1,0,0,1,0,11.8092391304348,0,0,6,0,1,0,1,0,2,3,1,2,2,1,1,0,0.00497806380965192,0.00144485036426584,0.010917797696169,0.00532445265724083,0.0219981108208312,0.00523660169589525,0.00138021589270501,0.0886987319725579,0.0352006825116997,0.00596295037630183,0.0274000599439736,0.0120187667117426,0.0251385024390589,0.00540979611968971,0.00237796445369564,0.0141614097689797,0.000162839928350432,0.0018687356777563,0.000108559952233621,0.00123808495524262,5.42799761168105e-05,0,0,5.42799761168105e-05,0,0.000641005217957704,0,0,0.000325679856700863,0,5.42799761168105e-05,0,5.42799761168105e-05,0,0.000108559952233621,0.000162839928350432,5.42799761168105e-05,0.000108559952233621,0.000108559952233621,5.42799761168105e-05,5.42799761168105e-05,0,448.317391304348,558.883695652174,90.283152173913,3,354.941847826087,328.751086956522,11.8092391304348,69.7108695652174,35.2369565217391,68.283152173913,54.4739130434783,0.0243346572927508,0.0303361936520748,0.00490056734375037,0.000162839928350432,0.0192662350228566,0.0178446011483755,0.000641005217957704,0.00378390433508209,0.00191266115842909,0.00370640786918054,0.00295684269898921,18423,11939.7755434783,18389.1907608696,4.64066627994238,0.000749565170191325,0.00456202549270878,18423,1,1,1,0,1
"2020-04-01","Malaysia",89.467032967033,42.4269230769231,55.0802197802198,24.6934065934066,145.893956043956,45.4269230769231,22.0401098901099,1330.15164835165,331.521428571429,75.0802197802198,303.828021978022,157.320879120879,142.587362637363,150.240659340659,11,60.0401098901099,1,22.3467032967033,0,18.3467032967033,1,0,0,0,1,1,3,0,2,0,4.3467032967033,0,0,0,5,5,1,0,5,0,0,1,0.00550668018508235,0.00261136967298105,0.00339017786546561,0.00151987484418087,0.0089797474022254,0.00279601914673005,0.00135656489752631,0.0818706006248322,0.020405085774077,0.00462117435712561,0.0187005614561471,0.00968307251313345,0.00877622715808227,0.00924728622765183,0.000677048070412999,0.0036954582316803,6.15498245829999e-05,0.00137543566792043,0,0.00112923636958843,6.15498245829999e-05,0,0,0,6.15498245829999e-05,6.15498245829999e-05,0.000184649473749,0,0.000123099649166,0,0.000267538825426435,0,0,0,0.000307749122915,0.000307749122915,6.15498245829999e-05,0,0.000307749122915,0,0,6.15498245829999e-05,572.042857142857,574.59010989011,71.1203296703297,17.0401098901099,486.575824175824,336.948351648352,9.3467032967033,53.1203296703297,23.0401098901099,47.4269230769231,62.7736263736264,0.0352091375111009,0.0353659204708629,0.00437744381549392,0.00104881577461131,0.0299486566243506,0.020739111937487,0.000575287948341435,0.00326954697299992,0.00141811472210931,0.00291911879589605,0.00386370569173548,16247,11188.5769230769,16217.6532967033,3.86914945618051,0.000184649473749,0.00367411870458587,16247,1,1,1,0,1
"2020-05-01","Malaysia",56.1841596909208,56.5788795878944,166.947198969736,44.973599484868,183.289117836446,82.1577591757888,19.1841596909208,1097.55054732775,468.499034127495,131.736638763683,238.025756600129,165.473277527366,298.604636188023,85.947198969736,15.3947198969736,170.920798454604,9,27.3947198969736,1,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,7.3947198969736,0,0,0,0,0,1,0.00401487492431905,0.00404308129111722,0.0119299127461581,0.00321377729633186,0.0130976931425215,0.00587092748147698,0.00137088464276982,0.0784300805579357,0.0334785646796838,0.0094137943950038,0.0170091293840309,0.0118245875037421,0.0213380474623427,0.0061417178054692,0.00110009431877759,0.0122138629737462,0.000643132771187652,0.00195760468036113,7.1459196798628e-05,0.000428755180791768,0,0,0,0,0,7.1459196798628e-05,7.1459196798628e-05,0,0,0,0,0,0,0,0.000142918393597256,0.000528420744388566,0,0,0,0,0,7.1459196798628e-05,476.446233097231,285.341274951706,46.5788795878944,10.7894397939472,404.709594333548,359.367675466838,8.3947198969736,85.7366387636832,33.5788795878944,39.7630392788152,52.1577591757888,0.03404646513486,0.0203902583215454,0.00332848932313094,0.000771004701582621,0.0289202225477739,0.0256801254442503,0.000599879941187194,0.00612667134226691,0.00239951976474878,0.00284143484913643,0.00372715157751814,13994,9215.64133934321,13981.605280103,5.41040797010305,0,0.00191435185036067,13994,1,1,1,0,1
"2020-06-01","Malaysia",148.8961352657,28,380.128623188406,33.2844202898551,227.844202898551,78.7584541062802,12,833.670289855072,723.437801932367,112.042874396135,105.51690821256,67.9480676328502,566.489734299517,62.4740338164251,43.2844202898551,124.75845410628,9.18961352657005,44.2844202898551,6.09480676328502,20.094806763285,0,0,0,0,0,0,4,0,0,0,1,0,0,0,8.09480676328502,0,0,1,0,2,2,2,0.0107312529921226,0.00201801801801802,0.0273966575270923,0.00239887713800757,0.0164212038125082,0.00567628498063281,0.000864864864864865,0.06008434521478,0.052139661400531,0.00807516211864038,0.00760482221351787,0.00489715802759281,0.0408280889585237,0.00450263306785046,0.00311959785872829,0.00899160029594812,0.000662314488401445,0.00319166993080037,0.000439265352308831,0.00144827436131784,0,0,0,0,0,0,0.000288288288288288,0,0,0,7.20720720720721e-05,0,0,0,0.000583409496452975,0,0,7.20720720720721e-05,0,0.000144144144144144,0.000144144144144144,0.000144144144144144,610.575483091787,385.541666666667,165.559782608696,7.09480676328502,490.636473429952,444.731280193237,15.18961352657,77.2324879227053,15.094806763285,55.7584541062802,29.3792270531401,0.0440054402228315,0.0277867867867868,0.0119322365844105,0.000511337424380903,0.0353611872742308,0.0320527048787918,0.00109474692083388,0.00556630543587065,0.00108791400095748,0.00401862732297515,0.00211742176959568,13875,8656.86775362319,13854.9051932367,6.29294817192365,0.000144144144144144,0.00268716542629586,13875,1,1,1,0,1
