"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","elcomercio.com","metroecuador.com.ec"
"2013-05-01","Ecuador",21,5,33,5,30,1,1,78,84,32,1,5,24,20,29,22,0,6,10,22,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0.00428571428571429,0.00102040816326531,0.00673469387755102,0.00102040816326531,0.00612244897959184,0.000204081632653061,0.000204081632653061,0.0159183673469388,0.0171428571428571,0.00653061224489796,0.000204081632653061,0.00102040816326531,0.00489795918367347,0.00408163265306122,0.00591836734693878,0.00448979591836735,0,0.00122448979591837,0.00204081632653061,0.00448979591836735,0,0,0,0,0,0,0,0,0.000408163265306122,0,0,0.000204081632653061,0.000204081632653061,0,0,0,0,0,107,33,6,0,64,34,7,10,4,49,52,0.0218367346938776,0.00673469387755102,0.00122448979591837,0,0.0130612244897959,0.00693877551020408,0.00142857142857143,0.00204081632653061,0.000816326530612245,0.01,0.0106122448979592,4900,4126,17,7.14233219042054,0.000204081632653061,0.000612244897959184,4900,1,0
"2013-06-01","Ecuador",21,6,32,3,28,4,0,61,84,94,0,9,17,7,29,17,4,9,15,6,0,0,0,11,3,0,0,8,1,0,0,2,0,1,0,1,4,0,0.00450064294899271,0.00128589798542649,0.00685812258894128,0.000642948992713245,0.00600085726532362,0.00085726532361766,0,0.0130732961851693,0.0180025717959709,0.020145735105015,0,0.00192884697813973,0.00364337762537505,0.0015002143163309,0.00621517359622803,0.00364337762537505,0.00085726532361766,0.00192884697813973,0.00321474496356622,0.00128589798542649,0,0,0,0.00235747963994856,0.000642948992713245,0,0,0.00171453064723532,0.000214316330904415,0,0,0.00042863266180883,0,0.000214316330904415,0,0.000214316330904415,0.00085726532361766,0,89,31,7,0,60,68,1,4,1,46,54,0.0190741534504929,0.00664380625803686,0.0015002143163309,0,0.0128589798542649,0.0145735105015002,0.000214316330904415,0.00085726532361766,0.000214316330904415,0.00985855122160309,0.0115730818688384,4666,3877,196,7.9059858187235,0.00642948992713245,0.00107158165452207,4666,0,0
"2013-07-01","Ecuador",9,4,55,1,34,3,2,142,51,35,1,6,19,8,24,7,15,11,9,2,0,1,2,3,2,0,1,5,2,0,0,3,0,0,1,0,1,0,0.0018816642274723,0.00083629521220991,0.0114990591678863,0.000209073803052478,0.00710850930378424,0.000627221409157433,0.000418147606104955,0.0296884800334518,0.0106627639556764,0.00731758310683671,0.000209073803052478,0.00125444281831487,0.00397240225799707,0.00167259042441982,0.00501777127325946,0.00146351662136734,0.00313610704578716,0.00229981183357725,0.0018816642274723,0.000418147606104955,0,0.000209073803052478,0.000418147606104955,0.000627221409157433,0.000418147606104955,0,0.000209073803052478,0.00104536901526239,0.000418147606104955,0,0,0.000627221409157433,0,0,0.000209073803052478,0,0.000209073803052478,0,56,34,11,0,65,48,7,5,1,47,55,0.0117081329709387,0.00710850930378424,0.00229981183357725,0,0.013589797198411,0.0100355425465189,0.00146351662136734,0.00104536901526239,0.000209073803052478,0.00982646874346644,0.0114990591678863,4783,4041,57,7.19640367953345,0.00292703324273469,0.00146351662136734,4783,0,0
"2013-08-01","Ecuador",12,6,76,1,28,4,3,75,62,36,1,9,23,14,45,18,1,4,26,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.00249635947576451,0.00124817973788225,0.0158102766798419,0.000208029956313709,0.00582483877678386,0.000832119825254837,0.000624089868941127,0.0156022467235282,0.01289785729145,0.00748907842729353,0.000208029956313709,0.00187226960682338,0.00478468899521531,0.00291241938839193,0.00936134803411691,0.00374453921364677,0.000208029956313709,0.000832119825254837,0.00540877886415644,0.00332847930101935,0,0,0,0,0,0,0,0,0,0,0,0,0.000416059912627418,0,0,0,0,0,78,51,3,1,58,43,2,10,3,58,56,0.0162263365924693,0.0106095277719992,0.000624089868941127,0.000208029956313709,0.0120657374661951,0.00894528812148949,0.000416059912627418,0.00208029956313709,0.000624089868941127,0.0120657374661951,0.0116496775535677,4807,4010,12,7.11454732810333,0.000208029956313709,0.000208029956313709,4807,1,0
"2013-09-01","Ecuador",13,6,74,1,36,4,3,98,60,33,5,7,13,9,32,8,3,6,11,9,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0.00272422464375524,0.00125733445096396,0.0155071248952221,0.000209555741827326,0.00754400670578374,0.000838222967309304,0.000628667225481978,0.020536462699078,0.0125733445096396,0.00691533948030176,0.00104777870913663,0.00146689019279128,0.00272422464375524,0.00188600167644593,0.00670578373847443,0.00167644593461861,0.000628667225481978,0.00125733445096396,0.00230511316010059,0.00188600167644593,0,0,0,0,0,0,0,0.000419111483654652,0,0,0,0.00104777870913663,0,0,0,0,0,0,89,37,10,1,77,35,2,7,2,43,57,0.018650461022632,0.00775356244761106,0.00209555741827326,0.000209555741827326,0.0161357921207041,0.00733445096395641,0.000419111483654652,0.00146689019279128,0.000419111483654652,0.00901089689857502,0.0119446772841576,4772,4007,10,6.82990586647984,0.00104777870913663,0.000419111483654652,4772,0,0
"2013-10-01","Ecuador",26,5,82,4,45,2,1,115,58,38,0,6,22,9,29,11,0,11,5,12,0,0,0,0,0,1,0,0,4,0,0,5,0,0,1,1,0,0,0.00552838613650861,0.00106315118009781,0.0174356793536041,0.000850520944078248,0.00956836062088029,0.000425260472039124,0.000212630236019562,0.0244524771422496,0.0123325536891346,0.00807994896874335,0,0.00127578141611737,0.00467786519243036,0.00191367212417606,0.0061662768445673,0.00233893259621518,0,0.00233893259621518,0.00106315118009781,0.00255156283223474,0,0,0,0,0,0.000212630236019562,0,0,0.000850520944078248,0,0,0.00106315118009781,0,0,0.000212630236019562,0.000212630236019562,0,0,74,37,9,1,66,40,2,10,7,43,57,0.0157346374654476,0.00786731873272379,0.00191367212417606,0.000212630236019562,0.0140335955772911,0.00850520944078248,0.000425260472039124,0.00212630236019562,0.00148841165213693,0.00914310014884116,0.012119923453115,4703,3906,22,7.24354714088731,0.0017010418881565,0.000850520944078248,4703,0,0
"2013-11-01","Ecuador",11,4,113,5,31,2,0,81,58,36,3,13,19,12,24,17,1,4,11,10,0,0,0,0,0,2,0,0,7,0,0,5,1,1,0,0,1,0,0.00256709451575263,0.000933488914819137,0.0263710618436406,0.00116686114352392,0.00723453908984831,0.000466744457409568,0,0.0189031505250875,0.0135355892648775,0.00840140023337223,0.000700116686114352,0.00303383897316219,0.0044340723453909,0.00280046674445741,0.00560093348891482,0.00396732788798133,0.000233372228704784,0.000933488914819137,0.00256709451575263,0.00233372228704784,0,0,0,0,0,0.000466744457409568,0,0,0.00163360560093349,0,0,0.00116686114352392,0.000233372228704784,0.000233372228704784,0,0,0.000233372228704784,0,55,39,4,0,55,44,1,7,3,48,58,0.0128354725787631,0.00910151691948658,0.000933488914819137,0,0.0128354725787631,0.0102683780630105,0.000233372228704784,0.00163360560093349,0.000700116686114352,0.0112018669778296,0.0135355892648775,4285,3537,28,7.26487882372036,0.000933488914819137,0.00303383897316219,4285,0,0
"2013-12-01","Ecuador",24,1,84,4,15,3,0,76,44,24,1,26,15,15,18,9,5,0,12,11,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0.0060882800608828,0.000253678335870117,0.0213089802130898,0.00101471334348047,0.00380517503805175,0.00076103500761035,0,0.0192795535261289,0.0111618467782851,0.0060882800608828,0.000253678335870117,0.00659563673262303,0.00380517503805175,0.00380517503805175,0.0045662100456621,0.00228310502283105,0.00126839167935058,0,0.0030441400304414,0.00279046169457128,0,0,0,0,0,0,0,0,0,0.000253678335870117,0,0.000507356671740233,0,0.000253678335870117,0,0,0.000253678335870117,0,60,29,3,0,52,32,3,6,2,42,46,0.015220700152207,0.00735667174023338,0.00076103500761035,0,0.0131912734652461,0.00811770674784373,0.00076103500761035,0.0015220700152207,0.000507356671740233,0.0106544901065449,0.0116692034500254,3942,3291,8,7.87418793150166,0.000253678335870117,0.00101471334348047,3942,0,0
"2014-01-01","Ecuador",19,2,81,1,34,1,4,87,52,33,1,5,13,6,12,12,2,4,15,13,0,0,0,0,0,0,0,0,11,0,0,1,0,1,0,0,0,0,0.00434583714547118,0.000457456541628545,0.0185269899359561,0.000228728270814273,0.00777676120768527,0.000228728270814273,0.000914913083257091,0.0198993595608417,0.0118938700823422,0.007548032936871,0.000228728270814273,0.00114364135407136,0.00297346752058554,0.00137236962488564,0.00274473924977127,0.00274473924977127,0.000457456541628545,0.000914913083257091,0.00343092406221409,0.00297346752058554,0,0,0,0,0,0,0,0,0.002516010978957,0,0,0.000228728270814273,0,0.000228728270814273,0,0,0,0,97,40,1,2,57,38,6,4,2,56,57,0.0221866422689844,0.00914913083257091,0.000228728270814273,0.000457456541628545,0.0130375114364135,0.00869167429094236,0.00137236962488564,0.000914913083257091,0.000457456541628545,0.0128087831655993,0.0130375114364135,4372,3631,20,6.66445633027853,0.000228728270814273,0.00274473924977127,4372,0,0
"2014-02-01","Ecuador",14,0,189,19,17,0,0,86,39,27,0,14,17,4,22,15,0,3,13,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.00374331550802139,0,0.0505347593582888,0.00508021390374332,0.00454545454545455,0,0,0.0229946524064171,0.010427807486631,0.0072192513368984,0,0.00374331550802139,0.00454545454545455,0.00106951871657754,0.00588235294117647,0.00401069518716578,0,0.000802139037433155,0.00347593582887701,0.00320855614973262,0,0,0,0,0,0,0,0,0,0,0,0.000802139037433155,0,0,0,0,0,0,75,14,3,1,44,34,0,2,6,29,45,0.0200534759358289,0.00374331550802139,0.000802139037433155,0.000267379679144385,0.0117647058823529,0.00909090909090909,0,0.00053475935828877,0.00160427807486631,0.00775401069518717,0.0120320855614973,3740,3011,8,7.30583452237538,0,0.000802139037433155,3740,1,1
"2014-03-01","Ecuador",6,4,101,14,26,2,3,101,56,28,3,11,20,7,19,24,0,2,10,7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.00157068062827225,0.00104712041884817,0.0264397905759162,0.00366492146596859,0.00680628272251309,0.000523560209424084,0.000785340314136126,0.0264397905759162,0.0146596858638743,0.00732984293193717,0.000785340314136126,0.00287958115183246,0.00523560209424084,0.00183246073298429,0.0049738219895288,0.00628272251308901,0,0.000523560209424084,0.00261780104712042,0.00183246073298429,0,0,0,0,0,0,0,0,0.000261780104712042,0,0,0.000261780104712042,0,0,0,0,0,0,68,30,9,0,56,34,2,7,1,35,56,0.0178010471204188,0.00785340314136126,0.00235602094240838,0,0.0146596858638743,0.00890052356020942,0.000523560209424084,0.00183246073298429,0.000261780104712042,0.00916230366492147,0.0146596858638743,3820,3105,3,6.98522387589261,0.000261780104712042,0.000261780104712042,3820,0,0
"2014-04-01","Ecuador",8,2,39,0,26,3,1,143,43,25,1,7,13,6,16,10,1,4,13,11,0,0,0,0,0,0,2,0,2,0,0,2,1,0,0,0,0,0,0.0020997375328084,0.0005249343832021,0.0102362204724409,0,0.0068241469816273,0.00078740157480315,0.00026246719160105,0.0375328083989501,0.0112860892388451,0.00656167979002625,0.00026246719160105,0.00183727034120735,0.00341207349081365,0.0015748031496063,0.0041994750656168,0.0026246719160105,0.00026246719160105,0.0010498687664042,0.00341207349081365,0.00288713910761155,0,0,0,0,0,0,0.0005249343832021,0,0.0005249343832021,0,0,0.0005249343832021,0.00026246719160105,0,0,0,0,0,63,40,5,0,50,42,2,13,2,48,49,0.0165354330708661,0.010498687664042,0.00131233595800525,0,0.0131233595800525,0.0110236220472441,0.0005249343832021,0.00341207349081365,0.0005249343832021,0.0125984251968504,0.0128608923884514,3810,3141,13,6.91887235862459,0.00026246719160105,0.0015748031496063,3810,1,0
"2014-05-01","Ecuador",16,7,62,3,49,1,0,114,61,27,3,11,11,10,21,16,2,4,6,9,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0.00408788962698007,0.00178845171180378,0.0158405723045478,0.000766479305058763,0.0125191619826265,0.000255493101686254,0,0.029126213592233,0.0155850792028615,0.00689831374552887,0.000766479305058763,0.0028104241185488,0.0028104241185488,0.00255493101686254,0.00536535513541134,0.00408788962698007,0.000510986203372509,0.00102197240674502,0.00153295861011753,0.00229943791517629,0,0,0,0,0,0,0,0,0,0,0,0.000510986203372509,0,0.000255493101686254,0.000255493101686254,0,0,0,88,22,3,0,51,42,3,10,3,22,49,0.0224833929483904,0.0056208482370976,0.000766479305058763,0,0.013030148185999,0.0107307102708227,0.000766479305058763,0.00255493101686254,0.000766479305058763,0.0056208482370976,0.0125191619826265,3914,3200,12,7.33143716800078,0.000255493101686254,0.000766479305058763,3914,1,1
"2014-06-01","Ecuador",14,2,48,0,46,5,0,73,49,73,1,5,14,7,30,8,0,5,15,12,0,0,0,1,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0.00372142477405635,0.000531632110579479,0.0127591706539075,0,0.012227538543328,0.0013290802764487,0,0.019404572036151,0.0130249867091972,0.019404572036151,0.00026581605528974,0.0013290802764487,0.00372142477405635,0.00186071238702818,0.00797448165869218,0.00212652844231792,0,0.0013290802764487,0.00398724082934609,0.00318979266347687,0,0,0,0.00026581605528974,0,0.00026581605528974,0,0,0.000797448165869219,0,0,0.00026581605528974,0,0,0,0,0.00026581605528974,0,64,22,10,0,61,60,5,11,3,37,44,0.0170122275385433,0.00584795321637427,0.0026581605528974,0,0.0162147793726741,0.0159489633173844,0.0013290802764487,0.00292397660818713,0.000797448165869219,0.00983519404572036,0.0116959064327485,3762,3058,19,7.52223699933543,0.000531632110579479,0.0013290802764487,3762,1,1
"2014-07-01","Ecuador",19,7,28,3,57,1,2,94,53,47,1,7,13,10,25,5,3,3,8,10,0,0,0,0,0,3,0,0,2,0,0,0,0,1,1,0,0,0,0.00464774951076321,0.00171232876712329,0.00684931506849315,0.00073385518590998,0.0139432485322896,0.000244618395303327,0.000489236790606654,0.0229941291585127,0.0129647749510763,0.0114970645792564,0.000244618395303327,0.00171232876712329,0.00318003913894325,0.00244618395303327,0.00611545988258317,0.00122309197651663,0.00073385518590998,0.00073385518590998,0.00195694716242661,0.00244618395303327,0,0,0,0,0,0.00073385518590998,0,0,0.000489236790606654,0,0,0,0,0.000244618395303327,0.000244618395303327,0,0,0,106,46,7,0,52,92,4,7,2,36,41,0.0259295499021526,0.011252446183953,0.00171232876712329,0,0.012720156555773,0.0225048923679061,0.000978473581213307,0.00171232876712329,0.000489236790606654,0.00880626223091976,0.0100293542074364,4088,3316,14,6.86535117620105,0,0.00171232876712329,4088,1,0
"2014-08-01","Ecuador",8,6,24,5,42,2,4,181,46,34,6,12,5,8,11,2,1,2,8,10,0,0,0,0,0,0,1,0,2,0,0,4,0,1,0,0,2,0,0.00183612577461556,0.00137709433096167,0.00550837732384668,0.00114757860913473,0.0096396603167317,0.00045903144365389,0.000918062887307781,0.0415423456506771,0.0105577232040395,0.00780353454211613,0.00137709433096167,0.00275418866192334,0.00114757860913473,0.00183612577461556,0.0025246729400964,0.00045903144365389,0.000229515721826945,0.00045903144365389,0.00183612577461556,0.00229515721826945,0,0,0,0,0,0,0.000229515721826945,0,0.00045903144365389,0,0,0.000918062887307781,0,0.000229515721826945,0,0,0.00045903144365389,0,90,33,6,3,51,60,2,6,4,43,56,0.0206564149644251,0.00757401882028919,0.00137709433096167,0.000688547165480835,0.0117053018131742,0.0137709433096167,0.00045903144365389,0.00137709433096167,0.000918062887307781,0.00986917603855864,0.0128528804223089,4357,3601,21,6.34329189424317,0.00114757860913473,0.00137709433096167,4357,1,1
"2014-09-01","Ecuador",13,6,43,0,34,4,1,109,66,32,2,13,14,11,61,21,0,8,15,7,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0.00301904319554111,0.0013934045517882,0.00998606595448212,0,0.00789595912679981,0.000928936367858802,0.0002322340919647,0.0253135160241523,0.0153274500696702,0.00743149094287041,0.000464468183929401,0.00301904319554111,0.00325127728750581,0.0025545750116117,0.0141662796098467,0.00487691593125871,0,0.0018578727357176,0.00348351137947051,0.0016256386437529,0,0,0,0,0,0,0,0,0.000464468183929401,0,0,0,0.000696702275894101,0.0002322340919647,0,0,0,0,96,33,6,1,58,65,3,4,3,49,41,0.0222944728286112,0.00766372503483511,0.0013934045517882,0.0002322340919647,0.0134695773339526,0.0150952159777055,0.000696702275894101,0.000928936367858802,0.000696702275894101,0.0113794705062703,0.00952159777055272,4306,3501,10,7.6466365647987,0.0002322340919647,0.0011611704598235,4306,1,1
"2014-10-01","Ecuador",14,3,69,1,41,0,0,136,46,48,2,14,11,18,23,12,1,4,17,21,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,0,0,0.00304678998911861,0.000652883569096844,0.0150163220892274,0.000217627856365615,0.00892274211099021,0,0,0.0295973884657236,0.0100108813928183,0.0104461371055495,0.00043525571273123,0.00304678998911861,0.00239390642002176,0.00391730141458107,0.00500544069640914,0.00261153427638738,0.000217627856365615,0.000870511425462459,0.00369967355821545,0.00457018498367791,0,0,0,0,0,0,0,0,0.000870511425462459,0,0,0.00043525571273123,0,0.000217627856365615,0,0,0,0,84,39,13,0,58,51,3,10,3,41,38,0.0182807399347116,0.00848748639825898,0.00282916213275299,0,0.0126224156692057,0.0110990206746464,0.000652883569096844,0.00217627856365615,0.000652883569096844,0.00892274211099021,0.00826985854189336,4595,3792,16,7.09220848905742,0.000217627856365615,0.00130576713819369,4595,1,1
"2014-11-01","Ecuador",6,3,55,1,44,2,1,89,50,73,0,10,14,7,37,9,5,4,12,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00143300692620014,0.000716503463100072,0.0131358968235013,0.000238834487700024,0.0105087174588011,0.000477668975400048,0.000238834487700024,0.0212562694053021,0.0119417243850012,0.0174349176021017,0,0.00238834487700024,0.00334368282780033,0.00167184141390017,0.00883687604490088,0.00214951038930021,0.00119417243850012,0.000955337950800096,0.00286601385240029,0.00191067590160019,0,0,0,0,0,0,0,0,0,0,0,0.000238834487700024,0,0,0,0,0,0,51,29,3,0,42,57,3,5,3,42,51,0.0121805588727012,0.00692620014330069,0.000716503463100072,0,0.010031048483401,0.0136135657989014,0.000716503463100072,0.00119417243850012,0.000716503463100072,0.010031048483401,0.0121805588727012,4187,3487,12,7.13820178149173,0,0.000238834487700024,4187,1,0
"2014-12-01","Ecuador",3,2,34,0,30,1,1,107,41,40,0,10,8,8,11,23,0,5,8,9,0,0,0,1,0,2,0,0,5,0,0,2,0,0,0,2,0,0,0.000766479305058763,0.000510986203372509,0.00868676545733265,0,0.00766479305058763,0.000255493101686254,0.000255493101686254,0.0273377618804292,0.0104752171691364,0.0102197240674502,0,0.00255493101686254,0.00204394481349004,0.00204394481349004,0.0028104241185488,0.00587634133878385,0,0.00127746550843127,0.00204394481349004,0.00229943791517629,0,0,0,0.000255493101686254,0,0.000510986203372509,0,0,0.00127746550843127,0,0,0.000510986203372509,0,0,0,0.000510986203372509,0,0,73,18,4,0,38,59,2,5,5,33,42,0.0186509964230966,0.00459887583035258,0.00102197240674502,0,0.00970873786407767,0.015074092999489,0.000510986203372509,0.00127746550843127,0.00127746550843127,0.0084312723556464,0.0107307102708227,3914,3305,17,6.86217724428843,0.00153295861011753,0.00153295861011753,3914,1,1
"2015-01-01","Ecuador",11,3,29,0,30,5,6,104,64,35,1,10,9,9,19,14,0,10,14,14,0,0,0,0,0,6,2,0,4,0,0,0,0,0,0,0,0,0,0.00273427790206314,0.000745712155108128,0.00720855083271191,0,0.00745712155108128,0.00124285359184688,0.00149142431021626,0.0258513547104151,0.0159085259756401,0.00869997514292816,0.000248570718369376,0.00248570718369376,0.00223713646532438,0.00223713646532438,0.00472284364901815,0.00347999005717127,0,0.00248570718369376,0.00347999005717127,0.00347999005717127,0,0,0,0,0,0.00149142431021626,0.000497141436738752,0,0.000994282873477504,0,0,0,0,0,0,0,0,0,87,27,10,2,66,49,7,8,3,61,46,0.0216256524981357,0.00671140939597315,0.00248570718369376,0.000497141436738752,0.0164056674123788,0.0121799652000994,0.00173999502858563,0.00198856574695501,0.000745712155108128,0.0151628138205319,0.0114342530449913,4023,3295,29,7.2432607734068,0,0.00298284862043251,4023,1,0
"2015-02-01","Ecuador",11,5,19,0,32,4,0,107,73,21,1,11,14,4,16,9,2,5,7,16,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0.00323719835197175,0.00147145379635079,0.00559152442613302,0,0.00941730429664508,0.00117716303708064,0,0.031489111241907,0.0214832254267216,0.00618010594467334,0.000294290759270159,0.00323719835197175,0.00412007062978222,0.00117716303708064,0.00470865214832254,0.00264861683343143,0.000588581518540318,0.00147145379635079,0.00206003531489111,0.00470865214832254,0,0,0,0,0,0.000294290759270159,0.000294290759270159,0.000294290759270159,0.000294290759270159,0,0,0.000294290759270159,0,0,0.000294290759270159,0,0,0,80,21,8,1,58,38,2,7,2,22,45,0.0235432607416127,0.00618010594467334,0.00235432607416127,0.000294290759270159,0.0170688640376692,0.011183048852266,0.000588581518540318,0.00206003531489111,0.000588581518540318,0.0064743967039435,0.0132430841671572,3398,2779,18,7.94101122650113,0.000588581518540318,0.00117716303708064,3398,1,1
"2015-03-01","Ecuador",14,0,31,2,32,1,3,174,96,23,2,8,23,6,66,16,4,5,10,11,0,1,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0.00334208641680592,0,0.00740033420864168,0.00047744091668656,0.00763905466698496,0.00023872045834328,0.00071616137502984,0.0415373597517307,0.0229171640009549,0.00549057054189544,0.00047744091668656,0.00190976366674624,0.00549057054189544,0.00143232275005968,0.0157555502506565,0.00381952733349248,0.00095488183337312,0.0011936022917164,0.0023872045834328,0.00262592504177608,0,0.00023872045834328,0,0,0,0.00023872045834328,0,0,0.00023872045834328,0,0,0.00047744091668656,0,0.00023872045834328,0,0,0,0,94,25,11,1,59,37,7,2,8,51,42,0.0224397230842683,0.005968011458582,0.00262592504177608,0.00023872045834328,0.0140845070422535,0.00883265695870136,0.00167104320840296,0.00047744091668656,0.00190976366674624,0.0121747433755073,0.0100262592504178,4189,3353,11,7.38929568352691,0.00047744091668656,0.00095488183337312,4189,1,1
"2015-04-01","Ecuador",14,3,23,0,34,2,5,176,73,42,4,15,14,9,32,4,2,6,6,14,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.00372538584353379,0.000798296966471527,0.00612027674294838,0,0.00904736562001064,0.000532197977647685,0.00133049494411921,0.0468334220329963,0.0194252261841405,0.0111761575306014,0.00106439595529537,0.00399148483235764,0.00372538584353379,0.00239489089941458,0.00851516764236296,0.00106439595529537,0.000532197977647685,0.00159659393294305,0.00159659393294305,0.00372538584353379,0,0,0,0,0,0,0,0,0.000266098988823842,0,0,0.000266098988823842,0,0,0.000266098988823842,0,0,0,91,19,13,0,43,66,9,2,4,42,52,0.0242150079829697,0.00505588078765301,0.00345928685470995,0,0.0114422565194252,0.0175625332623736,0.00239489089941458,0.000532197977647685,0.00106439595529537,0.0111761575306014,0.0138371474188398,3758,2965,12,7.37850262634496,0.000266098988823842,0.000532197977647685,3758,1,0
"2015-05-01","Ecuador",17,8,28,3,33,3,0,143,69,40,0,14,32,16,63,10,0,5,7,15,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0.00437580437580438,0.00205920205920206,0.00720720720720721,0.000772200772200772,0.00849420849420849,0.000772200772200772,0,0.0368082368082368,0.0177606177606178,0.0102960102960103,0,0.0036036036036036,0.00823680823680824,0.00411840411840412,0.0162162162162162,0.00257400257400257,0,0.00128700128700129,0.0018018018018018,0.00386100386100386,0,0,0,0,0,0,0,0,0.000257400257400257,0,0,0,0.000514800514800515,0,0,0,0,0.000257400257400257,99,21,15,0,55,41,4,11,1,34,44,0.0254826254826255,0.00540540540540541,0.00386100386100386,0,0.0141570141570142,0.0105534105534106,0.00102960102960103,0.00283140283140283,0.000257400257400257,0.00875160875160875,0.0113256113256113,3885,3091,19,7.93432213878802,0.000514800514800515,0.000514800514800515,3885,1,1
"2015-06-01","Ecuador",10,8,28,6,42,3,2,81,62,60,0,15,29,10,203,14,1,4,10,18,1,0,0,0,0,0,1,0,2,3,0,3,1,0,0,0,0,0,0.00251572327044025,0.0020125786163522,0.0070440251572327,0.00150943396226415,0.0105660377358491,0.000754716981132075,0.00050314465408805,0.020377358490566,0.0155974842767296,0.0150943396226415,0,0.00377358490566038,0.00729559748427673,0.00251572327044025,0.0510691823899371,0.00352201257861635,0.000251572327044025,0.0010062893081761,0.00251572327044025,0.00452830188679245,0.000251572327044025,0,0,0,0,0,0.000251572327044025,0,0.00050314465408805,0.000754716981132075,0,0.000754716981132075,0.000251572327044025,0,0,0,0,0,70,21,6,0,48,65,4,1,3,34,43,0.0176100628930818,0.00528301886792453,0.00150943396226415,0,0.0120754716981132,0.0163522012578616,0.0010062893081761,0.000251572327044025,0.000754716981132075,0.00855345911949685,0.0108176100628931,3975,3104,10,8.24029854174765,0.00125786163522013,0.00150943396226415,3975,1,1
"2015-07-01","Ecuador",18,1,31,1,57,5,2,89,65,16,0,7,19,6,72,10,2,4,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442043222003929,0.000245579567779961,0.00761296660117878,0.000245579567779961,0.0139980353634578,0.0012278978388998,0.000491159135559921,0.0218565815324165,0.0159626719056974,0.00392927308447937,0,0.00171905697445972,0.00466601178781925,0.00147347740667976,0.0176817288801572,0.00245579567779961,0.000491159135559921,0.000982318271119843,0.00417485265225933,0.00368369351669941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,32,8,1,43,43,6,3,2,34,46,0.0211198428290766,0.00785854616895874,0.00196463654223969,0.000245579567779961,0.0105599214145383,0.0105599214145383,0.00147347740667976,0.000736738703339882,0.000491159135559921,0.00834970530451866,0.0112966601178782,4072,3356,19,7.47523230126385,0,0,4072,1,1
