"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","confidentenamibia.com","thevillager.com.na","observer24.com.na","informante.web.na"
"2021-01-01","Namibia",2,0,0,1,3,0,0,43,8,1,4,0,8,1,5,6,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.00340715502555366,0,0,0.00170357751277683,0.00511073253833049,0,0,0.0732538330494037,0.0136286201022147,0.00170357751277683,0.00681431005110733,0,0.0136286201022147,0.00170357751277683,0.00851788756388416,0.010221465076661,0,0.00340715502555366,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0.00170357751277683,0,0,0,0,0,0,0,0,0,0.00170357751277683,11,7,1,0,13,2,0,1,0,11,16,0.0187393526405451,0.0119250425894378,0.00170357751277683,0,0.0221465076660988,0.00340715502555366,0,0.00170357751277683,0,0.0187393526405451,0.0272572402044293,587,448,0,4.25909953262371,0,0.00340715502555366,587,1,1,1,1
"2021-02-01","Namibia",4,2,5,1,2,1,0,23,16,4,2,0,16,8,11,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0.00429645542427497,0.00214822771213749,0.00537056928034372,0.00107411385606874,0.00214822771213749,0.00107411385606874,0,0.0247046186895811,0.0171858216970999,0.00429645542427497,0.00214822771213749,0,0.0171858216970999,0.00859291084854995,0.0118152524167562,0.00644468313641246,0,0,0,0,0,0,0,0,0,0,0,0.00214822771213749,0,0,0,0,0,0,0,0.00107411385606874,0.00107411385606874,0,0,0.00107411385606874,13,11,14,2,32,8,4,1,4,10,11,0.0139634801288937,0.0118152524167562,0.0150375939849624,0.00214822771213749,0.0343716433941998,0.00859291084854995,0.00429645542427497,0.00107411385606874,0.00429645542427497,0.0107411385606874,0.0118152524167562,931,748,1,6.06610937358116,0,0.00537056928034372,931,1,1,1,1
"2021-03-01","Namibia",3,0,5,0,2,1,1,43,8,2,2,0,9,7,4,5,0,2,2,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00280898876404494,0,0.00468164794007491,0,0.00187265917602996,0.000936329588014981,0.000936329588014981,0.0402621722846442,0.00749063670411985,0.00187265917602996,0.00187265917602996,0,0.00842696629213483,0.00655430711610487,0.00374531835205993,0.00468164794007491,0,0.00187265917602996,0.00187265917602996,0,0.000936329588014981,0.00280898876404494,0,0,0.000936329588014981,0.000936329588014981,0,0,0,0,0,0,0,0,0,0,0.000936329588014981,0,0,0,15,6,20,6,47,23,2,1,2,14,15,0.0140449438202247,0.00561797752808989,0.0187265917602996,0.00561797752808989,0.0440074906367041,0.0215355805243446,0.00187265917602996,0.000936329588014981,0.00187265917602996,0.0131086142322097,0.0140449438202247,1068,857,2,3.7357231571763,0,0.00655430711610487,1068,1,1,1,1
"2021-04-01","Namibia",2,2,4,0,2,6,1,37,19,1,1,2,17,0,3,14,0,2,0,3,0,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.00202634245187437,0.00202634245187437,0.00405268490374873,0,0.00202634245187437,0.0060790273556231,0.00101317122593718,0.0374873353596758,0.0192502532928065,0.00101317122593718,0.00101317122593718,0.00202634245187437,0.0172239108409321,0,0.00303951367781155,0.0141843971631206,0,0.00202634245187437,0,0.00303951367781155,0,0,0,0,0.00101317122593718,0.00202634245187437,0,0,0,0.00101317122593718,0,0,0.00101317122593718,0,0,0,0.00101317122593718,0,0,0.00101317122593718,29,14,13,3,46,8,4,2,1,9,15,0.0293819655521783,0.0141843971631206,0.0131712259371834,0.00303951367781155,0.0466058763931104,0.00810536980749747,0.00405268490374873,0.00202634245187437,0.00101317122593718,0.00911854103343465,0.0151975683890578,987,760,0,6.89411473132531,0.00101317122593718,0.0060790273556231,987,1,1,1,1
"2021-05-01","Namibia",2,1,3,0,5,2,0,24,19,4,0,0,12,7,13,4,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.00208768267223382,0.00104384133611691,0.00313152400835073,0,0.00521920668058455,0.00208768267223382,0,0.0250521920668058,0.0198329853862213,0.00417536534446764,0,0,0.0125260960334029,0.00730688935281837,0.0135699373695198,0.00417536534446764,0,0.00104384133611691,0,0.00208768267223382,0,0,0,0,0,0.00104384133611691,0,0,0,0.00104384133611691,0,0,0,0,0,0,0,0,0.00104384133611691,0.00104384133611691,25,11,10,0,43,14,3,1,1,12,11,0.0260960334029228,0.011482254697286,0.0104384133611691,0,0.0448851774530271,0.0146137787056367,0.00313152400835073,0.00104384133611691,0.00104384133611691,0.0125260960334029,0.011482254697286,958,749,1,5.5063515546095,0.00104384133611691,0.00313152400835073,958,1,1,1,1
"2021-06-01","Namibia",0,1,4,1,2,1,0,37,10,4,4,0,8,5,2,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.00106157112526539,0.00424628450106157,0.00106157112526539,0.00212314225053079,0.00106157112526539,0,0.0392781316348195,0.0106157112526539,0.00424628450106157,0.00424628450106157,0,0.00849256900212314,0.00530785562632696,0.00212314225053079,0.00636942675159236,0,0,0.00106157112526539,0,0,0,0,0,0.00212314225053079,0,0,0,0,0,0.00106157112526539,0,0,0.00212314225053079,0,0,0,0,0,0,21,5,15,3,28,13,4,1,0,15,11,0.0222929936305732,0.00530785562632696,0.0159235668789809,0.00318471337579618,0.029723991507431,0.0138004246284501,0.00424628450106157,0.00106157112526539,0,0.0159235668789809,0.0116772823779193,942,766,1,3.81092957072803,0.00318471337579618,0.00212314225053079,942,1,1,1,1
"2021-07-01","Namibia",8,1,5,0,1,1,0,26,10,4,1,4,13,3,2,5,1,0,1,2,2,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,1,2,0.00831600831600832,0.00103950103950104,0.0051975051975052,0,0.00103950103950104,0.00103950103950104,0,0.027027027027027,0.0103950103950104,0.00415800415800416,0.00103950103950104,0.00415800415800416,0.0135135135135135,0.00311850311850312,0.00207900207900208,0.0051975051975052,0.00103950103950104,0,0.00103950103950104,0.00207900207900208,0.00207900207900208,0.00103950103950104,0,0,0,0.00103950103950104,0,0.00207900207900208,0,0,0,0,0,0,0.00207900207900208,0,0.00103950103950104,0,0.00103950103950104,0.00207900207900208,31,5,13,1,31,7,0,2,2,11,14,0.0322245322245322,0.0051975051975052,0.0135135135135135,0.00103950103950104,0.0322245322245322,0.00727650727650728,0,0.00207900207900208,0.00207900207900208,0.0114345114345114,0.0145530145530146,962,783,0,3.9469852276031,0.00103950103950104,0.0114345114345114,962,1,0,1,1
"2021-08-01","Namibia",4,0,10,0,5,0,0,26,16,2,2,3,14,5,3,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0.00407331975560081,0,0.010183299389002,0,0.00509164969450102,0,0,0.0264765784114053,0.0162932790224033,0.00203665987780041,0.00203665987780041,0.00305498981670061,0.0142566191446029,0.00509164969450102,0.00305498981670061,0.00305498981670061,0,0.0010183299389002,0,0.0010183299389002,0,0,0,0,0,0.0010183299389002,0.0010183299389002,0,0,0.0010183299389002,0,0,0.00305498981670061,0.0010183299389002,0,0,0,0,0,0,22,4,12,3,34,9,0,0,0,13,15,0.0224032586558045,0.00407331975560081,0.0122199592668024,0.00305498981670061,0.0346232179226069,0.00916496945010183,0,0,0,0.0132382892057026,0.0152749490835031,982,804,1,3.76130988340479,0.0010183299389002,0.00610997963340122,982,1,1,1,1
"2021-09-01","Namibia",1,1,9,2,5,2,4,24,15,1,3,1,9,3,4,6,0,0,8,1,0,0,0,0,1,1,0,0,1,1,0,0,0,3,0,0,1,0,1,0,0.000944287063267233,0.000944287063267233,0.0084985835694051,0.00188857412653447,0.00472143531633617,0.00188857412653447,0.00377714825306893,0.0226628895184136,0.0141643059490085,0.000944287063267233,0.0028328611898017,0.000944287063267233,0.0084985835694051,0.0028328611898017,0.00377714825306893,0.0056657223796034,0,0,0.00755429650613787,0.000944287063267233,0,0,0,0,0.000944287063267233,0.000944287063267233,0,0,0.000944287063267233,0.000944287063267233,0,0,0,0.0028328611898017,0,0,0.000944287063267233,0,0.000944287063267233,0,22,9,7,3,43,18,0,2,1,12,15,0.0207743153918791,0.0084985835694051,0.00661000944287063,0.0028328611898017,0.040604343720491,0.0169971671388102,0,0.00188857412653447,0.000944287063267233,0.0113314447592068,0.0141643059490085,1059,849,0,5.9665865168868,0.00472143531633617,0.00377714825306893,1059,1,1,1,1
"2021-10-01","Namibia",2,1,4,0,7,0,0,26,12,3,1,2,9,6,6,6,0,1,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.00180831826401447,0.000904159132007233,0.00361663652802893,0,0.00632911392405063,0,0,0.0235081374321881,0.0108499095840868,0.0027124773960217,0.000904159132007233,0.00180831826401447,0.0081374321880651,0.0054249547920434,0.0054249547920434,0.0054249547920434,0,0.000904159132007233,0.000904159132007233,0.0027124773960217,0.000904159132007233,0,0,0,0,0.000904159132007233,0,0,0,0.000904159132007233,0,0,0,0,0,0,0.000904159132007233,0,0,0.000904159132007233,24,11,18,2,50,12,1,1,3,14,20,0.0216998191681736,0.00994575045207957,0.0162748643761302,0.00180831826401447,0.0452079566003617,0.0108499095840868,0.000904159132007233,0.000904159132007233,0.0027124773960217,0.0126582278481013,0.0180831826401447,1106,889,2,3.57939047483348,0.00180831826401447,0.0027124773960217,1106,1,1,1,1
"2021-11-01","Namibia",4,0,5,0,3,0,1,22,15,8,7,1,14,5,1,8,0,2,2,2,0,1,0,0,2,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0.00390625,0,0.0048828125,0,0.0029296875,0,0.0009765625,0.021484375,0.0146484375,0.0078125,0.0068359375,0.0009765625,0.013671875,0.0048828125,0.0009765625,0.0078125,0,0.001953125,0.001953125,0.001953125,0,0.0009765625,0,0,0.001953125,0,0,0,0.0009765625,0.0009765625,0.0009765625,0,0,0.001953125,0,0,0,0,0,0.0009765625,25,11,18,0,31,23,7,0,3,10,23,0.0244140625,0.0107421875,0.017578125,0,0.0302734375,0.0224609375,0.0068359375,0,0.0029296875,0.009765625,0.0224609375,1024,802,6,4.87332225909506,0.0009765625,0.0078125,1024,1,1,1,1
"2021-12-01","Namibia",1,1,11,3,2,0,1,47,13,8,1,0,8,4,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.00116959064327485,0.00116959064327485,0.0128654970760234,0.00350877192982456,0.00233918128654971,0,0.00116959064327485,0.0549707602339181,0.0152046783625731,0.00935672514619883,0.00116959064327485,0,0.00935672514619883,0.00467836257309942,0.00233918128654971,0.00584795321637427,0,0.00350877192982456,0,0,0,0,0,0,0,0,0,0,0,0.00116959064327485,0,0,0,0,0,0,0,0.00116959064327485,0.00116959064327485,0,19,8,8,1,24,8,3,0,1,12,15,0.0222222222222222,0.00935672514619883,0.00935672514619883,0.00116959064327485,0.0280701754385965,0.00935672514619883,0.00350877192982456,0,0.00116959064327485,0.0140350877192982,0.0175438596491228,855,663,1,4.75287512836262,0.00233918128654971,0.00116959064327485,855,1,1,1,1
"2022-01-01","Namibia",3,0,2,1,3,2,3,56,17,5,0,0,8,3,2,3,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.00342857142857143,0,0.00228571428571429,0.00114285714285714,0.00342857142857143,0.00228571428571429,0.00342857142857143,0.064,0.0194285714285714,0.00571428571428571,0,0,0.00914285714285714,0.00342857142857143,0.00228571428571429,0.00342857142857143,0,0,0,0.00228571428571429,0,0,0,0,0,0.00114285714285714,0,0,0,0.00114285714285714,0.00114285714285714,0,0,0,0,0,0,0,0,0.00228571428571429,28,6,8,0,22,7,3,1,2,8,17,0.032,0.00685714285714286,0.00914285714285714,0,0.0251428571428571,0.008,0.00342857142857143,0.00114285714285714,0.00228571428571429,0.00914285714285714,0.0194285714285714,875,682,0,5.20899139603159,0,0.00571428571428571,875,1,1,1,1
"2022-02-01","Namibia",3,0,10,0,2,3,1,23,18,8,1,0,14,3,1,4,2,2,0,2,0,0,0,0,0,2,0,1,0,1,0,0,1,2,0,0,0,0,0,1,0.00316455696202532,0,0.0105485232067511,0,0.00210970464135021,0.00316455696202532,0.00105485232067511,0.0242616033755274,0.0189873417721519,0.00843881856540084,0.00105485232067511,0,0.0147679324894515,0.00316455696202532,0.00105485232067511,0.00421940928270042,0.00210970464135021,0.00210970464135021,0,0.00210970464135021,0,0,0,0,0,0.00210970464135021,0,0.00105485232067511,0,0.00105485232067511,0,0,0.00105485232067511,0.00210970464135021,0,0,0,0,0,0.00105485232067511,23,12,11,4,35,10,3,0,1,10,15,0.0242616033755274,0.0126582278481013,0.0116033755274262,0.00421940928270042,0.0369198312236287,0.0105485232067511,0.00316455696202532,0,0.00105485232067511,0.0105485232067511,0.0158227848101266,948,756,0,5.28023073243633,0.00527426160337553,0.00316455696202532,948,1,1,1,1
"2022-03-01","Namibia",2,1,4,1,5,1,0,33,8,6,1,1,10,3,3,10,0,2,0,2,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,1,0,4,1,0.00198412698412698,0.000992063492063492,0.00396825396825397,0.000992063492063492,0.00496031746031746,0.000992063492063492,0,0.0327380952380952,0.00793650793650794,0.00595238095238095,0.000992063492063492,0.000992063492063492,0.00992063492063492,0.00297619047619048,0.00297619047619048,0.00992063492063492,0,0.00198412698412698,0,0.00198412698412698,0,0,0,0,0.00198412698412698,0.00297619047619048,0.000992063492063492,0,0,0.000992063492063492,0,0,0,0,0,0,0.000992063492063492,0,0.00396825396825397,0.000992063492063492,17,8,7,2,32,16,2,0,3,19,14,0.0168650793650794,0.00793650793650794,0.00694444444444444,0.00198412698412698,0.0317460317460317,0.0158730158730159,0.00198412698412698,0,0.00297619047619048,0.0188492063492063,0.0138888888888889,1008,812,0,3.87533366278513,0.00793650793650794,0.00595238095238095,1008,1,1,1,1
"2022-04-01","Namibia",1,1,7,0,4,0,0,20,12,2,0,1,14,6,4,5,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0.00111856823266219,0.00111856823266219,0.00782997762863535,0,0.00447427293064877,0,0,0.0223713646532438,0.0134228187919463,0.00223713646532438,0,0.00111856823266219,0.0156599552572707,0.00671140939597315,0.00447427293064877,0.00559284116331096,0,0.00335570469798658,0,0,0,0,0,0,0.00111856823266219,0,0,0.00111856823266219,0,0,0,0,0,0.00111856823266219,0,0,0.00111856823266219,0,0.00223713646532438,0,26,11,10,1,30,16,0,0,0,8,11,0.029082774049217,0.0123042505592841,0.0111856823266219,0.00111856823266219,0.0335570469798658,0.0178970917225951,0,0,0,0.00894854586129754,0.0123042505592841,894,724,2,4.60076261271215,0.00447427293064877,0.00223713646532438,894,1,1,1,1
"2022-05-01","Namibia",2,0,11,1,5,0,1,20,16,4,0,0,7,6,17,7,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.00227272727272727,0,0.0125,0.00113636363636364,0.00568181818181818,0,0.00113636363636364,0.0227272727272727,0.0181818181818182,0.00454545454545455,0,0,0.00795454545454545,0.00681818181818182,0.0193181818181818,0.00795454545454545,0,0.00113636363636364,0.00227272727272727,0.00568181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0.00113636363636364,0,0,0,0,0,0.00113636363636364,0,31,11,14,0,33,9,3,0,3,7,17,0.0352272727272727,0.0125,0.0159090909090909,0,0.0375,0.0102272727272727,0.00340909090909091,0,0.00340909090909091,0.00795454545454545,0.0193181818181818,880,668,13,5.48553810466298,0.00113636363636364,0.00113636363636364,880,1,1,1,1
"2022-06-01","Namibia",5,0,8,1,6,1,1,24,12,12,1,1,9,1,7,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00744047619047619,0,0.0119047619047619,0.00148809523809524,0.00892857142857143,0.00148809523809524,0.00148809523809524,0.0357142857142857,0.0178571428571429,0.0178571428571429,0.00148809523809524,0.00148809523809524,0.0133928571428571,0.00148809523809524,0.0104166666666667,0.00148809523809524,0,0.00446428571428571,0,0.00148809523809524,0,0,0,0,0.00148809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148809523809524,0,23,12,6,0,6,6,2,0,1,14,10,0.0342261904761905,0.0178571428571429,0.00892857142857143,0,0.00892857142857143,0.00892857142857143,0.00297619047619048,0,0.00148809523809524,0.0208333333333333,0.0148809523809524,672,514,4,5.43240317831686,0.00148809523809524,0.00148809523809524,672,1,1,1,1
"2022-07-01","Namibia",1,0,10,1,3,0,2,15,17,3,0,0,12,8,14,6,0,2,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000956937799043062,0,0.00956937799043062,0.000956937799043062,0.00287081339712919,0,0.00191387559808612,0.0143540669856459,0.0162679425837321,0.00287081339712919,0,0,0.0114832535885167,0.0076555023923445,0.0133971291866029,0.00574162679425837,0,0.00191387559808612,0.000956937799043062,0.00191387559808612,0,0,0,0,0.000956937799043062,0,0,0,0,0.000956937799043062,0,0,0,0,0,0,0,0,0,0,29,15,12,3,38,10,2,0,4,9,16,0.0277511961722488,0.0143540669856459,0.0114832535885167,0.00287081339712919,0.0363636363636364,0.00956937799043062,0.00191387559808612,0,0.00382775119617225,0.00861244019138756,0.015311004784689,1045,837,9,5.29265111324041,0.000956937799043062,0.000956937799043062,1045,1,1,1,1
"2022-08-01","Namibia",2,0,30,3,7,2,1,23,13,3,0,2,11,2,12,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00180505415162455,0,0.0270758122743682,0.00270758122743682,0.00631768953068592,0.00180505415162455,0.000902527075812274,0.0207581227436823,0.0117328519855596,0.00270758122743682,0,0.00180505415162455,0.00992779783393502,0.00180505415162455,0.0108303249097473,0.00541516245487365,0,0.00180505415162455,0,0.000902527075812274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,12,5,34,15,3,0,3,14,28,0.0288808664259928,0.00992779783393502,0.0108303249097473,0.00451263537906137,0.0306859205776173,0.0135379061371841,0.00270758122743682,0,0.00270758122743682,0.0126353790613718,0.0252707581227437,1108,860,12,3.90471854640171,0,0,1108,1,1,1,1
"2022-09-01","Namibia",5,0,16,1,5,1,1,18,18,5,2,1,14,6,4,8,0,3,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0048780487804878,0,0.015609756097561,0.000975609756097561,0.0048780487804878,0.000975609756097561,0.000975609756097561,0.0175609756097561,0.0175609756097561,0.0048780487804878,0.00195121951219512,0.000975609756097561,0.0136585365853659,0.00585365853658537,0.00390243902439024,0.00780487804878049,0,0.00292682926829268,0.000975609756097561,0.00195121951219512,0,0,0,0,0,0,0,0,0,0.000975609756097561,0,0,0,0.000975609756097561,0,0,0,0,0,0,18,18,13,1,40,12,5,0,3,13,15,0.0175609756097561,0.0175609756097561,0.0126829268292683,0.000975609756097561,0.0390243902439024,0.0117073170731707,0.0048780487804878,0,0.00292682926829268,0.0126829268292683,0.0146341463414634,1025,801,9,5.34013578943405,0,0.00195121951219512,1025,1,1,1,1
"2022-10-01","Namibia",3,0,12,1,6,2,1,24,18,3,0,2,22,2,4,8,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301507537688442,0,0.0120603015075377,0.00100502512562814,0.00603015075376884,0.00201005025125628,0.00100502512562814,0.0241206030150754,0.0180904522613065,0.00301507537688442,0,0.00201005025125628,0.0221105527638191,0.00201005025125628,0.00402010050251256,0.00804020100502513,0,0.00201005025125628,0.00100502512562814,0.00201005025125628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,16,0,36,10,2,1,4,18,15,0.0462311557788945,0.0221105527638191,0.0160804020100503,0,0.0361809045226131,0.0100502512562814,0.00201005025125628,0.00100502512562814,0.00402010050251256,0.0180904522613065,0.0150753768844221,995,749,8,5.67159610076602,0,0,995,1,1,1,1
"2022-11-01","Namibia",2,0,10,2,2,0,0,13,13,0,0,0,14,5,5,8,2,2,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00245098039215686,0,0.0122549019607843,0.00245098039215686,0.00245098039215686,0,0,0.0159313725490196,0.0159313725490196,0,0,0,0.017156862745098,0.00612745098039216,0.00612745098039216,0.00980392156862745,0.00245098039215686,0.00245098039215686,0,0.00122549019607843,0,0.00122549019607843,0,0,0,0.00367647058823529,0,0,0,0.00122549019607843,0,0,0,0,0,0,0,0,0,0,32,24,7,1,17,7,1,0,0,9,21,0.0392156862745098,0.0294117647058824,0.00857843137254902,0.00122549019607843,0.0208333333333333,0.00857843137254902,0.00122549019607843,0,0,0.0110294117647059,0.0257352941176471,816,638,6,4.88425268473208,0.00367647058823529,0.00245098039215686,816,1,1,0,1
"2022-12-01","Namibia",1,0,5,0,0,0,0,17,5,2,0,1,7,2,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.00236406619385343,0,0.0118203309692671,0,0,0,0,0.0401891252955083,0.0118203309692671,0.00472813238770686,0,0.00236406619385343,0.016548463356974,0.00472813238770686,0,0.00709219858156028,0,0.00236406619385343,0,0.00236406619385343,0,0.00236406619385343,0,0,0,0,0,0,0,0.00236406619385343,0,0,0,0,0,0,0,0,0.00236406619385343,0,19,3,4,0,12,3,1,0,2,16,13,0.0449172576832151,0.00709219858156028,0.00945626477541371,0,0.0283687943262411,0.00709219858156028,0.00236406619385343,0,0.00472813238770686,0.0378250591016548,0.0307328605200946,423,316,2,3.96419651194443,0.00472813238770686,0.00236406619385343,423,1,1,1,1
"2023-01-01","Namibia",2,0,8,1,5,1,0,27,8,0,0,0,6,1,2,1,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0040650406504065,0,0.016260162601626,0.00203252032520325,0.0101626016260163,0.00203252032520325,0,0.0548780487804878,0.016260162601626,0,0,0,0.0121951219512195,0.00203252032520325,0.0040650406504065,0.00203252032520325,0,0,0.00203252032520325,0.00609756097560976,0,0,0,0,0,0,0,0,0,0.00203252032520325,0,0,0,0,0,0,0,0,0.00203252032520325,0,20,8,4,1,20,7,1,1,1,6,4,0.040650406504065,0.016260162601626,0.00813008130081301,0.00203252032520325,0.040650406504065,0.0142276422764228,0.00203252032520325,0.00203252032520325,0.00203252032520325,0.0121951219512195,0.00813008130081301,492,364,2,3.89006057066439,0.00203252032520325,0.00203252032520325,492,1,1,1,1
"2023-02-01","Namibia",2,0,4,1,4,0,0,18,5,3,1,0,5,3,7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0041407867494824,0,0.0082815734989648,0.0020703933747412,0.0082815734989648,0,0,0.0372670807453416,0.010351966873706,0.0062111801242236,0.0020703933747412,0,0.010351966873706,0.0062111801242236,0.0144927536231884,0.0041407867494824,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,0,0,0,0,0,0.0020703933747412,0,0,0,0,0,0,0,15,7,5,0,10,6,1,1,0,5,6,0.031055900621118,0.0144927536231884,0.010351966873706,0,0.020703933747412,0.0124223602484472,0.0020703933747412,0.0020703933747412,0,0.010351966873706,0.0124223602484472,483,379,2,3.78364147628751,0.0020703933747412,0,483,0,1,1,1
"2023-03-01","Namibia",2,0,8,0,4,1,0,19,9,2,4,2,11,5,5,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333889816360601,0,0.013355592654424,0,0.00667779632721202,0.00166944908180301,0,0.0317195325542571,0.015025041736227,0.00333889816360601,0.00667779632721202,0.00333889816360601,0.0183639398998331,0.00834724540901502,0.00834724540901502,0.010016694490818,0,0,0.00166944908180301,0.00166944908180301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,5,0,18,7,1,0,1,11,21,0.0383973288814691,0.010016694490818,0.00834724540901502,0,0.0300500834724541,0.011686143572621,0.00166944908180301,0,0.00166944908180301,0.0183639398998331,0.0350584307178631,599,439,5,5.57459214266299,0,0,599,0,1,1,1
"2023-04-01","Namibia",2,0,6,1,11,1,0,17,10,2,1,0,9,3,3,4,0,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.00193050193050193,0,0.00579150579150579,0.000965250965250965,0.0106177606177606,0.000965250965250965,0,0.0164092664092664,0.00965250965250965,0.00193050193050193,0.000965250965250965,0,0.00868725868725869,0.0028957528957529,0.0028957528957529,0.00386100386100386,0,0.00193050193050193,0,0.00193050193050193,0,0,0,0,0,0,0.000965250965250965,0,0,0.000965250965250965,0,0,0.000965250965250965,0,0,0,0,0,0,0,29,33,19,2,40,12,3,0,2,14,14,0.027992277992278,0.0318532818532819,0.0183397683397683,0.00193050193050193,0.0386100386100386,0.0115830115830116,0.0028957528957529,0,0.00193050193050193,0.0135135135135135,0.0135135135135135,1036,823,8,2.92302589008509,0.000965250965250965,0.00193050193050193,1036,0,1,1,1
