"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","confidentenamibia.com","thevillager.com.na","observer24.com.na","informante.web.na"
"2018-09-01","Namibia",1,1,1,0,2,0,1,5,6,3,0,1,5,4,6,0,0,0,0,1,0,0,0,0,0,4,0,1,2,3,0,0,0,0,0,1,1,0,0,0,0.00198807157057654,0.00198807157057654,0.00198807157057654,0,0.00397614314115308,0,0.00198807157057654,0.0099403578528827,0.0119284294234592,0.00596421471172962,0,0.00198807157057654,0.0099403578528827,0.00795228628230616,0.0119284294234592,0,0,0,0,0.00198807157057654,0,0,0,0,0,0.00795228628230616,0,0.00198807157057654,0.00397614314115308,0.00596421471172962,0,0,0,0,0,0.00198807157057654,0.00198807157057654,0,0,0,9,2,4,0,19,5,0,0,0,3,3,0.0178926441351889,0.00397614314115308,0.00795228628230616,0,0.0377733598409543,0.0099403578528827,0,0,0,0.00596421471172962,0.00596421471172962,503,431,0,4.78167830564382,0.00198807157057654,0.0218687872763419,503,0,0,0,0
"2018-10-01","Namibia",0,0,1,0,3,0,0,5,4,10,0,1,4,0,7,5,0,0,0,0,1,2,0,0,0,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0.00169204737732657,0,0.0050761421319797,0,0,0.00846023688663283,0.00676818950930626,0.0169204737732657,0,0.00169204737732657,0.00676818950930626,0,0.011844331641286,0.00846023688663283,0,0,0,0,0.00169204737732657,0.00338409475465313,0,0,0,0,0,0,0,0.0101522842639594,0,0,0.00169204737732657,0,0,0.00169204737732657,0,0,0,0,6,5,7,0,33,8,5,0,0,4,7,0.0101522842639594,0.00846023688663283,0.011844331641286,0,0.0558375634517767,0.0135363790186125,0.00846023688663283,0,0,0.00676818950930626,0.011844331641286,591,487,2,3.10342655824746,0.0152284263959391,0.00338409475465313,591,0,0,0,1
"2018-11-01","Namibia",0,0,3,0,2,0,0,14,7,3,0,0,6,2,4,4,0,1,1,0,1,0,0,0,0,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00555555555555556,0,0.0037037037037037,0,0,0.0259259259259259,0.012962962962963,0.00555555555555556,0,0,0.0111111111111111,0.0037037037037037,0.00740740740740741,0.00740740740740741,0,0.00185185185185185,0.00185185185185185,0,0.00185185185185185,0,0,0,0,0.0037037037037037,0.0037037037037037,0.0037037037037037,0,0.00925925925925926,0,0,0,0,0,0,0,0,0,0,4,2,10,0,16,6,6,1,0,5,0,0.00740740740740741,0.0037037037037037,0.0185185185185185,0,0.0296296296296296,0.0111111111111111,0.0111111111111111,0.00185185185185185,0,0.00925925925925926,0,540,459,0,4.07453473109756,0.00925925925925926,0.012962962962963,540,0,0,0,1
"2018-12-01","Namibia",1,0,1,0,5,0,0,6,2,1,0,1,3,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,2,0.00254452926208651,0,0.00254452926208651,0,0.0127226463104326,0,0,0.0152671755725191,0.00508905852417303,0.00254452926208651,0,0.00254452926208651,0.00763358778625954,0,0.00508905852417303,0.00254452926208651,0,0.00254452926208651,0.00254452926208651,0.00254452926208651,0,0,0,0,0,0,0.00254452926208651,0,0,0.0101781170483461,0,0,0,0,0,0,0,0,0.00254452926208651,0.00508905852417303,13,2,1,0,11,6,0,0,0,7,1,0.0330788804071247,0.00508905852417303,0.00254452926208651,0,0.0279898218829517,0.0152671755725191,0,0,0,0.0178117048346056,0.00254452926208651,393,329,1,2.29084965740468,0.00763358778625954,0.0127226463104326,393,0,0,0,1
"2019-01-01","Namibia",5,1,4,2,2,1,0,19,1,1,0,1,1,2,2,5,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00838926174496644,0.00167785234899329,0.00671140939597315,0.00335570469798658,0.00335570469798658,0.00167785234899329,0,0.0318791946308725,0.00167785234899329,0.00167785234899329,0,0.00167785234899329,0.00167785234899329,0.00335570469798658,0.00335570469798658,0.00838926174496644,0,0,0.00167785234899329,0.00167785234899329,0,0,0,0.00167785234899329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,0,23,3,3,1,1,5,9,0.0167785234899329,0.011744966442953,0.011744966442953,0,0.0385906040268456,0.00503355704697987,0.00503355704697987,0.00167785234899329,0.00167785234899329,0.00838926174496644,0.0151006711409396,596,486,0,3.01959084320698,0.00167785234899329,0,596,0,0,0,1
"2019-02-01","Namibia",4,0,7,0,8,1,0,15,13,2,1,0,11,1,6,2,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0.00542005420054201,0,0.00948509485094851,0,0.010840108401084,0.0013550135501355,0,0.0203252032520325,0.0176151761517615,0.002710027100271,0.0013550135501355,0,0.0149051490514905,0.0013550135501355,0.00813008130081301,0.002710027100271,0,0.0013550135501355,0,0,0,0.0013550135501355,0,0,0,0,0.0013550135501355,0.002710027100271,0,0,0,0,0,0,0,0,0,0,0.002710027100271,0,25,11,19,2,44,8,5,0,1,9,5,0.0338753387533875,0.0149051490514905,0.0257452574525745,0.002710027100271,0.0596205962059621,0.010840108401084,0.00677506775067751,0,0.0013550135501355,0.0121951219512195,0.00677506775067751,738,569,0,4.16791278415463,0,0.00948509485094851,738,0,1,0,1
"2019-03-01","Namibia",0,0,7,0,2,0,1,20,24,4,1,2,14,1,5,7,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0.00807381776239908,0,0.00230680507497117,0,0.00115340253748558,0.0230680507497117,0.027681660899654,0.00461361014994233,0.00115340253748558,0.00230680507497117,0.0161476355247982,0.00115340253748558,0.00576701268742791,0.00807381776239908,0.00115340253748558,0,0,0,0,0,0,0.00115340253748558,0.00230680507497117,0.00115340253748558,0,0.00115340253748558,0,0,0,0,0.00115340253748558,0,0,0,0,0.00115340253748558,0.00115340253748558,0.00115340253748558,17,8,18,1,38,8,1,2,2,7,13,0.0196078431372549,0.00922722029988466,0.0207612456747405,0.00115340253748558,0.0438292964244521,0.00922722029988466,0.00115340253748558,0.00230680507497117,0.00230680507497117,0.00807381776239908,0.0149942329873126,867,697,1,5.35140416446688,0.00115340253748558,0.00922722029988466,867,0,1,0,1
"2019-04-01","Namibia",4,0,11,0,5,1,0,13,6,2,0,0,8,3,3,1,0,1,1,1,0,2,0,0,1,4,1,0,1,2,0,0,1,1,0,0,1,0,0,2,0.00587371512481645,0,0.0161527165932452,0,0.00734214390602056,0.00146842878120411,0,0.0190895741556534,0.00881057268722467,0.00293685756240822,0,0,0.0117474302496329,0.00440528634361234,0.00440528634361234,0.00146842878120411,0,0.00146842878120411,0.00146842878120411,0.00146842878120411,0,0.00293685756240822,0,0,0.00146842878120411,0.00587371512481645,0.00146842878120411,0,0.00146842878120411,0.00293685756240822,0,0,0.00146842878120411,0.00146842878120411,0,0,0.00146842878120411,0,0,0.00293685756240822,17,2,12,1,26,8,2,0,0,7,6,0.0249632892804699,0.00293685756240822,0.0176211453744493,0.00146842878120411,0.0381791483113069,0.0117474302496329,0.00293685756240822,0,0,0.0102790014684288,0.00881057268722467,681,561,0,3.48530203536883,0.00146842878120411,0.0220264317180617,681,0,0,0,1
"2019-05-01","Namibia",0,0,11,0,5,1,1,34,8,2,3,3,4,5,8,7,0,1,0,7,0,0,0,0,0,1,0,2,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0.0129564193168433,0,0.00588928150765607,0.00117785630153121,0.00117785630153121,0.0400471142520612,0.0094228504122497,0.00235571260306243,0.00353356890459364,0.00353356890459364,0.00471142520612485,0.00588928150765607,0.0094228504122497,0.00824499411071849,0,0.00117785630153121,0,0.00824499411071849,0,0,0,0,0,0.00117785630153121,0,0.00235571260306243,0.00117785630153121,0.00353356890459364,0,0,0.00117785630153121,0.00117785630153121,0,0,0,0,0,0,15,12,6,1,40,11,3,2,0,3,1,0.0176678445229682,0.0141342756183746,0.00706713780918728,0.00117785630153121,0.0471142520612485,0.0129564193168433,0.00353356890459364,0.00235571260306243,0,0.00353356890459364,0.00117785630153121,849,667,2,3.74413958826651,0.00588928150765607,0.00588928150765607,849,0,0,0,1
"2019-06-01","Namibia",2,0,19,4,8,0,0,21,4,5,0,1,5,5,2,1,0,1,0,0,0,0,0,0,0,2,2,2,0,3,0,0,1,0,0,0,0,0,4,0,0.00233644859813084,0,0.022196261682243,0.00467289719626168,0.00934579439252336,0,0,0.0245327102803738,0.00467289719626168,0.0058411214953271,0,0.00116822429906542,0.0058411214953271,0.0058411214953271,0.00233644859813084,0.00116822429906542,0,0.00116822429906542,0,0,0,0,0,0,0,0.00233644859813084,0.00233644859813084,0.00233644859813084,0,0.00350467289719626,0,0,0.00116822429906542,0,0,0,0,0,0.00467289719626168,0,14,12,7,0,24,12,1,2,2,6,5,0.0163551401869159,0.014018691588785,0.00817757009345794,0,0.0280373831775701,0.014018691588785,0.00116822429906542,0.00233644859813084,0.00233644859813084,0.00700934579439252,0.0058411214953271,856,705,0,2.17899093830551,0.00467289719626168,0.0116822429906542,856,0,0,0,1
"2019-07-01","Namibia",5,0,18,1,8,1,2,24,20,3,0,0,18,2,1,3,0,2,1,3,0,0,0,0,0,0,1,3,0,2,0,0,1,1,0,0,0,1,2,0,0.00531914893617021,0,0.0191489361702128,0.00106382978723404,0.00851063829787234,0.00106382978723404,0.00212765957446809,0.025531914893617,0.0212765957446809,0.00319148936170213,0,0,0.0191489361702128,0.00212765957446809,0.00106382978723404,0.00319148936170213,0,0.00212765957446809,0.00106382978723404,0.00319148936170213,0,0,0,0,0,0,0.00106382978723404,0.00319148936170213,0,0.00212765957446809,0,0,0.00106382978723404,0.00106382978723404,0,0,0,0.00106382978723404,0.00212765957446809,0,25,11,18,0,39,14,1,0,0,4,3,0.0265957446808511,0.0117021276595745,0.0191489361702128,0,0.0414893617021277,0.0148936170212766,0.00106382978723404,0,0,0.00425531914893617,0.00319148936170213,940,750,1,5.56607383701823,0.00212765957446809,0.00957446808510638,940,0,0,0,1
"2019-08-01","Namibia",2,0,18,3,2,0,0,21,2,1,0,3,5,3,1,3,0,4,0,1,0,0,0,0,0,1,2,0,1,3,0,0,1,1,0,0,1,0,1,0,0.00208116545265349,0,0.0187304890738814,0.00312174817898023,0.00208116545265349,0,0,0.0218522372528616,0.00208116545265349,0.00104058272632674,0,0.00312174817898023,0.00520291363163371,0.00312174817898023,0.00104058272632674,0.00312174817898023,0,0.00416233090530697,0,0.00104058272632674,0,0,0,0,0,0.00104058272632674,0.00208116545265349,0,0.00104058272632674,0.00312174817898023,0,0,0.00104058272632674,0.00104058272632674,0,0,0.00104058272632674,0,0.00104058272632674,0,16,10,13,0,49,17,4,0,0,6,15,0.0166493236212279,0.0104058272632674,0.0135275754422477,0,0.0509885535900104,0.0176899063475546,0.00416233090530697,0,0,0.00624349635796046,0.0156087408949011,961,778,6,1.72990161628949,0.00208116545265349,0.00936524453694069,961,0,1,0,1
"2019-09-01","Namibia",0,0,19,4,6,0,2,22,13,2,0,2,7,8,11,3,0,3,1,4,0,2,0,0,0,1,0,1,0,2,0,0,3,0,0,0,1,0,1,0,0,0,0.0166374781085814,0.00350262697022767,0.00525394045534151,0,0.00175131348511384,0.0192644483362522,0.0113835376532399,0.00175131348511384,0,0.00175131348511384,0.00612959719789842,0.00700525394045534,0.00963222416812609,0.00262697022767075,0,0.00262697022767075,0.000875656742556918,0.00350262697022767,0,0.00175131348511384,0,0,0,0.000875656742556918,0,0.000875656742556918,0,0.00175131348511384,0,0,0.00262697022767075,0,0,0,0.000875656742556918,0,0.000875656742556918,0,35,19,13,1,40,9,3,1,2,15,11,0.0306479859894921,0.0166374781085814,0.0113835376532399,0.000875656742556918,0.0350262697022767,0.00788091068301226,0.00262697022767075,0.000875656742556918,0.00175131348511384,0.0131348511383538,0.00963222416812609,1142,908,3,3.85352231747126,0.000875656742556918,0.00875656742556918,1142,0,1,0,1
"2019-10-01","Namibia",5,1,23,4,2,0,1,32,14,5,1,0,16,7,2,8,1,1,0,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,1,1,0.00446428571428571,0.000892857142857143,0.0205357142857143,0.00357142857142857,0.00178571428571429,0,0.000892857142857143,0.0285714285714286,0.0125,0.00446428571428571,0.000892857142857143,0,0.0142857142857143,0.00625,0.00178571428571429,0.00714285714285714,0.000892857142857143,0.000892857142857143,0,0.00357142857142857,0,0,0,0,0,0.00178571428571429,0.000892857142857143,0,0,0,0,0,0.000892857142857143,0,0,0.00178571428571429,0,0.000892857142857143,0.000892857142857143,0.000892857142857143,28,10,15,1,47,11,3,0,0,0,12,0.025,0.00892857142857143,0.0133928571428571,0.000892857142857143,0.0419642857142857,0.00982142857142857,0.00267857142857143,0,0,0,0.0107142857142857,1120,897,1,4.70644894604319,0.00178571428571429,0.00625,1120,0,1,0,1
"2019-11-01","Namibia",8,0,91,8,4,0,0,19,15,4,0,3,38,4,3,23,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0,1,0,0.00883977900552486,0,0.100552486187845,0.00883977900552486,0.00441988950276243,0,0,0.0209944751381215,0.0165745856353591,0.00441988950276243,0,0.00331491712707182,0.0419889502762431,0.00441988950276243,0.00331491712707182,0.025414364640884,0,0.00110497237569061,0.00110497237569061,0.00110497237569061,0,0.00110497237569061,0,0,0,0,0.00110497237569061,0,0,0.00110497237569061,0.00110497237569061,0.00110497237569061,0,0.00220994475138122,0,0,0,0,0.00110497237569061,0,34,6,30,0,43,4,7,0,1,10,9,0.0375690607734807,0.00662983425414365,0.0331491712707182,0,0.0475138121546961,0.00441988950276243,0.00773480662983425,0,0.00110497237569061,0.0110497237569061,0.00994475138121547,905,605,0,8.21302350824523,0.00110497237569061,0.00883977900552486,905,0,1,1,1
"2019-12-01","Namibia",3,1,36,7,1,0,1,25,14,1,1,0,18,3,5,8,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.00488599348534202,0.00162866449511401,0.0586319218241042,0.011400651465798,0.00162866449511401,0,0.00162866449511401,0.0407166123778502,0.0228013029315961,0.00162866449511401,0.00162866449511401,0,0.0293159609120521,0.00488599348534202,0.00814332247557003,0.0130293159609121,0,0.00162866449511401,0.00325732899022801,0,0,0,0,0,0,0.00162866449511401,0,0,0,0.00162866449511401,0,0,0,0,0,0,0.00162866449511401,0.00162866449511401,0,0.00162866449511401,28,4,16,0,28,4,4,0,0,4,11,0.0456026058631922,0.00651465798045603,0.0260586319218241,0,0.0456026058631922,0.00651465798045603,0.00651465798045603,0,0,0.00651465798045603,0.0179153094462541,614,421,0,8.20780246749027,0,0.00814332247557003,614,0,1,1,1
"2020-01-01","Namibia",5,0,25,6,2,2,0,27,11,2,0,0,9,1,1,1,0,1,0,5,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0.00670241286863271,0,0.0335120643431635,0.00804289544235925,0.00268096514745308,0.00268096514745308,0,0.0361930294906166,0.014745308310992,0.00268096514745308,0,0,0.0120643431635389,0.00134048257372654,0.00134048257372654,0.00134048257372654,0,0.00134048257372654,0,0.00670241286863271,0,0,0,0,0.00134048257372654,0,0,0,0,0.00268096514745308,0,0,0.00134048257372654,0,0,0,0.00268096514745308,0,0,0,26,4,16,2,28,5,1,0,1,9,18,0.0348525469168901,0.00536193029490617,0.0214477211796247,0.00268096514745308,0.0375335120643432,0.00670241286863271,0.00134048257372654,0,0.00134048257372654,0.0120643431635389,0.0241286863270777,746,563,0,3.66559183437189,0,0.00804289544235925,746,0,1,0,1
"2020-02-01","Namibia",2,0,9,5,1,0,0,44,12,3,1,1,13,2,3,5,3,4,0,1,0,0,1,0,2,0,0,1,0,0,0,0,4,0,0,0,1,1,0,0,0.00240673886883273,0,0.0108303249097473,0.00601684717208183,0.00120336943441637,0,0,0.0529482551143201,0.0144404332129964,0.0036101083032491,0.00120336943441637,0.00120336943441637,0.0156438026474128,0.00240673886883273,0.0036101083032491,0.00601684717208183,0.0036101083032491,0.00481347773766546,0,0.00120336943441637,0,0,0.00120336943441637,0,0.00240673886883273,0,0,0.00120336943441637,0,0,0,0,0.00481347773766546,0,0,0,0.00120336943441637,0.00120336943441637,0,0,21,8,17,2,33,7,2,1,2,13,9,0.0252707581227437,0.00962695547533093,0.0204572803850782,0.00240673886883273,0.0397111913357401,0.00842358604091456,0.00240673886883273,0.00120336943441637,0.00240673886883273,0.0156438026474128,0.0108303249097473,831,639,1,4.15797572300592,0.00120336943441637,0.0108303249097473,831,0,1,0,1
"2020-03-01","Namibia",1,0,13,0,4,2,0,98,18,3,26,1,14,3,6,8,0,0,0,0,1,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,3,0,1,0,0.001001001001001,0,0.013013013013013,0,0.004004004004004,0.002002002002002,0,0.0980980980980981,0.018018018018018,0.003003003003003,0.026026026026026,0.001001001001001,0.014014014014014,0.003003003003003,0.00600600600600601,0.00800800800800801,0,0,0,0,0.001001001001001,0,0,0,0,0.002002002002002,0,0.002002002002002,0.001001001001001,0.001001001001001,0.001001001001001,0,0,0,0,0,0.003003003003003,0,0.001001001001001,0,9,5,9,1,33,12,3,0,0,4,7,0.00900900900900901,0.005005005005005,0.00900900900900901,0.001001001001001,0.033033033033033,0.012012012012012,0.003003003003003,0,0,0.004004004004004,0.00700700700700701,999,743,0,4.59364316447339,0,0.012012012012012,999,0,1,1,1
"2020-04-01","Namibia",8,2,1,1,4,0,0,64,8,3,33,1,5,2,1,1,1,1,0,0,0,0,1,1,1,3,1,3,0,0,0,0,2,1,0,0,1,0,0,0,0.00868621064060804,0.00217155266015201,0.001085776330076,0.001085776330076,0.00434310532030402,0,0,0.0694896851248643,0.00868621064060804,0.00325732899022801,0.0358306188925081,0.001085776330076,0.00542888165038002,0.00217155266015201,0.001085776330076,0.001085776330076,0.001085776330076,0.001085776330076,0,0,0,0,0.001085776330076,0.001085776330076,0.001085776330076,0.00325732899022801,0.001085776330076,0.00325732899022801,0,0,0,0,0.00217155266015201,0.001085776330076,0,0,0.001085776330076,0,0,0,24,12,5,1,21,14,2,1,0,0,12,0.0260586319218241,0.0130293159609121,0.00542888165038002,0.001085776330076,0.0228013029315961,0.0152008686210641,0.00217155266015201,0.001085776330076,0,0,0.0130293159609121,921,704,4,2.97195705196354,0,0.0152008686210641,921,0,1,1,1
"2020-05-01","Namibia",0,0,0,2,3,0,1,82,12,4,13,1,8,11,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0.00238095238095238,0.00357142857142857,0,0.00119047619047619,0.0976190476190476,0.0142857142857143,0.00476190476190476,0.0154761904761905,0.00119047619047619,0.00952380952380952,0.0130952380952381,0.00119047619047619,0.00357142857142857,0,0,0,0,0,0,0,0.00119047619047619,0,0.00119047619047619,0,0,0,0,0,0,0.00119047619047619,0.00238095238095238,0,0,0.00238095238095238,0,0,0,17,10,12,1,33,16,1,2,1,6,5,0.0202380952380952,0.0119047619047619,0.0142857142857143,0.00119047619047619,0.0392857142857143,0.019047619047619,0.00119047619047619,0.00238095238095238,0.00119047619047619,0.00714285714285714,0.00595238095238095,840,617,0,4.38000434669792,0.00119047619047619,0.00714285714285714,840,0,1,1,1
"2020-06-01","Namibia",1,1,5,1,0,1,1,61,21,8,15,0,13,8,2,4,0,0,0,1,0,1,0,0,0,1,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0.000972762645914397,0.000972762645914397,0.00486381322957198,0.000972762645914397,0,0.000972762645914397,0.000972762645914397,0.0593385214007782,0.0204280155642023,0.00778210116731518,0.014591439688716,0,0.0126459143968872,0.00778210116731518,0.00194552529182879,0.00389105058365759,0,0,0,0.000972762645914397,0,0.000972762645914397,0,0,0,0.000972762645914397,0.000972762645914397,0.00486381322957198,0.000972762645914397,0.000972762645914397,0,0,0,0.000972762645914397,0,0,0,0,0,0,18,5,19,3,48,27,8,2,5,3,7,0.0175097276264591,0.00486381322957198,0.0184824902723735,0.00291828793774319,0.0466926070038911,0.0262645914396887,0.00778210116731518,0.00194552529182879,0.00486381322957198,0.00291828793774319,0.00680933852140078,1028,776,0,5.3205169611128,0.00194552529182879,0.00875486381322957,1028,0,1,1,1
"2020-07-01","Namibia",0,2,10,1,3,0,0,65,14,3,6,1,18,4,5,14,1,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,0.00168634064080944,0.00843170320404722,0.000843170320404722,0.00252951096121417,0,0,0.0548060708263069,0.0118043844856661,0.00252951096121417,0.00505902192242833,0.000843170320404722,0.015177065767285,0.00337268128161889,0.00421585160202361,0.0118043844856661,0.000843170320404722,0.00168634064080944,0,0.00168634064080944,0.000843170320404722,0.000843170320404722,0,0,0,0.000843170320404722,0,0,0,0,0,0,0.00168634064080944,0,0,0.00168634064080944,0.00337268128161889,0,0,0,11,4,25,1,37,14,4,0,3,10,12,0.00927487352445194,0.00337268128161889,0.021079258010118,0.000843170320404722,0.0311973018549747,0.0118043844856661,0.00337268128161889,0,0.00252951096121417,0.00843170320404722,0.0101180438448567,1186,957,2,4.71963441321622,0.00168634064080944,0.0075885328836425,1186,1,1,1,1
"2020-08-01","Namibia",2,2,6,0,3,1,0,64,11,3,15,2,19,7,2,17,1,1,0,3,0,3,0,0,2,0,2,0,0,4,0,0,2,0,1,0,0,0,0,0,0.00186741363211951,0.00186741363211951,0.00560224089635854,0,0.00280112044817927,0.000933706816059757,0,0.0597572362278245,0.0102707749766573,0.00280112044817927,0.0140056022408964,0.00186741363211951,0.0177404295051354,0.0065359477124183,0.00186741363211951,0.0158730158730159,0.000933706816059757,0.000933706816059757,0,0.00280112044817927,0,0.00280112044817927,0,0,0.00186741363211951,0,0.00186741363211951,0,0,0.00373482726423903,0,0,0.00186741363211951,0,0.000933706816059757,0,0,0,0,0,20,7,22,0,35,6,6,4,2,2,15,0.0186741363211951,0.0065359477124183,0.0205415499533147,0,0.0326797385620915,0.00560224089635854,0.00560224089635854,0.00373482726423903,0.00186741363211951,0.00186741363211951,0.0140056022408964,1071,833,0,5.59424761770358,0.00186741363211951,0.0112044817927171,1071,1,1,1,1
"2020-09-01","Namibia",3,0,21,8,4,1,0,32,19,14,15,1,20,7,2,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0028116213683224,0,0.0196813495782568,0.00749765698219306,0.00374882849109653,0.000937207122774133,0,0.0299906279287723,0.0178069353327085,0.0131208997188379,0.014058106841612,0.000937207122774133,0.0187441424554827,0.00656044985941893,0.00187441424554827,0.0084348641049672,0,0.000937207122774133,0,0.000937207122774133,0,0,0,0,0,0.000937207122774133,0,0,0,0,0,0,0,0,0.000937207122774133,0,0.000937207122774133,0,0,0,34,13,20,3,37,10,6,0,0,15,23,0.0318650421743205,0.0121836925960637,0.0187441424554827,0.0028116213683224,0.0346766635426429,0.00937207122774133,0.0056232427366448,0,0,0.014058106841612,0.0215557638238051,1067,789,2,5.49282881113203,0.000937207122774133,0.00187441424554827,1067,1,1,1,1
"2020-10-01","Namibia",1,0,27,1,3,0,1,26,17,6,0,1,11,5,25,8,0,3,1,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0.000958772770853308,0,0.0258868648130393,0.000958772770853308,0.00287631831255992,0,0.000958772770853308,0.024928092042186,0.0162991371045062,0.00575263662511985,0,0.000958772770853308,0.0105465004793864,0.00479386385426654,0.0239693192713327,0.00767018216682646,0,0.00287631831255992,0.000958772770853308,0.00191754554170662,0.000958772770853308,0.000958772770853308,0.000958772770853308,0,0,0.000958772770853308,0,0.000958772770853308,0,0,0,0,0,0,0,0,0.00191754554170662,0,0,0,20,17,18,2,41,16,5,0,4,19,18,0.0191754554170662,0.0162991371045062,0.0172579098753595,0.00191754554170662,0.0393096836049856,0.0153403643336529,0.00479386385426654,0,0.00383509108341323,0.0182166826462128,0.0172579098753595,1043,777,0,5.32433958746481,0.000958772770853308,0.00575263662511985,1043,1,1,1,1
"2020-11-01","Namibia",1,1,54,9,7,1,2,20,10,2,0,1,10,5,9,5,0,3,4,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0.00103842159916926,0.00103842159916926,0.0560747663551402,0.00934579439252336,0.00726895119418484,0.00103842159916926,0.00207684319833853,0.0207684319833853,0.0103842159916926,0.00207684319833853,0,0.00103842159916926,0.0103842159916926,0.00519210799584631,0.00934579439252336,0.00519210799584631,0,0.00311526479750779,0.00415368639667705,0.00207684319833853,0,0,0,0,0.00103842159916926,0,0.00103842159916926,0,0,0,0,0,0,0,0,0,0,0,0.00207684319833853,0.00103842159916926,20,10,14,0,32,8,5,0,4,10,16,0.0207684319833853,0.0103842159916926,0.0145379023883697,0,0.0332294911734164,0.0083073727933541,0.00519210799584631,0,0.00415368639667705,0.0103842159916926,0.0166147455867082,963,723,0,5.32371069308058,0.00103842159916926,0.00519210799584631,963,1,1,1,1
"2020-12-01","Namibia",0,0,15,6,1,0,0,35,6,0,3,1,4,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303643724696356,0.0121457489878543,0.00202429149797571,0,0,0.0708502024291498,0.0121457489878543,0,0.00607287449392713,0.00202429149797571,0.00809716599190283,0.00404858299595142,0.00202429149797571,0.00202429149797571,0,0.00202429149797571,0,0.00202429149797571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,10,0,18,2,2,0,2,3,9,0.0323886639676113,0.00404858299595142,0.0202429149797571,0,0.0364372469635627,0.00404858299595142,0.00404858299595142,0,0.00404858299595142,0.00607287449392713,0.0182186234817814,494,366,0,2.63811519103905,0,0.00202429149797571,494,1,1,1,1
