"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles"
"2013-10-01","Mali",14,0,88,4,34,7,0,28,28,4,0,30,6,3,6,10,1,1,37,54,0,1,0,0,0,2,0,1,0,0,3,1,0,0,2,0,1,0,0,0,1,0,0.0087994971715902,0,0.0553111250785669,0.00251414204902577,0.021370207416719,0.0043997485857951,0,0.0175989943431804,0.0175989943431804,0.00251414204902577,0,0.0188560653676933,0.00377121307353866,0.00188560653676933,0.00377121307353866,0.00628535512256443,0.000628535512256443,0.000628535512256443,0.0232558139534884,0.0339409176618479,0,0.000628535512256443,0,0,0,0.00125707102451289,0,0.000628535512256443,0,0,0.00188560653676933,0.000628535512256443,0,0,0.00125707102451289,0,0.000628535512256443,0,0,0,0.000628535512256443,0,5,11,0,0,6,7,1,1,0,6,2,0.00314267756128221,0.00691389063482087,0,0,0.00377121307353866,0.0043997485857951,0.000628535512256443,0.000628535512256443,0,0.00377121307353866,0.00125707102451289,1591,1197,0,6.9575646462894,0,0.00754242614707731,1591
"2013-11-01","Mali",30,0,202,12,30,6,0,4,43,9,0,38,14,4,39,9,1,5,143,52,0,0,2,0,4,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0.0139082058414465,0,0.0936485859990728,0.00556328233657858,0.0139082058414465,0.00278164116828929,0,0.00185442744552619,0.0199350950394066,0.00417246175243394,0,0.0176170607324988,0.00649049605934168,0.00185442744552619,0.0180806675938804,0.00417246175243394,0.000463606861381548,0.00231803430690774,0.0662957811775614,0.0241075567918405,0,0,0.000927213722763097,0,0.00185442744552619,0,0,0,0.000463606861381548,0,0,0,0,0.000927213722763097,0.000463606861381548,0.000463606861381548,0.000463606861381548,0,0,0,0,0,11,4,5,0,22,14,1,0,1,14,9,0.00509967547519703,0.00185442744552619,0.00231803430690774,0,0.0101993509503941,0.00649049605934168,0.000463606861381548,0,0.000463606861381548,0.00649049605934168,0.00417246175243394,2157,1444,5,7.22212966064004,0.000463606861381548,0.00509967547519703,2157
"2013-12-01","Mali",23,0,115,6,14,4,0,6,41,9,0,12,21,4,18,7,0,1,64,23,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,2,0,0,0,0,1,0.0168993387215283,0,0.0844966936076414,0.00440852314474651,0.0102865540044085,0.00293901542983101,0,0.00440852314474651,0.0301249081557678,0.00661278471711976,0,0.00881704628949302,0.0154298310066128,0.00293901542983101,0.0132255694342395,0.00514327700220426,0,0.000734753857457752,0.0470242468772961,0.0168993387215283,0.000734753857457752,0,0,0,0.000734753857457752,0.000734753857457752,0,0.000734753857457752,0.000734753857457752,0,0.000734753857457752,0.000734753857457752,0,0,0.000734753857457752,0.000734753857457752,0.0014695077149155,0,0,0,0,0.000734753857457752,8,9,0,0,11,3,1,0,2,8,5,0.00587803085966201,0.00661278471711976,0,0,0.00808229243203527,0.00220426157237326,0.000734753857457752,0,0.0014695077149155,0.00587803085966201,0.00367376928728876,1361,960,1,9.06625190177036,0,0.00881704628949302,1361
"2014-01-01","Mali",10,0,42,2,34,1,0,9,30,11,0,16,30,2,15,20,0,3,9,22,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0.00658327847267939,0,0.0276497695852535,0.00131665569453588,0.0223831468071099,0.000658327847267939,0,0.00592495062541146,0.0197498354180382,0.00724160631994733,0,0.010533245556287,0.0197498354180382,0.00131665569453588,0.00987491770901909,0.0131665569453588,0,0.00197498354180382,0.00592495062541146,0.0144832126398947,0.00131665569453588,0,0,0,0,0,0,0.000658327847267939,0.000658327847267939,0,0,0,0,0,0.000658327847267939,0,0.00131665569453588,0,0,0,0,0,4,6,5,0,16,4,2,0,0,0,6,0.00263331138907176,0.00394996708360764,0.0032916392363397,0,0.010533245556287,0.00263331138907176,0.00131665569453588,0,0,0,0.00394996708360764,1519,1244,1,9.45828222741754,0.000658327847267939,0.00394996708360764,1519
"2014-02-01","Mali",5,0,14,3,65,1,0,4,13,4,0,10,7,1,13,10,0,3,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.00415973377703827,0,0.0116472545757072,0.00249584026622296,0.0540765391014975,0.000831946755407654,0,0.00332778702163062,0.0108153078202995,0.00332778702163062,0,0.00831946755407654,0.00582362728785358,0.000831946755407654,0.0108153078202995,0.00831946755407654,0,0.00249584026622296,0.019134775374376,0.0266222961730449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000831946755407654,0.000831946755407654,0,0,0,0,0,0,4,6,2,0,3,0,2,0,0,1,3,0.00332778702163062,0.00499168053244592,0.00166389351081531,0,0.00249584026622296,0,0.00166389351081531,0,0,0.000831946755407654,0.00249584026622296,1202,974,1,7.91954726956586,0,0.00166389351081531,1202
"2014-03-01","Mali",7,0,20,5,32,1,1,17,24,4,0,4,9,1,12,3,0,1,25,16,1,0,1,1,3,4,0,4,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0.00650557620817844,0,0.0185873605947955,0.00464684014869888,0.0297397769516729,0.000929368029739777,0.000929368029739777,0.0157992565055762,0.0223048327137546,0.00371747211895911,0,0.00371747211895911,0.00836431226765799,0.000929368029739777,0.0111524163568773,0.00278810408921933,0,0.000929368029739777,0.0232342007434944,0.0148698884758364,0.000929368029739777,0,0.000929368029739777,0.000929368029739777,0.00278810408921933,0.00371747211895911,0,0.00371747211895911,0.00278810408921933,0,0.000929368029739777,0,0,0,0,0,0,0,0.00278810408921933,0,0,0,6,5,4,0,11,2,0,0,1,0,4,0.00557620817843866,0.00464684014869888,0.00371747211895911,0,0.0102230483271375,0.00185873605947955,0,0,0.000929368029739777,0,0.00371747211895911,1076,868,2,9.21233543691805,0.0120817843866171,0.00743494423791822,1076
"2014-04-01","Mali",17,0,8,1,40,3,1,37,26,6,1,6,11,1,18,27,1,1,19,36,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0.0110317975340688,0,0.00519143413367943,0.000648929266709929,0.0259571706683971,0.00194678780012979,0.000648929266709929,0.0240103828682674,0.0168721609344581,0.00389357560025957,0.000648929266709929,0.00389357560025957,0.00713822193380921,0.000648929266709929,0.0116807268007787,0.0175210902011681,0.000648929266709929,0.000648929266709929,0.0123296560674886,0.0233614536015574,0.000648929266709929,0,0,0,0,0,0,0,0,0,0.000648929266709929,0.000648929266709929,0,0,0,0,0.00129785853341986,0,0,0,0,0,1,13,0,1,7,4,1,0,0,2,5,0.000648929266709929,0.00843608046722907,0,0.000648929266709929,0.0045425048669695,0.00259571706683971,0.000648929266709929,0,0,0.00129785853341986,0.00324464633354964,1541,1255,1,8.28445008140182,0.00129785853341986,0.00194678780012979,1541
"2014-05-01","Mali",15,0,7,1,85,2,0,9,20,5,1,33,15,3,28,37,0,1,93,115,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.0072463768115942,0,0.00338164251207729,0.000483091787439614,0.0410628019323672,0.000966183574879227,0,0.00434782608695652,0.00966183574879227,0.00241545893719807,0.000483091787439614,0.0159420289855072,0.0072463768115942,0.00144927536231884,0.0135265700483092,0.0178743961352657,0,0.000483091787439614,0.0449275362318841,0.0555555555555556,0,0,0,0,0,0,0.000483091787439614,0,0,0.000483091787439614,0,0,0,0,0.000483091787439614,0,0,0,0,0.000483091787439614,0,0.000483091787439614,2,16,2,0,8,1,0,0,0,2,5,0.000966183574879227,0.00772946859903382,0.000966183574879227,0,0.00386473429951691,0.000483091787439614,0,0,0,0.000966183574879227,0.00241545893719807,2070,1570,0,6.43089230275261,0.000483091787439614,0.00193236714975845,2070
"2014-06-01","Mali",21,4,41,13,98,12,0,19,20,15,2,12,17,4,5,25,0,1,24,27,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0.0100286532951289,0.00191021967526266,0.0195797516714422,0.00620821394460363,0.0468003820439351,0.00573065902578797,0,0.00907354345749761,0.00955109837631328,0.00716332378223496,0.000955109837631328,0.00573065902578797,0.00811843361986628,0.00191021967526266,0.00238777459407832,0.0119388729703916,0,0.000477554918815664,0.0114613180515759,0.0128939828080229,0,0,0,0,0,0,0.000477554918815664,0.000477554918815664,0.000477554918815664,0,0,0.000477554918815664,0,0,0.000955109837631328,0,0,0,0,0,0,0,7,23,11,2,21,6,0,0,1,4,0,0.00334288443170965,0.0109837631327603,0.0052531041069723,0.000955109837631328,0.0100286532951289,0.00286532951289398,0,0,0.000477554918815664,0.00191021967526266,0,2094,1676,7,8.4605804191402,0.000477554918815664,0.00238777459407832,2094
"2014-07-01","Mali",10,0,16,3,88,5,0,66,25,7,0,17,13,2,9,9,0,0,58,32,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.00601684717208183,0,0.00962695547533093,0.00180505415162455,0.0529482551143201,0.00300842358604091,0,0.0397111913357401,0.0150421179302046,0.00421179302045728,0,0.0102286401925391,0.00782190132370638,0.00120336943441637,0.00541516245487365,0.00541516245487365,0,0,0.0348977135980746,0.0192539109506619,0,0,0,0,0,0,0,0,0,0,0,0,0.000601684717208183,0.00120336943441637,0,0,0,0,0,0,0,0,3,14,4,0,10,3,0,0,0,1,5,0.00180505415162455,0.00842358604091456,0.00240673886883273,0,0.00601684717208183,0.00180505415162455,0,0,0,0.000601684717208183,0.00300842358604091,1662,1272,4,8.07457513391641,0,0.00180505415162455,1662
"2014-08-01","Mali",19,0,11,0,46,3,6,24,31,4,1,10,10,8,36,11,0,3,33,33,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0117139334155364,0,0.00678175092478422,0,0.0283600493218249,0.00184956843403206,0.00369913686806412,0.0147965474722565,0.0191122071516646,0.00246609124537608,0.00061652281134402,0.0061652281134402,0.0061652281134402,0.00493218249075216,0.0221948212083847,0.00678175092478422,0,0.00184956843403206,0.0203452527743527,0.0203452527743527,0,0,0,0,0,0,0.00061652281134402,0,0.00061652281134402,0,0,0,0,0,0.00061652281134402,0,0,0,0,0.00061652281134402,0,0,8,18,10,0,7,19,2,2,4,4,2,0.00493218249075216,0.0110974106041924,0.0061652281134402,0,0.00431565967940814,0.0117139334155364,0.00123304562268804,0.00123304562268804,0.00246609124537608,0.00246609124537608,0.00123304562268804,1622,1270,1,9.86248742304733,0,0.00246609124537608,1622
"2014-09-01","Mali",13,0,33,2,60,0,0,30,20,18,0,6,9,3,30,10,0,6,44,20,4,0,3,0,2,0,3,6,5,0,5,0,0,0,2,0,1,0,0,0,1,0,0.00642292490118577,0,0.016304347826087,0.000988142292490119,0.0296442687747036,0,0,0.0148221343873518,0.00988142292490119,0.00889328063241107,0,0.00296442687747036,0.00444664031620553,0.00148221343873518,0.0148221343873518,0.00494071146245059,0,0.00296442687747036,0.0217391304347826,0.00988142292490119,0.00197628458498024,0,0.00148221343873518,0,0.000988142292490119,0,0.00148221343873518,0.00296442687747036,0.0024703557312253,0,0.0024703557312253,0,0,0,0.000988142292490119,0,0.000494071146245059,0,0,0,0.000494071146245059,0,0,20,3,0,5,2,0,0,2,5,4,0,0.00988142292490119,0.00148221343873518,0,0.0024703557312253,0.000988142292490119,0,0,0.000988142292490119,0.0024703557312253,0.00197628458498024,2024,1685,18,8.65157489680432,0.00296442687747036,0.0128458498023715,2024
"2014-10-01","Mali",15,3,20,0,50,2,1,87,31,15,2,21,46,3,16,8,4,9,68,76,0,0,0,0,1,1,1,1,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0.00732779677576942,0.00146555935515388,0.00977039570102589,0,0.0244259892525647,0.000977039570102589,0.000488519785051295,0.0425012212994626,0.0151441133365901,0.00732779677576942,0.000977039570102589,0.0102589154860772,0.0224719101123595,0.00146555935515388,0.00781631656082071,0.00390815828041036,0.00195407914020518,0.00439667806546165,0.033219345383488,0.0371275036638984,0,0,0,0,0.000488519785051295,0.000488519785051295,0.000488519785051295,0.000488519785051295,0.000488519785051295,0,0.00195407914020518,0,0,0,0.000488519785051295,0,0,0,0.000488519785051295,0,0,0,10,12,8,0,9,8,1,1,1,0,5,0.00488519785051295,0.00586223742061553,0.00390815828041036,0,0.00439667806546165,0.00390815828041036,0.000488519785051295,0.000488519785051295,0.000488519785051295,0,0.00244259892525647,2047,1540,20,7.38862748604906,0.000488519785051295,0.00488519785051295,2047
"2014-11-01","Mali",11,0,16,0,34,4,0,150,48,12,12,20,25,5,16,13,1,2,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.00542406311637081,0,0.00788954635108481,0,0.0167652859960552,0.0019723865877712,0,0.0739644970414201,0.0236686390532544,0.00591715976331361,0.00591715976331361,0.00986193293885602,0.01232741617357,0.002465483234714,0.00788954635108481,0.00641025641025641,0.000493096646942801,0.000986193293885602,0.0138067061143984,0.0182445759368836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000493096646942801,0.000493096646942801,0.000493096646942801,0,0,0,0,0,3,23,5,0,10,6,4,0,2,5,10,0.0014792899408284,0.0113412228796844,0.002465483234714,0,0.00493096646942801,0.0029585798816568,0.0019723865877712,0,0.000986193293885602,0.002465483234714,0.00493096646942801,2028,1547,3,8.31487905232269,0,0.0014792899408284,2028
"2014-12-01","Mali",9,0,21,0,47,2,0,51,29,10,4,4,16,11,11,19,0,5,27,39,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.004149377593361,0,0.00968188105117566,0,0.0216689718764408,0.000922083909635777,0,0.0235131396957123,0.0133702166897188,0.00461041954817888,0.00184416781927155,0.00184416781927155,0.00737667127708621,0.00507146150299677,0.00507146150299677,0.00875979714153988,0,0.00230520977408944,0.012448132780083,0.0179806362378976,0,0,0,0,0.000461041954817888,0.000461041954817888,0.000461041954817888,0,0.000461041954817888,0,0,0,0,0,0.000461041954817888,0,0.000461041954817888,0,0,0,0,0,6,13,4,0,7,13,1,0,1,0,2,0.00276625172890733,0.00599354541263255,0.00184416781927155,0,0.00322729368372522,0.00599354541263255,0.000461041954817888,0,0.000461041954817888,0,0.000922083909635777,2169,1825,9,8.8714789267654,0.000922083909635777,0.00184416781927155,2169
"2015-01-01","Mali",1,2,34,0,64,7,0,49,13,9,1,14,12,6,72,39,1,11,117,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.000346260387811634,0.000692520775623269,0.0117728531855956,0,0.0221606648199446,0.00242382271468144,0,0.0169667590027701,0.00450138504155125,0.00311634349030471,0.000346260387811634,0.00484764542936288,0.00415512465373961,0.00207756232686981,0.0249307479224377,0.0135041551246537,0.000346260387811634,0.00380886426592798,0.0405124653739612,0.0512465373961219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346260387811634,0,0,0,5,11,3,0,6,6,2,0,3,4,15,0.00173130193905817,0.00380886426592798,0.0010387811634349,0,0.00207756232686981,0.00207756232686981,0.000692520775623269,0,0.0010387811634349,0.00138504155124654,0.00519390581717452,2888,2240,6,6.86468826314575,0,0.000346260387811634,2888
"2015-02-01","Mali",17,1,75,14,103,6,1,16,16,34,0,23,13,5,23,8,2,9,27,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0.00593990216631726,0.000349406009783368,0.0262054507337526,0.00489168413696716,0.0359888190076869,0.00209643605870021,0.000349406009783368,0.00559049615653389,0.00559049615653389,0.0118798043326345,0,0.00803633822501747,0.00454227812718379,0.00174703004891684,0.00803633822501747,0.00279524807826695,0.000698812019566737,0.00314465408805031,0.00943396226415094,0.013277428371768,0,0,0,0,0,0,0,0,0,0.00139762403913347,0,0,0,0,0.000698812019566737,0,0,0,0,0,0,0.000349406009783368,8,18,12,0,6,13,1,2,1,2,4,0.00279524807826695,0.00628930817610063,0.00419287211740042,0,0.00209643605870021,0.00454227812718379,0.000349406009783368,0.000698812019566737,0.000349406009783368,0.000698812019566737,0.00139762403913347,2862,2382,6,8.04729105547266,0.00209643605870021,0.000349406009783368,2862
"2015-03-01","Mali",16,2,45,23,128,3,0,26,39,15,1,23,9,1,20,12,1,2,120,118,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0.00481637567730283,0.000602046959662854,0.0135460565924142,0.00692354003612282,0.0385310054184226,0.000903070439494281,0,0.0078266104756171,0.0117399157134256,0.0045153521974714,0.000301023479831427,0.00692354003612282,0.00270921131848284,0.000301023479831427,0.00602046959662854,0.00361228175797712,0.000301023479831427,0.000602046959662854,0.0361228175797712,0.0355207706201084,0,0,0,0,0,0.000301023479831427,0,0,0,0.000301023479831427,0.000903070439494281,0,0,0,0,0,0,0,0.000301023479831427,0,0,0,15,35,3,0,19,11,3,1,0,22,31,0.0045153521974714,0.0105358217940999,0.000903070439494281,0,0.00571944611679711,0.0033112582781457,0.000903070439494281,0.000301023479831427,0,0.00662251655629139,0.00933172787477423,3322,2582,8,7.07929997960433,0.000602046959662854,0.00120409391932571,3322
"2015-04-01","Mali",16,0,69,15,72,8,0,39,25,10,3,12,28,11,25,15,0,2,132,141,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00463633729353811,0,0.0199942045783831,0.00434656621269197,0.0208635178209215,0.00231816864676905,0,0.0113010721529991,0.00724427702115329,0.00289771080846132,0.000869313242538395,0.00347725297015358,0.00811359026369168,0.00318748188930745,0.00724427702115329,0.00434656621269197,0,0.000579542161692263,0.0382497826716894,0.0408577223993045,0.000289771080846132,0,0,0,0,0,0,0.000289771080846132,0.000579542161692263,0,0.000289771080846132,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,9,4,2,1,2,15,15,0.00318748188930745,0.00492610837438424,0,0,0.00260793972761518,0.00115908432338453,0.000579542161692263,0.000289771080846132,0.000579542161692263,0.00434656621269197,0.00434656621269197,3451,2765,6,7.38679008488574,0,0.00144885540423066,3451
"2015-05-01","Mali",20,0,36,3,84,3,0,15,27,19,0,22,43,10,52,14,0,5,121,166,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,2,0,0,0,0.00598802395209581,0,0.0107784431137725,0.000898203592814371,0.0251497005988024,0.000898203592814371,0,0.00449101796407186,0.00808383233532934,0.00568862275449102,0,0.00658682634730539,0.012874251497006,0.0029940119760479,0.0155688622754491,0.00419161676646707,0,0.00149700598802395,0.0362275449101796,0.0497005988023952,0,0,0,0,0,0,0,0,0,0,0.000598802395209581,0,0,0,0.00029940119760479,0,0.000898203592814371,0,0.000598802395209581,0,0,0,7,27,3,0,9,16,0,0,0,7,19,0.00209580838323353,0.00808383233532934,0.000898203592814371,0,0.00269461077844311,0.00479041916167665,0,0,0,0.00209580838323353,0.00568862275449102,3340,2631,5,7.41976055567721,0,0.00239520958083832,3340
"2015-06-01","Mali",17,0,64,4,75,2,0,11,16,28,0,21,15,5,20,18,2,1,49,93,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.00533417006589269,0,0.0200815814245372,0.00125509883903357,0.0235331032318795,0.000627549419516787,0,0.00345152180734233,0.0050203953561343,0.00878569187323502,0,0.00658926890492626,0.0047066206463759,0.00156887354879197,0.00627549419516787,0.00564794477565108,0.000627549419516787,0.000313774709758393,0.0153749607781613,0.0291810480075306,0,0,0,0,0,0.000313774709758393,0,0,0,0,0.00094132412927518,0,0,0,0,0,0,0,0,0,0,0,2,14,18,0,24,23,4,0,2,5,13,0.000627549419516787,0.00439284593661751,0.00564794477565108,0,0.00753059303420144,0.00721681832444305,0.00125509883903357,0,0.000627549419516787,0.00156887354879197,0.00407907122685911,3187,2648,8,7.3622711695869,0,0.00125509883903357,3187
"2015-07-01","Mali",54,0,81,10,33,1,0,24,29,11,0,18,28,3,21,24,2,8,57,65,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0.01851217003771,0,0.027768255056565,0.00342817963661296,0.0113129928008228,0.000342817963661296,0,0.0082276311278711,0.00994172094617758,0.00377099760027425,0,0.00617072334590333,0.00959890298251628,0.00102845389098389,0.00719917723688721,0.0082276311278711,0.000685635927322592,0.00274254370929037,0.0195406239286939,0.0222831676379842,0,0,0,0,0,0,0,0,0,0,0.00137127185464518,0,0,0,0.000342817963661296,0,0.000342817963661296,0,0,0,0,0,23,15,11,0,14,5,1,2,3,7,11,0.0078848131642098,0.00514226945491944,0.00377099760027425,0,0.00479945149125814,0.00171408981830648,0.000342817963661296,0.000685635927322592,0.00102845389098389,0.00239972574562907,0.00377099760027425,2917,2372,1,7.57251048392771,0.000342817963661296,0.00171408981830648,2917
"2015-08-01","Mali",31,2,130,18,35,1,0,19,30,7,1,19,18,11,43,25,0,11,154,166,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.00925373134328358,0.000597014925373134,0.0388059701492537,0.00537313432835821,0.0104477611940299,0.000298507462686567,0,0.00567164179104478,0.00895522388059702,0.00208955223880597,0.000298507462686567,0.00567164179104478,0.00537313432835821,0.00328358208955224,0.0128358208955224,0.00746268656716418,0,0.00328358208955224,0.0459701492537313,0.0495522388059702,0,0,0,0,0,0.000597014925373134,0,0,0,0,0,0,0,0,0.000298507462686567,0.000298507462686567,0.000298507462686567,0,0,0,0,0,10,24,9,0,9,5,3,2,3,1,38,0.00298507462686567,0.00716417910447761,0.0026865671641791,0,0.0026865671641791,0.00149253731343284,0.000895522388059702,0.000597014925373134,0.000895522388059702,0.000298507462686567,0.0113432835820896,3350,2537,9,6.96256661663056,0.000895522388059702,0.000597014925373134,3350
"2015-09-01","Mali",33,1,157,69,33,5,0,24,38,3,0,14,10,3,14,19,5,7,45,52,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,1,0,0,1,0,0,0.0118025751072961,0.000357653791130186,0.0561516452074392,0.0246781115879828,0.0118025751072961,0.00178826895565093,0,0.00858369098712446,0.0135908440629471,0.00107296137339056,0,0.0050071530758226,0.00357653791130186,0.00107296137339056,0.0050071530758226,0.00679542203147353,0.00178826895565093,0.0025035765379113,0.0160944206008584,0.0185979971387697,0.000357653791130186,0,0,0,0,0,0,0,0,0,0,0.000357653791130186,0,0,0.00178826895565093,0.00107296137339056,0.000357653791130186,0,0,0.000357653791130186,0,0,16,17,6,0,17,7,2,0,1,1,9,0.00572246065808298,0.00608011444921316,0.00214592274678112,0,0.00608011444921316,0.0025035765379113,0.000715307582260372,0,0.000357653791130186,0.000357653791130186,0.00321888412017167,2796,2196,6,7.20386662067858,0.00107296137339056,0.00321888412017167,2796
"2015-10-01","Mali",14,1,51,5,59,1,0,21,28,12,3,9,16,17,29,16,0,0,54,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.00490883590462833,0.000350631136044881,0.0178821879382889,0.0017531556802244,0.020687237026648,0.000350631136044881,0,0.0073632538569425,0.00981767180925666,0.00420757363253857,0.00105189340813464,0.00315568022440393,0.00561009817671809,0.00596072931276297,0.0101683029453015,0.00561009817671809,0,0,0.0189340813464236,0.00876577840112202,0,0,0,0,0.000350631136044881,0,0,0.000350631136044881,0,0,0,0,0,0,0,0.000701262272089762,0,0,0.000350631136044881,0,0,0,13,16,8,0,21,26,1,0,2,8,4,0.00455820476858345,0.00561009817671809,0.00280504908835905,0,0.0073632538569425,0.0091164095371669,0.000350631136044881,0,0.000701262272089762,0.00280504908835905,0.00140252454417952,2852,2400,9,8.96579529779751,0.000350631136044881,0.00140252454417952,2852
"2015-11-01","Mali",23,5,38,5,36,3,0,13,31,24,22,46,23,7,33,9,10,4,192,226,0,0,0,0,0,3,8,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0.00686772170797253,0.00149298297999403,0.0113466706479546,0.00149298297999403,0.010749477455957,0.000895789787996417,0,0.00388175574798447,0.00925649447596297,0.00716631830397133,0.00656912511197372,0.0137354434159451,0.00686772170797253,0.00209017617199164,0.00985368766796059,0.00268736936398925,0.00298596595998806,0.00119438638399522,0.0573305464317707,0.0674828306957301,0,0,0,0,0,0.000895789787996417,0.00238877276799045,0,0,0,0,0,0.000298596595998806,0,0.000298596595998806,0.000298596595998806,0.000597193191997611,0,0,0,0,0,27,19,4,0,20,9,3,0,3,16,92,0.00806210809196775,0.00567333532397731,0.00119438638399522,0,0.00597193191997611,0.00268736936398925,0.000895789787996417,0,0.000895789787996417,0.00477754553598089,0.0274708868318901,3349,2416,42,3.90293217760291,0.00268736936398925,0.00268736936398925,3349
"2015-12-01","Mali",7,2,36,2,46,2,0,18,34,12,41,19,33,17,35,18,0,4,52,70,0,0,0,0,0,0,1,2,0,0,5,0,0,0,0,0,1,1,0,0,0,0,0.00244328097731239,0.000698080279232112,0.012565445026178,0.000698080279232112,0.0160558464223386,0.000698080279232112,0,0.00628272251308901,0.0118673647469459,0.00418848167539267,0.0143106457242583,0.00663176265270506,0.0115183246073298,0.00593368237347295,0.012216404886562,0.00628272251308901,0,0.00139616055846422,0.0181500872600349,0.0244328097731239,0,0,0,0,0,0,0.000349040139616056,0.000698080279232112,0,0,0.00174520069808028,0,0,0,0,0,0.000349040139616056,0.000349040139616056,0,0,0,0,11,14,5,0,12,13,2,2,0,5,30,0.00383944153577661,0.00488656195462478,0.00174520069808028,0,0.00418848167539267,0.00453752181500873,0.000698080279232112,0.000698080279232112,0,0.00174520069808028,0.0104712041884817,2865,2339,10,7.52427545728205,0.000698080279232112,0.00279232111692845,2865
