"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles"
"2012-11-01","Colombia",57,1,107,5,119,5,1,86,229,69,3,29,57,12,74,36,1,9,51,65,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0.00624315443592552,0.000109529025191676,0.0117196056955093,0.000547645125958379,0.0130339539978094,0.000547645125958379,0.000109529025191676,0.00941949616648412,0.0250821467688938,0.00755750273822563,0.000328587075575027,0.0031763417305586,0.00624315443592552,0.00131434830230011,0.00810514786418401,0.00394304490690033,0.000109529025191676,0.000985761226725082,0.00558598028477547,0.00711938663745893,0,0.000109529025191676,0.000109529025191676,0,0,0,0,0,0,0,0,0.000438116100766703,0,0,0,0,0,0.000109529025191676,0.000109529025191676,74,47,27,0,104,87,9,4,5,61,68,0.00810514786418401,0.00514786418400876,0.00295728368017525,0,0.0113910186199343,0.00952902519167579,0.000985761226725082,0.000438116100766703,0.000547645125958379,0.00668127053669222,0.00744797371303395,9130,7702,59,7.00768702303938,0.000109529025191676,0.000766703176341731,9130
"2012-12-01","Colombia",31,1,40,5,69,3,0,95,205,142,3,15,92,5,32,32,1,10,47,46,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0.00422804146208402,0.000136388434260775,0.00545553737043099,0.000681942171303873,0.00941080196399345,0.000409165302782324,0,0.0129569012547736,0.0279596290234588,0.01936715766503,0.000409165302782324,0.00204582651391162,0.0125477359519913,0.000681942171303873,0.00436442989634479,0.00436442989634479,0.000136388434260775,0.00136388434260775,0.00641025641025641,0.00627386797599564,0,0,0,0,0,0.000136388434260775,0,0,0.000272776868521549,0,0,0,0.000136388434260775,0,0,0,0,0.000136388434260775,0,91,47,39,0,98,106,7,6,4,47,40,0.0124113475177305,0.00641025641025641,0.00531914893617021,0,0.0133660665575559,0.0144571740316421,0.000954719039825423,0.000818330605564648,0.000545553737043099,0.00641025641025641,0.00545553737043099,7332,6074,29,7.29880110038263,0.000272776868521549,0.000409165302782324,7332
"2013-01-01","Colombia",54,5,68,2,65,4,0,165,223,52,6,23,74,5,31,40,1,9,71,87,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,1,0,0.00705052878965922,0.000652826739783262,0.00887844366105236,0.000261130695913305,0.0084867476171824,0.000522261391826609,0,0.0215432824128476,0.0291160725943335,0.00678939809374592,0.000783392087739914,0.003003003003003,0.00966183574879227,0.000652826739783262,0.00404752578665622,0.00522261391826609,0.000130565347956652,0.00117508813160987,0.00927013970492231,0.0113591852722288,0,0,0,0,0,0,0,0,0.000130565347956652,0,0,0.000522261391826609,0,0,0.000391696043869957,0,0,0.000130565347956652,0,93,18,30,0,119,76,6,6,2,78,83,0.0121425773599687,0.00235017626321974,0.00391696043869957,0,0.0155372764068416,0.00992296644470557,0.000783392087739914,0.000783392087739914,0.000261130695913305,0.0101840971406189,0.0108369238804021,7659,6240,39,7.94740955963086,0.000522261391826609,0.000652826739783262,7659
"2013-02-01","Colombia",64,4,73,2,75,7,4,107,265,43,1,26,79,5,84,51,2,9,74,95,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0.00746965452847806,0.000466853408029879,0.00852007469654528,0.000233426704014939,0.00875350140056022,0.000816993464052288,0.000466853408029879,0.0124883286647993,0.0309290382819795,0.0050186741363212,0.00011671335200747,0.00303454715219421,0.0092203548085901,0.000583566760037348,0.00980392156862745,0.00595238095238095,0.000233426704014939,0.00105042016806723,0.00863678804855275,0.0110877684407096,0,0,0,0,0,0.00011671335200747,0,0,0,0,0,0.00011671335200747,0,0,0.00011671335200747,0.00011671335200747,0,0,0,64,50,25,0,129,68,9,3,6,63,69,0.00746965452847806,0.00583566760037348,0.00291783380018674,0,0.0150560224089636,0.00793650793650794,0.00105042016806723,0.000350140056022409,0.000700280112044818,0.00735294117647059,0.00805322128851541,8568,7100,18,8.33497288096061,0.000233426704014939,0.000233426704014939,8568
"2013-03-01","Colombia",50,1,68,6,80,3,1,76,214,48,2,21,75,6,52,22,1,11,47,65,0,0,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0.00666844491864497,0.000133368898372899,0.00906908508935716,0.000800213390237397,0.010669511869832,0.000400106695118698,0.000133368898372899,0.0101360362763404,0.0285409442518005,0.00640170712189917,0.000266737796745799,0.00280074686583089,0.0100026673779675,0.000800213390237397,0.00693518271539077,0.00293411576420379,0.000133368898372899,0.00146705788210189,0.00626833822352627,0.00866897839423846,0,0,0,0,0.000266737796745799,0,0,0,0.000133368898372899,0,0,0.000266737796745799,0.000133368898372899,0,0,0,0,0,0.000133368898372899,92,59,22,0,106,60,7,4,7,53,41,0.0122699386503067,0.00786876500400107,0.00293411576420379,0,0.0141371032275273,0.00800213390237397,0.000933582288610296,0.000533475593491598,0.000933582288610296,0.00706855161376367,0.00546812483328888,7498,6283,19,7.26196683214519,0.000266737796745799,0.000666844491864497,7498
"2013-04-01","Colombia",57,4,101,25,50,8,8,81,273,59,2,15,89,8,95,39,1,12,59,65,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0.00683863227354529,0.000479904019196161,0.0121175764847031,0.002999400119976,0.00599880023995201,0.000959808038392322,0.000959808038392322,0.00971805638872225,0.032753449310138,0.00707858428314337,0.00023995200959808,0.0017996400719856,0.0106778644271146,0.000959808038392322,0.0113977204559088,0.00467906418716257,0.00011997600479904,0.00143971205758848,0.00707858428314337,0.00779844031193761,0,0,0,0,0.00011997600479904,0,0,0,0,0,0,0.000359928014397121,0.00011997600479904,0,0,0.00011997600479904,0,0,0,91,34,28,2,125,61,7,3,2,44,49,0.0109178164367127,0.00407918416316737,0.00335932813437313,0.00023995200959808,0.01499700059988,0.00731853629274145,0.000839832033593281,0.000359928014397121,0.00023995200959808,0.00527894421115777,0.00587882423515297,8335,6935,30,8.01485936275132,0.00023995200959808,0.000479904019196161,8335
"2013-05-01","Colombia",47,5,87,13,93,10,1,100,267,62,4,10,91,10,44,32,1,24,78,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00536836093660765,0.000571102227298686,0.00993717875499714,0.00148486579097658,0.0106225014277556,0.00114220445459737,0.000114220445459737,0.0114220445459737,0.0304968589377499,0.00708166761850371,0.000456881781838949,0.00114220445459737,0.0103940605368361,0.00114220445459737,0.00502569960022844,0.00365505425471159,0.000114220445459737,0.0027412906910337,0.00890919474585951,0.0103940605368361,0,0,0,0,0,0,0,0,0.000114220445459737,0,0,0,0,0,0,0,0,0,0,100,46,31,0,116,71,1,6,7,64,75,0.0114220445459737,0.00525414049114792,0.00354083380925186,0,0.0132495716733295,0.00810965162764135,0.000114220445459737,0.000685322672758424,0.000799543118218161,0.00731010850942319,0.0085665334094803,8755,7267,34,7.96618712797117,0,0.000114220445459737,8755
"2013-06-01","Colombia",48,0,75,18,91,9,4,74,201,91,2,12,74,11,72,27,3,20,57,64,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0.00539993250084374,0,0.00843739453256834,0.0020249746878164,0.0102373720328496,0.0010124873439082,0.000449994375070312,0.00832489593880077,0.0226122173472832,0.0102373720328496,0.000224997187535156,0.00134998312521093,0.00832489593880077,0.00123748453144336,0.00809989875126561,0.0030374620317246,0.000337495781302734,0.00224997187535156,0.00641241984475194,0.00719991000112499,0,0,0.000224997187535156,0,0,0,0,0,0.000224997187535156,0,0,0.000337495781302734,0,0,0,0.000112498593767578,0,0,0,101,32,37,0,148,111,12,8,8,72,48,0.0113623579705254,0.00359995500056249,0.00416244796940038,0,0.0166497918776015,0.0124873439082011,0.00134998312521093,0.000899988750140623,0.000899988750140623,0.00809989875126561,0.00539993250084374,8889,7445,34,7.33089549461983,0.000112498593767578,0.000787490156373045,8889
"2013-07-01","Colombia",65,0,79,10,128,14,5,112,271,40,6,19,88,9,135,34,8,18,60,60,0,0,0,1,0,1,0,4,6,0,0,3,0,0,0,2,0,0,0,0.00742687385740402,0,0.00902650822669104,0.00114259597806216,0.0146252285191956,0.00159963436928702,0.000571297989031079,0.0127970749542962,0.0309643510054845,0.00457038391224863,0.000685557586837294,0.0021709323583181,0.010054844606947,0.00102833638025594,0.0154250457038391,0.00388482632541133,0.000914076782449726,0.00205667276051188,0.00685557586837294,0.00685557586837294,0,0,0,0.000114259597806216,0,0.000114259597806216,0,0.000457038391224863,0.000685557586837294,0,0,0.000342778793418647,0,0,0,0.000228519195612431,0,0,0,109,58,33,0,138,61,7,8,1,49,67,0.0124542961608775,0.00662705667276051,0.00377056672760512,0,0.0157678244972578,0.00696983546617916,0.00079981718464351,0.000914076782449726,0.000114259597806216,0.00559872029250457,0.00765539305301645,8752,7165,30,8.77539271925124,0.00137111517367459,0.000571297989031079,8752
"2013-08-01","Colombia",57,6,97,3,145,5,1,76,209,42,10,31,64,12,158,13,2,15,62,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0.00668935570942378,0.000704142706255134,0.0113836404177913,0.000352071353127567,0.0170167820678324,0.000586785588545945,0.000117357117709189,0.00891914094589837,0.0245276376012205,0.00492899894378594,0.00117357117709189,0.00363807064898486,0.0075108555333881,0.00140828541251027,0.0185424245980519,0.00152564253021946,0.000234714235418378,0.00176035676563784,0.00727614129796972,0.00727614129796972,0,0,0,0,0,0,0,0,0,0,0,0.000117357117709189,0,0,0,0.000234714235418378,0,0,0,96,71,25,0,126,67,4,5,4,61,46,0.0112662833000822,0.00833235535735242,0.00293392794272973,0,0.0147869968313578,0.00786292688651567,0.000469428470836756,0.000586785588545945,0.000469428470836756,0.00715878418026053,0.0053984274146227,8521,7015,47,7.64923316210044,0.000117357117709189,0.000234714235418378,8521
"2013-09-01","Colombia",41,1,107,7,107,3,8,74,263,40,4,10,78,13,71,52,1,11,61,44,0,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0.00452089535781233,0.000110265740434447,0.0117984342264858,0.000771860183041129,0.0117984342264858,0.000330797221303341,0.000882125923475576,0.00815966479214908,0.0289998897342596,0.00441062961737788,0.000441062961737788,0.00110265740434447,0.00860072775388687,0.00143345462564781,0.00782886757084574,0.00573381850259124,0.000110265740434447,0.00121292314477892,0.00672621016650127,0.00485169257911567,0,0,0,0,0,0,0,0,0,0,0,0.000330797221303341,0.000441062961737788,0,0.000110265740434447,0,0,0,0,105,70,39,0,141,80,8,10,8,73,68,0.0115779027456169,0.00771860183041129,0.00430036387694343,0,0.015547469401257,0.00882125923475576,0.000882125923475576,0.00110265740434447,0.000882125923475576,0.00804939905171463,0.0074980703495424,9069,7576,21,6.83138700506124,0.000771860183041129,0.000220531480868894,9069
"2013-10-01","Colombia",74,6,147,8,88,8,3,130,338,103,2,9,117,11,83,56,4,13,43,67,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0.00767634854771784,0.000622406639004149,0.0152489626556017,0.000829875518672199,0.00912863070539419,0.000829875518672199,0.000311203319502075,0.0134854771784232,0.0350622406639004,0.0106846473029046,0.00020746887966805,0.000933609958506224,0.0121369294605809,0.00114107883817427,0.00860995850622407,0.00580912863070539,0.0004149377593361,0.00134854771784232,0.00446058091286307,0.00695020746887967,0,0,0,0,0,0,0,0,0,0,0,0.000311203319502075,0,0,0,0.000103734439834025,0,0,0.000103734439834025,92,50,36,4,152,76,5,8,7,53,98,0.00954356846473029,0.00518672199170124,0.0037344398340249,0.0004149377593361,0.0157676348547718,0.00788381742738589,0.000518672199170124,0.000829875518672199,0.000726141078838174,0.00549792531120332,0.0101659751037344,9640,7887,24,8.12963854698258,0.000103734439834025,0.0004149377593361,9640
"2013-11-01","Colombia",65,3,205,9,79,5,1,108,262,68,3,29,83,12,52,49,4,12,49,82,1,0,0,0,2,0,0,0,4,0,0,3,6,0,0,1,0,0,0,0.00715937878620993,0.000330432867055843,0.0225795792488159,0.000991298601167529,0.00870139883247054,0.000550721445093072,0.000110144289018614,0.0118955832140104,0.028857803722877,0.00748981165326578,0.000330432867055843,0.00319418438153982,0.00914197598854499,0.00132173146822337,0.00572750302896795,0.0053970701619121,0.000440577156074458,0.00132173146822337,0.0053970701619121,0.00903183169952638,0.000110144289018614,0,0,0,0.000220288578037229,0,0,0,0.000440577156074458,0,0,0.000330432867055843,0.000660865734111686,0,0,0.000110144289018614,0,0,0,109,33,37,0,144,71,6,3,1,73,48,0.012005727503029,0.00363476153761427,0.00407533869368873,0,0.0158607776186805,0.00782024452032162,0.000660865734111686,0.000330432867055843,0.000110144289018614,0.00804053309835885,0.00528692587289349,9079,7475,61,8.02670129948947,0.00132173146822337,0.000550721445093072,9079
"2013-12-01","Colombia",50,1,148,10,79,12,4,95,240,49,1,33,118,9,47,72,2,16,65,39,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0.00605180343742435,0.000121036068748487,0.0179133381747761,0.00121036068748487,0.00956184943113048,0.00145243282498184,0.000484144274993948,0.0114984265311063,0.0290486564996369,0.00593076736867586,0.000121036068748487,0.00399419026870007,0.0142822561123215,0.00108932461873638,0.00568869523117889,0.00871459694989107,0.000242072137496974,0.00193657709997579,0.00786734446865166,0.004720406681191,0,0,0,0,0,0,0,0,0,0,0,0.000242072137496974,0,0,0,0.000121036068748487,0,0,0,91,33,25,0,106,107,5,4,5,69,63,0.0110142822561123,0.00399419026870007,0.00302590171871218,0,0.0128298232873396,0.0129508593560881,0.000605180343742435,0.000484144274993948,0.000605180343742435,0.00835148874364561,0.00762527233115468,8262,6786,20,8.85984100551148,0.000121036068748487,0.000242072137496974,8262
