"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","kyivpost.com","kyivindependent.com"
"2015-04-01","Ukraine",103,30,55,6,263,4,2,169,285,220,7,147,152,22,73,62,9,59,198,382,40,2,0,0,3,10,28,2,5,6,41,10,11,0,8,17,44,2,0,0,67,1,0.0109691160809372,0.00319488817891374,0.00585729499467519,0.000638977635782748,0.0280085197018104,0.000425985090521832,0.000212992545260916,0.0179978700745474,0.0303514376996805,0.0234291799787007,0.000745473908413206,0.0156549520766773,0.0161874334398296,0.00234291799787007,0.00777422790202343,0.00660276890308839,0.000958466453674121,0.00628328008519702,0.0210862619808307,0.0406815761448349,0.00425985090521832,0.000212992545260916,0,0,0.000319488817891374,0.00106496272630458,0.00298189563365282,0.000212992545260916,0.00053248136315229,0.000638977635782748,0.00436634717784878,0.00106496272630458,0.00117145899893504,0,0.000851970181043663,0.00181043663471778,0.00468583599574015,0.000212992545260916,0,0,0.00713525026624068,0.000106496272630458,64,105,29,1,111,140,10,8,9,42,81,0.00681576144834931,0.0111821086261981,0.00308839190628328,0.000106496272630458,0.0118210862619808,0.0149094781682641,0.00106496272630458,0.000851970181043663,0.000958466453674121,0.00447284345047923,0.00862619808306709,9390,6666,9093,5.37117577174944,0.039297124600639,0.00117145899893504,9390,1,0
"2015-05-01","Ukraine",153,13,66,7,381,3,3,119,235,218,7,93,93,27,54,73,8,27,255,354,9,1,0,0,0,21,45,18,6,8,17,15,9,3,5,27,53,2,1,19,54,0,0.0175639995408105,0.00149236597405579,0.00757662725289863,0.000803581678337734,0.0437378027780967,0.000344392147859029,0.000344392147859029,0.0136608885317415,0.0269773849156239,0.0250258294110894,0.000803581678337734,0.0106761565836299,0.0106761565836299,0.00309952933073126,0.00619905866146252,0.00838020893123637,0.00091837906095741,0.00309952933073126,0.0292733325680174,0.0406382734473654,0.00103317644357709,0.000114797382619676,0,0,0,0.0024107450350132,0.00516588221788543,0.00206635288715417,0.000688784295718058,0.00091837906095741,0.0019515555045345,0.00172196073929514,0.00103317644357709,0.000344392147859029,0.000573986913098381,0.00309952933073126,0.00608426127884284,0.000229594765239353,0.000114797382619676,0.00218115026977385,0.00619905866146252,0,49,73,23,1,108,121,7,5,9,39,107,0.00562507174836414,0.00838020893123637,0.00264033980025255,0.000114797382619676,0.012398117322925,0.0138904832969808,0.000803581678337734,0.000573986913098381,0.00103317644357709,0.00447709792216737,0.0122833199403054,8711,6069,8398,5.6936592500062,0.0441969923085754,0.00252554241763288,8711,1,0
"2015-06-01","Ukraine",98,19,76,6,376,8,2,364,236,264,23,113,131,22,69,118,13,96,207,473,23,2,0,0,3,12,42,9,2,6,49,4,3,1,8,35,35,1,0,1,160,1,0.010371467880199,0.0020107947930998,0.00804317917239919,0.000634987829399936,0.039792570642396,0.000846650439199915,0.000211662609799979,0.0385225949835961,0.0249761879563975,0.0279394644935972,0.00243412001269976,0.0119589374536988,0.0138639009418986,0.00232828870779977,0.00730236003809927,0.0124880939781988,0.00137580696369986,0.010159805270399,0.0219070801142978,0.050058207217695,0.00243412001269976,0.000211662609799979,0,0,0.000317493914699968,0.00126997565879987,0.00444491480579956,0.000952481744099905,0.000211662609799979,0.000634987829399936,0.00518573394009948,0.000423325219599958,0.000317493914699968,0.000105831304899989,0.000846650439199915,0.00370409567149963,0.00370409567149963,0.000105831304899989,0,0.000105831304899989,0.0169330087839983,0.000105831304899989,57,102,29,0,107,110,28,8,4,40,94,0.0060323843792994,0.0107947930997989,0.00306910784209969,0,0.0113239496242989,0.0116414435389988,0.0029632765371997,0.000846650439199915,0.000423325219599958,0.00423325219599958,0.009948142660599,9449,6278,9052,5.31656767021392,0.0481532437294952,0.00137580696369986,9449,1,0
"2015-07-01","Ukraine",131,27,175,60,301,4,2,136,359,372,12,138,193,26,55,119,13,40,164,350,7,2,2,0,1,24,23,1,4,2,34,3,4,0,11,30,27,0,0,0,51,0,0.0134276342763428,0.00276752767527675,0.0179376793767938,0.00615006150061501,0.0308528085280853,0.000410004100041,0.0002050020500205,0.013940139401394,0.0367978679786798,0.038130381303813,0.001230012300123,0.0141451414514145,0.0197826978269783,0.0026650266502665,0.00563755637556376,0.0121976219762198,0.00133251332513325,0.00410004100041,0.016810168101681,0.0358753587535875,0.000717507175071751,0.0002050020500205,0.0002050020500205,0,0.00010250102501025,0.002460024600246,0.00235752357523575,0.00010250102501025,0.000410004100041,0.0002050020500205,0.0034850348503485,0.00030750307503075,0.000410004100041,0,0.00112751127511275,0.0030750307503075,0.00276752767527675,0,0,0,0.00522755227552276,0,84,118,32,1,127,158,23,11,9,30,95,0.00861008610086101,0.0120951209512095,0.003280032800328,0.00010250102501025,0.0130176301763018,0.0161951619516195,0.00235752357523575,0.00112751127511275,0.000922509225092251,0.0030750307503075,0.00973759737597376,9756,6576,9530,6.95256760117561,0.0265477654776548,0.00153751537515375,9756,1,0
"2015-08-01","Ukraine",128,24,135,45,373,3,2,162,300,206,14,120,156,31,57,41,7,38,235,475,10,3,2,0,3,12,28,4,0,3,22,3,2,4,8,18,36,2,0,5,88,3,0.0144812761624618,0.00271523928046159,0.0152732209525964,0.00509107365086548,0.0421993438171739,0.000339404910057699,0.000226269940038466,0.0183278651431157,0.0339404910057699,0.023305803823962,0.00158388958026926,0.013576196402308,0.0176490553230003,0.00350718407059622,0.00644869329109628,0.00463853377078855,0.000791944790134631,0.00429912886073085,0.0265867179545197,0.0537391107591356,0.00113134970019233,0.000339404910057699,0.000226269940038466,0,0.000339404910057699,0.0013576196402308,0.00316777916053852,0.000452539880076932,0,0.000339404910057699,0.00248896934042312,0.000339404910057699,0.000226269940038466,0.000452539880076932,0.000905079760153864,0.00203642946034619,0.00407285892069239,0.000226269940038466,0,0.000565674850096165,0.0099558773616925,0.000339404910057699,89,76,36,2,129,102,14,9,7,38,98,0.0100690123317117,0.0085982577214617,0.00407285892069239,0.000226269940038466,0.0145944111324811,0.0115397669419618,0.00158388958026926,0.0010182147301731,0.000791944790134631,0.00429912886073085,0.0110872270618848,8839,5837,8583,5.52312445308555,0.0324697363955199,0.00181015952030773,8839,1,0
"2015-09-01","Ukraine",159,58,249,63,413,6,5,104,274,247,24,84,171,44,53,98,5,98,165,237,11,2,0,0,1,12,22,9,5,2,49,3,4,8,3,30,48,3,0,4,157,0,0.0170308483290488,0.00621251071122536,0.0266709511568123,0.00674807197943445,0.0442373607540703,0.0006426735218509,0.000535561268209083,0.0111396743787489,0.0293487574978578,0.0264567266495287,0.0025706940874036,0.0089974293059126,0.0183161953727506,0.00471293916023993,0.00567694944301628,0.010497000856898,0.000535561268209083,0.010497000856898,0.0176735218508997,0.0253856041131105,0.00117823479005998,0.000214224507283633,0,0,0.000107112253641817,0.0012853470437018,0.00235646958011997,0.00096401028277635,0.000535561268209083,0.000214224507283633,0.00524850042844901,0.00032133676092545,0.000428449014567267,0.000856898029134533,0.00032133676092545,0.0032133676092545,0.0051413881748072,0.00032133676092545,0,0.000428449014567267,0.0168166238217652,0,101,124,24,2,141,152,25,9,6,23,78,0.0108183376178235,0.0132819194515853,0.0025706940874036,0.000214224507283633,0.0151028277634961,0.0162810625535561,0.00267780634104542,0.00096401028277635,0.0006426735218509,0.00246358183376178,0.0083547557840617,9336,6230,8963,6.96559966219991,0.0462724935732648,0.00160668380462725,9336,1,0
"2015-10-01","Ukraine",106,16,858,293,292,5,0,212,276,216,1,173,168,34,44,66,10,33,93,217,4,0,1,0,0,21,15,2,10,16,30,2,5,8,17,25,23,1,3,3,53,0,0.0112837981690441,0.00170321481796892,0.0913348946135831,0.0311901213540558,0.0310836704279327,0.000532254630615286,0,0.0225675963380881,0.0293804556099638,0.0229934000425804,0.000106450926123057,0.0184160102192889,0.0178837555886736,0.00361933148818395,0.00468384074941452,0.00702576112412178,0.00106450926123057,0.00351288056206089,0.00989993612944433,0.0230998509687034,0.000425803704492229,0,0.000106450926123057,0,0,0.0022354694485842,0.00159676389184586,0.000212901852246115,0.00106450926123057,0.00170321481796892,0.00319352778369172,0.000212901852246115,0.000532254630615286,0.000851607408984458,0.00180966574409197,0.00266127315307643,0.00244837130083032,0.000106450926123057,0.000319352778369172,0.000319352778369172,0.00564189908452204,0,105,113,26,0,150,111,15,13,7,39,57,0.011177347242921,0.0120289546519055,0.00276772407919949,0,0.0159676389184586,0.0118160527996594,0.00159676389184586,0.00138386203959974,0.000745156482861401,0.00415158611879923,0.00606770278901426,9394,5763,9155,5.53769912179183,0.0312965722801788,0.000638705556738344,9394,1,0
"2015-11-01","Ukraine",148,21,415,67,296,4,0,149,305,337,28,80,171,52,48,85,10,37,119,360,12,0,1,0,0,5,19,3,5,6,14,0,3,2,8,13,13,2,1,5,124,0,0.0164480995776839,0.0023338519671038,0.0461213603022894,0.0074460991331407,0.0328961991553679,0.000444543231829295,0,0.0165592353856413,0.0338964214269838,0.0374527672816181,0.00311180262280507,0.00889086463658591,0.0190042231607024,0.00577906201378084,0.00533451878195155,0.00944654367637253,0.00111135807957324,0.00411202489442098,0.0132251611469215,0.0400088908646366,0.00133362969548789,0,0.000111135807957324,0,0,0.000555679039786619,0.00211158035118915,0.000333407423871972,0.000555679039786619,0.000666814847743943,0.00155590131140253,0,0.000333407423871972,0.000222271615914648,0.000889086463658591,0.00144476550344521,0.00144476550344521,0.000222271615914648,0.000111135807957324,0.000555679039786619,0.0137808401867082,0,118,86,42,2,193,193,15,8,5,32,98,0.0131140253389642,0.00955767948432985,0.0046677039342076,0.000222271615914648,0.0214492109357635,0.0214492109357635,0.00166703711935986,0.000889086463658591,0.000555679039786619,0.00355634585463436,0.0108913091798177,8998,5633,8762,6.85606238749434,0.027783951989331,0.00200044454323183,8998,1,0
"2015-12-01","Ukraine",85,20,95,13,322,7,2,90,245,297,27,66,181,33,37,76,6,74,93,314,6,3,1,0,4,18,32,4,4,5,16,0,6,3,2,19,21,5,0,26,191,0,0.0092001298841866,0.00216473644333802,0.0102824981058556,0.00140707868816972,0.0348522567377422,0.000757657755168308,0.000216473644333802,0.00974131399502111,0.0265180214308908,0.0321463361835697,0.00292239419850633,0.00714363026301548,0.0195908648122091,0.00357181513150774,0.00400476242017534,0.00822599848468449,0.000649420933001407,0.00800952484035069,0.0100660244615218,0.033986362160407,0.000649420933001407,0.000324710466500704,0.000108236822166901,0,0.000432947288667605,0.00194826279900422,0.00346357830934084,0.000432947288667605,0.000432947288667605,0.000541184110834506,0.00173178915467042,0,0.000649420933001407,0.000324710466500704,0.000216473644333802,0.00205649962117112,0.00227297326550492,0.000541184110834506,0,0.00281415737633943,0.0206732330338781,0,71,105,32,0,143,261,10,3,10,32,70,0.00768481437384998,0.0113648663275246,0.00346357830934084,0,0.0154778655698669,0.0282498105855612,0.00108236822166901,0.000324710466500704,0.00108236822166901,0.00346357830934084,0.00757657755168308,9239,6555,8873,6.20111489187081,0.0441606234440957,0.00162355233250352,9239,1,0
"2016-01-01","Ukraine",80,14,75,10,290,4,0,177,239,265,41,66,149,21,52,78,4,33,88,295,5,2,1,0,1,4,15,3,4,2,15,1,2,2,8,5,10,20,0,1,118,0,0.0102027802576202,0.00178548654508354,0.00956510649151894,0.00127534753220253,0.0369850784338732,0.00051013901288101,0,0.0225736513199847,0.0304808060196404,0.0337967096033669,0.00522892488203035,0.00841729371253667,0.0190026782298176,0.0026782298176253,0.00663180716745313,0.0099477107511797,0.00051013901288101,0.00420864685626833,0.0112230582833822,0.0376227521999745,0.000637673766101263,0.000255069506440505,0.000127534753220253,0,0.000127534753220253,0.00051013901288101,0.00191302129830379,0.000382604259660758,0.00051013901288101,0.000255069506440505,0.00191302129830379,0.000127534753220253,0.000255069506440505,0.000255069506440505,0.00102027802576202,0.000637673766101263,0.00127534753220253,0.00255069506440505,0,0.000127534753220253,0.0150491008799898,0,86,84,35,1,146,132,9,7,7,19,76,0.0109679887769417,0.0107129192705012,0.00446371636270884,0.000127534753220253,0.0186200739701569,0.0168345874250733,0.00114781277898227,0.000892743272541768,0.000892743272541768,0.0024231603111848,0.00969264124473919,7841,5396,7622,6.25269750933737,0.0311184797857416,0.00102027802576202,7841,1,0
"2016-02-01","Ukraine",77,21,140,20,334,12,2,145,269,215,16,77,241,43,53,238,12,34,93,312,13,3,0,0,0,9,24,1,1,1,18,3,7,5,13,11,11,6,2,3,105,1,0.0086429453361769,0.00235716690986643,0.0157144460657762,0.00224492086653945,0.0374901784712089,0.00134695251992367,0.000224492086653945,0.016275676282411,0.0301941856549557,0.0241328993152991,0.00179593669323156,0.0086429453361769,0.0270512964418004,0.00482657986305983,0.00594904029632955,0.0267145583118195,0.00134695251992367,0.00381636547311707,0.0104388820294085,0.0350207655180155,0.00145919856325065,0.000336738129980918,0,0,0,0.00101021438994275,0.00269390503984735,0.000112246043326973,0.000112246043326973,0.000112246043326973,0.00202042877988551,0.000336738129980918,0.000785722303288809,0.000561230216634864,0.00145919856325065,0.0012347064765967,0.0012347064765967,0.000673476259961836,0.000224492086653945,0.000336738129980918,0.0117858345493321,0.000112246043326973,81,101,34,0,133,130,26,17,5,36,81,0.00909192950948479,0.0113368503760242,0.00381636547311707,0,0.0149287237624874,0.0145919856325065,0.00291839712650129,0.00190818273655854,0.000561230216634864,0.00404085755977102,0.00909192950948479,8909,6097,8672,7.55801227813067,0.0292962173083399,0.00101021438994275,8909,1,0
"2016-03-01","Ukraine",87,18,185,25,289,3,0,86,296,158,16,79,153,25,87,117,12,62,154,324,7,0,0,0,10,30,18,3,0,7,6,0,1,2,8,22,24,1,0,1,94,0,0.0102328863796754,0.00211714890613973,0.0217595859797695,0.00294048459186074,0.0339920018819101,0.000352858151023289,0,0.0101152669960009,0.0348153375676311,0.0185838626205599,0.00188191013879087,0.00929193131027993,0.0179957657021877,0.00294048459186074,0.0102328863796754,0.0137614678899083,0.00141143260409315,0.00729240178781463,0.0181133850858621,0.0381086803105152,0.000823335685721007,0,0,0,0.0011761938367443,0.00352858151023289,0.00211714890613973,0.000352858151023289,0,0.000823335685721007,0.000705716302046577,0,0.00011761938367443,0.000235238767348859,0.000940955069395436,0.00258762644083745,0.00282286520818631,0.00011761938367443,0,0.00011761938367443,0.0110562220653964,0,95,92,40,0,222,118,16,8,7,32,94,0.0111738414490708,0.0108209832980475,0.00470477534697718,0,0.0261115031757234,0.0138790872735827,0.00188191013879087,0.000940955069395436,0.000823335685721007,0.00376382027758175,0.0110562220653964,8502,5752,8268,5.85356142224233,0.0308162785227005,0.000470477534697718,8502,1,0
"2016-04-01","Ukraine",87,37,212,13,326,4,1,76,268,165,3,79,178,23,65,154,9,36,113,292,9,3,0,0,2,23,14,7,1,4,15,0,4,1,5,32,23,2,0,2,44,0,0.00970657146044851,0.00412808211536316,0.0236527948231619,0.00145040722972219,0.0363717505299565,0.000446279147606828,0.000111569786901707,0.00847930380452973,0.0299007028896575,0.0184090148387817,0.000334709360705121,0.00881401316523485,0.0198594220685039,0.00256610509873926,0.00725203614861096,0.0171817471828629,0.00100412808211536,0.00401651232846145,0.0126073859198929,0.0325783777752984,0.00100412808211536,0.000334709360705121,0,0,0.000223139573803414,0.00256610509873926,0.0015619770166239,0.000780988508311949,0.000111569786901707,0.000446279147606828,0.00167354680352561,0,0.000446279147606828,0.000111569786901707,0.000557848934508535,0.00357023318085462,0.00256610509873926,0.000223139573803414,0,0.000223139573803414,0.00490907062367511,0,61,77,35,5,133,107,25,12,5,35,98,0.00680575700100413,0.00859087359143144,0.00390494254155975,0.000557848934508535,0.014838781657927,0.0119379671984827,0.00278924467254268,0.00133883744282048,0.000557848934508535,0.00390494254155975,0.0109338391163673,8963,6379,8772,6.46616066229062,0.0224255271672431,0.00189668637732902,8963,1,0
"2016-05-01","Ukraine",80,37,122,19,235,8,0,124,262,198,5,69,119,14,46,64,10,32,117,286,4,0,1,0,3,16,9,3,5,1,19,2,8,4,18,53,8,3,0,0,82,1,0.00956708921310691,0.00442477876106195,0.014589811049988,0.00227218368811289,0.0281033245635016,0.000956708921310691,0,0.0148289882803157,0.0313322171729251,0.0236785458024396,0.000597943075819182,0.00825161444630471,0.0142310452044965,0.00167424061229371,0.00550107629753647,0.00765367137048553,0.00119588615163836,0.00382683568524277,0.0139918679741689,0.0342023439368572,0.000478354460655346,0,0.000119588615163836,0,0.000358765845491509,0.00191341784262138,0.00107629753647453,0.000358765845491509,0.000597943075819182,0.000119588615163836,0.00227218368811289,0.000239177230327673,0.000956708921310691,0.000478354460655346,0.00215259507294906,0.00633819660368333,0.000956708921310691,0.000358765845491509,0,0,0.00980626644343459,0.000119588615163836,88,80,37,2,144,119,18,7,1,42,105,0.0105237981344176,0.00956708921310691,0.00442477876106195,0.000239177230327673,0.0172207605835924,0.0142310452044965,0.00215259507294906,0.000837120306146855,0.000119588615163836,0.00502272183688113,0.0125568045922028,8362,5979,8122,5.77049921787378,0.032169337479072,0.000956708921310691,8362,1,0
"2016-06-01","Ukraine",175,18,114,18,342,2,5,138,264,250,18,86,140,15,80,79,11,41,152,336,7,2,0,0,0,17,25,6,2,4,21,0,0,2,7,21,21,8,1,0,120,0,0.0201311399976993,0.0020706315426205,0.0131139997699298,0.0020706315426205,0.0393419993097895,0.000230070171402278,0.000575175428505694,0.0158748418267572,0.0303692626251007,0.0287587714252847,0.0020706315426205,0.00989301737029794,0.0161049119981594,0.00172552628551708,0.00920280685609111,0.00908777177038997,0.00126538594271253,0.00471643851374669,0.0174853330265731,0.0386517887955827,0.000805245599907972,0.000230070171402278,0,0,0,0.00195559645691936,0.00287587714252847,0.000690210514206833,0.000230070171402278,0.000460140342804555,0.00241573679972392,0,0,0.000230070171402278,0.000805245599907972,0.00241573679972392,0.00241573679972392,0.000920280685609111,0.000115035085701139,0,0.0138042102841367,0,135,87,63,2,127,117,18,9,5,40,83,0.0155297365696537,0.0100080524559991,0.00724721039917175,0.000230070171402278,0.0146094558840446,0.0134591050270332,0.0020706315426205,0.00103531577131025,0.000575175428505694,0.00460140342804555,0.00954791211319452,8693,5890,8429,6.85712728362871,0.0346255607960428,0.000575175428505694,8693,1,0
"2016-07-01","Ukraine",158,13,163,56,288,14,1,137,268,124,27,60,226,27,65,90,11,45,200,331,5,2,0,0,10,9,21,4,2,6,8,0,3,2,6,34,15,4,0,0,91,0,0.0175166297117517,0.00144124168514412,0.0180709534368071,0.00620842572062084,0.0319290465631929,0.00155210643015521,0.000110864745011086,0.0151884700665188,0.0297117516629712,0.0137472283813747,0.00299334811529934,0.00665188470066519,0.0250554323725055,0.00299334811529934,0.00720620842572062,0.00997782705099778,0.00121951219512195,0.00498891352549889,0.0221729490022173,0.0366962305986696,0.000554323725055432,0.000221729490022173,0,0,0.00110864745011086,0.000997782705099778,0.00232815964523282,0.000443458980044346,0.000221729490022173,0.000665188470066519,0.000886917960088692,0,0.000332594235033259,0.000221729490022173,0.000665188470066519,0.00376940133037694,0.0016629711751663,0.000443458980044346,0,0,0.0100886917960089,0,154,124,72,0,191,124,18,19,7,43,97,0.0170731707317073,0.0137472283813747,0.00798226164079823,0,0.0211751662971175,0.0137472283813747,0.00199556541019956,0.00210643015521064,0.000776053215077605,0.00476718403547672,0.0107538802660754,9020,6102,8798,6.10109679157867,0.0270509977827051,0.000886917960088692,9020,1,0
"2016-08-01","Ukraine",152,17,53,8,206,5,3,105,362,70,15,154,267,28,61,78,15,53,125,344,14,0,1,0,15,21,61,8,1,1,11,24,1,7,10,6,38,7,1,0,38,1,0.0185411075872164,0.00207367650646499,0.00646499146133203,0.000975847767748231,0.025128080019517,0.000609904854842645,0.000365942912905587,0.0128080019516955,0.0441571114906075,0.00853866796779702,0.00182971456452793,0.0187850695291535,0.0325689192485972,0.00341546718711881,0.00744083922908026,0.00951451573554525,0.00182971456452793,0.00646499146133203,0.0152476213710661,0.0419614540131739,0.0017077335935594,0,0.000121980970968529,0,0.00182971456452793,0.00256160039033911,0.00744083922908026,0.000975847767748231,0.000121980970968529,0.000121980970968529,0.00134179068065382,0.00292754330324469,0.000121980970968529,0.000853866796779702,0.00121980970968529,0.000731885825811174,0.0046352768968041,0.000853866796779702,0.000121980970968529,0,0.0046352768968041,0.000121980970968529,104,68,49,1,168,75,15,11,8,33,114,0.012686020980727,0.00829470602585997,0.00597706757745792,0.000121980970968529,0.0204928031227129,0.00914857282263967,0.00182971456452793,0.00134179068065382,0.000975847767748231,0.00402537204196145,0.0139058306904123,8198,5666,7932,6.66948287763825,0.0369602342034643,0.00195169553549646,8198,1,0
"2016-09-01","Ukraine",118,32,126,69,337,8,0,123,318,157,10,92,194,27,67,104,11,49,110,297,6,1,10,0,5,24,25,2,8,8,20,6,8,30,11,24,22,1,3,3,101,0,0.0128638395290527,0.00348849885533631,0.0137359642428867,0.00752207565681893,0.0367382535702605,0.000872124713834078,0,0.013408917475199,0.0346669573749046,0.0171154475089938,0.0010901558922926,0.0100294342090919,0.0211490243104764,0.00294342090919001,0.00730404447836041,0.011337621279843,0.00119917148152186,0.00534176387223373,0.0119917148152186,0.0323776300010902,0.000654093535375559,0.00010901558922926,0.0010901558922926,0,0.000545077946146299,0.00261637414150223,0.00272538973073149,0.00021803117845852,0.000872124713834078,0.000872124713834078,0.0021803117845852,0.000654093535375559,0.000872124713834078,0.00327046767687779,0.00119917148152186,0.00261637414150223,0.00239834296304372,0.00010901558922926,0.000327046767687779,0.000327046767687779,0.0110105745121552,0,136,129,67,0,156,175,12,18,6,36,108,0.0148261201351793,0.0140630110105745,0.00730404447836041,0,0.0170064319197645,0.0190777281151205,0.00130818707075112,0.00196228060612668,0.000654093535375559,0.00392456121225335,0.0117736836367601,9173,6282,8855,6.21532793434639,0.0370653003379483,0.00207129619535594,9173,1,0
"2016-10-01","Ukraine",113,17,112,18,319,5,1,129,324,180,14,99,151,19,50,51,14,57,133,386,8,3,2,0,6,41,10,6,3,17,7,0,4,2,2,14,24,3,0,1,78,0,0.0122017060792571,0.00183565489687939,0.0120937263794407,0.00194363459669582,0.0344455242414426,0.000539898499082173,0.000107979699816435,0.0139293812763201,0.0349854227405248,0.0194363459669582,0.00151171579743008,0.010689990281827,0.0163049346722816,0.00205161429651226,0.00539898499082173,0.00550696469063816,0.00151171579743008,0.00615484288953677,0.0143613000755858,0.0416801641291437,0.000863837598531476,0.000323939099449304,0.000215959399632869,0,0.000647878198898607,0.00442716769247382,0.00107979699816435,0.000647878198898607,0.000323939099449304,0.00183565489687939,0.000755857898715042,0,0.000431918799265738,0.000215959399632869,0.000215959399632869,0.00151171579743008,0.00259151279559443,0.000323939099449304,0,0.000107979699816435,0.00842241658568189,0,107,100,62,0,192,149,8,9,10,43,128,0.0115538278803585,0.0107979699816435,0.00669474138861894,0,0.0207321023647554,0.0160889752726487,0.000863837598531476,0.000971817298347911,0.00107979699816435,0.00464312709210668,0.0138214015765036,9261,6399,9030,5.51913495569149,0.0290465392506209,0.000755857898715042,9261,1,0
"2016-11-01","Ukraine",159,20,160,9,258,7,3,160,402,179,16,79,225,27,103,131,6,52,66,364,10,7,0,0,2,25,17,3,4,12,23,8,4,6,7,10,23,6,0,2,85,0,0.0163026760996616,0.00205065108171845,0.0164052086537476,0.000922792986773301,0.0264533989541679,0.000717727878601456,0.000307597662257767,0.0164052086537476,0.0412180867425408,0.0183533271813801,0.00164052086537476,0.00810007177278786,0.0230698246693325,0.0027683789603199,0.01056085307085,0.0134317645852558,0.000615195324515534,0.00533169281246796,0.00676714856967087,0.0373218496872757,0.00102532554085922,0.000717727878601456,0,0,0.000205065108171845,0.00256331385214806,0.00174305341946068,0.000307597662257767,0.000410130216343689,0.00123039064903107,0.00235824874397621,0.000820260432687378,0.000410130216343689,0.000615195324515534,0.000717727878601456,0.00102532554085922,0.00235824874397621,0.000615195324515534,0,0.000205065108171845,0.00871526709730339,0,133,115,88,1,216,169,30,13,15,26,121,0.0136368296934277,0.0117912437198811,0.00902286475956116,0.000102532554085922,0.0221470316825592,0.0173280016405209,0.00307597662257767,0.00133292320311699,0.00153798831128883,0.00266584640623398,0.0124064390443966,9753,6637,9499,7.21411201757562,0.0280939198195427,0.00153798831128883,9753,1,0
"2016-12-01","Ukraine",81,38,108,18,203,6,3,164,348,164,29,56,175,28,32,73,26,42,152,360,4,5,1,0,2,20,22,1,1,4,13,8,2,5,3,13,10,21,0,1,97,3,0.00882930019620667,0.00414214083278831,0.0117724002616089,0.00196206671026815,0.0221277523435797,0.00065402223675605,0.000327011118378025,0.0178766078046654,0.0379332897318509,0.0178766078046654,0.00316110747765424,0.00610420754305646,0.0190756485720514,0.00305210377152823,0.00348811859603226,0.0079572705471986,0.00283409635927622,0.00457815565729235,0.0165685633311533,0.039241334205363,0.000436014824504033,0.000545018530630041,0.000109003706126008,0,0.000218007412252017,0.00218007412252017,0.00239808153477218,0.000109003706126008,0.000109003706126008,0.000436014824504033,0.00141704817963811,0.000872029649008066,0.000218007412252017,0.000545018530630041,0.000327011118378025,0.00141704817963811,0.00109003706126008,0.00228907782864617,0,0.000109003706126008,0.0105733594942228,0.000327011118378025,127,97,91,1,249,200,25,20,5,69,117,0.0138434706780031,0.0105733594942228,0.00991933725746675,0.000109003706126008,0.0271419228253761,0.0218007412252017,0.00272509265315021,0.00218007412252017,0.000545018530630041,0.00752125572269457,0.012753433616743,9174,6264,8938,6.41395100920252,0.0296490080662743,0.00119904076738609,9174,1,0
