"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","bd.pratidin.com","kalerkantho.com","jugantor.com","dailyjanakantha.com"
"2012-11-01","Bangladesh",42,2,79,7,19,3,1,106,70,9,1,4,42,2,126,19,2,3,43,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0.0112389617340112,0.000535188654000535,0.0211399518330211,0.00187316028900187,0.00508429221300508,0.000802782981000803,0.000267594327000268,0.0283649986620284,0.0187316028900187,0.00240834894300241,0.000267594327000268,0.00107037730800107,0.0112389617340112,0.000535188654000535,0.0337168852020337,0.00508429221300508,0.000535188654000535,0.000802782981000803,0.0115065560610115,0.0155204709660155,0,0,0,0,0,0,0,0,0,0,0.000535188654000535,0,0,0,0,0.000535188654000535,0,0,0,0,0,0,127,14,29,0,108,12,6,5,3,79,84,0.033984479529034,0.00374632057800375,0.00776023548300776,0,0.0289001873160289,0.00321113192400321,0.00160556596200161,0.00133797163500134,0.000802782981000803,0.0211399518330211,0.0224779234680225,3737,2690,3733,21.3024130139993,0.000535188654000535,0.000802782981000803,3737,0,0,0,1
"2012-12-01","Bangladesh",34,2,51,9,19,2,0,77,54,8,1,1,42,7,143,17,1,2,37,48,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0.0091991341991342,0.000541125541125541,0.0137987012987013,0.00243506493506494,0.00514069264069264,0.000541125541125541,0,0.0208333333333333,0.0146103896103896,0.00216450216450216,0.000270562770562771,0.000270562770562771,0.0113636363636364,0.00189393939393939,0.0386904761904762,0.0045995670995671,0.000270562770562771,0.000541125541125541,0.0100108225108225,0.012987012987013,0,0,0,0,0,0,0.000270562770562771,0,0,0,0.000270562770562771,0,0,0,0.000541125541125541,0,0,0,0,0,0,0,88,14,20,0,62,12,6,0,1,79,74,0.0238095238095238,0.00378787878787879,0.00541125541125541,0,0.0167748917748918,0.00324675324675325,0.00162337662337662,0,0.000270562770562771,0.0213744588744589,0.020021645021645,3696,2826,3692,20.4004153964087,0,0.00135281385281385,3696,1,0,0,0
"2013-01-01","Bangladesh",29,4,39,3,9,3,1,69,41,8,1,6,23,13,161,13,1,7,42,59,8,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0.00802434975096846,0.00110680686220255,0.0107913669064748,0.000830105146651909,0.00249031543995573,0.000830105146651909,0.000276701715550636,0.0190924183729939,0.0113447703375761,0.00221361372440509,0.000276701715550636,0.00166021029330382,0.00636413945766464,0.00359712230215827,0.0445489762036525,0.00359712230215827,0.000276701715550636,0.00193691200885445,0.0116214720531267,0.0163254012174875,0.00221361372440509,0,0,0,0,0,0,0.00110680686220255,0,0,0.000553403431101273,0,0,0,0,0.000276701715550636,0,0,0,0,0,0,126,10,12,2,80,12,8,2,4,77,61,0.0348644161593802,0.00276701715550636,0.00332042058660764,0.000553403431101273,0.0221361372440509,0.00332042058660764,0.00221361372440509,0.000553403431101273,0.00110680686220255,0.021306032097399,0.0168788046485888,3614,2710,3599,21.9149381891,0.00415052573325955,0.000553403431101273,3614,1,0,0,1
"2013-02-01","Bangladesh",30,8,30,1,8,3,0,69,49,18,0,6,19,18,239,13,4,3,53,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00871586287042417,0.00232423009877978,0.00871586287042417,0.000290528762347472,0.00232423009877978,0.000871586287042417,0,0.0200464846019756,0.0142359093550261,0.0052295177222545,0,0.00174317257408483,0.00552004648460198,0.0052295177222545,0.0694363742010459,0.00377687391051714,0.00116211504938989,0.000871586287042417,0.015398024404416,0.0168506682161534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290528762347472,0,0,0,0,116,6,9,1,71,14,4,0,5,100,74,0.0337013364323068,0.00174317257408483,0.00261475886112725,0.000290528762347472,0.0206275421266705,0.00406740267286461,0.00116211504938989,0,0.00145264381173736,0.0290528762347472,0.021499128413713,3442,2432,3441,24.5781798287413,0,0.000290528762347472,3442,0,0,0,0
"2013-03-01","Bangladesh",54,4,52,5,32,4,0,80,63,7,0,15,16,13,223,13,1,4,78,118,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0132710739739494,0.000983042516588842,0.012779552715655,0.00122880314573605,0.00786434013271074,0.000983042516588842,0,0.0196608503317768,0.0154829196362743,0.00172032440403047,0,0.00368640943720816,0.00393217006635537,0.00319488817891374,0.054804620299828,0.00319488817891374,0.000245760629147211,0.000983042516588842,0.0191693290734824,0.0289997542393709,0.000491521258294421,0,0,0,0,0,0,0,0,0,0.000245760629147211,0,0,0,0,0,0,0.000245760629147211,0,0,0,0,103,13,8,2,84,9,3,4,8,101,112,0.0253133448021627,0.00319488817891374,0.00196608503317768,0.000491521258294421,0.0206438928483657,0.0022118456623249,0.000737281887441632,0.000983042516588842,0.00196608503317768,0.0248218235438683,0.0275251904644876,4069,2856,4065,23.632448036526,0.000491521258294421,0.000737281887441632,4069,0,0,0,1
"2013-04-01","Bangladesh",60,3,44,2,16,4,1,150,76,17,1,9,20,16,280,4,1,3,53,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0153022188217292,0.000765110941086458,0.0112216271359347,0.000510073960724305,0.00408059168579444,0.00102014792144861,0.000255036980362153,0.0382555470543229,0.0193828105075236,0.00433562866615659,0.000255036980362153,0.00229533282325937,0.00510073960724305,0.00408059168579444,0.0714103545014027,0.00102014792144861,0.000255036980362153,0.000765110941086458,0.0135169599591941,0.0186176995664371,0.000255036980362153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000255036980362153,0,0,0,0,0,0,0,131,13,15,1,77,20,9,7,4,85,81,0.033409844427442,0.00331548074470798,0.00382555470543229,0.000255036980362153,0.0196378474878857,0.00510073960724305,0.00229533282325937,0.00178525886253507,0.00102014792144861,0.021678143330783,0.0206579954093344,3921,2675,3919,23.3740964800794,0.000510073960724305,0.00102014792144861,3921,1,0,0,0
"2013-05-01","Bangladesh",48,4,109,10,48,3,1,215,80,28,4,12,30,6,214,22,1,4,79,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00898876404494382,0.000749063670411985,0.0204119850187266,0.00187265917602996,0.00898876404494382,0.000561797752808989,0.000187265917602996,0.0402621722846442,0.0149812734082397,0.0052434456928839,0.000749063670411985,0.00224719101123596,0.00561797752808989,0.00112359550561798,0.0400749063670412,0.00411985018726592,0.000187265917602996,0.000749063670411985,0.0147940074906367,0.0153558052434457,0,0,0,0,0,0,0,0,0,0,0.000187265917602996,0,0,0,0,0,0,0,0,0,0,0,123,26,14,0,102,21,6,9,3,115,107,0.0230337078651685,0.0048689138576779,0.00262172284644195,0,0.0191011235955056,0.00393258426966292,0.00112359550561798,0.00168539325842697,0.000561797752808989,0.0215355805243446,0.0200374531835206,5340,3848,5339,21.3667722278708,0,0.000187265917602996,5340,0,0,0,1
"2013-06-01","Bangladesh",112,4,416,32,34,10,0,142,116,44,3,12,78,18,392,38,6,9,90,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113325913184256,0.000404735404229485,0.0420924820398664,0.00323788323383588,0.00344025093595062,0.00101183851057371,0,0.0143681068501467,0.0117373267226551,0.00445208944652434,0.000303551553172114,0.00121420621268845,0.00789234038247496,0.00182130931903268,0.0396640696144895,0.00384498634018011,0.000607103106344227,0.000910654659516341,0.00910654659516341,0.0171000708286957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,34,35,0,131,61,16,9,2,204,151,0.024790043509056,0.00344025093595062,0.00354143478700799,0,0.0132550844885156,0.00617221491449965,0.00161894161691794,0.000910654659516341,0.000202367702114742,0.0206415056157037,0.0152787615096631,9883,7328,9883,21.0314896478454,0.000101183851057371,0.000101183851057371,9883,1,0,1,1
"2013-07-01","Bangladesh",115,0,298,45,37,5,5,177,164,37,3,16,70,16,451,21,7,3,125,202,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0.0109388376296014,0,0.0283458575097498,0.00428041472462665,0.00351945210691525,0.000475601636069628,0.000475601636069628,0.0168362979168648,0.0155997336630838,0.00351945210691525,0.000285360981641777,0.00152192523542281,0.00665842290497479,0.00152192523542281,0.0428992675734805,0.00199752687149244,0.000665842290497479,0.000285360981641777,0.0118900409017407,0.019214306097213,0,9.51203272139256e-05,0,0,0,0,0,0,0,0,9.51203272139256e-05,0,0,0,0.000190240654427851,0,0,9.51203272139256e-05,0,0,0,0,251,38,43,2,210,53,13,9,10,250,215,0.0238752021306953,0.00361457243412917,0.0040901740701988,0.000190240654427851,0.0199752687149244,0.00504137734233806,0.00123656425378103,0.000856082944925331,0.000951203272139256,0.0237800818034814,0.020450870350994,10513,7691,10508,20.8018563137717,9.51203272139256e-05,0.000380481308855702,10513,1,0,1,0
"2013-08-01","Bangladesh",138,2,205,21,31,7,1,127,134,40,6,15,74,32,346,27,8,12,117,214,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147498931167165,0.000213766566908935,0.0219110731081659,0.00224454895254382,0.0033133817870885,0.000748182984181274,0.000106883283454468,0.0135741769987174,0.0143223599828987,0.00427533133817871,0.000641299700726806,0.00160324925181702,0.00790936297563061,0.00342026507054297,0.0369816160752458,0.00288584865327063,0.000855066267635742,0.00128259940145361,0.0125053441641727,0.0228730226592561,0,0,0,0,0,0,0.000106883283454468,0.000106883283454468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,30,39,0,153,44,6,8,1,253,185,0.0280034202650705,0.00320649850363403,0.00416844805472424,0,0.0163531423685336,0.00470286447199658,0.000641299700726806,0.000855066267635742,0.000106883283454468,0.0270414707139803,0.0197734074390765,9356,6891,9354,22.5190155188966,0,0.000427533133817871,9356,1,0,1,1
"2013-09-01","Bangladesh",76,4,280,13,55,4,0,99,95,42,4,14,63,20,390,11,0,5,79,180,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.00908873475245157,0.000478354460655346,0.0334848122458742,0.00155465199712987,0.006577373834011,0.000478354460655346,0,0.0118392729012198,0.0113609184405645,0.00502272183688113,0.000478354460655346,0.00167424061229371,0.00753408275532169,0.00239177230327673,0.0466395599138962,0.0013154747668022,0,0.000597943075819182,0.00944750059794308,0.0215259507294906,0,0,0,0,0,0,0,0.000239177230327673,0,0,0,0,0,0.000119588615163836,0,0,0,0,0.000119588615163836,0,0,0,207,28,35,0,168,53,3,5,3,201,160,0.0247548433389141,0.00334848122458742,0.00418560153073427,0,0.0200908873475245,0.00633819660368333,0.000358765845491509,0.000597943075819182,0.000358765845491509,0.0240373116479311,0.0191341784262138,8362,6122,8358,20.8053125662009,0.000478354460655346,0,8362,1,1,1,0
"2013-10-01","Bangladesh",81,6,211,19,86,6,1,113,74,37,1,15,47,9,352,12,4,6,125,179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0100086494501421,0.000741381440751266,0.0260719139997529,0.00234770789571234,0.0106264673174348,0.000741381440751266,0.000123563573458544,0.0139626838008155,0.00914370443593229,0.00457185221796614,0.000123563573458544,0.00185345360187817,0.00580748795255159,0.0011120721611269,0.0434943778574076,0.00148276288150253,0.000494254293834178,0.000741381440751266,0.0154454466823181,0.0221178796490794,0,0,0,0,0,0,0,0,0,0,0.000123563573458544,0,0,0,0,0,0,0,0,0.000123563573458544,0,0,221,32,44,2,150,38,14,6,9,166,148,0.0273075497343383,0.00395403435067342,0.00543679723217595,0.000247127146917089,0.0185345360187817,0.00469541579142469,0.00172989002841962,0.000741381440751266,0.0011120721611269,0.0205115531941184,0.0182874088718646,8093,5931,8091,21.0904497279849,0.000247127146917089,0.000370690720375633,8093,1,0,1,0
"2013-11-01","Bangladesh",106,3,350,25,85,8,1,100,110,29,12,22,35,20,457,63,4,2,118,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0128500424293854,0.000363680446114681,0.0424293853800461,0.003030670384289,0.0103042793065826,0.000969814522972482,0.00012122681537156,0.012122681537156,0.0133349496908716,0.00351557764577525,0.00145472178445872,0.00266698993817432,0.00424293853800461,0.0024245363074312,0.055400654624803,0.00763728936840829,0.000484907261486241,0.00024245363074312,0.0143047642138441,0.0224269608437386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024245363074312,0,0,0,0,0,0,0,198,32,23,0,109,24,16,7,5,177,144,0.0240029094435689,0.00387925809188993,0.00278821675354588,0,0.0132137228755001,0.00290944356891744,0.00193962904594496,0.000848587707600921,0.000606134076857801,0.0214571463207662,0.0174566614135047,8249,5818,8247,22.7106709351324,0,0.000363680446114681,8249,1,1,1,1
"2013-12-01","Bangladesh",82,0,469,32,60,4,2,134,92,12,24,41,30,12,336,42,10,12,197,215,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0.00910099889012209,0,0.0520532741398446,0.00355160932297447,0.00665926748057714,0.000443951165371809,0.000221975582685905,0.0148723640399556,0.0102108768035516,0.00133185349611543,0.00266370699223085,0.00455049944506104,0.00332963374028857,0.00133185349611543,0.037291897891232,0.004661487236404,0.00110987791342952,0.00133185349611543,0.0218645948945616,0.0238623751387347,0,0,0,0,0,0,0.000221975582685905,0,0,0,0.000221975582685905,0,0,0,0.000110987791342952,0,0.000110987791342952,0,0,0,0,0,176,25,20,0,111,11,8,5,3,193,172,0.0195338512763596,0.00277469478357381,0.00221975582685905,0,0.0123196448390677,0.00122086570477247,0.000887902330743618,0.000554938956714761,0.000332963374028857,0.0214206437291898,0.0190899001109878,9010,6515,9004,22.1348161783537,0.000221975582685905,0.000665926748057714,9010,1,1,1,0
"2014-01-01","Bangladesh",133,7,707,114,74,2,1,152,109,30,10,35,55,22,319,19,4,11,212,250,1,0,0,0,0,0,2,1,1,1,2,0,0,0,0,2,2,0,0,0,0,0,0.0116830639494027,0.000614898102600141,0.0621047083626142,0.0100140548137737,0.00650035137034434,0.000175685172171469,8.78425860857344e-05,0.0133520730850316,0.00957484188334505,0.00263527758257203,0.000878425860857344,0.0030744905130007,0.00483134223471539,0.00193253689388616,0.0280217849613493,0.00166900913562895,0.000351370344342937,0.000966268446943078,0.0186226282501757,0.0219606465214336,8.78425860857344e-05,0,0,0,0,0,0.000175685172171469,8.78425860857344e-05,8.78425860857344e-05,8.78425860857344e-05,0.000175685172171469,0,0,0,0,0.000175685172171469,0.000175685172171469,0,0,0,0,0,283,32,32,9,164,25,14,8,3,237,173,0.0248594518622628,0.0028109627547435,0.0028109627547435,0.000790583274771609,0.0144061841180604,0.00219606465214336,0.00122979620520028,0.000702740688685875,0.000263527758257203,0.020818692902319,0.015196767392832,11384,8200,11372,21.0887608951392,0.000351370344342937,0.00114195361911455,11384,1,0,1,0
"2014-02-01","Bangladesh",96,2,591,51,42,7,1,100,111,11,3,9,52,12,226,37,1,14,157,175,2,0,0,0,1,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0.00975312404754648,0.000203190084323885,0.060042669917708,0.00518134715025907,0.00426699177080159,0.000711165295133598,0.000101595042161942,0.0101595042161942,0.0112770496799756,0.00111754546378137,0.000304785126485827,0.000914355379457483,0.00528294219242101,0.00121914050594331,0.022960479528599,0.00375901655999187,0.000101595042161942,0.0014223305902672,0.015950421619425,0.0177791323783399,0.000203190084323885,0,0,0,0.000101595042161942,0,0,0.000101595042161942,0,0,0.000304785126485827,0,0,0,0.000101595042161942,0.000203190084323885,0,0,0,0,0,0,228,30,40,5,190,25,8,1,4,193,134,0.0231636696129229,0.00304785126485827,0.0040638016864777,0.000507975210809712,0.0193030580107691,0.00253987605404856,0.00081276033729554,0.000101595042161942,0.00040638016864777,0.0196078431372549,0.0136137356497003,9843,7359,9833,19.8413504351879,0.000101595042161942,0.0014223305902672,9843,1,1,1,1
"2014-03-01","Bangladesh",97,3,598,109,31,11,1,144,138,12,1,11,66,18,267,45,10,6,185,224,2,0,2,0,0,1,4,4,0,0,1,0,1,0,1,6,2,0,0,0,1,0,0.00923018365210772,0.000285469597487868,0.0569036064325816,0.0103720620420592,0.00294985250737463,0.00104672185745551,9.51565324959559e-05,0.0137025406794176,0.0131316014844419,0.00114187838995147,9.51565324959559e-05,0.00104672185745551,0.00628033114473309,0.00171281758492721,0.0254067941764202,0.00428204396231801,0.000951565324959558,0.000570939194975735,0.0176039585117518,0.0213150632790941,0.000190313064991912,0,0.000190313064991912,0,0,9.51565324959559e-05,0.000380626129983823,0.000380626129983823,0,0,9.51565324959559e-05,0,9.51565324959559e-05,0,9.51565324959559e-05,0.000570939194975735,0.000190313064991912,0,0,0,9.51565324959559e-05,0,207,39,41,2,162,23,16,3,3,226,168,0.0196974022266629,0.00371110476734228,0.00390141783233419,0.000190313064991912,0.0154153582643448,0.00218860024740698,0.00152250451993529,0.000285469597487868,0.000285469597487868,0.021505376344086,0.0159862974593206,10509,7715,10484,20.8914955575826,0.00152250451993529,0.00190313064991912,10509,1,1,1,1
"2014-04-01","Bangladesh",97,8,244,31,33,6,2,203,162,15,4,9,98,26,326,28,3,9,173,229,1,0,0,0,0,1,3,1,0,0,3,0,3,0,1,5,2,0,0,0,1,0,0.00855077574047955,0.000705218617771509,0.021509167842031,0.0027327221438646,0.00290902679830748,0.000528913963328632,0.000176304654442877,0.017894922425952,0.0142806770098731,0.00132228490832158,0.000352609308885755,0.000793370944992948,0.00863892806770099,0.0022919605077574,0.028737658674189,0.00246826516220028,0.000264456981664316,0.000793370944992948,0.0152503526093089,0.0201868829337094,8.81523272214386e-05,0,0,0,0,8.81523272214386e-05,0.000264456981664316,8.81523272214386e-05,0,0,0.000264456981664316,0,0.000264456981664316,0,8.81523272214386e-05,0.000440761636107193,0.000176304654442877,0,0,0,8.81523272214386e-05,0,283,30,69,0,229,28,23,7,10,263,232,0.0249471086036671,0.00264456981664316,0.00608251057827927,0,0.0201868829337094,0.00246826516220028,0.00202750352609309,0.000617066290550071,0.000881523272214386,0.0231840620592384,0.0204513399153738,11344,8584,11323,20.7733584977764,0.00132228490832158,0.000969675599435825,11344,1,1,1,0
"2014-05-01","Bangladesh",163,7,239,16,32,14,1,202,146,20,2,21,72,25,357,37,5,6,194,168,0,0,0,0,0,1,1,1,0,1,4,0,0,0,2,7,1,0,0,0,2,0,0.0143271512701064,0.000615276434912543,0.0210072954205854,0.00140634613694296,0.00281269227388591,0.00123055286982509,8.78966335589347e-05,0.0177551199789048,0.0128329084996045,0.00175793267117869,0.000175793267117869,0.00184582930473763,0.0063285576162433,0.00219741583897337,0.0313790981805397,0.00325217544168058,0.000439483167794673,0.000527379801353608,0.0170519469104333,0.014766634437901,0,0,0,0,0,8.78966335589347e-05,8.78966335589347e-05,8.78966335589347e-05,0,8.78966335589347e-05,0.000351586534235739,0,0,0,0.000175793267117869,0.000615276434912543,8.78966335589347e-05,0,0,0,0.000175793267117869,0,399,34,41,1,205,29,23,10,6,303,205,0.0350707567900149,0.00298848554100378,0.00360376197591632,8.78966335589347e-05,0.0180188098795816,0.00254900237320911,0.0020216225718555,0.000878966335589347,0.000527379801353608,0.0266326799683572,0.0180188098795816,11377,8470,11357,21.1236177811187,0.000527379801353608,0.00167003603761976,11377,1,1,1,0
"2014-06-01","Bangladesh",107,6,157,21,53,16,1,156,148,25,11,22,85,15,238,23,0,9,173,153,0,0,0,0,0,1,1,8,0,0,5,0,1,0,1,3,5,0,0,0,2,0,0.010065851364064,0.000564440263405456,0.0147695202257761,0.0019755409219191,0.00498588899341486,0.00150517403574788,9.40733772342427e-05,0.0146754468485419,0.0139228598306679,0.00235183443085607,0.00103480714957667,0.00206961429915334,0.00799623706491063,0.00141110065851364,0.0223894637817498,0.00216368767638758,0,0.000846660395108184,0.016274694261524,0.0143932267168391,0,0,0,0,0,9.40733772342427e-05,9.40733772342427e-05,0.000752587017873942,0,0,0.000470366886171214,0,9.40733772342427e-05,0,9.40733772342427e-05,0.000282220131702728,0.000470366886171214,0,0,0,0.000188146754468485,0,319,44,65,0,209,47,22,6,5,265,196,0.0300094073377234,0.00413922859830668,0.00611476952022578,0,0.0196613358419567,0.00442144873000941,0.00206961429915334,0.000564440263405456,0.000470366886171214,0.0249294449670743,0.0184383819379116,10630,8140,10603,20.5080704745356,0.00103480714957667,0.00329256820319849,10630,1,0,1,1
"2014-07-01","Bangladesh",112,5,61,7,35,6,0,156,141,25,2,20,108,15,260,32,4,11,179,185,0,0,0,0,0,1,3,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0.0103102273773359,0.000460278007916782,0.00561539169658474,0.000644389211083494,0.00322194605541747,0.000552333609500138,0,0.0143606738470036,0.0129798398232532,0.00230139003958391,0.000184111203166713,0.00184111203166713,0.00994200497100249,0.00138083402375035,0.0239344564116727,0.0029457792506674,0.000368222406333425,0.00101261161741692,0.0164779526834208,0.0170302862929209,0,0,0,0,0,9.20556015833563e-05,0.000276166804750069,9.20556015833563e-05,9.20556015833563e-05,0,9.20556015833563e-05,9.20556015833563e-05,0,0,9.20556015833563e-05,0,0,0,9.20556015833563e-05,9.20556015833563e-05,0,9.20556015833563e-05,395,23,71,1,209,38,15,8,4,270,214,0.0363619626254258,0.0021172788364172,0.0065359477124183,9.20556015833563e-05,0.0192396207309215,0.00349811286016754,0.00138083402375035,0.000736444812666851,0.000368222406333425,0.0248550124275062,0.0196998987388383,10863,8377,10851,20.7632688208535,0.000276166804750069,0.00110466721900028,10863,1,1,1,0
"2014-08-01","Bangladesh",149,15,113,11,50,5,2,260,159,49,6,22,79,21,318,45,5,6,165,220,1,0,0,0,0,3,2,3,0,1,2,1,0,0,0,3,1,1,1,0,1,0,0.011997745390128,0.00120782671712698,0.00909896126902327,0.000885739592559787,0.00402608905708994,0.000402608905708994,0.000161043562283598,0.0209356630968677,0.012802963201546,0.00394556727594814,0.000483130686850793,0.00177147918511957,0.00636122071020211,0.00169095740397778,0.025605926403092,0.00362348015138095,0.000402608905708994,0.000483130686850793,0.0132860938883968,0.0177147918511957,8.05217811417989e-05,0,0,0,0,0.000241565343425397,0.000161043562283598,0.000241565343425397,0,8.05217811417989e-05,0.000161043562283598,8.05217811417989e-05,0,0,0,0.000241565343425397,8.05217811417989e-05,8.05217811417989e-05,8.05217811417989e-05,0,8.05217811417989e-05,0,508,34,71,2,236,42,31,9,7,312,211,0.0409050648200338,0.00273774055882116,0.00571704646106772,0.000161043562283598,0.0190031403494645,0.00338191480795555,0.00249617521539576,0.00072469603027619,0.000563652467992592,0.0251227957162412,0.0169900958209196,12419,9364,12399,21.179985147506,0.00104678315484339,0.00112730493598518,12419,1,1,1,0
"2014-09-01","Bangladesh",169,2,150,9,44,19,3,204,200,73,6,16,104,26,372,32,4,16,158,225,0,0,0,0,0,0,4,4,0,0,4,1,0,0,3,0,4,0,1,0,5,0,0.0134511302133079,0.000159184972938555,0.0119388729703916,0.000716332378223496,0.0035020694046482,0.00151225724291627,0.000238777459407832,0.0162368672397326,0.0159184972938555,0.00581025151225724,0.000477554918815664,0.00127347978350844,0.00827761859280484,0.00206940464820121,0.0296084049665712,0.00254695956701687,0.000318369945877109,0.00127347978350844,0.0125756128621458,0.0179083094555874,0,0,0,0,0,0,0.000318369945877109,0.000318369945877109,0,0,0.000318369945877109,7.95924864692773e-05,0,0,0.000238777459407832,0,0.000318369945877109,0,7.95924864692773e-05,0,0.000397962432346387,0,533,46,90,5,251,43,26,11,8,282,240,0.0424227952881248,0.00366125437758676,0.00716332378223496,0.000397962432346387,0.0199777141037886,0.00342247691817892,0.00206940464820121,0.00087551735116205,0.000636739891754218,0.0224450811843362,0.0191021967526266,12564,9353,12538,21.7401054582235,0.000716332378223496,0.00198981216173193,12564,1,0,1,0
"2014-10-01","Bangladesh",118,3,91,2,32,11,2,136,118,7,4,21,82,17,256,26,4,7,150,190,0,0,0,0,2,0,4,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0.0119396944247698,0.000303551553172114,0.00920773044622078,0.000202367702114742,0.00323788323383588,0.00111302236163108,0.000202367702114742,0.0137610037438025,0.0119396944247698,0.000708286957401599,0.000404735404229485,0.0021248608722048,0.00829707578670444,0.00172012546797531,0.025903065870687,0.00263078012749165,0.000404735404229485,0.000708286957401599,0.0151775776586057,0.0192249317009005,0,0,0,0,0.000202367702114742,0,0.000404735404229485,0.000101183851057371,0,0,0.000202367702114742,0,0,0,0.000202367702114742,0,0,0,0,0,0,0,476,25,56,1,226,28,23,4,7,299,241,0.0481635131033087,0.00252959627643428,0.00566629565921279,0.000101183851057371,0.0228675503389659,0.00283314782960639,0.00232722857431954,0.000404735404229485,0.000708286957401599,0.030253971466154,0.0243853081048265,9883,7326,9872,20.6788332329159,0.000101183851057371,0.00151775776586057,9883,1,1,1,1
