"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","guardian.ng","thenewsnigeria.com.ng","vanguardngr.com","thenationonlineng.net"
"2015-10-01","Nigeria",83,4,184,59,119,8,4,138,359,29,9,43,232,41,102,100,15,50,223,126,0,1,0,0,0,2,10,0,1,1,3,1,0,0,1,2,0,2,1,0,3,1,0.0104258259012687,0.000502449441024997,0.0231126742871499,0.0074111292551187,0.0149478708704937,0.00100489888204999,0.000502449441024997,0.0173345057153624,0.0450948373319935,0.00364275844743123,0.00113051124230624,0.00540133149101872,0.0291420675794498,0.00515010677050622,0.0128124607461374,0.0125612360256249,0.00188418540384374,0.00628061801281246,0.0280115563371436,0.0158271573922874,0,0.000125612360256249,0,0,0,0.000251224720512498,0.00125612360256249,0,0.000125612360256249,0.000125612360256249,0.000376837080768748,0.000125612360256249,0,0,0.000125612360256249,0.000251224720512498,0,0.000251224720512498,0.000125612360256249,0,0.000376837080768748,0.000125612360256249,114,163,81,8,189,55,20,8,8,45,52,0.0143198090692124,0.0204748147217686,0.0101746011807562,0.00100489888204999,0.0237407360884311,0.00690867981409371,0.00251224720512498,0.00100489888204999,0.00100489888204999,0.00565255621153121,0.00653184273332496,7961,5598,18,5.68834187167147,0.00138173596281874,0.00226102248461249,7961,1,1,1,1
"2015-11-01","Nigeria",46,3,185,39,145,11,5,61,326,50,21,31,215,26,98,81,16,64,153,106,1,1,0,0,0,0,2,0,0,0,7,1,0,0,3,2,0,0,2,0,2,1,0.00595238095238095,0.000388198757763975,0.0239389233954451,0.00504658385093168,0.0187629399585921,0.00142339544513458,0.000646997929606625,0.00789337474120083,0.042184265010352,0.00646997929606625,0.00271739130434783,0.00401138716356108,0.0278209109730849,0.00336438923395445,0.0126811594202899,0.0104813664596273,0.0020703933747412,0.0082815734989648,0.0197981366459627,0.0137163561076605,0.000129399585921325,0.000129399585921325,0,0,0,0,0.00025879917184265,0,0,0,0.000905797101449275,0.000129399585921325,0,0,0.000388198757763975,0.00025879917184265,0,0,0.00025879917184265,0,0.00025879917184265,0.000129399585921325,107,131,93,1,198,54,25,12,22,35,45,0.0138457556935818,0.0169513457556936,0.0120341614906832,0.000129399585921325,0.0256211180124224,0.00698757763975155,0.00323498964803313,0.0015527950310559,0.00284679089026915,0.00452898550724638,0.00582298136645963,7728,5609,14,5.31637355416547,0.00116459627329193,0.00194099378881988,7728,1,1,1,1
"2015-12-01","Nigeria",65,7,186,76,103,9,5,124,369,116,9,34,279,29,102,107,5,42,174,135,0,1,0,0,1,0,3,2,0,1,8,1,0,0,4,2,0,0,4,1,2,0,0.00840662183135023,0.00090532850491464,0.0240558717020176,0.00982928091050181,0.0133212622866011,0.00116399379203311,0.000646663217796172,0.0160372478013451,0.0477237454733575,0.0150025866528712,0.00116399379203311,0.00439730988101397,0.0360838075530264,0.0037506466632178,0.0131919296430419,0.0138385928608381,0.000646663217796172,0.00543197102948784,0.0225038799793068,0.0174599068804966,0,0.000129332643559234,0,0,0.000129332643559234,0,0.000387997930677703,0.000258665287118469,0,0.000129332643559234,0.00103466114847387,0.000129332643559234,0,0,0.000517330574236937,0.000258665287118469,0,0,0.000517330574236937,0.000129332643559234,0.000258665287118469,0,118,134,117,7,261,96,20,6,13,44,32,0.0152612519399897,0.0173305742369374,0.0151319192964304,0.00090532850491464,0.0337558199689602,0.0124159337816865,0.00258665287118469,0.000775995861355406,0.00168132436627005,0.00569063631660631,0.0041386445938955,7732,5280,27,6.5515746437778,0.000775995861355406,0.00310398344542162,7732,1,1,1,1
"2016-01-01","Nigeria",56,1,149,23,101,12,3,173,383,64,9,34,317,28,70,86,14,35,110,84,0,1,1,0,0,0,3,2,0,0,2,0,0,0,4,0,0,3,1,0,3,0,0.00776914539400666,0.00013873473917869,0.0206714761376249,0.00319089900110988,0.0140122086570477,0.00166481687014428,0.000416204217536071,0.0240011098779134,0.0531354051054384,0.00887902330743618,0.00124861265260821,0.00471698113207547,0.0439789123196448,0.00388457269700333,0.00971143174250832,0.0119311875693674,0.00194228634850166,0.00485571587125416,0.0152608213096559,0.01165371809101,0,0.00013873473917869,0.00013873473917869,0,0,0,0.000416204217536071,0.000277469478357381,0,0,0.000277469478357381,0,0,0,0.000554938956714761,0,0,0.000416204217536071,0.00013873473917869,0,0.000416204217536071,0,118,120,119,1,212,62,21,7,22,45,49,0.0163706992230855,0.0166481687014428,0.0165094339622642,0.00013873473917869,0.0294117647058824,0.0086015538290788,0.0029134295227525,0.000971143174250832,0.00305216426193119,0.00624306326304107,0.00679800221975583,7208,5087,24,7.43723274922537,0.000693673695893452,0.00208102108768036,7208,1,1,1,1
"2016-02-01","Nigeria",54,5,136,35,120,6,7,109,373,47,6,32,295,25,84,104,7,43,123,88,0,1,0,0,0,2,2,0,3,0,5,0,0,0,2,1,1,1,2,0,1,0,0.00748233337952058,0.000692808646251905,0.0188443951780518,0.00484966052376334,0.0166274075100457,0.000831370375502286,0.000969932104752667,0.0151032284882915,0.0516835250103921,0.00651240127476791,0.000831370375502286,0.00443397533601219,0.0408757101288624,0.00346404323125953,0.011639185257032,0.0144104198420396,0.000969932104752667,0.00595815435776639,0.0170430926977969,0.0121934321740335,0,0.000138561729250381,0,0,0,0.000277123458500762,0.000277123458500762,0,0.000415685187751143,0,0.000692808646251905,0,0,0,0.000277123458500762,0.000138561729250381,0.000138561729250381,0.000138561729250381,0.000277123458500762,0,0.000138561729250381,0,100,129,148,6,276,67,29,10,17,52,34,0.0138561729250381,0.0178744630732992,0.0205071359290564,0.000831370375502286,0.0382430372731052,0.00928363585977553,0.00401829014826105,0.00138561729250381,0.00235554939725648,0.00720520992101981,0.00471109879451296,7217,5084,33,7.24941241303447,0.000831370375502286,0.00207842593875572,7217,1,1,1,1
"2016-03-01","Nigeria",72,1,151,64,117,6,4,127,414,92,13,42,262,37,109,74,11,38,143,117,0,0,0,0,0,0,8,5,0,0,4,0,0,0,5,3,0,3,2,1,1,0,0.00879443019421033,0.000122144863808477,0.01844387443508,0.00781727128374252,0.0142909490655918,0.000732869182850861,0.000488579455233907,0.0155123977036766,0.0505679736167094,0.0112373274703799,0.0015878832295102,0.00513008427995603,0.0320019543178209,0.00451935996091364,0.013313790155124,0.00903871992182729,0.00134359350189325,0.00464150482472212,0.0174667155246122,0.0142909490655918,0,0,0,0,0,0,0.000977158910467815,0.000610724319042384,0,0,0.000488579455233907,0,0,0,0.000610724319042384,0.000366434591425431,0,0.000366434591425431,0.000244289727616954,0.000122144863808477,0.000122144863808477,0,117,145,124,7,300,81,17,9,14,35,60,0.0142909490655918,0.0177110052522291,0.0151459631122511,0.000855014046659338,0.0366434591425431,0.00989373396848662,0.00207646268474411,0.00109930377427629,0.00171002809331868,0.00427507023329669,0.00732869182850861,8187,5761,34,6.18611233633021,0.00195431782093563,0.00195431782093563,8187,1,1,1,1
"2016-04-01","Nigeria",79,6,145,22,128,8,8,71,417,87,12,27,258,37,101,68,7,53,123,136,0,0,0,0,3,1,9,8,11,0,15,0,0,1,4,1,0,1,3,3,13,1,0.010294500912171,0.000781860828772478,0.0188949700286682,0.00286682303883242,0.0166796976804795,0.00104248110502997,0.00104248110502997,0.00925201980714099,0.0543393275996873,0.0113369820172009,0.00156372165754496,0.00351837372947615,0.0336200156372166,0.00482147511076362,0.0131613239510034,0.00886108939275476,0.000912170966901225,0.00690643732082356,0.0160281469898358,0.0177221787855095,0,0,0,0,0.000390930414386239,0.000130310138128746,0.00117279124315872,0.00104248110502997,0.00143341151941621,0,0.0019546520719312,0,0,0.000130310138128746,0.000521240552514986,0.000130310138128746,0,0.000130310138128746,0.000390930414386239,0.000390930414386239,0.0016940317956737,0.000130310138128746,126,133,112,2,227,111,27,14,20,39,43,0.016419077404222,0.0173312483711233,0.0145947354704196,0.000260620276257493,0.0295804013552254,0.0144644253322909,0.00351837372947615,0.00182434193380245,0.00260620276257493,0.00508209538702111,0.0056033359395361,7674,5397,57,6.86067281204223,0.000521240552514986,0.00912170966901225,7674,1,1,1,1
"2016-05-01","Nigeria",76,7,118,38,177,15,2,77,338,82,7,44,303,36,154,79,33,67,139,209,0,0,0,0,0,3,6,1,2,0,2,0,2,0,5,6,1,0,2,1,2,0,0.00939083158284938,0.000864945014209811,0.0145805016681082,0.00469541579142469,0.0218707525021624,0.00185345360187817,0.000247127146917089,0.00951439515630792,0.041764487828988,0.0101322130236006,0.000864945014209811,0.00543679723217595,0.037439762757939,0.0044482886445076,0.0190287903126158,0.00976152230322501,0.00407759792413197,0.00827875942172248,0.0171753367107377,0.0258247868528358,0,0,0,0,0,0.000370690720375633,0.000741381440751266,0.000123563573458544,0.000247127146917089,0,0.000247127146917089,0,0.000247127146917089,0,0.000617817867292722,0.000741381440751266,0.000123563573458544,0,0.000247127146917089,0.000123563573458544,0.000247127146917089,0,93,125,132,3,248,119,15,13,18,37,56,0.0114914123316446,0.0154454466823181,0.0163103916965279,0.000370690720375633,0.030643766217719,0.0147040652415668,0.00185345360187817,0.00160632645496108,0.0022241443222538,0.00457185221796614,0.00691956011367849,8093,5625,35,6.00684653315555,0.00123563573458544,0.00284196218954652,8093,1,1,1,1
"2016-06-01","Nigeria",63,4,127,21,173,17,9,72,465,70,3,51,300,31,131,96,20,66,144,155,0,3,0,0,1,3,4,2,0,1,13,0,2,0,4,1,0,0,2,1,0,3,0.00794752113031412,0.00050460451621042,0.0160211933896808,0.00264917371010471,0.0218241453261007,0.00214456919389429,0.00113536016147345,0.00908288129178756,0.0586602750094613,0.00883057903368235,0.000378453387157815,0.00643370758168286,0.0378453387157815,0.00391068500063076,0.0165257979058913,0.0121105083890501,0.0025230225810521,0.00832597451747193,0.0181657625835751,0.0195534250031538,0,0.000378453387157815,0,0,0.000126151129052605,0.000378453387157815,0.00050460451621042,0.00025230225810521,0,0.000126151129052605,0.00163996467768387,0,0.00025230225810521,0,0.00050460451621042,0.000126151129052605,0,0,0.00025230225810521,0.000126151129052605,0,0.000378453387157815,113,158,125,2,253,69,15,15,17,43,64,0.0142550775829444,0.0199318783903116,0.0157688911315756,0.00025230225810521,0.0319162356503091,0.00870442790462975,0.00189226693578908,0.00189226693578908,0.00214456919389429,0.00542449854926202,0.00807367225936672,7927,5459,33,7.47932136285831,0.00075690677431563,0.00428913838778857,7927,1,1,1,1
"2016-07-01","Nigeria",62,6,159,27,154,48,3,95,395,53,11,30,275,39,111,98,12,61,87,189,1,0,1,1,2,2,3,1,1,0,10,1,0,1,11,3,0,0,2,0,0,0,0.00792940273692288,0.000767361555186085,0.0203350812124313,0.00345312699833738,0.0196956132497762,0.00613889244148868,0.000383680777593043,0.0121498912904463,0.0505179690497506,0.00677836040414375,0.00140682951784116,0.00383680777593043,0.0351707379460289,0.00498785010870955,0.0141961887709426,0.0125335720680394,0.00153472311037217,0.00780150914439187,0.0111267425501982,0.0241718889883617,0.000127893592531014,0,0.000127893592531014,0.000127893592531014,0.000255787185062028,0.000255787185062028,0.000383680777593043,0.000127893592531014,0.000127893592531014,0,0.00127893592531014,0.000127893592531014,0,0.000127893592531014,0.00140682951784116,0.000383680777593043,0,0,0.000255787185062028,0,0,0,125,139,100,4,173,84,24,3,21,35,51,0.0159866990663768,0.017777209361811,0.0127893592531014,0.000511574370124057,0.0221255915078655,0.0107430617726052,0.00306944622074434,0.000383680777593043,0.0026857654431513,0.0044762757385855,0.00652257321908172,7819,5499,20,7.16287783315196,0.00115104233277913,0.00396470136846144,7819,1,1,1,1
"2016-08-01","Nigeria",70,6,208,37,187,5,2,154,287,62,5,34,181,24,96,63,19,66,138,124,1,0,0,0,1,1,4,3,3,0,6,3,0,1,7,5,0,0,2,0,1,0,0.00852618757612668,0.000730816077953715,0.0253349573690621,0.00450669914738124,0.0227771010962241,0.000609013398294762,0.000243605359317905,0.0187576126674787,0.0349573690621194,0.00755176613885505,0.000609013398294762,0.00414129110840438,0.0220462850182704,0.00292326431181486,0.0116930572472594,0.00767356881851401,0.0023142509135201,0.00803897685749086,0.0168087697929354,0.0151035322777101,0.000121802679658953,0,0,0,0.000121802679658953,0.000121802679658953,0.00048721071863581,0.000365408038976858,0.000365408038976858,0,0.000730816077953715,0.000365408038976858,0,0.000121802679658953,0.000852618757612667,0.000609013398294762,0,0,0.000243605359317905,0,0.000121802679658953,0,151,169,83,4,157,83,25,19,13,48,61,0.0183922046285018,0.020584652862363,0.0101096224116931,0.00048721071863581,0.0191230207064555,0.0101096224116931,0.00304506699147381,0.0023142509135201,0.00158343483556638,0.00584652862362972,0.0074299634591961,8210,5880,25,4.38303952624554,0.000730816077953715,0.00389768574908648,8210,1,1,1,1
"2016-09-01","Nigeria",76,7,236,108,138,6,11,155,238,58,10,69,191,31,77,65,7,71,111,121,1,1,0,0,0,1,2,2,3,0,1,1,0,0,4,7,0,0,6,0,3,0,0.00961660129064912,0.000885739592559787,0.0298620776920157,0.0136656965709224,0.0174617233961787,0.000759205365051246,0.00139187650259395,0.0196128052638239,0.0301151461470328,0.00733898519549538,0.00126534227508541,0.00873086169808933,0.0241680374541313,0.00392256105276477,0.00974313551815766,0.00822472478805517,0.000885739592559787,0.00898393015310642,0.0140452992534481,0.0153106415285335,0.000126534227508541,0.000126534227508541,0,0,0,0.000126534227508541,0.000253068455017082,0.000253068455017082,0.000379602682525623,0,0.000126534227508541,0.000126534227508541,0,0,0.000506136910034164,0.000885739592559787,0,0,0.000759205365051246,0,0.000379602682525623,0,134,146,73,4,147,54,17,10,12,33,58,0.0169555864861445,0.018473997216247,0.0092369986081235,0.000506136910034164,0.0186005314437555,0.00683284828546122,0.0021510818676452,0.00126534227508541,0.00151841073010249,0.00417562950778185,0.00733898519549538,7903,5690,24,4.90918205313665,0.000506136910034164,0.00354295837023915,7903,1,1,1,1
"2016-10-01","Nigeria",115,9,138,42,142,8,9,71,500,97,10,29,441,35,109,143,31,61,100,145,0,0,0,0,0,0,2,2,1,1,11,1,0,1,5,0,0,0,6,0,2,1,0.0129723632261703,0.00101522842639594,0.0155668358714044,0.00473773265651438,0.0160180485053582,0.000902425267907501,0.00101522842639594,0.00800902425267908,0.0564015792442188,0.0109419063733785,0.00112803158488438,0.00327129159616469,0.049746192893401,0.00394811054709532,0.0122955442752397,0.0161308516638466,0.00349689791314157,0.0068809926677947,0.0112803158488438,0.0163564579808235,0,0,0,0,0,0,0.000225606316976875,0.000225606316976875,0.000112803158488438,0.000112803158488438,0.00124083474337281,0.000112803158488438,0,0.000112803158488438,0.000564015792442188,0,0,0,0.000676818950930626,0,0.000225606316976875,0.000112803158488438,113,152,121,5,197,87,27,21,16,33,41,0.0127467569091935,0.0171460800902425,0.013649182177101,0.000564015792442188,0.0222222222222222,0.00981387478849408,0.00304568527918782,0.00236886632825719,0.001804850535815,0.00372250423011844,0.00462492949802594,8865,6369,17,9.19684431768535,0.000564015792442188,0.00315848843767626,8865,1,1,1,1
"2016-11-01","Nigeria",53,4,241,67,170,8,10,101,446,83,3,49,348,37,95,139,15,57,145,148,0,0,0,0,0,1,3,5,0,0,10,0,0,2,3,0,0,0,9,1,4,3,0.00611091894384873,0.000461201429724432,0.027787386140897,0.00772512394788424,0.0196010607632884,0.000922402859448864,0.00115300357431108,0.0116453361005419,0.0514239594142742,0.00956992966678197,0.000345901072293324,0.00564971751412429,0.0401245243860256,0.004266113224951,0.0109535339559553,0.016026749682924,0.00172950536146662,0.00657212037357316,0.0167185518275107,0.017064452899804,0,0,0,0,0,0.000115300357431108,0.000345901072293324,0.00057650178715554,0,0,0.00115300357431108,0,0,0.000230600714862216,0.000345901072293324,0,0,0,0.00103770321687997,0.000115300357431108,0.000461201429724432,0.000345901072293324,124,176,120,1,190,92,17,12,15,47,52,0.0142972443214574,0.020292862907875,0.013836042891733,0.000115300357431108,0.0219070679119105,0.0106076328836619,0.00196010607632884,0.0013836042891733,0.00172950536146662,0.00541911679926208,0.00599561858641762,8673,6068,21,7.51511184154479,0.00219070679119105,0.00253660786348438,8673,1,1,1,1
"2016-12-01","Nigeria",48,5,185,46,129,27,15,169,348,111,15,59,237,37,93,84,7,39,103,113,4,0,0,0,1,2,4,2,2,0,10,0,0,0,4,3,1,0,7,0,2,2,0.00576438092950642,0.000600456346823586,0.0222168848324727,0.00552419839077699,0.0154917737480485,0.00324246427284736,0.00180136904047076,0.0202954245226372,0.0417917617389216,0.0133301308994836,0.00180136904047076,0.00708538489251831,0.028461630839438,0.00444337696649454,0.0111684880509187,0.0100876666266362,0.00084063888555302,0.00468355950522397,0.0123694007445659,0.013570313438213,0.000480365077458869,0,0,0,0.000120091269364717,0.000240182538729434,0.000480365077458869,0.000240182538729434,0.000240182538729434,0,0.00120091269364717,0,0,0,0.000480365077458869,0.000360273808094152,0.000120091269364717,0,0.00084063888555302,0,0.000240182538729434,0.000240182538729434,106,139,90,4,199,115,16,12,10,66,36,0.01272967455266,0.0166926864416957,0.0108082142428245,0.000480365077458869,0.0238981626035787,0.0138104959769425,0.00192146030983548,0.00144109523237661,0.00120091269364717,0.00792602377807133,0.00432328569712982,8327,5984,28,6.47048908358123,0.00192146030983548,0.0034826468115768,8327,1,1,1,1
"2017-01-01","Nigeria",88,9,133,19,146,46,6,117,406,97,16,67,253,25,142,135,17,61,216,118,1,0,0,0,1,1,1,2,0,0,11,0,0,0,1,2,0,0,4,2,3,3,0.0100651950131534,0.00102939494452705,0.0152121697357886,0.00217316710511266,0.0166990735445499,0.00526135193869381,0.000686263296351367,0.0133821342788517,0.0464371497197758,0.0110945899576804,0.00183003545693698,0.0076632734759236,0.028937435662816,0.00285943040146403,0.0162415646803157,0.0154409241679058,0.00194441267299554,0.00697701017957223,0.0247054786686492,0.0134965114949102,0.000114377216058561,0,0,0,0.000114377216058561,0.000114377216058561,0.000114377216058561,0.000228754432117122,0,0,0.00125814937664417,0,0,0,0.000114377216058561,0.000228754432117122,0,0,0.000457508864234245,0.000228754432117122,0.000343131648175683,0.000343131648175683,156,120,104,2,224,92,24,9,24,48,52,0.0178428457051355,0.0137252659270273,0.0118952304700904,0.000228754432117122,0.0256204963971177,0.0105227038773876,0.00274505318540547,0.00102939494452705,0.00274505318540547,0.00549010637081093,0.00594761523504518,8743,6122,26,6.74087950059252,0.000228754432117122,0.00343131648175683,8743,1,1,1,1
"2017-02-01","Nigeria",62,7,126,30,166,10,9,151,386,76,14,28,278,30,169,91,20,42,110,133,0,1,1,0,1,0,3,0,1,0,2,0,0,0,0,2,0,0,3,0,0,0,0.00769230769230769,0.00086848635235732,0.0156327543424318,0.00372208436724566,0.0205955334987593,0.00124069478908189,0.0011166253101737,0.0187344913151365,0.0478908188585608,0.00942928039702233,0.00173697270471464,0.00347394540942928,0.0344913151364764,0.00372208436724566,0.0209677419354839,0.0112903225806452,0.00248138957816377,0.00521091811414392,0.0136476426799007,0.0165012406947891,0,0.000124069478908189,0.000124069478908189,0,0.000124069478908189,0,0.000372208436724566,0,0.000124069478908189,0,0.000248138957816377,0,0,0,0,0.000248138957816377,0,0,0.000372208436724566,0,0,0,160,138,123,6,274,86,18,7,12,47,68,0.0198511166253102,0.01712158808933,0.0152605459057072,0.000744416873449132,0.0339950372208437,0.0106699751861042,0.00223325062034739,0.00086848635235732,0.00148883374689826,0.00583126550868486,0.00843672456575682,8060,5569,23,6.59900154339031,0.000372208436724566,0.00136476426799007,8060,1,1,1,1
"2017-03-01","Nigeria",70,9,120,25,173,5,16,145,487,75,10,26,325,38,119,90,18,60,120,120,1,1,0,0,0,1,4,2,1,0,6,1,0,0,4,3,0,1,8,1,2,1,0.00730460189919649,0.000939163101325264,0.0125221746843368,0.00260878639257018,0.0180528018365856,0.000521757278514035,0.00166962329124491,0.015130961076907,0.050819158927267,0.00782635917771053,0.00104351455702807,0.00271313784827298,0.0339142231034123,0.00396535531670667,0.012417823228634,0.00939163101325263,0.00187832620265053,0.00626108734216842,0.0125221746843368,0.0125221746843368,0.000104351455702807,0.000104351455702807,0,0,0,0.000104351455702807,0.000417405822811228,0.000208702911405614,0.000104351455702807,0,0.000626108734216842,0.000104351455702807,0,0,0.000417405822811228,0.000313054367108421,0,0.000104351455702807,0.000834811645622456,0.000104351455702807,0.000208702911405614,0.000104351455702807,161,173,108,5,282,83,20,12,23,72,53,0.0168005843681519,0.0180528018365856,0.0112699572159032,0.000521757278514035,0.0294271105081916,0.00866117082333299,0.00208702911405614,0.00125221746843368,0.00240008348116456,0.00751330481060211,0.00553062715224877,9583,6982,22,6.91110562988941,0.000730460189919649,0.00313054367108421,9583,1,1,1,1
"2017-04-01","Nigeria",88,5,175,34,136,20,11,175,456,91,5,35,392,36,96,111,20,40,136,115,0,0,0,0,0,0,2,3,5,0,6,0,1,0,5,0,0,2,2,0,1,0,0.00942991855979426,0.000535790827261037,0.0187526789541363,0.00364337762537505,0.0145735105015002,0.00214316330904415,0.00117873981997428,0.0187526789541363,0.0488641234462066,0.00975139305615088,0.000535790827261037,0.00375053579082726,0.0420060008572653,0.00385769395627947,0.0102871838834119,0.011894556365195,0.00214316330904415,0.0042863266180883,0.0145735105015002,0.0123231890270039,0,0,0,0,0,0,0.000214316330904415,0.000321474496356622,0.000535790827261037,0,0.000642948992713245,0,0.000107158165452207,0,0.000535790827261037,0,0,0.000214316330904415,0.000214316330904415,0,0.000107158165452207,0,151,155,103,7,243,50,17,15,17,59,55,0.0161808829832833,0.0166095156450922,0.0110372910415774,0.000750107158165452,0.0260394342048864,0.00535790827261037,0.00182168881268753,0.00160737248178311,0.00182168881268753,0.00632233176168024,0.00589369909987141,9332,6765,27,7.65672142862585,0.000535790827261037,0.00235747963994856,9332,1,1,1,1
"2017-05-01","Nigeria",66,9,142,22,137,41,14,80,417,118,4,28,285,34,121,73,14,67,133,139,1,1,0,0,0,1,4,0,1,0,6,1,1,1,0,4,0,2,8,0,0,0,0.00747451868629672,0.00101925254813137,0.0160815402038505,0.00249150622876557,0.015515288788222,0.00464326160815402,0.00158550396375991,0.00906002265005663,0.0472253680634202,0.0133635334088335,0.000453001132502831,0.00317100792751982,0.0322763306908267,0.00385050962627407,0.0137032842582106,0.00826727066817667,0.00158550396375991,0.00758776896942242,0.0150622876557191,0.0157417893544734,0.000113250283125708,0.000113250283125708,0,0,0,0.000113250283125708,0.000453001132502831,0,0.000113250283125708,0,0.000679501698754247,0.000113250283125708,0.000113250283125708,0.000113250283125708,0,0.000453001132502831,0,0.000226500566251416,0.000906002265005663,0,0,0,128,179,92,10,283,94,21,21,26,52,57,0.0144960362400906,0.0202718006795017,0.0104190260475651,0.00113250283125708,0.0320498301245753,0.0106455266138165,0.00237825594563986,0.00237825594563986,0.0029445073612684,0.00588901472253681,0.00645526613816535,8830,6301,11,6.97867000063182,0.000566251415628539,0.0029445073612684,8830,1,1,1,1
"2017-06-01","Nigeria",78,3,205,48,146,11,22,94,396,105,14,40,274,42,89,125,19,70,170,91,5,0,0,0,0,1,2,0,2,0,4,0,1,0,5,0,0,2,4,1,3,1,0.00862354892205638,0.00033167495854063,0.0226644555002764,0.00530679933665008,0.0161415146489773,0.00121614151464898,0.00243228302929795,0.0103924820342731,0.0437810945273632,0.0116086235489221,0.00154781647318961,0.00442233278054174,0.0302929795467109,0.00464344941956882,0.00983969043670536,0.0138197899391929,0.00210060807075732,0.00773908236594804,0.0187949143173024,0.0100608070757324,0.000552791597567717,0,0,0,0,0.000110558319513543,0.000221116639027087,0,0.000221116639027087,0,0.000442233278054174,0,0.000110558319513543,0,0.000552791597567717,0,0,0.000221116639027087,0.000442233278054174,0.000110558319513543,0.00033167495854063,0.000110558319513543,181,207,95,6,256,107,23,18,19,48,49,0.0200110558319514,0.0228855721393035,0.0105030403537866,0.00066334991708126,0.0283029297954671,0.0118297401879491,0.0025428413488115,0.00199004975124378,0.00210060807075732,0.00530679933665008,0.00541735765616363,9045,6377,23,7.4425592897918,0.000773908236594804,0.00276395798783858,9045,1,1,1,1
"2017-07-01","Nigeria",66,5,326,56,178,14,4,211,367,130,17,66,250,33,91,111,14,62,196,124,1,3,0,0,1,3,5,2,0,0,7,0,1,0,4,0,0,1,7,0,2,1,0.00670459162941894,0.000507923608289313,0.0331166192604632,0.00568874441284031,0.0180820804550996,0.00142218610321008,0.000406338886631451,0.021434376269809,0.0372815928484356,0.0132060138155221,0.00172694026818367,0.00670459162941894,0.0253961804144657,0.00335229581470947,0.0092442096708655,0.0112759041040228,0.00142218610321008,0.00629825274278749,0.0199106054449411,0.012596505485575,0.000101584721657863,0.000304754164973588,0,0,0.000101584721657863,0.000304754164973588,0.000507923608289313,0.000203169443315725,0,0,0.000711093051605039,0,0.000101584721657863,0,0.000406338886631451,0,0,0.000101584721657863,0.000711093051605039,0,0.000203169443315725,0.000101584721657863,164,170,115,3,255,100,14,10,29,50,58,0.0166598943518895,0.0172694026818367,0.0116822429906542,0.000304754164973588,0.025904104022755,0.0101584721657863,0.00142218610321008,0.00101584721657863,0.00294595692807802,0.00507923608289313,0.00589191385615603,9844,6907,18,5.16475770411315,0.00101584721657863,0.00284437220642015,9844,1,1,1,1
