"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","elsalvador.com","diario.elmundo.sv","diarioelsalvador.com","revistafactum.com","gatoencerrado.news"
"2014-02-01","El Salvador",54,2,216,16,30,9,15,96,134,36,4,3,35,6,13,15,0,6,41,24,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0177748518762344,0.000658327847267939,0.0710994075049375,0.00526662277814352,0.00987491770901909,0.00296247531270573,0.00493745885450955,0.0315997366688611,0.0441079657669519,0.0118499012508229,0.00131665569453588,0.000987491770901909,0.0115207373271889,0.00197498354180382,0.00427913100724161,0.00493745885450955,0,0.00197498354180382,0.0134957208689928,0.00789993416721527,0,0,0,0,0,0,0,0.00032916392363397,0,0,0,0,0,0.00032916392363397,0,0,0,0,0,134,14,11,0,102,20,1,2,0,106,25,0.0441079657669519,0.00460829493087558,0.00362080315997367,0,0.0335747202106649,0.00658327847267939,0.00032916392363397,0.000658327847267939,0,0.0348913759052008,0.00822909809084924,3038,1922,1,3.42359305779801,0,0.000658327847267939,3038,1,1,0,0,0
"2014-03-01","El Salvador",49,5,160,37,25,6,2,78,86,36,2,13,26,7,33,6,0,0,52,36,0,0,0,0,0,1,0,1,0,0,1,1,6,0,0,0,1,0,0,0.0160340314136126,0.00163612565445026,0.0523560209424084,0.0121073298429319,0.00818062827225131,0.00196335078534031,0.000654450261780105,0.0255235602094241,0.0281413612565445,0.0117801047120419,0.000654450261780105,0.00425392670157068,0.00850785340314136,0.00229057591623037,0.0107984293193717,0.00196335078534031,0,0,0.0170157068062827,0.0117801047120419,0,0,0,0,0,0.000327225130890052,0,0.000327225130890052,0,0,0.000327225130890052,0.000327225130890052,0.00196335078534031,0,0,0,0.000327225130890052,0,0,141,11,24,2,90,29,3,4,2,130,41,0.0461387434554974,0.00359947643979058,0.00785340314136126,0.000654450261780105,0.0294502617801047,0.00948952879581152,0.000981675392670157,0.00130890052356021,0.000654450261780105,0.0425392670157068,0.0134162303664921,3056,1970,5,2.36648679381509,0.000654450261780105,0.00294502617801047,3056,1,0,0,0,0
"2014-04-01","El Salvador",35,2,38,0,60,2,19,142,104,22,0,4,18,2,20,3,0,1,83,29,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0124378109452736,0.000710732054015636,0.0135039090262971,0,0.0213219616204691,0.000710732054015636,0.00675195451314854,0.0504619758351102,0.0369580668088131,0.007818052594172,0,0.00142146410803127,0.00639658848614072,0.000710732054015636,0.00710732054015636,0.00106609808102345,0,0.000355366027007818,0.0294953802416489,0.0103056147832267,0,0,0,0.000355366027007818,0,0,0,0,0.000355366027007818,0,0,0,0.000355366027007818,0,0,0,0,0,0,83,23,12,8,72,41,0,4,3,143,45,0.0294953802416489,0.00817341862117982,0.00426439232409382,0.00284292821606254,0.0255863539445629,0.0145700071073205,0,0.00142146410803127,0.00106609808102345,0.050817341862118,0.0159914712153518,2814,1849,4,0,0,0.00106609808102345,2814,1,0,0,0,0
"2014-05-01","El Salvador",56,2,32,2,51,5,9,121,131,54,7,8,37,7,33,5,0,3,66,35,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0170575692963753,0.000609198903441974,0.00974718245507158,0.000609198903441974,0.0155345720377703,0.00152299725860493,0.00274139506548888,0.0368565336582394,0.0399025281754493,0.0164483703929333,0.00213219616204691,0.0024367956137679,0.0112701797136765,0.00213219616204691,0.0100517819067926,0.00152299725860493,0,0.000913798355162961,0.0201035638135851,0.0106609808102345,0,0,0,0,0,0,0.000304599451720987,0,0.000304599451720987,0,0,0,0.000304599451720987,0,0,0,0,0,0,114,26,10,2,96,48,1,5,0,154,55,0.0347243374961925,0.00791958574474566,0.00304599451720987,0.000609198903441974,0.0292415473652147,0.0146207736826074,0.000304599451720987,0.00152299725860493,0,0.046908315565032,0.0167529698446543,3283,2164,4,2.44941392153112,0.000913798355162961,0,3283,1,1,0,0,0
"2014-06-01","El Salvador",24,0,51,2,68,6,4,105,75,50,1,3,16,7,25,5,1,4,54,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00834492350486787,0,0.0177329624478442,0.000695410292072323,0.023643949930459,0.00208623087621697,0.00139082058414465,0.0365090403337969,0.0260778859527121,0.0173852573018081,0.000347705146036161,0.00104311543810848,0.00556328233657858,0.00243393602225313,0.00869262865090403,0.00173852573018081,0.000347705146036161,0.00139082058414465,0.0187760778859527,0.00764951321279555,0,0,0,0,0,0,0.000695410292072323,0,0,0,0,0,0,0,0,0,0,0,0,71,32,3,0,60,28,2,0,3,154,22,0.0246870653685675,0.0111265646731572,0.00104311543810848,0,0.0208623087621697,0.00973574408901252,0.000695410292072323,0,0.00104311543810848,0.0535465924895688,0.00764951321279555,2876,1994,1,2.39771290013018,0,0.000695410292072323,2876,1,0,0,0,0
"2014-07-01","El Salvador",44,1,55,2,51,4,2,124,94,64,0,6,24,9,16,9,2,7,78,16,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.014170692431562,0.000322061191626409,0.0177133655394525,0.000644122383252818,0.0164251207729469,0.00128824476650564,0.000644122383252818,0.0399355877616747,0.0302737520128824,0.0206119162640902,0,0.00193236714975845,0.00772946859903382,0.00289855072463768,0.00515297906602254,0.00289855072463768,0.000644122383252818,0.00225442834138486,0.0251207729468599,0.00515297906602254,0,0,0,0,0,0,0,0,0.000644122383252818,0,0,0,0,0,0,0,0,0,0,96,34,9,3,76,38,2,1,0,148,35,0.0309178743961353,0.0109500805152979,0.00289855072463768,0.000966183574879227,0.0244766505636071,0.0122383252818035,0.000644122383252818,0.000322061191626409,0,0.0476650563607085,0.0112721417069243,3105,2088,1,3.59809359453855,0.000322061191626409,0.000322061191626409,3105,1,0,0,0,0
"2014-08-01","El Salvador",31,3,79,2,38,2,1,130,97,59,1,12,51,7,33,10,0,3,57,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.0115070527097253,0.00111358574610245,0.0293244246473645,0.000742390497401633,0.014105419450631,0.000742390497401633,0.000371195248700817,0.0482553823311062,0.0360059391239792,0.0219005196733482,0.000371195248700817,0.0044543429844098,0.0189309576837416,0.00259836674090572,0.0122494432071269,0.00371195248700817,0,0.00111358574610245,0.0211581291759465,0.00519673348181143,0,0,0,0,0,0,0,0,0,0,0,0,0.000371195248700817,0,0,0.000371195248700817,0,0,0.000742390497401633,106,18,8,0,56,39,1,2,2,155,22,0.0393466963622866,0.0066815144766147,0.00296956198960653,0,0.0207869339272457,0.0144766146993318,0.000371195248700817,0.000742390497401633,0.000742390497401633,0.0575352635486266,0.00816629547141797,2694,1711,5,4.29555511269949,0,0.00185597624350408,2694,1,1,0,0,0
"2014-09-01","El Salvador",37,5,53,1,27,6,0,80,98,25,0,2,50,4,32,5,0,5,34,17,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.0138993238166792,0.00187828700225394,0.0199098422238918,0.000375657400450789,0.0101427498121713,0.00225394440270473,0,0.0300525920360631,0.0368144252441773,0.00939143501126972,0,0.000751314800901578,0.0187828700225394,0.00150262960180316,0.0120210368144252,0.00187828700225394,0,0.00187828700225394,0.0127723516153268,0.00638617580766341,0,0,0,0,0.000375657400450789,0,0,0,0.000375657400450789,0,0.000375657400450789,0,0.000375657400450789,0.000375657400450789,0,0,0,0,0,66,10,10,0,57,35,0,3,0,95,28,0.0247933884297521,0.00375657400450789,0.00375657400450789,0,0.021412471825695,0.0131480090157776,0,0.00112697220135237,0,0.0356874530428249,0.0105184072126221,2662,1929,2,4.24916541160356,0.000751314800901578,0.00112697220135237,2662,1,0,0,0,1
"2014-10-01","El Salvador",36,4,80,1,40,3,3,108,82,46,3,3,19,4,25,6,0,2,55,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0122365737593474,0.00135961930659415,0.0271923861318831,0.000339904826648538,0.0135961930659415,0.00101971447994562,0.00101971447994562,0.0367097212780421,0.0278721957851801,0.0156356220258328,0.00101971447994562,0.00101971447994562,0.00645819170632223,0.00135961930659415,0.00849762066621346,0.00203942895989123,0,0.000679809653297077,0.0186947654656696,0.00577838205302515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000339904826648538,0,0,90,22,10,0,81,27,2,0,3,85,17,0.0305914343983685,0.00747790618626785,0.00339904826648538,0,0.0275322909585316,0.00917743031951054,0.000679809653297077,0,0.00101971447994562,0.0288919102651258,0.00577838205302515,2942,2099,1,2.63422321462404,0,0.000339904826648538,2942,1,0,0,1,0
"2014-11-01","El Salvador",31,1,82,7,29,8,0,65,88,31,0,7,31,3,13,3,0,2,47,22,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0116760828625235,0.000376647834274953,0.0308851224105461,0.00263653483992467,0.0109227871939736,0.00301318267419962,0,0.0244821092278719,0.0331450094161959,0.0116760828625235,0,0.00263653483992467,0.0116760828625235,0.00112994350282486,0.00489642184557439,0.00112994350282486,0,0.000753295668549906,0.0177024482109228,0.00828625235404896,0,0,0,0,0.000376647834274953,0.000753295668549906,0,0,0,0,0,0,0.000376647834274953,0,0,0,0,0.000376647834274953,0,69,24,10,0,58,17,2,0,2,88,19,0.0259887005649717,0.00903954802259887,0.00376647834274953,0,0.0218455743879473,0.0064030131826742,0.000753295668549906,0,0.000753295668549906,0.0331450094161959,0.00715630885122411,2655,1931,2,2.91282264413524,0.000376647834274953,0.00150659133709981,2655,1,0,0,1,1
"2014-12-01","El Salvador",31,1,71,2,19,4,2,55,73,24,1,7,44,2,12,13,1,7,71,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0123260437375746,0.000397614314115308,0.0282306163021869,0.000795228628230616,0.00755467196819085,0.00159045725646123,0.000795228628230616,0.0218687872763419,0.0290258449304175,0.0095427435387674,0.000397614314115308,0.00278330019880716,0.0174950298210736,0.000795228628230616,0.0047713717693837,0.00516898608349901,0.000397614314115308,0.00278330019880716,0.0282306163021869,0.00795228628230616,0,0,0,0,0,0,0,0,0,0,0,0.000397614314115308,0,0,0,0,0,0,0.000397614314115308,80,12,13,0,47,25,0,2,0,99,13,0.0318091451292246,0.0047713717693837,0.00516898608349901,0,0.0186878727634195,0.0099403578528827,0,0.000795228628230616,0,0.0393638170974155,0.00516898608349901,2515,1812,3,2.85437301531195,0,0.00119284294234592,2515,1,0,0,1,0
"2015-01-01","El Salvador",20,0,134,3,45,0,3,60,61,29,0,3,9,5,15,7,1,5,43,22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0.00793335977786593,0,0.0531535105117017,0.00119000396667989,0.0178500595001983,0,0.00119000396667989,0.0238000793335978,0.0241967473224911,0.0115033716779056,0,0.00119000396667989,0.00357001190003967,0.00198333994446648,0.00595001983339944,0.00277667592225307,0.000396667988893296,0.00198333994446648,0.0170567235224117,0.00872669575565252,0,0,0,0,0,0,0.000396667988893296,0,0.000396667988893296,0,0,0,0,0,0,0,0,0.000396667988893296,0,60,20,2,1,49,31,1,1,0,90,14,0.0238000793335978,0.00793335977786593,0.000793335977786593,0.000396667988893296,0.0194367314557715,0.0122967076556922,0.000396667988893296,0.000396667988893296,0,0.0357001190003967,0.00555335184450615,2521,1801,2,1.85623547259312,0.000396667988893296,0.000793335977786593,2521,1,1,0,1,0
"2015-02-01","El Salvador",36,5,135,23,51,5,5,68,70,19,0,3,24,1,17,12,0,3,52,25,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0.0146579804560261,0.00203583061889251,0.0549674267100977,0.00936482084690554,0.0207654723127036,0.00203583061889251,0.00203583061889251,0.0276872964169381,0.0285016286644951,0.00773615635179153,0,0.0012214983713355,0.00977198697068404,0.000407166123778502,0.00692182410423453,0.00488599348534202,0,0.0012214983713355,0.0211726384364821,0.0101791530944625,0,0,0,0,0,0,0,0,0,0,0,0.000814332247557003,0.000407166123778502,0,0,0,0.000407166123778502,0.000407166123778502,0,64,20,8,1,55,14,1,0,0,70,15,0.0260586319218241,0.00814332247557003,0.00325732899022801,0.000407166123778502,0.0223941368078176,0.00570032573289902,0.000407166123778502,0,0,0.0285016286644951,0.00610749185667752,2456,1683,2,2.12099581765546,0.000407166123778502,0.00162866449511401,2456,1,0,0,1,1
"2015-03-01","El Salvador",30,3,190,47,20,1,3,61,87,24,1,1,44,4,46,10,0,3,50,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0.0113378684807256,0.00113378684807256,0.0718065003779289,0.0177626606198035,0.00755857898715042,0.000377928949357521,0.00113378684807256,0.0230536659108088,0.0328798185941043,0.0090702947845805,0.000377928949357521,0.000377928949357521,0.0166288737717309,0.00151171579743008,0.017384731670446,0.00377928949357521,0,0.00113378684807256,0.018896447467876,0.0090702947845805,0,0,0,0,0,0.000377928949357521,0,0,0,0,0,0,0.000377928949357521,0,0,0.000377928949357521,0,0.000755857898715042,0,45,11,7,0,29,13,0,1,0,88,17,0.0170068027210884,0.00415721844293273,0.00264550264550265,0,0.0109599395313681,0.00491307634164777,0,0.000377928949357521,0,0.0332577475434618,0.00642479213907785,2646,1836,3,2.42231983941999,0.00113378684807256,0.00113378684807256,2646,1,1,0,1,1
"2015-04-01","El Salvador",26,0,65,12,12,3,2,53,50,42,0,16,23,1,12,4,1,4,82,46,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0110874200426439,0,0.0277185501066098,0.00511727078891258,0.00511727078891258,0.00127931769722815,0.000852878464818763,0.0226012793176972,0.0213219616204691,0.017910447761194,0,0.00682302771855011,0.00980810234541578,0.000426439232409382,0.00511727078891258,0.00170575692963753,0.000426439232409382,0.00170575692963753,0.0349680170575693,0.0196162046908316,0,0,0,0,0,0.000426439232409382,0,0,0,0,0,0,0.000852878464818763,0,0,0,0,0,0,54,10,8,0,47,13,3,0,0,72,17,0.0230277185501066,0.00426439232409382,0.00341151385927505,0,0.0200426439232409,0.00554371002132196,0.00127931769722815,0,0,0.0307036247334755,0.00724946695095949,2345,1694,2,0.0772553752338423,0.00127931769722815,0,2345,1,0,0,1,1
"2015-05-01","El Salvador",26,3,64,3,20,3,3,62,76,12,0,17,31,2,14,15,1,2,60,13,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0.00991987790919496,0.0011446012972148,0.0244181610072491,0.0011446012972148,0.00763067531476536,0.0011446012972148,0.0011446012972148,0.0236550934757726,0.0289965661961084,0.00457840518885921,0,0.00648607401755055,0.0118275467378863,0.000763067531476536,0.00534147272033575,0.00572300648607402,0.000381533765738268,0.000763067531476536,0.0228920259442961,0.00495993895459748,0,0,0,0,0.000381533765738268,0.000381533765738268,0,0,0.000381533765738268,0,0,0.000381533765738268,0.000381533765738268,0,0,0,0,0,0.000381533765738268,52,16,4,1,54,19,0,2,0,68,13,0.0198397558183899,0.00610454025181229,0.00152613506295307,0.000381533765738268,0.0206028233498665,0.00724914154902709,0,0.000763067531476536,0,0.0259442960702022,0.00495993895459748,2621,1999,2,2.83269400192841,0.000763067531476536,0.00152613506295307,2621,1,1,0,1,1
"2015-06-01","El Salvador",41,1,26,1,14,0,0,60,97,31,0,10,45,7,33,12,0,2,69,33,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0.0138419986495611,0.000337609723160027,0.0087778528021607,0.000337609723160027,0.00472653612424038,0,0,0.0202565833896016,0.0327481431465226,0.0104659014179608,0,0.00337609723160027,0.0151924375422012,0.00236326806212019,0.0111411208642809,0.00405131667792032,0,0.000675219446320054,0.0232950708980419,0.0111411208642809,0,0,0,0,0,0,0,0,0.00101282916948008,0,0,0.000337609723160027,0,0,0,0,0,0.00101282916948008,0,95,26,15,0,88,32,3,1,0,99,14,0.0320729237002026,0.0087778528021607,0.0050641458474004,0,0.0297096556380824,0.0108035111411209,0.00101282916948008,0.000337609723160027,0,0.0334233625928427,0.00472653612424038,2962,2161,4,2.31209925641733,0.00101282916948008,0.00135043889264011,2962,1,0,0,1,1
"2015-07-01","El Salvador",32,0,51,2,27,6,2,84,114,27,3,7,30,4,30,11,2,5,69,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0095952023988006,0,0.0152923538230885,0.000599700149925037,0.00809595202398801,0.00179910044977511,0.000599700149925037,0.0251874062968516,0.0341829085457271,0.00809595202398801,0.000899550224887556,0.00209895052473763,0.00899550224887556,0.00119940029985007,0.00899550224887556,0.00329835082458771,0.000599700149925037,0.00149925037481259,0.0206896551724138,0.00929535232383808,0,0,0,0,0,0.000299850074962519,0,0,0.000299850074962519,0,0,0,0,0,0,0.000299850074962519,0,0.000299850074962519,0,61,21,5,0,65,34,5,3,1,105,21,0.0182908545727136,0.00629685157421289,0.00149925037481259,0,0.0194902548725637,0.0101949025487256,0.00149925037481259,0.000899550224887556,0.000299850074962519,0.0314842578710645,0.00629685157421289,3335,2505,3,2.27715129234921,0.000599700149925037,0.000599700149925037,3335,1,0,0,1,1
"2015-08-01","El Salvador",34,4,27,0,31,3,0,71,79,21,0,4,25,3,31,7,2,4,121,27,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0.0116518163125428,0.00137080191912269,0.00925291295407814,0,0.0106237148732008,0.00102810143934202,0,0.0243317340644277,0.0270733379026731,0.00719671007539411,0,0.00137080191912269,0.00856751199451679,0.00102810143934202,0.0106237148732008,0.0023989033584647,0.000685400959561343,0.00137080191912269,0.0414667580534613,0.00925291295407814,0,0,0,0,0,0,0,0,0.000685400959561343,0,0,0.000342700479780672,0,0,0,0,0,0,0.000342700479780672,56,16,6,0,39,31,2,2,0,135,24,0.0191912268677176,0.00548320767649075,0.00205620287868403,0,0.0133653187114462,0.0106237148732008,0.000685400959561343,0.000685400959561343,0,0.0462645647703907,0.00822481151473612,2918,2139,6,1.18109413839997,0,0.00137080191912269,2918,1,1,0,1,1
"2015-09-01","El Salvador",35,0,45,8,19,3,1,93,78,43,1,3,45,6,24,5,0,3,66,19,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.0116201859229748,0,0.0149402390438247,0.00265604249667995,0.00630810092961487,0.00099601593625498,0.000332005312084993,0.0308764940239044,0.0258964143426295,0.0142762284196547,0.000332005312084993,0.00099601593625498,0.0149402390438247,0.00199203187250996,0.00796812749003984,0.00166002656042497,0,0.00099601593625498,0.0219123505976096,0.00630810092961487,0,0,0,0,0,0,0,0,0.000664010624169987,0,0,0,0,0.000332005312084993,0,0,0,0,0,69,23,5,0,72,51,1,2,0,79,21,0.0229083665338645,0.00763612217795485,0.00166002656042497,0,0.0239043824701195,0.0169322709163347,0.000332005312084993,0.000664010624169987,0,0.0262284196547145,0.00697211155378486,3012,2234,2,2.67700858825181,0,0.00099601593625498,3012,1,1,0,1,1
"2015-10-01","El Salvador",43,2,41,4,13,2,9,121,140,45,2,7,79,1,24,4,1,3,73,18,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0.0129129129129129,0.000600600600600601,0.0123123123123123,0.0012012012012012,0.0039039039039039,0.000600600600600601,0.0027027027027027,0.0363363363363363,0.042042042042042,0.0135135135135135,0.000600600600600601,0.0021021021021021,0.0237237237237237,0.0003003003003003,0.00720720720720721,0.0012012012012012,0.0003003003003003,0.000900900900900901,0.0219219219219219,0.00540540540540541,0,0,0,0.0003003003003003,0,0,0,0,0,0,0.0003003003003003,0.0003003003003003,0.0003003003003003,0,0,0.0003003003003003,0,0,0,89,25,8,1,68,57,2,0,1,122,19,0.0267267267267267,0.00750750750750751,0.0024024024024024,0.0003003003003003,0.0204204204204204,0.0171171171171171,0.000600600600600601,0,0.0003003003003003,0.0366366366366366,0.00570570570570571,3330,2392,2,3.29145047670953,0,0.0015015015015015,3330,1,0,0,1,1
"2015-11-01","El Salvador",32,1,31,0,22,2,2,60,98,40,0,0,65,4,33,10,2,3,48,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0106560106560107,0.000333000333000333,0.0103230103230103,0,0.00732600732600733,0.000666000666000666,0.000666000666000666,0.01998001998002,0.0326340326340326,0.0133200133200133,0,0,0.0216450216450216,0.00133200133200133,0.010989010989011,0.00333000333000333,0.000666000666000666,0.000999000999000999,0.015984015984016,0.00632700632700633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000333000333000333,61,18,6,0,66,61,3,4,0,112,27,0.0203130203130203,0.00599400599400599,0.001998001998002,0,0.021978021978022,0.0203130203130203,0.000999000999000999,0.00133200133200133,0,0.0372960372960373,0.00899100899100899,3003,2232,5,3.61101237414934,0,0.000333000333000333,3003,1,1,0,1,1
"2015-12-01","El Salvador",23,2,45,2,19,5,2,60,112,54,0,7,76,5,18,11,4,10,89,20,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0080673447913013,0.000701508242721852,0.0157839354612417,0.000701508242721852,0.00666432830585759,0.00175377060680463,0.000701508242721852,0.0210452472816556,0.0392844615924237,0.01894072255349,0,0.00245527884952648,0.0266573132234304,0.00175377060680463,0.00631357418449667,0.00385829533497019,0.0014030164854437,0.00350754121360926,0.0312171168011224,0.00701508242721852,0,0,0,0,0,0,0,0,0,0,0,0,0.000701508242721852,0,0,0,0,0,0,59,15,6,0,43,48,2,2,4,99,23,0.0206944931602946,0.00526131182041389,0.00210452472816556,0,0.0150824272185198,0.0168361978253244,0.000701508242721852,0.000701508242721852,0.0014030164854437,0.0347246580147317,0.0080673447913013,2851,2046,3,4.69006506814324,0.000350754121360926,0.000350754121360926,2851,1,1,0,1,1
"2016-01-01","El Salvador",28,0,34,1,25,7,0,122,124,39,0,12,57,8,8,17,6,1,72,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00765236403388904,0,0.00929215632686526,0.000273298715496037,0.00683246788740093,0.00191309100847226,0,0.0333424432905165,0.0338890407215086,0.0106586499043455,0,0.00327958458595245,0.0155780267832741,0.0021863897239683,0.0021863897239683,0.00464607816343263,0.00163979229297622,0.000273298715496037,0.0196775075157147,0.00710576660289697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000273298715496037,42,24,17,0,55,65,5,3,1,139,22,0.0114785460508336,0.00655916917190489,0.00464607816343263,0,0.015031429352282,0.0177644165072424,0.00136649357748019,0.000819896146488112,0.000273298715496037,0.0379885214539492,0.00601257174091282,3659,2758,2,3.92809705534128,0,0.000273298715496037,3659,1,1,0,1,1
"2016-02-01","El Salvador",44,0,32,2,22,1,3,101,185,66,0,10,102,10,34,16,4,2,92,40,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0.0108857001484414,0,0.00791687283523008,0.00049480455220188,0.00544285007422068,0.00024740227610094,0.00074220682830282,0.024987629886195,0.0457694210786739,0.016328550222662,0,0.0024740227610094,0.0252350321622959,0.0024740227610094,0.00841167738743196,0.00395843641761504,0.000989609104403761,0.00049480455220188,0.0227610094012865,0.0098960910440376,0.00024740227610094,0,0,0,0,0.00024740227610094,0,0,0.00024740227610094,0,0,0.00024740227610094,0.00024740227610094,0,0,0.00024740227610094,0,0,0,67,29,21,0,84,69,5,8,3,125,31,0.016575952498763,0.00717466600692726,0.00519544779811974,0,0.020781791192479,0.0170707570509649,0.0012370113805047,0.00197921820880752,0.00074220682830282,0.0309252845126175,0.00766947055912914,4042,2947,10,3.93672113840794,0.00024740227610094,0.0012370113805047,4042,1,1,0,1,1
"2016-03-01","El Salvador",28,4,35,5,33,3,0,69,121,73,45,19,64,10,19,17,1,2,103,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0.00644270593649333,0.00092038656235619,0.00805338242061666,0.00115048320294524,0.00759318913943856,0.000690289921767142,0,0.0158766682006443,0.0278416935112747,0.0167970547630005,0.0103543488265071,0.0043718361711919,0.014726184997699,0.00230096640589047,0.0043718361711919,0.00391164289001381,0.000230096640589047,0.000460193281178095,0.0236999539806719,0.00736309249884952,0,0,0,0,0,0,0,0,0.000460193281178095,0,0,0,0,0,0,0.000460193281178095,0,0,0,94,15,22,1,92,65,3,0,3,171,28,0.0216290842153705,0.00345144960883571,0.00506212609295904,0.000230096640589047,0.0211688909341924,0.0149562816382881,0.000690289921767142,0,0.000690289921767142,0.0393465255407271,0.00644270593649333,4346,3243,15,3.21186457883704,0,0.00092038656235619,4346,1,1,0,1,1
"2016-04-01","El Salvador",37,5,27,4,29,1,6,99,153,104,8,17,86,6,28,12,13,6,64,18,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0.00921314741035857,0.00124501992031873,0.00672310756972112,0.00099601593625498,0.00722111553784861,0.000249003984063745,0.00149402390438247,0.0246513944223108,0.038097609561753,0.0258964143426295,0.00199203187250996,0.00423306772908367,0.0214143426294821,0.00149402390438247,0.00697211155378486,0.00298804780876494,0.00323705179282869,0.00149402390438247,0.0159362549800797,0.00448207171314741,0,0,0,0,0,0.000249003984063745,0,0,0.00049800796812749,0.000249003984063745,0,0.000249003984063745,0.000249003984063745,0,0,0.000249003984063745,0,0,0,101,35,21,0,70,70,2,5,1,125,15,0.0251494023904382,0.00871513944223107,0.00522908366533865,0,0.0174302788844621,0.0174302788844621,0.00049800796812749,0.00124501992031873,0.000249003984063745,0.0311254980079681,0.00373505976095618,4016,2924,9,5.81337023511332,0.000747011952191235,0.00124501992031873,4016,1,1,0,1,1
