"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","elsalvador.com","diario.elmundo.sv","diarioelsalvador.com","revistafactum.com","gatoencerrado.news"
"2016-05-01","El Salvador",72,0,44,6,44,7,6,108,124,38,2,7,47,19,22,19,4,7,42,16,0,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0.0177690029615005,0,0.0108588351431392,0.00148075024679171,0.0108588351431392,0.00172754195459033,0.00148075024679171,0.0266535044422507,0.0306021717670286,0.00937808489634748,0.000493583415597236,0.00172754195459033,0.011599210266535,0.00468904244817374,0.0054294175715696,0.00468904244817374,0.000987166831194472,0.00172754195459033,0.010365251727542,0.00394866732477789,0,0,0,0,0.000493583415597236,0,0.000246791707798618,0,0.000246791707798618,0,0,0.000246791707798618,0.000246791707798618,0,0,0.000246791707798618,0,0.000246791707798618,0.000246791707798618,88,64,16,0,96,42,1,3,2,76,22,0.0217176702862784,0.0157946692991115,0.00394866732477789,0,0.0236920039486673,0.010365251727542,0.000246791707798618,0.000740375123395854,0.000493583415597236,0.018756169792695,0.0054294175715696,4052,3059,6,4.69414957913704,0.000740375123395854,0.00148075024679171,4052,1,1,0,1,1
"2016-06-01","El Salvador",46,3,46,4,29,5,3,151,131,49,3,18,68,7,13,21,3,12,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0110709987966306,0.000722021660649819,0.0110709987966306,0.000962695547533093,0.00697954271961492,0.00120336943441637,0.000722021660649819,0.0363417569193742,0.0315282791817088,0.0117930204572804,0.000722021660649819,0.00433212996389892,0.0163658243080626,0.00168471720818291,0.00312876052948255,0.00505415162454874,0.000722021660649819,0.00288808664259928,0.0139590854392298,0.0036101083032491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240673886883273,0,80,24,18,1,114,65,3,2,1,124,17,0.0192539109506619,0.00577617328519856,0.00433212996389892,0.000240673886883273,0.0274368231046931,0.0156438026474128,0.000722021660649819,0.000481347773766546,0.000240673886883273,0.0298435619735259,0.00409145607701564,4155,3092,5,4.7191507880102,0.000240673886883273,0,4155,1,1,0,1,1
"2016-07-01","El Salvador",37,1,54,6,34,8,14,79,194,93,0,17,77,15,30,9,1,10,82,9,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.00887715930902111,0.000239923224568138,0.0129558541266795,0.00143953934740883,0.0081573896353167,0.00191938579654511,0.00335892514395393,0.0189539347408829,0.0465451055662188,0.0223128598848369,0,0.00407869481765835,0.0184740882917466,0.00359884836852207,0.00719769673704415,0.00215930902111324,0.000239923224568138,0.00239923224568138,0.0196737044145873,0.00215930902111324,0.000239923224568138,0,0,0,0,0,0,0,0,0,0,0.000479846449136276,0,0,0,0,0,0,0.000239923224568138,72,21,17,3,80,41,1,1,1,108,15,0.017274472168906,0.0050383877159309,0.00407869481765835,0.000719769673704415,0.0191938579654511,0.00983685220729367,0.000239923224568138,0.000239923224568138,0.000239923224568138,0.0259117082533589,0.00359884836852207,4168,3136,6,4.98532735719102,0.000239923224568138,0.000719769673704415,4168,1,1,0,1,1
"2016-08-01","El Salvador",45,0,73,0,41,3,4,62,173,28,1,4,73,10,35,5,7,11,52,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.011854583772392,0,0.0192307692307692,0,0.0108008429926238,0.000790305584826133,0.00105374077976818,0.0163329820864067,0.0455742887249737,0.00737618545837724,0.000263435194942044,0.00105374077976818,0.0192307692307692,0.00263435194942044,0.00922023182297155,0.00131717597471022,0.00184404636459431,0.00289778714436249,0.0136986301369863,0.0047418335089568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000263435194942044,0,0,0,72,26,18,1,74,32,1,5,2,94,16,0.0189673340358272,0.00684931506849315,0.0047418335089568,0.000263435194942044,0.0194942044257113,0.00842992623814542,0.000263435194942044,0.00131717597471022,0.000526870389884088,0.0247629083245522,0.00421496311907271,3796,2891,2,4.82525710535306,0,0.000263435194942044,3796,1,1,0,1,1
"2016-09-01","El Salvador",52,5,45,6,38,6,1,78,218,55,1,11,95,9,51,12,5,7,55,24,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0.0125391849529781,0.00120569086086327,0.0108512177477695,0.00144682903303593,0.00916325054256089,0.00144682903303593,0.000241138172172655,0.0188087774294671,0.0525681215336388,0.013262599469496,0.000241138172172655,0.0026525198938992,0.0229081263564022,0.00217024354955389,0.0122980467808054,0.00289365806607186,0.00120569086086327,0.00168796720520858,0.013262599469496,0.00578731613214372,0,0.000241138172172655,0,0,0.000241138172172655,0,0,0,0.000241138172172655,0,0,0,0.00048227634434531,0,0,0,0.000241138172172655,0,0,78,33,16,2,87,34,2,5,2,98,14,0.0188087774294671,0.00795755968169761,0.00385821075476248,0.00048227634434531,0.020979020979021,0.00819869785387027,0.00048227634434531,0.00120569086086327,0.00048227634434531,0.0236315408729202,0.00337593441041717,4147,3092,8,5.55300752927763,0.000723414516517965,0.000723414516517965,4147,1,1,0,1,1
"2016-10-01","El Salvador",64,5,48,3,64,2,0,81,186,64,0,4,97,8,56,18,5,16,62,19,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0144730890999548,0.00113071008593397,0.0108548168249661,0.00067842605156038,0.0144730890999548,0.000452284034373587,0,0.0183175033921303,0.0420624151967436,0.0144730890999548,0,0.000904568068747173,0.021935775667119,0.00180913613749435,0.0126639529624604,0.00407055630936228,0.00113071008593397,0.00361827227498869,0.0140208050655812,0.00429669832654907,0,0,0.000226142017186793,0,0,0,0,0,0,0,0,0,0.000452284034373587,0,0,0,0,0,0,92,40,18,0,100,66,2,7,0,128,22,0.020805065581185,0.00904568068747173,0.00407055630936228,0,0.0226142017186793,0.0149253731343284,0.000452284034373587,0.00158299412030755,0,0.0289461781999095,0.00497512437810945,4422,3244,9,5.45907096148793,0,0.00067842605156038,4422,1,1,0,1,1
"2016-11-01","El Salvador",29,1,83,3,62,1,0,82,176,46,0,6,98,15,27,13,4,18,84,22,0,0,1,0,0,0,0,0,0,1,0,3,4,0,2,0,0,0,0,0.00726817042606516,0.00025062656641604,0.0208020050125313,0.00075187969924812,0.0155388471177945,0.00025062656641604,0,0.0205513784461153,0.0441102756892231,0.0115288220551378,0,0.00150375939849624,0.0245614035087719,0.0037593984962406,0.00676691729323308,0.00325814536340852,0.00100250626566416,0.00451127819548872,0.0210526315789474,0.00551378446115288,0,0,0.00025062656641604,0,0,0,0,0,0,0.00025062656641604,0,0.00075187969924812,0.00100250626566416,0,0.00050125313283208,0,0,0,0,60,28,24,0,77,42,4,4,4,96,34,0.0150375939849624,0.00701754385964912,0.00601503759398496,0,0.0192982456140351,0.0105263157894737,0.00100250626566416,0.00100250626566416,0.00100250626566416,0.0240601503759399,0.00852130325814536,3990,2951,11,5.32785383326721,0.00150375939849624,0.0012531328320802,3990,1,1,0,1,1
"2016-12-01","El Salvador",34,2,47,7,33,8,0,72,183,35,3,8,106,6,18,13,0,17,46,19,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0.00840959683403413,0.00049468216670789,0.0116250309176354,0.00173138758347762,0.00816225575068019,0.00197872866683156,0,0.017808558001484,0.045263418253772,0.00865693791738808,0.000742023250061835,0.00197872866683156,0.0262181548355182,0.00148404650012367,0.00445213950037101,0.00321543408360129,0,0.00420479841701707,0.0113776898342815,0.00469948058372496,0,0,0,0,0,0.000247341083353945,0.00049468216670789,0,0.000247341083353945,0,0,0.000247341083353945,0,0,0,0,0,0,0,101,11,23,0,87,39,1,1,0,86,22,0.0249814494187485,0.0027207519168934,0.00568884491714074,0,0.0215186742517932,0.00964630225080386,0.000247341083353945,0.000247341083353945,0,0.0212713331684393,0.00544150383378679,4043,3111,6,5.44246254725575,0.000247341083353945,0.00098936433341578,4043,1,1,0,1,1
"2017-01-01","El Salvador",19,7,36,7,53,2,2,65,116,40,0,2,54,5,27,14,2,4,30,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.00565307944064267,0.00208271347813151,0.0107110978875335,0.00208271347813151,0.0157691163344243,0.00059506099375186,0.00059506099375186,0.0193394822969354,0.0345135376376079,0.0119012198750372,0,0.00059506099375186,0.0160666468313002,0.00148765248437965,0.0080333234156501,0.00416542695626302,0.00059506099375186,0.00119012198750372,0.00892591490627789,0.00446295745313895,0,0,0,0,0,0,0.00029753049687593,0,0,0,0,0,0,0,0,0.00029753049687593,0,0,0,70,25,27,0,103,26,8,1,2,73,20,0.0208271347813151,0.00743826242189824,0.0080333234156501,0,0.0306456411782208,0.00773579291877417,0.00238024397500744,0.00029753049687593,0.00059506099375186,0.0217197262719429,0.0059506099375186,3361,2573,24,4.52448973515101,0,0.00059506099375186,3361,1,1,0,1,1
"2017-02-01","El Salvador",27,3,46,6,36,3,0,37,154,38,0,6,95,10,24,12,1,4,41,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.00816696914700544,0.000907441016333938,0.0139140955837871,0.00181488203266788,0.0108892921960073,0.000907441016333938,0,0.0111917725347852,0.0465819721718088,0.0114942528735632,0,0.00181488203266788,0.028735632183908,0.00302480338777979,0.00725952813067151,0.00362976406533575,0.000302480338777979,0.00120992135511192,0.0124016938898972,0.00211736237144586,0,0,0,0,0,0,0,0,0.000302480338777979,0,0,0,0,0,0.000302480338777979,0,0,0,0,66,25,25,0,97,49,8,0,2,67,33,0.0199637023593466,0.00756200846944949,0.00756200846944949,0,0.029340592861464,0.014821536600121,0.00241984271022384,0,0.000604960677555959,0.0202661826981246,0.00998185117967332,3306,2496,17,5.93435796271714,0.000604960677555959,0,3306,1,1,0,1,1
"2017-03-01","El Salvador",19,2,65,13,24,3,0,72,121,56,0,6,58,9,21,5,2,11,38,16,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0.00526607538802661,0.000554323725055432,0.0180155210643016,0.00360310421286031,0.00665188470066519,0.000831485587583149,0,0.0199556541019956,0.0335365853658537,0.0155210643015521,0,0.0016629711751663,0.0160753880266075,0.00249445676274945,0.00582039911308204,0.00138580931263858,0.000554323725055432,0.00304878048780488,0.0105321507760532,0.00443458980044346,0,0,0,0,0,0,0.000554323725055432,0,0.00110864745011086,0,0.000277161862527716,0,0,0,0,0,0,0,0,109,24,21,0,106,73,2,3,1,88,20,0.0302106430155211,0.00665188470066519,0.00582039911308204,0,0.0293791574279379,0.0202328159645233,0.000554323725055432,0.000831485587583149,0.000277161862527716,0.024390243902439,0.00554323725055432,3608,2677,9,4.67488294653121,0.00138580931263858,0.000554323725055432,3608,1,1,0,1,1
"2017-04-01","El Salvador",20,2,50,9,18,1,1,114,88,32,0,2,56,5,21,11,2,0,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.00579710144927536,0.000579710144927536,0.0144927536231884,0.00260869565217391,0.00521739130434783,0.000289855072463768,0.000289855072463768,0.0330434782608696,0.0255072463768116,0.00927536231884058,0,0.000579710144927536,0.016231884057971,0.00144927536231884,0.00608695652173913,0.00318840579710145,0.000579710144927536,0,0.00666666666666667,0.00260869565217391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869565217391304,0,79,18,27,0,63,37,3,6,0,81,18,0.0228985507246377,0.00521739130434783,0.00782608695652174,0,0.0182608695652174,0.0107246376811594,0.000869565217391304,0.00173913043478261,0,0.0234782608695652,0.00521739130434783,3450,2723,12,3.85236207418477,0,0.000869565217391304,3450,1,1,0,1,0
"2017-05-01","El Salvador",21,1,62,4,18,3,0,40,85,22,0,4,43,4,19,13,0,2,11,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00829056454796684,0.000394788787998421,0.0244769048559021,0.00157915515199368,0.00710619818397158,0.00118436636399526,0,0.0157915515199368,0.0335570469798658,0.00868535333596526,0,0.00157915515199368,0.0169759178839321,0.00157915515199368,0.00750098697197,0.00513225424397947,0,0.000789577575996842,0.00434267666798263,0.00157915515199368,0,0,0,0,0,0.000394788787998421,0,0,0,0,0,0,0,0,0,0,0,0,0,70,22,16,1,59,35,2,1,2,52,11,0.0276352151598895,0.00868535333596526,0.00631662060797473,0.000394788787998421,0.0232925384919068,0.0138176075799447,0.000789577575996842,0.000394788787998421,0.000789577575996842,0.0205290169759179,0.00434267666798263,2533,1949,4,4.63191033987368,0.000394788787998421,0,2533,1,1,0,1,1
"2017-06-01","El Salvador",30,5,58,9,20,5,2,126,107,29,1,6,59,7,10,10,2,7,32,21,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0.00803858520900321,0.00133976420150054,0.0155412647374062,0.00241157556270096,0.00535905680600214,0.00133976420150054,0.000535905680600214,0.0337620578778135,0.0286709539121115,0.00777063236870311,0.000267952840300107,0.00160771704180064,0.0158092175777063,0.00187566988210075,0.00267952840300107,0.00267952840300107,0.000535905680600214,0.00187566988210075,0.00857449088960343,0.00562700964630225,0,0,0,0,0,0,0,0,0.000267952840300107,0,0,0.000535905680600214,0,0,0,0,0,0,0,72,23,25,0,86,48,1,3,3,100,37,0.0192926045016077,0.00616291532690246,0.00669882100750268,0,0.0230439442658092,0.0128617363344051,0.000267952840300107,0.000803858520900322,0.000803858520900322,0.0267952840300107,0.00991425509110396,3732,2848,10,4.21122186475447,0.000267952840300107,0.000535905680600214,3732,1,1,0,1,1
"2017-07-01","El Salvador",25,2,149,6,23,4,2,121,121,94,1,7,59,1,15,29,1,8,51,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.00575506445672192,0.000460405156537753,0.0343001841620626,0.00138121546961326,0.00529465930018416,0.000920810313075506,0.000460405156537753,0.0278545119705341,0.0278545119705341,0.0216390423572744,0.000230202578268877,0.00161141804788214,0.0135819521178637,0.000230202578268877,0.00345303867403315,0.00667587476979742,0.000230202578268877,0.00184162062615101,0.0117403314917127,0.00414364640883978,0,0,0,0,0,0,0,0,0.000230202578268877,0,0,0.000230202578268877,0,0,0,0,0,0,0,86,25,12,2,103,68,3,4,1,102,13,0.0197974217311234,0.00575506445672192,0.00276243093922652,0.000460405156537753,0.0237108655616943,0.0156537753222836,0.00069060773480663,0.000920810313075506,0.000230202578268877,0.0234806629834254,0.0029926335174954,4344,3252,10,4.08429223913246,0.000230202578268877,0.000230202578268877,4344,1,1,0,1,1
"2017-08-01","El Salvador",31,1,62,9,36,2,0,94,106,56,1,3,60,5,14,13,1,11,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00938256658595642,0.000302663438256659,0.0187651331719128,0.00272397094430993,0.0108958837772397,0.000605326876513317,0,0.0284503631961259,0.0320823244552058,0.0169491525423729,0.000302663438256659,0.000907990314769976,0.0181598062953995,0.00151331719128329,0.00423728813559322,0.00393462469733656,0.000302663438256659,0.00332929782082324,0.0102905569007264,0.00544794188861985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,17,13,0,80,37,0,0,3,80,22,0.0251210653753027,0.0051452784503632,0.00393462469733656,0,0.0242130750605327,0.0111985472154964,0,0,0.000907990314769976,0.0242130750605327,0.00665859564164649,3304,2468,5,4.59118876229356,0,0,3304,1,1,0,1,1
"2017-09-01","El Salvador",20,2,68,5,29,5,1,127,134,63,0,10,49,10,16,8,5,17,35,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00541565123206066,0.000541565123206066,0.0184132141890062,0.00135391280801516,0.00785269428648795,0.00135391280801516,0.000270782561603033,0.0343893853235852,0.0362848632548064,0.0170593013809911,0,0.00270782561603033,0.0132683455185486,0.00270782561603033,0.00433252098564852,0.00216626049282426,0.00135391280801516,0.00460330354725156,0.00947738965610615,0.00433252098564852,0,0,0,0,0,0,0,0,0,0,0,0.000270782561603033,0,0,0,0,0,0,0,65,21,10,0,79,43,7,8,4,117,31,0.0176008665041971,0.00568643379366369,0.00270782561603033,0,0.0213918223666396,0.0116436501489304,0.00189547793122123,0.00216626049282426,0.00108313024641213,0.0316815597075548,0.00839425940969402,3693,2730,6,5.44958963262644,0.000270782561603033,0,3693,1,1,0,1,1
"2017-10-01","El Salvador",29,1,109,13,39,4,5,123,135,53,2,7,39,11,11,16,0,10,54,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.008008837337752,0.000276166804750069,0.0301021817177575,0.0035901684617509,0.0107705053852527,0.00110466721900028,0.00138083402375035,0.0339685169842585,0.0372825186412593,0.0146368406517537,0.000552333609500138,0.00193316763325048,0.0107705053852527,0.00303783485225076,0.00303783485225076,0.0044186688760011,0,0.00276166804750069,0.0149130074565037,0.00331400165700083,0,0,0,0,0,0,0,0,0,0,0.000276166804750069,0.000276166804750069,0,0,0,0,0,0,0,76,30,16,4,111,41,5,6,1,137,23,0.0209886771610052,0.00828500414250207,0.0044186688760011,0.00110466721900028,0.0306545153272577,0.0113228389947528,0.00138083402375035,0.00165700082850041,0.000276166804750069,0.0378348522507595,0.00635183650925159,3621,2549,13,4.3130356058017,0.000552333609500138,0,3621,1,1,0,1,1
"2017-11-01","El Salvador",37,1,105,11,18,4,4,66,163,35,0,9,69,5,7,10,1,4,25,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0107246376811594,0.000289855072463768,0.0304347826086957,0.00318840579710145,0.00521739130434783,0.00115942028985507,0.00115942028985507,0.0191304347826087,0.0472463768115942,0.0101449275362319,0,0.00260869565217391,0.02,0.00144927536231884,0.00202898550724638,0.00289855072463768,0.000289855072463768,0.00115942028985507,0.0072463768115942,0.00376811594202899,0,0,0,0,0,0,0,0,0,0,0,0.000579710144927536,0,0,0,0,0,0,0,96,42,20,1,79,36,3,3,3,96,23,0.0278260869565217,0.0121739130434783,0.00579710144927536,0.000289855072463768,0.0228985507246377,0.0104347826086957,0.000869565217391304,0.000869565217391304,0.000869565217391304,0.0278260869565217,0.00666666666666667,3450,2540,6,4.91195271067824,0,0.000579710144927536,3450,1,1,0,1,1
"2017-12-01","El Salvador",22,2,120,6,25,7,3,76,114,36,2,1,50,12,12,21,1,2,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00669914738124239,0.000609013398294762,0.0365408038976857,0.00182704019488429,0.00761266747868453,0.00213154689403167,0.000913520097442144,0.023142509135201,0.0347137637028015,0.0109622411693057,0.000609013398294762,0.000304506699147381,0.0152253349573691,0.00365408038976857,0.00365408038976857,0.00639464068209501,0.000304506699147381,0.000609013398294762,0.0097442143727162,0.00304506699147381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000304506699147381,0,0,0,102,20,16,0,83,30,0,3,1,114,28,0.0310596833130329,0.00609013398294762,0.0048721071863581,0,0.0252740560292326,0.00913520097442144,0,0.000913520097442144,0.000304506699147381,0.0347137637028015,0.00852618757612668,3284,2391,10,4.89427076232641,0,0.000304506699147381,3284,1,1,0,1,1
"2018-01-01","El Salvador",13,2,132,10,23,5,0,74,71,46,2,5,27,4,21,6,0,2,31,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00520416333066453,0.000800640512409928,0.0528422738190552,0.00400320256204964,0.00920736589271417,0.00200160128102482,0,0.0296236989591673,0.0284227381905524,0.0184147317854283,0.000800640512409928,0.00200160128102482,0.010808646917534,0.00160128102481986,0.00840672538030424,0.00240192153722978,0,0.000800640512409928,0.0124099279423539,0.00320256204963971,0,0,0,0,0,0,0,0,0,0,0.000400320256204964,0,0,0,0,0,0,0,0,41,21,13,0,57,33,1,2,4,81,16,0.0164131305044035,0.00840672538030424,0.00520416333066453,0,0.0228182546036829,0.0132105684547638,0.000400320256204964,0.000800640512409928,0.00160128102481986,0.0324259407526021,0.00640512409927942,2498,1776,6,3.83884765237232,0.000400320256204964,0,2498,1,1,0,1,1
"2018-02-01","El Salvador",19,2,235,25,37,2,1,51,93,31,1,8,34,5,10,6,1,3,15,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00795311845960653,0.000837170364169108,0.0983675177898702,0.0104646295521139,0.0154876517371285,0.000837170364169108,0.000418585182084554,0.0213478442863123,0.0389284219338635,0.0129761406446212,0.000418585182084554,0.00334868145667643,0.0142318961908748,0.00209292591042277,0.00418585182084554,0.00251151109250733,0.000418585182084554,0.00125575554625366,0.00627877773126831,0.0054416073670992,0,0,0,0,0,0,0,0,0,0,0.000418585182084554,0,0,0,0,0,0,0,0,63,25,11,0,64,10,5,2,0,83,23,0.0263708664713269,0.0104646295521139,0.0046044370029301,0,0.0267894516534115,0.00418585182084554,0.00209292591042277,0.000837170364169108,0,0.034742570113018,0.00962745918794475,2389,1544,5,4.55968063154259,0.000418585182084554,0,2389,1,1,0,1,1
"2018-03-01","El Salvador",29,1,288,62,6,1,1,35,66,23,2,11,21,4,6,35,3,5,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116279069767442,0.000400962309542903,0.115477145148356,0.02485966319166,0.00240577385725742,0.000400962309542903,0.000400962309542903,0.0140336808340016,0.0264635124298316,0.00922213311948677,0.000801924619085806,0.00441058540497193,0.00842020850040096,0.00160384923817161,0.00240577385725742,0.0140336808340016,0.00120288692862871,0.00200481154771451,0.00842020850040096,0.00400962309542903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,15,14,3,64,11,4,1,1,73,16,0.0312750601443464,0.00601443464314354,0.00561347233360064,0.00120288692862871,0.0256615878107458,0.00441058540497193,0.00160384923817161,0.000400962309542903,0.000400962309542903,0.0292702485966319,0.00641539695268645,2494,1616,9,4.70871545686254,0,0,2494,1,1,0,1,1
"2018-04-01","El Salvador",26,6,110,6,39,5,4,82,108,41,1,6,44,15,15,8,3,2,44,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00983730609156262,0.00227014755959137,0.0416193719258418,0.00227014755959137,0.0147559591373439,0.00189178963299281,0.00151343170639425,0.0310253499810821,0.0408626560726447,0.0155126749905411,0.000378357926598562,0.00227014755959137,0.0166477487703367,0.00567536889897843,0.00567536889897843,0.0030268634127885,0.00113507377979569,0.000756715853197125,0.0166477487703367,0.00718880060537268,0,0,0,0,0,0,0,0,0,0,0,0,0.000378357926598562,0,0,0,0,0,0,90,17,14,2,78,36,0,0,3,122,21,0.0340522133938706,0.00643208475217556,0.00529701097237987,0.000756715853197125,0.0295119182746879,0.0136208853575482,0,0,0.00113507377979569,0.0461596670450246,0.00794551645856981,2643,1732,6,5.41382060593882,0,0.000378357926598562,2643,1,1,0,1,1
"2018-05-01","El Salvador",22,1,90,7,34,6,1,137,79,30,0,4,27,2,20,12,1,5,38,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00771388499298738,0.000350631136044881,0.0315568022440393,0.00245441795231417,0.0119214586255259,0.00210378681626928,0.000350631136044881,0.0480364656381487,0.0276998597475456,0.0105189340813464,0,0.00140252454417952,0.00946704067321178,0.000701262272089762,0.00701262272089762,0.00420757363253857,0.000350631136044881,0.0017531556802244,0.0133239831697055,0.00490883590462833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,16,6,2,61,38,0,4,1,107,18,0.0276998597475456,0.00561009817671809,0.00210378681626928,0.000701262272089762,0.0213884992987377,0.0133239831697055,0,0.00140252454417952,0.000350631136044881,0.0375175315568022,0.00631136044880785,2852,2019,3,3.21959119481199,0,0,2852,1,1,0,1,1
"2018-06-01","El Salvador",38,0,44,3,45,3,7,72,152,29,0,1,66,6,48,17,1,7,31,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0140117994100295,0,0.0162241887905605,0.00110619469026549,0.0165929203539823,0.00110619469026549,0.0025811209439528,0.0265486725663717,0.056047197640118,0.010693215339233,0,0.000368731563421829,0.0243362831858407,0.00221238938053097,0.0176991150442478,0.00626843657817109,0.000368731563421829,0.0025811209439528,0.0114306784660767,0.00479351032448378,0,0,0,0,0,0,0.000368731563421829,0,0,0,0,0,0,0,0,0,0,0.000368731563421829,0,70,20,21,0,96,42,3,3,2,112,20,0.025811209439528,0.00737463126843658,0.00774336283185841,0,0.0353982300884956,0.0154867256637168,0.00110619469026549,0.00110619469026549,0.000737463126843658,0.0412979351032448,0.00737463126843658,2712,1821,5,4.91130629467439,0.000368731563421829,0.000368731563421829,2712,1,1,0,1,1
"2018-07-01","El Salvador",29,0,138,4,30,2,0,108,106,30,1,7,37,2,32,11,0,4,41,17,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,1,0,0.0110015174506829,0,0.0523520485584218,0.00151745068285281,0.0113808801213961,0.000758725341426404,0,0.0409711684370258,0.0402124430955994,0.0113808801213961,0.000379362670713202,0.00265553869499241,0.0140364188163885,0.000758725341426404,0.0121396054628225,0.00417298937784522,0,0.00151745068285281,0.0155538694992413,0.00644916540212443,0,0,0,0,0,0.000758725341426404,0,0,0.00227617602427921,0,0,0,0,0,0,0,0,0.000379362670713202,0,80,30,6,0,87,27,2,5,4,111,41,0.0303490136570561,0.0113808801213961,0.00227617602427921,0,0.0330045523520486,0.0102427921092564,0.000758725341426404,0.00189681335356601,0.00151745068285281,0.0421092564491654,0.0155538694992413,2636,1677,7,3.22791602480335,0,0.00341426403641882,2636,1,1,0,1,1
