"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","investment","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","investmentNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","times.mw","faceofmalawi.com","malawivoice.com"
"2012-11-01","Malawi",7,0,22,5,26,1,5,19,35,34,0,2,21,20,8,21,2,6,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0.00662251655629139,0,0.0208136234626301,0.00473036896877956,0.0245979186376537,0.000946073793755913,0.00473036896877956,0.0179754020813623,0.033112582781457,0.032166508987701,0,0.00189214758751183,0.0198675496688742,0.0189214758751183,0.0075685903500473,0.0198675496688742,0.00189214758751183,0.00567644276253548,0,0.00567644276253548,0,0,0,0,0,0,0,0,0,0.00473036896877956,0,0,0,0,0,0,0,0.00189214758751183,0,27,12,8,1,18,15,2,0,2,6,6,0.0255439924314096,0.011352885525071,0.0075685903500473,0.000946073793755913,0.0170293282876064,0.0141911069063387,0.00189214758751183,0,0.00189214758751183,0.00567644276253548,0.00567644276253548,1057,751,1,7.21651978731844,0.00189214758751183,0.00473036896877956,1057,0,1,0
"2012-12-01","Malawi",2,2,13,7,13,0,1,14,10,5,2,2,14,10,24,19,1,3,1,2,0,0,0,0,2,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0.00283687943262411,0.00283687943262411,0.0184397163120567,0.0099290780141844,0.0184397163120567,0,0.00141843971631206,0.0198581560283688,0.0141843971631206,0.00709219858156028,0.00283687943262411,0.00283687943262411,0.0198581560283688,0.0141843971631206,0.0340425531914894,0.0269503546099291,0.00141843971631206,0.00425531914893617,0.00141843971631206,0.00283687943262411,0,0,0,0,0.00283687943262411,0,0.00141843971631206,0,0.00283687943262411,0,0,0,0.00141843971631206,0,0,0,0,0.00141843971631206,0,22,14,4,0,13,5,1,0,2,5,6,0.0312056737588652,0.0198581560283688,0.00567375886524823,0,0.0184397163120567,0.00709219858156028,0.00141843971631206,0,0.00283687943262411,0.00709219858156028,0.00851063829787234,705,504,0,7.96492272906339,0,0.0099290780141844,705,0,1,0
"2013-01-01","Malawi",7,2,16,5,22,1,3,25,30,12,1,5,28,13,28,7,0,3,2,7,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,1,0,0,3,0.00713557594291539,0.00203873598369011,0.0163098878695209,0.00509683995922528,0.0224260958205912,0.00101936799184506,0.00305810397553517,0.0254841997961264,0.0305810397553517,0.0122324159021407,0.00101936799184506,0.00509683995922528,0.0285423037716616,0.0132517838939857,0.0285423037716616,0.00713557594291539,0,0.00305810397553517,0.00203873598369011,0.00713557594291539,0,0,0,0,0.00101936799184506,0,0,0,0,0.00203873598369011,0,0,0.00101936799184506,0.00101936799184506,0,0.00101936799184506,0,0,0.00305810397553517,33,7,12,0,23,6,3,2,0,5,6,0.0336391437308868,0.00713557594291539,0.0122324159021407,0,0.0234454638124363,0.00611620795107034,0.00305810397553517,0.00203873598369011,0,0.00509683995922528,0.00611620795107034,981,703,0,8.12502759304655,0,0.00917431192660551,981,0,1,0
"2013-02-01","Malawi",2,1,16,3,15,0,2,20,35,16,0,2,26,11,55,15,2,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0.00217864923747277,0.00108932461873638,0.0174291938997821,0.00326797385620915,0.0163398692810458,0,0.00217864923747277,0.0217864923747277,0.0381263616557734,0.0174291938997821,0,0.00217864923747277,0.028322440087146,0.0119825708061002,0.0599128540305011,0.0163398692810458,0.00217864923747277,0.00762527233115468,0.00108932461873638,0.00435729847494553,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108932461873638,0,0.00217864923747277,0,0,0,15,6,10,0,12,15,2,1,2,3,6,0.0163398692810458,0.0065359477124183,0.0108932461873638,0,0.0130718954248366,0.0163398692810458,0.00217864923747277,0.00108932461873638,0.00217864923747277,0.00326797385620915,0.0065359477124183,918,648,0,9.33586357787658,0,0.00326797385620915,918,0,1,0
"2013-03-01","Malawi",12,3,21,6,26,32,1,8,38,14,0,2,17,8,16,10,1,15,1,9,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0118226600985222,0.00295566502463054,0.0206896551724138,0.00591133004926108,0.025615763546798,0.0315270935960591,0.000985221674876847,0.00788177339901478,0.0374384236453202,0.0137931034482759,0,0.00197044334975369,0.0167487684729064,0.00788177339901478,0.0157635467980296,0.00985221674876847,0.000985221674876847,0.0147783251231527,0.000985221674876847,0.00886699507389163,0,0,0,0,0,0.00197044334975369,0.000985221674876847,0,0,0,0,0.000985221674876847,0,0,0,0,0,0,0,24,8,8,0,22,10,3,0,5,4,8,0.0236453201970443,0.00788177339901478,0.00788177339901478,0,0.0216748768472906,0.00985221674876847,0.00295566502463054,0,0.00492610837438424,0.00394088669950739,0.00788177339901478,1015,708,1,10.5863574593694,0.00197044334975369,0.00197044334975369,1015,0,1,0
"2013-04-01","Malawi",3,7,63,4,25,0,3,14,38,13,0,2,17,11,12,9,3,20,3,2,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,0,0,1,0.00243704305442729,0.00568643379366369,0.0511779041429732,0.00324939073923639,0.0203086921202275,0,0.00243704305442729,0.0113728675873274,0.0308692120227457,0.0105605199025183,0,0.0016246953696182,0.0138099106417547,0.00893582453290008,0.00974817221770918,0.00731112916328188,0.00243704305442729,0.016246953696182,0.00243704305442729,0.0016246953696182,0,0,0,0,0,0.000812347684809098,0,0,0,0.000812347684809098,0,0,0,0.00243704305442729,0,0.000812347684809098,0,0,0.000812347684809098,27,9,12,3,23,17,5,1,2,5,7,0.0219333874898457,0.00731112916328188,0.00974817221770918,0.00243704305442729,0.0186839967506093,0.0138099106417547,0.00406173842404549,0.000812347684809098,0.0016246953696182,0.00406173842404549,0.00568643379366369,1231,904,0,9.017833879328,0.000812347684809098,0.00487408610885459,1231,0,1,0
"2013-05-01","Malawi",6,3,18,5,12,1,2,2,33,21,0,4,21,13,10,9,0,9,2,10,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0.0056980056980057,0.00284900284900285,0.0170940170940171,0.00474833808167141,0.0113960113960114,0.000949667616334283,0.00189933523266857,0.00189933523266857,0.0313390313390313,0.0199430199430199,0,0.00379867046533713,0.0199430199430199,0.0123456790123457,0.00949667616334283,0.00854700854700855,0,0.00854700854700855,0.00189933523266857,0.00949667616334283,0,0,0,0,0,0,0,0,0,0.00189933523266857,0,0,0.000949667616334283,0,0,0,0,0,0,31,8,3,3,20,10,0,0,2,8,1,0.0294396961063628,0.00759734093067426,0.00284900284900285,0.00284900284900285,0.0189933523266857,0.00949667616334283,0,0,0.00189933523266857,0.00759734093067426,0.000949667616334283,1053,812,0,8.11513295654924,0,0.00284900284900285,1053,0,1,0
"2013-06-01","Malawi",3,4,34,4,12,2,0,4,25,18,0,6,16,19,12,10,1,9,4,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0.00335195530726257,0.00446927374301676,0.0379888268156425,0.00446927374301676,0.0134078212290503,0.00223463687150838,0,0.00446927374301676,0.0279329608938547,0.0201117318435754,0,0.00670391061452514,0.017877094972067,0.0212290502793296,0.0134078212290503,0.0111731843575419,0.00111731843575419,0.0100558659217877,0.00446927374301676,0.00223463687150838,0,0,0,0,0,0,0,0.00111731843575419,0,0.00558659217877095,0,0,0,0,0,0.00111731843575419,0,0,0,26,14,11,0,18,19,0,1,2,4,5,0.0290502793296089,0.0156424581005587,0.0122905027932961,0,0.0201117318435754,0.0212290502793296,0,0.00111731843575419,0.00223463687150838,0.00446927374301676,0.00558659217877095,895,636,0,9.645517000189,0,0.00782122905027933,895,0,1,0
"2013-07-01","Malawi",2,0,36,9,14,0,4,11,35,3,0,2,18,8,8,12,0,3,2,10,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0.00204290091930541,0,0.0367722165474974,0.00919305413687436,0.0143003064351379,0,0.00408580183861083,0.0112359550561798,0.0357507660878447,0.00306435137895812,0,0.00204290091930541,0.0183861082737487,0.00817160367722165,0.00817160367722165,0.0122574055158325,0,0.00306435137895812,0.00204290091930541,0.0102145045965271,0,0,0,0,0,0,0.00102145045965271,0,0,0.00204290091930541,0,0,0.00204290091930541,0,0,0,0,0,0,29,8,8,3,26,5,3,1,2,0,2,0.0296220633299285,0.00817160367722165,0.00817160367722165,0.00306435137895812,0.0265577119509704,0.00510725229826353,0.00306435137895812,0.00102145045965271,0.00204290091930541,0,0.00204290091930541,979,747,0,5.7478120725148,0.00102145045965271,0.00510725229826353,979,0,1,0
"2013-08-01","Malawi",4,1,32,11,11,0,3,5,21,9,0,4,11,14,4,4,0,4,5,11,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0.0046029919447641,0.00115074798619102,0.0368239355581128,0.0126582278481013,0.0126582278481013,0,0.00345224395857307,0.00575373993095512,0.0241657077100115,0.0103567318757192,0,0.0046029919447641,0.0126582278481013,0.0161104718066743,0.0046029919447641,0.0046029919447641,0,0.0046029919447641,0.00575373993095512,0.0126582278481013,0,0,0,0,0,0,0,0.00115074798619102,0,0.00345224395857307,0,0,0,0,0,0,0,0.00230149597238205,0,15,15,2,4,23,2,2,0,1,5,3,0.0172612197928654,0.0172612197928654,0.00230149597238205,0.0046029919447641,0.0264672036823936,0.00230149597238205,0.00230149597238205,0,0.00115074798619102,0.00575373993095512,0.00345224395857307,869,661,1,7.49223958198662,0.00230149597238205,0.0046029919447641,869,0,1,0
"2013-09-01","Malawi",9,2,40,9,7,0,1,4,23,2,1,0,32,8,11,11,2,4,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00983606557377049,0.00218579234972678,0.0437158469945355,0.00983606557377049,0.00765027322404372,0,0.00109289617486339,0.00437158469945355,0.0251366120218579,0.00218579234972678,0.00109289617486339,0,0.0349726775956284,0.0087431693989071,0.0120218579234973,0.0120218579234973,0.00218579234972678,0.00437158469945355,0.00109289617486339,0.00765027322404372,0,0,0,0,0,0,0,0,0.00109289617486339,0,0,0,0,0,0,0,0,0,0,30,8,23,2,20,3,1,2,3,4,7,0.0327868852459016,0.0087431693989071,0.0251366120218579,0.00218579234972678,0.0218579234972678,0.00327868852459016,0.00109289617486339,0.00218579234972678,0.00327868852459016,0.00437158469945355,0.00765027322404372,915,692,0,6.73870201046641,0,0.00109289617486339,915,0,1,0
"2013-10-01","Malawi",16,2,26,5,17,3,1,12,45,10,0,2,87,17,18,37,0,5,4,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0.0151371807000946,0.00189214758751183,0.0245979186376537,0.00473036896877956,0.0160832544938505,0.00283822138126774,0.000946073793755913,0.011352885525071,0.0425733207190161,0.00946073793755913,0,0.00189214758751183,0.0823084200567644,0.0160832544938505,0.0170293282876064,0.0350047303689688,0,0.00473036896877956,0.00378429517502365,0.00378429517502365,0,0,0,0.000946073793755913,0,0,0,0.000946073793755913,0,0,0,0.000946073793755913,0,0,0,0.00283822138126774,0,0,0,23,8,26,1,22,7,4,2,4,5,8,0.021759697256386,0.0075685903500473,0.0245979186376537,0.000946073793755913,0.0208136234626301,0.00662251655629139,0.00378429517502365,0.00189214758751183,0.00378429517502365,0.00473036896877956,0.0075685903500473,1057,746,0,7.22867062049277,0,0.00567644276253548,1057,0,1,0
"2013-11-01","Malawi",7,3,20,2,15,2,3,7,60,10,1,2,45,7,9,16,1,3,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0.00682261208576998,0.00292397660818713,0.0194931773879142,0.00194931773879142,0.0146198830409357,0.00194931773879142,0.00292397660818713,0.00682261208576998,0.0584795321637427,0.00974658869395711,0.000974658869395711,0.00194931773879142,0.043859649122807,0.00682261208576998,0.0087719298245614,0.0155945419103314,0.000974658869395711,0.00292397660818713,0.00194931773879142,0.00292397660818713,0,0,0,0,0,0,0,0.000974658869395711,0,0.000974658869395711,0,0,0,0,0,0.000974658869395711,0,0,0.000974658869395711,27,9,47,0,37,12,8,3,3,8,12,0.0263157894736842,0.0087719298245614,0.0458089668615984,0,0.0360623781676413,0.0116959064327485,0.00779727095516569,0.00292397660818713,0.00292397660818713,0.00779727095516569,0.0116959064327485,1026,733,0,6.47903268751153,0.000974658869395711,0.00389863547758285,1026,0,1,0
"2013-12-01","Malawi",1,1,55,13,5,2,2,8,40,7,0,1,45,7,8,9,2,6,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.00108813928182807,0.00108813928182807,0.0598476605005441,0.014145810663765,0.00544069640914037,0.00217627856365615,0.00217627856365615,0.00870511425462459,0.043525571273123,0.00761697497279652,0,0.00108813928182807,0.0489662676822633,0.00761697497279652,0.00870511425462459,0.00979325353645267,0.00217627856365615,0.00652883569096844,0.0043525571273123,0.0043525571273123,0,0,0,0,0,0,0,0,0.00108813928182807,0.00108813928182807,0,0,0,0,0,0,0,0.00108813928182807,0,12,8,32,0,37,6,6,1,3,4,5,0.0130576713819369,0.00870511425462459,0.0348204570184984,0,0.0402611534276387,0.00652883569096844,0.00652883569096844,0.00108813928182807,0.00326441784548422,0.0043525571273123,0.00544069640914037,919,658,0,6.51517604892289,0,0.0043525571273123,919,0,1,0
"2014-01-01","Malawi",6,5,78,10,12,1,1,11,43,4,0,0,33,17,6,21,1,8,1,6,0,2,0,0,0,1,2,0,0,2,1,0,0,0,0,1,0,0,1,0.00593471810089021,0.00494559841740851,0.0771513353115727,0.00989119683481701,0.0118694362017804,0.000989119683481701,0.000989119683481701,0.0108803165182987,0.0425321463897132,0.0039564787339268,0,0,0.0326409495548961,0.0168150346191889,0.00593471810089021,0.0207715133531157,0.000989119683481701,0.00791295746785361,0.000989119683481701,0.00593471810089021,0,0.0019782393669634,0,0,0,0.000989119683481701,0.0019782393669634,0,0,0.0019782393669634,0.000989119683481701,0,0,0,0,0.000989119683481701,0,0,0.000989119683481701,24,4,29,0,24,9,7,0,4,4,5,0.0237388724035608,0.0039564787339268,0.0286844708209693,0,0.0237388724035608,0.00890207715133531,0.00692383778437191,0,0.0039564787339268,0.0039564787339268,0.00494559841740851,1011,696,0,7.65919680864632,0.000989119683481701,0.00890207715133531,1011,0,1,0
"2014-02-01","Malawi",7,3,81,8,7,0,1,14,33,9,0,1,36,8,9,14,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00730688935281837,0.00313152400835073,0.0845511482254697,0.00835073068893528,0.00730688935281837,0,0.00104384133611691,0.0146137787056367,0.034446764091858,0.00939457202505219,0,0.00104384133611691,0.0375782881002088,0.00835073068893528,0.00939457202505219,0.0146137787056367,0,0.00417536534446764,0.00104384133611691,0.00208768267223382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,23,2,30,8,3,0,1,1,6,0.0187891440501044,0.00626304801670146,0.0240083507306889,0.00208768267223382,0.0313152400835073,0.00835073068893528,0.00313152400835073,0,0.00104384133611691,0.00104384133611691,0.00626304801670146,958,680,0,5.92637741964156,0,0,958,0,1,0
"2014-03-01","Malawi",6,2,38,15,10,1,2,6,25,2,0,1,17,11,4,8,0,2,1,9,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0.00696055684454756,0.00232018561484919,0.0440835266821346,0.0174013921113689,0.0116009280742459,0.00116009280742459,0.00232018561484919,0.00696055684454756,0.0290023201856148,0.00232018561484919,0,0.00116009280742459,0.0197215777262181,0.0127610208816705,0.00464037122969838,0.00928074245939675,0,0.00232018561484919,0.00116009280742459,0.0104408352668213,0,0,0,0,0,0,0.00116009280742459,0,0,0.00116009280742459,0,0,0.00232018561484919,0,0,0,0,0.00116009280742459,0,12,12,12,1,16,5,1,0,2,3,3,0.0139211136890951,0.0139211136890951,0.0139211136890951,0.00116009280742459,0.0185614849187935,0.00580046403712297,0.00116009280742459,0,0.00232018561484919,0.00348027842227378,0.00348027842227378,862,665,0,6.29299930597721,0.00116009280742459,0.00464037122969838,862,0,1,0
"2014-04-01","Malawi",2,1,70,18,8,0,0,7,22,5,0,1,13,5,3,6,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0.00238379022646007,0.00119189511323004,0.0834326579261025,0.0214541120381406,0.00953516090584029,0,0,0.00834326579261025,0.0262216924910608,0.00595947556615018,0,0.00119189511323004,0.0154946364719905,0.00595947556615018,0.00357568533969011,0.00715137067938021,0,0.00238379022646007,0.00119189511323004,0.0119189511323004,0,0,0,0,0,0,0,0,0,0,0,0,0.00119189511323004,0,0,0.00238379022646007,0,0,0.00119189511323004,13,14,9,0,15,13,0,0,2,4,2,0.0154946364719905,0.0166865315852205,0.0107270560190703,0,0.0178784266984505,0.0154946364719905,0,0,0.00238379022646007,0.00476758045292014,0.00238379022646007,839,615,1,5.46168692891398,0,0.00476758045292014,839,0,1,0
"2014-05-01","Malawi",4,2,196,102,8,2,1,2,21,2,1,4,19,8,11,12,3,7,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00341588385994876,0.00170794192997438,0.167378309137489,0.0871050384286934,0.00683176771989752,0.00170794192997438,0.00085397096498719,0.00170794192997438,0.017933390264731,0.00170794192997438,0.00085397096498719,0.00341588385994876,0.0162254483347566,0.00683176771989752,0.00939368061485909,0.0102476515798463,0.00256191289496157,0.00597779675491033,0.00426985482493595,0.00256191289496157,0,0,0,0,0,0,0,0,0,0.00085397096498719,0,0,0,0,0,0,0,0,0,13,8,18,2,25,2,2,0,2,6,6,0.0111016225448335,0.00683176771989752,0.0153714773697694,0.00170794192997438,0.0213492741246798,0.00170794192997438,0.00170794192997438,0,0.00170794192997438,0.00512382578992314,0.00512382578992314,1171,710,0,6.8602448714285,0,0.00085397096498719,1171,0,1,0
"2014-06-01","Malawi",4,0,44,3,16,0,0,7,26,14,0,2,28,10,3,10,1,2,0,2,0,0,0,1,0,1,3,0,1,0,0,0,1,1,0,1,1,0,1,0.00355555555555556,0,0.0391111111111111,0.00266666666666667,0.0142222222222222,0,0,0.00622222222222222,0.0231111111111111,0.0124444444444444,0,0.00177777777777778,0.0248888888888889,0.00888888888888889,0.00266666666666667,0.00888888888888889,0.000888888888888889,0.00177777777777778,0,0.00177777777777778,0,0,0,0.000888888888888889,0,0.000888888888888889,0.00266666666666667,0,0.000888888888888889,0,0,0,0.000888888888888889,0.000888888888888889,0,0.000888888888888889,0.000888888888888889,0,0.000888888888888889,20,28,8,1,19,12,3,1,4,9,1,0.0177777777777778,0.0248888888888889,0.00711111111111111,0.000888888888888889,0.0168888888888889,0.0106666666666667,0.00266666666666667,0.000888888888888889,0.00355555555555556,0.008,0.000888888888888889,1125,880,1,4.6735681551686,0.000888888888888889,0.00977777777777778,1125,0,1,0
"2014-07-01","Malawi",3,1,27,12,10,0,2,24,37,15,0,7,30,10,3,15,0,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.00275735294117647,0.000919117647058824,0.0248161764705882,0.0110294117647059,0.00919117647058824,0,0.00183823529411765,0.0220588235294118,0.0340073529411765,0.0137867647058824,0,0.00643382352941176,0.0275735294117647,0.00919117647058824,0.00275735294117647,0.0137867647058824,0,0.00275735294117647,0.00183823529411765,0.00367647058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00183823529411765,0,27,13,33,0,32,20,7,2,2,5,7,0.0248161764705882,0.0119485294117647,0.0303308823529412,0,0.0294117647058824,0.0183823529411765,0.00643382352941176,0.00183823529411765,0.00183823529411765,0.00459558823529412,0.00643382352941176,1088,800,0,6.1115630279564,0,0.00183823529411765,1088,0,1,0
"2014-08-01","Malawi",8,1,22,5,24,1,0,17,36,15,0,3,31,13,4,18,1,5,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.00649350649350649,0.000811688311688312,0.0178571428571429,0.00405844155844156,0.0194805194805195,0.000811688311688312,0,0.0137987012987013,0.0292207792207792,0.0121753246753247,0,0.00243506493506494,0.0251623376623377,0.0105519480519481,0.00324675324675325,0.0146103896103896,0.000811688311688312,0.00405844155844156,0.000811688311688312,0.00162337662337662,0,0,0,0,0.000811688311688312,0,0.000811688311688312,0.000811688311688312,0,0,0,0,0,0,0,0.000811688311688312,0,0,0,30,21,20,0,36,11,1,0,2,5,0,0.0243506493506494,0.0170454545454545,0.0162337662337662,0,0.0292207792207792,0.00892857142857143,0.000811688311688312,0,0.00162337662337662,0.00405844155844156,0,1232,949,0,5.61581400203776,0,0.00324675324675325,1232,0,1,0
"2014-09-01","Malawi",2,1,17,6,19,3,0,15,19,11,0,2,21,8,9,17,0,1,0,2,0,0,0,0,0,1,1,1,0,2,0,0,1,0,0,0,2,0,3,0.00183150183150183,0.000915750915750916,0.0155677655677656,0.00549450549450549,0.0173992673992674,0.00274725274725275,0,0.0137362637362637,0.0173992673992674,0.0100732600732601,0,0.00183150183150183,0.0192307692307692,0.00732600732600733,0.00824175824175824,0.0155677655677656,0,0.000915750915750916,0,0.00183150183150183,0,0,0,0,0,0.000915750915750916,0.000915750915750916,0.000915750915750916,0,0.00183150183150183,0,0,0.000915750915750916,0,0,0,0.00183150183150183,0,0.00274725274725275,37,24,23,1,29,16,1,2,3,13,9,0.0338827838827839,0.021978021978022,0.0210622710622711,0.000915750915750916,0.0265567765567766,0.0146520146520147,0.000915750915750916,0.00183150183150183,0.00274725274725275,0.0119047619047619,0.00824175824175824,1092,821,0,4.73479316071765,0.000915750915750916,0.00915750915750916,1092,0,1,0
"2014-10-01","Malawi",12,0,19,10,16,4,1,15,41,6,1,0,48,7,4,13,0,3,4,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0.00974025974025974,0,0.0154220779220779,0.00811688311688312,0.012987012987013,0.00324675324675325,0.000811688311688312,0.0121753246753247,0.0332792207792208,0.00487012987012987,0.000811688311688312,0,0.038961038961039,0.00568181818181818,0.00324675324675325,0.0105519480519481,0,0.00243506493506494,0.00324675324675325,0.00405844155844156,0,0,0,0,0,0,0,0,0.000811688311688312,0.000811688311688312,0,0,0,0,0,0,0.00243506493506494,0.00243506493506494,0,45,21,55,1,52,10,5,1,1,8,7,0.036525974025974,0.0170454545454545,0.0446428571428571,0.000811688311688312,0.0422077922077922,0.00811688311688312,0.00405844155844156,0.000811688311688312,0.000811688311688312,0.00649350649350649,0.00568181818181818,1232,920,0,4.69982708340427,0.000811688311688312,0.00568181818181818,1232,0,1,0
"2014-11-01","Malawi",4,2,8,2,7,1,0,11,17,9,0,2,26,7,14,12,0,6,3,4,0,0,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,1,0.00421940928270042,0.00210970464135021,0.00843881856540084,0.00210970464135021,0.00738396624472574,0.00105485232067511,0,0.0116033755274262,0.0179324894514768,0.00949367088607595,0,0.00210970464135021,0.0274261603375527,0.00738396624472574,0.0147679324894515,0.0126582278481013,0,0.00632911392405063,0.00316455696202532,0.00421940928270042,0,0,0,0,0,0.00105485232067511,0,0,0.00421940928270042,0,0,0,0.00105485232067511,0.00105485232067511,0,0,0,0,0.00105485232067511,31,10,26,0,25,11,5,1,1,9,8,0.0327004219409283,0.0105485232067511,0.0274261603375527,0,0.0263713080168776,0.0116033755274262,0.00527426160337553,0.00105485232067511,0.00105485232067511,0.00949367088607595,0.00843881856540084,948,734,0,6.43796468031266,0,0.00843881856540084,948,0,1,0
"2014-12-01","Malawi",8,0,5,2,8,0,1,10,18,3,0,0,19,8,17,12,0,4,3,2,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,3,0,0,0,0.00938967136150235,0,0.00586854460093897,0.00234741784037559,0.00938967136150235,0,0.00117370892018779,0.0117370892018779,0.0211267605633803,0.00352112676056338,0,0,0.0223004694835681,0.00938967136150235,0.0199530516431925,0.0140845070422535,0,0.00469483568075117,0.00352112676056338,0.00234741784037559,0,0,0,0,0,0,0,0.00117370892018779,0.00117370892018779,0.00234741784037559,0,0,0.00117370892018779,0,0,0.00352112676056338,0,0,0,14,12,10,0,9,4,3,1,1,6,5,0.0164319248826291,0.0140845070422535,0.0117370892018779,0,0.0105633802816901,0.00469483568075117,0.00352112676056338,0.00117370892018779,0.00117370892018779,0.00704225352112676,0.00586854460093897,852,693,0,5.52430318959423,0,0.00938967136150235,852,0,1,0
"2015-01-01","Malawi",7,0,8,4,14,2,1,100,23,9,4,5,16,14,16,10,0,5,6,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0.0089974293059126,0,0.0102827763496144,0.0051413881748072,0.0179948586118252,0.0025706940874036,0.0012853470437018,0.12853470437018,0.0295629820051414,0.0115681233933162,0.0051413881748072,0.006426735218509,0.0205655526992288,0.0179948586118252,0.0205655526992288,0.012853470437018,0,0.006426735218509,0.0077120822622108,0.0012853470437018,0,0.0012853470437018,0,0,0,0.0012853470437018,0,0,0.0038560411311054,0,0,0,0,0,0,0,0,0,0.0012853470437018,16,4,9,1,13,5,1,0,1,5,8,0.0205655526992288,0.0051413881748072,0.0115681233933162,0.0012853470437018,0.0167095115681234,0.006426735218509,0.0012853470437018,0,0.0012853470437018,0.006426735218509,0.0102827763496144,778,495,0,8.18185999459259,0,0.0077120822622108,778,1,0,0
